province	region
rome_main_mesopotamia	rom_mesopotamia_babylonia
rome_main_mesopotamia	rom_mesopotamia_mesene
rome_main_mesopotamia	rom_mesopotamia_osroene
rome_main_nabataea	rom_nabataea_havilah
rome_main_nabataea	rom_nabataea_iudaea
rome_main_nabataea	rom_nabataea_jordan
rome_main_nabataea	rom_nabataea_lihyan
rome_main_pannonia	rom_pannonia_pannonia_inferior
rome_main_pannonia	rom_pannonia_pannonia_superior
rome_main_pannonia	rom_pannonia_transdanubia
rome_main_parthia	rom_parthia_astauene
rome_main_parthia	rom_parthia_hyrcania
rome_main_parthia	rom_parthia_parthia
rome_main_parthia	rom_parthia_traxiane
rome_main_persis	rom_persis_elam
rome_main_persis	rom_persis_lyan
rome_main_persis	rom_persis_parsa
rome_main_phazania	rom_phazania_tidamensi
rome_main_phazania	rom_phazania_zinchecra
rome_main_ponto_caspia	rom_ponto_caspia_cimmeria
rome_main_ponto_caspia	rom_ponto_caspia_didoya
rome_main_ponto_caspia	rom_ponto_caspia_oium
rome_main_ponto_caspia	rom_ponto_caspia_zyx
rome_main_provincia	rom_provincia_narbonensis
rome_main_provincia	rom_provincia_transalpina
rome_main_raetia_et_noricum	rom_raetia_et_noricum_helvetia
rome_main_raetia_et_noricum	rom_raetia_et_noricum_noricum
rome_main_raetia_et_noricum	rom_raetia_et_noricum_raetia
rome_main_sarmatia	rom_sarmatia_aestia
rome_main_sarmatia	rom_sarmatia_galicia
rome_main_sarmatia	rom_sarmatia_pripet
rome_main_scythia	rom_scythia_scythia
rome_main_scythia	rom_scythia_turan
rome_main_scythia	rom_scythia_usturt
rome_main_silesia	rom_silesia_leda
rome_main_silesia	rom_silesia_silesia
rome_main_suebia	rom_suebia_bomeranorum
rome_main_suebia	rom_suebia_cimbria
rome_main_suebia	rom_suebia_lusatia
rome_main_suebia	rom_suebia_rugia
rome_main_syria	rom_syria_aram
rome_main_syria	rom_syria_eremos_syria
rome_main_syria	rom_syria_phonecia
rome_main_syria	rom_syria_syria
rome_main_tarraconensis	rom_tarraconensis_callaecia
rome_main_tarraconensis	rom_tarraconensis_cantabria
rome_main_tarraconensis	rom_tarraconensis_tarraconensis
rome_main_thracia	rom_thracia_byzantion
rome_main_thracia	rom_thracia_dardania
rome_main_thracia	rom_thracia_moesia
rome_main_thracia	rom_thracia_thracia
rome_main_transoxania	rom_transoxania_kangju
rome_main_transoxania	rom_transoxania_sodgiana
