key	text	type	parameter
S2_PBS_Allies_Enemy_Takeda_Near_Maybe_02	text_rejected	7	FACTION_TAKEDA
S2_PBS_Allies_Enemy_Takeda_Near_Maybe_03	text_rejected	7	FACTION_TAKEDA
S2_PBS_Allies_Enemy_Tokugawa_Here_Adequate_01	text_rejected	4	FACTION_TOKUGAWA
S2_PBS_Allies_Enemy_Tokugawa_Here_Adequate_02	text_rejected	4	FACTION_TOKUGAWA
S2_PBS_Allies_Enemy_Tokugawa_Here_Adequate_03	text_rejected	4	FACTION_TOKUGAWA
S2_PBS_Allies_Enemy_Tokugawa_Here_Strong_01	text_rejected	5	FACTION_TOKUGAWA
S2_PBS_Allies_Enemy_Tokugawa_Here_Strong_02	text_rejected	5	FACTION_TOKUGAWA
S2_PBS_Allies_Enemy_Tokugawa_Here_Strong_03	text_rejected	5	FACTION_TOKUGAWA
S2_PBS_Allies_Enemy_Tokugawa_Here_Token_01	text_rejected	6	FACTION_TOKUGAWA
S2_PBS_Allies_Enemy_Tokugawa_Here_Token_02	text_rejected	6	FACTION_TOKUGAWA
S2_PBS_Allies_Enemy_Tokugawa_Here_Token_03	text_rejected	6	FACTION_TOKUGAWA
S2_PBS_Allies_Enemy_Tokugawa_Near_Maybe_01	text_rejected	7	FACTION_TOKUGAWA
S2_PBS_Allies_Enemy_Tokugawa_Near_Maybe_02	text_rejected	7	FACTION_TOKUGAWA
S2_PBS_Allies_Enemy_Tokugawa_Near_Maybe_03	text_rejected	7	FACTION_TOKUGAWA
S2_PBS_Allies_Enemy_Uesugi_Here_Adequate_01	text_rejected	4	FACTION_UESUGI
S2_PBS_Allies_Enemy_Uesugi_Here_Adequate_02	text_rejected	4	FACTION_UESUGI
S2_PBS_Allies_Enemy_Uesugi_Here_Adequate_03	text_rejected	4	FACTION_UESUGI
S2_PBS_Allies_Enemy_Uesugi_Here_Strong_01	text_rejected	5	FACTION_UESUGI
S2_PBS_Allies_Enemy_Uesugi_Here_Strong_02	text_rejected	5	FACTION_UESUGI
S2_PBS_Allies_Enemy_Uesugi_Here_Strong_03	text_rejected	5	FACTION_UESUGI
S2_PBS_Allies_Enemy_Uesugi_Here_Token_01	text_rejected	6	FACTION_UESUGI
S2_PBS_Allies_Enemy_Uesugi_Here_Token_02	text_rejected	6	FACTION_UESUGI
S2_PBS_Allies_Enemy_Uesugi_Here_Token_03	text_rejected	6	FACTION_UESUGI
S2_PBS_Allies_Enemy_Uesugi_Near_Maybe_01	text_rejected	7	FACTION_UESUGI
S2_PBS_Allies_Enemy_Uesugi_Near_Maybe_02	text_rejected	7	FACTION_UESUGI
S2_PBS_Allies_Enemy_Uesugi_Near_Maybe_03	text_rejected	7	FACTION_UESUGI
S2_PBS_Allies_Enemy_Wee_Faction_Here_Adequate_01	text_rejected	4	FACTION_MINOR_CLAN
S2_PBS_Allies_Enemy_Wee_Faction_Here_Adequate_02	text_rejected	4	FACTION_MINOR_CLAN
S2_PBS_Allies_Enemy_Wee_Faction_Here_Adequate_03	text_rejected	4	FACTION_MINOR_CLAN
S2_PBS_Allies_Enemy_Wee_Faction_Here_Strong_01	text_rejected	5	FACTION_MINOR_CLAN
S2_PBS_Allies_Enemy_Wee_Faction_Here_Strong_02	text_rejected	5	FACTION_MINOR_CLAN
S2_PBS_Allies_Enemy_Wee_Faction_Here_Strong_03	text_rejected	5	FACTION_MINOR_CLAN
S2_PBS_Allies_Enemy_Wee_Faction_Here_Token_01	text_rejected	6	FACTION_MINOR_CLAN
S2_PBS_Allies_Enemy_Wee_Faction_Here_Token_02	text_rejected	6	FACTION_MINOR_CLAN
S2_PBS_Allies_Enemy_Wee_Faction_Here_Token_03	text_rejected	6	FACTION_MINOR_CLAN
S2_PBS_Allies_Enemy_Wee_Faction_Near_Maybe_01	text_rejected	7	FACTION_MINOR_CLAN
S2_PBS_Allies_Enemy_Wee_Faction_Near_Maybe_02	text_rejected	7	FACTION_MINOR_CLAN
S2_PBS_Allies_Enemy_Wee_Faction_Near_Maybe_03	text_rejected	7	FACTION_MINOR_CLAN
S2_PBS_Army_Clan_Archers_Not_Enough_01	text_rejected	8	
S2_PBS_Army_Clan_Archers_Not_Enough_02	text_rejected	8	
S2_PBS_Army_Clan_Archers_Not_Enough_03	text_rejected	8	
S2_PBS_Army_Clan_Archers_Too_Many_01	text_rejected	9	
S2_PBS_Army_Clan_Archers_Too_Many_02	text_rejected	9	
S2_PBS_Army_Clan_Archers_Too_Many_03	text_rejected	9	
S2_PBS_Army_Clan_Artillery_Not_Enough_01	text_rejected	10	
S2_PBS_Army_Clan_Artillery_Not_Enough_02	text_rejected	10	
S2_PBS_Army_Clan_Artillery_Not_Enough_03	text_rejected	10	
S2_PBS_Army_Clan_Artillery_Too_Many_01	text_rejected	11	
S2_PBS_Army_Clan_Artillery_Too_Many_02	text_rejected	11	
S2_PBS_Army_Clan_Artillery_Too_Many_03	text_rejected	11	
S2_PBS_Army_Clan_Balanced_Force_01	text_rejected	12	
S2_PBS_Army_Clan_Balanced_Force_02	text_rejected	12	
S2_PBS_Army_Clan_Balanced_Force_03	text_rejected	12	
S2_PBS_Army_Clan_Cavalry_Not_Enough_01	text_rejected	13	
S2_PBS_Army_Clan_Cavalry_Not_Enough_02	text_rejected	13	
S2_PBS_Army_Clan_Cavalry_Not_Enough_03	text_rejected	13	
S2_PBS_Army_Clan_Cavalry_Too_Many_01	text_rejected	14	
S2_PBS_Army_Clan_Cavalry_Too_Many_02	text_rejected	14	
S2_PBS_Army_Clan_Cavalry_Too_Many_03	text_rejected	14	
S2_PBS_Army_Clan_Elite_Archers_01	text_rejected	15	
S2_PBS_Army_Clan_Elite_Archers_02	text_rejected	15	
S2_PBS_Army_Clan_Elite_Archers_03	text_rejected	15	
S2_PBS_Army_Clan_Elite_Cavalry_01	text_rejected	16	
S2_PBS_Army_Clan_Elite_Cavalry_02	text_rejected	16	
S2_PBS_Army_Clan_Elite_Cavalry_03	text_rejected	16	
S2_PBS_Army_Clan_Elite_Samurai_01	text_rejected	17	
S2_PBS_Army_Clan_Elite_Samurai_02	text_rejected	17	
S2_PBS_Army_Clan_Elite_Samurai_03	text_rejected	17	
S2_PBS_Army_Clan_Elite_Spears_01	text_rejected	18	
S2_PBS_Army_Clan_Elite_Spears_02	text_rejected	18	
S2_PBS_Army_Clan_Elite_Spears_03	text_rejected	18	
S2_PBS_Army_Clan_Peasants_Too_Many_01	text_rejected	19	
S2_PBS_Army_Clan_Peasants_Too_Many_02	text_rejected	19	
S2_PBS_Army_Clan_Peasants_Too_Many_03	text_rejected	19	
S2_PBS_Army_Clan_Samurai_Not_Enough_01	text_rejected	20	
S2_PBS_Army_Clan_Samurai_Not_Enough_02	text_rejected	20	
S2_PBS_Army_Clan_Samurai_Not_Enough_03	text_rejected	20	
S2_PBS_Army_Clan_Samurai_Too_Many_01	text_rejected	21	
S2_PBS_Army_Clan_Samurai_Too_Many_02	text_rejected	21	
S2_PBS_Army_Clan_Samurai_Too_Many_03	text_rejected	21	
S2_PBS_Army_Clan_Spears_Not_Enough_01	text_rejected	22	
S2_PBS_Army_Clan_Spears_Not_Enough_02	text_rejected	22	
S2_PBS_Army_Clan_Spears_Not_Enough_03	text_rejected	22	
S2_PBS_Army_Clan_Spears_Too_Many_01	text_rejected	23	
S2_PBS_Army_Clan_Spears_Too_Many_02	text_rejected	23	
S2_PBS_Army_Clan_Spears_Too_Many_03	text_rejected	23	
S2_PBS_Army_Clan_Special_Heroes_01	text_rejected	24	
S2_PBS_Army_Clan_Special_Heroes_02	text_rejected	24	
S2_PBS_Army_Clan_Special_Heroes_03	text_rejected	24	
S2_PBS_Army_Clan_Special_Heroes_Lady_01	text_rejected	25	
S2_PBS_Army_Clan_Special_Heroes_Lady_02	text_rejected	25	
S2_PBS_Army_Clan_Special_Heroes_Lady_03	text_rejected	25	
S2_PBS_Army_Clan_Special_Muskets_01	text_rejected	26	
S2_PBS_Army_Clan_Special_Muskets_02	text_rejected	26	
S2_PBS_Army_Clan_Special_Muskets_03	text_rejected	26	
S2_PBS_Army_Clan_Special_Ninja_01	text_rejected	27	
S2_PBS_Army_Clan_Special_Ninja_02	text_rejected	27	
S2_PBS_Army_Clan_Special_Ninja_03	text_rejected	27	
S2_PBS_Army_Clan_Special_Ninja_Lots_01	text_rejected	27	FACTION_MINOR_CLAN
S2_PBS_Army_Clan_Special_Ninja_Lots_02	text_rejected	27	FACTION_MINOR_CLAN
S2_PBS_Army_Clan_Special_Ninja_Lots_03	text_rejected	27	FACTION_MINOR_CLAN
S2_PBS_Army_Comparison_Equal_Strength_Equal_Numbers_01	text_rejected	28	
S2_PBS_Army_Comparison_Equal_Strength_Equal_Numbers_02	text_rejected	28	
S2_PBS_Army_Comparison_Equal_Strength_Equal_Numbers_03	text_rejected	28	
S2_PBS_Army_Comparison_Them_Strong_Fewer_Men_01	text_rejected	29	
S2_PBS_Army_Comparison_Them_Strong_Fewer_Men_02	text_rejected	29	
S2_PBS_Army_Comparison_Them_Strong_Fewer_Men_03	text_rejected	29	
S2_PBS_Army_Comparison_Them_Strong_More_Men_01	text_rejected	30	
S2_PBS_Army_Comparison_Them_Strong_More_Men_02	text_rejected	30	
S2_PBS_Army_Comparison_Them_Strong_More_Men_03	text_rejected	30	
S2_PBS_Army_Comparison_Them_Weaker_Fewer_Men_01	text_rejected	31	
S2_PBS_Army_Comparison_Them_Weaker_Fewer_Men_02	text_rejected	31	
S2_PBS_Army_Comparison_Them_Weaker_Fewer_Men_03	text_rejected	31	
S2_PBS_Army_Comparison_Them_Weaker_More_Men_01	text_rejected	32	
S2_PBS_Army_Comparison_Them_Weaker_More_Men_02	text_rejected	32	
S2_PBS_Army_Comparison_Them_Weaker_More_Men_03	text_rejected	32	
S2_PBS_Army_Enemy_Archers_Not_Enough_01	text_rejected	33	
S2_PBS_Army_Enemy_Archers_Not_Enough_02	text_rejected	33	
S2_PBS_Army_Enemy_Archers_Not_Enough_03	text_rejected	33	
S2_PBS_Army_Enemy_Archers_Too_Many_01	text_rejected	34	
S2_PBS_Army_Enemy_Archers_Too_Many_02	text_rejected	34	
S2_PBS_Army_Enemy_Archers_Too_Many_03	text_rejected	34	
S2_PBS_Army_Enemy_Artillery_Not_Enough_01	text_rejected	35	
S2_PBS_Army_Enemy_Artillery_Not_Enough_02	text_rejected	35	
S2_PBS_Army_Enemy_Artillery_Not_Enough_03	text_rejected	35	
S2_PBS_Army_Enemy_Artillery_Too_Many_01	text_rejected	36	
S2_PBS_Army_Enemy_Artillery_Too_Many_02	text_rejected	36	
S2_PBS_Army_Enemy_Artillery_Too_Many_03	text_rejected	36	
S2_PBS_Army_Enemy_Balanced_Force_01	text_rejected	37	
S2_PBS_Army_Enemy_Balanced_Force_02	text_rejected	37	
S2_PBS_Army_Enemy_Balanced_Force_03	text_rejected	37	
S2_PBS_Army_Enemy_Cavalry_Not_Enough_01	text_rejected	38	
S2_PBS_Army_Enemy_Cavalry_Not_Enough_02	text_rejected	38	
S2_PBS_Army_Enemy_Cavalry_Not_Enough_03	text_rejected	38	
S2_PBS_Army_Enemy_Cavalry_Too_Many_01	text_rejected	39	
S2_PBS_Army_Enemy_Cavalry_Too_Many_02	text_rejected	39	
S2_PBS_Army_Enemy_Cavalry_Too_Many_03	text_rejected	39	
S2_PBS_Army_Enemy_Elite_Archers_01	text_rejected	40	
S2_PBS_Army_Enemy_Elite_Archers_02	text_rejected	40	
S2_PBS_Army_Enemy_Elite_Archers_03	text_rejected	40	
S2_PBS_Army_Enemy_Elite_Cavalry_01	text_rejected	41	
S2_PBS_Army_Enemy_Elite_Cavalry_02	text_rejected	41	
S2_PBS_Army_Enemy_Elite_Cavalry_03	text_rejected	41	
S2_PBS_Army_Enemy_Elite_Samurai_01	text_rejected	42	
S2_PBS_Army_Enemy_Elite_Samurai_02	text_rejected	42	
S2_PBS_Army_Enemy_Elite_Samurai_03	text_rejected	42	
S2_PBS_Army_Enemy_Elite_Spears_01	text_rejected	43	
S2_PBS_Army_Enemy_Elite_Spears_02	text_rejected	43	
S2_PBS_Army_Enemy_Elite_Spears_03	text_rejected	43	
S2_PBS_Army_Enemy_Peasants_Too_Many_01	text_rejected	44	
S2_PBS_Army_Enemy_Peasants_Too_Many_02	text_rejected	44	
S2_PBS_Army_Enemy_Peasants_Too_Many_03	text_rejected	44	
S2_PBS_Army_Enemy_Samurai_Not_Enough_01	text_rejected	45	
S2_PBS_Army_Enemy_Samurai_Not_Enough_02	text_rejected	45	
S2_PBS_Army_Enemy_Samurai_Not_Enough_03	text_rejected	45	
S2_PBS_Army_Enemy_Samurai_Too_Many_01	text_rejected	46	
S2_PBS_Army_Enemy_Samurai_Too_Many_02	text_rejected	46	
S2_PBS_Army_Enemy_Samurai_Too_Many_03	text_rejected	46	
S2_PBS_Army_Enemy_Spears_Not_Enough_01	text_rejected	47	
S2_PBS_Army_Enemy_Spears_Not_Enough_02	text_rejected	47	
S2_PBS_Army_Enemy_Spears_Not_Enough_03	text_rejected	47	
S2_PBS_Army_Enemy_Spears_Too_Many_01	text_rejected	48	
S2_PBS_Army_Enemy_Spears_Too_Many_02	text_rejected	48	
S2_PBS_Army_Enemy_Spears_Too_Many_03	text_rejected	48	
S2_PBS_Army_Enemy_Special_Heroes_01	text_rejected	49	
S2_PBS_Army_Enemy_Special_Heroes_02	text_rejected	49	
S2_PBS_Army_Enemy_Special_Heroes_03	text_rejected	49	
S2_PBS_Army_Enemy_Special_Heroes_Lady_01	text_rejected	50	
S2_PBS_Army_Enemy_Special_Heroes_Lady_02	text_rejected	50	
S2_PBS_Army_Enemy_Special_Heroes_Lady_03	text_rejected	50	
S2_PBS_Army_Enemy_Special_Muskets_01	text_rejected	51	
S2_PBS_Army_Enemy_Special_Muskets_02	text_rejected	51	
S2_PBS_Army_Enemy_Special_Muskets_03	text_rejected	51	
S2_PBS_Army_Enemy_Special_Ninja_01	text_rejected	52	
S2_PBS_Army_Enemy_Special_Ninja_02	text_rejected	52	
S2_PBS_Army_Enemy_Special_Ninja_03	text_rejected	52	
S2_PBS_Army_Enemy_Special_Ninja_Lots_01	text_rejected	52	FACTION_MINOR_CLAN
S2_PBS_Army_Enemy_Special_Ninja_Lots_02	text_rejected	52	FACTION_MINOR_CLAN
S2_PBS_Army_Enemy_Special_Ninja_Lots_03	text_rejected	52	FACTION_MINOR_CLAN
S2_PBS_Battle_Land_Attack_Beach_01	text_rejected	53	
S2_PBS_Battle_Land_Attack_Beach_02	text_rejected	53	
S2_PBS_Battle_Land_Attack_Beach_03	text_rejected	53	
S2_PBS_Battle_Land_Attack_Bridge_01	text_rejected	54	
S2_PBS_Battle_Land_Attack_Bridge_02	text_rejected	54	
S2_PBS_Battle_Land_Attack_Bridge_03	text_rejected	54	
S2_PBS_Battle_Land_Attack_Castle_Epic_01	text_rejected	55	
S2_PBS_Battle_Land_Attack_Castle_Epic_02	text_rejected	55	
S2_PBS_Battle_Land_Attack_Castle_Epic_03	text_rejected	55	
S2_PBS_Battle_Land_Attack_Castle_Large_01	text_rejected	56	
S2_PBS_Battle_Land_Attack_Castle_Large_02	text_rejected	56	
S2_PBS_Battle_Land_Attack_Castle_Large_03	text_rejected	56	
S2_PBS_Battle_Land_Attack_Castle_Small_01	text_rejected	57	
S2_PBS_Battle_Land_Attack_Castle_Small_02	text_rejected	57	
S2_PBS_Battle_Land_Attack_Castle_Small_03	text_rejected	57	
S2_PBS_Battle_Land_Attack_Ford_01	text_rejected	58	
S2_PBS_Battle_Land_Attack_Ford_02	text_rejected	58	
S2_PBS_Battle_Land_Attack_Ford_03	text_rejected	58	
S2_PBS_Battle_Land_Attack_Hills_01	text_rejected	59	
S2_PBS_Battle_Land_Attack_Hills_02	text_rejected	59	
S2_PBS_Battle_Land_Attack_Hills_03	text_rejected	59	
S2_PBS_Battle_Land_Attack_Inauspicious_Direction_01	text_rejected	60	
S2_PBS_Battle_Land_Attack_Inauspicious_Direction_02	text_rejected	60	
S2_PBS_Battle_Land_Attack_Inauspicious_Direction_03	text_rejected	60	
S2_PBS_Battle_Land_Attack_Night_01	text_rejected	61	
S2_PBS_Battle_Land_Attack_Night_02	text_rejected	61	
S2_PBS_Battle_Land_Attack_Night_03	text_rejected	61	
S2_PBS_Battle_Land_Attack_Paddy_01	text_rejected	62	
S2_PBS_Battle_Land_Attack_Paddy_02	text_rejected	62	
S2_PBS_Battle_Land_Attack_Paddy_03	text_rejected	62	
S2_PBS_Battle_Land_Attack_Woods_01	text_rejected	63	
S2_PBS_Battle_Land_Attack_Woods_02	text_rejected	63	
S2_PBS_Battle_Land_Attack_Woods_03	text_rejected	63	
S2_PBS_Battle_Land_Defence_Inauspicious_Direction_01	text_rejected	64	
S2_PBS_Battle_Land_Defence_Inauspicious_Direction_02	text_rejected	64	
S2_PBS_Battle_Land_Defence_Inauspicious_Direction_03	text_rejected	64	
S2_PBS_Battle_Land_Defend_Beach_01	text_rejected	65	
S2_PBS_Battle_Land_Defend_Beach_02	text_rejected	65	
S2_PBS_Battle_Land_Defend_Beach_03	text_rejected	65	
S2_PBS_Battle_Land_Defend_Bridge_01	text_rejected	66	
S2_PBS_Battle_Land_Defend_Bridge_02	text_rejected	66	
S2_PBS_Battle_Land_Defend_Bridge_03	text_rejected	66	
S2_PBS_Battle_Land_Defend_Castle_Epic_01	text_rejected	67	
S2_PBS_Battle_Land_Defend_Castle_Epic_02	text_rejected	67	
S2_PBS_Battle_Land_Defend_Castle_Epic_03	text_rejected	67	
S2_PBS_Battle_Land_Defend_Castle_Large_01	text_rejected	68	
S2_PBS_Battle_Land_Defend_Castle_Large_02	text_rejected	68	
S2_PBS_Battle_Land_Defend_Castle_Large_03	text_rejected	68	
S2_PBS_Battle_Land_Defend_Castle_Small_01	text_rejected	69	
S2_PBS_Battle_Land_Defend_Castle_Small_02	text_rejected	69	
S2_PBS_Battle_Land_Defend_Castle_Small_03	text_rejected	69	
S2_PBS_Battle_Land_Defend_Ford_01	text_rejected	70	
S2_PBS_Battle_Land_Defend_Ford_02	text_rejected	70	
S2_PBS_Battle_Land_Defend_Ford_03	text_rejected	70	
S2_PBS_Battle_Land_Defend_Hills_01	text_rejected	71	
S2_PBS_Battle_Land_Defend_Hills_02	text_rejected	71	
S2_PBS_Battle_Land_Defend_Hills_03	text_rejected	71	
S2_PBS_Battle_Land_Defend_Night_01	text_rejected	72	
S2_PBS_Battle_Land_Defend_Night_02	text_rejected	72	
S2_PBS_Battle_Land_Defend_Night_03	text_rejected	72	
S2_PBS_Battle_Land_Defend_Paddy_01	text_rejected	73	
S2_PBS_Battle_Land_Defend_Paddy_02	text_rejected	73	
S2_PBS_Battle_Land_Defend_Paddy_03	text_rejected	73	
S2_PBS_Battle_Land_Defend_Woods_01	text_rejected	74	
S2_PBS_Battle_Land_Defend_Woods_02	text_rejected	74	
S2_PBS_Battle_Land_Defend_Woods_03	text_rejected	74	
S2_PBS_Battle_Land_Weather_Both_Guns_In_Rain_Now_01	text_rejected	75	
S2_PBS_Battle_Land_Weather_Both_Guns_In_Rain_Now_02	text_rejected	75	
S2_PBS_Battle_Land_Weather_Both_Guns_In_Rain_Now_03	text_rejected	75	
S2_PBS_Battle_Land_Weather_Clan_Guns_In_Rain_Now_01	text_rejected	76	
S2_PBS_Battle_Land_Weather_Clan_Guns_In_Rain_Now_02	text_rejected	76	
S2_PBS_Battle_Land_Weather_Clan_Guns_In_Rain_Now_03	text_rejected	76	
S2_PBS_Battle_Land_Weather_Enemy_Guns_In_Rain_Now_01	text_rejected	77	
S2_PBS_Battle_Land_Weather_Enemy_Guns_In_Rain_Now_02	text_rejected	77	
S2_PBS_Battle_Land_Weather_Enemy_Guns_In_Rain_Now_03	text_rejected	77	
S2_PBS_Battle_Land_Weather_Good_01	text_rejected	78	
S2_PBS_Battle_Land_Weather_Good_02	text_rejected	78	
S2_PBS_Battle_Land_Weather_Good_03	text_rejected	78	
S2_PBS_Battle_Land_Weather_Mists_01	text_rejected	79	
S2_PBS_Battle_Land_Weather_Mists_02	text_rejected	79	
S2_PBS_Battle_Land_Weather_Mists_03	text_rejected	79	
S2_PBS_Battle_Land_Weather_No_Guns_Rain_Now_01	text_rejected	80	
S2_PBS_Battle_Land_Weather_No_Guns_Rain_Now_02	text_rejected	80	
S2_PBS_Battle_Land_Weather_No_Guns_Rain_Now_03	text_rejected	80	
S2_PBS_Battle_Land_Weather_Snow_Now_01	text_rejected	81	
S2_PBS_Battle_Land_Weather_Snow_Now_02	text_rejected	81	
S2_PBS_Battle_Land_Weather_Snow_Now_03	text_rejected	81	
S2_PBS_Battle_Land_Weather_Storm_Now_01	text_rejected	82	
S2_PBS_Battle_Land_Weather_Storm_Now_02	text_rejected	82	
S2_PBS_Battle_Land_Weather_Storm_Now_03	text_rejected	82	
S2_PBS_Battle_Sea_Attack_Floating_Mines_01	text_rejected	83	
S2_PBS_Battle_Sea_Attack_Floating_Mines_02	text_rejected	83	
S2_PBS_Battle_Sea_Attack_Floating_Mines_03	text_rejected	83	
S2_PBS_Battle_Sea_Attack_Lee_Shore_01	text_rejected	84	
S2_PBS_Battle_Sea_Attack_Lee_Shore_02	text_rejected	84	
S2_PBS_Battle_Sea_Attack_Lee_Shore_03	text_rejected	84	
S2_PBS_Battle_Sea_Attack_Night_01	text_rejected	85	
S2_PBS_Battle_Sea_Attack_Night_02	text_rejected	85	
S2_PBS_Battle_Sea_Attack_Night_03	text_rejected	85	
S2_PBS_Battle_Sea_Attack_Open_Waters_01	text_rejected	86	
S2_PBS_Battle_Sea_Attack_Open_Waters_02	text_rejected	86	
S2_PBS_Battle_Sea_Attack_Open_Waters_03	text_rejected	86	
S2_PBS_Battle_Sea_Attack_Shoals_Impassable_01	text_rejected	87	
S2_PBS_Battle_Sea_Attack_Shoals_Impassable_02	text_rejected	87	
S2_PBS_Battle_Sea_Attack_Shoals_Impassable_03	text_rejected	87	
S2_PBS_Battle_Sea_Clan_Outgun_Enemy_01	text_rejected	88	
S2_PBS_Battle_Sea_Clan_Outgun_Enemy_02	text_rejected	88	
S2_PBS_Battle_Sea_Clan_Outgun_Enemy_03	text_rejected	88	
S2_PBS_Battle_Sea_Defend_Floating_Mines_01	text_rejected	89	
S2_PBS_Battle_Sea_Defend_Floating_Mines_02	text_rejected	89	
S2_PBS_Battle_Sea_Defend_Floating_Mines_03	text_rejected	89	
S2_PBS_Battle_Sea_Defend_Lee_Shore_01	text_rejected	90	
S2_PBS_Battle_Sea_Defend_Lee_Shore_02	text_rejected	90	
S2_PBS_Battle_Sea_Defend_Lee_Shore_03	text_rejected	90	
S2_PBS_Battle_Sea_Defend_Night_01	text_rejected	91	
S2_PBS_Battle_Sea_Defend_Night_02	text_rejected	91	
S2_PBS_Battle_Sea_Defend_Night_03	text_rejected	91	
S2_PBS_Battle_Sea_Defend_Open_Waters_01	text_rejected	92	
S2_PBS_Battle_Sea_Defend_Open_Waters_02	text_rejected	92	
S2_PBS_Battle_Sea_Defend_Open_Waters_03	text_rejected	92	
S2_PBS_Battle_Sea_Defend_Shoals_Impassable_01	text_rejected	93	
S2_PBS_Battle_Sea_Defend_Shoals_Impassable_02	text_rejected	93	
S2_PBS_Battle_Sea_Defend_Shoals_Impassable_03	text_rejected	93	
S2_PBS_Battle_Sea_Enemy_Outgun_Clan_01	text_rejected	94	
S2_PBS_Battle_Sea_Enemy_Outgun_Clan_02	text_rejected	94	
S2_PBS_Battle_Sea_Enemy_Outgun_Clan_03	text_rejected	94	
S2_PBS_Battle_Sea_Weather_Good_01	text_rejected	95	
S2_PBS_Battle_Sea_Weather_Good_02	text_rejected	95	
S2_PBS_Battle_Sea_Weather_Good_03	text_rejected	95	
S2_PBS_Battle_Sea_Weather_Mists_01	text_rejected	96	
S2_PBS_Battle_Sea_Weather_Mists_02	text_rejected	96	
S2_PBS_Battle_Sea_Weather_Mists_03	text_rejected	96	
S2_PBS_Battle_Sea_Weather_Rain_Now_01	text_rejected	97	
S2_PBS_Battle_Sea_Weather_Rain_Now_02	text_rejected	97	
S2_PBS_Battle_Sea_Weather_Rain_Now_03	text_rejected	97	
S2_PBS_Battle_Sea_Weather_Snow_Now_01	text_rejected	98	
S2_PBS_Battle_Sea_Weather_Snow_Now_02	text_rejected	98	
S2_PBS_Battle_Sea_Weather_Snow_Now_03	text_rejected	98	
S2_PBS_Battle_Sea_Weather_Storm_Now_01	text_rejected	99	
S2_PBS_Battle_Sea_Weather_Storm_Now_02	text_rejected	99	
S2_PBS_Battle_Sea_Weather_Storm_Now_03	text_rejected	99	
S2_PBS_Clan_Taisho_Record_Defeated_Lots_01	text_rejected	100	
S2_PBS_Clan_Taisho_Record_Defeated_Lots_02	text_rejected	100	
S2_PBS_Clan_Taisho_Record_Defeated_Lots_03	text_rejected	100	
S2_PBS_Clan_Taisho_Record_Inconclusive_01	text_rejected	101	
S2_PBS_Clan_Taisho_Record_Inconclusive_02	text_rejected	101	
S2_PBS_Clan_Taisho_Record_Inconclusive_03	text_rejected	101	
S2_PBS_Clan_Taisho_Record_Scant_01	text_rejected	102	
S2_PBS_Clan_Taisho_Record_Scant_02	text_rejected	102	
S2_PBS_Clan_Taisho_Record_Scant_03	text_rejected	102	
S2_PBS_Clan_Taisho_Record_Victorious_Lots_01	text_rejected	103	
S2_PBS_Clan_Taisho_Record_Victorious_Lots_02	text_rejected	103	
S2_PBS_Clan_Taisho_Record_Victorious_Lots_03	text_rejected	103	
S2_PBS_Clan_Taisho_Record_Victorious_Mostly_01	text_rejected	104	
S2_PBS_Clan_Taisho_Record_Victorious_Mostly_02	text_rejected	104	
S2_PBS_Clan_Taisho_Record_Victorious_Mostly_03	text_rejected	104	
S2_PBS_Clan_Taisho_Record_Victorious_Occasionally_01	text_rejected	105	
S2_PBS_Clan_Taisho_Record_Victorious_Occasionally_02	text_rejected	105	
S2_PBS_Clan_Taisho_Record_Victorious_Occasionally_03	text_rejected	105	
S2_PBS_Ending_Clan_Chosokabe_01	text_rejected	106	FACTION_CHOSOKABE
S2_PBS_Ending_Clan_Chosokabe_02	text_rejected	106	FACTION_CHOSOKABE
S2_PBS_Ending_Clan_Chosokabe_03	text_rejected	106	FACTION_CHOSOKABE
S2_PBS_Ending_Clan_Chosokabe_04	text_rejected	106	FACTION_CHOSOKABE
S2_PBS_Ending_Clan_Chosokabe_05	text_rejected	106	FACTION_CHOSOKABE
S2_PBS_Ending_Clan_Chosokabe_06	text_rejected	106	FACTION_CHOSOKABE
S2_PBS_Ending_Clan_Chosokabe_07	text_rejected	106	FACTION_CHOSOKABE
S2_PBS_Ending_Clan_Chosokabe_08	text_rejected	106	FACTION_CHOSOKABE
S2_PBS_Ending_Clan_Chosokabe_09	text_rejected	106	FACTION_CHOSOKABE
S2_PBS_Ending_Clan_Chosokabe_10	text_rejected	106	FACTION_CHOSOKABE
S2_PBS_Ending_Clan_Date_01	text_rejected	106	FACTION_DATE
S2_PBS_Ending_Clan_Date_02	text_rejected	106	FACTION_DATE
S2_PBS_Ending_Clan_Date_03	text_rejected	106	FACTION_DATE
S2_PBS_Ending_Clan_Date_04	text_rejected	106	FACTION_DATE
S2_PBS_Ending_Clan_Date_05	text_rejected	106	FACTION_DATE
S2_PBS_Ending_Clan_Date_06	text_rejected	106	FACTION_DATE
S2_PBS_Ending_Clan_Date_07	text_rejected	106	FACTION_DATE
S2_PBS_Ending_Clan_Date_08	text_rejected	106	FACTION_DATE
S2_PBS_Ending_Clan_Date_09	text_rejected	106	FACTION_DATE
S2_PBS_Ending_Clan_Date_10	text_rejected	106	FACTION_DATE
S2_PBS_Ending_Clan_Hattori_01	text_rejected	106	FACTION_HATTORI
S2_PBS_Ending_Clan_Hattori_02	text_rejected	106	FACTION_HATTORI
