faction	general_unit	unit	siege_unit_attacker	siege_unit_defender
3c_saxoni	false	3c_Sax_Geoguth_Spearmen	true	true
3c_saxoni	false	3c_Sax_Geoguth_Warriors	true	true
3c_saxoni	false	3c_Sax_Germanic_Archers	true	true
3c_saxoni	false	3c_Sax_Heavy_Assault_Raider	true	true
3c_saxoni	true	3c_Sax_Heavy_Assault_Raider	true	true
3c_saxoni	false	3c_Sax_Heavy_Assault_Raider_Gedriht	true	true
3c_saxoni	true	3c_Sax_Heavy_Assault_Raider_Gedriht	true	true
3c_saxoni	false	3c_Sax_Medium_Assault_Raider	true	true
3c_saxoni	false	3c_Sax_Medium_Assault_Raider_Duguth	true	true
3c_saxoni	false	3c_Sax_Medium_Germanic_Raider	true	true
3c_saxoni	false	3c_Sax_Medium_Missile_Raider	true	true
3c_saxoni	true	3c_Sax_Medium_Missile_Raider	true	true
3c_saxoni	false	3c_Sax_Missile_Raider	true	true
3c_saxoni	false	3c_Sax_Noble_Saxon_Cavalry	true	true
3c_saxoni	true	3c_Sax_Noble_Saxon_Cavalry	true	true
3c_saxoni	false	3c_Sax_Saxon_Bows	true	true
3c_saxoni	false	3c_Sax_Saxon_Mounted_Warband	true	true
3c_saxoni	false	3c_Sax_Saxon_Raiders	true	true
3c_alani	false	3c_Ste_Ballista	true	false
3c_alani	false	3c_Ste_Sarmatian_Light_Cavalry	true	true
3c_alani	false	3c_Ste_Steppe_War_Dogs	true	true
rom_kush	false	Aet_Cav	true	true
rom_kush	false	Aet_Sword_Six	true	true
rom_kush	true	Aet_Sword_Six	true	true
rom_kush	false	Aet_Sword	true	true
rom_kush	false	Afr_Archers	true	true
rom_kush	false	Afr_Ballista_Five	true	true
rom_masaesyli	false	Afr_Ballista_Five	true	true
rom_kush	false	Afr_Ballista	true	false
rom_masaesyli	false	Afr_Ballista	true	false
rom_kush	false	Afr_Cheiroballistra	true	true
rom_masaesyli	false	Afr_Cheiroballistra	true	true
emp_egypt	false	Afr_Elephants	true	true
pun_carthage	false	Afr_Elephants	true	true
rom_carthage	false	Afr_Elephants	true	true
rom_ptolemaics	false	Afr_Elephants	true	true
rom_kush	false	Afr_Giant_Ballista	true	false
rom_masaesyli	false	Afr_Giant_Ballista	true	false
rom_kush	false	Afr_Large_Onager	true	false
rom_masaesyli	false	Afr_Large_Onager	true	false
rom_masaesyli	false	Afr_Numidian_Cav	true	true
rom_masaesyli	false	Afr_Numidian_Noble_Cav	true	true
rom_masaesyli	true	Afr_Numidian_Noble_Cav	true	true
rom_kush	false	Afr_Onager_Five	true	true
rom_masaesyli	false	Afr_Onager_Five	true	true
rom_kush	false	Afr_Onager	true	true
rom_masaesyli	false	Afr_Onager	true	true
rom_kush	false	Afr_Scorpion	true	false
rom_masaesyli	false	Afr_Scorpion	true	false
rom_masaesyli	false	Afr_Slingers_Three_Scorpio	true	true
rom_masaesyli	true	Afr_Slingers_Three_Scorpio	true	true
rom_masaesyli	false	Afr_Slingers_Three	true	true
rom_masaesyli	false	Afr_Tribal_Slingers	true	true
rom_kush	false	Afr_Tribesmen	true	true
rom_masaesyli	false	Afr_Tribesmen	true	true
emp_egypt	false	Afr_War_Elephants	true	true
emp_egypt	true	Afr_War_Elephants	true	true
pun_carthage	false	Afr_War_Elephants	true	true
pun_carthage	true	Afr_War_Elephants	true	true
rom_carthage	false	Afr_War_Elephants	true	true
rom_carthage	true	Afr_War_Elephants	true	true
rom_ptolemaics	false	Afr_War_Elephants	true	true
rom_ptolemaics	true	Afr_War_Elephants	true	true
emp_egypt	false	Ara_Camel_Archers	true	true
emp_parthia	false	Ara_Camel_Archers	true	true
rom_nabatea	false	Ara_Camel_Archers	true	true
rom_parthia	false	Ara_Camel_Archers	true	true
rom_ptolemaics	false	Ara_Camel_Archers	true	true
rom_saba	false	Ara_Camel_Archers	true	true
rom_seleucid	false	Ara_Camel_Archers	true	true
emp_egypt	false	Ara_Camel_Spear	true	true
emp_parthia	false	Ara_Camel_Spear	true	true
rom_nabatea	false	Ara_Camel_Spear	true	true
rom_parthia	false	Ara_Camel_Spear	true	true
rom_ptolemaics	false	Ara_Camel_Spear	true	true
rom_saba	false	Ara_Camel_Spear	true	true
rom_seleucid	false	Ara_Camel_Spear	true	true
rom_nabatea	false	Ara_Cav	true	true
rom_saba	false	Ara_Cav	true	true
rom_nabatea	false	Ara_Levy_Skirm	true	true
rom_saba	false	Ara_Levy_Skirm	true	true
rom_nabatea	false	Ara_Levy_Spear	true	true
rom_nabatea	false	Ara_Noble_Sword	true	true
rom_nabatea	true	Ara_Noble_Sword	true	true
rom_saba	false	Ara_Noble_Sword	true	true
rom_saba	true	Ara_Noble_Sword	true	true
rom_nabatea	false	Ara_Skirm_Thee	true	true
rom_saba	false	Ara_Skirm_Thee	true	true
rom_nabatea	false	Ara_Skirm_Three_Scorpio	true	true
rom_nabatea	true	Ara_Skirm_Three_Scorpio	true	true
rom_saba	false	Ara_Skirm_Three_Scorpio	true	true
rom_nabatea	false	Ara_Slingers	true	true
rom_saba	false	Ara_Slingers	true	true
rom_nabatea	false	Ara_Spear_Two_Fire_Pots	true	true
rom_nabatea	false	Ara_Spear_Two	true	true
rom_nabatea	false	Ara_Tribes_One_Halfer	true	true
rom_saba	false	Ara_Tribes_One_Halfer	true	true
rom_nabatea	false	Ara_Tribes_People	true	true
rom_saba	false	Ara_Tribes_People	true	true
rom_nabatea	false	Ara_Tribes_Two_Halfer	true	true
rom_saba	false	Ara_Tribes_Two_Halfer	true	true
rom_rome	false	Aux_Afr_Elephant	true	true
gaul_rome	false	Aux_Cav	true	true
rom_rome	false	Aux_Cav	true	true
emp_octavian	false	Aux_Cel_Axe_Warriors_Two	true	true
emp_octavian	false	Aux_Cel_Light_Horse	true	true
emp_octavian	false	Aux_Cel_Naked_Swords	true	true
emp_octavian	false	Aux_Cel_Short_Swords	true	true
emp_octavian	false	Aux_Cel_Skirm_Three	true	true
emp_octavian	false	Aux_Cel_Skirm	true	true
emp_octavian	false	Aux_Cel_Warriors_Two	true	true
emp_octavian	false	Aux_Cel_Warriors	true	true
emp_antony	false	Aux_Dac_Bowmen_Three	true	true
emp_antony	false	Aux_Dac_Bowmen	true	true
emp_antony	false	Aux_Dac_Falxmen	true	true
emp_antony	false	Aux_Dac_Skirm	true	true
emp_antony	false	Aux_Dac_Spear_Horsemen	true	true
emp_antony	false	Aux_Dac_Spears_Two	true	true
emp_antony	false	Aux_Dac_Spears	true	true
emp_antony	false	Aux_Eas_Hillmen_Two	true	true
emp_antony	false	Aux_Eas_Hillmen	true	true
emp_antony	false	Aux_Eas_Horse_Skirm	true	true
emp_antony	false	Aux_Eas_Javelinmen_Three	true	true
emp_antony	false	Aux_Eas_Javelinmen	true	true
emp_antony	false	Aux_Egy_Archers_Five	true	true
emp_antony	false	Aux_Egy_Archers	true	true
emp_antony	false	Aux_Egy_Infantry_Four	true	true
emp_antony	false	Aux_Egy_Infantry	true	true
emp_octavian	false	Aux_Gal_Gallic_Hunters	true	true
emp_octavian	false	Aux_Gal_Light_Horse	true	true
emp_octavian	false	Aux_Gal_Noble_Horse	true	true
emp_octavian	false	Aux_Gal_Warriors_Two	true	true
emp_octavian	false	Aux_Gal_Warriors	true	true
emp_octavian	false	Aux_Ger_Longbow_Hunters_Three	true	true
emp_octavian	false	Aux_Ger_Longbow_Hunters	true	true
emp_octavian	false	Aux_Ger_Scout_Riders	true	true
emp_octavian	false	Aux_Ger_Spear_Brothers_Two	true	true
emp_octavian	false	Aux_Ger_Spear_Brothers	true	true
pun_rome	false	Aux_Gre_Citizen_Cav	true	true
emp_antony	false	Aux_Gre_Cretan_Archers_Five	true	true
pun_rome	false	Aux_Gre_Cretan_Archers_Five	true	true
emp_antony	false	Aux_Gre_Cretan_Archers	true	true
pun_rome	false	Aux_Gre_Cretan_Archers	true	true
pun_rome	false	Aux_Gre_Hoplites_Four	true	true
pun_rome	false	Aux_Gre_Hoplites	true	true
pun_rome	false	Aux_Gre_Peltasts_Five	true	true
pun_rome	false	Aux_Gre_Peltasts	true	true
emp_antony	false	Aux_Gre_Rhodian_Slingers_Five	true	true
pun_rome	false	Aux_Gre_Rhodian_Slingers_Five	true	true
emp_antony	false	Aux_Gre_Rhodian_Slingers	true	true
pun_rome	false	Aux_Gre_Rhodian_Slingers	true	true
emp_lepidus	false	Aux_Ibe_Balearic_Slingers_Three	true	true
emp_lepidus	false	Aux_Ibe_Balearic_Slingers	true	true
rom_rome	false	Aux_Ibe_Balearic_Slingers	true	true
emp_antony	false	Aux_Ill_Cav	true	true
emp_antony	false	Aux_Ill_Coastal_Levies_Two	true	true
emp_antony	false	Aux_Ill_Coastal_Levies	true	true
emp_antony	false	Aux_Ill_Raiders_Two	true	true
emp_antony	false	Aux_Ill_Raiders	true	true
gaul_rome	false	Aux_Infantry	true	true
rom_rome	false	Aux_Infantry	true	true
pun_rome	false	Aux_Ita_Socii_Equites_Extraordinarii	true	true
rom_rome	false	Aux_Ita_Socii_Equites_Extraordinarii	true	true
pun_rome	false	Aux_Ita_Socii_Equites	true	true
rom_rome	false	Aux_Ita_Socii_Equites	true	true
pun_rome	false	Aux_Ita_Socii_Extraordinarii_Four	true	true
pun_rome	false	Aux_Ita_Socii_Extraordinarii	true	true
rom_rome	false	Aux_Ita_Socii_Extraordinarii	true	true
pun_rome	false	Aux_Ita_Socii_Hastati_Four	true	true
pun_rome	false	Aux_Ita_Socii_Hastati	true	true
rom_rome	false	Aux_Ita_Socii_Hastati	true	true
emp_lepidus	false	Aux_Num_Cav	true	true
pun_rome	false	Aux_Num_Cav	true	true
rom_rome	false	Aux_Num_Cav	true	true
emp_lepidus	false	Aux_Num_Javelinmen_Three	true	true
pun_rome	false	Aux_Num_Javelinmen_Three	true	true
emp_lepidus	false	Aux_Num_Javelinmen	true	true
pun_rome	false	Aux_Num_Javelinmen	true	true
emp_antony	false	Aux_Syrian_Archers	true	true
rom_rome	false	Aux_Syrian_Archers	true	true
emp_antony	false	Aux_Thr_Cav	true	true
emp_antony	false	Aux_Thr_Peltasts_Three	true	true
emp_antony	false	Aux_Thr_Peltasts	true	true
emp_antony	false	Aux_Thr_Warriors	true	true
rom_baktria	false	Bac_Hillmen_Four	true	true
rom_baktria	false	Bac_Hillmen	true	true
rom_baktria	false	Bac_Horse_Archers	true	true
rom_baktria	false	Bac_Light_Horse	true	true
rom_baktria	false	Bac_Noble_Horse	true	true
rom_baktria	false	Bac_Peltasts	true	true
rom_baktria	false	Bac_Royal_Cav	true	true
rom_baktria	true	Bac_Royal_Cav	true	true
rom_baktria	false	Bac_Royal_Guard	true	true
rom_baktria	true	Bac_Royal_Guard	true	true
rom_baktria	false	Bac_Scale_Thorax_Hoplites	true	true
emp_iceni	false	Bri_Ambushers	true	true
rom_iceni	false	Bri_Ambushers	true	true
emp_iceni	false	Bri_Ballista_Five	true	true
rom_iceni	false	Bri_Ballista_Five	true	true
emp_iceni	false	Bri_Ballista	true	false
rom_iceni	false	Bri_Ballista	true	false
emp_iceni	false	Bri_Chariots	true	true
emp_iceni	true	Bri_Chariots	true	true
rom_iceni	false	Bri_Chariots	true	true
rom_iceni	true	Bri_Chariots	true	true
emp_iceni	false	Bri_Cheiroballistra	true	true
rom_iceni	false	Bri_Cheiroballistra	true	true
emp_iceni	false	Bri_Chosen_Spear_Band	true	true
rom_iceni	false	Bri_Chosen_Spear_Band	true	true
emp_iceni	false	Bri_Chosen_Sword_Band	true	true
rom_iceni	false	Bri_Chosen_Sword_Band	true	true
emp_iceni	false	Bri_Druidic_Nobles	true	true
rom_iceni	false	Bri_Druidic_Nobles	true	true
emp_iceni	false	Bri_Farmers	true	true
emp_iceni	false	Bri_Giant_Ballista	true	false
rom_iceni	false	Bri_Giant_Ballista	true	false
emp_iceni	false	Bri_Heroic_Nobles	true	true
emp_iceni	true	Bri_Heroic_Nobles	true	true
rom_iceni	false	Bri_Heroic_Nobles	true	true
rom_iceni	true	Bri_Heroic_Nobles	true	true
emp_iceni	false	Bri_Heroic_Riders	true	true
emp_iceni	true	Bri_Heroic_Riders	true	true
rom_iceni	false	Bri_Heroic_Riders	true	true
rom_iceni	true	Bri_Heroic_Riders	true	true
emp_iceni	false	Bri_Large_Onager	true	false
rom_iceni	false	Bri_Large_Onager	true	false
emp_iceni	false	Bri_Onager_Five	true	true
rom_iceni	false	Bri_Onager_Five	true	true
emp_iceni	false	Bri_Onager	true	false
rom_iceni	false	Bri_Onager	true	false
emp_iceni	false	Bri_Painted_Heavy_Raider	true	true
emp_iceni	true	Bri_Painted_Heavy_Raider	true	true
rom_iceni	false	Bri_Painted_Heavy_Raider	true	true
rom_iceni	true	Bri_Painted_Heavy_Raider	true	true
emp_iceni	false	Bri_Painted_Ones	true	true
rom_iceni	false	Bri_Painted_Ones	true	true
emp_iceni	false	Bri_Scorpion	true	false
emp_iceni	false	Bri_Scout_Riders	true	true
rom_iceni	false	Bri_Scout_Riders	true	true
emp_iceni	false	Bri_Skirm	true	true
rom_iceni	false	Bri_Skirm	true	true
emp_iceni	false	Bri_Slingers_Five	true	true
rom_iceni	false	Bri_Slingers_Five	true	true
emp_iceni	false	Bri_Slingers_Medium_Raider	true	true
emp_iceni	true	Bri_Slingers_Medium_Raider	true	true
rom_iceni	false	Bri_Slingers_Medium_Raider	true	true
rom_iceni	true	Bri_Slingers_Medium_Raider	true	true
emp_iceni	false	Bri_Slingers_Raider	true	true
rom_iceni	false	Bri_Slingers_Raider	true	true
emp_iceni	false	Bri_Slingers	true	true
rom_iceni	false	Bri_Slingers	true	true
emp_iceni	false	Bri_Spear_Band	true	true
rom_iceni	false	Bri_Spear_Band	true	true
emp_iceni	false	Bri_Spear_Four	true	true
rom_iceni	false	Bri_Spear_Four	true	true
emp_iceni	false	Bri_Sword_Band	true	true
rom_iceni	false	Bri_Sword_Band	true	true
emp_iceni	false	Bri_Sword_Medium_Raider	true	true
rom_iceni	false	Bri_Sword_Medium_Raider	true	true
emp_iceni	false	Bri_Veteran_Riders	true	true
rom_iceni	false	Bri_Veteran_Riders	true	true
pun_carthage	false	Car_African_Pike	true	true
rom_carthage	false	Car_African_Pike	true	true
pun_carthage	false	Car_Ballista_Five	true	true
rom_carthage	false	Car_Ballista_Five	true	true
pun_carthage	false	Car_Ballista	true	false
rom_carthage	false	Car_Ballista	true	false
pun_carthage	false	Car_Cav	true	true
rom_carthage	false	Car_Cav	true	true
pun_carthage	false	Car_Cheiroballistra	true	true
rom_carthage	false	Car_Cheiroballistra	true	true
pun_carthage	false	Car_Citizen_Militia	true	true
pun_carthage	false	Car_General	true	true
pun_carthage	true	Car_General	true	true
rom_carthage	true	Car_General	true	true
pun_carthage	false	Car_Giant_Ballista	true	false
rom_carthage	false	Car_Giant_Ballista	true	false
pun_carthage	false	Car_Hoplites_Four	true	true
pun_carthage	true	Car_Hoplites_Four	true	true
rom_carthage	false	Car_Hoplites_Four	true	true
pun_carthage	false	Car_Hoplites_Two_Fire_Pots	true	true
rom_carthage	false	Car_Hoplites_Two_Fire_Pots	true	true
pun_carthage	false	Car_Hoplites_Two	true	true
rom_carthage	false	Car_Hoplites_Two	true	true
pun_carthage	false	Car_Hoplites	true	true
rom_carthage	false	Car_Hoplites	true	true
pun_carthage	false	Car_Javelin_Five_Dbl_scorpio	true	true
rom_carthage	false	Car_Javelin_Five_Dbl_scorpio	true	true
pun_carthage	false	Car_Javelin_Five_Lft_Bow	true	true
pun_carthage	true	Car_Javelin_Five_Lft_Bow	true	true
rom_carthage	false	Car_Javelin_Five_Lft_Bow	true	true
rom_carthage	true	Car_Javelin_Five_Lft_Bow	true	true
pun_carthage	false	Car_Javelin_Five	true	true
rom_carthage	false	Car_Javelin_Five	true	true
pun_carthage	false	Car_Javelin_One_Halfer	true	true
rom_carthage	false	Car_Javelin_One_Halfer	true	true
pun_carthage	false	Car_Javelin_Seven_Scorpio_Hft	true	true
pun_carthage	true	Car_Javelin_Seven_Scorpio_Hft	true	true
rom_carthage	false	Car_Javelin_Seven_Scorpio_Hft	true	true
rom_carthage	true	Car_Javelin_Seven_Scorpio_Hft	true	true
pun_carthage	false	Car_Javelin_Seven	true	true
rom_carthage	false	Car_Javelin_Seven	true	true
pun_carthage	false	Car_Javelin_Three_Scorpio	true	true
rom_carthage	false	Car_Javelin_Three_Scorpio	true	true
pun_carthage	false	Car_Javelin_Three	true	true
rom_carthage	false	Car_Javelin_Three	true	true
pun_carthage	false	Car_Javelin_Two_Halfer	true	true
rom_carthage	false	Car_Javelin_Two_Halfer	true	true
pun_carthage	false	Car_Large_Onager	true	false
rom_carthage	false	Car_Large_Onager	true	false
pun_carthage	false	Car_Late_Hoplites_Four	true	true
pun_carthage	true	Car_Late_Hoplites_Four	true	true
pun_carthage	false	Car_Late_Hoplites_Two_Fire_Pots	true	true
pun_carthage	false	Car_Late_Hoplites_Two	true	true
pun_carthage	false	Car_Late_Hoplites	true	true
rom_carthage	false	Car_Late_Hoplites	true	true
pun_carthage	false	Car_Late_Libyan_Hoplites	true	true
rom_carthage	false	Car_Late_Libyan_Hoplites	true	true
pun_carthage	false	Car_Libyan_Hoplites	true	true
rom_carthage	false	Car_Libyan_Hoplites	true	true
pun_carthage	false	Car_Libyan_Infantry	true	true
rom_carthage	false	Car_Libyan_Infantry	true	true
pun_carthage	false	Car_Libyan_Javelin	true	true
rom_carthage	false	Car_Libyan_Javelin	true	true
pun_carthage	false	Car_Libyan_Peltasts	true	true
rom_carthage	false	Car_Libyan_Peltasts	true	true
pun_carthage	false	Car_Mob	true	true
pun_carthage	false	Car_Noble_Cav	true	true
rom_carthage	false	Car_Noble_Cav	true	true
rom_carthage	true	Car_Noble_Cav	true	true
pun_carthage	false	Car_Onager_Five	true	true
rom_carthage	false	Car_Onager_Five	true	true
pun_carthage	false	Car_Onager	true	false
rom_carthage	false	Car_Onager	true	false
pun_carthage	false	Car_Polybolos	true	false
rom_carthage	false	Car_Polybolos	true	false
pun_carthage	false	Car_Sacred_Band_Six	true	true
rom_carthage	false	Car_Sacred_Band_Six	true	true
pun_carthage	false	Car_Sacred_Band	true	true
rom_carthage	false	Car_Sacred_Band	true	true
pun_carthage	false	Car_Scorpion	true	true
pun_carthage	false	Car_Snake_Pot_Ballista	true	false
rom_carthage	false	Car_Snake_Pot_Ballista	true	false
rom_boii	false	Cel_Axe_Warriors	true	true
rom_massilia	false	Cel_Axe_Warriors	true	true
gaul_arverni	false	Cel_Ballista_Five	true	true
gaul_nervii	false	Cel_Ballista_Five	true	true
rom_arverni	false	Cel_Ballista_Five	true	true
rom_boii	false	Cel_Ballista_Five	true	true
rom_galatia	false	Cel_Ballista_Five	true	true
rom_nervii	false	Cel_Ballista_Five	true	true
rom_tylis	false	Cel_Ballista_Five	true	true
gaul_arverni	false	Cel_Ballista	true	false
gaul_nervii	false	Cel_Ballista	true	false
rom_arverni	false	Cel_Ballista	true	false
rom_boii	false	Cel_Ballista	true	false
rom_galatia	false	Cel_Ballista	true	false
rom_nervii	false	Cel_Ballista	true	false
rom_boii	false	Cel_Bowmen_Five	true	true
rom_boii	false	Cel_Bowmen_Medium_Raider	true	true
rom_boii	true	Cel_Bowmen_Medium_Raider	true	true
rom_boii	false	Cel_Bowmen	true	true
emp_iceni	false	Cel_Celtic_Warhounds	true	true
rom_iceni	false	Cel_Celtic_Warhounds	true	true
gaul_arverni	false	Cel_Cheiroballistra	true	true
gaul_nervii	false	Cel_Cheiroballistra	true	true
rom_arverni	false	Cel_Cheiroballistra	true	true
rom_boii	false	Cel_Cheiroballistra	true	true
rom_galatia	false	Cel_Cheiroballistra	true	true
rom_nervii	false	Cel_Cheiroballistra	true	true
gaul_arverni	false	Cel_Chosen_Spear	true	true
rom_arverni	false	Cel_Chosen_Spear	true	true
gaul_arverni	false	Cel_Chosen_Sword	true	true
rom_arverni	false	Cel_Chosen_Sword	true	true
gaul_nervii	false	Cel_Fierce_Swords	true	true
rom_nervii	false	Cel_Fierce_Swords	true	true
gaul_nervii	false	Cel_Freemen_Four	true	true
rom_nervii	false	Cel_Freemen_Four	true	true
emp_iceni	false	Cel_Freemen_Raider	true	true
gaul_arverni	false	Cel_Freemen_Raider	true	true
gaul_nervii	false	Cel_Freemen_Raider	true	true
rom_arverni	false	Cel_Freemen_Raider	true	true
rom_iceni	false	Cel_Freemen_Raider	true	true
rom_nervii	false	Cel_Freemen_Raider	true	true
rom_galatia	false	Cel_Galatian_Heavy_Raider	true	true
rom_galatia	true	Cel_Galatian_Heavy_Raider	true	true
rom_galatia	false	Cel_Galatian_Legionaires	true	true
rom_galatia	false	Cel_Galatian_Noblemen	true	true
rom_galatia	true	Cel_Galatian_Noblemen	true	true
rom_galatia	false	Cel_Galatian_Raiders	true	true
rom_galatia	false	Cel_Galatian_Spears	true	true
rom_pergamon	false	Cel_Galatian_Spears	true	true
rom_galatia	false	Cel_Galatian_Swords	true	true
rom_pergamon	false	Cel_Galatian_Swords	true	true
gaul_arverni	false	Cel_Gallic_Hunters	true	true
gaul_nervii	false	Cel_Gallic_Hunters	true	true
rom_arverni	false	Cel_Gallic_Hunters	true	true
rom_nervii	false	Cel_Gallic_Hunters	true	true
rom_tylis	false	Cel_Gallo_Thracian_Infantry	true	true
gaul_arverni	false	Cel_Giant_Ballista	true	false
gaul_nervii	false	Cel_Giant_Ballista	true	false
rom_arverni	false	Cel_Giant_Ballista	true	false
rom_boii	false	Cel_Giant_Ballista	true	false
rom_galatia	false	Cel_Giant_Ballista	true	false
rom_nervii	false	Cel_Giant_Ballista	true	false
gaul_nervii	false	Cel_Guerilla_Swordsmen	true	true
rom_nervii	false	Cel_Guerilla_Swordsmen	true	true
gaul_arverni	false	Cel_Heavy_Horse	true	true
rom_arverni	false	Cel_Heavy_Horse	true	true
rom_boii	false	Cel_Heavy_Horse	true	true
gaul_arverni	false	Cel_Large_Onager	true	false
gaul_nervii	false	Cel_Large_Onager	true	false
rom_arverni	false	Cel_Large_Onager	true	false
rom_boii	false	Cel_Large_Onager	true	false
rom_galatia	false	Cel_Large_Onager	true	false
rom_nervii	false	Cel_Large_Onager	true	false
emp_iceni	false	Cel_Levy_Freemen	true	true
gaul_arverni	false	Cel_Levy_Freemen	true	true
gaul_nervii	false	Cel_Levy_Freemen	true	true
rom_arverni	false	Cel_Levy_Freemen	true	true
rom_boii	false	Cel_Levy_Freemen	true	true
rom_galatia	false	Cel_Levy_Freemen	true	true
rom_iceni	false	Cel_Levy_Freemen	true	true
rom_massilia	false	Cel_Levy_Freemen	true	true
rom_nervii	false	Cel_Levy_Freemen	true	true
rom_tylis	false	Cel_Levy_Freemen	true	true
gaul_arverni	false	Cel_Light_Horse	true	true
gaul_nervii	false	Cel_Light_Horse	true	true
rom_arverni	false	Cel_Light_Horse	true	true
rom_boii	false	Cel_Light_Horse	true	true
rom_galatia	false	Cel_Light_Horse	true	true
rom_massilia	false	Cel_Light_Horse	true	true
rom_nervii	false	Cel_Light_Horse	true	true
rom_pergamon	false	Cel_Light_Horse	true	true
rom_tylis	false	Cel_Light_Horse	true	true
gaul_nervii	false	Cel_Mighty_Horse	true	true
rom_nervii	false	Cel_Mighty_Horse	true	true
gaul_nervii	false	Cel_Naked_Spears	true	true
rom_nervii	false	Cel_Naked_Spears	true	true
rom_galatia	false	Cel_Naked_Swords	true	true
gaul_arverni	false	Cel_Naked_Warriors	true	true
gaul_nervii	false	Cel_Naked_Warriors	true	true
rom_arverni	false	Cel_Naked_Warriors	true	true
rom_boii	false	Cel_Naked_Warriors	true	true
rom_nervii	false	Cel_Naked_Warriors	true	true
gaul_arverni	false	Cel_Noble_Horse	true	true
gaul_arverni	true	Cel_Noble_Horse	true	true
gaul_nervii	false	Cel_Noble_Horse	true	true
gaul_nervii	true	Cel_Noble_Horse	true	true
rom_arverni	false	Cel_Noble_Horse	true	true
rom_arverni	true	Cel_Noble_Horse	true	true
rom_boii	false	Cel_Noble_Horse	true	true
rom_boii	true	Cel_Noble_Horse	true	true
rom_galatia	false	Cel_Noble_Horse	true	true
rom_galatia	true	Cel_Noble_Horse	true	true
rom_nervii	false	Cel_Noble_Horse	true	true
rom_nervii	true	Cel_Noble_Horse	true	true
rom_tylis	false	Cel_Noble_Horse	true	true
rom_tylis	true	Cel_Noble_Horse	true	true
gaul_arverni	false	Cel_Oathsworn_Heavy_Raider	true	true
gaul_arverni	true	Cel_Oathsworn_Heavy_Raider	true	true
gaul_nervii	false	Cel_Oathsworn_Heavy_Raider	true	true
gaul_nervii	true	Cel_Oathsworn_Heavy_Raider	true	true
rom_arverni	false	Cel_Oathsworn_Heavy_Raider	true	true
rom_arverni	true	Cel_Oathsworn_Heavy_Raider	true	true
rom_boii	false	Cel_Oathsworn_Heavy_Raider	true	true
rom_boii	true	Cel_Oathsworn_Heavy_Raider	true	true
rom_nervii	false	Cel_Oathsworn_Heavy_Raider	true	true
rom_nervii	true	Cel_Oathsworn_Heavy_Raider	true	true
rom_tylis	false	Cel_Oathsworn_Heavy_Raider	true	true
rom_tylis	true	Cel_Oathsworn_Heavy_Raider	true	true
gaul_arverni	false	Cel_Oathsworn	true	true
gaul_arverni	true	Cel_Oathsworn	true	true
gaul_nervii	false	Cel_Oathsworn	true	true
gaul_nervii	true	Cel_Oathsworn	true	true
rom_arverni	false	Cel_Oathsworn	true	true
rom_arverni	true	Cel_Oathsworn	true	true
rom_boii	false	Cel_Oathsworn	true	true
rom_boii	true	Cel_Oathsworn	true	true
rom_nervii	false	Cel_Oathsworn	true	true
rom_nervii	true	Cel_Oathsworn	true	true
rom_tylis	false	Cel_Oathsworn	true	true
rom_tylis	true	Cel_Oathsworn	true	true
gaul_arverni	false	Cel_Onager_Five	true	true
gaul_nervii	false	Cel_Onager_Five	true	true
rom_arverni	false	Cel_Onager_Five	true	true
rom_boii	false	Cel_Onager_Five	true	true
rom_galatia	false	Cel_Onager_Five	true	true
rom_nervii	false	Cel_Onager_Five	true	true
rom_tylis	false	Cel_Onager_Five	true	true
gaul_arverni	false	Cel_Onager	true	false
gaul_nervii	false	Cel_Onager	true	false
rom_arverni	false	Cel_Onager	true	false
rom_boii	false	Cel_Onager	true	false
rom_galatia	false	Cel_Onager	true	false
rom_nervii	false	Cel_Onager	true	false
rom_tylis	false	Cel_Raiding_Horsemen	true	true
gaul_arverni	false	Cel_Savage_Dogs	true	true
rom_arverni	false	Cel_Savage_Dogs	true	true
gaul_arverni	false	Cel_Scorpion	true	false
gaul_nervii	false	Cel_Scorpion	true	false
rom_massilia	false	Cel_Skirm_One_Halfer	true	true
rom_tylis	false	Cel_Skirm_Raider	true	true
rom_massilia	false	Cel_Skirm_Two_Halfer	true	true
gaul_arverni	false	Cel_Skirm	true	true
gaul_nervii	false	Cel_Skirm	true	true
rom_arverni	false	Cel_Skirm	true	true
rom_boii	false	Cel_Skirm	true	true
rom_galatia	false	Cel_Skirm	true	true
rom_massilia	false	Cel_Skirm	true	true
rom_nervii	false	Cel_Skirm	true	true
rom_tylis	false	Cel_Skirm	true	true
rom_massilia	false	Cel_Slingers_Five_Dbl_Scorpio	true	true
rom_massilia	false	Cel_Slingers_Five_Lft_Bow	true	true
rom_massilia	true	Cel_Slingers_Five_Lft_Bow	true	true
gaul_arverni	false	Cel_Slingers_Five	true	true
gaul_nervii	false	Cel_Slingers_Five	true	true
rom_arverni	false	Cel_Slingers_Five	true	true
rom_galatia	false	Cel_Slingers_Five	true	true
rom_massilia	false	Cel_Slingers_Five	true	true
rom_nervii	false	Cel_Slingers_Five	true	true
rom_tylis	false	Cel_Slingers_Five	true	true
gaul_arverni	false	Cel_Slingers_Medium_Raider	true	true
gaul_arverni	true	Cel_Slingers_Medium_Raider	true	true
gaul_nervii	false	Cel_Slingers_Medium_Raider	true	true
gaul_nervii	true	Cel_Slingers_Medium_Raider	true	true
