building	culture	subculture	faction	battlefield_building	artpiece	artpiece_animated	description	icon	disables	short_description	flavour	display_tooltip
barb_religious_dacian_pleistoros_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_getae_pleistoros_1	false	pirates_dacian_grove_pleistoros_short	pirates_dacian_pleistoros_flavour	true
barb_religious_dacian_pleistoros_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_getae_pleistoros_2	false	pirates_dacian_sanctuary_pleistoros_short	pirates_dacian_pleistoros_flavour	true
barb_religious_dacian_pleistoros_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_getae_pleistoros_3	false	pirates_dacian_shrine_pleistoros_short	pirates_dacian_pleistoros_flavour	true
barb_religious_dacian_zalmoxis_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_getae_zalmoxis_1	false	pirates_dacian_grove_zalmoxis_short	pirates_dacian_zalmoxis_flavour	true
barb_religious_dacian_zalmoxis_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_getae_zalmoxis_2	false	pirates_dacian_sanctuary_zalmoxis_short	pirates_dacian_zalmoxis_flavour	true
barb_religious_dacian_zalmoxis_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_getae_zalmoxis_3	false	pirates_dacian_shrine_zalmoxis_short	pirates_dacian_zalmoxis_flavour	true
barb_religious_epona_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Epona_3	false	twr2_rome_celts_Grove_of_epona_short	twr2_rome_celts_Grove_of_epona_flavour	true
barb_religious_epona_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Epona_4	false	twr2_rome_celts_Shrine_of_epona_short	twr2_rome_celts_Grove_of_epona_flavour	true
barb_religious_epona_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Epona_5	false	twr2_rome_celts_Sanctuary_of_epona_short	twr2_rome_celts_Grove_of_epona_flavour	true
barb_religious_gaul_1	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_1	false	twr2_rome_barbarian_Sacred_enclosure_short	twr2_rome_barbarian_Sacred_enclosure_flavour	true
barb_religious_gaul_cernunnos_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Cerunnos_3	false	twr2_rome_celts_Grove_of_cernunnos_short	twr2_rome_celts_Grove_of_cenunnos_flavour	true
barb_religious_gaul_cernunnos_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Cerunnos_4	false	twr2_rome_celts_Shrine_of_cernunnos_short	twr2_rome_celts_Grove_of_cenunnos_flavour	true
barb_religious_gaul_cernunnos_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Cerunnos_5	false	twr2_rome_celts_Sanctuary_of_cernunnos_short	twr2_rome_celts_Grove_of_cenunnos_flavour	true
barb_religious_gaul_epona_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Epona_3	false	twr2_rome_celts_Grove_of_epona_short	twr2_rome_celts_Grove_of_epona_flavour	true
barb_religious_gaul_epona_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Epona_4	false	twr2_rome_celts_Shrine_of_epona_short	twr2_rome_celts_Grove_of_epona_flavour	true
barb_religious_gaul_epona_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Epona_5	false	twr2_rome_celts_Sanctuary_of_epona_short	twr2_rome_celts_Grove_of_epona_flavour	true
barb_religious_gaul_gobannus_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Gobannus_3	false	twr2_rome_celts_Grove_of_gobannus_short	twr2_rome_celts_Grove_of_gobannus_flavour	true
barb_religious_gaul_gobannus_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Gobannus_4	false	twr2_rome_celts_Shrine_of_gobannus_short	twr2_rome_celts_Grove_of_gobannus_flavour	true
barb_religious_gaul_gobannus_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Gobannus_5	false	twr2_rome_celts_Sanctuary_of_gobannus_short	twr2_rome_celts_Grove_of_gobannus_flavour	true
barb_religious_gaul_rosmerta_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Rosmerta_3	false	twr2_rome_celts_Grove_of_rosmerta_short	twr2_rome_celts_Grove_of_rosmerta_flavour	true
barb_religious_gaul_rosmerta_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Rosmerta_4	false	twr2_rome_celts_Shrine_of_rosmerta_short	twr2_rome_celts_Grove_of_rosmerta_flavour	true
barb_religious_gaul_rosmerta_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Rosmerta_5	false	twr2_rome_celts_Sanctuary_of_rosmerta_short	twr2_rome_celts_Grove_of_rosmerta_flavour	true
barb_religious_gaul_toutatis_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Tuotatis_3	false	twr2_rome_celts_Grove_of_tuotatis_short	twr2_rome_celts_Grove_of_tuotatis_flavour	true
barb_religious_gaul_toutatis_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Tuotatis_4	false	twr2_rome_celts_Shrine_of_tuotatis_short	twr2_rome_celts_Grove_of_tuotatis_flavour	true
barb_religious_gaul_toutatis_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Tuotatis_5	false	twr2_rome_celts_Sanctuary_of_tuotatis	twr2_rome_celts_Grove_of_tuotatis_flavour	true
barb_religious_gaul_toutatis_5	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_5	false	twr2_rome_celts_Nemeton_short	twr2_rome_celts_Nemeton_flavour	true
barb_religious_german_1	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_1	false	twr2_rome_germanic_Irminsul_short	twr2_rome_celts_Nemeton_flavour	true
barb_religious_german_austro_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_germanic_Austro_3	false	twr2_rome_germanic_Grove_of_Austro_short	twr2_rome_germanic_Grove_of_austro_flavour	true
barb_religious_german_austro_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_germanic_Austro_4	false	twr2_rome_germanic_Shrine_of_Austro_short	twr2_rome_germanic_Grove_of_austro_flavour	true
barb_religious_german_austro_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_germanic_Austro_5	false	twr2_rome_germanic_Sanctuary_of_Austro_short	twr2_rome_germanic_Grove_of_austro_flavour	true
barb_religious_german_frijjo_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_germanic_Frijjo_3	false	twr2_rome_germanic_Grove_of_frijjo_short	twr2_rome_germanic_Grove_of_frijjo_flavour	true
barb_religious_german_frijjo_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_germanic_Frijjo_4	false	twr2_rome_germanic_Shrine_of_frijjo_short	twr2_rome_germanic_Grove_of_frijjo_flavour	true
barb_religious_german_frijjo_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_germanic_Frijjo_5	false	twr2_rome_germanic_Sanctuary_of_frijjo_short	twr2_rome_germanic_Grove_of_frijjo_flavour	true
barb_religious_german_teiwaz_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_germanic_Teiwaz_3	false	twr2_rome_germanic_Grove_of_teiwaz_short	twr2_rome_germanic_Grove_of_teiwaz_flavour	true
barb_religious_german_teiwaz_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_germanic_Teiwaz_4	false	twr2_rome_germanic_Shrine_of_teiwaz_short	twr2_rome_germanic_Grove_of_teiwaz_flavour	true
barb_religious_german_teiwaz_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_germanic_Teiwaz_5	false	twr2_rome_germanic_Sanctuary_of_teiwaz_short	twr2_rome_germanic_Grove_of_teiwaz_flavour	true
barb_religious_german_teiwaz_5	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_germanic_5	false	twr2_rome_germanic_Irminsul_short	twr2_rome_celts_Nemeton_flavour	true
barb_religious_german_thunaraz_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_germanic_Thunaraz_3	false	twr2_rome_germanic_Grove_of_thunaraz_short	twr2_rome_germanic_Grove_of_thunaraz_flavour	true
barb_religious_german_thunaraz_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_germanic_Thunaraz_4	false	twr2_rome_germanic_Shrine_of_thunaraz_short	twr2_rome_germanic_Grove_of_thunaraz_flavour	true
barb_religious_german_thunaraz_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_germanic_Thunaraz_5	false	twr2_rome_germanic_Sanctuary_of_thunaraz_short	twr2_rome_germanic_Grove_of_thunaraz_flavour	true
barb_religious_german_wodanaz_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_germanic_Wodanaz_3	false	twr2_rome_germanic_Grove_of_wodanaz_short	twr2_rome_germanic_Grove_of_wodanaz_flavour	true
barb_religious_german_wodanaz_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_germanic_Wodanaz_4	false	twr2_rome_germanic_Shrine_of_wodanaz_short	twr2_rome_germanic_Grove_of_wodanaz_flavour	true
barb_religious_german_wodanaz_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_germanic_Wodanaz_5	false	twr2_rome_germanic_Sanctuary_of_wodanaz_short	twr2_rome_germanic_Grove_of_wodanaz_flavour	true
barb_religious_iberian_1	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_1	false	twr2_rome_barbarian_Sacred_enclosure_short	twr2_rome_barbarian_Sacred_enclosure_flavour	true
barb_religious_iberian_5	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_IBERIAN_religious_sacrifical_grove_5	false	pun_iberian_Sacrifical_Grove_short	pun_iberian_Sacrificial_Grove_flavour	true
barb_religious_iberian_ataegina_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_IBERIAN_religious_Ataegina_2	false	pun_iberian_Grove_Ataegina_short	pun_iberian_Ataegina_flavour	true
barb_religious_iberian_ataegina_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_IBERIAN_religious_Ataegina_3	false	pun_iberian_Shrine_Ataegina_short	pun_iberian_Ataegina_flavour	true
barb_religious_iberian_ataegina_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_IBERIAN_religious_Ataegina_4	false	pun_iberian_Shrine_Ataegina_short	pun_iberian_Ataegina_flavour	true
barb_religious_iberian_bandua_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_IBERIAN_religious_Bandua_2	false	pun_iberian_Grove_Bandua_short	pun_iberian_Bandua_flavour	true
barb_religious_iberian_bandua_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_IBERIAN_religious_Bandua_3	false	pun_iberian_Shrine_Bandua_short	pun_iberian_Bandua_flavour	true
barb_religious_iberian_bandua_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_IBERIAN_religious_Bandua_4	false	pun_iberian_Sanctuary_Bandua_short	pun_iberian_Bandua_flavour	true
barb_religious_iberian_endovelicus_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_IBERIAN_religious_Endovelicus_2	false	pun_iberian_Grove_Endovelicus_short	pun_iberian_Endovelicus_flavour	true
barb_religious_iberian_endovelicus_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_IBERIAN_religious_Endovelicus_3	false	pun_iberian_Shrine_Endovelicus_short	pun_iberian_Endovelicus_flavour	true
barb_religious_iberian_endovelicus_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_IBERIAN_religious_Endovelicus_4	false	pun_iberian_Sanctuary_Endovelicus_short	pun_iberian_Endovelicus_flavour	true
barb_religious_iberian_epona_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Epona_3	false	twr2_rome_celts_Grove_of_epona_short	twr2_rome_celts_Grove_of_epona_flavour	true
barb_religious_iberian_epona_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Epona_4	false	twr2_rome_celts_Shrine_of_epona_short	twr2_rome_celts_Grove_of_epona_flavour	true
barb_religious_iberian_epona_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Epona_5	false	twr2_rome_celts_Sanctuary_of_epona_short	twr2_rome_celts_Grove_of_epona_flavour	true
barb_religious_iberian_nabia_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_IBERIAN_religious_Nabia_2	false	pun_iberian_Grove_Nabia_short	pun_iberian_Nabia_flavour	true
barb_religious_iberian_nabia_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_IBERIAN_religious_Nabia_3	false	pun_iberian_Shrine_Nabia_short	pun_iberian_Nabia_flavour	true
barb_religious_iberian_nabia_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_IBERIAN_religious_Nabia_4	false	pun_iberian_Sanctuary_Nabia_short	pun_iberian_Nabia_flavour	true
barb_religious_illyrian_1	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_1	false	twr2_rome_barbarian_Sacred_enclosure_short	twr2_rome_barbarian_Sacred_enclosure_flavour	true
barb_religious_illyrian_anzotica_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_ardiaei_anzotica_1	false	pirates_illyrian_grove_anzotica_short	pirates_illyrian_anzotica_flavour	true
barb_religious_illyrian_anzotica_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_ardiaei_anzotica_2	false	pirates_illyrian_shrine_anzotica_short	pirates_illyrian_anzotica_flavour	true
barb_religious_illyrian_anzotica_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_ardiaei_anzotica_3	false	pirates_illyrian_sanctuary_anzotica_short	pirates_illyrian_anzotica_flavour	true
barb_religious_illyrian_armatus_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_ardiaei_armatus_1	false	pirates_illyrian_grove_armatus_short	pirates_illyrian_armatus_flavour	true
barb_religious_illyrian_armatus_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_ardiaei_armatus_2	false	pirates_illyrian_shrine_armatus_short	pirates_illyrian_armatus_flavour	true
barb_religious_illyrian_armatus_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_ardiaei_armatus_3	false	pirates_illyrian_sanctuary_armatus_short	pirates_illyrian_armatus_flavour	true
barb_religious_illyrian_bindus_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_ardiaei_bindus_1	false	pirates_illyrian_grove_bindus_short	pirates_illyrian_bindus_flavour	true
barb_religious_illyrian_bindus_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_ardiaei_bindus_2	false	pirates_illyrian_shrine_bindus_short	pirates_illyrian_bindus_flavour	true
barb_religious_illyrian_bindus_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_ardiaei_bindus_3	false	pirates_illyrian_sanctuary_bindus_short	pirates_illyrian_bindus_flavour	true
barb_religious_illyrian_medaurus_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_ardiaei_medaurus_1	false	pirates_illyrian_grove_medaurus_short	pirates_illyrian_medaurus_flavour	true
barb_religious_illyrian_medaurus_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_ardiaei_medaurus_2	false	pirates_illyrian_shrine_medaurus_short	pirates_illyrian_medaurus_flavour	true
barb_religious_illyrian_medaurus_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_ardiaei_medaurus_3	false	pirates_illyrian_sanctuary_medaurus_short	pirates_illyrian_medaurus_flavour	true
barb_religious_illyrian_vidasus_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_ardiaei_vidasus_1	false	pirates_illyrian_grove_vidasus_short	pirates_illyrian_vidasus_flavour	true
barb_religious_illyrian_vidasus_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_ardiaei_vidasus_2	false	pirates_illyrian_shrine_vidasus_short	pirates_illyrian_vidasus_flavour	true
barb_religious_illyrian_vidasus_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_ardiaei_vidasus_3	false	pirates_illyrian_sanctuary_vidasus_short	pirates_illyrian_vidasus_flavour	true
barb_religious_nomad_1	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_1	false	twr2_rome_dlc_nomadic_Consecrated_Ground_short	twr2_rome_dlc_nomadic_Consecrated_Ground_flavour	true
barb_religious_nomad_agrimpasa_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_nomad_agrimpasa_2	false	twr2_rome_dlc_nomadic_Grove_of_Agrimpasa_short	twr2_rome_dlc_nomadic_Grove_of_Agrimpasa_flavour	true
barb_religious_nomad_agrimpasa_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_nomad_agrimpasa_3	false	twr2_rome_dlc_nomadic_Shrine_of_Agrimpasa_short	twr2_rome_dlc_nomadic_Grove_of_Agrimpasa_flavour	true
barb_religious_nomad_agrimpasa_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_nomad_agrimpasa_4	false	twr2_rome_dlc_nomadic_Sanctuary_of_Agrimpasa_short	twr2_rome_dlc_nomadic_Grove_of_Agrimpasa_flavour	true
barb_religious_nomad_api_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_nomad_api_2	false	twr2_rome_dlc_nomadic_Grove_of_Api_short	twr2_rome_dlc_nomadic_Grove_of_Api_flavour	true
barb_religious_nomad_api_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_nomad_api_3	false	twr2_rome_dlc_nomadic_Shrine_of_Api_short	twr2_rome_dlc_nomadic_Grove_of_Api_flavour	true
barb_religious_nomad_api_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_nomad_api_4	false	twr2_rome_dlc_nomadic_Sanctuary_of_Api_short	twr2_rome_dlc_nomadic_Grove_of_Api_flavour	true
barb_religious_nomad_api_5	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_temple_nomadic_kurgan_field_5	false	twr2_rome_dlc_nomadic_Kurgan_Field_short	twr2_rome_dlc_nomadic_Kurgan_Field_flavour	true
barb_religious_nomad_goitosyros_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_nomad_goitosyros_2	false	twr2_rome_dlc_nomadic_Grove_of_Goitosyros_short	twr2_rome_dlc_nomadic_Grove_of_Goitosyros_flavour	true
barb_religious_nomad_goitosyros_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_nomad_goitosyros_3	false	twr2_rome_dlc_nomadic_Shrine_of_Goitosyros_short	twr2_rome_dlc_nomadic_Grove_of_Goitosyros_flavour	true
barb_religious_nomad_goitosyros_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_nomad_goitosyros_4	false	twr2_rome_dlc_nomadic_Sanctuary_of_Goitosyros_short	twr2_rome_dlc_nomadic_Grove_of_Goitosyros_flavour	true
barb_religious_nomad_papaios_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_nomad_papaios_2	false	twr2_rome_dlc_nomadic_Grove_of_Papaios_short	twr2_rome_dlc_nomadic_Grove_of_Papaios_flavour	true
barb_religious_nomad_papaios_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_nomad_papaios_3	false	twr2_rome_dlc_nomadic_Shrine_of_Papaios_short	twr2_rome_dlc_nomadic_Grove_of_Papaios_flavour	true
barb_religious_nomad_papaios_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_nomad_papaios_4	false	twr2_rome_dlc_nomadic_Sanctuary_of_Papaios_short	twr2_rome_dlc_nomadic_Grove_of_Papaios_flavour	true
barb_religious_nomad_tabiti_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_nomad_tabiti_2	false	twr2_rome_dlc_nomadic_Grove_of_Tabiti_short	twr2_rome_dlc_nomadic_Grove_of_Tabiti_flavour	true
barb_religious_nomad_tabiti_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_nomad_tabiti_3	false	twr2_rome_dlc_nomadic_Shrine_of_Tabiti_short	twr2_rome_dlc_nomadic_Grove_of_Tabiti_flavour	true
barb_religious_nomad_tabiti_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_nomad_tabiti_4	false	twr2_rome_dlc_nomadic_Sanctuary_of_Tabiti_short	twr2_rome_dlc_nomadic_Grove_of_Tabiti_flavour	true
barb_religious_rosmerta_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Rosmerta_3	false	twr2_rome_celts_Grove_of_rosmerta_short	twr2_rome_celts_Grove_of_rosmerta_flavour	true
barb_religious_rosmerta_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Rosmerta_4	false	twr2_rome_celts_Shrine_of_rosmerta_short	twr2_rome_celts_Grove_of_rosmerta_flavour	true
barb_religious_rosmerta_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_Rosmerta_5	false	twr2_rome_celts_Sanctuary_of_rosmerta_short	twr2_rome_celts_Grove_of_rosmerta_flavour	true
barb_religious_thrace_1	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_BARBARIAN_religious_celtic_1	false	twr2_rome_barbarian_Sacred_enclosure_short	twr2_rome_barbarian_Sacred_enclosure_flavour	true
barb_religious_thrace_bendis_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_odryssian_bendis_1	false	pirates_dacian_grove_bendis_short	pirates_dacian_bendis_flavour	true
barb_religious_thrace_bendis_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_odryssian_bendis_2	false	pirates_dacian_shrine_bendis_short	pirates_dacian_bendis_flavour	true
barb_religious_thrace_bendis_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_odryssian_bendis_3	false	pirates_dacian_sanctuary_bendis_short	pirates_dacian_bendis_flavour	true
barb_religious_thrace_cabeiri_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_odryssian_cabeiri_1	false	pirates_thracian_altar_cabeiri_short	pirates_thracian_cabeiri_flavour	true
barb_religious_thrace_cabeiri_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_odryssian_cabeiri_2	false	pirates_thracian_shrine_cabeiri_short	pirates_thracian_cabeiri_flavour	true
barb_religious_thrace_cabeiri_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_odryssian_cabeiri_3	false	pirates_thracian_sanctuary_cabeiri_short	pirates_thracian_cabeiri_flavour	true
barb_religious_thrace_cabeiri_5	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_odryssian_cabeiri_4	false	pirates_thracian_hearth_altar_cabeiri_short	pirates_thracian_cabeiri_flavour	true
barb_religious_thrace_kotys_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_odryssian_kotys_1	false	pirates_dacian_grove_kotys_short	pirates_dacian_kotys_flavour	true
barb_religious_thrace_kotys_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_odryssian_kotys_2	false	pirates_dacian_shrine_kotys_short	pirates_dacian_kotys_flavour	true
barb_religious_thrace_kotys_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_odryssian_kotys_3	false	pirates_dacian_sanctuary_kotys_short	pirates_dacian_kotys_flavour	true
barb_religious_thrace_sabazios_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_odryssian_sabazios_1	false	pirates_thracian_altar_sabazios_short	pirates_thracian_sabazios_flavour	true
barb_religious_thrace_sabazios_3	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_odryssian_sabazios_2	false	pirates_thracian_shrine_sabazios_short	pirates_thracian_sabazios_flavour	true
barb_religious_thrace_sabazios_4	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_odryssian_sabazios_3	false	pirates_thracian_sanctuary_sabazios_short	pirates_thracian_sabazios_flavour	true
barb_religious_thrace_zibelthiurdos_2	rom_Barbarian				campaign_sho_castle_1_fort		rom_PLACEHOLDER	pir_odryssian_zibelthiurdos_1	false	pirates_thracian_altar_zibelthiurdos_short	pirates_thracian_zibelthiurdos_flavour	true
