campaign_key	faction_key	level	skill_key	subculture_key	image_path	unlocked_at_rank
main_invasion	inv_insubres	1	army_4_caravan_guards		x	4
main_invasion	inv_veneti	1	army_4_caravan_guards		x	4
		1	army_4_cavalry_experts		x	4
main_invasion	inv_veneti	1	army_4_cavalry_experts		x	4
		1	army_4_defenders_of_rome		x	4
main_invasion	inv_rome	1	army_4_defenders_of_rome		x	3
		1	army_4_expert_archers		x	4
main_invasion	inv_iolei	1	army_4_expert_archers		x	4
		1	army_4_hellenic_wartime_legacy		x	4
		1	army_4_heralds_of_antigonus		x	4
		1	army_4_hounds_of_molossus		x	4
main_invasion	inv_rome	1	army_4_hounds_of_molossus		x	3
main_invasion	inv_syracuse	1	army_4_hounds_of_molossus		x	3
main_invasion	inv_taranto	1	army_4_hounds_of_molossus		x	3
		1	army_4_legacy_of_brennus		x	4
main_invasion	inv_senones	1	army_4_legacy_of_brennus		x	4
		1	army_4_logistic_experts		x	4
main_invasion	inv_samnites	1	army_4_logistic_experts		x	4
		1	army_4_pahlavans_of_the_east		x	4
		1	army_4_peers_of_leonidas		x	4
main_invasion	inv_taranto	1	army_4_peers_of_leonidas		x	4
		1	army_4_propagators		x	4
main_invasion	inv_tarchuna	1	army_4_propagators		x	4
		1	army_4_slave_subduers		x	4
		1	army_4_steppe_horde		x	4
		1	army_4_the_wrath_of_romulus		x	4
main_invasion	inv_rome	1	army_4_the_wrath_of_romulus		x	4
		1	army_4_victors_of_seleucia		x	4
		1	army_4_war_merchants		x	4
main_invasion	inv_tarchuna	1	army_4_war_merchants		x	4
		1	army_4_wolves_teiwaz		x	4
		1	general_architect_3		x	3
		1	general_aspbed_4		x	4
		1	general_axe_3		x	3
		1	general_azatan_commander_3		x	3
		1	general_background_non_roman_personal_authority		x	0
		1	general_background_non_roman_personal_courage		x	0
		1	general_background_non_roman_personal_dignity		x	0
		1	general_background_non_roman_personal_dutifulness		x	0
		1	general_background_non_roman_personal_fortitude		x	0
		1	general_background_non_roman_personal_frugality		x	0
		1	general_background_non_roman_personal_gravity		x	0
		1	general_background_non_roman_personal_humanity		x	0
		1	general_background_non_roman_personal_humour		x	0
		1	general_background_non_roman_personal_industriousness		x	0
		1	general_background_non_roman_personal_mercy		x	0
		1	general_background_non_roman_personal_prudence		x	0
		1	general_background_non_roman_personal_respectability		x	0
		1	general_background_non_roman_personal_sternness		x	0
		1	general_background_non_roman_personal_tenacity		x	0
		1	general_background_non_roman_personal_truthfulness		x	0
		1	general_background_non_roman_personal_wholesomeness		x	0
		1	general_background_non_roman_public_agriculture		x	0
		1	general_background_non_roman_public_clemency		x	0
		1	general_background_non_roman_public_confidence		x	0
		1	general_background_non_roman_public_dutifulness		x	0
		1	general_background_non_roman_public_endurance		x	0
		1	general_background_non_roman_public_fair		x	0
		1	general_background_non_roman_public_faith		x	0
		1	general_background_non_roman_public_forethought		x	0
		1	general_background_non_roman_public_fortune		x	0
		1	general_background_non_roman_public_freedom		x	0
		1	general_background_non_roman_public_giving		x	0
		1	general_background_non_roman_public_harmony		x	0
		1	general_background_non_roman_public_health		x	0
		1	general_background_non_roman_public_hope		x	0
		1	general_background_non_roman_public_joy		x	0
		1	general_background_non_roman_public_justice		x	0
		1	general_background_non_roman_public_luck		x	0
		1	general_background_non_roman_public_mirth		x	0
		1	general_background_non_roman_public_modesty		x	0
		1	general_background_non_roman_public_nobility		x	0
		1	general_background_non_roman_public_peace		x	0
		1	general_background_non_roman_public_plenty		x	0
		1	general_background_non_roman_public_prosperity		x	0
		1	general_background_non_roman_public_spirit		x	0
		1	general_background_non_roman_public_wealth		x	0
		1	general_background_roman_personal_authority		x	0
		1	general_background_roman_personal_courage		x	0
		1	general_background_roman_personal_dignity		x	0
		1	general_background_roman_personal_dutifulness		x	0
		1	general_background_roman_personal_fortitude		x	0
		1	general_background_roman_personal_frugality		x	0
		1	general_background_roman_personal_gravity		x	0
		1	general_background_roman_personal_humanity		x	0
		1	general_background_roman_personal_humour		x	0
		1	general_background_roman_personal_industriousness		x	0
		1	general_background_roman_personal_mercy		x	0
		1	general_background_roman_personal_prudence		x	0
		1	general_background_roman_personal_respectability		x	0
		1	general_background_roman_personal_sternness		x	0
		1	general_background_roman_personal_tenacity		x	0
		1	general_background_roman_personal_truthfulness		x	0
		1	general_background_roman_personal_wholesomeness		x	0
		1	general_background_roman_public_agriculture		x	0
		1	general_background_roman_public_clemency		x	0
		1	general_background_roman_public_confidence		x	0
		1	general_background_roman_public_dutifulness		x	0
		1	general_background_roman_public_endurance		x	0
		1	general_background_roman_public_fair		x	0
		1	general_background_roman_public_faith		x	0
		1	general_background_roman_public_forethought		x	0
		1	general_background_roman_public_fortune		x	0
		1	general_background_roman_public_freedom		x	0
		1	general_background_roman_public_giving		x	0
		1	general_background_roman_public_harmony		x	0
		1	general_background_roman_public_health		x	0
		1	general_background_roman_public_hope		x	0
		1	general_background_roman_public_joy		x	0
		1	general_background_roman_public_justice		x	0
		1	general_background_roman_public_luck		x	0
		1	general_background_roman_public_mirth		x	0
		1	general_background_roman_public_modesty		x	0
		1	general_background_roman_public_nobility		x	0
		1	general_background_roman_public_peace		x	0
		1	general_background_roman_public_plenty		x	0
		1	general_background_roman_public_prosperity		x	0
		1	general_background_roman_public_roman_spirit		x	0
		1	general_background_roman_public_wealth		x	0
		1	general_bard_1		x	1
		1	general_blockade_expert_2		x	2
		1	general_blockade_expert_3		x	3
		1	general_border_guardian_3		x	3
		1	general_bowl_3		x	3
		1	general_bowman_2		x	2
		1	general_brute_3		x	3
		1	general_cetus_4		x	4
		1	general_commander_1		x	1
		1	general_commander_2_admiral		x	2
		1	general_commander_2_cavalry_east		x	2
		1	general_commander_2_general		x	2
		1	general_commander_3_artillery		x	3
		1	general_commander_3_cavalry		x	3
		1	general_commander_3_infantry		x	3
		1	general_commander_3_naval_assault		x	3
		1	general_commander_3_naval_support		x	3
		1	general_commander_4_great_leader		x	4
		1	general_commander_barb_2_infantry		x	2
		1	general_contractor_1		x	1
		1	general_desert_leader_4		x	4
		1	general_diplomat_4		x	4
		1	general_entrepreneur_4		x	4
		1	general_gre_warmonger_4_virtue		x	2
		1	general_gruesome_3		x	3
		1	general_horde_leader_4		x	4
		1	general_horse_breeder_3		x	3
		1	general_horse_tamer_3		x	3
		1	general_horticulturist_3		x	3
		1	general_inspirational_2		x	2
		1	general_judge_4		x	4
		1	general_legend_4		x	4
		1	general_magnate_4		x	4
		1	general_manager_3		x	3
		1	general_marksman_3		x	3
		1	general_master_hunter_3		x	3
		1	general_master_magi_4		x	4
		1	general_master_merchant_3		x	3
		1	general_nisean_chargers_3		x	3
		1	general_overseer_4		x	4
		1	general_paragon_4		x	4
		1	general_persuasive_3		x	3
		1	general_philosopher_1		x	1
		1	general_plough_and_yoke_3		x	3
		1	general_port_master_1		x	1
		1	general_raven_2		x	2
		1	general_religious_2_east		x	2
		1	general_religious_3		x	3
		1	general_scientific_2_east		x	2
		1	general_scientific_3		x	3
		1	general_scout_2		x	3
		1	general_sentinel_4		x	4
		1	general_sleuth_3		x	3
		1	general_spahbed_4		x	4
		1	general_stag_3		x	3
		1	general_strategist_1		x	1
		1	general_strategist_2_navigator		x	2
		1	general_strategist_2_tactician		x	2
		1	general_strategist_3_administration		x	3
		1	general_strategist_3_assimilator		x	3
		1	general_strategist_3_covert_action		x	3
		1	general_strategist_3_covert_action_germanic		x	3
		1	general_strategist_3_logistics		x	3
		1	general_strategist_3_mercenary		x	3
		1	general_strategist_3_siegecraft		x	3
		1	general_strategist_4_master_tactician		x	4
		1	general_trafficker_3		x	3
		1	general_tutor_3		x	3
		1	general_valorous_4		x	4
		1	general_warmonger_1		x	1
		1	general_warmonger_2_marine		x	2
		1	general_warmonger_2_soldier		x	2
		1	general_warmonger_2_virtue		x	2
		1	general_warmonger_3_defence		x	3
		1	general_warmonger_3_despoil		x	3
		1	general_warmonger_3_dread		x	3
		1	general_warmonger_3_offense		x	3
		1	general_warmonger_3_virtue		x	3
		1	general_warmonger_4_fearless_warrior		x	4
		1	general_wolf_3		x	3
		1	general_wrathful_3		x	3
		1	navy_1_destroyers		x	1
main_invasion	inv_syracuse	1	navy_1_destroyers		x	1
main_invasion	inv_taranto	1	navy_1_destroyers		x	1
main_invasion	inv_tarchuna	1	navy_1_destroyers		x	1
		1	navy_1_formidable_marines		x	1
main_invasion	inv_insubres	1	navy_1_formidable_marines		x	1
main_invasion	inv_iolei	1	navy_1_formidable_marines		x	1
main_invasion	inv_rome	1	navy_1_formidable_marines		x	1
main_invasion	inv_samnites	1	navy_1_formidable_marines		x	1
main_invasion	inv_senones	1	navy_1_formidable_marines		x	1
main_invasion	inv_syracuse	1	navy_1_formidable_marines		x	1
main_invasion	inv_taranto	1	navy_1_formidable_marines		x	1
main_invasion	inv_tarchuna	1	navy_1_formidable_marines		x	1
main_invasion	inv_veneti	1	navy_1_formidable_marines		x	1
		1	navy_1_formidable_marines	sc_rom_barb_east	x	2
		1	navy_1_great_marksmen		x	1
main_invasion	inv_insubres	1	navy_1_great_marksmen		x	1
main_invasion	inv_iolei	1	navy_1_great_marksmen		x	1
main_invasion	inv_rome	1	navy_1_great_marksmen		x	1
main_invasion	inv_samnites	1	navy_1_great_marksmen		x	1
main_invasion	inv_senones	1	navy_1_great_marksmen		x	1
main_invasion	inv_syracuse	1	navy_1_great_marksmen		x	1
main_invasion	inv_taranto	1	navy_1_great_marksmen		x	1
main_invasion	inv_tarchuna	1	navy_1_great_marksmen		x	1
main_invasion	inv_veneti	1	navy_1_great_marksmen		x	1
		1	navy_2_blockade_runners		x	2
main_invasion	inv_insubres	1	navy_2_blockade_runners		x	2
main_invasion	inv_iolei	1	navy_2_blockade_runners		x	2
main_invasion	inv_rome	1	navy_2_blockade_runners		x	2
main_invasion	inv_samnites	1	navy_2_blockade_runners		x	2
main_invasion	inv_senones	1	navy_2_blockade_runners		x	2
main_invasion	inv_syracuse	1	navy_2_blockade_runners		x	2
main_invasion	inv_taranto	1	navy_2_blockade_runners		x	2
main_invasion	inv_tarchuna	1	navy_2_blockade_runners		x	2
main_invasion	inv_veneti	1	navy_2_blockade_runners		x	2
		1	navy_2_dread_pirates		x	2
main_invasion	inv_senones	1	navy_2_dread_pirates		x	2
main_invasion	inv_tarchuna	1	navy_2_dread_pirates		x	3
main_rome	rom_masaesyli	1	navy_2_dread_pirates		x	1
		1	navy_2_dread_pirates	sc_rom_barb_east	x	1
		1	navy_2_dread_pirates	sc_rom_british	x	1
		1	navy_2_dread_pirates	sc_rom_celtiberian	x	1
		1	navy_2_dread_pirates	sc_rom_celtic	x	1
		1	navy_2_dread_pirates	sc_rom_daco_thracian	x	1
		1	navy_2_dread_pirates	sc_rom_gaul	x	1
		1	navy_2_dread_pirates	sc_rom_germanic	x	1
		1	navy_2_dread_pirates	sc_rom_illyrian	x	1
		1	navy_2_intrepid_escorts		x	2
main_invasion	inv_insubres	1	navy_2_intrepid_escorts		x	2
main_invasion	inv_iolei	1	navy_2_intrepid_escorts		x	2
main_invasion	inv_rome	1	navy_2_intrepid_escorts		x	2
main_invasion	inv_samnites	1	navy_2_intrepid_escorts		x	2
main_invasion	inv_syracuse	1	navy_2_intrepid_escorts		x	2
main_invasion	inv_taranto	1	navy_2_intrepid_escorts		x	2
main_invasion	inv_tarchuna	1	navy_2_intrepid_escorts		x	2
main_invasion	inv_veneti	1	navy_2_intrepid_escorts		x	2
		1	navy_2_ship_defenders		x	2
main_invasion	inv_insubres	1	navy_2_ship_defenders		x	2
main_invasion	inv_iolei	1	navy_2_ship_defenders		x	2
main_invasion	inv_rome	1	navy_2_ship_defenders		x	2
main_invasion	inv_samnites	1	navy_2_ship_defenders		x	2
main_invasion	inv_senones	1	navy_2_ship_defenders		x	2
main_invasion	inv_syracuse	1	navy_2_ship_defenders		x	2
main_invasion	inv_taranto	1	navy_2_ship_defenders		x	2
main_invasion	inv_tarchuna	1	navy_2_ship_defenders		x	2
main_invasion	inv_veneti	1	navy_2_ship_defenders		x	2
		1	navy_3_able_seamen		x	3
main_invasion	inv_iolei	1	navy_3_able_seamen		x	4
main_invasion	inv_rome	1	navy_3_able_seamen		x	3
main_invasion	inv_samnites	1	navy_3_able_seamen		x	3
main_invasion	inv_senones	1	navy_3_able_seamen		x	3
main_invasion	inv_syracuse	1	navy_3_able_seamen		x	3
main_invasion	inv_taranto	1	navy_3_able_seamen		x	3
main_invasion	inv_veneti	1	navy_3_able_seamen		x	4
		1	navy_3_battle_hardened		x	4
		1	navy_3_master_shipwrights		x	3
main_invasion	inv_insubres	1	navy_3_master_shipwrights		x	3
main_invasion	inv_iolei	1	navy_3_master_shipwrights		x	3
main_invasion	inv_rome	1	navy_3_master_shipwrights		x	3
main_invasion	inv_samnites	1	navy_3_master_shipwrights		x	3
main_invasion	inv_senones	1	navy_3_master_shipwrights		x	3
main_invasion	inv_syracuse	1	navy_3_master_shipwrights		x	3
main_invasion	inv_taranto	1	navy_3_master_shipwrights		x	3
main_invasion	inv_tarchuna	1	navy_3_master_shipwrights		x	3
main_invasion	inv_veneti	1	navy_3_master_shipwrights		x	3
		1	navy_3_pirate_hunters		x	3
main_invasion	inv_insubres	1	navy_3_pirate_hunters		x	3
main_invasion	inv_iolei	1	navy_3_pirate_hunters		x	3
main_invasion	inv_rome	1	navy_3_pirate_hunters		x	3
main_invasion	inv_samnites	1	navy_3_pirate_hunters		x	3
main_invasion	inv_syracuse	1	navy_3_pirate_hunters		x	3
main_invasion	inv_taranto	1	navy_3_pirate_hunters		x	3
main_invasion	inv_veneti	1	navy_3_pirate_hunters		x	3
		1	navy_4_children_of_the_aegaean		x	4
main_invasion	inv_syracuse	1	navy_4_children_of_the_aegaean		x	4
main_invasion	inv_taranto	1	navy_4_children_of_the_aegaean		x	4
		1	navy_4_masters_of_the_sea		x	3
main_invasion	inv_insubres	1	navy_4_masters_of_the_sea		x	4
main_invasion	inv_iolei	1	navy_4_masters_of_the_sea		x	4
main_invasion	inv_rome	1	navy_4_masters_of_the_sea		x	4
main_invasion	inv_samnites	1	navy_4_masters_of_the_sea		x	4
main_invasion	inv_senones	1	navy_4_masters_of_the_sea		x	4
main_invasion	inv_syracuse	1	navy_4_masters_of_the_sea		x	4
main_invasion	inv_taranto	1	navy_4_masters_of_the_sea		x	5
main_invasion	inv_tarchuna	1	navy_4_masters_of_the_sea		x	4
main_invasion	inv_veneti	1	navy_4_masters_of_the_sea		x	4
main_rome	rom_kush	1	navy_4_masters_of_the_sea		x	4
main_rome	rom_masaesyli	1	navy_4_masters_of_the_sea		x	4
main_rome	rom_nabatea	1	navy_4_masters_of_the_sea		x	4
main_rome	rom_saba	1	navy_4_masters_of_the_sea		x	4
		1	navy_4_pride_of_ptolemy		x	4
		1	navy_4_professional_piracy		x	4
main_invasion	inv_senones	1	navy_4_professional_piracy		x	4
		1	navy_4_scions_of_phoenicia		x	4
		1	navy_4_trade_route_protectors		x	4
main_invasion	inv_insubres	1	navy_4_trade_route_protectors		x	4
		1	navy_4_wardens_of_pontus		x	4
		1	pel_army_accomplished_skirmishers		x	1
		1	pel_army_ambushers		x	2
		1	pel_army_battle_hardened		x	4
		1	pel_army_formidable_hoplites		x	1
		1	pel_army_keepers_of_peace		x	2
		1	pel_army_raiders		x	3
		1	pel_army_siege_experts		x	1
		1	pel_army_stalwart_defenders		x	2
		1	pel_general_commander_commander_1		x	1
		1	pel_general_commander_hegemon_4		x	4
		1	pel_general_commander_leader_2		x	2
		1	pel_general_commander_trainer_3		x	3
		1	pel_general_fighter_despoil_3		x	3
		1	pel_general_fighter_fighter_1		x	1
		1	pel_general_fighter_leads_the_charge_2		x	2
		1	pel_general_fighter_spirit_of_heracles_4		x	4
		1	pel_general_strategist_administration_3		x	3
		1	pel_general_strategist_master_strategos_4		x	4
		1	pel_general_strategist_pathfinder_2		x	2
		1	pel_general_strategist_strategist_1		x	1
		1	pel_navy_children_of_the_aegean		x	4
		1	pel_navy_formidable_marines		x	1
		1	pel_navy_great_marksmen		x	1
		1	pel_navy_interpid_escorts		x	2
		1	pel_navy_master_shipwrights		x	3
		1	pel_navy_masters_of_the_sea		x	3
		1	pel_navy_raiders		x	2
		1	pel_navy_sea_patrol		x	3
main_invasion	inv_insubres	1	pel_navy_sea_patrol		x	3
main_invasion	inv_iolei	1	pel_navy_sea_patrol		x	3
main_invasion	inv_rome	1	pel_navy_sea_patrol		x	4
main_invasion	inv_samnites	1	pel_navy_sea_patrol		x	3
main_invasion	inv_senones	1	pel_navy_sea_patrol		x	3
main_invasion	inv_tarchuna	1	pel_navy_sea_patrol		x	4
main_invasion	inv_veneti	1	pel_navy_sea_patrol		x	3
		2	3c_army_1_Accomplished_Archers		x	3
		2	3c_army_1_Accomplished_Skirmishers		x	3
		2	3c_army_1_Artillery_Experts		x	4
		2	3c_army_1_Dread_Ambushers		x	4
		2	3c_army_1_Dread_Ambushers_gallic		x	3
main_invasion	inv_senones	2	3c_army_1_Dread_Ambushers_gallic		x	4
		2	3c_army_1_Dread_Charioteers		x	4
		2	3c_army_1_Dread_Charioteers_caledon		x	3
main_invasion	inv_insubres	2	3c_army_1_Dread_Charioteers		x	5
main_invasion	inv_senones	2	3c_army_1_Dread_Charioteers		x	5
		2	3c_army_1_Engineering_Experts		x	3
		2	3c_army_1_Formidable_Fighters		x	3
		2	3c_army_1_Formidable_Spearmen		x	3
		2	3c_army_1_Formidable_Swordsmen		x	3
		2	3c_army_1_Keepers_of_the_Peace		x	4
		2	3c_army_1_Keepers_of_the_Peace_gallic		x	4
		2	3c_army_1_Light_Cavalry_Masters		x	3
		2	3c_army_1_Siege_Experts		x	3
		2	3c_army_1_Stalwart_Defenders		x	4
		2	3c_army_2_Cavalry_Masters		x	4
		2	3c_army_2_Furor_Celtica		x	4
		2	3c_army_2_Furor_Germanicus		x	4
		2	3c_army_2_Inexorable_Conquerors		x	4
		2	3c_army_2_Unrelenting_Force		x	4
		2	3c_army_3_Auxiliary_Corps		x	5
		2	3c_army_3_Barbarian_Subjugators		x	5
main_invasion	inv_rome	2	3c_army_3_Barbarian_Subjugators		x	2
main_invasion	inv_taranto	2	3c_army_3_Barbarian_Subjugators		x	3
main_invasion	inv_tarchuna	2	3c_army_3_Barbarian_Subjugators		x	3
		2	3c_army_3_Cavalry_Masters		x	5
		2	3c_army_3_Desert_Warriors		x	5
		2	3c_army_3_Dread_Marauders		x	5
		2	3c_army_3_Grand_Camp_Following		x	5
main_invasion	inv_insubres	2	3c_army_3_Grand_Camp_Following		x	3
main_invasion	inv_tarchuna	2	3c_army_3_Grand_Camp_Following		x	2
main_invasion	inv_veneti	2	3c_army_3_Grand_Camp_Following		x	2
		2	3c_army_3_Indomitable_Infantry		x	5
		2	3c_army_3_Indomitable_Legionaries		x	5
		2	3c_army_3_Light_Cavalry_Masters		x	5
		2	3c_army_3_Mercenary_Host		x	5
		2	3c_army_3_Spirit_of_the_Immortals		x	5
		2	3c_army_4_Deadly_Assault_Force		x	6
		2	3c_army_4_Dread_Invaders		x	6
		2	3c_army_4_Nomadic_Horde		x	6
main_invasion	inv_veneti	2	3c_army_4_Nomadic_Horde		x	4
		2	3c_army_4_Peerless_Marksmen		x	6
		2	3c_army_4_Sentinels_of_the_North		x	6
		2	3c_army_4_Sons_of_Shapur		x	6
		2	3c_army_4_True_Romans		x	6
		2	3c_army_4_Veteran_Army		x	6
main_invasion	inv_insubres	2	3c_army_4_Veteran_Army		x	5
main_invasion	inv_iolei	2	3c_army_4_Veteran_Army		x	5
main_invasion	inv_rome	2	3c_army_4_Veteran_Army		x	5
main_invasion	inv_samnites	2	3c_army_4_Veteran_Army		x	5
main_invasion	inv_senones	2	3c_army_4_Veteran_Army		x	5
main_invasion	inv_syracuse	2	3c_army_4_Veteran_Army		x	5
main_invasion	inv_taranto	2	3c_army_4_Veteran_Army		x	5
main_invasion	inv_tarchuna	2	3c_army_4_Veteran_Army		x	5
main_invasion	inv_veneti	2	3c_army_4_Veteran_Army		x	5
		2	3c_army_4_Wolves_of_Teiwaz		x	6
		2	3c_army_4_Wrath_of_Sol_Invictus		x	6
		2	3c_general_admiral_1_navigator		x	3
		2	3c_general_admiral_2_inspiring_admiral		x	4
		2	3c_general_admiral_2_seasoned_marine		x	4
		2	3c_general_admiral_3_maritime_archer		x	5
		2	3c_general_admiral_3_naval_commander		x	5
		2	3c_general_admiral_4_naval_tactics		x	6
		2	3c_general_authority_1_efficient_recruiter		x	3
		2	3c_general_authority_1_law_keeper		x	3
		2	3c_general_authority_2_infantry_commander		x	4
		2	3c_general_authority_2_master_builder		x	4
		2	3c_general_authority_2_naval_commander		x	4
		2	3c_general_authority_3_cavalry_commander		x	5
		2	3c_general_authority_3_economic_administrator		x	5
		2	3c_general_authority_3_inspiring_admiral		x	5
		2	3c_general_authority_3_inspiring_general		x	5
		2	3c_general_authority_4_great_leader		x	6
		2	3c_general_bureaucrat_1_law_keeper		x	3
		2	3c_general_bureaucrat_2_agricultural_expert		x	4
		2	3c_general_bureaucrat_2_talented_architect		x	4
		2	3c_general_bureaucrat_3_industrial_manager		x	5
		2	3c_general_bureaucrat_3_patron_of_arts		x	5
		2	3c_general_bureaucrat_4_economic_administrator		x	6
		2	3c_general_cunning_1_navigator		x	3
		2	3c_general_cunning_1_strategist		x	3
		2	3c_general_cunning_2_artillery_master		x	4
		2	3c_general_cunning_2_military_administrator		x	4
		2	3c_general_cunning_2_vicious_despoiler		x	4
		2	3c_general_cunning_3_covert_expert		x	5
		2	3c_general_cunning_3_mercenary_recruiter		x	5
		2	3c_general_cunning_3_siege_master		x	5
		2	3c_general_cunning_3_skilled_logistician		x	5
		2	3c_general_cunning_4_master_schemer		x	6
		2	3c_general_general_1_efficient_recruiter		x	3
		2	3c_general_general_2_infantry_commander		x	4
		2	3c_general_general_2_inspiring_general		x	4
		2	3c_general_general_3_cavalry_commander		x	5
		2	3c_general_general_3_marching_instructor		x	5
		2	3c_general_general_4_military_administrator		x	6
		2	3c_general_mastermind_1_strategist		x	3
		2	3c_general_mastermind_2_covert_expert		x	4
		2	3c_general_mastermind_2_mercenary_recruiter		x	4
		2	3c_general_mastermind_3_artillery_master		x	5
		2	3c_general_mastermind_3_skilled_logistician		x	5
		2	3c_general_mastermind_4_siege_master		x	6
		2	3c_general_soldier_1_master_attacker		x	3
		2	3c_general_soldier_2_master_defender		x	4
		2	3c_general_soldier_2_master_of_onslaught		x	4
		2	3c_general_soldier_3_leader_of_marskmen		x	5
		2	3c_general_soldier_3_vicious_despoiler		x	5
		2	3c_general_soldier_4_incarnation_of_dread		x	6
		2	3c_general_zeal_1_master_defender		x	3
		2	3c_general_zeal_1_warrior		x	3
		2	3c_general_zeal_2_master_attacker		x	4
		2	3c_general_zeal_2_master_of_onslaught		x	4
		2	3c_general_zeal_2_seasoned_marine		x	4
		2	3c_general_zeal_3_incarnation_of_dread		x	5
		2	3c_general_zeal_3_leader_of_marskmen		x	5
		2	3c_general_zeal_3_marching_instructor		x	5
		2	3c_general_zeal_3_maritime_archer		x	5
		2	3c_general_zeal_4_exemplary_soldier		x	6
		2	3c_navy_1_Destroyers		x	3
		2	3c_navy_1_Dread_Pirates		x	3
		2	3c_navy_1_Formidable_Marines		x	3
		2	3c_navy_1_Naval_Marksmen		x	3
		2	3c_navy_2_Blockade_Runners		x	4
		2	3c_navy_2_Intrepid_Escorts		x	4
		2	3c_navy_2_Ship_Defenders		x	4
		2	3c_navy_3_Able_Seamen		x	5
main_invasion	inv_tarchuna	2	3c_navy_3_Able_Seamen		x	4
		2	3c_navy_3_Master_Shipwrights		x	5
		2	3c_navy_3_Pirate_Hunters		x	5
		2	3c_navy_4_Masters_of_the_Sea		x	6
		2	3c_navy_4_Veteran_Fleet		x	6
main_invasion	inv_insubres	2	3c_navy_4_Veteran_Fleet		x	5
main_invasion	inv_iolei	2	3c_navy_4_Veteran_Fleet		x	5
main_invasion	inv_rome	2	3c_navy_4_Veteran_Fleet		x	5
main_invasion	inv_samnites	2	3c_navy_4_Veteran_Fleet		x	5
main_invasion	inv_senones	2	3c_navy_4_Veteran_Fleet		x	5
main_invasion	inv_syracuse	2	3c_navy_4_Veteran_Fleet		x	5
main_invasion	inv_taranto	2	3c_navy_4_Veteran_Fleet		x	5
main_invasion	inv_tarchuna	2	3c_navy_4_Veteran_Fleet		x	5
main_invasion	inv_veneti	2	3c_navy_4_Veteran_Fleet		x	5
		2	age_agent_champion_authority_agitator		x	4
		2	age_agent_champion_authority_drill_sergeant		x	2
		2	age_agent_champion_authority_drunkard		x	4
		2	age_agent_champion_authority_efficient		x	5
		2	age_agent_champion_authority_evocatus		x	5
		2	age_agent_champion_authority_explorer		x	2
		2	age_agent_champion_authority_festive		x	4
		2	age_agent_champion_authority_guardian		x	4
		2	age_agent_champion_authority_historian		x	2
		2	age_agent_champion_authority_horsebreeder		x	4
		2	age_agent_champion_authority_inspirational		x	5
		2	age_agent_champion_authority_mentor		x	2
		2	age_agent_champion_authority_officer		x	4
		2	age_agent_champion_authority_officer_native_units		x	4
		2	age_agent_champion_authority_paedotribe		x	5
		2	age_agent_champion_authority_protector		x	4
		2	age_agent_champion_authority_renowned		x	5
		2	age_agent_champion_subterfuge_ageestigator		x	4
		2	age_agent_champion_subterfuge_harasser		x	4
		2	age_agent_champion_subterfuge_hunter		x	4
		2	age_agent_champion_subterfuge_interrogator		x	4
		2	age_agent_champion_subterfuge_intimidating		x	2
		2	age_agent_champion_subterfuge_murderous		x	6
		2	age_agent_champion_subterfuge_nocturnal		x	4
		2	age_agent_champion_subterfuge_resourceful		x	6
		2	age_agent_champion_subterfuge_siege_expert		x	2
		2	age_agent_champion_subterfuge_trapper		x	4
		2	age_agent_champion_subterfuge_wicked		x	2
		2	age_agent_champion_zeal_arsonist		x	2
		2	age_agent_champion_zeal_bloodlust		x	5
		2	age_agent_champion_zeal_centurion		x	2
		2	age_agent_champion_zeal_duelist		x	5
		2	age_agent_champion_zeal_eloquent		x	4
		2	age_agent_champion_zeal_frenzied		x	2
		2	age_agent_champion_zeal_heroic		x	5
		2	age_agent_champion_zeal_hoplite		x	2
		2	age_agent_champion_zeal_marksman		x	2
		2	age_agent_champion_zeal_militant		x	5
		2	age_agent_champion_zeal_praefectus		x	5
		2	age_agent_champion_zeal_raider		x	4
		2	age_agent_champion_zeal_resilient		x	4
		2	age_agent_champion_zeal_sadistic		x	4
		2	age_agent_champion_zeal_terrifying		x	4
		2	age_agent_dignitary_authority_advocatus		x	2
		2	age_agent_dignitary_authority_diplomatic		x	6
		2	age_agent_dignitary_authority_entertainer		x	2
		2	age_agent_dignitary_authority_financist		x	2
		2	age_agent_dignitary_authority_herder		x	4
		2	age_agent_dignitary_authority_lawful		x	2
		2	age_agent_dignitary_authority_officium		x	6
		2	age_agent_dignitary_authority_orator		x	2
		2	age_agent_dignitary_authority_persuasive		x	4
		2	age_agent_dignitary_authority_philosopher		x	2
		2	age_agent_dignitary_authority_political		x	2
		2	age_agent_dignitary_authority_slaver		x	4
		2	age_agent_dignitary_authority_supplier		x	2
		2	age_agent_dignitary_authority_tutor		x	6
		2	age_agent_dignitary_subterfuge_contractor		x	2
		2	age_agent_dignitary_subterfuge_dealer		x	5
		2	age_agent_dignitary_subterfuge_embezzler		x	4
		2	age_agent_dignitary_subterfuge_employer		x	4
		2	age_agent_dignitary_subterfuge_emporos		x	4
		2	age_agent_dignitary_subterfuge_fanatic		x	4
		2	age_agent_dignitary_subterfuge_generous		x	2
		2	age_agent_dignitary_subterfuge_greedy		x	2
		2	age_agent_dignitary_subterfuge_imperious		x	4
		2	age_agent_dignitary_subterfuge_mi'mar		x	2
		2	age_agent_dignitary_subterfuge_silver_tongue		x	5
		2	age_agent_dignitary_subterfuge_smuggler		x	5
