agent_record	attribute_level	attribute_record	culture_record	effect_record	effect_scope	faction_record	subculture_record	campaign_record	effect_value
general	2	zeal		rom_general_personal_mod_missile_damage	this_general				-25.0000
general	4	zeal		rom_agent_defence_wound_chance_mod	this_agent				2.0000
general	4	zeal		rom_general_personal_mod_melee_damage	this_general				5.0000
general	4	zeal		rom_general_personal_mod_missile_damage	this_general				5.0000
general	5	zeal		rom_agent_defence_wound_chance_mod	this_agent				4.0000
general	5	zeal		rom_general_personal_mod_melee_damage	this_general				10.0000
general	5	zeal		rom_general_personal_mod_missile_damage	this_general				10.0000
general	6	zeal		rom_agent_defence_wound_chance_mod	this_agent				6.0000
general	6	zeal		rom_general_personal_mod_melee_damage	this_general				15.0000
general	6	zeal		rom_general_personal_mod_missile_damage	this_general				15.0000
general	7	zeal		rom_agent_defence_wound_chance_mod	this_agent				8.0000
general	7	zeal		rom_general_personal_mod_melee_damage	this_general				20.0000
general	7	zeal		rom_general_personal_mod_missile_damage	this_general				20.0000
general	8	zeal		rom_agent_defence_wound_chance_mod	this_agent				10.0000
general	8	zeal		rom_general_personal_mod_melee_damage	this_general				25.0000
general	8	zeal		rom_general_personal_mod_missile_damage	this_general				25.0000
general	99	zeal		rom_general_ability_enable_fear_group	this_general				1.0000
general	99	zeal		rom_general_ability_enable_fear	this_general				1.0000
general	99	zeal		rom_general_ability_enable_into_the_breach	this_general				1.0000
general	99	zeal		rom_general_ability_enable_war_cry	this_general				1.0000
general	9	zeal		rom_agent_defence_wound_chance_mod	this_agent				12.0000
general	9	zeal		rom_general_personal_mod_melee_damage	this_general				30.0000
general	9	zeal		rom_general_personal_mod_missile_damage	this_general				30.0000
spy	10	authority		rom_agent_action_cost_mod	this_agent				-14.0000
spy	11	authority		rom_agent_action_cost_mod	this_agent				-16.0000
spy	12	authority		rom_agent_action_cost_mod	this_agent				-18.0000
spy	13	authority		rom_agent_action_cost_mod	this_agent				-20.0000
spy	14	authority		rom_agent_action_cost_mod	this_agent				-22.0000
spy	15	authority		rom_agent_action_cost_mod	this_agent				-24.0000
spy	16	authority		rom_agent_action_cost_mod	this_agent				-26.0000
spy	17	authority		rom_agent_action_cost_mod	this_agent				-28.0000
spy	18	authority		rom_agent_action_cost_mod	this_agent				-30.0000
spy	19	authority		rom_agent_action_cost_mod	this_agent				-32.0000
spy	1	authority		rom_agent_action_cost_mod	this_agent				10.0000
spy	20	authority		rom_agent_action_cost_mod	this_agent				-34.0000
spy	2	authority		rom_agent_action_cost_mod	this_agent				5.0000
spy	4	authority		rom_agent_action_cost_mod	this_agent				-2.0000
spy	5	authority		rom_agent_action_cost_mod	this_agent				-4.0000
spy	6	authority		rom_agent_action_cost_mod	this_agent				-6.0000
spy	7	authority		rom_agent_action_cost_mod	this_agent				-8.0000
spy	8	authority		rom_agent_action_cost_mod	this_agent				-10.0000
spy	9	authority		rom_agent_action_cost_mod	this_agent				-12.0000
spy	10	subterfuge		rom_agent_field_line_of_sight_mod	this_agent				14.0000
spy	11	subterfuge		rom_agent_field_line_of_sight_mod	this_agent				16.0000
spy	12	subterfuge		rom_agent_field_line_of_sight_mod	this_agent				18.0000
spy	13	subterfuge		rom_agent_field_line_of_sight_mod	this_agent				20.0000
spy	14	subterfuge		rom_agent_field_line_of_sight_mod	this_agent				22.0000
spy	15	subterfuge		rom_agent_field_line_of_sight_mod	this_agent				24.0000
spy	16	subterfuge		rom_agent_field_line_of_sight_mod	this_agent				26.0000
spy	17	subterfuge		rom_agent_field_line_of_sight_mod	this_agent				28.0000
spy	18	subterfuge		rom_agent_field_line_of_sight_mod	this_agent				30.0000
spy	19	subterfuge		rom_agent_field_line_of_sight_mod	this_agent				32.0000
spy	1	subterfuge		rom_agent_field_line_of_sight_mod	this_agent				-20.0000
spy	20	subterfuge		rom_agent_field_line_of_sight_mod	this_agent				34.0000
spy	2	subterfuge		rom_agent_field_line_of_sight_mod	this_agent				-10.0000
spy	4	subterfuge		rom_agent_field_line_of_sight_mod	this_agent				2.0000
spy	5	subterfuge		rom_agent_field_line_of_sight_mod	this_agent				4.0000
spy	6	subterfuge		rom_agent_field_line_of_sight_mod	this_agent				6.0000
spy	7	subterfuge		rom_agent_field_line_of_sight_mod	this_agent				8.0000
spy	8	subterfuge		rom_agent_field_line_of_sight_mod	this_agent				10.0000
spy	9	subterfuge		rom_agent_field_line_of_sight_mod	this_agent				12.0000
spy	10	zeal		rom_agent_defence_wound_chance_mod	this_agent				14.0000
spy	11	zeal		rom_agent_defence_wound_chance_mod	this_agent				16.0000
spy	12	zeal		rom_agent_defence_wound_chance_mod	this_agent				18.0000
spy	13	zeal		rom_agent_defence_wound_chance_mod	this_agent				20.0000
spy	14	zeal		rom_agent_defence_wound_chance_mod	this_agent				22.0000
spy	15	zeal		rom_agent_defence_wound_chance_mod	this_agent				24.0000
spy	16	zeal		rom_agent_defence_wound_chance_mod	this_agent				26.0000
spy	17	zeal		rom_agent_defence_wound_chance_mod	this_agent				28.0000
spy	18	zeal		rom_agent_defence_wound_chance_mod	this_agent				30.0000
spy	19	zeal		rom_agent_defence_wound_chance_mod	this_agent				32.0000
spy	1	zeal		rom_agent_defence_wound_chance_mod	this_agent				-20.0000
spy	20	zeal		rom_agent_defence_wound_chance_mod	this_agent				34.0000
spy	2	zeal		rom_agent_defence_wound_chance_mod	this_agent				-10.0000
spy	4	zeal		rom_agent_defence_wound_chance_mod	this_agent				2.0000
spy	5	zeal		rom_agent_defence_wound_chance_mod	this_agent				4.0000
spy	6	zeal		rom_agent_defence_wound_chance_mod	this_agent				6.0000
spy	7	zeal		rom_agent_defence_wound_chance_mod	this_agent				8.0000
spy	8	zeal		rom_agent_defence_wound_chance_mod	this_agent				10.0000
spy	9	zeal		rom_agent_defence_wound_chance_mod	this_agent				12.0000
