key	filename	range	rigid
2146858834	RigidModels\CampaignBuildings\building_construction\sho_reigion_medium_construction.rigid_model_v2	0	campaign_sho_region_medium_construction
2146858836	RigidModels\CampaignBuildings\building_construction\sho_reigion_large_construction.rigid_model_v2	0	campaign_sho_region_large_construction
2146858842	RigidModels\CampaignBuildings\building_construction\sho_port_small_construction.rigid_model_v2	0	campaign_sho_port_small_construction
2146858849	RigidModels\CampaignBuildings\building_construction\sho_port_large_construction.rigid_model_v2	0	campaign_sho_port_large_construction
2146858853	RigidModels\CampaignBuildings\building_construction\settlement_cons_lvl5.rigid_model_v2	0	campaign_sho_city_settlement_construction_lvl5
2146858863	RigidModels\CampaignBuildings\building_construction\settlement_cons_lvl4.rigid_model_v2	0	campaign_sho_city_settlement_construction_lvl4
2146858868	RigidModels\CampaignBuildings\building_construction\settlement_cons_lvl3.rigid_model_v2	0	campaign_sho_city_settlement_construction_lvl3
2146858877	RigidModels\CampaignBuildings\building_construction\settlement_cons_lvl2.rigid_model_v2	0	campaign_sho_city_settlement_construction_lvl2
2146858882	RigidModels\CampaignBuildings\building_construction\settlement_cons_lvl1.rigid_model_v2	0	campaign_sho_city_settlement_construction_lvl1
2146858891	RigidModels\CampaignBuildings\building_construction\sho_city_castle_construction_lvl5.rigid_model_v2	0	campaign_sho_city_castle_construction_lvl5
2146858898	RigidModels\CampaignBuildings\building_construction\sho_city_castle_construction_lvl4.rigid_model_v2	0	campaign_sho_city_castle_construction_lvl4
2146858908	RigidModels\CampaignBuildings\building_construction\sho_city_castle_construction_lvl3.rigid_model_v2	0	campaign_sho_city_castle_construction_lvl3
2146858912	RigidModels\CampaignBuildings\building_construction\sho_city_castle_construction_lvl2.rigid_model_v2	0	campaign_sho_city_castle_construction_lvl2
2146858914	RigidModels\CampaignBuildings\building_construction\sho_city_castle_construction_lvl1.rigid_model_v2	0	campaign_sho_city_castle_construction_lvl1
2146858915	RigidModels\CampaignBuildings\building_damage_castles_smoke.rigid_model_v2	0	campaign_castle_damage_smoke
2146858917	RigidModels/CampaignBuildings//building_damage_castles_smoke.rigid_model_v2	1_1	building_damage_castles_smoke
2146858923	RigidModels/CampaignBuildings//campaign_building_placeholder.rigid_model_v2	1_1	campaign_building_placeholder
2146858933	RigidModels/CampaignBuildings//campaign_building_placeholder_particle.rigid_model_v2	1_1	campaign_building_placeholder_particle
2146858943	RigidModels/CampaignBuildings/SHO_Bridge/campaign_sho_bridge_lvl1.rigid_model_v2	1_1	campaign_sho_bridge_lvl1
2146858947	RigidModels/CampaignBuildings/SHO_Bridge/campaign_sho_bridge_lvl2.rigid_model_v2	1_1	campaign_sho_bridge_lvl2
2146858954	RigidModels/CampaignBuildings/SHO_Bridge/campaign_sho_bridge_lvl3.rigid_model_v2	1_1	campaign_sho_bridge_lvl3
2146858983	RigidModels/CampaignBuildings/SHO_Farming_1_Rice_Paddies/campaign_sho_farming_1_rice_paddies.rigid_model_v2	1_1	campaign_sho_farming_1_rice_paddies
2146858993	RigidModels/CampaignBuildings/SHO_Farming_2_Irrigation/campaign_sho_farming_2_irrigation.rigid_model_v2	1_1	campaign_sho_farming_2_irrigation
2146858996	RigidModels/CampaignBuildings/SHO_Farming_3_Terraces/campaign_sho_farming_3_terraces.rigid_model_v2	1_1	campaign_sho_farming_3_terraces
2146859006	RigidModels/CampaignBuildings/SHO_Port_0_Coastal_Village/campaign_sho_port_0_coastal_village.rigid_model_v2	1_1	campaign_sho_port_0_coastal_village
2146859012	RigidModels/CampaignBuildings/SHO_Port_1_Harbour/campaign_sho_port_1_harbour.rigid_model_v2	1_1	campaign_sho_port_1_harbour
2146859013	RigidModels/CampaignBuildings/SHO_Port_2_Trading_Port/campaign_sho_port_2_trading_port.rigid_model_v2	1_1	campaign_sho_port_2_trading_port
2146859017	RigidModels/CampaignBuildings/SHO_Port_3_Military_Port/campaign_sho_port_3_military_port.rigid_model_v2	1_1	campaign_sho_port_3_military_port
2146859026	RigidModels/CampaignBuildings/SHO_Port_3_Nanban_Trade_Port/campaign_sho_port_3_nanban_trade_port.rigid_model_v2	1_1	campaign_sho_port_3_nanban_trade_port
2146859032	RigidModels/CampaignBuildings/SHO_Port_4_Drydock/campaign_sho_port_4_drydock.rigid_model_v2	1_1	campaign_sho_port_4_drydock
2146859034	RigidModels/CampaignBuildings/SHO_Port_4_Nanban_Quarter/campaign_sho_port_4_nanban_quarter.rigid_model_v2	1_1	campaign_sho_port_4_nanban_quarter
2146859039	RigidModels/CampaignBuildings/SHO_Region_Specialty_Craftwork_1_Artisans/campaign_sho_region_specialty_craftwork_1_artisans.rigid_model_v2	1_1	campaign_sho_region_specialty_craftwork_1_artisans
2146859047	RigidModels/CampaignBuildings/SHO_Region_Specialty_Craftwork_2_Fletchers/campaign_sho_region_specialty_craftwork_2_fletchers.rigid_model_v2	1_1	campaign_sho_region_specialty_craftwork_2_fletchers
2146859056	RigidModels/CampaignBuildings/SHO_Region_Specialty_Craftwork_2_Paper_Mills/campaign_sho_region_specialty_craftwork_2_paper_mills.rigid_model_v2	1_1	campaign_sho_region_specialty_craftwork_2_paper_mills
2146859061	RigidModels/CampaignBuildings/SHO_Region_Specialty_Craftwork_3_Laquerware/campaign_sho_region_specialty_craftwork_3_laquerware.rigid_model_v2	1_1	campaign_sho_region_specialty_craftwork_3_laquerware
2146859069	RigidModels/CampaignBuildings/SHO_Region_Specialty_Craftwork_3_Master_Bowmaker/campaign_sho_region_specialty_craftwork_3_master_bowmaker.rigid_model_v2	1_1	campaign_sho_region_specialty_craftwork_3_master_bowmaker
2146859073	RigidModels/CampaignBuildings/SHO_Region_Specialty_Gold_Mining_1_Surface_Mining/campaign_sho_region_specialty_gold_mining_1_surface_mining.rigid_model_v2	1_1	campaign_sho_region_specialty_gold_mining_1_surface_mining
2146859076	RigidModels/CampaignBuildings/SHO_Region_Specialty_Gold_Mining_2_Open_Pit/campaign_sho_region_specialty_gold_mining_2_open_pit.rigid_model_v2	1_1	campaign_sho_region_specialty_gold_mining_2_open_pit
2146859085	RigidModels/CampaignBuildings/SHO_Region_Specialty_Holy_Site_1_Holy_Site/campaign_sho_region_specialty_holy_site_1_holy_site.rigid_model_v2	1_1	campaign_sho_region_specialty_holy_site_1_holy_site
2146859088	RigidModels/CampaignBuildings/SHO_Region_Specialty_Holy_Site_2_Mountain_Hermitag/campaign_sho_region_specialty_holy_site_2_mountain_hermitag.rigid_model_v2	1_1	campaign_sho_region_specialty_holy_site_2_mountain_hermitag
2146859091	RigidModels/CampaignBuildings/SHO_Region_Specialty_Holy_Site_2_Pilgrim_Hostel/campaign_sho_region_specialty_holy_site_2_pilgrim_hostel.rigid_model_v2	1_1	campaign_sho_region_specialty_holy_site_2_pilgrim_hostel
2146859099	RigidModels/CampaignBuildings/SHO_Region_Specialty_Holy_Site_3_Fortified_Monaste/campaign_sho_region_specialty_holy_site_3_fortified_monaste.rigid_model_v2	1_1	campaign_sho_region_specialty_holy_site_3_fortified_monaste
2146859104	RigidModels/CampaignBuildings/SHO_Region_Specialty_Holy_Site_3_Great_Soja_Shrine/campaign_sho_region_specialty_holy_site_3_great_soja_shrine.rigid_model_v2	1_1	campaign_sho_region_specialty_holy_site_3_great_soja_shrine
2146859127	RigidModels/CampaignBuildings/SHO_Region_Specialty_Intellectual_Centre_1_School/campaign_sho_region_specialty_intellectual_centre_1_school.rigid_model_v2	1_1	campaign_sho_region_specialty_intellectual_centre_1_school
2146859136	RigidModels/CampaignBuildings/SHO_Region_Specialty_Intellectual_Centre_2_Library/campaign_sho_region_specialty_intellectual_centre_2_library.rigid_model_v2	1_1	campaign_sho_region_specialty_intellectual_centre_2_library
2146859145	RigidModels/CampaignBuildings/SHO_Region_Specialty_Intellectual_Centre_2_Magistr/campaign_sho_region_specialty_intellectual_centre_2_magistr.rigid_model_v2	1_1	campaign_sho_region_specialty_intellectual_centre_2_magistr
2146859146	RigidModels/CampaignBuildings/SHO_Region_Specialty_Intellectual_Centre_3_Academy/campaign_sho_region_specialty_intellectual_centre_3_academy.rigid_model_v2	1_1	campaign_sho_region_specialty_intellectual_centre_3_academy
2146859156	RigidModels/CampaignBuildings/SHO_Region_Specialty_Intellectual_Centre_3_Law_Cou/campaign_sho_region_specialty_intellectual_centre_3_law_cou.rigid_model_v2	1_1	campaign_sho_region_specialty_intellectual_centre_3_law_cou
2146859161	RigidModels/CampaignBuildings/SHO_Region_Specialty_Iron_Mining_1_Iron_Mine/campaign_sho_region_specialty_iron_mining_1_iron_mine.rigid_model_v2	1_1	campaign_sho_region_specialty_iron_mining_1_iron_mine
2146859167	RigidModels/CampaignBuildings/SHO_Region_Specialty_Iron_Mining_2_Deep_Mine/campaign_sho_region_specialty_iron_mining_2_deep_mine.rigid_model_v2	1_1	campaign_sho_region_specialty_iron_mining_2_deep_mine
2146859186	RigidModels/CampaignBuildings/SHO_Region_Specialty_Naval_1_Fishing_Port/campaign_sho_region_specialty_naval_1_fishing_port.rigid_model_v2	1_1	campaign_sho_region_specialty_naval_1_fishing_port
2146859191	RigidModels/CampaignBuildings/SHO_Region_Specialty_Naval_2_Pirate_Cove/campaign_sho_region_specialty_naval_2_pirate_cove.rigid_model_v2	1_1	campaign_sho_region_specialty_naval_2_pirate_cove
2146859195	RigidModels/CampaignBuildings/SHO_Region_Specialty_Naval_2_Whaling_Port/campaign_sho_region_specialty_naval_2_whaling_port.rigid_model_v2	1_1	campaign_sho_region_specialty_naval_2_whaling_port
2146859205	RigidModels/CampaignBuildings/SHO_Region_Specialty_Naval_3_Pirate_Fortress/campaign_sho_region_specialty_naval_3_pirate_fortress.rigid_model_v2	1_1	campaign_sho_region_specialty_naval_3_pirate_fortress
2146859208	RigidModels/CampaignBuildings/SHO_Region_Specialty_Naval_3_Red_Seal_Port/campaign_sho_region_specialty_naval_3_red_seal_port.rigid_model_v2	1_1	campaign_sho_region_specialty_naval_3_red_seal_port
2146859218	RigidModels/CampaignBuildings/SHO_Region_Specialty_Ninja_1_Hideout/campaign_sho_region_specialty_ninja_1_hideout.rigid_model_v2	1_1	campaign_sho_region_specialty_ninja_1_hideout
2146859225	RigidModels/CampaignBuildings/SHO_Region_Specialty_Ninja_2_Burakumin/campaign_sho_region_specialty_ninja_2_burakumin.rigid_model_v2	1_1	campaign_sho_region_specialty_ninja_2_burakumin
2146859228	RigidModels/CampaignBuildings/SHO_Region_Specialty_Ninja_2_Ninjutsu_School/campaign_sho_region_specialty_ninja_2_ninjutsu_school.rigid_model_v2	1_1	campaign_sho_region_specialty_ninja_2_ninjutsu_school
2146859236	RigidModels/CampaignBuildings/SHO_Region_Specialty_Ninja_3_Clan_Fortress/campaign_sho_region_specialty_ninja_3_clan_fortress.rigid_model_v2	1_1	campaign_sho_region_specialty_ninja_3_clan_fortress
2146859239	RigidModels/CampaignBuildings/SHO_Region_Specialty_Ninja_3_Smuggling_Network/campaign_sho_region_specialty_ninja_3_smuggling_network.rigid_model_v2	1_1	campaign_sho_region_specialty_ninja_3_smuggling_network
2146859249	RigidModels/CampaignBuildings/SHO_Region_Specialty_Smithing_1_Blacksmith/campaign_sho_region_specialty_smithing_1_blacksmith.rigid_model_v2	1_1	campaign_sho_region_specialty_smithing_1_blacksmith
2146859252	RigidModels/CampaignBuildings/SHO_Region_Specialty_Smithing_2_Armourer/campaign_sho_region_specialty_smithing_2_armourer.rigid_model_v2	1_1	campaign_sho_region_specialty_smithing_2_armourer
2146859255	RigidModels/CampaignBuildings/SHO_Region_Specialty_Smithing_2_Weaponsmith/campaign_sho_region_specialty_smithing_2_weaponsmith.rigid_model_v2	1_1	campaign_sho_region_specialty_smithing_2_weaponsmith
2146859258	RigidModels/CampaignBuildings/SHO_Region_Specialty_Smithing_3_Master_Armourer/campaign_sho_region_specialty_smithing_3_master_armourer.rigid_model_v2	1_1	campaign_sho_region_specialty_smithing_3_master_armourer
2146859267	RigidModels/CampaignBuildings/SHO_Region_Specialty_Smithing_3_Master_Weaponsmith/campaign_sho_region_specialty_smithing_3_master_weaponsmith.rigid_model_v2	1_1	campaign_sho_region_specialty_smithing_3_master_weaponsmith
2146859289	RigidModels/CampaignBuildings/SHO_Region_Specialty_Timber_1_Lumbercamp/campaign_sho_region_specialty_timber_1_lumbercamp.rigid_model_v2	1_1	campaign_sho_region_specialty_timber_1_lumbercamp
2146859297	RigidModels/CampaignBuildings/SHO_Region_Specialty_Timber_2_Lumberyards/campaign_sho_region_specialty_timber_2_lumberyards.rigid_model_v2	1_1	campaign_sho_region_specialty_timber_2_lumberyards
2146859534	RigidModels\CampaignProps\campaign_ship_projectile.rigid_model_v2	0	campaign_ship_projectile
2146859539	RigidModels\CampaignProps\campaign_ship_projectile_04.rigid_model_v2	0	campaign_ship_projectile_04
2146859546	RigidModels\CampaignProps\campaign_ship_projectile_03.rigid_model_v2	0	campaign_ship_projectile_03
2146859554	RigidModels\CampaignProps\campaign_ship_projectile_02.rigid_model_v2	0	campaign_ship_projectile_02
2146859556	RigidModels\CampaignProps\campaign_ship_projectile_01.rigid_model_v2	0	campaign_ship_projectile_01
2146861173	RigidModels\CampaignBuildings\SHO_Kyoto_Castle_5_Citadel\campaign_sho_kyoto_5_citadel.rigid_model_v2	0	campaign_sho_castle_5_citadel:sho_custom_kyoto
2146861182	RigidModels\CampaignBuildings\SHO_Kyoto_Castle_4_Castle\campaign_sho_kyoto_4_castle.rigid_model_v2	0	campaign_sho_castle_4_castle:sho_custom_kyoto
2146861184	RigidModels\CampaignBuildings\SHO_Kyoto_Castle_3_Fortress\campaign_sho_kyoto_3_fortress.rigid_model_v2	0	campaign_sho_castle_3_fortress:sho_custom_kyoto
2146861189	RigidModels\CampaignBuildings\SHO_Kyoto_Castle_2_Stronghold\campaign_sho_kyoto_2_stronghold.rigid_model_v2	0	campaign_sho_castle_2_stronghold:sho_custom_kyoto
2146861194	RigidModels\CampaignBuildings\building_construction\sho_kyoto_castle_construction_lvl4.rigid_model_v2	0	campaign_sho_city_castle_construction_lvl5:sho_custom_kyoto
2146861200	RigidModels\CampaignBuildings\building_construction\sho_kyoto_castle_construction_lvl4.rigid_model_v2	0	campaign_sho_city_castle_construction_lvl4:sho_custom_kyoto
2146861210	RigidModels\CampaignBuildings\building_construction\sho_kyoto_castle_construction_lvl3.rigid_model_v2	0	campaign_sho_city_castle_construction_lvl3:sho_custom_kyoto
2146861212	RigidModels\CampaignBuildings\building_construction\sho_kyoto_castle_construction_lvl2.rigid_model_v2	0	campaign_sho_city_castle_construction_lvl2:sho_custom_kyoto
2146861217	RigidModels\CampaignBuildings\settlement_damage_lvl5.rigid_model_v2	0	campaign_settlement_building_smoke_lvl5
2146861218	RigidModels\CampaignBuildings\settlement_damage_lvl4.rigid_model_v2	0	campaign_settlement_building_smoke_lvl4
2146861225	RigidModels\CampaignBuildings\settlement_damage_lvl3.rigid_model_v2	0	campaign_settlement_building_smoke_lvl3
2146861229	RigidModels\CampaignBuildings\settlement_damage_lvl2.rigid_model_v2	0	campaign_settlement_building_smoke_lvl2
2146861236	RigidModels\CampaignBuildings\settlement_damage_lvl1.rigid_model_v2	0	campaign_settlement_building_smoke_lvl1
2146861237	RigidModels\Flags\sho_char_flag_naval_battle.rigid_model_v2	0	sho_char_flag_naval_battle
2146864318	RigidModels\Buildings\basket_empty_a_large\basket_empty_a_large_piece01_destruct01_lod01.rigid_model	2_1	basket_empty_a_large_piece01_destruct01
2146864328	RigidModels\Buildings\basket_empty_a_large\basket_empty_a_large_piece01_destruct01_lod03.rigid_model	2_2	basket_empty_a_large_piece01_destruct01
2146864332	RigidModels\Buildings\basket_empty_a_large\basket_empty_a_large_piece01_destruct02_lod01.rigid_model	2_1	basket_empty_a_large_piece01_destruct02
2146864335	RigidModels\Buildings\basket_empty_a_large\basket_empty_a_large_piece01_destruct02_lod03.rigid_model	2_2	basket_empty_a_large_piece01_destruct02
2146864522	RigidModels\Buildings\pontoon_03_flat_extender\Pontoon_03_Flat_Extender_piece01_destruct01_lod01.rigid_model	1_1	pontoon_03_flat_extender_piece01_destruct01
2146864529	RigidModels\Buildings\pontoon_02_high\Pontoon_02_High_piece01_destruct01_lod01.rigid_model	1_1	pontoon_02_high_piece01_destruct01
2146864591	RigidModels\Buildings\rack_fish_hanging\rack_fish_hanging_piece01_destruct01_lod01.rigid_model	2_1	rack_fish_hanging_piece01_destruct01
2146864594	RigidModels\Buildings\rack_fish_hanging\rack_fish_hanging_piece01_destruct01_lod03.rigid_model	2_2	rack_fish_hanging_piece01_destruct01
2146864603	RigidModels\Buildings\rack_fish_hanging\rack_fish_hanging_piece01_destruct02_lod01.rigid_model	2_1	rack_fish_hanging_piece01_destruct02
2146864613	RigidModels\Buildings\rack_fish_hanging\rack_fish_hanging_piece01_destruct02_lod03.rigid_model	2_2	rack_fish_hanging_piece01_destruct02
2146864879	RigidModels\Buildings\pontoon_wrecked_a\pontoon_wrecked_A_piece01_destruct01.rigid_model_v2	1_1	pontoon_wrecked_a_piece01_destruct01
2146864880	RigidModels\Buildings\pontoon_wrecked_a\pontoon_wrecked_A_piece01_destruct02.rigid_model_v2	1_1	pontoon_wrecked_a_piece01_destruct02
2146864917	RigidModels\Buildings\pontoon_wrecked_b\pontoon_wrecked_B_piece01_destruct01.rigid_model_v2	1_1	pontoon_wrecked_b_piece01_destruct01
2146864925	RigidModels\Buildings\pontoon_wrecked_b\pontoon_wrecked_B_piece01_destruct02.rigid_model_v2	1_1	pontoon_wrecked_b_piece01_destruct02
2146864938	RigidModels\Buildings\pontoon_wrecked_c\pontoon_wrecked_C_piece01_destruct01.rigid_model_v2	1_1	pontoon_wrecked_c_piece01_destruct01
2146864943	RigidModels\Buildings\pontoon_wrecked_c\pontoon_wrecked_C_piece01_destruct02.rigid_model_v2	1_1	pontoon_wrecked_c_piece01_destruct02
2146865115	RigidModels\Buildings\camp_fire_large\camp_fire_large_piece01_destruct01.rigid_model_v2	1_1	camp_fire_large_piece01_destruct01
2146865286	RigidModels\Buildings\market_stall_fruit_market\market_stall_fruit_market_piece01_destruct01.rigid_model_v2	1_1	market_stall_fruit_market_piece01_destruct01
2146865327	RigidModels\Buildings\table_no_maps\Table_No_Maps_piece01_destruct01.rigid_model_v2	1_1	table_no_maps_piece01_destruct01
2146865524	RigidModels\Buildings\pontoon_04_dock_a\Pontoon_04_Dock_A_piece01_destruct01_lod01.rigid_model	1_1	pontoon_04_dock_a_piece01_destruct01
2146865529	RigidModels\Buildings\boat_rack\boat_rack_piece01_destruct01.rigid_model_v2	1_1	boat_rack_piece01_destruct01
2146865534	RigidModels\Buildings\boat_rack\boat_rack_piece01_destruct02.rigid_model_v2	1_1	boat_rack_piece01_destruct02
2146865570	RigidModels\Buildings\pontoon_04_dock_b\Pontoon_04_Dock_B_piece01_destruct01_lod01.rigid_model	1_1	pontoon_04_dock_b_piece01_destruct01
2146865582	RigidModels\Buildings\pontoon_04_dock_c\Pontoon_04_Dock_C_piece01_destruct01_lod01.rigid_model	1_1	pontoon_04_dock_c_piece01_destruct01
2146865702	RigidModels\Buildings\basket_fish_a_large\basket_fish_a_large_piece01_destruct01_lod01.rigid_model	2_1	basket_fish_a_large_piece01_destruct01
2146865705	RigidModels\Buildings\basket_fish_a_large\basket_fish_a_large_piece01_destruct01_lod03.rigid_model	2_2	basket_fish_a_large_piece01_destruct01
2146865706	RigidModels\Buildings\basket_fish_a_large\basket_fish_a_large_piece01_destruct02_lod01.rigid_model	2_1	basket_fish_a_large_piece01_destruct02
2146865709	RigidModels\Buildings\basket_fish_a_large\basket_fish_a_large_piece01_destruct02_lod03.rigid_model	2_2	basket_fish_a_large_piece01_destruct02
2146865749	RigidModels\Buildings\basket_tea\basket_tea_piece01_destruct01_lod01.rigid_model	2_1	basket_tea_piece01_destruct01
2146865754	RigidModels\Buildings\basket_tea\basket_tea_piece01_destruct01_lod03.rigid_model	2_2	basket_tea_piece01_destruct01
2146865759	RigidModels\Buildings\basket_tea\basket_tea_piece01_destruct02_lod01.rigid_model	2_1	basket_tea_piece01_destruct02
2146865765	RigidModels\Buildings\basket_tea\basket_tea_piece01_destruct02_lod03.rigid_model	2_2	basket_tea_piece01_destruct02
2146865818	RigidModels\Buildings\pontoon_01_extender\Pontoon_01_Extender_piece01_destruct01_lod01.rigid_model	1_1	pontoon_01_extender_piece01_destruct01
2146865822	RigidModels\Buildings\market_stall_pottery_market\market_stall_pottery_market_piece01_destruct01.rigid_model_v2	1_1	market_stall_pottery_market_piece01_destruct01
2146865892	RigidModels\Buildings\pontoon_01\Pontoon_01_piece01_destruct01_lod01.rigid_model	1_1	pontoon_01_piece01_destruct01
2146866240	RigidModels\Buildings\basket_tea_large\basket_tea_large_piece01_destruct01_lod01.rigid_model	2_1	basket_tea_large_piece01_destruct01
2146866241	RigidModels\Buildings\basket_tea_large\basket_tea_large_piece01_destruct01_lod03.rigid_model	2_2	basket_tea_large_piece01_destruct01
2146866246	RigidModels\Buildings\basket_tea_large\basket_tea_large_piece01_destruct02_lod01.rigid_model	2_1	basket_tea_large_piece01_destruct02
2146866250	RigidModels\Buildings\basket_tea_large\basket_tea_large_piece01_destruct02_lod03.rigid_model	2_2	basket_tea_large_piece01_destruct02
2146866319	RigidModels\Buildings\rack_fish_drying\rack_fish_drying_piece01_destruct01_lod01.rigid_model	2_1	rack_fish_drying_piece01_destruct01
2146866324	RigidModels\Buildings\rack_fish_drying\rack_fish_drying_piece01_destruct01_lod03.rigid_model	2_2	rack_fish_drying_piece01_destruct01
2146866328	RigidModels\Buildings\rack_fish_drying\rack_fish_drying_piece01_destruct02_lod01.rigid_model	2_1	rack_fish_drying_piece01_destruct02
2146866333	RigidModels\Buildings\rack_fish_drying\rack_fish_drying_piece01_destruct02_lod03.rigid_model	2_2	rack_fish_drying_piece01_destruct02
2146866655	RigidModels\Buildings\basket_fish_a\basket_fish_A_piece01_destruct01_lod01.rigid_model	2_1	basket_fish_a_piece01_destruct01
2146866661	RigidModels\Buildings\basket_fish_a\basket_fish_A_piece01_destruct01_lod03.rigid_model	2_2	basket_fish_a_piece01_destruct01
2146866668	RigidModels\Buildings\basket_fish_a\basket_fish_A_piece01_destruct02_lod01.rigid_model	2_1	basket_fish_a_piece01_destruct02
2146866678	RigidModels\Buildings\basket_fish_a\basket_fish_A_piece01_destruct02_lod03.rigid_model	2_2	basket_fish_a_piece01_destruct02
2146866829	RigidModels\Buildings\market_stall_fish_market\market_stall_fish_market_piece01_destruct01.rigid_model_v2	1_1	market_stall_fish_market_piece01_destruct01
2146866840	RigidModels\Buildings\basket_empty_a\basket_empty_A_piece01_destruct01_lod01.rigid_model	2_1	basket_empty_a_piece01_destruct01
2146866848	RigidModels\Buildings\basket_empty_a\basket_empty_A_piece01_destruct01_lod03.rigid_model	2_2	basket_empty_a_piece01_destruct01
2146866851	RigidModels\Buildings\basket_empty_a\basket_empty_A_piece01_destruct02_lod01.rigid_model	2_1	basket_empty_a_piece01_destruct02
2146866856	RigidModels\Buildings\basket_empty_a\basket_empty_A_piece01_destruct02_lod03.rigid_model	2_2	basket_empty_a_piece01_destruct02
2146866859	RigidModels\Buildings\pontoon_02_high_extender\Pontoon_02_High_Extender_piece01_destruct01_lod01.rigid_model	1_1	pontoon_02_high_extender_piece01_destruct01
2146866864	RigidModels\Buildings\basket_empty_b\basket_empty_B_piece01_destruct01_lod01.rigid_model	2_1	basket_empty_b_piece01_destruct01
2146866872	RigidModels\Buildings\basket_empty_b\basket_empty_B_piece01_destruct01_lod03.rigid_model	2_2	basket_empty_b_piece01_destruct01
2146866873	RigidModels\Buildings\basket_empty_b\basket_empty_B_piece01_destruct02_lod01.rigid_model	2_1	basket_empty_b_piece01_destruct02
2146866874	RigidModels\Buildings\basket_empty_b\basket_empty_B_piece01_destruct02_lod03.rigid_model	2_2	basket_empty_b_piece01_destruct02
2146866949	RigidModels\Buildings\basket_empty_b_large\basket_empty_b_large_piece01_destruct01_lod01.rigid_model	2_1	basket_empty_b_large_piece01_destruct01
2146866958	RigidModels\Buildings\basket_empty_b_large\basket_empty_b_large_piece01_destruct01_lod03.rigid_model	2_2	basket_empty_b_large_piece01_destruct01
2146866965	RigidModels\Buildings\basket_empty_b_large\basket_empty_b_large_piece01_destruct02_lod01.rigid_model	2_1	basket_empty_b_large_piece01_destruct02
2146866971	RigidModels\Buildings\basket_empty_b_large\basket_empty_b_large_piece01_destruct02_lod03.rigid_model	2_2	basket_empty_b_large_piece01_destruct02
2146867032	RigidModels/CampaignBuildings//settlement_damage_lvl1.rigid_model_v2	1_1	settlement_damage_lvl1
2146867045	RigidModels/CampaignBuildings//settlement_damage_lvl2.rigid_model_v2	1_1	settlement_damage_lvl2
2146867067	RigidModels/CampaignBuildings//settlement_damage_lvl3.rigid_model_v2	1_1	settlement_damage_lvl3
2146867084	RigidModels/CampaignBuildings//settlement_damage_lvl4.rigid_model_v2	1_1	settlement_damage_lvl4
2146867089	RigidModels/CampaignBuildings//settlement_damage_lvl5.rigid_model_v2	1_1	settlement_damage_lvl5
2146867098	RigidModels/CampaignBuildings/SHO_Kyoto_Castle_2_Stronghold/campaign_sho_kyoto_2_stronghold.rigid_model_v2	1_1	campaign_sho_kyoto_2_stronghold
2146867111	RigidModels/CampaignBuildings/SHO_Kyoto_Castle_3_Fortress/campaign_sho_kyoto_3_fortress.rigid_model_v2	1_1	campaign_sho_kyoto_3_fortress
2146867121	RigidModels/CampaignBuildings/SHO_Kyoto_Castle_4_Castle/campaign_sho_kyoto_4_castle.rigid_model_v2	1_1	campaign_sho_kyoto_4_castle
2146867133	RigidModels/CampaignBuildings/SHO_Kyoto_Castle_5_Citadel/campaign_sho_kyoto_5_citadel.rigid_model_v2	1_1	campaign_sho_kyoto_5_citadel
2146867229	RigidModels\Buildings\pontoon_03_flat\Pontoon_03_Flat_piece01_destruct01_lod01.rigid_model	1_1	pontoon_03_flat_piece01_destruct01
2146867329	RigidModels/EventMarkers//famous_battle_event_marker_default.rigid_model_v2	1_1	famous_battle_event_marker_default
2146867352	RigidModels/Flags//sho_char_flag_naval_hull_damage.rigid_model_v2	1_1	sho_char_flag_naval_hull_damage
2146867380	RigidModels/Flags//sho_char_flag_naval_saildamage.rigid_model_v2	1_1	sho_char_flag_naval_saildamage
2146867387	RigidModels/Flags//sho_char_flag.rigid_model_v2	1_1	sho_char_flag
2146867396	RigidModels/Flags//sho_char_flagpole_battle.rigid_model_v2	1_1	sho_char_flagpole_battle
2146867438	RigidModels/Flags//sho_char_flagpole_naval.rigid_model_v2	1_1	sho_char_flagpole_naval
2146867447	RigidModels/Flags//sho_char_flag_morale.rigid_model_v2	1_1	sho_char_flag_morale
2146867455	RigidModels/Flags//sho_char_flagpole_naval_battle.rigid_model_v2	1_1	sho_char_flagpole_naval_battle
2146867484	RigidModels/Flags//sho_char_flag_naval.rigid_model_v2	1_1	sho_char_flag_naval
2146867487	RigidModels/Flags//generic_circle.rigid_model_v2	1_1	generic_circle
2146867490	RigidModels/Flags//combat_ratio.rigid_model_v2	1_1	combat_ratio
2146867497	RigidModels/CampaignBuildings/Building_construction//sho_city_castle_construction_lvl5.rigid_model_v2	1_1	sho_city_castle_construction_lvl5
2146867501	RigidModels/CampaignBuildings/Building_construction//sho_city_settlement_construction_lvl5.rigid_model_v2	1_1	sho_city_settlement_construction_lvl5
2146867510	RigidModels/CampaignBuildings/Building_construction//sho_city_castle_construction_lvl3.rigid_model_v2	1_1	sho_city_castle_construction_lvl3
2146867515	RigidModels/CampaignBuildings/Building_construction//sho_port_large_construction.rigid_model_v2	1_1	sho_port_large_construction
2146867524	RigidModels/CampaignBuildings/Building_construction//sho_city_settlement_construction_lvl1.rigid_model_v2	1_1	sho_city_settlement_construction_lvl1
