child_key	parent_key	initial_descent_tiers	parent_link_position	child_link_position
rom_ibe_general_warmonger_4	rom_ibe_general_warmonger_1	0	0	0
rom_ibe_general_warmonger_5	rom_ibe_general_warmonger_1	0	0	0
rom_ibe_general_warmonger_6	rom_ibe_general_warmonger_1	0	0	0
rom_ibe_general_warmonger_7	rom_ibe_general_warmonger_1	0	0	0
rom_ibe_general_warmonger_8	rom_ibe_general_warmonger_1	0	0	0
rom_ibe_general_warmonger_9	rom_ibe_general_warmonger_1	0	0	0
rom_ily_general_bard_2	rom_ily_general_bard_1	0	0	0
rom_ily_general_bard_3	rom_ily_general_bard_1	0	0	0
rom_ily_general_bard_4	rom_ily_general_bard_1	0	0	0
rom_ily_general_bard_5	rom_ily_general_bard_1	0	0	0
rom_ily_general_bard_6	rom_ily_general_bard_1	0	0	0
rom_ily_general_bard_7	rom_ily_general_bard_1	0	0	0
rom_ily_general_bard_8	rom_ily_general_bard_1	0	0	0
rom_ily_general_bard_9	rom_ily_general_bard_1	0	0	0
rom_ily_general_strategist_10	rom_ily_general_strategist_1	0	0	0
rom_ily_general_strategist_2	rom_ily_general_strategist_1	0	0	0
rom_ily_general_strategist_3	rom_ily_general_strategist_1	0	0	0
rom_ily_general_strategist_4	rom_ily_general_strategist_1	0	0	0
rom_ily_general_strategist_5	rom_ily_general_strategist_1	0	0	0
rom_ily_general_strategist_6	rom_ily_general_strategist_1	0	0	0
rom_ily_general_strategist_7	rom_ily_general_strategist_1	0	0	0
rom_ily_general_strategist_8	rom_ily_general_strategist_1	0	0	0
rom_ily_general_strategist_9	rom_ily_general_strategist_1	0	0	0
rom_ily_general_warmonger_2	rom_ily_general_warmonger_1	0	0	0
rom_ily_general_warmonger_3	rom_ily_general_warmonger_1	0	0	0
rom_ily_general_warmonger_4	rom_ily_general_warmonger_1	0	0	0
rom_ily_general_warmonger_5	rom_ily_general_warmonger_1	0	0	0
rom_ily_general_warmonger_6	rom_ily_general_warmonger_1	0	0	0
rom_ily_general_warmonger_7	rom_ily_general_warmonger_1	0	0	0
rom_ily_general_warmonger_8	rom_ily_general_warmonger_1	0	0	0
rom_ily_general_warmonger_9	rom_ily_general_warmonger_1	0	0	0
rom_ita_general_commander_2	rom_ita_general_commander_1	0	0	0
rom_ita_general_commander_3	rom_ita_general_commander_1	0	0	0
rom_ita_general_commander_4	rom_ita_general_commander_1	0	0	0
rom_ita_general_commander_5	rom_ita_general_commander_1	0	0	0
rom_ita_general_commander_6	rom_ita_general_commander_1	0	0	0
rom_ita_general_commander_7	rom_ita_general_commander_1	0	0	0
rom_ita_general_commander_8	rom_ita_general_commander_1	0	0	0
rom_ita_general_commander_9	rom_ita_general_commander_1	0	0	0
rom_ita_general_strategist_10	rom_ita_general_strategist_1	0	0	0
rom_ita_general_strategist_2	rom_ita_general_strategist_1	0	0	0
rom_ita_general_strategist_3	rom_ita_general_strategist_1	0	0	0
rom_ita_general_strategist_4	rom_ita_general_strategist_1	0	0	0
rom_ita_general_strategist_5	rom_ita_general_strategist_1	0	0	0
rom_ita_general_strategist_6	rom_ita_general_strategist_1	0	0	0
rom_ita_general_strategist_7	rom_ita_general_strategist_1	0	0	0
rom_ita_general_strategist_8	rom_ita_general_strategist_1	0	0	0
rom_ita_general_strategist_9	rom_ita_general_strategist_1	0	0	0
rom_ita_general_warmonger_2	rom_ita_general_warmonger_1	0	0	0
rom_ita_general_warmonger_3	rom_ita_general_warmonger_1	0	0	0
rom_ita_general_warmonger_4	rom_ita_general_warmonger_1	0	0	0
rom_ita_general_warmonger_5	rom_ita_general_warmonger_1	0	0	0
rom_ita_general_warmonger_6	rom_ita_general_warmonger_1	0	0	0
rom_ita_general_warmonger_7	rom_ita_general_warmonger_1	0	0	0
rom_ita_general_warmonger_8	rom_ita_general_warmonger_1	0	0	0
rom_ita_general_warmonger_9	rom_ita_general_warmonger_1	0	0	0
rom_nom_general_commander_2	rom_nom_general_commander_1	0	0	0
rom_nom_general_commander_3	rom_nom_general_commander_1	0	0	0
rom_nom_general_commander_4	rom_nom_general_commander_1	0	0	0
rom_nom_general_commander_5	rom_nom_general_commander_1	0	0	0
rom_nom_general_commander_6	rom_nom_general_commander_1	0	0	0
rom_nom_general_commander_7	rom_nom_general_commander_1	0	0	0
rom_nom_general_commander_8	rom_nom_general_commander_1	0	0	0
rom_nom_general_commander_9	rom_nom_general_commander_1	0	0	0
rom_nom_general_strategist_2	rom_nom_general_strategist_1	0	0	0
rom_nom_general_strategist_3	rom_nom_general_strategist_1	0	0	0
rom_nom_general_strategist_4	rom_nom_general_strategist_1	0	0	0
rom_nom_general_strategist_5	rom_nom_general_strategist_1	0	0	0
rom_nom_general_strategist_6	rom_nom_general_strategist_1	0	0	0
rom_nom_general_strategist_7	rom_nom_general_strategist_1	0	0	0
rom_nom_general_strategist_8	rom_nom_general_strategist_1	0	0	0
rom_nom_general_strategist_9	rom_nom_general_strategist_1	0	0	0
rom_nom_general_warmonger_10	rom_nom_general_warmonger_1	0	0	0
rom_nom_general_warmonger_2	rom_nom_general_warmonger_1	0	0	0
rom_nom_general_warmonger_3	rom_nom_general_warmonger_1	0	0	0
rom_nom_general_warmonger_4	rom_nom_general_warmonger_1	0	0	0
rom_nom_general_warmonger_5	rom_nom_general_warmonger_1	0	0	0
rom_nom_general_warmonger_6	rom_nom_general_warmonger_1	0	0	0
rom_nom_general_warmonger_7	rom_nom_general_warmonger_1	0	0	0
rom_nom_general_warmonger_8	rom_nom_general_warmonger_1	0	0	0
rom_nom_general_warmonger_9	rom_nom_general_warmonger_1	0	0	0
rom_num_general_commander_2	rom_num_general_commander_1	0	0	0
rom_num_general_commander_3	rom_num_general_commander_1	0	0	0
rom_num_general_commander_4	rom_num_general_commander_1	0	0	0
rom_num_general_commander_5	rom_num_general_commander_1	0	0	0
rom_num_general_commander_6	rom_num_general_commander_1	0	0	0
rom_num_general_commander_7	rom_num_general_commander_1	0	0	0
rom_num_general_commander_8	rom_num_general_commander_1	0	0	0
rom_num_general_commander_9	rom_num_general_commander_1	0	0	0
rom_num_general_strategist_2	rom_num_general_strategist_1	0	0	0
rom_num_general_strategist_3	rom_num_general_strategist_1	0	0	0
rom_num_general_strategist_4	rom_num_general_strategist_1	0	0	0
rom_num_general_strategist_5	rom_num_general_strategist_1	0	0	0
rom_num_general_strategist_6	rom_num_general_strategist_1	0	0	0
rom_num_general_strategist_7	rom_num_general_strategist_1	0	0	0
rom_num_general_strategist_8	rom_num_general_strategist_1	0	0	0
rom_num_general_strategist_9	rom_num_general_strategist_1	0	0	0
rom_num_general_warmonger_10	rom_num_general_warmonger_1	0	0	0
rom_num_general_warmonger_2	rom_num_general_warmonger_1	0	0	0
rom_num_general_warmonger_3	rom_num_general_warmonger_1	0	0	0
rom_num_general_warmonger_4	rom_num_general_warmonger_1	0	0	0
rom_num_general_warmonger_5	rom_num_general_warmonger_1	0	0	0
rom_num_general_warmonger_6	rom_num_general_warmonger_1	0	0	0
rom_num_general_warmonger_7	rom_num_general_warmonger_1	0	0	0
rom_num_general_warmonger_8	rom_num_general_warmonger_1	0	0	0
rom_num_general_warmonger_9	rom_num_general_warmonger_1	0	0	0
rom_nur_general_bard_2	rom_nur_general_bard_1	0	0	0
rom_nur_general_bard_3	rom_nur_general_bard_1	0	0	0
rom_nur_general_bard_4	rom_nur_general_bard_1	0	0	0
rom_nur_general_bard_5	rom_nur_general_bard_1	0	0	0
rom_nur_general_bard_6	rom_nur_general_bard_1	0	0	0
rom_nur_general_bard_7	rom_nur_general_bard_1	0	0	0
rom_nur_general_bard_8	rom_nur_general_bard_1	0	0	0
rom_nur_general_bard_9	rom_nur_general_bard_1	0	0	0
rom_nur_general_strategist_10	rom_nur_general_strategist_1	0	0	0
rom_nur_general_strategist_2	rom_nur_general_strategist_1	0	0	0
rom_nur_general_strategist_3	rom_nur_general_strategist_1	0	0	0
rom_nur_general_strategist_4	rom_nur_general_strategist_1	0	0	0
rom_nur_general_strategist_5	rom_nur_general_strategist_1	0	0	0
rom_nur_general_strategist_6	rom_nur_general_strategist_1	0	0	0
rom_nur_general_strategist_7	rom_nur_general_strategist_1	0	0	0
rom_nur_general_strategist_8	rom_nur_general_strategist_1	0	0	0
rom_nur_general_strategist_9	rom_nur_general_strategist_1	0	0	0
rom_nur_general_warmonger_2	rom_nur_general_warmonger_1	0	0	0
rom_nur_general_warmonger_3	rom_nur_general_warmonger_1	0	0	0
rom_nur_general_warmonger_4	rom_nur_general_warmonger_1	0	0	0
rom_nur_general_warmonger_5	rom_nur_general_warmonger_1	0	0	0
rom_nur_general_warmonger_6	rom_nur_general_warmonger_1	0	0	0
rom_nur_general_warmonger_7	rom_nur_general_warmonger_1	0	0	0
rom_nur_general_warmonger_8	rom_nur_general_warmonger_1	0	0	0
rom_nur_general_warmonger_9	rom_nur_general_warmonger_1	0	0	0
rom_par_general_commander_10	rom_par_general_commander_1	0	0	0
rom_par_general_commander_11	rom_par_general_commander_1	0	0	0
rom_par_general_commander_2	rom_par_general_commander_1	0	0	0
rom_par_general_commander_3	rom_par_general_commander_1	0	0	0
rom_par_general_commander_4	rom_par_general_commander_1	0	0	0
rom_par_general_commander_5	rom_par_general_commander_1	0	0	0
rom_par_general_commander_6	rom_par_general_commander_1	0	0	0
rom_par_general_commander_7	rom_par_general_commander_1	0	0	0
rom_par_general_commander_8	rom_par_general_commander_1	0	0	0
rom_par_general_commander_9	rom_par_general_commander_1	0	0	0
rom_par_general_strategist_2	rom_par_general_strategist_1	0	0	0
rom_par_general_strategist_3	rom_par_general_strategist_1	0	0	0
rom_par_general_strategist_4	rom_par_general_strategist_1	0	0	0
rom_par_general_strategist_5	rom_par_general_strategist_1	0	0	0
rom_par_general_strategist_6	rom_par_general_strategist_1	0	0	0
rom_par_general_strategist_7	rom_par_general_strategist_1	0	0	0
rom_par_general_strategist_8	rom_par_general_strategist_1	0	0	0
rom_par_general_warmonger_2	rom_par_general_warmonger_1	0	0	0
rom_par_general_warmonger_3	rom_par_general_warmonger_1	0	0	0
rom_par_general_warmonger_4	rom_par_general_warmonger_1	0	0	0
rom_par_general_warmonger_5	rom_par_general_warmonger_1	0	0	0
rom_par_general_warmonger_6	rom_par_general_warmonger_1	0	0	0
rom_par_general_warmonger_7	rom_par_general_warmonger_1	0	0	0
rom_par_general_warmonger_8	rom_par_general_warmonger_1	0	0	0
rom_par_general_warmonger_9	rom_par_general_warmonger_1	0	0	0
rom_pon_general_commander_2	rom_pon_general_commander_1	0	0	0
rom_pon_general_commander_3	rom_pon_general_commander_1	0	0	0
rom_pon_general_commander_4	rom_pon_general_commander_1	0	0	0
rom_pon_general_commander_5	rom_pon_general_commander_1	0	0	0
rom_pon_general_commander_6	rom_pon_general_commander_1	0	0	0
rom_pon_general_commander_7	rom_pon_general_commander_1	0	0	0
rom_pon_general_commander_8	rom_pon_general_commander_1	0	0	0
rom_pon_general_commander_9	rom_pon_general_commander_1	0	0	0
rom_pon_general_philosopher_10	rom_pon_general_philosopher_1	0	0	0
rom_pon_general_philosopher_2	rom_pon_general_philosopher_1	0	0	0
rom_pon_general_philosopher_3	rom_pon_general_philosopher_1	0	0	0
rom_pon_general_philosopher_4	rom_pon_general_philosopher_1	0	0	0
rom_pon_general_philosopher_5	rom_pon_general_philosopher_1	0	0	0
rom_pon_general_philosopher_6	rom_pon_general_philosopher_1	0	0	0
rom_pon_general_philosopher_7	rom_pon_general_philosopher_1	0	0	0
rom_pon_general_philosopher_8	rom_pon_general_philosopher_1	0	0	0
rom_pon_general_philosopher_9	rom_pon_general_philosopher_1	0	0	0
rom_pon_general_strategist_2	rom_pon_general_strategist_1	0	0	0
rom_pon_general_strategist_3	rom_pon_general_strategist_1	0	0	0
rom_pon_general_strategist_4	rom_pon_general_strategist_1	0	0	0
rom_pon_general_strategist_5	rom_pon_general_strategist_1	0	0	0
rom_pon_general_strategist_6	rom_pon_general_strategist_1	0	0	0
rom_pon_general_strategist_7	rom_pon_general_strategist_1	0	0	0
rom_pon_general_strategist_8	rom_pon_general_strategist_1	0	0	0
rom_pon_general_strategist_9	rom_pon_general_strategist_1	0	0	0
rom_pun_general_commander_2	rom_pun_general_commander_1	0	0	0
rom_pun_general_commander_3	rom_pun_general_commander_1	0	0	0
rom_pun_general_commander_4	rom_pun_general_commander_1	0	0	0
rom_pun_general_commander_5	rom_pun_general_commander_1	0	0	0
rom_pun_general_commander_6	rom_pun_general_commander_1	0	0	0
rom_pun_general_commander_7	rom_pun_general_commander_1	0	0	0
rom_pun_general_commander_8	rom_pun_general_commander_1	0	0	0
rom_pun_general_commander_9	rom_pun_general_commander_1	0	0	0
rom_pun_general_contractor_2	rom_pun_general_contractor_1	0	0	0
rom_pun_general_contractor_3	rom_pun_general_contractor_1	0	0	0
rom_pun_general_contractor_4	rom_pun_general_contractor_1	0	0	0
rom_pun_general_contractor_5	rom_pun_general_contractor_1	0	0	0
rom_pun_general_contractor_6	rom_pun_general_contractor_1	0	0	0
rom_pun_general_contractor_7	rom_pun_general_contractor_1	0	0	0
rom_pun_general_contractor_8	rom_pun_general_contractor_1	0	0	0
rom_pun_general_contractor_9	rom_pun_general_contractor_1	0	0	0
rom_pun_general_port_master_10	rom_pun_general_port_master_1	0	0	0
rom_pun_general_port_master_2	rom_pun_general_port_master_1	0	0	0
rom_pun_general_port_master_3	rom_pun_general_port_master_1	0	0	0
rom_pun_general_port_master_4	rom_pun_general_port_master_1	0	0	0
rom_pun_general_port_master_5	rom_pun_general_port_master_1	0	0	0
rom_pun_general_port_master_6	rom_pun_general_port_master_1	0	0	0
rom_pun_general_port_master_7	rom_pun_general_port_master_1	0	0	0
rom_pun_general_port_master_8	rom_pun_general_port_master_1	0	0	0
rom_pun_general_port_master_9	rom_pun_general_port_master_1	0	0	0
rom_rome_general_commander_2	rom_rome_general_commander_1	0	0	0
rom_rome_general_commander_3	rom_rome_general_commander_1	0	0	0
rom_rome_general_commander_4	rom_rome_general_commander_1	0	0	0
rom_rome_general_commander_5	rom_rome_general_commander_1	0	0	0
rom_rome_general_commander_6	rom_rome_general_commander_1	0	0	0
rom_rome_general_commander_7	rom_rome_general_commander_1	0	0	0
rom_rome_general_commander_8	rom_rome_general_commander_1	0	0	0
rom_rome_general_commander_9	rom_rome_general_commander_1	0	0	0
rom_rome_general_strategist_10	rom_rome_general_strategist_1	0	0	0
rom_rome_general_strategist_2	rom_rome_general_strategist_1	0	0	0
rom_rome_general_strategist_3	rom_rome_general_strategist_1	0	0	0
rom_rome_general_strategist_4	rom_rome_general_strategist_1	0	0	0
rom_rome_general_strategist_5	rom_rome_general_strategist_1	0	0	0
rom_rome_general_strategist_6	rom_rome_general_strategist_1	0	0	0
rom_rome_general_strategist_7	rom_rome_general_strategist_1	0	0	0
rom_rome_general_strategist_8	rom_rome_general_strategist_1	0	0	0
rom_rome_general_strategist_9	rom_rome_general_strategist_1	0	0	0
rom_rome_general_warmonger_2	rom_rome_general_warmonger_1	0	0	0
rom_rome_general_warmonger_3	rom_rome_general_warmonger_1	0	0	0
rom_rome_general_warmonger_4	rom_rome_general_warmonger_1	0	0	0
rom_rome_general_warmonger_5	rom_rome_general_warmonger_1	0	0	0
rom_rome_general_warmonger_6	rom_rome_general_warmonger_1	0	0	0
rom_rome_general_warmonger_7	rom_rome_general_warmonger_1	0	0	0
rom_rome_general_warmonger_8	rom_rome_general_warmonger_1	0	0	0
rom_rome_general_warmonger_9	rom_rome_general_warmonger_1	0	0	0
rom_thr_general_bard_2	rom_thr_general_bard_1	0	0	0
rom_thr_general_bard_3	rom_thr_general_bard_1	0	0	0
rom_thr_general_bard_4	rom_thr_general_bard_1	0	0	0
rom_thr_general_bard_5	rom_thr_general_bard_1	0	0	0
rom_thr_general_bard_6	rom_thr_general_bard_1	0	0	0
rom_thr_general_bard_7	rom_thr_general_bard_1	0	0	0
rom_thr_general_bard_8	rom_thr_general_bard_1	0	0	0
rom_thr_general_bard_9	rom_thr_general_bard_1	0	0	0
rom_thr_general_strategist_10	rom_thr_general_strategist_1	0	0	0
rom_thr_general_strategist_2	rom_thr_general_strategist_1	0	0	0
rom_thr_general_strategist_3	rom_thr_general_strategist_1	0	0	0
rom_thr_general_strategist_4	rom_thr_general_strategist_1	0	0	0
rom_thr_general_strategist_5	rom_thr_general_strategist_1	0	0	0
rom_thr_general_strategist_6	rom_thr_general_strategist_1	0	0	0
rom_thr_general_strategist_7	rom_thr_general_strategist_1	0	0	0
rom_thr_general_strategist_8	rom_thr_general_strategist_1	0	0	0
rom_thr_general_strategist_9	rom_thr_general_strategist_1	0	0	0
rom_thr_general_warmonger_2	rom_thr_general_warmonger_1	0	0	0
rom_thr_general_warmonger_3	rom_thr_general_warmonger_1	0	0	0
rom_thr_general_warmonger_4	rom_thr_general_warmonger_1	0	0	0
rom_thr_general_warmonger_5	rom_thr_general_warmonger_1	0	0	0
rom_thr_general_warmonger_6	rom_thr_general_warmonger_1	0	0	0
rom_thr_general_warmonger_7	rom_thr_general_warmonger_1	0	0	0
rom_thr_general_warmonger_8	rom_thr_general_warmonger_1	0	0	0
rom_thr_general_warmonger_9	rom_thr_general_warmonger_1	0	0	0
