campaign	id	region	slot_template	slot_type
main_3c	13103	emp_arabia_felix_marib	3c_major_navalbuff	secondary
main_3c	13107	emp_arabia_felix_marib	major_primary	primary
main_3c	13117	emp_arabia_felix_maas_gat	port	port
main_3c	13123	emp_arabia_felix_maas_gat	minor_secondary	secondary
main_3c	13126	emp_arabia_felix_maas_gat	minor_primary	primary
main_rome	1312	rom_suebia_bomeranorum	minor_secondary	secondary
main_3c	13131	emp_arabia_felix_eudaemon	port	port
main_3c	13132	emp_arabia_felix_eudaemon	minor_secondary	secondary
main_3c	13137	emp_arabia_felix_eudaemon	minor_primary	primary
main_3c	13144	emp_aquitania_limonum	minor_secondary	secondary
main_3c	13154	emp_aquitania_limonum	minor_primary	primary
main_3c	13162	emp_aquitania_gergovia	minor_secondary	secondary
main_3c	13172	emp_aquitania_gergovia	minor_primary	primary
main_3c	13177	emp_aquitania_burdigala	port	port
main_3c	13185	emp_aquitania_burdigala	3c_major_navalbuff	secondary
main_3c	13187	emp_aquitania_burdigala	major_primary	primary
main_3c	13197	emp_africa_macomades	port	port
main_3c	13206	emp_africa_macomades	minor_secondary	secondary
main_3c	13209	emp_africa_macomades	minor_primary	primary
main_3c	13213	emp_africa_leptis_magna	port	port
main_3c	13220	emp_africa_leptis_magna	minor_secondary	secondary
main_3c	13229	emp_africa_leptis_magna	minor_primary	primary
main_rome	1322	rom_suebia_lusatia	major_primary	primary
main_3c	13236	emp_africa_hadrumentum	port	port
main_3c	13241	emp_africa_hadrumentum	minor_secondary	secondary
main_3c	13247	emp_africa_hadrumentum	minor_primary	primary
main_3c	13255	emp_africa_carthago	port	port
main_3c	13263	emp_africa_carthago	3c_major_navalbuff	secondary
main_3c	13272	emp_africa_carthago	major_primary	primary
main_3c	13276	emp_aethiopia_ptolemais_theron	port	port
main_3c	13285	emp_aethiopia_ptolemais_theron	minor_secondary	secondary
main_3c	13293	emp_aethiopia_ptolemais_theron	minor_primary	primary
main_3c	13302	emp_aethiopia_meroe	3c_major_navalbuff	secondary
main_3c	13306	emp_aethiopia_meroe	major_primary	primary
main_rome	1330	rom_suebia_lusatia	major_secondary	secondary
main_3c	13313	emp_aethiopia_aksum	minor_secondary	secondary
main_3c	13323	emp_aethiopia_aksum	minor_primary	primary
main_3c	13332	emp_aegyptos_myos_hormos	port	port
main_3c	13333	emp_aegyptos_myos_hormos	minor_secondary	secondary
main_3c	13334	emp_aegyptos_myos_hormos	minor_primary	primary
main_3c	13343	emp_aegyptos_memphis	minor_secondary	secondary
main_3c	13347	emp_aegyptos_memphis	minor_primary	primary
main_3c	13350	emp_aegyptos_diospolis	minor_secondary	secondary
main_3c	13351	emp_aegyptos_diospolis	minor_primary	primary
main_3c	13360	emp_aegyptos_alexandria	port	port
main_3c	13361	emp_aegyptos_alexandria	3c_major_navalbuff	secondary
main_3c	13362	emp_aegyptos_alexandria	major_primary	primary
main_3c	13370	emp_achaia_sparta	minor_secondary	secondary
main_3c	13371	emp_achaia_sparta	minor_primary	primary
main_3c	13377	emp_achaia_gortyna	port	port
main_rome	1337	rom_sarmatia_aestia	minor_primary	primary
main_3c	13384	emp_achaia_gortyna	minor_secondary	secondary
main_3c	13385	emp_achaia_gortyna	minor_primary	primary
main_3c	13392	emp_achaia_athenae	port	port
main_3c	13394	emp_achaia_athenae	3c_major_navalbuff	secondary
main_3c	13395	emp_achaia_athenae	major_primary	primary
main_invasion	13402	inv_apulia_barion	minor_primary	primary
main_invasion	13409	inv_balaria_olbia	major_primary	primary
main_invasion	13410	inv_bruttium_consentia	major_primary	primary
main_invasion	13418	inv_calabria_taranto	major_primary	primary
main_invasion	13428	inv_campania_neapolis	major_primary	primary
main_invasion	13435	inv_carthago_carthago	major_primary	primary
main_invasion	13437	inv_corsica_aleria	major_primary	primary
main_rome	1343	rom_sarmatia_aestia	port	port
main_invasion	13446	inv_elymia_agrigento	major_primary	primary
main_invasion	13455	inv_etruria_viesul	major_primary	primary
main_invasion	13463	inv_frentania_aesernia	major_primary	primary
main_invasion	13470	inv_gallia_cispadana_placentia	major_primary	primary
main_invasion	13473	inv_gallia_transpadana_mediolanum	major_primary	primary
main_invasion	13476	inv_ioleia_caralis	major_primary	primary
main_invasion	13480	inv_italia_rhegion	major_primary	primary
main_invasion	13487	inv_latium_antium	major_primary	primary
main_invasion	13491	inv_lepontii_oscela	major_primary	primary
main_invasion	13500	inv_liguria_stalia	major_primary	primary
main_invasion	13508	inv_lucania_potentia	major_primary	primary
main_invasion	13516	inv_picenum_ausculum	major_primary	primary
main_invasion	13521	inv_raetia_tridentum	major_primary	primary
main_invasion	13524	inv_roma_roma	major_primary	primary
main_invasion	13527	inv_sabinium_alba_fucens	major_primary	primary
main_invasion	13529	inv_samnium_bovianum	major_primary	primary
main_rome	1352	rom_sarmatia_aestia	minor_secondary	secondary
main_invasion	13539	inv_senonia_ariminum	major_primary	primary
main_invasion	13547	inv_sicania_agyrion	major_primary	primary
main_invasion	13557	inv_sikelia_syracuse	major_primary	primary
main_invasion	13560	inv_tarchuna_tarchuna	major_primary	primary
main_invasion	13565	inv_tuscia_aritim	major_primary	primary
main_invasion	13575	inv_umbria_spolettium	major_primary	primary
main_invasion	13577	inv_vei_vei	major_primary	primary
main_invasion	13586	inv_venetia_patavium	major_primary	primary
main_invasion	13595	inv_apulia_barion	minor_secondary	secondary
main_invasion	13596	inv_balaria_olbia	major_secondary	secondary
main_invasion	13605	inv_bruttium_consentia	major_secondary	secondary
main_invasion	13608	inv_calabria_taranto	major_secondary	secondary
main_invasion	13612	inv_campania_neapolis	major_secondary	secondary
main_invasion	13617	inv_carthago_carthago	major_secondary	secondary
main_invasion	13624	inv_corsica_aleria	major_secondary	secondary
main_rome	1362	rom_sarmatia_pripet	major_primary	primary
main_invasion	13630	inv_elymia_agrigento	major_secondary	secondary
main_invasion	13632	inv_etruria_viesul	major_secondary	secondary
main_invasion	13634	inv_frentania_aesernia	major_secondary	secondary
main_invasion	13636	inv_gallia_cispadana_placentia	major_secondary	secondary
main_invasion	13643	inv_gallia_transpadana_mediolanum	major_secondary	secondary
main_invasion	13649	inv_ioleia_caralis	major_secondary	secondary
main_invasion	13657	inv_italia_rhegion	major_secondary	secondary
main_invasion	13659	inv_latium_antium	major_secondary	secondary
main_invasion	13663	inv_lepontii_oscela	major_secondary	secondary
main_invasion	13664	inv_liguria_stalia	major_secondary	secondary
main_invasion	13665	inv_lucania_potentia	major_secondary	secondary
main_invasion	13668	inv_picenum_ausculum	major_secondary	secondary
main_invasion	13669	inv_raetia_tridentum	major_secondary	secondary
main_invasion	13674	inv_roma_roma	major_secondary	secondary
main_invasion	13680	inv_sabinium_alba_fucens	major_secondary	secondary
main_invasion	13682	inv_samnium_bovianum	major_secondary	secondary
main_invasion	13691	inv_senonia_ariminum	major_secondary	secondary
main_invasion	13693	inv_sicania_agyrion	major_secondary	secondary
main_invasion	13698	inv_sikelia_syracuse	major_secondary	secondary
main_rome	136	rom_magna_graecia_calabria	port	port
main_invasion	13703	inv_tarchuna_tarchuna	major_secondary	secondary
main_invasion	13711	inv_tuscia_aritim	major_secondary	secondary
main_invasion	13721	inv_umbria_spolettium	major_secondary	secondary
main_invasion	13729	inv_vei_vei	major_secondary	secondary
main_rome	1372	rom_sarmatia_pripet	major_secondary	secondary
main_invasion	13733	inv_venetia_patavium	major_secondary	secondary
main_invasion	13740	inv_apulia_herdonia	major_secondary	secondary
main_invasion	13745	inv_apulia_siponto	minor_secondary	secondary
main_invasion	13749	inv_apulia_sylbion	minor_secondary	secondary
main_invasion	13759	inv_balaria_alghero	minor_secondary	secondary
main_rome	1375	rom_sarmatia_galicia	minor_primary	primary
main_invasion	13764	inv_balaria_nurra	minor_secondary	secondary
main_invasion	13765	inv_balaria_sassari	minor_secondary	secondary
main_invasion	13774	inv_bruttium_croton	minor_secondary	secondary
main_invasion	13776	inv_bruttium_terina	minor_secondary	secondary
main_invasion	13784	inv_bruttium_thurii	minor_secondary	secondary
main_invasion	13793	inv_calabria_brentesion	minor_secondary	secondary
main_invasion	13795	inv_calabria_hydrus	minor_secondary	secondary
main_rome	137	rom_magna_graecia_calabria	major_secondary	secondary
main_invasion	13804	inv_calabria_manduria	minor_secondary	secondary
main_invasion	13805	inv_campania_capua	minor_secondary	secondary
main_invasion	13809	inv_campania_poseidonia	minor_secondary	secondary
main_invasion	13816	inv_carthago_utica	minor_secondary	secondary
main_invasion	13826	inv_corsica_mantinorum	minor_secondary	secondary
main_rome	1382	rom_sarmatia_galicia	minor_secondary	secondary
main_invasion	13834	inv_corsica_pallas	minor_secondary	secondary
main_invasion	13844	inv_elymia_entella	minor_secondary	secondary
main_invasion	13851	inv_elymia_motya	minor_secondary	secondary
main_invasion	13859	inv_elymia_panormus	minor_secondary	secondary
main_invasion	13861	inv_etruria_luna	minor_secondary	secondary
main_invasion	13864	inv_etruria_pisa	minor_secondary	secondary
main_invasion	13871	inv_etruria_sarsina	minor_secondary	secondary
main_invasion	13873	inv_frentania_histonium	minor_secondary	secondary
main_invasion	13877	inv_frentania_teate	minor_secondary	secondary
main_invasion	13882	inv_gallia_cispadana_felsina	minor_secondary	secondary
main_invasion	13891	inv_gallia_cispadana_parma	minor_secondary	secondary
main_invasion	13892	inv_gallia_cispadana_ravenna	minor_secondary	secondary
main_invasion	13895	inv_gallia_transpadana_brixia	minor_secondary	secondary
main_rome	138	rom_magna_graecia_lilybaion	port	port
main_invasion	13901	inv_gallia_transpadana_eporedia	minor_secondary	secondary
main_invasion	13905	inv_gallia_transpadana_vercelum	minor_secondary	secondary
main_invasion	13910	inv_ioleia_bosa	minor_secondary	secondary
main_invasion	13914	inv_ioleia_su_nuraxi	minor_secondary	secondary
main_invasion	13921	inv_ioleia_sulci	minor_secondary	secondary
main_invasion	13926	inv_italia_hipponion	minor_secondary	secondary
main_rome	1392	rom_silesia_silesia	major_primary	primary
main_invasion	13932	inv_italia_locri	minor_secondary	secondary
main_invasion	13941	inv_italia_skyllition	minor_secondary	secondary
main_invasion	13951	inv_latium_anagni	minor_secondary	secondary
main_invasion	13959	inv_latium_casinum	minor_secondary	secondary
main_invasion	13969	inv_latium_fregellae	minor_secondary	secondary
main_invasion	13970	inv_lepontii_clavenna	minor_secondary	secondary
main_invasion	13973	inv_lepontii_comum	minor_secondary	secondary
main_invasion	13976	inv_liguria_albingaunum	minor_secondary	secondary
main_invasion	13977	inv_liguria_asta	minor_secondary	secondary
main_invasion	13979	inv_liguria_retovium	minor_secondary	secondary
main_invasion	13988	inv_lucania_aceruntia	minor_secondary	secondary
main_invasion	13998	inv_lucania_elea	minor_secondary	secondary
main_rome	1399	rom_silesia_silesia	major_secondary	secondary
main_invasion	14003	inv_lucania_herakleia	minor_secondary	secondary
main_invasion	14004	inv_picenum_firmum	minor_secondary	secondary
main_invasion	14008	inv_picenum_hadria	minor_secondary	secondary
main_invasion	14011	inv_raetia_bergamum	minor_secondary	secondary
main_invasion	14015	inv_raetia_feltria	minor_secondary	secondary
main_rome	1401	rom_silesia_leda	minor_primary	primary
main_invasion	14025	inv_raetia_sebatum	minor_secondary	secondary
main_rome	1402	rom_silesia_leda	minor_secondary	secondary
main_invasion	14035	inv_roma_ostia	minor_secondary	secondary
main_invasion	14040	inv_sabinium_cures	minor_secondary	secondary
main_invasion	14049	inv_sabinium_nursia	minor_secondary	secondary
main_invasion	14051	inv_sabinium_reate	minor_secondary	secondary
main_invasion	14054	inv_samnium_compsa	minor_secondary	secondary
main_invasion	14061	inv_samnium_corfinium	minor_secondary	secondary
main_invasion	14070	inv_samnium_terventum	minor_secondary	secondary
main_invasion	14078	inv_senonia_caesena	minor_secondary	secondary
main_invasion	14086	inv_senonia_sena	minor_secondary	secondary
main_invasion	14093	inv_sicania_catana	minor_secondary	secondary
main_invasion	14095	inv_sicania_cephaloidis	minor_secondary	secondary
main_invasion	14097	inv_sicania_messene	minor_secondary	secondary
main_invasion	14104	inv_sikelia_gela	minor_secondary	secondary
main_rome	1410	rom_hercynia_hercynia_silva	major_primary	primary
main_invasion	14111	inv_sikelia_leontini	minor_secondary	secondary
main_invasion	14113	inv_tarchuna_fufluna	minor_secondary	secondary
main_invasion	14117	inv_tarchuna_vatluna	minor_secondary	secondary
main_invasion	14119	inv_tarchuna_velusna	minor_secondary	secondary
main_invasion	14123	inv_tuscia_clevsin	minor_secondary	secondary
main_invasion	14128	inv_tuscia_felathri	minor_secondary	secondary
main_rome	1412	rom_hercynia_hercynia_silva	major_secondary	secondary
main_invasion	14131	inv_tuscia_siena	minor_secondary	secondary
main_invasion	14141	inv_umbria_iguvium	minor_secondary	secondary
main_invasion	14147	inv_umbria_perusia	minor_secondary	secondary
main_invasion	14155	inv_umbria_sestinum	minor_secondary	secondary
main_invasion	14160	inv_vei_caere	minor_secondary	secondary
main_invasion	14169	inv_venetia_tarvisium	minor_secondary	secondary
main_invasion	14171	inv_venetia_tegeste	minor_secondary	secondary
main_invasion	14175	inv_venetia_vedinum	minor_secondary	secondary
main_invasion	14178	inv_apulia_herdonia	major_primary	primary
main_rome	1417	rom_hercynia_luna_silva	minor_primary	primary
main_invasion	14186	inv_apulia_siponto	minor_primary	primary
main_invasion	14195	inv_apulia_sylbion	minor_primary	primary
main_invasion	14202	inv_balaria_alghero	minor_primary	primary
main_invasion	14209	inv_balaria_nurra	minor_primary	primary
main_invasion	14215	inv_balaria_sassari	minor_primary	primary
main_invasion	14217	inv_bruttium_croton	minor_primary	primary
main_invasion	14227	inv_bruttium_terina	minor_primary	primary
main_invasion	14231	inv_bruttium_thurii	minor_primary	primary
main_invasion	14237	inv_calabria_brentesion	minor_primary	primary
main_invasion	14242	inv_calabria_hydrus	minor_primary	primary
main_invasion	14248	inv_calabria_manduria	minor_primary	primary
main_invasion	14251	inv_campania_capua	minor_primary	primary
main_invasion	14261	inv_campania_poseidonia	minor_primary	primary
main_invasion	14269	inv_carthago_utica	minor_primary	primary
main_rome	1426	rom_hercynia_luna_silva	minor_secondary	secondary
main_invasion	14274	inv_corsica_mantinorum	minor_primary	primary
main_invasion	14282	inv_corsica_pallas	minor_primary	primary
main_invasion	14290	inv_elymia_entella	minor_primary	primary
main_invasion	14291	inv_elymia_motya	minor_primary	primary
main_invasion	14299	inv_elymia_panormus	minor_primary	primary
main_rome	142	rom_magna_graecia_lilybaion	minor_secondary	secondary
main_invasion	14301	inv_etruria_luna	minor_primary	primary
main_invasion	14308	inv_etruria_pisa	minor_primary	primary
main_invasion	14318	inv_etruria_sarsina	minor_primary	primary
main_invasion	14325	inv_frentania_histonium	minor_primary	primary
main_rome	1432	rom_dacia_dacia_superior	major_primary	primary
main_invasion	14334	inv_frentania_teate	minor_primary	primary
main_invasion	14336	inv_gallia_cispadana_felsina	minor_primary	primary
main_invasion	14337	inv_gallia_cispadana_parma	minor_primary	primary
main_invasion	14343	inv_gallia_cispadana_ravenna	minor_primary	primary
main_invasion	14348	inv_gallia_transpadana_brixia	minor_primary	primary
main_invasion	14350	inv_gallia_transpadana_eporedia	minor_primary	primary
main_invasion	14352	inv_gallia_transpadana_vercelum	minor_primary	primary
main_invasion	14359	inv_ioleia_bosa	minor_primary	primary
main_invasion	14365	inv_ioleia_su_nuraxi	minor_primary	primary
main_invasion	14369	inv_ioleia_sulci	minor_primary	primary
main_rome	1436	rom_dacia_dacia_superior	major_secondary	secondary
main_invasion	14374	inv_italia_hipponion	minor_primary	primary
main_invasion	14376	inv_italia_locri	minor_primary	primary
main_rome	1437	rom_dacia_dacia_inferior	minor_primary	primary
main_invasion	14380	inv_italia_skyllition	minor_primary	primary
main_invasion	14381	inv_latium_anagni	minor_primary	primary
main_invasion	14383	inv_latium_casinum	minor_primary	primary
main_invasion	14388	inv_latium_fregellae	minor_primary	primary
main_invasion	14396	inv_lepontii_clavenna	minor_primary	primary
main_invasion	14404	inv_lepontii_comum	minor_primary	primary
main_invasion	14408	inv_liguria_albingaunum	minor_primary	primary
main_invasion	14415	inv_liguria_asta	minor_primary	primary
main_invasion	14421	inv_liguria_retovium	minor_primary	primary
main_invasion	14426	inv_lucania_aceruntia	minor_primary	primary
main_invasion	14427	inv_lucania_elea	minor_primary	primary
main_invasion	14430	inv_lucania_herakleia	minor_primary	primary
main_invasion	14431	inv_picenum_firmum	minor_primary	primary
main_invasion	14438	inv_picenum_hadria	minor_primary	primary
main_invasion	14444	inv_raetia_bergamum	minor_primary	primary
main_invasion	14445	inv_raetia_feltria	minor_primary	primary
main_invasion	14450	inv_raetia_sebatum	minor_primary	primary
main_invasion	14453	inv_roma_ostia	minor_primary	primary
main_invasion	14455	inv_sabinium_cures	minor_primary	primary
main_invasion	14457	inv_sabinium_nursia	minor_primary	primary
main_rome	1445	rom_dacia_dacia_inferior	minor_secondary	secondary
main_invasion	14465	inv_sabinium_reate	minor_primary	primary
main_invasion	14469	inv_samnium_compsa	minor_primary	primary
main_invasion	14472	inv_samnium_corfinium	minor_primary	primary
main_invasion	14479	inv_samnium_terventum	minor_primary	primary
main_invasion	14486	inv_senonia_caesena	minor_primary	primary
main_invasion	14493	inv_senonia_sena	minor_primary	primary
main_invasion	14502	inv_sicania_catana	minor_primary	primary
main_invasion	14507	inv_sicania_cephaloidis	minor_primary	primary
main_invasion	14508	inv_sicania_messene	minor_primary	primary
main_invasion	14515	inv_sikelia_gela	minor_primary	primary
main_invasion	14524	inv_sikelia_leontini	minor_primary	primary
main_invasion	14533	inv_tarchuna_fufluna	minor_primary	primary
main_invasion	14534	inv_tarchuna_vatluna	minor_primary	primary
main_invasion	14536	inv_tarchuna_velusna	minor_primary	primary
main_invasion	14540	inv_tuscia_clevsin	minor_primary	primary
main_invasion	14542	inv_tuscia_felathri	minor_primary	primary
main_invasion	14546	inv_tuscia_siena	minor_primary	primary
main_invasion	14550	inv_umbria_iguvium	minor_primary	primary
main_invasion	14557	inv_umbria_perusia	minor_primary	primary
main_invasion	14559	inv_umbria_sestinum	minor_primary	primary
main_rome	1455	rom_dacia_bastarnia	minor_primary	primary
main_invasion	14569	inv_vei_caere	minor_primary	primary
main_invasion	14572	inv_venetia_tarvisium	minor_primary	primary
main_invasion	14574	inv_venetia_tegeste	minor_primary	primary
main_invasion	14583	inv_venetia_vedinum	minor_primary	primary
main_rome	1458	rom_dacia_bastarnia	minor_secondary	secondary
main_invasion	14593	inv_liguria_albingaunum	port	port
main_invasion	14601	inv_liguria_stalia	port	port
main_invasion	14608	inv_etruria_luna	port	port
main_invasion	14614	inv_tarchuna_fufluna	port	port
main_invasion	14616	inv_tarchuna_vatluna	port	port
main_invasion	14624	inv_tarchuna_tarchuna	port	port
main_invasion	14632	inv_roma_ostia	port	port
main_invasion	14639	inv_vei_caere	port	port
main_invasion	14642	inv_latium_antium	port	port
main_invasion	14647	inv_campania_neapolis	port	port
main_invasion	14654	inv_campania_poseidonia	port	port
main_invasion	14664	inv_lucania_elea	port	port
main_invasion	14670	inv_bruttium_terina	port	port
main_invasion	14679	inv_italia_hipponion	port	port
main_rome	1467	rom_pannonia_pannonia_inferior	major_primary	primary
main_invasion	14686	inv_sicania_messene	port	port
main_invasion	14687	inv_sicania_cephaloidis	port	port
main_invasion	14688	inv_elymia_motya	port	port
main_invasion	14694	inv_elymia_panormus	port	port
main_invasion	14699	inv_elymia_agrigento	port	port
main_rome	1469	rom_pannonia_pannonia_inferior	major_secondary	secondary
main_invasion	14704	inv_sikelia_gela	port	port
main_invasion	14705	inv_sikelia_syracuse	port	port
main_invasion	14713	inv_sicania_catana	port	port
main_invasion	14719	inv_italia_rhegion	port	port
main_invasion	14723	inv_italia_locri	port	port
main_invasion	14733	inv_italia_skyllition	port	port
main_invasion	14741	inv_bruttium_croton	port	port
main_invasion	14751	inv_bruttium_thurii	port	port
main_invasion	14760	inv_lucania_herakleia	port	port
main_invasion	14763	inv_calabria_brentesion	port	port
main_invasion	14770	inv_calabria_hydrus	port	port
main_invasion	14773	inv_calabria_manduria	port	port
main_invasion	14778	inv_calabria_taranto	port	port
main_invasion	14784	inv_apulia_barion	port	port
main_rome	1478	rom_pannonia_pannonia_superior	minor_primary	primary
main_invasion	14790	inv_apulia_siponto	port	port
main_invasion	14798	inv_frentania_histonium	port	port
main_invasion	14799	inv_picenum_hadria	port	port
main_invasion	14806	inv_picenum_firmum	port	port
main_invasion	14816	inv_senonia_ariminum	port	port
main_invasion	14826	inv_senonia_sena	port	port
main_invasion	14833	inv_gallia_cispadana_ravenna	port	port
main_invasion	14838	inv_venetia_tegeste	port	port
main_invasion	14848	inv_corsica_aleria	port	port
main_invasion	14854	inv_corsica_mantinorum	port	port
main_invasion	14864	inv_corsica_pallas	port	port
main_invasion	14872	inv_balaria_olbia	port	port
main_invasion	14877	inv_balaria_alghero	port	port
main_invasion	14879	inv_ioleia_bosa	port	port
main_rome	1487	rom_pannonia_pannonia_superior	minor_secondary	secondary
main_invasion	14888	inv_ioleia_caralis	port	port
main_invasion	14895	inv_ioleia_sulci	port	port
main_invasion	14900	inv_carthago_carthago	port	port
main_invasion	14907	inv_carthago_utica	port	port
main_invasion	14913	inv_corsica_aethalia	port	port
main_invasion	14919	inv_campania_pithecusae	port	port
main_invasion	14921	inv_sikelia_hybla_heraea	port	port
main_invasion	14927	inv_carthago_kerkouane	port	port
main_invasion	14934	inv_carthago_kerkouane	minor_primary	primary
main_invasion	14939	inv_sikelia_hybla_heraea	minor_primary	primary
main_invasion	14946	inv_campania_pithecusae	minor_primary	primary
main_invasion	14948	inv_corsica_aethalia	minor_primary	primary
main_invasion	14953	inv_carthago_kerkouane	minor_secondary	secondary
main_invasion	14954	inv_sikelia_hybla_heraea	minor_secondary	secondary
main_invasion	14957	inv_campania_pithecusae	minor_secondary	secondary
main_rome	1495	rom_pannonia_transdanubia	minor_primary	primary
main_invasion	14961	inv_corsica_aethalia	minor_secondary	secondary
main_rome	149	rom_magna_graecia_sirako	port	port
main_rome	1500	rom_pannonia_transdanubia	minor_secondary	secondary
main_rome	1507	rom_illyria_dalmatia	major_primary	primary
main_rome	1510	rom_illyria_dalmatia	major_secondary	secondary
main_rome	1514	rom_illyria_liburnia	minor_primary	primary
main_rome	1519	rom_illyria_liburnia	port	port
main_rome	1525	rom_illyria_liburnia	minor_secondary	secondary
main_rome	1530	rom_illyria_illyria	minor_primary	primary
main_rome	1537	rom_illyria_illyria	port	port
main_rome	1543	rom_illyria_illyria	minor_secondary	secondary
main_rome	1552	rom_thracia_dardania	minor_primary	primary
main_rome	1562	rom_thracia_dardania	minor_secondary	secondary
main_rome	1566	rom_thracia_moesia	minor_primary	primary
main_rome	1568	rom_thracia_moesia	port	port
main_rome	1573	rom_thracia_moesia	minor_secondary	secondary
main_rome	1581	rom_thracia_byzantion	minor_primary	primary
main_rome	1584	rom_thracia_byzantion	port	port
main_rome	1592	rom_thracia_byzantion	minor_secondary	secondary
main_rome	1596	rom_thracia_thracia	major_primary	primary
main_rome	159	rom_magna_graecia_sirako	minor_secondary	secondary
main_rome	1602	rom_thracia_thracia	major_secondary	secondary
main_rome	1607	rom_macedonia_makedonia	major_primary	primary
main_rome	1608	rom_macedonia_makedonia	port	port
main_rome	1610	rom_macedonia_makedonia	major_secondary	secondary
main_rome	1619	rom_macedonia_epeiros	minor_primary	primary
main_rome	1629	rom_macedonia_epeiros	port	port
main_rome	1631	rom_macedonia_epeiros	minor_secondary	secondary
main_rome	1635	rom_macedonia_thessalia	minor_primary	primary
main_rome	1637	rom_macedonia_thessalia	minor_secondary	secondary
main_rome	1643	rom_hellas_attiki	major_primary	primary
main_rome	1648	rom_hellas_attiki	port	port
main_rome	1655	rom_hellas_attiki	major_secondary	secondary
main_rome	1663	rom_hellas_peloponnesos	minor_primary	primary
main_rome	1672	rom_hellas_peloponnesos	minor_secondary	secondary
main_rome	1674	rom_hellas_creta	minor_primary	primary
main_rome	1684	rom_hellas_creta	port	port
main_rome	1692	rom_hellas_creta	minor_secondary	secondary
main_rome	1699	rom_ponto_caspia_oium	minor_primary	primary
main_rome	1705	rom_ponto_caspia_oium	port	port
main_rome	1709	rom_ponto_caspia_oium	minor_secondary	secondary
main_rome	1712	rom_ponto_caspia_cimmeria	major_primary	primary
main_rome	1721	rom_ponto_caspia_cimmeria	major_secondary	secondary
main_rome	1726	rom_ponto_caspia_zyx	minor_primary	primary
main_rome	1733	rom_ponto_caspia_zyx	minor_secondary	secondary
main_rome	1739	rom_ponto_caspia_didoya	minor_primary	primary
main_rome	1748	rom_ponto_caspia_didoya	minor_secondary	secondary
main_rome	1749	rom_bosporus_taurica	major_primary	primary
main_rome	1752	rom_bosporus_taurica	port	port
main_rome	1754	rom_bosporus_taurica	major_secondary	secondary
main_rome	1762	rom_bosporus_sindica	minor_primary	primary
main_rome	1765	rom_bosporus_sindica	port	port
main_rome	1766	rom_bosporus_sindica	minor_secondary	secondary
main_rome	1774	rom_bosporus_maeotia	minor_primary	primary
main_rome	1784	rom_bosporus_maeotia	port	port
main_rome	1794	rom_bosporus_maeotia	minor_secondary	secondary
main_rome	179	rom_italia_etruria	minor_secondary	secondary
main_rome	1800	rom_asia_lydia	major_primary	primary
main_rome	1807	rom_asia_lydia	port	port
main_rome	1815	rom_asia_lydia	major_secondary	secondary
main_rome	1824	rom_asia_mysia	minor_primary	primary
main_rome	1828	rom_asia_mysia	minor_secondary	secondary
main_rome	1838	rom_asia_phrygia	minor_primary	primary
main_rome	183	rom_italia_samnium	port	port
main_rome	1841	rom_asia_phrygia	minor_secondary	secondary
main_rome	1845	rom_bithynia_et_pontus_bythynia	major_primary	primary
main_rome	1852	rom_bithynia_et_pontus_bythynia	port	port
main_rome	1858	rom_bithynia_et_pontus_bythynia	major_secondary	secondary
main_rome	1866	rom_bithynia_et_pontus_paphlagonia	minor_primary	primary
main_rome	1876	rom_bithynia_et_pontus_paphlagonia	port	port
main_rome	1878	rom_bithynia_et_pontus_paphlagonia	minor_secondary	secondary
main_rome	187	rom_italia_latium	major_secondary	secondary
main_rome	1888	rom_bithynia_et_pontus_pontos	minor_primary	primary
main_rome	1896	rom_bithynia_et_pontus_pontos	minor_secondary	secondary
main_rome	1898	rom_bithynia_et_pontus_riza	minor_primary	primary
main_rome	1907	rom_bithynia_et_pontus_riza	port	port
main_rome	1909	rom_bithynia_et_pontus_riza	minor_secondary	secondary
main_rome	1916	rom_galatia_et_cappadocia_lycaonia	minor_primary	primary
main_rome	1920	rom_galatia_et_cappadocia_lycaonia	minor_secondary	secondary
main_rome	1927	rom_galatia_et_cappadocia_galatia	major_primary	primary
main_rome	192	rom_italia_picenum	port	port
main_rome	1935	rom_galatia_et_cappadocia_galatia	major_secondary	secondary
main_rome	1938	rom_galatia_et_cappadocia_cappadocia	minor_primary	primary
main_rome	1945	rom_galatia_et_cappadocia_cappadocia	minor_secondary	secondary
main_rome	1952	rom_galatia_et_cappadocia_commagene	minor_primary	primary
main_rome	1960	rom_galatia_et_cappadocia_commagene	minor_secondary	secondary
main_rome	1966	rom_cilicia_pamphylia	minor_primary	primary
main_rome	1969	rom_cilicia_pamphylia	port	port
main_rome	1977	rom_cilicia_pamphylia	minor_secondary	secondary
main_rome	1981	rom_cilicia_cyprus	minor_primary	primary
main_rome	1983	rom_cilicia_cyprus	port	port
main_rome	1986	rom_cilicia_cyprus	minor_secondary	secondary
main_rome	1989	rom_cilicia_cilicia	major_primary	primary
main_rome	1993	rom_cilicia_cilicia	major_secondary	secondary
main_rome	1994	rom_caucasia_iberia	major_primary	primary
main_rome	2001	rom_caucasia_iberia	major_secondary	secondary
main_rome	2007	rom_caucasia_colchis	minor_primary	primary
main_rome	2009	rom_caucasia_colchis	port	port
main_rome	2014	rom_caucasia_colchis	minor_secondary	secondary
main_rome	201	rom_italia_picenum	minor_secondary	secondary
main_rome	2022	rom_caucasia_albania	minor_primary	primary
