key	advice_level_lookup	persistant	show_instant	show_on_navigate	is_header	navigation_order
pel_region_pel_hellespontos_perinthos_info	2139664330	false	false	true	false	0
pel_region_pel_hellespontos_sestos_info	2139664334	false	false	true	false	0
pel_region_pel_ionia_ephesos_info	2139664337	false	false	true	false	0
pel_region_pel_ionia_halikarnassos_info	2139664340	false	false	true	false	0
pel_region_pel_ionia_knidos_info	2139664348	false	false	true	false	0
pel_region_pel_ionia_miletos_info	2139664357	false	false	true	false	0
pel_region_pel_kalkidike_mende_info	2139664358	false	false	true	false	0
pel_region_pel_kalkidike_olinthos_info	2139664364	false	false	true	false	0
pel_region_pel_kalkidike_torone_info	2139664367	false	false	true	false	0
pel_region_pel_karia_kibyra_info	2139664371	false	false	true	false	0
pel_region_pel_karia_kolossai_info	2139664374	false	false	true	false	0
pel_region_pel_karia_phaselis_info	2139664378	false	false	true	false	0
pel_region_pel_karia_xanthos_info	2139664379	false	false	true	false	0
pel_region_pel_krete_gortyna_info	2139664388	false	false	true	false	0
pel_region_pel_krete_knossos_info	2139664391	false	false	true	false	0
pel_region_pel_krete_kydonia_info	2139664392	false	false	true	false	0
pel_region_pel_lakedaimon_kythera_info	2139664398	false	false	true	false	0
pel_region_pel_lakedaimon_messenia_info	2139664402	false	false	true	false	0
pel_region_pel_lakedaimon_pylos_info	2139664407	false	false	true	false	0
pel_region_pel_lakedaimon_sparta_info	2139664411	false	false	true	false	0
pel_region_pel_lydia_sardeis_info	2139664414	false	false	true	false	0
pel_region_pel_lydia_smyrna_info	2139664418	false	false	true	false	0
pel_region_pel_makedon_aigai_info	2139664421	false	false	true	false	0
pel_region_pel_makedon_argos_orestiko_info	2139664424	false	false	true	false	0
pel_region_pel_makedon_arnisa_info	2139664431	false	false	true	false	0
pel_region_pel_makedon_dion_info	2139664440	false	false	true	false	0
pel_region_pel_mysia_ilion_info	2139664455	false	false	true	false	0
pel_region_pel_mysia_kyzikos_info	2139664465	false	false	true	false	0
pel_region_pel_mysia_myrina_info	2139664469	false	false	true	false	0
pel_region_pel_mysia_pergamon_info	2139664474	false	false	true	false	0
pel_region_pel_thessaly_larisa_info	2139664478	false	false	true	false	0
pel_region_pel_thessaly_pharsalos_info	2139664488	false	false	true	false	0
pel_region_pel_thessaly_pherae_info	2139664490	false	false	true	false	0
pel_region_pel_thraike_abdera_info	2139664496	false	false	true	false	0
pel_region_pel_thraike_ainos_info	2139664505	false	false	true	false	0
pel_region_pel_thraike_maroneia_info	2139664515	false	false	true	false	0
pel_region_pel_thraike_thasos_info	2139664522	false	false	true	false	0
