key	generate	ui_icon	ui_image	prioritised
eas_banditry	true	rom_event_document.png	agent_assault.png	false
eas_benevolent_ruler	true	rom_event_document.png	east_celebration.png	false
eas_cursed_leader	true	rom_event_document.png	east_generic.png	false
eas_enemy_at_gates	true	rom_event_document.png	east_under_siege.png	false
eas_great_peace	true	rom_event_document.png	east_diplomacy.png	false
eas_growing_bureaucracy	true	rom_event_document.png	east_generic.png	false
eas_hostile_dispute_A	false	rom_event_document.png	east_generic.png	false
eas_hostile_dispute_B	false	rom_event_document.png	east_generic.png	false
eas_hostile_dispute_C	false	rom_event_document.png	east_generic.png	false
eas_hostile_dispute_D	false	rom_event_document.png	east_generic.png	false
eas_hostile_governor_A	false	rom_event_document.png	east_generic.png	false
eas_hostile_governor_B	false	rom_event_document.png	east_generic.png	false
eas_hostile_governor_C	false	rom_event_document.png	east_generic.png	false
eas_hostile_governor_D	false	rom_event_document.png	east_generic.png	false
eas_lands_open_enemy	true	rom_event_document.png	east_settlement_lost.png	false
eas_political_scandal	true	rom_event_document.png	east_politics.png	false
eas_ravaged_land	true	rom_event_document.png	agent_raid.png	false
eas_rival_killed	true	rom_event_document.png	east_male_agent_killed.png	false
eas_secret_meetings_A	false	rom_event_document.png	east_generic.png	false
eas_secret_meetings_B	false	rom_event_document.png	east_generic.png	false
eas_secret_meetings_C	false	rom_event_document.png	east_generic.png	false
eas_secret_meetings_D	false	rom_event_document.png	east_generic.png	false
eas_settled_dispute	true	rom_event_document.png	east_diplomacy.png	false
eas_slave_riots	true	rom_event_document.png	rom_revolt.png	false
eas_slaves_escaped	true	rom_event_document.png	agent_rally_slaves.png	false
eas_temple_sacrilege_A	false	rom_event_document.png	east_generic.png	false
eas_temple_sacrilege_B	false	rom_event_document.png	east_generic.png	false
eas_temple_sacrilege_C	false	rom_event_document.png	east_generic.png	false
eas_temple_sacrilege_D	false	rom_event_document.png	east_generic.png	false
eas_trade_master	true	rom_event_document.png	east_trade.png	false
eas_warmongers	true	rom_event_document.png	east_land_victory.png	false
eas_young_challenger_A	false	rom_event_document.png	east_generic.png	false
eas_young_challenger_B	false	rom_event_document.png	east_generic.png	false
eas_young_challenger_C	false	rom_event_document.png	east_generic.png	false
eas_young_challenger_D	false	rom_event_document.png	east_generic.png	false
female_leader_boudica_emp	true	rom_event_document.png	barb_female_general.png	true
female_leader_boudica_rom	true	rom_event_document.png	barb_female_general.png	true
festival_lemuria	true	rom_event_document.png	rom_lemuria.png	false
festival_ludi_plebeii	true	rom_event_document.png	rome_festive_celebration.png	false
festival_ludi_romani	true	rom_event_document.png	rome_festive_celebration.png	false
festive_delphi	true	rom_event_document.png	greek_festive_celebration.png	false
festive_eleusis	true	rom_event_document.png	greek_festive_celebration.png	false
festive_feast	true	rom_event_document.png	barb_festive_celebration.png	false
festive_fire	true	rom_event_document.png	east_festive_celebration.png	false
festive_thesmophoria	true	rom_event_document.png	greek_festive_celebration.png	false
festive_votive_offering	true	rom_event_document.png	barb_festive_celebration.png	false
festive_waters	true	rom_event_document.png	east_festive_celebration.png	false
gaul_adopt_marc_antony	true	rom_event_document.png	CiG_caesar_thinking.png	true
gre_agrarian_agitator_A	false	rom_event_document.png	greek_generic.png	false
gre_agrarian_agitator_B	false	rom_event_document.png	greek_generic.png	false
gre_agrarian_agitator_C	false	rom_event_document.png	greek_generic.png	false
gre_agrarian_agitator_D	false	rom_event_document.png	greek_generic.png	false
gre_banditry	true	rom_event_document.png	agent_assault.png	false
gre_benevolent_ruler	true	rom_event_document.png	greek_celebration.png	false
gre_cursed_leader	true	rom_event_document.png	greek_generic.png	false
gre_enemy_at_gates	true	rom_event_document.png	greek_under_siege.png	false
gre_great_peace	true	rom_event_document.png	greek_diplomacy.png	false
gre_growing_bureaucracy	true	rom_event_document.png	greek_generic.png	false
gre_hostile_dispute_A	false	rom_event_document.png	greek_generic.png	false
gre_hostile_dispute_B	false	rom_event_document.png	greek_generic.png	false
gre_hostile_dispute_C	false	rom_event_document.png	greek_generic.png	false
gre_hostile_dispute_D	false	rom_event_document.png	greek_generic.png	false
gre_hostile_governor_A	false	rom_event_document.png	greek_generic.png	false
gre_hostile_governor_B	false	rom_event_document.png	greek_generic.png	false
gre_hostile_governor_C	false	rom_event_document.png	greek_generic.png	false
gre_hostile_governor_D	false	rom_event_document.png	greek_generic.png	false
gre_lands_open_enemy	true	rom_event_document.png	greek_settlement_lost.png	false
gre_political_scandal	true	rom_event_document.png	greek_politics.png	false
gre_ravaged_land	true	rom_event_document.png	agent_raid.png	false
gre_rival_killed	true	rom_event_document.png	greek_male_agent_killed.png	false
gre_secret_meetings_A	false	rom_event_document.png	greek_generic.png	false
gre_secret_meetings_B	false	rom_event_document.png	greek_generic.png	false
gre_secret_meetings_C	false	rom_event_document.png	greek_generic.png	false
gre_secret_meetings_D	false	rom_event_document.png	greek_generic.png	false
gre_settled_dispute	true	rom_event_document.png	greek_diplomacy.png	false
gre_slave_riots	true	rom_event_document.png	rom_revolt.png	false
gre_slaves_escaped	true	rom_event_document.png	agent_rally_slaves.png	false
gre_temple_sacrilege_A	false	rom_event_document.png	greek_generic.png	false
gre_temple_sacrilege_B	false	rom_event_document.png	greek_generic.png	false
gre_temple_sacrilege_C	false	rom_event_document.png	greek_generic.png	false
gre_temple_sacrilege_D	false	rom_event_document.png	greek_generic.png	false
gre_trade_master	true	rom_event_document.png	greek_trade.png	false
gre_warmongers	true	rom_event_document.png	greek_land_victory.png	false
gre_young_challenger_A	false	rom_event_document.png	greek_generic.png	false
gre_young_challenger_B	false	rom_event_document.png	greek_generic.png	false
gre_young_challenger_C	false	rom_event_document.png	greek_generic.png	false
gre_young_challenger_D	false	rom_event_document.png	greek_generic.png	false
incident_all_trade_disruption	true	rom_event_document.png	agent_wreck_supplies.png	false
incident_carthage_merchants_got_here_first	false	rom_event_document.png	east_trade.png	false
incident_gaul_gift_of_braciaca	true	rom_event_document.png	barb_civ_up.png	false
incident_greco_roman_description_of_asia	true	rom_event_document.png	east_celebration.png	false
incident_greco_roman_description_of_egypt	true	rom_event_document.png	east_civ_up.png	false
incident_greco_roman_description_of_greece	true	rom_event_document.png	rom_civ_up.png	false
incident_greek_gift_of_dionysos	true	rom_event_document.png	east_celebration.png	false
incident_hellenic_resistance_to_hegemony	false	rom_event_document.png	greek_land_victory.png	false
incident_piracy	true	rom_event_document.png	greek_sea_victory.png	false
incident_roman_gift_of_bacchus	true	rom_event_document.png	rom_celebration.png	false
incident_roman_merchants_got_here_first	false	rom_event_document.png	rom_trade.png	false
incident_roman_salarium	false	rom_event_document.png	rom_army_up.png	false
incident_roman_triumph_1	true	rom_event_document.png	rom_celebration.png	true
incident_roman_triumph_2	true	rom_event_document.png	rom_celebration.png	true
incident_roman_triumph_3	true	rom_event_document.png	rom_celebration.png	true
incident_roman_urban_migration	true	rom_event_document.png	rom_trade.png	false
incident_roman_zenobia_triumph_1	true	rom_event_document.png	3c_rom_zenobia.png	true
incident_roman_zenobia_triumph_2	true	rom_event_document.png	3c_rom_zenobia.png	true
incident_roman_zenobia_triumph_3	true	rom_event_document.png	3c_rom_zenobia.png	true
inv_colony_discovered_1	false	rom_event_document.png	inv_greek_migrants.png	true
inv_colony_discovered_2	false	rom_event_document.png	inv_greek_migrants.png	true
inv_colony_discovered_3	false	rom_event_document.png	inv_greek_migrants.png	true
inv_colony_discovered_4	false	rom_event_document.png	inv_greek_migrants.png	true
inv_colony_discovered_5	false	rom_event_document.png	inv_greek_migrants.png	true
inv_colony_searching	false	rom_event_document.png	inv_greek_migrants.png	true
inv_colony_set_sail	false	rom_event_document.png	greek_navy_up.png	true
inv_etruscan_summit_incident_1	false	rom_event_document.png	inv_etruscan_convention.png	false
inv_etruscan_summit_incident_2	false	rom_event_document.png	inv_etruscan_convention.png	false
inv_etruscan_summit_incident_3	false	rom_event_document.png	inv_etruscan_convention.png	false
inv_etruscan_summit_incident_4	false	rom_event_document.png	inv_etruscan_convention.png	false
inv_etruscan_summit_incident_5	false	rom_event_document.png	inv_etruscan_convention.png	false
inv_etruscan_summit_incident_6	false	rom_event_document.png	inv_etruscan_convention.png	false
inv_faction_etruscans_01_A	false	rom_event_document.png	inv_etruscan_convention.png	true
inv_faction_etruscans_01_B	false	rom_event_document.png	inv_etruscan_convention.png	true
inv_faction_etruscans_01_C	false	rom_event_document.png	inv_etruscan_convention.png	true
inv_faction_etruscans_01_D	false	rom_event_document.png	inv_etruscan_convention.png	true
inv_faction_etruscans_02_A	false	rom_event_document.png	inv_etruscan_oracle.png	true
inv_faction_etruscans_02_B	false	rom_event_document.png	inv_etruscan_oracle.png	true
inv_faction_etruscans_02_C	false	rom_event_document.png	inv_etruscan_oracle.png	true
inv_faction_etruscans_02_D	false	rom_event_document.png	inv_etruscan_oracle.png	true
inv_faction_etruscans_03_A	false	rom_event_document.png	inv_etruscan_convention.png	true
inv_faction_etruscans_03_B	false	rom_event_document.png	inv_etruscan_convention.png	true
inv_faction_etruscans_03_C	false	rom_event_document.png	inv_etruscan_convention.png	true
inv_faction_etruscans_04_A	false	rom_event_document.png	inv_etruscan_convention.png	true
inv_faction_etruscans_04_B	false	rom_event_document.png	inv_etruscan_convention.png	true
inv_faction_etruscans_04_C	false	rom_event_document.png	inv_etruscan_convention.png	true
inv_faction_etruscans_04_D	false	rom_event_document.png	inv_etruscan_convention.png	true
inv_faction_greek_01_A1	false	rom_event_document.png	greek_building_complete.png	true
inv_faction_greek_01_A2	false	rom_event_document.png	greek_civ_down.png	true
inv_faction_greek_01_B1	false	rom_event_document.png	greek_navy_up.png	true
inv_faction_greek_01_B2	false	rom_event_document.png	rom_revolt.png	true
inv_faction_greek_02_A1	false	rom_event_document.png	greek_building_complete.png	true
inv_faction_greek_02_A2	false	rom_event_document.png	pel_cull_of_helots.png	true
inv_faction_greek_02_B1	false	rom_event_document.png	greek_building_complete.png	true
inv_faction_greek_02_B2	false	rom_event_document.png	greek_civ_up.png	true
inv_faction_greek_02_C1	false	rom_event_document.png	greek_diplomacy.png	true
inv_faction_greek_02_C2	false	rom_event_document.png	rom_revolt.png	true
inv_faction_greek_03_A1	false	rom_event_document.png	greek_celebration.png	true
inv_faction_greek_03_A2	false	rom_event_document.png	pel_festival_of_athena.png	true
inv_faction_greek_03_B1	false	rom_event_document.png	greek_generic.png	true
inv_faction_greek_03_B2	false	rom_event_document.png	pel_cull_of_helots.png	true
inv_faction_greek_04_A1	false	rom_event_document.png	greek_army_up.png	true
inv_faction_greek_04_A2	false	rom_event_document.png	pel_cull_of_helots.png	true
inv_faction_greek_04_B1	false	rom_event_document.png	greek_blockaded.png	true
inv_faction_greek_04_B2	false	rom_event_document.png	greek_army_up.png	true
inv_faction_greek_05_A1	false	rom_event_document.png	greek_civ_up.png	true
inv_faction_greek_05_A2	false	rom_event_document.png	greek_politics.png	true
inv_faction_greek_05_B1	false	rom_event_document.png	greek_faction.png	true
inv_faction_greek_05_B2	false	rom_event_document.png	pel_disgrace.png	true
inv_faction_iolei_02_A	false	rom_event_document.png	inv_sardinian_faction.png	true
inv_faction_iolei_02_B	false	rom_event_document.png	inv_sardinian_faction.png	true
inv_faction_iolei_02_C	false	rom_event_document.png	inv_sardinian_faction.png	true
inv_faction_iolei_02_D	false	rom_event_document.png	inv_sardinian_faction.png	true
inv_faction_iolei_03_A1	false	rom_event_document.png	inv_sardinian_faction.png	true
inv_faction_iolei_03_A2	false	rom_event_document.png	inv_sardinian_faction.png	true
inv_faction_iolei_03_B	false	rom_event_document.png	inv_sardinian_faction.png	true
inv_faction_iolei_03_C	false	rom_event_document.png	inv_sardinian_faction.png	true
inv_faction_iolei_03_D1	false	rom_event_document.png	inv_sardinian_faction.png	true
inv_faction_iolei_03_D2	false	rom_event_document.png	inv_sardinian_faction.png	true
inv_faction_samnite_01_A	false	rom_event_document.png	greek_civ_up.png	true
inv_faction_samnite_01_B	false	rom_event_document.png	greek_civ_up.png	true
inv_faction_samnite_01_C	false	rom_event_document.png	agent_path_blocked.png	true
inv_faction_samnite_01_D	false	rom_event_document.png	agent_hire.png	true
inv_faction_samnite_02_A	false	rom_event_document.png	political_intrigue.png	true
inv_faction_samnite_02_B	false	rom_event_document.png	political_intrigue.png	true
inv_faction_samnite_02_C	false	rom_event_document.png	political_intrigue.png	true
inv_faction_samnite_02_D	false	rom_event_document.png	greek_building_complete.png	true
inv_faction_samnite_03_A	false	rom_event_document.png	disaster_famine.png	true
inv_faction_samnite_03_B	false	rom_event_document.png	agent_hire.png	true
inv_faction_samnite_03_C	false	rom_event_document.png	greek_building_complete.png	true
inv_faction_samnite_03_D	false	rom_event_document.png	political_intrigue.png	true
inv_faction_samnite_04_A	false	rom_event_document.png	inv_roman_faction.png	true
inv_faction_samnite_04_B	false	rom_event_document.png	greek_FT_son_grows.png	true
inv_faction_seno_insub_01_A	false	rom_event_document.png	barb_army_up.png	true
inv_faction_seno_insub_01_B	false	rom_event_document.png	barb_festive_celebration.png	true
inv_faction_seno_insub_01_C	false	rom_event_document.png	barb_politics.png	true
inv_faction_seno_insub_01_D	false	rom_event_document.png	barb_generic.png	true
inv_faction_seno_insub_02_A	false	rom_event_document.png	barb_celebration.png	true
inv_faction_seno_insub_02_B	false	rom_event_document.png	barb_politics.png	true
inv_faction_seno_insub_03_A	false	rom_event_document.png	barb_land_victory.png	true
inv_faction_seno_insub_03_B	false	rom_event_document.png	barb_revolt.png	true
inv_faction_seno_insub_04_A1	false	rom_event_document.png	inv_barb_grant_hunt.png	true
inv_faction_seno_insub_04_A2	false	rom_event_document.png	inv_barb_grant_hunt.png	true
inv_faction_seno_insub_04_A3	false	rom_event_document.png	inv_barb_grant_hunt.png	true
inv_faction_seno_insub_04_A4	false	rom_event_document.png	inv_barb_grant_hunt.png	true
inv_faction_seno_insub_04_B1	false	rom_event_document.png	inv_barb_grant_hunt.png	true
inv_faction_seno_insub_04_B2	false	rom_event_document.png	inv_barb_grant_hunt.png	true
inv_faction_seno_insub_04_B3	false	rom_event_document.png	inv_barb_grant_hunt.png	true
inv_faction_seno_insub_04_B4	false	rom_event_document.png	inv_barb_grant_hunt.png	true
inv_faction_seno_insub_04_B5	false	rom_event_document.png	barb_male_agent_wounded.png	true
inv_faction_seno_insub_04_C1	false	rom_event_document.png	inv_barb_grant_hunt.png	true
inv_faction_seno_insub_04_C2	false	rom_event_document.png	inv_barb_grant_hunt.png	true
inv_faction_seno_insub_04_C3	false	rom_event_document.png	inv_barb_grant_hunt.png	true
inv_faction_seno_insub_04_C4	false	rom_event_document.png	inv_barb_grant_hunt.png	true
inv_faction_seno_insub_04_C5	false	rom_event_document.png	barb_male_agent_wounded.png	true
inv_faction_seno_insub_04_D	false	rom_event_document.png	barb_generic.png	true
inv_faction_seno_insub_05_A	false	rom_event_document.png	barb_celebration.png	true
inv_faction_seno_insub_05_B	false	rom_event_document.png	barb_civ_down.png	true
inv_faction_seno_insub_06_A	false	rom_event_document.png	barb_civ_up.png	true
inv_faction_seno_insub_06_B	false	rom_event_document.png	barb_diplomacy.png	true
inv_faction_veneti_01_A	false	rom_event_document.png	barb_funeral.png	true
inv_faction_veneti_01_B	false	rom_event_document.png	barb_funeral.png	true
inv_faction_veneti_01_C	false	rom_event_document.png	nomad_civ_down.png	true
inv_faction_veneti_01_D	false	rom_event_document.png	barb_faction.png	true
inv_faction_veneti_02_A	false	rom_event_document.png	inv_veneti_horses.png	true
inv_faction_veneti_02_B	false	rom_event_document.png	inv_veneti_horses.png	true
inv_faction_veneti_02_C	false	rom_event_document.png	inv_veneti_horses.png	true
inv_faction_veneti_02_D	false	rom_event_document.png	inv_veneti_horses.png	true
inv_faction_veneti_03_A1	false	rom_event_document.png	barb_settlement_lost.png	true
inv_faction_veneti_03_A2	false	rom_event_document.png	barb_settlement_lost.png	true
inv_faction_veneti_03_A3	false	rom_event_document.png	pel_panathenaic_games.png	true
inv_faction_veneti_03_A4	false	rom_event_document.png	barb_trade.png	true
inv_faction_veneti_03_A5	false	rom_event_document.png	barb_trade.png	true
inv_faction_veneti_03_B1	false	rom_event_document.png	barb_generic.png	true
inv_faction_veneti_03_B2	false	rom_event_document.png	barb_generic.png	true
inv_faction_veneti_04_A	false	rom_event_document.png	barb_diplomacy.png	true
inv_faction_veneti_04_B1	false	rom_event_document.png	barb_diplomacy.png	true
inv_faction_veneti_04_B2	false	rom_event_document.png	barb_generic.png	true
inv_faction_veneti_04_C1	false	rom_event_document.png	barb_diplomacy.png	true
inv_faction_veneti_04_C2	false	rom_event_document.png	barb_diplomacy.png	true
inv_faction_veneti_04_D1	false	rom_event_document.png	barb_politics.png	true
inv_faction_veneti_04_D2	false	rom_event_document.png	barb_generic.png	true
inv_faction_veneti_05_A	false	rom_event_document.png	barb_male_agent_wounded.png	true
inv_faction_veneti_05_B	false	rom_event_document.png	barb_male_agent_wounded.png	true
inv_faction_veneti_05_C	false	rom_event_document.png	agent_hire.png	true
inv_faction_veneti_05_D	false	rom_event_document.png	barb_civ_down.png	true
inv_faction_veneti_06_A	false	rom_event_document.png	barb_male_agent_killed.png	true
inv_faction_veneti_06_B	false	rom_event_document.png	barb_civ_up.png	true
inv_faction_veneti_06_C	false	rom_event_document.png	barb_male_agent_wounded.png	true
inv_faction_veneti_06_D	false	rom_event_document.png	barb_politics.png	true
inv_family_incident_female_01	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_02	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_03	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_04	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_05	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_06	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_07	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_08	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_09	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_10	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_11	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_12	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_13	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_14	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_15	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_16	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_17	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_18	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_19	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_20	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_21	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_22	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_23	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_24	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_25	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_26	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_27	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_28	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_29	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_30	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_31	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_32	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_33	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_34	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_35	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_36	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_37	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_38	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_40	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_41	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_42	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_43	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_44	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_45	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_46	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_47	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_48	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_49	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_50	true	rom_event_document.png	political_report.png	true
inv_family_incident_female_51	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_01	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_02	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_03	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_04	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_05	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_06	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_07	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_08	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_09	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_10	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_11	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_12	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_13	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_14	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_15	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_16	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_17	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_18	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_19	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_20	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_21	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_22	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_23	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_24	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_25	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_26	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_27	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_28	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_29	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_30	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_31	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_32	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_33	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_34	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_35	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_36	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_37	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_38	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_40	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_41	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_42	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_43	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_44	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_45	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_46	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_47	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_48	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_49	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_50	true	rom_event_document.png	political_report.png	true
inv_family_incident_male_51	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_female_01	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_female_05	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_female_08	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_female_11	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_female_15	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_female_18	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_female_19	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_female_22	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_female_25	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_female_26	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_female_28	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_female_31	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_female_34	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_female_35	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_female_37	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_female_40	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_female_43	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_female_47	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_female_50	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_male_01	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_male_05	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_male_08	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_male_11	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_male_15	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_male_18	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_male_19	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_male_22	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_male_25	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_male_26	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_male_28	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_male_31	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_male_34	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_male_35	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_male_37	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_male_40	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_male_43	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_male_47	true	rom_event_document.png	political_report.png	true
inv_family_incident_non_roman_male_50	true	rom_event_document.png	political_report.png	true
inv_festival_incident_greek_great_dionysia_Syracuse	true	rom_event_document.png	greek_festive_celebration.png	true
inv_festival_incident_greek_great_dionysia_Taranto	true	rom_event_document.png	greek_festive_celebration.png	true
inv_festival_incident_non_greek_rural_dionysia_Samnites	true	rom_event_document.png	barb_festive_celebration.png	true
inv_festival_incident_non_greek_rural_dionysia_Veneti	true	rom_event_document.png	barb_festive_celebration.png	true
inv_festival_incident_rome_cerealia_Rome	true	rom_event_document.png	rom_celebration.png	true
inv_festival_incident_rome_cerealia_Samnites	true	rom_event_document.png	barb_festive_celebration.png	true
inv_festival_incident_rome_vinalia_rustica	true	rom_event_document.png	rom_celebration.png	true
inv_geographical_Carthaginian_Politician_A	false	rom_event_document.png	inv_carthaginian_messengers.png	true
inv_geographical_Carthaginian_Politician_B	false	rom_event_document.png	inv_carthaginian_messengers.png	true
inv_geographical_Carthaginian_Religion_A	false	rom_event_document.png	inv_carthaginian_messengers.png	true
inv_geographical_Carthaginian_Religion_B	false	rom_event_document.png	inv_carthaginian_messengers.png	true
inv_geographical_Carthaginian_Slaves_A	false	rom_event_document.png	inv_carthaginian_messengers.png	true
inv_geographical_Carthaginian_Slaves_B	false	rom_event_document.png	inv_carthaginian_messengers.png	true
inv_geographical_Carthaginian_Slaves_C	false	rom_event_document.png	inv_carthaginian_messengers.png	true
inv_geographical_Carthaginian_Slaves_D	false	rom_event_document.png	inv_carthaginian_messengers.png	true
inv_geographical_Carthaginian_captain_A	false	rom_event_document.png	inv_carthaginian_messengers.png	true
inv_geographical_Carthaginian_captain_B	false	rom_event_document.png	inv_carthaginian_messengers.png	true
