id	building_path	construction_type	display_building_key	phase
15368	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_commons_trade_4	0
15374	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_1	0
15375	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_food_cattle_2	0
15382	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_food_cattle_3	0
15384	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_food_cattle_4	0
15390	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_food_grain_2	0
15396	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_food_grain_3	0
15402	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_food_grain_4	0
15404	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_industry_2	0
15411	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_industry_3	0
15413	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_industry_4	0
15420	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_minor_1	0
15424	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_minor_food_cattle_2	0
15426	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_minor_food_cattle_3	0
15427	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_minor_food_cattle_4	0
15436	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_minor_food_grain_2	0
15441	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_minor_food_grain_3	0
15451	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_minor_food_grain_4	0
15458	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_minor_industry_2	0
15466	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_minor_industry_3	0
15473	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_minor_industry_4	0
15481	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_minor_nomadic_2	0
15489	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_minor_nomadic_3	0
15495	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_minor_nomadic_4	0
15496	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_minor_research_2	0
15499	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_minor_research_3	0
15507	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_minor_research_4	0
15511	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_minor_stables_2	0
15520	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_minor_stables_3	0
15524	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_minor_stables_4	0
15531	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_minor_water_2	0
15533	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_minor_water_3	0
15539	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_minor_water_4	0
15544	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_nomadic_2	0
15552	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_nomadic_3	0
15553	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_nomadic_4	0
15556	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_research_2	0
15562	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_research_3	0
15566	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_research_4	0
15568	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_stables_2	0
15570	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_stables_3	0
15576	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_stables_4	0
15584	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_water_2	0
15587	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_water_3	0
15591	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_enclosure_water_4	0
15595	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	default	rom_NOMADIC_port_major_1	0
15602	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	default	rom_NOMADIC_port_major_food_2	0
15604	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	default	rom_NOMADIC_port_major_food_3	0
15612	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	default	rom_NOMADIC_port_major_food_4	0
15616	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	default	rom_NOMADIC_port_major_military_2	0
15620	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	default	rom_NOMADIC_port_major_military_3	0
15623	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	default	rom_NOMADIC_port_major_military_4	0
15631	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	default	rom_NOMADIC_port_minor_1	0
15633	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	default	rom_NOMADIC_port_minor_2	0
15638	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	default	rom_NOMADIC_port_minor_3	0
15642	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	default	rom_NOMADIC_port_minor_military_2	0
15649	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	default	rom_NOMADIC_port_minor_military_3	0
15650	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	default	rom_NOMADIC_temple_nomadic_kurgan_field_5	0
15654	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_major_1	0
15655	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_major_2	0
15662	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_major_3	0
15668	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_major_4	0
15672	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_fish_1	0
15679	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_fish_2	0
15686	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_fish_3	0
15687	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_fish_4	0
15688	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_glass_1	0
15691	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_glass_2	0
15699	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_glass_3	0
15701	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_glass_4	0
15703	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_gold_1	0
15710	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_gold_2	0
15719	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_gold_3	0
15727	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_gold_4	0
15737	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_grain_1	0
15740	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_grain_2	0
15745	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_grain_3	0
15748	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_grain_4	0
15755	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_hides_1	0
15759	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_hides_2	0
15768	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_hides_3	0
15772	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_hides_4	0
15776	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_iron_1	0
15780	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_iron_2	0
15790	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_iron_3	0
15799	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_iron_4	0
15803	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_limestone_1	0
15811	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_limestone_2	0
15818	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_limestone_3	0
15824	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_limestone_4	0
15829	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_marble_1	0
15831	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_marble_2	0
15836	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_marble_3	0
15838	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_marble_4	0
15841	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_olives_1	0
15842	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_olives_2	0
15847	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_olives_3	0
15851	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_olives_4	0
15855	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_purple_dye_1	0
15861	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_purple_dye_2	0
15864	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_purple_dye_3	0
15865	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_purple_dye_4	0
15867	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_silk_1	0
15871	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_silk_2	0
15877	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_silk_3	0
15882	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_silk_4	0
15889	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_silver_1	0
15894	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_silver_2	0
15895	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_silver_3	0
15896	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_silver_4	0
15904	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_timber_1	0
15910	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_timber_2	0
15916	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_timber_3	0
15926	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_timber_4	0
15932	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_township_1	0
15934	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_township_2	0
15942	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_township_3	0
15950	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_township_4	0
15958	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_wine_1	0
15960	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_wine_2	0
15966	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_wine_3	0
15974	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_city_minor_wine_4	0
15977	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_artisans_major_1	0
15985	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_artisans_major_gold_2	0
15995	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_artisans_major_gold_3	0
15998	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_artisans_major_gold_4	0
16004	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_artisans_major_iron_2	0
16014	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_artisans_major_iron_3	0
16016	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_artisans_major_iron_4	0
16021	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_artisans_major_salt_2	0
16025	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_artisans_major_salt_3	0
16031	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_artisans_major_salt_4	0
16032	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_artisans_minor_bronze_2	0
16038	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_artisans_minor_bronze_3	0
16045	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_artisans_minor_bronze_4	0
16050	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_artisans_minor_wood_2	0
16057	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_artisans_minor_wood_3	0
16062	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_artisans_minor_wood_4	0
16070	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_1	0
16074	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_agin_2	0
16076	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_agin_3	0
16082	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_agin_4	0
16088	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_agin_minor_2	0
16097	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_agin_minor_3	0
16105	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_agrimpasa_2	0
16109	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_agrimpasa_3	0
16117	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_agrimpasa_4	0
16126	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_agrimpasa_minor_2	0
16130	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_agrimpasa_minor_3	0
16136	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_api_2	0
16146	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_api_3	0
16154	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_api_4	0
16163	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_api_minor_2	0
16170	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_api_minor_3	0
16178	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_goitosyros_2	0
16184	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_goitosyros_3	0
16192	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_goitosyros_4	0
16196	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_goitosyros_minor_2	0
16201	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_goitosyros_minor_3	0
16202	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_minor_1	0
16209	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_papaios_2	0
16217	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_papaios_3	0
16224	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_papaios_4	0
16228	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_papaios_minor_2	0
16232	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_papaios_minor_3	0
16238	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_tabiti_2	0
16240	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_tabiti_3	0
16242	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_tabiti_4	0
16245	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_tabiti_minor_2	0
16249	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_religious_nomad_tabiti_minor_3	0
16252	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_commons_1	0
16259	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_commons_administration_2	0
16267	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_commons_administration_3	0
16269	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_commons_administration_4	0
16278	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_commons_major_storage_2	0
16281	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_commons_major_storage_3	0
16290	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_commons_major_storage_4	0
16300	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_commons_public_2	0
16301	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_commons_public_3	0
16304	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_commons_public_4	0
16312	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_commons_slave_2	0
16317	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_commons_slave_3	0
16322	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_commons_trade_2	0
16327	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_commons_trade_3	0
16335	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_commons_trade_4	0
16342	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_1	0
16346	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_food_cattle_2	0
16350	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_food_cattle_3	0
16353	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_food_cattle_4	0
16354	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_food_grain_2	0
16358	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_food_grain_3	0
16364	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_food_grain_4	0
16372	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_industry_2	0
16377	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_industry_3	0
16378	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_industry_4	0
16382	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_minor_1	0
16392	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_minor_food_cattle_2	0
16400	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_minor_food_cattle_3	0
16410	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_minor_food_cattle_4	0
16414	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_minor_food_grain_2	0
16417	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_minor_food_grain_3	0
16427	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_minor_food_grain_4	0
16436	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_minor_industry_2	0
16443	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_minor_industry_3	0
16449	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_minor_industry_4	0
16451	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_minor_nomadic_2	0
16456	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_minor_nomadic_3	0
16462	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_minor_nomadic_4	0
16467	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_minor_research_2	0
16470	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_minor_research_3	0
16472	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_minor_research_4	0
16478	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_minor_stables_2	0
16485	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_minor_stables_3	0
16490	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_minor_stables_4	0
16496	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_minor_water_2	0
16500	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_NOMADIC_enclosure_minor_water_3	0
