building_chain	building_level	building_set	exclude
rome_industry		dk_building_set_all	false
rome_iron		dk_building_set_all	false
rome_lead		dk_building_set_all	false
rome_leather		dk_building_set_all	false
rome_lumber		dk_building_set_all	false
rome_marble		dk_building_set_all	false
rome_military		dk_building_set_all	false
rome_military_buff		dk_building_set_all	false
rome_military_pun		dk_building_set_all	false
rome_military_siege		dk_building_set_all	false
rome_olive		dk_building_set_all	false
rome_port		dk_building_set_all	false
rome_purple_dye		dk_building_set_all	false
rome_religious		dk_building_set_all	false
rome_silk		dk_building_set_all	false
rome_spice		dk_building_set_all	false
rome_town		dk_building_set_all	false
rome_town_centre		dk_building_set_all	false
rome_water		dk_building_set_all	false
rome_wine		dk_building_set_all	false
inv_all_capitoline_hill		inv_all_buildings	false
inv_all_carthago		inv_all_buildings	false
inv_barb_amber		inv_all_buildings	false
inv_barb_gold		inv_all_buildings	false
inv_barb_grain		inv_all_buildings	false
inv_barb_horse		inv_all_buildings	false
inv_barb_iron		inv_all_buildings	false
inv_barb_lead		inv_all_buildings	false
inv_barb_leather		inv_all_buildings	false
inv_barb_lumber		inv_all_buildings	false
inv_barb_marble		inv_all_buildings	false
inv_barb_olive		inv_all_buildings	false
inv_barb_purple_dye		inv_all_buildings	false
inv_barb_salt		inv_all_buildings	false
inv_barb_wine		inv_all_buildings	false
inv_car_agriculture		inv_all_buildings	false
inv_car_amber		inv_all_buildings	false
inv_car_city		inv_all_buildings	false
inv_car_city_centre		inv_all_buildings	false
inv_car_glass		inv_all_buildings	false
inv_car_gold		inv_all_buildings	false
inv_car_grain		inv_all_buildings	false
inv_car_horse		inv_all_buildings	false
inv_car_industrial		inv_all_buildings	false
inv_car_iron		inv_all_buildings	false
inv_car_lead		inv_all_buildings	false
inv_car_leather		inv_all_buildings	false
inv_car_lumber		inv_all_buildings	false
inv_car_marble		inv_all_buildings	false
inv_car_military		inv_all_buildings	false
inv_car_military_buff		inv_all_buildings	false
inv_car_military_siege		inv_all_buildings	false
inv_car_olive		inv_all_buildings	false
inv_car_port		inv_all_buildings	false
inv_car_purple_dye		inv_all_buildings	false
inv_car_religious		inv_all_buildings	false
inv_car_silk		inv_all_buildings	false
inv_car_spice		inv_all_buildings	false
inv_car_town		inv_all_buildings	false
inv_car_water		inv_all_buildings	false
inv_gre_agriculture		inv_all_buildings	false
inv_gre_city_centre		inv_all_buildings	false
inv_gre_city_centre_taranto		inv_all_buildings	false
inv_gre_industry_major		inv_all_buildings	false
inv_gre_industry_minor		inv_all_buildings	false
inv_gre_major_town		inv_all_buildings	false
inv_gre_military_buff		inv_all_buildings	false
inv_gre_military_recruitment		inv_all_buildings	false
inv_gre_minor_town		inv_all_buildings	false
inv_gre_minor_town_centre		inv_all_buildings	false
inv_gre_port		inv_all_buildings	false
inv_gre_religious		inv_all_buildings	false
inv_gre_sanitation		inv_all_buildings	false
inv_greek_amber		inv_all_buildings	false
inv_greek_gold		inv_all_buildings	false
inv_greek_grain		inv_all_buildings	false
inv_greek_horse		inv_all_buildings	false
inv_greek_iron		inv_all_buildings	false
inv_greek_lead		inv_all_buildings	false
inv_greek_leather		inv_all_buildings	false
inv_greek_lumber		inv_all_buildings	false
inv_greek_marble		inv_all_buildings	false
inv_greek_olive		inv_all_buildings	false
inv_greek_purple_dye		inv_all_buildings	false
inv_greek_salt		inv_all_buildings	false
inv_greek_wine		inv_all_buildings	false
inv_ita_agriculture		inv_all_buildings	false
inv_ita_industry_major		inv_all_buildings	false
inv_ita_industry_minor		inv_all_buildings	false
inv_ita_major_city		inv_all_buildings	false
inv_ita_major_city_centre		inv_all_buildings	false
inv_ita_military_buff		inv_all_buildings	false
inv_ita_military_recruitment		inv_all_buildings	false
inv_ita_minor_town		inv_all_buildings	false
inv_ita_minor_town_centre		inv_all_buildings	false
inv_ita_port		inv_all_buildings	false
inv_ita_religious		inv_all_buildings	false
inv_ita_sanitation		inv_all_buildings	false
inv_new_barb_agriculture		inv_all_buildings	false
inv_new_barb_agriculture_minor		inv_all_buildings	false
inv_new_barb_city		inv_all_buildings	false
inv_new_barb_city_centre		inv_all_buildings	false
inv_new_barb_industry		inv_all_buildings	false
inv_new_barb_military_buff		inv_all_buildings	false
inv_new_barb_military_recruitment		inv_all_buildings	false
inv_new_barb_minor_industry		inv_all_buildings	false
inv_new_barb_minor_town		inv_all_buildings	false
inv_new_barb_port		inv_all_buildings	false
inv_new_barb_religious		inv_all_buildings	false
inv_new_barb_water		inv_all_buildings	false
inv_new_etr_amber		inv_all_buildings	false
inv_new_etr_gold		inv_all_buildings	false
inv_new_etr_grain		inv_all_buildings	false
inv_new_etr_horse		inv_all_buildings	false
inv_new_etr_iron		inv_all_buildings	false
inv_new_etr_lead		inv_all_buildings	false
inv_new_etr_leather		inv_all_buildings	false
inv_new_etr_lumber		inv_all_buildings	false
inv_new_etr_main_administration		inv_all_buildings	false
inv_new_etr_main_agriculture		inv_all_buildings	false
inv_new_etr_main_city		inv_all_buildings	false
inv_new_etr_main_industry		inv_all_buildings	false
inv_new_etr_main_military		inv_all_buildings	false
inv_new_etr_main_religion		inv_all_buildings	false
inv_new_etr_marble		inv_all_buildings	false
inv_new_etr_minor_agriculture		inv_all_buildings	false
inv_new_etr_minor_industry		inv_all_buildings	false
inv_new_etr_minor_military		inv_all_buildings	false
inv_new_etr_minor_religion		inv_all_buildings	false
inv_new_etr_minor_town		inv_all_buildings	false
inv_new_etr_olive		inv_all_buildings	false
inv_new_etr_port		inv_all_buildings	false
inv_new_etr_purple_dye		inv_all_buildings	false
inv_new_etr_salt		inv_all_buildings	false
inv_new_etr_wine		inv_all_buildings	false
inv_nur_agriculture		inv_all_buildings	false
inv_nur_industry_major		inv_all_buildings	false
inv_nur_major_city		inv_all_buildings	false
inv_nur_major_city_centre		inv_all_buildings	false
inv_nur_military		inv_all_buildings	false
inv_nur_minor_town		inv_all_buildings	false
inv_nur_port		inv_all_buildings	false
inv_nur_religious		inv_all_buildings	false
inv_nur_sanitation		inv_all_buildings	false
inv_rom_agriculture		inv_all_buildings	false
inv_rom_amber		inv_all_buildings	false
inv_rom_capital		inv_all_buildings	false
inv_rom_city_centre		inv_all_buildings	false
inv_rom_gold		inv_all_buildings	false
inv_rom_grain		inv_all_buildings	false
inv_rom_horse		inv_all_buildings	false
inv_rom_industry_major		inv_all_buildings	false
inv_rom_iron		inv_all_buildings	false
inv_rom_lead		inv_all_buildings	false
inv_rom_leather		inv_all_buildings	false
inv_rom_lumber		inv_all_buildings	false
inv_rom_marble		inv_all_buildings	false
inv_rom_military_buff		inv_all_buildings	false
inv_rom_military_recruitment		inv_all_buildings	false
inv_rom_minor_town		inv_all_buildings	false
inv_rom_olive		inv_all_buildings	false
inv_rom_port		inv_all_buildings	false
inv_rom_purple_dye		inv_all_buildings	false
inv_rom_religious		inv_all_buildings	false
inv_rom_salt		inv_all_buildings	false
inv_rom_sanitation		inv_all_buildings	false
inv_rom_town_centre		inv_all_buildings	false
inv_rom_wine		inv_all_buildings	false
inv_rome_resource_building_dummy		inv_all_buildings	false
inv_ven_agriculture		inv_all_buildings	false
inv_ven_city_centre		inv_all_buildings	false
inv_ven_industry		inv_all_buildings	false
inv_ven_major_town		inv_all_buildings	false
inv_ven_military_industry		inv_all_buildings	false
inv_ven_military_recruitment		inv_all_buildings	false
inv_ven_minor_town		inv_all_buildings	false
inv_ven_port		inv_all_buildings	false
inv_ven_religious		inv_all_buildings	false
inv_ven_sanitation		inv_all_buildings	false
inv_barb_grain		inv_all_farms	false
inv_car_agriculture		inv_all_farms	false
inv_car_grain		inv_all_farms	false
inv_gre_agriculture		inv_all_farms	false
inv_greek_grain		inv_all_farms	false
inv_ita_agriculture		inv_all_farms	false
inv_new_barb_agriculture		inv_all_farms	false
inv_new_etr_grain		inv_all_farms	false
inv_new_etr_main_agriculture		inv_all_farms	false
inv_new_etr_minor_agriculture		inv_all_farms	false
inv_nur_agriculture		inv_all_farms	false
inv_rom_agriculture		inv_all_farms	false
inv_rom_grain		inv_all_farms	false
inv_ven_agriculture		inv_all_farms	false
inv_car_port		inv_all_ports	false
inv_gre_port		inv_all_ports	false
inv_ita_port		inv_all_ports	false
inv_new_barb_port		inv_all_ports	false
inv_new_etr_port		inv_all_ports	false
inv_nur_port		inv_all_ports	false
inv_rom_port		inv_all_ports	false
inv_ven_port		inv_all_ports	false
inv_barb_amber		inv_barb_amber_buildings	false
inv_barb_lead		inv_barb_lead_buildings	false
inv_barb_leather		inv_barb_leather_buildings	false
	inv_new_barb_agriculture_1	inv_barb_set_farms	false
	inv_new_barb_agriculture_farm_2	inv_barb_set_farms	false
	inv_new_barb_agriculture_farm_3	inv_barb_set_farms	false
	inv_new_barb_agriculture_farm_4	inv_barb_set_farms	false
	inv_new_barb_agriculture_herd_2	inv_barb_set_farms	false
	inv_new_barb_agriculture_herd_3	inv_barb_set_farms	false
	inv_new_barb_agriculture_herd_4	inv_barb_set_farms	false
	inv_new_barb_agriculture_horses_2	inv_barb_set_farms	false
	inv_new_barb_agriculture_horses_3	inv_barb_set_farms	false
	inv_new_barb_agriculture_horses_4	inv_barb_set_farms	false
	inv_barb_wine_1	inv_building_set_all_wine	false
	inv_barb_wine_2	inv_building_set_all_wine	false
	inv_barb_wine_3	inv_building_set_all_wine	false
	inv_barb_wine_4	inv_building_set_all_wine	false
	inv_car_city_centre_wine_2	inv_building_set_all_wine	false
	inv_car_city_centre_wine_3	inv_building_set_all_wine	false
	inv_car_city_centre_wine_4	inv_building_set_all_wine	false
	inv_greek_wine_1	inv_building_set_all_wine	false
	inv_greek_wine_2	inv_building_set_all_wine	false
	inv_greek_wine_3	inv_building_set_all_wine	false
	inv_greek_wine_4	inv_building_set_all_wine	false
	inv_new_etr_wine_1	inv_building_set_all_wine	false
	inv_new_etr_wine_2	inv_building_set_all_wine	false
	inv_new_etr_wine_3	inv_building_set_all_wine	false
	inv_new_etr_wine_4	inv_building_set_all_wine	false
	inv_new_etr_wine_5	inv_building_set_all_wine	false
	inv_new_etr_wine_6	inv_building_set_all_wine	false
	inv_rom_wine_1	inv_building_set_all_wine	false
	inv_rom_wine_2	inv_building_set_all_wine	false
	inv_rom_wine_3	inv_building_set_all_wine	false
	inv_rom_wine_4	inv_building_set_all_wine	false
	3c_armenia_military_cavalry_4	inv_building_set_culture_greek	false
	inv_gre_city_centre_library_2	inv_building_set_culture_greek	false
	inv_gre_city_centre_library_3	inv_building_set_culture_greek	false
	inv_gre_city_centre_library_4	inv_building_set_culture_greek	false
	inv_gre_city_centre_library_taranto_2	inv_building_set_culture_greek	false
	inv_gre_city_centre_library_taranto_3	inv_building_set_culture_greek	false
	inv_gre_city_centre_library_taranto_4	inv_building_set_culture_greek	false
	inv_gre_city_centre_taranto_library_2	inv_building_set_culture_greek	false
	inv_gre_city_centre_taranto_library_3	inv_building_set_culture_greek	false
	inv_gre_city_centre_taranto_library_4	inv_building_set_culture_greek	false
	inv_gre_city_centre_taranto_theatre_2	inv_building_set_culture_greek	false
	inv_gre_city_centre_taranto_theatre_3	inv_building_set_culture_greek	false
	inv_gre_city_centre_theatre_2	inv_building_set_culture_greek	false
	inv_gre_city_centre_theatre_3	inv_building_set_culture_greek	false
	inv_gre_city_centre_theatre_4	inv_building_set_culture_greek	false
	inv_new_etr_main_adiministration_growth_4	inv_etr_major_all	false
	inv_new_etr_main_adiministration_growth_5	inv_etr_major_all	false
	inv_new_etr_main_adiministration_growth_6	inv_etr_major_all	false
	inv_new_etr_main_adiministration_wealth_3	inv_etr_major_all	false
	inv_new_etr_main_adiministration_wealth_4	inv_etr_major_all	false
	inv_new_etr_main_adiministration_wealth_5	inv_etr_major_all	false
	inv_new_etr_main_adiministration_wealth_6	inv_etr_major_all	false
	inv_new_etr_main_agriculture_3	inv_etr_major_all	false
	inv_new_etr_main_agriculture_food_4	inv_etr_major_all	false
	inv_new_etr_main_agriculture_food_5	inv_etr_major_all	false
	inv_new_etr_main_agriculture_food_6	inv_etr_major_all	false
	inv_new_etr_main_agriculture_wealth_4	inv_etr_major_all	false
	inv_new_etr_main_agriculture_wealth_5	inv_etr_major_all	false
	inv_new_etr_main_agriculture_wealth_6	inv_etr_major_all	false
	inv_new_etr_main_city_2	inv_etr_major_all	false
	inv_new_etr_main_city_3	inv_etr_major_all	false
	inv_new_etr_main_city_4	inv_etr_major_all	false
	inv_new_etr_main_city_5	inv_etr_major_all	false
	inv_new_etr_main_city_6	inv_etr_major_all	false
	inv_new_etr_main_industry_3	inv_etr_major_all	false
	inv_new_etr_main_industry_amphora_4	inv_etr_major_all	false
	inv_new_etr_main_industry_amphora_5	inv_etr_major_all	false
	inv_new_etr_main_industry_amphora_6	inv_etr_major_all	false
	inv_new_etr_main_industry_mint_4	inv_etr_major_all	false
	inv_new_etr_main_industry_mint_5	inv_etr_major_all	false
	inv_new_etr_main_industry_mint_6	inv_etr_major_all	false
	inv_new_etr_main_military_3	inv_etr_major_all	false
	inv_new_etr_main_military_buff_4	inv_etr_major_all	false
	inv_new_etr_main_military_buff_5	inv_etr_major_all	false
	inv_new_etr_main_military_buff_6	inv_etr_major_all	false
	inv_new_etr_main_military_recruit_4	inv_etr_major_all	false
	inv_new_etr_main_military_recruit_5	inv_etr_major_all	false
	inv_new_etr_main_military_recruit_6	inv_etr_major_all	false
	inv_new_etr_main_religion_3	inv_etr_major_all	false
	inv_new_etr_main_religion_agriculture_4	inv_etr_major_all	false
	inv_new_etr_main_religion_agriculture_5	inv_etr_major_all	false
	inv_new_etr_main_religion_agriculture_6	inv_etr_major_all	false
	inv_new_etr_main_religion_military_4	inv_etr_major_all	false
	inv_new_etr_main_religion_military_5	inv_etr_major_all	false
	inv_new_etr_main_religion_military_6	inv_etr_major_all	false
	inv_new_etr_main_religion_port_4	inv_etr_major_all	false
	inv_new_etr_main_religion_port_5	inv_etr_major_all	false
	inv_new_etr_main_religion_port_6	inv_etr_major_all	false
	inv_new_etr_main_religion_research_4	inv_etr_major_all	false
	inv_new_etr_main_religion_research_5	inv_etr_major_all	false
	inv_new_etr_main_religion_research_6	inv_etr_major_all	false
inv_new_etr_minor_agriculture		inv_etr_minor_agriculture	false
inv_new_etr_port		inv_etr_minor_port	false
inv_new_etr_minor_military		inv_etr_minor_religion	false
inv_barb_amber		inv_insubres_all_buildings	false
inv_barb_gold		inv_insubres_all_buildings	false
inv_barb_grain		inv_insubres_all_buildings	false
inv_barb_horse		inv_insubres_all_buildings	false
inv_barb_iron		inv_insubres_all_buildings	false
inv_barb_lead		inv_insubres_all_buildings	false
inv_barb_leather		inv_insubres_all_buildings	false
inv_barb_lumber		inv_insubres_all_buildings	false
inv_barb_marble		inv_insubres_all_buildings	false
inv_barb_olive		inv_insubres_all_buildings	false
inv_barb_purple_dye		inv_insubres_all_buildings	false
inv_barb_salt		inv_insubres_all_buildings	false
inv_barb_wine		inv_insubres_all_buildings	false
inv_new_barb_agriculture		inv_insubres_all_buildings	false
inv_new_barb_city		inv_insubres_all_buildings	false
inv_new_barb_city_centre		inv_insubres_all_buildings	false
inv_new_barb_industry		inv_insubres_all_buildings	false
inv_new_barb_military_buff		inv_insubres_all_buildings	false
inv_new_barb_military_recruitment		inv_insubres_all_buildings	false
inv_new_barb_minor_industry		inv_insubres_all_buildings	false
inv_new_barb_minor_town		inv_insubres_all_buildings	false
inv_new_barb_port		inv_insubres_all_buildings	false
inv_new_barb_religious		inv_insubres_all_buildings	false
inv_new_barb_water		inv_insubres_all_buildings	false
inv_barb_amber		inv_nur_minor_settlement	false
inv_barb_gold		inv_nur_minor_settlement	false
inv_barb_grain		inv_nur_minor_settlement	false
inv_barb_horse		inv_nur_minor_settlement	false
inv_barb_iron		inv_nur_minor_settlement	false
inv_barb_lead		inv_nur_minor_settlement	false
inv_barb_leather		inv_nur_minor_settlement	false
inv_barb_lumber		inv_nur_minor_settlement	false
inv_barb_marble		inv_nur_minor_settlement	false
inv_barb_olive		inv_nur_minor_settlement	false
inv_barb_purple_dye		inv_nur_minor_settlement	false
inv_barb_salt		inv_nur_minor_settlement	false
inv_barb_wine		inv_nur_minor_settlement	false
inv_nur_agriculture		inv_nur_minor_settlement	false
inv_nur_minor_town		inv_nur_minor_settlement	false
inv_nur_sanitation		inv_nur_minor_settlement	false
inv_nur_agriculture		inv_nur_set_farms	false
inv_barb_amber		inv_senones_all_buildings	false
inv_barb_gold		inv_senones_all_buildings	false
inv_barb_grain		inv_senones_all_buildings	false
inv_barb_horse		inv_senones_all_buildings	false
inv_barb_iron		inv_senones_all_buildings	false
inv_barb_lead		inv_senones_all_buildings	false
inv_barb_leather		inv_senones_all_buildings	false
inv_barb_lumber		inv_senones_all_buildings	false
inv_barb_marble		inv_senones_all_buildings	false
inv_barb_olive		inv_senones_all_buildings	false
inv_barb_purple_dye		inv_senones_all_buildings	false
inv_barb_salt		inv_senones_all_buildings	false
inv_barb_wine		inv_senones_all_buildings	false
inv_new_barb_agriculture		inv_senones_all_buildings	false
inv_new_barb_city		inv_senones_all_buildings	false
inv_new_barb_city_centre		inv_senones_all_buildings	false
inv_new_barb_industry		inv_senones_all_buildings	false
inv_new_barb_military_buff		inv_senones_all_buildings	false
inv_new_barb_military_recruitment		inv_senones_all_buildings	false
inv_new_barb_minor_industry		inv_senones_all_buildings	false
inv_new_barb_minor_town		inv_senones_all_buildings	false
inv_new_barb_port		inv_senones_all_buildings	false
inv_new_barb_religious		inv_senones_all_buildings	false
inv_new_barb_water		inv_senones_all_buildings	false
	pel_city_centre_2_theatre	pel_building_set_theatres	false
	pel_city_centre_3_theatre	pel_building_set_theatres	false
	pel_city_centre_4_theatre	pel_building_set_theatres	false
barb_agriculture		rom_building_set_agriculture	false
barb_agriculture_minor		rom_building_set_agriculture	false
barb_agriculture_minor_nomad		rom_building_set_agriculture	false
barb_agriculture_nomad		rom_building_set_agriculture	false
east_agriculture		rom_building_set_agriculture	false
greek_agriculture		rom_building_set_agriculture	false
inv_gre_agriculture		rom_building_set_agriculture	false
inv_greek_grain		rom_building_set_agriculture	false
inv_new_barb_agriculture		rom_building_set_agriculture	false
inv_new_etr_main_agriculture		rom_building_set_agriculture	false
inv_new_etr_minor_agriculture		rom_building_set_agriculture	false
pel_agriculture		rom_building_set_agriculture	false
pel_agriculture_barb		rom_building_set_agriculture	false
pel_agriculture_east		rom_building_set_agriculture	false
rom_BARBARIAN_enclosure		rom_building_set_agriculture	false
rom_BARBARIAN_enclosure_minor		rom_building_set_agriculture	false
rom_EASTERN_outskirts_minor		rom_building_set_agriculture	false
rom_HELLENIC_outskirts_minor		rom_building_set_agriculture	false
rom_HELLENIC_outskirts_minor_MACEDON		rom_building_set_agriculture	false
rom_ROMAN_outskirts_minor		rom_building_set_agriculture	false
rome_agriculture		rom_building_set_agriculture	false
3c_barb_amber		rom_building_set_capital	false
3c_barb_city		rom_building_set_capital	false
3c_barb_glass		rom_building_set_capital	false
3c_barb_gold		rom_building_set_capital	false
3c_barb_grain		rom_building_set_capital	false
3c_barb_horse		rom_building_set_capital	false
3c_barb_iron		rom_building_set_capital	false
3c_barb_lead		rom_building_set_capital	false
3c_barb_leather		rom_building_set_capital	false
3c_barb_lumber		rom_building_set_capital	false
3c_barb_marble		rom_building_set_capital	false
3c_barb_olive		rom_building_set_capital	false
3c_barb_purple_dye		rom_building_set_capital	false
3c_barb_silk		rom_building_set_capital	false
3c_barb_town		rom_building_set_capital	false
3c_barb_wine		rom_building_set_capital	false
3c_east_amber		rom_building_set_capital	false
3c_east_city		rom_building_set_capital	false
3c_east_glass		rom_building_set_capital	false
3c_east_gold		rom_building_set_capital	false
3c_east_grain		rom_building_set_capital	false
3c_east_horse		rom_building_set_capital	false
3c_east_iron		rom_building_set_capital	false
3c_east_lead		rom_building_set_capital	false
3c_east_leather		rom_building_set_capital	false
3c_east_lumber		rom_building_set_capital	false
3c_east_marble		rom_building_set_capital	false
3c_east_olive		rom_building_set_capital	false
3c_east_purple_dye		rom_building_set_capital	false
3c_east_silk		rom_building_set_capital	false
3c_east_town		rom_building_set_capital	false
3c_east_wine		rom_building_set_capital	false
3c_palmyra_city_major		rom_building_set_capital	false
3c_rome_amber		rom_building_set_capital	false
3c_rome_city_major		rom_building_set_capital	false
3c_rome_glass		rom_building_set_capital	false
3c_rome_gold		rom_building_set_capital	false
3c_rome_grain		rom_building_set_capital	false
3c_rome_horse		rom_building_set_capital	false
3c_rome_iron		rom_building_set_capital	false
3c_rome_lead		rom_building_set_capital	false
3c_rome_leather		rom_building_set_capital	false
3c_rome_lumber		rom_building_set_capital	false
3c_rome_marble		rom_building_set_capital	false
3c_rome_olive		rom_building_set_capital	false
3c_rome_purple_dye		rom_building_set_capital	false
3c_rome_silk		rom_building_set_capital	false
3c_rome_town		rom_building_set_capital	false
3c_rome_wine		rom_building_set_capital	false
inv_gre_major_town		rom_building_set_capital	false
inv_gre_minor_town		rom_building_set_capital	false
rom_BARBARIAN_city_major		rom_building_set_capital	false
rom_BARBARIAN_city_minor_fish		rom_building_set_capital	false
rom_BARBARIAN_city_minor_glass		rom_building_set_capital	false
rom_BARBARIAN_city_minor_gold		rom_building_set_capital	false
rom_BARBARIAN_city_minor_grain		rom_building_set_capital	false
rom_BARBARIAN_city_minor_hides		rom_building_set_capital	false
rom_BARBARIAN_city_minor_iron		rom_building_set_capital	false
rom_BARBARIAN_city_minor_limestone		rom_building_set_capital	false
rom_BARBARIAN_city_minor_marble		rom_building_set_capital	false
rom_BARBARIAN_city_minor_olives		rom_building_set_capital	false
rom_BARBARIAN_city_minor_purple_dye		rom_building_set_capital	false
rom_BARBARIAN_city_minor_silk		rom_building_set_capital	false
rom_BARBARIAN_city_minor_silver		rom_building_set_capital	false
rom_BARBARIAN_city_minor_timber		rom_building_set_capital	false
rom_BARBARIAN_city_minor_township		rom_building_set_capital	false
rom_BARBARIAN_city_minor_wine		rom_building_set_capital	false
rom_EASTERN_city_major		rom_building_set_capital	false
rom_EASTERN_city_minor_fish		rom_building_set_capital	false
rom_EASTERN_city_minor_glass		rom_building_set_capital	false
rom_EASTERN_city_minor_gold		rom_building_set_capital	false
rom_EASTERN_city_minor_grain		rom_building_set_capital	false
rom_EASTERN_city_minor_hides		rom_building_set_capital	false
rom_EASTERN_city_minor_iron		rom_building_set_capital	false
rom_EASTERN_city_minor_limestone		rom_building_set_capital	false
rom_EASTERN_city_minor_marble		rom_building_set_capital	false
rom_EASTERN_city_minor_olives		rom_building_set_capital	false
rom_EASTERN_city_minor_purple_dye		rom_building_set_capital	false
rom_EASTERN_city_minor_silk		rom_building_set_capital	false
rom_EASTERN_city_minor_silver		rom_building_set_capital	false
rom_EASTERN_city_minor_timber		rom_building_set_capital	false
rom_EASTERN_city_minor_township		rom_building_set_capital	false
rom_EASTERN_city_minor_wine		rom_building_set_capital	false
rom_HELLENIC_city_major		rom_building_set_capital	false
rom_HELLENIC_city_minor_fish		rom_building_set_capital	false
rom_HELLENIC_city_minor_glass		rom_building_set_capital	false
rom_HELLENIC_city_minor_gold		rom_building_set_capital	false
rom_HELLENIC_city_minor_grain		rom_building_set_capital	false
rom_HELLENIC_city_minor_hides		rom_building_set_capital	false
rom_HELLENIC_city_minor_iron		rom_building_set_capital	false
rom_HELLENIC_city_minor_limestone		rom_building_set_capital	false
rom_HELLENIC_city_minor_marble		rom_building_set_capital	false
rom_HELLENIC_city_minor_military_tradition		rom_building_set_capital	false
rom_HELLENIC_city_minor_olives		rom_building_set_capital	false
rom_HELLENIC_city_minor_purple_dye		rom_building_set_capital	false
rom_HELLENIC_city_minor_silk		rom_building_set_capital	false
rom_HELLENIC_city_minor_silver		rom_building_set_capital	false
rom_HELLENIC_city_minor_timber		rom_building_set_capital	false
rom_HELLENIC_city_minor_township		rom_building_set_capital	false
rom_HELLENIC_city_minor_wine		rom_building_set_capital	false
rom_ROMAN_city_major		rom_building_set_capital	false
rom_ROMAN_city_minor_fish		rom_building_set_capital	false
rom_ROMAN_city_minor_glass		rom_building_set_capital	false
rom_ROMAN_city_minor_gold		rom_building_set_capital	false
rom_ROMAN_city_minor_grain		rom_building_set_capital	false
rom_ROMAN_city_minor_hides		rom_building_set_capital	false
rom_ROMAN_city_minor_iron		rom_building_set_capital	false
rom_ROMAN_city_minor_limestone		rom_building_set_capital	false
rom_ROMAN_city_minor_marble		rom_building_set_capital	false
rom_ROMAN_city_minor_olives		rom_building_set_capital	false
rom_ROMAN_city_minor_purple_dye		rom_building_set_capital	false
rom_ROMAN_city_minor_silk		rom_building_set_capital	false
rom_ROMAN_city_minor_silver		rom_building_set_capital	false
rom_ROMAN_city_minor_timber		rom_building_set_capital	false
rom_ROMAN_city_minor_township		rom_building_set_capital	false
rom_ROMAN_city_minor_wine		rom_building_set_capital	false
3c_barb_commons		rom_building_set_city_centre	false
3c_barb_commons_nomad		rom_building_set_city_centre	false
3c_east_city_centre		rom_building_set_city_centre	false
3c_rome_city_centre		rom_building_set_city_centre	false
barb_commons		rom_building_set_city_centre	false
barb_commons_nomad		rom_building_set_city_centre	false
dk_afr_city_centre		rom_building_set_city_centre	false
dk_ara_city_centre		rom_building_set_city_centre	false
dk_ara_town_centre		rom_building_set_city_centre	false
dk_kush_town_centre		rom_building_set_city_centre	false
east_city_centre		rom_building_set_city_centre	false
east_tax		rom_building_set_city_centre	false
east_town_centre		rom_building_set_city_centre	false
greek_city_centre		rom_building_set_city_centre	false
greek_town_centre		rom_building_set_city_centre	false
inv_gre_city_centre		rom_building_set_city_centre	false
inv_new_etr_main_administration		rom_building_set_city_centre	false
pel_city_centre		rom_building_set_city_centre	false
pel_town_centre		rom_building_set_city_centre	false
rom_BARBARIAN_commons		rom_building_set_city_centre	false
rom_EASTERN_city_slot		rom_building_set_city_centre	false
rom_HELLENIC_city_slot		rom_building_set_city_centre	false
rom_ROMAN_city_slot		rom_building_set_city_centre	false
rome_city_centre		rom_building_set_city_centre	false
rome_town_centre		rom_building_set_city_centre	false
barb_city		rom_building_set_city_major	false
dk_all_city		rom_building_set_city_major	false
east_city		rom_building_set_city_major	false
greek_city		rom_building_set_city_major	false
inv_gre_major_town		rom_building_set_city_major	false
inv_new_etr_main_city		rom_building_set_city_major	false
inv_rom_capital		rom_building_set_city_major	false
pel_city		rom_building_set_city_major	false
rom_BARBARIAN_city_major		rom_building_set_city_major	false
rom_EASTERN_city_major		rom_building_set_city_major	false
rom_HELLENIC_city_major		rom_building_set_city_major	false
rom_ROMAN_city_major		rom_building_set_city_major	false
rome_city		rom_building_set_city_major	false
barb_amber		rom_building_set_city_minor	false
barb_glass		rom_building_set_city_minor	false
barb_gold		rom_building_set_city_minor	false
barb_grain		rom_building_set_city_minor	false
barb_horse		rom_building_set_city_minor	false
barb_iron		rom_building_set_city_minor	false
barb_lead		rom_building_set_city_minor	false
barb_leather		rom_building_set_city_minor	false
barb_lumber		rom_building_set_city_minor	false
barb_marble		rom_building_set_city_minor	false
barb_olive		rom_building_set_city_minor	false
barb_purple_dye		rom_building_set_city_minor	false
barb_silk		rom_building_set_city_minor	false
barb_town		rom_building_set_city_minor	false
barb_wine		rom_building_set_city_minor	false
dk_all_minor_settlement		rom_building_set_city_minor	false
dk_minor_amber		rom_building_set_city_minor	false
dk_minor_glass		rom_building_set_city_minor	false
dk_minor_gold		rom_building_set_city_minor	false
dk_minor_grain		rom_building_set_city_minor	false
dk_minor_horse		rom_building_set_city_minor	false
dk_minor_iron		rom_building_set_city_minor	false
dk_minor_lead		rom_building_set_city_minor	false
dk_minor_leather		rom_building_set_city_minor	false
dk_minor_lumber		rom_building_set_city_minor	false
dk_minor_marble		rom_building_set_city_minor	false
dk_minor_olive		rom_building_set_city_minor	false
dk_minor_purple_dye		rom_building_set_city_minor	false
dk_minor_silk		rom_building_set_city_minor	false
dk_minor_spice		rom_building_set_city_minor	false
