faction_key	unit_key
emp_egypt	Gre_Levy_Thureos_Spears
emp_egypt	Gre_Light_Cav
emp_egypt	Gre_Peltasts
emp_egypt	Gre_Pike
emp_egypt	Gre_Skirm_Cav
emp_egypt	Gre_Tarantine_Cav
emp_egypt	Gre_Thureos_Spears
emp_egypt_civil_war	Ara_Camel_Archers
emp_egypt_civil_war	Ara_Camel_Spear
emp_egypt_civil_war	Egy_Archers
emp_egypt_civil_war	Egy_Cav
emp_egypt_civil_war	Egy_Galatian_Sword
emp_egypt_civil_war	Egy_Infantry
emp_egypt_civil_war	Egy_Javelinmen
emp_egypt_civil_war	Egy_Karian_Axemen
emp_egypt_civil_war	Egy_Mob
emp_egypt_civil_war	Egy_Nubian_Bowmen
emp_egypt_civil_war	Egy_Nubian_Spear
emp_egypt_civil_war	Egy_Pike
emp_egypt_civil_war	Egy_Slingers
emp_egypt_civil_war	Gre_Citizen_Cav
emp_egypt_civil_war	Gre_Levy_Thureos_Spears
emp_egypt_civil_war	Gre_Light_Cav
emp_egypt_civil_war	Gre_Peltasts
emp_egypt_civil_war	Gre_Pike
emp_egypt_civil_war	Gre_Skirm_Cav
emp_egypt_civil_war	Gre_Tarantine_Cav
emp_egypt_civil_war	Gre_Thureos_Spears
emp_frisii	Ger_Bloodsworn
emp_frisii	Ger_Club_Levy
emp_frisii	Ger_Longbow_Hunters
emp_frisii	Ger_Night_Hunters
emp_frisii	Ger_Scout_Riders
emp_frisii	Ger_Slingers
emp_frisii	Ger_Spear_Brothers
emp_frisii	Ger_Spear_Levy
emp_frisii	Ger_Tribesmen
emp_frisii	Ger_Wodanaz_Spears
emp_frisii	Ger_Youths
emp_gaetuli	Afr_Archers
emp_gaetuli	Afr_Numidian_Cav
emp_gaetuli	Afr_Tribal_Slingers
emp_gaetuli	Afr_Tribesmen
emp_gaetuli	Num_Javelinmen
emp_gaetuli	Num_Spear
emp_galatia	Cel_Galatian_Spears
emp_galatia	Cel_Galatian_Swords
emp_galatia	Cel_Levy_Freemen
emp_galatia	Cel_Light_Horse
emp_galatia	Cel_Naked_Swords
emp_galatia	Cel_Skirm
emp_galatia	Cel_Slingers
emp_galatia	Cel_Tribesmen
emp_garamantia	Afr_Archers
emp_garamantia	Afr_Javelinmen
emp_garamantia	Afr_Large_Shield_Warriors
emp_garamantia	Afr_Levy_Spear
emp_garamantia	Afr_Skirm_Cav
emp_garamantia	Afr_Tribal_Slingers
emp_garamantia	Afr_Tribesmen
emp_gaul	Cel_Heavy_Horse
emp_gaul	Cel_Levy_Freemen
emp_gaul	Cel_Light_Horse
emp_gaul	Cel_Savage_Dogs
emp_gaul	Cel_Skirm
emp_gaul	Cel_Slingers
emp_gaul	Cel_Spear_Warriors
emp_gaul	Cel_Tribesmen
emp_gaul	Cel_Warriors
emp_gaul	Cel_Youths
emp_gerrhea	Ara_Camel_Archers
emp_gerrhea	Ara_Camel_Spear
emp_gerrhea	Ara_Cav
emp_gerrhea	Ara_Levy_Skirm
emp_gerrhea	Ara_Levy_Spear
emp_gerrhea	Ara_Slingers
emp_gerrhea	Ara_Tribes_People
emp_gutones	Ger_Bloodsworn
emp_gutones	Ger_Club_Levy
emp_gutones	Ger_Longbow_Hunters
emp_gutones	Ger_Night_Hunters
emp_gutones	Ger_Scout_Riders
emp_gutones	Ger_Slingers
emp_gutones	Ger_Spear_Brothers
emp_gutones	Ger_Spear_Levy
emp_gutones	Ger_Tribesmen
emp_gutones	Ger_Wodanaz_Spears
emp_gutones	Ger_Youths
emp_helisii	Ger_Bloodsworn
emp_helisii	Ger_Club_Levy
emp_helisii	Ger_Longbow_Hunters
emp_helisii	Ger_Night_Hunters
emp_helisii	Ger_Scout_Riders
emp_helisii	Ger_Slingers
emp_helisii	Ger_Spear_Brothers
emp_helisii	Ger_Spear_Levy
emp_helisii	Ger_Tribesmen
emp_helisii	Ger_Wodanaz_Spears
emp_helisii	Ger_Youths
emp_helveconae	Ger_Bloodsworn
emp_helveconae	Ger_Club_Levy
emp_helveconae	Ger_Longbow_Hunters
emp_helveconae	Ger_Night_Hunters
emp_helveconae	Ger_Scout_Riders
emp_helveconae	Ger_Slingers
emp_helveconae	Ger_Spear_Brothers
emp_helveconae	Ger_Spear_Levy
emp_helveconae	Ger_Tribesmen
emp_helveconae	Ger_Wodanaz_Spears
emp_helveconae	Ger_Youths
emp_helvetii	Cel_Axe_Warriors
emp_helvetii	Cel_Light_Horse
emp_helvetii	Cel_Short_Swords
emp_helvetii	Cel_Skirm
emp_helvetii	Cel_Slingers
emp_helvetii	Cel_Spear_Warriors
emp_helvetii	Cel_Tribesmen
emp_himyar	Ara_Camel_Archers
emp_himyar	Ara_Camel_Spear
emp_himyar	Ara_Cav
emp_himyar	Ara_Levy_Skirm
emp_himyar	Ara_Levy_Spear
emp_himyar	Ara_Slingers
emp_himyar	Ara_Tribes_People
emp_iastae	Ste_Archers
emp_iastae	Ste_Armour_Horse_Archers
emp_iastae	Ste_Armoured_Lancers
emp_iastae	Ste_Horse_Archers
emp_iastae	Ste_Horse_Skirm
emp_iastae	Ste_Lancers
emp_iastae	Ste_Spear
emp_iastae	Ste_Tribesmen
emp_iastae	Ste_Young_Axes
emp_iberia	Ibe_Cav
emp_iberia	Ibe_Guerilla_Warriors
emp_iberia	Ibe_Scut_Spear
emp_iberia	Ibe_Scutarii_Cav
emp_iberia	Ibe_Skirm
emp_iberia	Ibe_Slingers
emp_iberia	Ibe_Sword
emp_iberia	Ibe_Tribesmen
emp_iberia	Ibe_Vet_Shield_Warriors
emp_iceni	Bri_Ambushers
emp_iceni	Bri_Chosen_Spear_Band
emp_iceni	Bri_Chosen_Sword_Band
emp_iceni	Bri_Farmers
emp_iceni	Bri_Scout_Riders
emp_iceni	Bri_Skirm
emp_iceni	Bri_Slingers
emp_iceni	Bri_Spear_Band
emp_iceni	Bri_Sword_Band
emp_iceni	Bri_Veteran_Riders
emp_iceni_civil_war	Bri_Ambushers
emp_iceni_civil_war	Bri_Chosen_Spear_Band
emp_iceni_civil_war	Bri_Chosen_Sword_Band
emp_iceni_civil_war	Bri_Farmers
emp_iceni_civil_war	Bri_Scout_Riders
emp_iceni_civil_war	Bri_Skirm
emp_iceni_civil_war	Bri_Slingers
emp_iceni_civil_war	Bri_Spear_Band
emp_iceni_civil_war	Bri_Sword_Band
emp_iceni_civil_war	Bri_Veteran_Riders
emp_judea	Gre_Archers
emp_judea	Gre_Citizen_Cav
emp_judea	Gre_Javelinmen
emp_judea	Gre_Levy_Pike
emp_judea	Gre_Light_Cav
emp_judea	Gre_Mob
emp_judea	Gre_Peltasts
emp_judea	Gre_Pike
emp_judea	Gre_Skirm_Cav
emp_judea	Gre_Slingers
emp_judea	Gre_Tarantine_Cav
emp_judea	Gre_Thorax_Pike
emp_judea	Gre_Thorax_Sword
emp_judea	Gre_Thureos_Spears
emp_kartli	Eas_Archers
emp_kartli	Eas_Axemen
emp_kartli	Eas_Hillmen
emp_kartli	Eas_Horse_Archers
emp_kartli	Eas_Horse_Skirm
emp_kartli	Eas_Javelinmen
emp_kartli	Eas_Kartli_Axemen
emp_kartli	Eas_Mob
emp_kartli	Eas_Noble_Blood_Cav
emp_kartli	Eas_Slingers
emp_kartli	Eas_Spear
emp_lazyges	Ste_Archers
emp_lazyges	Ste_Armour_Horse_Archers
emp_lazyges	Ste_Armoured_Lancers
emp_lazyges	Ste_Horse_Archers
emp_lazyges	Ste_Lancers
emp_lazyges	Ste_Spear
emp_lazyges	Ste_Tribesmen
emp_lazyges	Ste_Young_Axes
emp_lepidus	Emp_Rom_Legionaries
emp_lepidus	Emp_Rom_Vigiles
emp_lepidus	Rom_Gladiator_Spear
emp_lepidus	Rom_Gladiators
emp_lepidus	Rom_Legionary_Cav
emp_lepidus	Rom_Velites
emp_lepidus_civil_war	Emp_Rom_Legionaries
emp_lepidus_civil_war	Emp_Rom_Vigiles
emp_lepidus_civil_war	Rom_Gladiator_Spear
emp_lepidus_civil_war	Rom_Gladiators
emp_lepidus_civil_war	Rom_Legionary_Cav
emp_lepidus_civil_war	Rom_Velites
emp_ma_in	Ara_Camel_Archers
emp_ma_in	Ara_Camel_Spear
emp_ma_in	Ara_Cav
emp_ma_in	Ara_Levy_Skirm
emp_ma_in	Ara_Levy_Spear
emp_ma_in	Ara_Slingers
emp_ma_in	Ara_Tribes_People
emp_marcomanni	Ger_Bloodsworn
emp_marcomanni	Ger_Club_Levy
emp_marcomanni	Ger_Longbow_Hunters
emp_marcomanni	Ger_Night_Hunters
emp_marcomanni	Ger_Scout_Riders
emp_marcomanni	Ger_Slingers
emp_marcomanni	Ger_Spear_Brothers
emp_marcomanni	Ger_Spear_Levy
emp_marcomanni	Ger_Tribesmen
emp_marcomanni	Ger_Wodanaz_Spears
emp_marcomanni	Ger_Youths
emp_marcomanni_civil_war	Ger_Bloodsworn
emp_marcomanni_civil_war	Ger_Club_Levy
emp_marcomanni_civil_war	Ger_Longbow_Hunters
emp_marcomanni_civil_war	Ger_Night_Hunters
emp_marcomanni_civil_war	Ger_Scout_Riders
emp_marcomanni_civil_war	Ger_Slingers
emp_marcomanni_civil_war	Ger_Spear_Brothers
emp_marcomanni_civil_war	Ger_Spear_Levy
emp_marcomanni_civil_war	Ger_Tribesmen
emp_marcomanni_civil_war	Ger_Wodanaz_Spears
emp_marcomanni_civil_war	Ger_Youths
emp_mascat	Ara_Camel_Archers
emp_mascat	Ara_Camel_Spear
emp_mascat	Ara_Cav
emp_mascat	Ara_Levy_Skirm
emp_mascat	Ara_Levy_Spear
emp_mascat	Ara_Slingers
emp_mascat	Ara_Tribes_People
emp_mauri	Afr_Archers
emp_mauri	Afr_Numidian_Cav
emp_mauri	Afr_Tribal_Slingers
emp_mauri	Afr_Tribesmen
emp_mauri	Num_Javelinmen
emp_mauri	Num_Spear
emp_media_atropatene	Eas_Hillmen
emp_media_atropatene	Eas_Horse_Skirm
emp_media_atropatene	Eas_Javelinmen
emp_media_atropatene	Eas_Median_Cav
emp_media_atropatene	Eas_Mob
emp_media_atropatene	Eas_Persian_Light_Archers
emp_media_atropatene	Eas_Slingers
emp_media_atropatene	Eas_Spear
emp_meroe	Aet_Cav
emp_meroe	Aet_Sword
emp_meroe	Afr_Archers
emp_meroe	Afr_Javelinmen
emp_meroe	Afr_Levy_Spear
emp_meroe	Afr_Tribal_Slingers
emp_meroe	Afr_Tribesmen
emp_nabatea	Ara_Camel_Archers
emp_nabatea	Ara_Camel_Spear
emp_nabatea	Ara_Cav
emp_nabatea	Ara_Levy_Skirm
emp_nabatea	Ara_Levy_Spear
emp_nabatea	Ara_Slingers
emp_nabatea	Ara_Tribes_People
emp_nahanarvali	Ger_Bloodsworn
emp_nahanarvali	Ger_Club_Levy
emp_nahanarvali	Ger_Longbow_Hunters
emp_nahanarvali	Ger_Night_Hunters
emp_nahanarvali	Ger_Scout_Riders
emp_nahanarvali	Ger_Slingers
emp_nahanarvali	Ger_Spear_Brothers
emp_nahanarvali	Ger_Spear_Levy
emp_nahanarvali	Ger_Tribesmen
emp_nahanarvali	Ger_Wodanaz_Spears
emp_nahanarvali	Ger_Youths
emp_nasamones	Afr_Archers
emp_nasamones	Afr_Javelinmen
emp_nasamones	Afr_Large_Shield_Warriors
emp_nasamones	Afr_Levy_Spear
emp_nasamones	Afr_Skirm_Cav
emp_nasamones	Afr_Tribal_Slingers
emp_nasamones	Afr_Tribesmen
emp_nori	Cel_Axe_Warriors
emp_nori	Cel_Light_Horse
emp_nori	Cel_Short_Swords
emp_nori	Cel_Skirm
emp_nori	Cel_Slingers
emp_nori	Cel_Spear_Warriors
emp_nori	Cel_Tribesmen
emp_numidia	Afr_Archers
emp_numidia	Afr_Numidian_Cav
emp_numidia	Afr_Tribal_Slingers
emp_numidia	Afr_Tribesmen
emp_numidia	Num_Javelinmen
emp_numidia	Num_Spear
emp_octavian	Emp_Rom_Legionaries
emp_octavian	Emp_Rom_Vigiles
emp_octavian	Rom_Gladiator_Spear
emp_octavian	Rom_Gladiators
emp_octavian	Rom_Legionary_Cav
emp_octavian	Rom_Velites
emp_octavian_civil_war	Emp_Rom_Legionaries
emp_octavian_civil_war	Emp_Rom_Vigiles
emp_octavian_civil_war	Rom_Gladiator_Spear
emp_octavian_civil_war	Rom_Gladiators
emp_octavian_civil_war	Rom_Legionary_Cav
emp_octavian_civil_war	Rom_Velites
emp_palmyra	Eas_Garrison_Spear
emp_palmyra	Eas_Hillmen
emp_palmyra	Eas_Horse_Skirm
emp_palmyra	Eas_Javelinmen
emp_palmyra	Eas_Median_Cav
emp_palmyra	Eas_Mob
emp_palmyra	Eas_Persian_Light_Archers
emp_palmyra	Eas_Slingers
emp_paradene	Eas_Garrison_Spear
emp_paradene	Eas_Hillmen
emp_paradene	Eas_Horse_Skirm
emp_paradene	Eas_Javelinmen
emp_paradene	Eas_Median_Cav
emp_paradene	Eas_Mob
emp_paradene	Eas_Persian_Light_Archers
emp_paradene	Eas_Slingers
emp_parthia	Ara_Camel_Spear
emp_parthia	Eas_Armour_Horse_Archers
emp_parthia	Eas_Hillmen
emp_parthia	Eas_Horse_Skirm
emp_parthia	Eas_Javelinmen
emp_parthia	Eas_Median_Cav
emp_parthia	Eas_Mob
emp_parthia	Eas_Noble_Blood_Cav
emp_parthia	Eas_Par_Sword
emp_parthia	Eas_Parthian_Foot_Archers
emp_parthia	Eas_Parthian_Horse_Archers
emp_parthia	Eas_Persian_Light_Archers
emp_parthia	Eas_Slingers
emp_parthia	Eas_Spear
emp_parthia_civil_war	Ara_Camel_Spear
emp_parthia_civil_war	Eas_Armour_Horse_Archers
emp_parthia_civil_war	Eas_Hillmen
emp_parthia_civil_war	Eas_Horse_Skirm
emp_parthia_civil_war	Eas_Javelinmen
emp_parthia_civil_war	Eas_Median_Cav
emp_parthia_civil_war	Eas_Mob
emp_parthia_civil_war	Eas_Noble_Blood_Cav
emp_parthia_civil_war	Eas_Par_Sword
emp_parthia_civil_war	Eas_Parthian_Foot_Archers
emp_parthia_civil_war	Eas_Parthian_Horse_Archers
emp_parthia_civil_war	Eas_Persian_Light_Archers
emp_parthia_civil_war	Eas_Slingers
emp_parthia_civil_war	Eas_Spear
emp_persia	Eas_Garrison_Spear
emp_persia	Eas_Hillmen
emp_persia	Eas_Horse_Skirm
emp_persia	Eas_Javelinmen
emp_persia	Eas_Median_Cav
emp_persia	Eas_Mob
emp_persia	Eas_Persian_Light_Archers
emp_persia	Eas_Slingers
emp_pompey	Emp_Rom_Legionaries
emp_pompey	Emp_Rom_Vigiles
emp_pompey	Rom_Gladiator_Spear
emp_pompey	Rom_Gladiators
emp_pompey	Rom_Legionary_Cav
emp_pompey	Rom_Velites
emp_pompey_civil_war	Emp_Rom_Legionaries
emp_pompey_civil_war	Emp_Rom_Vigiles
emp_pompey_civil_war	Rom_Gladiator_Spear
emp_pompey_civil_war	Rom_Gladiators
emp_pompey_civil_war	Rom_Legionary_Cav
emp_pompey_civil_war	Rom_Velites
emp_pontus	Eas_Archers
emp_pontus	Eas_Hillmen
emp_pontus	Eas_Horse_Skirm
emp_pontus	Eas_Javelinmen
emp_pontus	Eas_Mob
emp_pontus	Eas_Noble_Blood_Cav
emp_pontus	Eas_Pontic_Peltasts
emp_pontus	Eas_Pontic_Sword
emp_pontus	Eas_Slingers
emp_pontus	Eas_Spear
emp_pontus	Gre_Citizen_Cav
emp_pontus	Gre_Hoplites
emp_pontus	Gre_Levy_Pike
emp_pontus	Gre_Thureos_Spears
emp_qidri	Ara_Camel_Archers
emp_qidri	Ara_Camel_Spear
emp_qidri	Ara_Cav
emp_qidri	Ara_Levy_Skirm
emp_qidri	Ara_Levy_Spear
emp_qidri	Ara_Slingers
emp_qidri	Ara_Tribes_People
emp_quadi	Ger_Bloodsworn
emp_quadi	Ger_Club_Levy
emp_quadi	Ger_Longbow_Hunters
emp_quadi	Ger_Night_Hunters
emp_quadi	Ger_Scout_Riders
emp_quadi	Ger_Slingers
emp_quadi	Ger_Spear_Brothers
emp_quadi	Ger_Spear_Levy
emp_quadi	Ger_Tribesmen
emp_quadi	Ger_Wodanaz_Spears
emp_quadi	Ger_Youths
emp_raeti	Cel_Axe_Warriors
emp_raeti	Cel_Light_Horse
emp_raeti	Cel_Short_Swords
emp_raeti	Cel_Skirm
emp_raeti	Cel_Slingers
emp_raeti	Cel_Spear_Warriors
emp_raeti	Cel_Tribesmen
emp_rebel_african	Aet_Cav
emp_rebel_african	Aet_Sword
emp_rebel_african	Afr_Archers
emp_rebel_african	Afr_Javelinmen
emp_rebel_african	Afr_Levy_Spear
emp_rebel_african	Afr_Tribal_Slingers
emp_rebel_african	Afr_Tribesmen
emp_rebel_arabian	Ara_Camel_Archers
emp_rebel_arabian	Ara_Camel_Spear
emp_rebel_arabian	Ara_Levy_Skirm
emp_rebel_arabian	Ara_Levy_Spear
emp_rebel_arabian	Ara_Slingers
emp_rebel_arabian	Ara_Tribes_People
emp_rebel_briton	Bri_Ambushers
emp_rebel_briton	Bri_Chosen_Spear_Band
emp_rebel_briton	Bri_Chosen_Sword_Band
emp_rebel_briton	Bri_Farmers
emp_rebel_briton	Bri_Painted_Ones
emp_rebel_briton	Bri_Scout_Riders
emp_rebel_briton	Bri_Slingers
emp_rebel_briton	Bri_Spear_Band
emp_rebel_briton	Bri_Sword_Band
emp_rebel_briton	Bri_Veteran_Riders
emp_rebel_celt	Cel_Bowmen
emp_rebel_celt	Cel_Levy_Freemen
emp_rebel_celt	Cel_Light_Horse
emp_rebel_celt	Cel_Skirm
emp_rebel_celt	Cel_Slingers
emp_rebel_celt	Cel_Spear_Warriors
emp_rebel_celt	Cel_Tribesmen
emp_rebel_celt	Cel_Warriors
emp_rebel_dacian	Dac_Bow_Horsemen
emp_rebel_dacian	Dac_Bowmen
emp_rebel_dacian	Dac_Falxmen
emp_rebel_dacian	Dac_Heavy_Spears
emp_rebel_dacian	Dac_Skirm
emp_rebel_dacian	Dac_Spears
emp_rebel_dacian	Dac_Tribesmen
emp_rebel_eastern	Eas_Archers
emp_rebel_eastern	Eas_Hillmen
emp_rebel_eastern	Eas_Horse_Skirm
emp_rebel_eastern	Eas_Javelinmen
emp_rebel_eastern	Eas_Mob
emp_rebel_eastern	Eas_Slingers
emp_rebel_eastern	Eas_Spear
emp_rebel_egyptian	Egy_Archers
emp_rebel_egyptian	Egy_Cav
emp_rebel_egyptian	Egy_Galatian_Sword
emp_rebel_egyptian	Egy_Infantry
emp_rebel_egyptian	Egy_Javelinmen
emp_rebel_egyptian	Egy_Karian_Axemen
emp_rebel_egyptian	Egy_Mob
emp_rebel_egyptian	Egy_Nubian_Bowmen
emp_rebel_egyptian	Egy_Nubian_Spear
emp_rebel_egyptian	Egy_Pike
emp_rebel_egyptian	Egy_Slingers
emp_rebel_german	Ger_Bloodsworn
emp_rebel_german	Ger_Club_Levy
emp_rebel_german	Ger_Longbow_Hunters
emp_rebel_german	Ger_Night_Hunters
emp_rebel_german	Ger_Scout_Riders
emp_rebel_german	Ger_Slingers
emp_rebel_german	Ger_Spear_Brothers
emp_rebel_german	Ger_Spear_Levy
emp_rebel_german	Ger_Tribesmen
emp_rebel_german	Ger_Youths
emp_rebel_hellenic	Gre_Archers
emp_rebel_hellenic	Gre_Citizen_Cav
emp_rebel_hellenic	Gre_Hoplites
emp_rebel_hellenic	Gre_Javelinmen
emp_rebel_hellenic	Gre_Levy_Pike
emp_rebel_hellenic	Gre_Militia_Hoplites
emp_rebel_hellenic	Gre_Mob
emp_rebel_hellenic	Gre_Peltasts
emp_rebel_hellenic	Gre_Pike
emp_rebel_hellenic	Gre_Skirm_Cav
emp_rebel_hellenic	Gre_Slingers
emp_rebel_hellenic	Gre_Tarantine_Cav
emp_rebel_iberian	Ibe_Cantabrian_Cav
emp_rebel_iberian	Ibe_Cav
emp_rebel_iberian	Ibe_Guerilla_Warriors
emp_rebel_iberian	Ibe_Scut_Spear
emp_rebel_iberian	Ibe_Scutarii
emp_rebel_iberian	Ibe_Scutarii_Cav
emp_rebel_iberian	Ibe_Skirm
emp_rebel_iberian	Ibe_Slingers
emp_rebel_iberian	Ibe_Spear
emp_rebel_iberian	Ibe_Sword
emp_rebel_iberian	Ibe_Tribesmen
emp_rebel_illyrian	Ill_Cav
emp_rebel_illyrian	Ill_Hoplites
emp_rebel_illyrian	Ill_Levies
emp_rebel_illyrian	Ill_Slave_Javelinmen
emp_rebel_illyrian	Ill_Slave_Slingers
emp_rebel_illyrian	Ill_Spear
emp_rebel_illyrian	Ill_Tribesmen
emp_rebel_latin	Emp_Rom_Legionaries
emp_rebel_latin	Emp_Rom_Vigiles
emp_rebel_latin	Rom_Legionary_Cav
emp_rebel_latin	Rom_Leves
emp_rebel_latin	Rom_Velites
emp_rebel_nomadic	Ste_Archers
emp_rebel_nomadic	Ste_Horse_Archers
emp_rebel_nomadic	Ste_Horse_Skirm
emp_rebel_nomadic	Ste_Lancers
emp_rebel_nomadic	Ste_Spear
emp_rebel_nomadic	Ste_Tribesmen
emp_rebel_nomadic	Ste_Young_Axes
emp_rebel_punic	Car_African_Pike
emp_rebel_punic	Car_Cav
emp_rebel_punic	Car_Citizen_Militia
emp_rebel_punic	Car_Hoplites
emp_rebel_punic	Car_Libyan_Hoplites
emp_rebel_punic	Car_Libyan_Infantry
emp_rebel_punic	Car_Libyan_Javelin
emp_rebel_punic	Car_Libyan_Peltasts
emp_rebel_punic	Car_Mob
emp_rebel_spartan	Gre_Helot_Archers
emp_rebel_spartan	Gre_Helot_Javelinmen
emp_rebel_spartan	Gre_Helot_Slingers
emp_rebel_spartan	Gre_Periokoi_Hoplites
emp_rebel_spartan	Gre_Periokoi_Peltasts
emp_rebel_spartan	Gre_Periokoi_Pike
emp_rebel_spartan	Gre_Periokoi_Spears
emp_rebel_thracian	Thr_Bowmen
emp_rebel_thracian	Thr_Cav
emp_rebel_thracian	Thr_Peltasts
emp_rebel_thracian	Thr_Skirm
emp_rebel_thracian	Thr_Slingers
emp_rebel_thracian	Thr_Tribal_Garrison
emp_rebel_thracian	Thr_Warriors
emp_roxolani	Ste_Archers
emp_roxolani	Ste_Armour_Horse_Archers
emp_roxolani	Ste_Armoured_Lancers
emp_roxolani	Ste_Horse_Archers
emp_roxolani	Ste_Lancers
emp_roxolani	Ste_Spear
emp_roxolani	Ste_Tribesmen
emp_roxolani	Ste_Young_Axes
emp_rugii	Ger_Bloodsworn
emp_rugii	Ger_Club_Levy
emp_rugii	Ger_Longbow_Hunters
emp_rugii	Ger_Night_Hunters
emp_rugii	Ger_Scout_Riders
emp_rugii	Ger_Slingers
emp_rugii	Ger_Spear_Brothers
emp_rugii	Ger_Spear_Levy
emp_rugii	Ger_Tribesmen
emp_rugii	Ger_Wodanaz_Spears
emp_rugii	Ger_Youths
emp_saba	Ara_Camel_Archers
emp_saba	Ara_Camel_Spear
emp_saba	Ara_Cav
emp_saba	Ara_Levy_Skirm
emp_saba	Ara_Levy_Spear
emp_saba	Ara_Slingers
emp_saba	Ara_Tribes_People
emp_scordisci	Cel_Bowmen
emp_scordisci	Cel_Levy_Freemen
emp_scordisci	Cel_Light_Horse
emp_scordisci	Cel_Skirm
emp_scordisci	Cel_Slingers
emp_scordisci	Cel_Spear_Warriors
emp_scordisci	Cel_Tribesmen
emp_scordisci	Cel_Warriors
emp_semnones	Ger_Bloodsworn
emp_semnones	Ger_Club_Levy
emp_semnones	Ger_Longbow_Hunters
emp_semnones	Ger_Night_Hunters
emp_semnones	Ger_Scout_Riders
emp_semnones	Ger_Slingers
emp_semnones	Ger_Spear_Brothers
emp_semnones	Ger_Spear_Levy
emp_semnones	Ger_Tribesmen
emp_semnones	Ger_Wodanaz_Spears
emp_semnones	Ger_Youths
emp_siraces	Ste_Archers
emp_siraces	Ste_Armour_Horse_Archers
emp_siraces	Ste_Armoured_Lancers
emp_siraces	Ste_Horse_Archers
emp_siraces	Ste_Lancers
emp_siraces	Ste_Spear
emp_siraces	Ste_Tribesmen
emp_siraces	Ste_Young_Axes
emp_thrace	Thr_Bowmen
emp_thrace	Thr_Cav
emp_thrace	Thr_Peltasts
emp_thrace	Thr_Skirm
emp_thrace	Thr_Slingers
emp_thrace	Thr_Tribal_Garrison
emp_thrace	Thr_Warriors
emp_vindelici	Cel_Axe_Warriors
emp_vindelici	Cel_Light_Horse
emp_vindelici	Cel_Short_Swords
emp_vindelici	Cel_Skirm
emp_vindelici	Cel_Slingers
emp_vindelici	Cel_Spear_Warriors
emp_vindelici	Cel_Tribesmen
gaul_aedui	Cel_Heavy_Horse
gaul_aedui	Cel_Levy_Freemen
gaul_aedui	Cel_Light_Horse
gaul_aedui	Cel_Savage_Dogs
gaul_aedui	Cel_Skirm
gaul_aedui	Cel_Slingers
gaul_aedui	Cel_Spear_Warriors
gaul_aedui	Cel_Tribesmen
gaul_aedui	Cel_Warriors
gaul_aedui	Cel_Youths
gaul_allobroges	Cel_Heavy_Horse
gaul_allobroges	Cel_Levy_Freemen
gaul_allobroges	Cel_Light_Horse
gaul_allobroges	Cel_Savage_Dogs
gaul_allobroges	Cel_Skirm
gaul_allobroges	Cel_Slingers
gaul_allobroges	Cel_Spear_Warriors
gaul_allobroges	Cel_Tribesmen
gaul_allobroges	Cel_Warriors
gaul_allobroges	Cel_Youths
gaul_arverni	Cel_Heavy_Horse
gaul_arverni	Cel_Levy_Freemen
gaul_arverni	Cel_Light_Horse
gaul_arverni	Cel_Savage_Dogs
gaul_arverni	Cel_Skirm
gaul_arverni	Cel_Slingers
gaul_arverni	Cel_Spear_Warriors
gaul_arverni	Cel_Tribesmen
gaul_arverni	Cel_Warriors
gaul_arverni	Cel_Youths
gaul_atrebates	Cel_Heavy_Horse
gaul_atrebates	Cel_Levy_Freemen
gaul_atrebates	Cel_Light_Horse
gaul_atrebates	Cel_Savage_Dogs
gaul_atrebates	Cel_Skirm
gaul_atrebates	Cel_Slingers
gaul_atrebates	Cel_Spear_Warriors
gaul_atrebates	Cel_Tribesmen
gaul_atrebates	Cel_Warriors
gaul_atrebates	Cel_Youths
gaul_ausci	Cel_Levy_Freemen
gaul_ausci	Cel_Light_Horse
gaul_ausci	Cel_Savage_Dogs
gaul_ausci	Cel_Skirm
gaul_ausci	Cel_Slingers
gaul_ausci	Cel_Spear_Warriors
gaul_ausci	Cel_Tribesmen
gaul_ausci	Cel_Warriors
gaul_ausci	Cel_Youths
gaul_belgae	Cel_Levy_Freemen
gaul_belgae	Cel_Light_Horse
gaul_belgae	Cel_Skirm
gaul_belgae	Cel_Slingers
gaul_belgae	Cel_Tribesmen
gaul_belgae	Cel_Warriors
gaul_bellovaci	Cel_Levy_Freemen
gaul_bellovaci	Cel_Light_Horse
gaul_bellovaci	Cel_Skirm
gaul_bellovaci	Cel_Slingers
gaul_bellovaci	Cel_Tribesmen
gaul_bellovaci	Cel_Warriors
gaul_bituriges	Cel_Heavy_Horse
gaul_bituriges	Cel_Levy_Freemen
gaul_bituriges	Cel_Light_Horse
gaul_bituriges	Cel_Savage_Dogs
gaul_bituriges	Cel_Skirm
gaul_bituriges	Cel_Slingers
gaul_bituriges	Cel_Spear_Warriors
gaul_bituriges	Cel_Tribesmen
gaul_bituriges	Cel_Warriors
gaul_bituriges	Cel_Youths
gaul_cadurci	Cel_Heavy_Horse
gaul_cadurci	Cel_Levy_Freemen
gaul_cadurci	Cel_Light_Horse
gaul_cadurci	Cel_Savage_Dogs
gaul_cadurci	Cel_Skirm
gaul_cadurci	Cel_Slingers
gaul_cadurci	Cel_Spear_Warriors
gaul_cadurci	Cel_Tribesmen
gaul_cadurci	Cel_Warriors
gaul_cadurci	Cel_Youths
gaul_cantiaci	Bri_Ambushers
gaul_cantiaci	Bri_Chosen_Spear_Band
gaul_cantiaci	Bri_Chosen_Sword_Band
