key	image_path	localised_description	localised_name	pre_battle_speech_parameter	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting
age_agent_dignitary_zeal_advisor	general_tutor.png	"Leave it to me, sir!"	Advisor		3	false	false	false	0.0000
age_agent_dignitary_zeal_azad	age_agent_azad.png	Nobility and command go hand in hand.	Azad		1	false	false	false	0.0000
age_agent_dignitary_zeal_chant	age_agent_chant.png	"Allfather, hear me!"	Chant		3	false	false	false	0.0000
age_agent_dignitary_zeal_corrupt	age_agent_corrupt.png	Anything can be done for the right price.	Corrupt		5	false	false	false	0.0000
age_agent_dignitary_zeal_leader	general_magnate.png	Actions speak louder than words.	Leader		5	false	false	false	0.0000
age_agent_dignitary_zeal_magi	general_master_magi.png	"Gaze upon the sacred fire and see the truth!"	Magi		3	false	false	false	0.0000
age_agent_dignitary_zeal_motivator	general_persuasive.png	"I'm not paying you to make jokes, I'm paying you to kill them!"	Motivator		3	false	false	false	0.0000
age_agent_dignitary_zeal_noble	age_agent_rethoric.png	Nobility and command go hand in hand.	Noble		1	false	false	false	0.0000
age_agent_dignitary_zeal_rhetoric	age_agent_rethoric.png	"I believe it is quite obvious that my argument is correct."	Rhetoric		5	false	false	false	0.0000
age_agent_dignitary_zeal_romanizer	age_agent_romanizer.png	The best life is the Roman life.	Romanizer		5	false	false	false	0.0000
age_agent_dignitary_zeal_sphagia	age_agent_sphagia.png	"Look upon us this tribute, mighty gods, and grant us your favour!"	Sphagia		3	false	false	false	0.0000
age_agent_dignitary_zeal_underhanded	agent_dignitary_zeal_2_propaganda_colourized.png	"Please listen as if you were sober and intelligent, not a drink-sodden miscreant!"	Underhanded		1	false	false	false	0.0000
age_agent_dignitary_zeal_warmonger	general_warmonger_1_warmonger_colourized.png	"I don't need merchants, I need warriors!"	Warmonger		3	false	false	false	0.0000
age_agent_spy_authority_conspirator	general_commander_4_great_leader_colourized.png	A good spy works alone, a great spy works with others.	Conspirator		3	false	false	false	0.0000
age_agent_spy_authority_despoiler	agent_spy_authority_2_disruption_colourized.png	The head is not the only part of the arrow that burns.	Despoiler		2	false	false	false	0.0000
age_agent_spy_authority_hunter	general_raven_2.png	Those born in wild places can hear them whisper their secrets.	Hunter		3	false	false	false	0.0000
age_agent_spy_authority_naturalist	age_agent_naturalist.png	Herbs save more lives than foolish Greek healers.	Naturalist		1	false	false	false	0.0000
age_agent_spy_authority_network	agent_spy_authority_2_collaboration_colourized.png	You can't keep an eye on an entire empire all by yourself.	Network		1	false	false	false	0.0000
age_agent_spy_authority_pathfinder	agent_dignitary_authority_1_dignitary_colourized.png	"Moving through this forest will be like a walk on a Roman road."	Pathfinder		3	false	false	false	0.0000
age_agent_spy_authority_spasaka	age_agent_spasaka.png	"No, no, enjoy your lunch, I'll tend to the soldiers."	Spasaka		2	false	false	false	0.0000
age_agent_spy_authority_speculatore	agent_champion_authority_1_paragon_colourized.png	When in Rome, trust no one.	Speculatore		2	false	false	false	0.0000
age_agent_spy_authority_studious	agent_dignitary_authority_3_martial_philosophy_colourized.png	"These people's customs are… interesting."	Studious		1	false	false	false	0.0000
age_agent_spy_authority_survivalist	agent_dignitary_authority_1_dignitary_colourized.png	"Noooo, don't eat that mushroom!"	Survivalist		1	false	false	false	0.0000
age_agent_spy_authority_watchman	general_scout_2.png	Watching is a skill that all men have but few appreciate.	Watchman		2	false	false	false	0.0000
age_agent_spy_subterfuge_actor	age_agent_actor.png	"My skill is comparible only to Thespis himself!"	Actor		1	false	false	false	0.0000
age_agent_spy_subterfuge_assistant	general_master_merchant.png	"Show me what needs doing."	Assistant		1	false	false	false	0.0000
age_agent_spy_subterfuge_bootlegger	agent_champion_subterfuge_1_partisan_colourized.png	"This will turn a hefty profit."	Bootlegger		2	false	false	false	0.0000
age_agent_spy_subterfuge_contacts	agent_champion_subterfuge_1_partisan_colourized.png	"I know these villagers, let ask for directions."	Contacts		3	false	false	false	0.0000
age_agent_spy_subterfuge_coordinator	general_strategist_2_tactician_colourized.png	"The route has been scouted - all you have to do is follow me."	Co-ordinator		2	false	false	false	0.0000
age_agent_spy_subterfuge_deceiver	agent_champion_subterfuge_1_partisan_colourized.png	"They went that way!"	Deceiver		3	false	false	false	0.0000
age_agent_spy_subterfuge_discord	agent_dignitary_subterfuge_2_intrigue_colourized.png	Administration, when handled poorly, can cause more damage than an army.	Discord		3	false	false	false	0.0000
age_agent_spy_subterfuge_hallucinogens	agent_dignitary_subterfuge_2_treachery_colourized.png	"They won't be in fighting shape, but at least they'll die happy!"	Hallucinogens		2	false	false	false	0.0000
age_agent_spy_subterfuge_hideout	agent_spy_subterfuge_3_infiltration_colourized.png	All the best plans are made in darkened rooms.	Hideout		1	false	false	false	0.0000
age_agent_spy_subterfuge_liar	age_agent_liar.png	"He stole your money, I saw him!"	Liar		2	false	false	false	0.0000
age_agent_spy_subterfuge_lookout	general_scout.png	Not all doors need keys.	Lookout		1	false	false	false	0.0000
age_agent_spy_subterfuge_mandrake	agent_spy_subterfuge_3_mass_poison_colourized.png	Men have died merely gathering the plant.	Mandrake		3	false	false	false	0.0000
age_agent_spy_subterfuge_thief	age_agent_thief.png	"The way she's wearing that jewel means she's simply begging me to steal it."	Thief		1	false	false	false	0.0000
age_agent_spy_subterfuge_toxic	agent_champion_subterfuge_2_artifice_colourized.png	The poisoner's art is a delicate one.	Toxic		3	false	false	false	0.0000
age_agent_spy_subterfuge_tracker	agent_champion_subterfuge_1_partisan_colourized.png	"These footprints are fresh."	Tracker		2	false	false	false	0.0000
age_agent_spy_zeal_animal_hater	age_agent_animal_hater.png	"Those beasts are nothing but a meal to me."	Animal Hater		2	false	false	false	0.0000
age_agent_spy_zeal_blight	general_warmonger_1_warmonger_colourized.png	"Take what you can carry, destroy the rest!"	Blight		1	false	false	false	0.0000
age_agent_spy_zeal_bookworm	general_scientific.png	"Hold on, I'm coming, I just want to finish this book."	Bookworm		2	false	false	false	0.0000
age_agent_spy_zeal_careful	age_agent_careful.png	There are the paranoid and there are the dead.	Careful		1	false	false	false	0.0000
age_agent_spy_zeal_counterspy	age_agent_counterspy.png	"Their spies are like children - naïve and clumsy."	Counterspy		1	false	false	false	0.0000
age_agent_spy_zeal_deadly	age_agent_deadly.png	Not all men have the stomach to do what must be done. 	Deadly		3	false	false	false	0.0000
age_agent_spy_zeal_looter	general_warmonger_3_despoil_colourized.png	"Jewels, cattle, linens - take everything!"	Looter		2	false	false	false	0.0000
age_agent_spy_zeal_menace	age_agent_menace.png	If they can't protect it, they do not deserve to have it.	Menace		1	false	false	false	0.0000
age_agent_spy_zeal_military_espionage	age_agent_espionage.png	"It was very generous of them to share their movements, even if they don't know they've done it..."	Military Espionage		2	false	false	false	0.0000
age_agent_spy_zeal_saboteur	age_agent_saboteur.png	Victory in battle depends on having war's proper tools.	Saboteur		2	false	false	false	0.0000
age_agent_spy_zeal_specialist	general_persuasive.png	"They'll never see me coming."	Specialist		1	false	false	false	0.0000
agent_background_champion_athlete_generic	agent_background_champion_athlete.png	"My strength is legendary!"	Athlete		0	true	false	false	1.0000
agent_background_champion_athlete_hellenic_olympian	agent_background_champion_athlete.png	"You boy! Bring me my oil!"	Olympian		0	true	false	false	1.0000
agent_background_champion_avaricious_generic	agent_background_champion_raider.png	A true warrior knows how to enjoy the spoils of war.	Avaricous		0	true	false	false	1.0000
agent_background_champion_brute_generic	agent_background_champion_brute.png	"I am required to kill, so I kill."	Brute		0	true	false	false	1.0000
agent_background_champion_brute_germanic_berserker	agent_background_champion_brute.png	"Blahh ahhhh grrragaggagahhh!"	Berserker		0	true	false	false	1.0000
agent_background_champion_commoner_generic	agent_background_champion_officer.png	"The common man, I fight for him!"	Commoner		0	true	false	false	1.0000
agent_background_champion_contender_roman_gladiator	agent_background_champion_contender.png	"Today I saw a slave become more powerful than the Emperor of Rome."	Gladiator		0	true	false	false	1.0000
agent_background_champion_guard_barbarian_sentinel	agent_background_champion_guard.png	"Through the long dark I keep my silent vigil."	Sentinel		0	true	false	false	1.0000
agent_background_champion_guard_generic	agent_background_champion_guard.png	"The night is dark and full of terrors."	Guardsman		0	true	false	false	1.0000
agent_background_champion_guard_roman_vigile	agent_background_champion_guard.png	The city is a different place at night…	Vigile		0	true	false	false	1.0000
agent_background_champion_martial_artist_eastern_pahlavani	agent_background_champion_martial_artist.png	"Learn modesty if you desire knowledge." 	Pahlavani Master		0	true	false	false	1.0000
agent_background_champion_martial_artist_egyptian_sebekkha	agent_background_champion_martial_artist.png	"None can escape the jaws of the mighty crocodile." 	Sebekkha Master		0	true	false	false	1.0000
agent_background_champion_martial_artist_generic	agent_background_champion_martial_artist.png	"I could pluck out your eye before you even had chance to blink!"	Martial Artist		0	true	false	false	1.0000
agent_background_champion_martial_artist_greco_roman_pankration	agent_background_champion_martial_artist.png	"I am Hercules reborn!"	Pankration Master		0	true	false	false	1.0000
agent_background_champion_military_engineer_generic	agent_background_champion_military_engineer.png	Great engines of war are the product of great minds.	Military Engineer		0	true	false	false	1.0000
agent_background_champion_officer_barbarian_warmaster	agent_background_champion_officer.png	A person who inspires loyalty is a valuable treasure.	Warmaster		0	true	false	false	1.0000
agent_background_champion_officer_rome_tribune	agent_background_champion_officer.png	Men need someone they can look up to.	Military Tribune		0	true	false	false	1.0000
agent_background_champion_quartermaster_generic	agent_background_champion_quartermaster.png	A well-kept list is a gift from the gods.	Quartermaster		0	true	false	false	1.0000
agent_background_champion_talented_generic	agent_background_champion_contender.png	Gifted by the gods from birth.	Talented		0	true	false	false	1.0000
agent_background_champion_warhero_barbarian_wardancer	agent_background_champion_warhero.png	"Ancestors! We honour you! Honour us with your protection." 	Wardancer		0	true	false	false	1.0000
agent_background_champion_warhero_generic	agent_background_champion_warhero.png	Tales of valour and glory gladden the heart.	War Hero		0	true	false	false	1.0000
agent_background_dignitary_councillor_barbarian_elder	agent_background_dignitary_councillor.png	Long years bring the wisdom to listen when others speak. 	Elder		0	true	false	false	1.0000
agent_background_dignitary_councillor_generic	agent_background_dignitary_councillor.png	"I often regret that I have spoken, never that I have been silent."	Councillor		0	true	false	false	1.0000
agent_background_dignitary_councillor_roman_senator	agent_background_dignitary_councillor.png	The senate is the people, chosen from among the people, by the people.	Senator		0	true	false	false	1.0000
agent_background_dignitary_councillor_royal_courtier	agent_background_dignitary_councillor.png	A wide grin hides many disloyal thoughts.	Courtier		0	true	false	false	1.0000
agent_background_dignitary_courtesan_greek_hetaera	agent_background_dignitary_courtesan.png	"The movement of her hips is mesmerising!"	Hetaera		0	true	true	false	1.0000
agent_background_dignitary_healer_generic	agent_background_dignitary_physician.png	"Drink this... and don't ask what's in it!"	Healer		0	true	false	false	1.0000
agent_background_dignitary_merchant_generic	agent_background_dignitary_merchant.png	The power of trade should never be underestimated.	Merchant		0	true	false	false	1.0000
agent_background_dignitary_merchant_hellenic_plutocrat	agent_background_dignitary_merchant.png	Power in the hands of the wealthy just makes sense.	Plutocrat		0	true	false	false	1.0000
agent_background_dignitary_merchant_roman_magnate	agent_background_dignitary_merchant.png	"Fish guts! That's where the money is!"	Magnate		0	true	false	false	1.0000
agent_background_dignitary_militarist_barbarian_warmonger	general_strategist_1_strategist.png	"Our ancestors demand blood, would you disappoint them?!"	Warhawk		0	true	false	false	1.0000
agent_background_dignitary_militarist_generic	general_strategist_1_strategist.png	"Peace?! I hate the word!"	Militarist		0	true	false	false	1.0000
agent_background_dignitary_orator_barbarian_lore	agent_background_dignitary_orator.png	His words are those of the ancestors, handed down through generations.	Loremaster		0	true	false	false	1.0000
agent_background_dignitary_orator_egypt_chantress	agent_background_dignitary_orator.png	A beautiful voice lightens even the darkest tombs. 	Chantress		0	true	false	false	1.0000
agent_background_dignitary_overseer_barbarian_arbiter	agent_background_dignitary_overseer.png	A fair and impartial ear is important in matters of land. 	Arbiter		0	true	false	false	1.0000
agent_background_dignitary_overseer_carthaginian_landowner	agent_background_dignitary_overseer.png	Land can bestow great wealth and power on its owner. 	Landowner		0	true	false	false	1.0000
agent_background_dignitary_overseer_generic	agent_background_dignitary_overseer.png	It is important to make the most of your estate.	Overseer		0	true	false	false	1.0000
agent_background_dignitary_overseer_spartan_female_landowner	agent_background_dignitary_overseer.png	A harsh tongue and an eagle eye make for a well-kept estate.	Landowner		0	true	true	false	1.0000
agent_background_dignitary_physician_barbarian_healer	agent_background_dignitary_physician.png	"Drink this. And don't ask what's in it!"	Healer		0	true	false	false	1.0000
agent_background_dignitary_sacrificer_generic	agent_background_dignitary_sacrificer.png	The favour of the gods comes at a price.	Sacrificer		0	true	false	false	1.0000
agent_background_dignitary_scholar_barbarian_sage	agent_background_dignitary_scholar.png	The wise forget more than the foolish will ever know. 	Sage		0	true	false	false	1.0000
agent_background_dignitary_scholar_generic	agent_background_dignitary_scholar.png	Everything you need to know about life can be found on a scroll.	Scholar		0	true	false	false	1.0000
agent_background_dignitary_seer_carthaginian_kohanim	agent_background_dignitary_seer.png	"I have gazed into the fire and seen your destiny."	Kohanim		0	true	false	false	1.0000
agent_background_dignitary_seer_druidic_vates	agent_background_dignitary_seer.png	"I have been to the oaks: they call for war!"	Vates		0	true	false	false	1.0000
agent_background_dignitary_seer_eastern_astrologer	agent_background_dignitary_seer.png	Knowledge of the stars and their movements has its uses.	Astrologer		0	true	false	false	1.0000
agent_background_dignitary_seer_egyptian_hemet_netjer	agent_background_dignitary_seer.png	Knowledge of the will of the gods is a gift given to few.	Hemet Netjer		0	true	false	false	1.0000
agent_background_dignitary_seer_generic	agent_background_dignitary_seer.png	"I have seen the future… You won't like it."	Seer		0	true	false	false	1.0000
agent_background_dignitary_seer_germanic_spakona	agent_background_dignitary_seer.png	"I have seen war in the intestines of a badger!"	Spakona		0	true	false	false	1.0000
agent_background_dignitary_seer_greek_female_oracle	agent_background_dignitary_seer.png	"The gods pour their words through me. I am their vassal."	Oracle		0	true	true	false	1.0000
agent_background_dignitary_seer_greek_male_mantis	agent_background_dignitary_seer.png	"I am touched by mighty Zeus!"	Mantis		0	true	false	true	1.0000
agent_background_dignitary_seer_nomadic_shaman	agent_background_dignitary_seer.png	A life lived in service to the gods, there is none better.	Shaman		0	true	false	false	1.0000
agent_background_dignitary_seer_roman_augur	agent_background_dignitary_seer.png	"An eagle from the west! This is an ill omen…"	Augur		0	true	false	false	1.0000
agent_background_dignitary_singer_generic	agent_background_dignitary_orator.png	A soothing voice can be more powerful than any weapon.	Singer		0	true	false	false	1.0000
agent_background_dignitary_talented_generic	agent_background_dignitary_courtesan.png	Gifted by the gods from birth.	Talented		0	true	true	false	1.0000
agent_background_dignitary_taxman_generic	agent_background_dignitary_taxman.png	"One for me, one for the treasury, one for me, one for the treasury"	Tax Collector		0	true	false	false	1.0000
agent_background_dignitary_taxman_roman_publican	agent_background_dignitary_taxman.png	There is no nobler calling than that of the tax collector. 	Publican		0	true	false	false	1.0000
agent_background_spy_alchemist_barbarian_herbalist	agent_background_spy_alchemist.png	"A little of this, and a little of that…"	Herbalist		0	true	false	false	1.0000
agent_background_spy_attendant_eastern_scribe	agent_background_spy_attendant.png	Never offend a scribe: he can ruin you for all eternity. 	Scribe		0	true	false	false	1.0000
agent_background_spy_attendant_generic	agent_background_spy_attendant.png	An unassuming manner and an understanding ear are vital in an attendant.	Attendant		0	true	false	false	1.0000
agent_background_spy_courier_generic	agent_background_spy_courier.png	Some things need to be carried in secrecy.	Courier		0	true	false	false	1.0000
agent_background_spy_courtesan_generic	agent_background_spy_courtesan.png	It's surprising what you can learn when you're staring at the ceiling.	Brothelworker		0	true	false	false	1.0000
agent_background_spy_craftsman_generic	agent_background_spy_craftsman.png	It pays to be good with your hands.	Artisan		0	true	false	false	1.0000
agent_background_spy_criminal_generic	agent_background_spy_criminal.png	"I will not speak of my crimes, so don't ask!"	Criminal		0	true	false	false	1.0000
agent_background_spy_farmer_generic	general_strategist_3_logistics.png	Those who work the land understand its secrets.	Farmer		0	true	false	false	1.0000
agent_background_spy_handler_generic	agent_spy_background_handler.png	Only one person should know where all the bodies are buried. 	Handler		0	true	false	false	1.0000
agent_background_spy_poet_celtic_bard	agent_background_spy_poet.png	"My words are those of my father and his father before him."	Bard		0	true	false	false	1.0000
agent_background_spy_poet_eastern_gosan	agent_background_spy_poet.png	Fine words spoken in a soft voice sooth the hearts of men.	Gosan		0	true	false	false	1.0000
agent_background_spy_poet_generic	agent_background_spy_poet.png	"I can spin a tale that would make even the gods spill their darkest secrets…"	Poet		0	true	false	false	1.0000
agent_background_spy_poet_germanic_scop	agent_background_spy_poet.png	"Those who do not harken to my words will find themselves short an ear!"	Scop		0	true	false	false	1.0000
agent_background_spy_scout_barbarian_hunter	general_strategist_1_strategist.png	Those born in the wild places hear them whisper their secrets.	Hunter		0	true	false	false	1.0000
agent_background_spy_scout_generic	general_strategist_1_strategist.png	A light tread and nimble feet are a scout's greatest weapons.	Scout		0	true	false	false	1.0000
agent_background_spy_scout_roman_explorator	general_strategist_1_strategist.png	Few have seen the furthest reaches of the world and returned to tell the tale.	Explorator		0	true	false	false	1.0000
agent_background_spy_shadow_generic	agent_background_spy_actor.png	Someone of many faces is difficult to trace…	Shadow		0	true	false	false	1.0000
agent_background_spy_slave_generic	agent_background_spy_assassin.png	"I will never betray you, I swear it!"	Slave		0	true	false	false	1.0000
agent_background_spy_talented_generic	agent_background_spy_alchemist.png	Gifted by the gods from birth.	Talented		0	true	false	false	1.0000
agent_champion_authority_1_paragon	agent_champion_authority_1_paragon_colourized.png	When perfection is reached what more can one do?	Paragon		1	false	false	false	0.0000
agent_champion_authority_2_unity	agent_champion_authority_2_unity_colourized.png	A true champion can unite mortal enemies under one banner.	Unity		2	false	false	false	0.0000
agent_champion_authority_2_valour	agent_champion_authority_2_valour_colourized.png	Valour is a gift from the gods given to few mortals.	Valour		2	false	false	false	0.0000
agent_champion_subterfuge_1_partisan	agent_champion_subterfuge_1_partisan_colourized.png	The enemy should never be given a moment's rest.	Partisan		1	false	false	false	0.0000
agent_champion_subterfuge_2_artifice	agent_champion_subterfuge_2_artifice_colourized.png	A little cunning saves a lot of effort.	Artifice		2	false	false	false	0.0000
agent_champion_subterfuge_2_stratagem	agent_champion_subterfuge_2_stratagem_colourized.png	Those who show no interest in strategy are doomed to fail.	Stratagem		2	false	false	false	0.0000
agent_champion_zeal_1_champion	agent_champion_zeal_1_champion_colourized.png	Everyone loves a winner.	Champion		1	false	false	false	0.0000
agent_champion_zeal_2_strength	agent_champion_zeal_2_strength_colourized.png	The strength of one's character is more important than the strength of one's arms. 	Strength		2	false	false	false	0.0000
agent_champion_zeal_2_warfare	agent_champion_zeal_3_warfare_colourized.png	Peace makes sheep of even the bravest lions.	Warfare		2	false	false	false	0.0000
agent_champion_zeal_3_audacity	agent_champion_zeal_3_audacity_colourized.png	"The god of war hates those who hesitate."	Audacity		3	false	false	false	0.0000
agent_champion_zeal_3_militancy	agent_champion_zeal_3_militancy_colourized.png	Sometimes aggression is the only open path.	Militancy		3	false	false	false	0.0000
agent_dignitary_authority_1_dignitary	agent_dignitary_authority_1_dignitary_colourized.png	"I am not a man of the people, but I do try to be a man for the people."	Dignitary		1	false	false	false	0.0000
agent_dignitary_authority_2_philosophy	agent_dignitary_authority_2_philosophy_colourized.png	"Philosophy is the highest music."	Philosophy		2	false	false	false	0.0000
agent_dignitary_authority_2_politics	agent_dignitary_authority_2_politics_colourized.png	Politicians can be tamed like any other animal.	Politics		2	false	false	false	0.0000
agent_dignitary_authority_3_demagogy	agent_dignitary_authority_3_demagogy_colourized.png	Win the love of the mob and anything is possible.	Demagogy		3	false	false	false	0.0000
agent_dignitary_authority_3_martial_philosophy	agent_dignitary_authority_3_martial_philosophy_colourized.png	To win a battle you must first understand war. 	Martial Philosophy		3	false	false	false	0.0000
agent_dignitary_subterfuge_1_conspirator	agent_dignitary_subterfuge_1_conspirator_colourized.png	A devious mind travels to many dark and interesting places. 	Conspirator		1	false	false	false	0.0000
agent_dignitary_subterfuge_2_intrigue	agent_dignitary_subterfuge_2_intrigue_colourized.png	What is life without a little intrigue?	Intrigue		2	false	false	false	0.0000
agent_dignitary_subterfuge_2_treachery	agent_dignitary_subterfuge_2_treachery_colourized.png	Old age and treachery will always beat youth and exuberance. 	Treachery		2	false	false	false	0.0000
agent_dignitary_zeal_1_provocateur	agent_dignitary_zeal_1_provocateur_colourized.png	Words can start a fire just as surely as a flame.	Provocateur		1	false	false	false	0.0000
agent_dignitary_zeal_2_doom	agent_dignitary_zeal_2_doom_colourized.png	"The end is nigh, the earth shall open and swallow us whole!"	Doom		2	false	false	false	0.0000
agent_dignitary_zeal_2_propaganda	agent_dignitary_zeal_2_propaganda_colourized.png	History is written by the victors…	Propaganda		2	false	false	false	0.0000
agent_spy_authority_1_agent	agent_spy_authority_1_agent_colourized.png	All men have a weakness. It just needs to be exposed.	Agent		1	false	false	false	0.0000
agent_spy_authority_2_collaboration	agent_spy_authority_2_collaboration_colourized.png	A good spy works alone, a great spy works with others. 	Collaboration		2	false	false	false	0.0000
agent_spy_authority_2_disruption	agent_spy_authority_2_disruption_colourized.png	A spy's greatest tool is disruption.	Disruption		2	false	false	false	0.0000
agent_spy_subterfuge_1_spy	agent_spy_subterfuge_1_spy_colourized.png	Watching is a skill that all men have but few appreciate. 	Spy		1	false	false	false	0.0000
agent_spy_subterfuge_2_clandestinity	agent_spy_subterfuge_2_clandestinity_colourized.png	All the best plans are made in darkened rooms.	Furtiveness		2	false	false	false	0.0000
agent_spy_subterfuge_2_reconnaisance	agent_spy_subterfuge_2_reconnaisance_colourized.png	Only a fool goes in blind.	Reconnaissance		2	false	false	false	0.0000
agent_spy_subterfuge_3_infiltration	agent_spy_subterfuge_3_infiltration_colourized.png	Not all doors need keys.	Infiltration		3	false	false	false	0.0000
agent_spy_subterfuge_3_mass_poison	agent_spy_subterfuge_3_mass_poison_colourized.png	The poisoner's art is a delicate one.	Mass Poisoning		3	false	false	false	0.0000
agent_spy_zeal_1_antagonist	agent_spy_zeal_1_antagonist_colourized.png	Some are driven to acts of stupidity when the red mist descends.	Antagonist		1	false	false	false	0.0000
agent_spy_zeal_2_murder	agent_spy_zeal_2_murder_colourized.png	Not all men have the stomach to do what must be done. 	Murder		2	false	false	false	0.0000
agent_spy_zeal_2_sabotage	agent_spy_zeal_2_sabotage_colourized.png	A wanton disregard for the property of others has its benefits.	Sabotage		2	false	false	false	0.0000
army_1_accomplished_archers	army_tradition_archers.png	A single arrow may pierce many hearts.	Accomplished Archers		1	false	false	false	0.0000
army_1_accomplished_skirmishers	army_1_accomplished_skirmishers.png	Hand-to-hand combat is a dangerous business.	Accomplished Skirmishers		1	false	false	false	0.0000
army_1_artillery_experts	army_1_artillery_experts.png	The firing of great weapons takes a delicacy that few appreciate.	Artillery Experts		1	false	false	false	0.0000
army_1_dread_charioteers	army_1_dread_charioteers.png	The sound of approaching wheels can strike fear into the stoutest hearts.	Dread Charioteers		1	false	false	false	0.0000
army_1_engineering_experts	army_1_engineering_experts.png	When men move the earth itself, are they not like gods?	Engineering Experts		1	false	false	false	0.0000
army_1_formidable_fighters	army_1_formidable_fighters.png	Some men are born fighters.	Formidable Fighters		1	false	false	false	0.0000
army_1_formidable_spearmen	army_1_formidable_swordsmen.png	A spear has many uses and a master knows them all.	Formidable Spearmen		1	false	false	false	0.0000
army_1_formidable_swordsmen	army_1_formidable_fighters.png	A sword should be an extension of a man's arm.	Formidable Swordsmen		1	false	false	false	0.0000
army_1_siege_experts	army_1_engineering_experts.png	A high wall is but a pebble beneath the feet of resourceful men.	Siege Experts		1	false	false	false	0.0000
army_2_ambushers	army_2_ambushers.png	"Out of the shadows they came, wreathed in darkness…"	Dread Ambushers		1	false	false	false	0.0000
army_2_ambushers_samnites	army_2_ambushers.png	"Out of the shadows they came, wreathed in darkness…" 	Dread Ambushers		1	false	false	false	0.0000
army_2_desert_ambushers	army_desert_ambushers.png	They rise from the very sands of the desert.	Dread Desert Ambushers		1	false	false	false	0.0000
army_2_forest_ambushers	army_forest_ambushers.png	In mist and shadow they hide, silent and deadly.	Dread Forest Ambushers		1	false	false	false	0.0000
army_2_furor_germanicus	army_2_furor_germanicus.png	Men have come to fear the forests of Germania.	Furor Germanicus		1	false	false	false	0.0000
army_2_inexorable_conquerors	army_2_inexorable_conquerors.png	When men have no care for the conquered, no one is safe.	Inexorable Conquerors		1	false	false	false	0.0000
army_2_inexorable_horde	army_2_inexorable_conquerors.png	A swarm of locusts destroys everything in its path.	Inexorable Horde		1	false	false	false	0.0000
army_2_keepers_of_peace	army_2_keepers_peace.png	Someone has to consider peace.	Keepers of the Peace		1	false	false	false	0.0000
army_2_stalwart_defenders_barbarian	army_2_stalwart_defenders.png	Few can stand strong in the face of impossible odds.	Stalwart Defenders		1	false	false	false	0.0000
army_2_stalwart_defenders_eastern	army_2_stalwart_defenders.png	Few can stand strong in the face of impossible odds.	Stalwart Defenders		1	false	false	false	0.0000
army_2_stalwart_defenders_hellenic	army_2_stalwart_defenders.png	Few can stand strong in the face of impossible odds.	Stalwart Defenders		1	false	false	false	0.0000
army_2_stalwart_defenders_rome	army_2_stalwart_defenders.png	Few can stand strong in the face of impossible odds.	Stalwart Defenders		1	false	false	false	0.0000
army_2_unrelenting_force	army_2_unrelenting_force.png	When a man no longer fears death, there is no stopping him.	Unrelenting Force		1	false	false	false	0.0000
army_3_auxiliary_corps	army_3_auxiliary_corps.png	The wise commander always considers the consequences of defeat.	Auxiliary Corps		1	false	false	false	0.0000
army_3_barbarian_subjugators	army_3_barbarian_subjugators.png	The might of a barbarian horde is terrifying to behold.	Barbarian Subjugators		1	false	false	false	0.0000
army_3_camp_following	army_3_camp_following.png	The hustle and bustle of camp attracts many interesting characters.	Grand Camp Following		1	false	false	false	0.0000
army_3_cavalry_masters	army_3_cavalry_masters.png	Horsemanship is man and beast as one.	Cavalry Masters		1	false	false	false	0.0000
army_3_companions	army_3_companions.png	When men are as brothers they will happily die for one another.	Companions		1	false	false	false	0.0000
army_3_dread_marauders	army_3_dread_marauders.png	The lust for plunder can turn men into monsters.	Dread Marauders		1	false	false	false	0.0000
army_3_immortals	army_3_immortals.png	"Stand before death and tell him, 'Not today'."	Immortals		1	false	false	false	0.0000
army_3_indomitable_heavy_warriors	army_3_companions.png	Men grow strong through rigorous training and the blood of their enemies.	Indomitable Heavy Warriors		4	false	false	false	0.0000
army_3_indomitable_hoplites	army_3_indomitable_hoplites.png	A hoplite is only as strong as his brothers-in-arms.	Indomitable Hoplites		1	false	false	false	0.0000
army_3_indomitable_infantry	army_3_indomitable_infantry.png	The bond between fighting men is unbreakable. 	Indomitable Infantry		1	false	false	false	0.0000
army_3_indomitable_legionaries	army_3_indomitable_legionaries.png	Men grow strong through rigorous training and the blood of their enemies.	Indomitable Legionaries		1	false	false	false	0.0000
army_3_light_cavalry_masters	army_3_light_cavalry_masters.png	A fleet and agile horse needs a fleet and agile rider.	Light Cavalry Masters		1	false	false	false	0.0000
army_3_mercenary_host	army_3_mercenary_host.png	Gold buys many deadly friends.	Mercenary Host		1	false	false	false	0.0000
army_3_native_corps	army_3_auxiliary_corps.png	The wise commander always considers the consequences of defeat.	Native Corps		1	false	false	false	0.0000
army_3_strength_through_unity	army_3_strength_through_unity.png	For a single branch can be easily broken, unlike a whole bundle.	Strength Through Unity		3	false	false	false	0.0000
army_3_unfettered_warriors	army_3_unfettered_warriors.png	A man free from restraint can achieve great things.	Unfettered Warriors		1	false	false	false	0.0000
army_4_andraste_chosen	army_4_andraste_chosen.png	Those who fight for the goddess never truly die.	Andraste's Chosen		1	false	false	false	0.0000
army_4_battle_hardened	army_4_veteran_army.png	Only the best soldiers live to become veterans.	Veteran Army		1	false	false	false	0.0000
