id	choice_key	dilemma_key	payload_key	value
2376	THIRD	rom_subject_eastern_family_member_4_kidnapped	rom_payload_resolution	DURATION[1];GLOBAL
2385	THIRD	rom_subject_roman_family_member_3_long_lost	rom_payload_resolution	DURATION[1];GLOBAL
2394	FOURTH	rom_subject_eastern_family_member_2_debauched	rom_payload_resolution	DURATION[1];GLOBAL
24	FIRST	dilemma_all_mercenaries	rom_payload_mercenary_contact	DURATION[4];GLOBAL
240	THIRD	dilemma_roman_provincial_migration	rom_payload_agrarian_purpose	DURATION[4];GLOBAL
2400	THIRD	rom_subject_eastern_family_member_3_greek_lover	rom_payload_resolution	DURATION[1];GLOBAL
2409	FOURTH	rom_subject_hellenic_family_member_1_debt	rom_payload_resolution	DURATION[1];GLOBAL
2414	THIRD	rom_subject_hellenic_family_member_2_debt_own	rom_payload_resolution	DURATION[1];GLOBAL
2415	THIRD	rom_subject_hellenic_family_member_3_promising	rom_payload_resolution	DURATION[1];GLOBAL
2418	THIRD	rom_subject_hellenic_family_member_4_Agamemnon	rom_payload_resolution	DURATION[1];GLOBAL
2419	THIRD	rom_subject_roman_family_member_1_blessed	rom_payload_resolution	DURATION[1];GLOBAL
2421	THIRD	rom_subject_roman_family_member_2_harlot	rom_payload_resolution	DURATION[1];GLOBAL
2428	THIRD	rom_subject_roman_family_member_4_Vicious_words	rom_payload_resolution	DURATION[1];GLOBAL
2435	THIRD	rom_subject_roman_family_member_5_Child_mars	rom_payload_resolution	DURATION[1];GLOBAL
2440	SECOND	rom_subject_roman_family_member_6_pirates	rom_payload_resolution	DURATION[1];GLOBAL
2446	THIRD	rom_subject_roman_family_member_6_surgeon	rom_payload_resolution	DURATION[1];GLOBAL
2451	FIRST	rom_subject_roman_family_member_6_pirates	TREASURY	AMOUNT[-3000]
2459	FIRST	rom_subject_roman_family_member_2_harlot_followup	rom_payload_resolution	DURATION[1];GLOBAL
2472	SECOND	rom_subject_roman_family_member_2_harlot_followup	rom_payload_resolution	DURATION[1];GLOBAL
2477	THIRD	rom_subject_roman_family_member_2_harlot_followup	rom_payload_resolution	DURATION[1];GLOBAL
2478	FOURTH	rom_subject_roman_creature_white_faun_1	rom_payload_resolution	DURATION[1];GLOBAL
2486	THIRD	rom_subject_roman_creature_dolphin	rom_payload_resolution	DURATION[1];GLOBAL
2491	FIRST	rom_subject_eastern_creature_2_djinn_followup	rom_payload_resolution	DURATION[1];GLOBAL
2495	SECOND	rom_subject_eastern_creature_2_djinn_followup	rom_payload_resolution	DURATION[1];GLOBAL
2498	FOURTH	rom_subject_barb_creature_1_white_faun	rom_payload_resolution	DURATION[1];GLOBAL
2505	THIRD	rom_subject_eastern_creature_1_griffin	rom_payload_resolution	DURATION[1];GLOBAL
2506	THIRD	rom_subject_eastern_creature_2_djinn	rom_payload_resolution	DURATION[1];GLOBAL
2516	FIRST	rom_subject_eastern_creature_1_griffin	TREASURY	AMOUNT[-4000]
2526	THIRD	rom_subject_roman_general_cloaka_maxima	rom_payload_resolution	DURATION[1];GLOBAL
2534	FOURTH	rom_subject_roman_guardian_1	rom_payload_resolution	DURATION[1];GLOBAL
2538	THIRD	rom_subject_roman_guardian_1_followup	rom_payload_resolution	DURATION[1];GLOBAL
2549	THIRD	rom_subject_roman_wrecking	rom_payload_resolution	DURATION[1];GLOBAL
2551	THIRD	rom_subject_barb_family_member_2_younger_son	rom_payload_resolution	DURATION[1];GLOBAL
2557	THIRD	rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	rom_payload_resolution	DURATION[1];GLOBAL
2564	THIRD	rom_subject_barb_vanquished_leader	rom_payload_resolution	DURATION[1];GLOBAL
2571	THIRD	rom_subject_eastern_profession_1_Goldsmith	rom_payload_resolution	DURATION[1];GLOBAL
2573	THIRD	rom_subject_eastern_religious_1_star_flood	rom_payload_resolution	DURATION[1];GLOBAL
2578	THIRD	rom_subject_eastern_profession_3_gosan	rom_payload_resolution	DURATION[1];GLOBAL
2588	SECOND	rom_subject_family_member_6_pirates_followup	rom_payload_resolution	DURATION[1];GLOBAL
2597	THIRD	rom_subject_hellenic_profession_1_Goldsmith	rom_payload_resolution	DURATION[1];GLOBAL
2603	FOURTH	rom_subject_hellenic_profession_4_Priestess	rom_payload_resolution	DURATION[1];GLOBAL
2613	THIRD	rom_subject_hellenic_profession_5_Librarian	rom_payload_resolution	DURATION[1];GLOBAL
2616	SECOND	rom_subject_hellenic_profession_7_Miner	rom_payload_resolution	DURATION[1];GLOBAL
2624	THIRD	rom_subject_hellenic_religious_6_hedonistic	rom_payload_resolution	DURATION[1];GLOBAL
2628	THIRD	rom_subject_roman_profession_1_Stranger	rom_payload_resolution	DURATION[1];GLOBAL
2630	FOURTH	rom_subject_roman_profession_3_Gladiator	rom_payload_resolution	DURATION[1];GLOBAL
2632	THIRD	rom_subject_roman_profession_4_Charioteer	rom_payload_resolution	DURATION[1];GLOBAL
2642	FOURTH	rom_subject_roman_profession_5_Captain	rom_payload_resolution	DURATION[1];GLOBAL
2649	FIRST	olympics_432	TREASURY	AMOUNT[-5000]
2653	SECOND	olympics_432	TREASURY	AMOUNT[-2000]
266	FIRST	rom_subject_barb_britons_sacred_sword	rom_payload_resolution	DURATION[1];GLOBAL
2661	THIRD	olympics_432	TREASURY	AMOUNT[-500]
2665	FIRST	olympics_428	TREASURY	AMOUNT[-5000]
2671	SECOND	olympics_428	TREASURY	AMOUNT[-2000]
2677	THIRD	olympics_428	TREASURY	AMOUNT[-500]
2682	FIRST	olympics_424	TREASURY	AMOUNT[-5000]
2684	SECOND	olympics_424	TREASURY	AMOUNT[-2000]
2685	THIRD	olympics_424	TREASURY	AMOUNT[-500]
2689	FIRST	olympics_420	TREASURY	AMOUNT[-5000]
2690	SECOND	olympics_420	TREASURY	AMOUNT[-2000]
2697	THIRD	olympics_420	TREASURY	AMOUNT[-500]
2699	FIRST	olympics_416	TREASURY	AMOUNT[-5000]
2703	SECOND	olympics_416	TREASURY	AMOUNT[-2000]
2709	THIRD	olympics_416	TREASURY	AMOUNT[-500]
2714	FIRST	olympics_412	TREASURY	AMOUNT[-5000]
2723	SECOND	olympics_412	TREASURY	AMOUNT[-2000]
2725	THIRD	olympics_412	TREASURY	AMOUNT[-500]
2729	FIRST	olympics_408	TREASURY	AMOUNT[-5000]
2732	SECOND	olympics_408	TREASURY	AMOUNT[-2000]
2735	THIRD	olympics_408	TREASURY	AMOUNT[-500]
274	SECOND	rom_subject_barb_britons_sacred_sword	rom_payload_resolution	DURATION[1];GLOBAL
2741	FIRST	olympics_404	TREASURY	AMOUNT[-5000]
2751	SECOND	olympics_404	TREASURY	AMOUNT[-2000]
2754	THIRD	olympics_404	TREASURY	AMOUNT[-500]
2755	FIRST	olympics_400	TREASURY	AMOUNT[-5000]
2765	SECOND	olympics_400	TREASURY	AMOUNT[-2000]
2767	THIRD	olympics_400	TREASURY	AMOUNT[-500]
2769	FIRST	pythian_430	TREASURY	AMOUNT[-4000]
2779	SECOND	pythian_430	TREASURY	AMOUNT[-2000]
2787	THIRD	pythian_430	TREASURY	AMOUNT[-500]
2792	FIRST	pythian_426	TREASURY	AMOUNT[-4000]
2794	SECOND	pythian_426	TREASURY	AMOUNT[-2000]
2797	THIRD	pythian_426	TREASURY	AMOUNT[-500]
280	FIRST	rom_subject_barb_creature_1_white_faun	rom_payload_resolution	DURATION[1];GLOBAL
2801	FIRST	pythian_422	TREASURY	AMOUNT[-4000]
2807	SECOND	pythian_422	TREASURY	AMOUNT[-2000]
2812	THIRD	pythian_422	TREASURY	AMOUNT[-500]
2813	FIRST	pythian_418	TREASURY	AMOUNT[-4000]
2818	SECOND	pythian_418	TREASURY	AMOUNT[-2000]
2827	THIRD	pythian_418	TREASURY	AMOUNT[-500]
2833	FIRST	pythian_414	TREASURY	AMOUNT[-4000]
2838	SECOND	pythian_414	TREASURY	AMOUNT[-2000]
2844	THIRD	pythian_414	TREASURY	AMOUNT[-500]
2852	FIRST	pythian_410	TREASURY	AMOUNT[-4000]
286	THIRD	rom_subject_barb_creature_1_white_faun	rom_payload_resolution	DURATION[1];GLOBAL
2862	SECOND	pythian_410	TREASURY	AMOUNT[-2000]
2868	THIRD	pythian_410	TREASURY	AMOUNT[-500]
2873	FIRST	pythian_406	TREASURY	AMOUNT[-4000]
2875	SECOND	pythian_406	TREASURY	AMOUNT[-2000]
2879	THIRD	pythian_406	TREASURY	AMOUNT[-500]
2882	FIRST	pythian_402	TREASURY	AMOUNT[-4000]
2891	SECOND	pythian_402	TREASURY	AMOUNT[-2000]
2898	THIRD	pythian_402	TREASURY	AMOUNT[-500]
2899	FIRST	isthmian_431	TREASURY	AMOUNT[-2500]
2905	SECOND	isthmian_431	TREASURY	AMOUNT[-1000]
2907	THIRD	isthmian_431	TREASURY	AMOUNT[-300]
2914	FIRST	isthmian_429	TREASURY	AMOUNT[-2500]
2922	SECOND	isthmian_429	TREASURY	AMOUNT[-1000]
293	SECOND	rom_subject_barb_creature_1_white_faun	rom_payload_resolution	DURATION[1];GLOBAL
2930	THIRD	isthmian_429	TREASURY	AMOUNT[-300]
2935	FIRST	isthmian_427	TREASURY	AMOUNT[-2500]
2939	SECOND	isthmian_427	TREASURY	AMOUNT[-1000]
2943	THIRD	isthmian_427	TREASURY	AMOUNT[-300]
2949	FIRST	isthmian_425	TREASURY	AMOUNT[-2500]
2950	SECOND	isthmian_425	TREASURY	AMOUNT[-1000]
2956	THIRD	isthmian_425	TREASURY	AMOUNT[-300]
296	FIRST	rom_subject_barb_family_member_1_brotherly_love	rom_payload_resolution	DURATION[1];GLOBAL
2963	FIRST	isthmian_423	TREASURY	AMOUNT[-2500]
2968	SECOND	isthmian_423	TREASURY	AMOUNT[-1000]
2969	THIRD	isthmian_423	TREASURY	AMOUNT[-300]
2972	FIRST	isthmian_421	TREASURY	AMOUNT[-2500]
2981	SECOND	isthmian_421	TREASURY	AMOUNT[-1000]
2982	THIRD	isthmian_421	TREASURY	AMOUNT[-300]
2991	FIRST	isthmian_419	TREASURY	AMOUNT[-2500]
3000	SECOND	isthmian_419	TREASURY	AMOUNT[-1000]
301	SECOND	rom_subject_barb_family_member_1_brotherly_love	rom_payload_resolution	DURATION[1];GLOBAL
3010	THIRD	isthmian_419	TREASURY	AMOUNT[-300]
3018	FIRST	isthmian_417	TREASURY	AMOUNT[-2500]
3025	SECOND	isthmian_417	TREASURY	AMOUNT[-1000]
3028	THIRD	isthmian_417	TREASURY	AMOUNT[-300]
3032	FIRST	isthmian_415	TREASURY	AMOUNT[-2500]
3038	SECOND	isthmian_415	TREASURY	AMOUNT[-1000]
3044	THIRD	isthmian_415	TREASURY	AMOUNT[-300]
3048	FIRST	isthmian_413	TREASURY	AMOUNT[-2500]
3057	SECOND	isthmian_413	TREASURY	AMOUNT[-1000]
3066	THIRD	isthmian_413	TREASURY	AMOUNT[-300]
3071	FIRST	isthmian_411	TREASURY	AMOUNT[-2500]
3075	SECOND	isthmian_411	TREASURY	AMOUNT[-1000]
3085	THIRD	isthmian_411	TREASURY	AMOUNT[-300]
3087	FIRST	isthmian_409	TREASURY	AMOUNT[-2500]
309	FIRST	rom_subject_barb_family_member_2_younger_son	rom_payload_resolution	DURATION[1];GLOBAL
3096	SECOND	isthmian_409	TREASURY	AMOUNT[-1000]
3097	THIRD	isthmian_409	TREASURY	AMOUNT[-300]
3098	FIRST	isthmian_407	TREASURY	AMOUNT[-2500]
3102	SECOND	isthmian_407	TREASURY	AMOUNT[-1000]
3105	THIRD	isthmian_407	TREASURY	AMOUNT[-300]
3112	FIRST	isthmian_405	TREASURY	AMOUNT[-2500]
3113	SECOND	isthmian_405	TREASURY	AMOUNT[-1000]
3115	THIRD	isthmian_405	TREASURY	AMOUNT[-300]
3121	FIRST	isthmian_403	TREASURY	AMOUNT[-2500]
3128	SECOND	isthmian_403	TREASURY	AMOUNT[-1000]
3130	THIRD	isthmian_403	TREASURY	AMOUNT[-300]
3133	FIRST	isthmian_401	TREASURY	AMOUNT[-2500]
3143	SECOND	isthmian_401	TREASURY	AMOUNT[-1000]
3144	THIRD	isthmian_401	TREASURY	AMOUNT[-300]
315	SECOND	rom_subject_barb_family_member_2_younger_son	rom_payload_resolution	DURATION[1];GLOBAL
3152	FIRST	nemean_431	TREASURY	AMOUNT[-2500]
3161	SECOND	nemean_431	TREASURY	AMOUNT[-1000]
3166	THIRD	nemean_431	TREASURY	AMOUNT[-300]
3172	FIRST	nemean_429	TREASURY	AMOUNT[-2500]
3175	SECOND	nemean_429	TREASURY	AMOUNT[-1000]
3184	THIRD	nemean_429	TREASURY	AMOUNT[-300]
3191	FIRST	nemean_427	TREASURY	AMOUNT[-2500]
3192	SECOND	nemean_427	TREASURY	AMOUNT[-1000]
3193	THIRD	nemean_427	TREASURY	AMOUNT[-300]
3195	FIRST	nemean_425	TREASURY	AMOUNT[-2500]
3200	SECOND	nemean_425	TREASURY	AMOUNT[-1000]
3203	THIRD	nemean_425	TREASURY	AMOUNT[-300]
3204	FIRST	nemean_423	TREASURY	AMOUNT[-2500]
3205	SECOND	nemean_423	TREASURY	AMOUNT[-1000]
321	FIRST	rom_subject_barb_family_member_3_kidnapped	rom_payload_resolution	DURATION[1];GLOBAL
3210	THIRD	nemean_423	TREASURY	AMOUNT[-300]
3214	FIRST	nemean_421	TREASURY	AMOUNT[-2500]
3218	SECOND	nemean_421	TREASURY	AMOUNT[-1000]
3228	THIRD	nemean_421	TREASURY	AMOUNT[-300]
3237	FIRST	nemean_419	TREASURY	AMOUNT[-2500]
324	SECOND	rom_subject_barb_family_member_3_kidnapped	rom_payload_resolution	DURATION[1];GLOBAL
3240	SECOND	nemean_419	TREASURY	AMOUNT[-1000]
3246	THIRD	nemean_419	TREASURY	AMOUNT[-300]
3253	FIRST	nemean_417	TREASURY	AMOUNT[-2500]
3258	SECOND	nemean_417	TREASURY	AMOUNT[-1000]
3263	THIRD	nemean_417	TREASURY	AMOUNT[-300]
327	FIRST	rom_subject_barb_family_member_4_dead	rom_payload_resolution	DURATION[1];GLOBAL
3271	FIRST	nemean_415	TREASURY	AMOUNT[-2500]
3278	SECOND	nemean_415	TREASURY	AMOUNT[-1000]
328	THIRD	rom_subject_barb_family_member_4_dead	rom_payload_resolution	DURATION[1];GLOBAL
3282	THIRD	nemean_415	TREASURY	AMOUNT[-300]
3289	FIRST	nemean_413	TREASURY	AMOUNT[-2500]
3295	SECOND	nemean_413	TREASURY	AMOUNT[-1000]
3301	THIRD	nemean_413	TREASURY	AMOUNT[-300]
3311	FIRST	nemean_411	TREASURY	AMOUNT[-2500]
3314	SECOND	nemean_411	TREASURY	AMOUNT[-1000]
3317	THIRD	nemean_411	TREASURY	AMOUNT[-300]
3318	FIRST	nemean_409	TREASURY	AMOUNT[-2500]
3326	SECOND	nemean_409	TREASURY	AMOUNT[-1000]
3334	THIRD	nemean_409	TREASURY	AMOUNT[-300]
3341	FIRST	nemean_407	TREASURY	AMOUNT[-2500]
3348	SECOND	nemean_407	TREASURY	AMOUNT[-1000]
3350	THIRD	nemean_407	TREASURY	AMOUNT[-300]
3353	FIRST	nemean_405	TREASURY	AMOUNT[-2500]
3362	SECOND	nemean_405	TREASURY	AMOUNT[-1000]
3363	THIRD	nemean_405	TREASURY	AMOUNT[-300]
3367	FIRST	nemean_403	TREASURY	AMOUNT[-2500]
3371	SECOND	nemean_403	TREASURY	AMOUNT[-1000]
3375	THIRD	nemean_403	TREASURY	AMOUNT[-300]
3376	FIRST	nemean_401	TREASURY	AMOUNT[-2500]
338	SECOND	rom_subject_barb_family_member_4_dead	rom_payload_resolution	DURATION[1];GLOBAL
3386	SECOND	nemean_401	TREASURY	AMOUNT[-1000]
3396	THIRD	nemean_401	TREASURY	AMOUNT[-300]
3401	FIRST	political_event_riot_in_capital	rom_payload_resolution	DURATION[1]
3409	SECOND	political_event_riot_in_capital	rom_payload_resolution	DURATION[1]
3418	THIRD	political_event_riot_in_capital	rom_payload_resolution	DURATION[1]
347	FIRST	rom_subject_barb_family_member_5_long_lost_flavour	rom_payload_resolution	DURATION[1];GLOBAL
3474	FIRST	political_event_rival_banquet	rom_payload_resolution	DURATION[1]
3482	SECOND	political_event_rival_banquet	rom_payload_resolution	DURATION[1]
3489	THIRD	political_event_rival_banquet	rom_payload_resolution	DURATION[1]
3493	FIRST	political_event_assassination_plot	rom_payload_resolution	DURATION[1]
3494	SECOND	political_event_assassination_plot	rom_payload_resolution	DURATION[1]
35	FIRST	dilemma_all_mercenaries	rom_payload_mercenary_compensation	DURATION[4];GLOBAL
3500	THIRD	political_event_assassination_plot	rom_payload_resolution	DURATION[1]
3501	FIRST	political_event_intimidate_opposition	rom_payload_resolution	DURATION[1]
3506	SECOND	political_event_intimidate_opposition	rom_payload_resolution	DURATION[1]
3511	FIRST	3c_rome_stolen_eagle	3c_stolen_eagle_A	DURATION[1]
3512	THIRD	3c_rome_stolen_eagle	TREASURY	AMOUNT[-1000]
352	SECOND	rom_subject_barb_family_member_5_long_lost_flavour	rom_payload_resolution	DURATION[1];GLOBAL
354	FIRST	rom_subject_barb_family_member_6_unfaithful_woman	rom_payload_resolution	DURATION[1];GLOBAL
360	SECOND	rom_subject_barb_family_member_6_unfaithful_woman	rom_payload_resolution	DURATION[1];GLOBAL
362	FIRST	rom_subject_barb_family_member_7_hares	rom_payload_resolution	DURATION[1];GLOBAL
372	SECOND	rom_subject_barb_family_member_7_hares	rom_payload_resolution	DURATION[1];GLOBAL
376	FIRST	rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	rom_payload_resolution	DURATION[1];GLOBAL
381	SECOND	rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	rom_payload_resolution	DURATION[1];GLOBAL
388	FIRST	rom_subject_barb_profession_1_chariot	rom_payload_resolution	DURATION[1];GLOBAL
391	SECOND	rom_subject_barb_profession_1_chariot	rom_payload_resolution	DURATION[1];GLOBAL
400	FIRST	rom_subject_barb_religious_1_looters	rom_payload_resolution	DURATION[1];GLOBAL
404	SECOND	rom_subject_barb_religious_1_looters	rom_payload_resolution	DURATION[1];GLOBAL
4078	FIRST	3c_rom_Sibylline_Books_A1	3c_rom_Sibylline_Books_Agree_A1	DURATION[5]
4079	SECOND	3c_rom_Sibylline_Books_A1	3c_rom_Sibylline_Books_For_Show	DURATION[3]
408	FIRST	rom_subject_barb_religious_2_talking_head	rom_payload_resolution	DURATION[1];GLOBAL
4084	THIRD	3c_rom_Sibylline_Books_A1	3c_rom_Sibylline_Books_Hide	DURATION[5]
4088	FOURTH	3c_rom_Sibylline_Books_A1	3c_rom_Sibylline_Books_Burn	DURATION[1]
4092	FIRST	3c_rom_Sibylline_Books_A2	3c_rom_Sibylline_Books_Agree_A2	DURATION[5]
4097	SECOND	3c_rom_Sibylline_Books_A2	3c_rom_Sibylline_Books_For_Show	DURATION[3]
410	THIRD	rom_subject_barb_religious_2_talking_head	rom_payload_resolution	DURATION[1];GLOBAL
4101	THIRD	3c_rom_Sibylline_Books_A2	3c_rom_Sibylline_Books_Hide	DURATION[5]
4107	FOURTH	3c_rom_Sibylline_Books_A2	3c_rom_Sibylline_Books_Burn	DURATION[1]
4112	FIRST	3c_rom_Sibylline_Books_A3	3c_rom_Sibylline_Books_Agree_A3	DURATION[5]
4120	SECOND	3c_rom_Sibylline_Books_A3	3c_rom_Sibylline_Books_For_Show	DURATION[3]
4123	THIRD	3c_rom_Sibylline_Books_A3	3c_rom_Sibylline_Books_Hide	DURATION[5]
4124	FOURTH	3c_rom_Sibylline_Books_A3	3c_rom_Sibylline_Books_Burn	DURATION[1]
4129	FIRST	3c_rom_Sibylline_Books_B1	3c_rom_Sibylline_Books_Agree_B1	DURATION[5]
4137	SECOND	3c_rom_Sibylline_Books_B1	3c_rom_Sibylline_Books_For_Show	DURATION[3]
4140	THIRD	3c_rom_Sibylline_Books_B1	3c_rom_Sibylline_Books_Hide	DURATION[5]
4145	FOURTH	3c_rom_Sibylline_Books_B1	3c_rom_Sibylline_Books_Burn	DURATION[1]
4154	FIRST	3c_rom_Sibylline_Books_B2	3c_rom_Sibylline_Books_Agree_B2	DURATION[5]
416	SECOND	rom_subject_barb_religious_2_talking_head	rom_payload_resolution	DURATION[1];GLOBAL
4164	SECOND	3c_rom_Sibylline_Books_B2	3c_rom_Sibylline_Books_For_Show	DURATION[3]
4171	THIRD	3c_rom_Sibylline_Books_B2	3c_rom_Sibylline_Books_Hide	DURATION[5]
4172	FOURTH	3c_rom_Sibylline_Books_B2	3c_rom_Sibylline_Books_Burn	DURATION[1]
4179	FIRST	3c_rom_Sibylline_Books_B3	3c_rom_Sibylline_Books_Agree_B3	DURATION[5]
4185	SECOND	3c_rom_Sibylline_Books_B3	3c_rom_Sibylline_Books_For_Show	DURATION[3]
4192	THIRD	3c_rom_Sibylline_Books_B3	3c_rom_Sibylline_Books_Hide	DURATION[5]
4196	FOURTH	3c_rom_Sibylline_Books_B3	3c_rom_Sibylline_Books_Burn	DURATION[1]
4204	FIRST	3c_rom_Sibylline_Books_C1	3c_rom_Sibylline_Books_Agree_C1	DURATION[5]
4210	SECOND	3c_rom_Sibylline_Books_C1	3c_rom_Sibylline_Books_For_Show	DURATION[3]
4217	THIRD	3c_rom_Sibylline_Books_C1	3c_rom_Sibylline_Books_Hide	DURATION[5]
4223	FOURTH	3c_rom_Sibylline_Books_C1	3c_rom_Sibylline_Books_Burn	DURATION[1]
4227	FIRST	3c_rom_Sibylline_Books_C2	3c_rom_Sibylline_Books_Agree_C2	DURATION[5]
4237	SECOND	3c_rom_Sibylline_Books_C2	3c_rom_Sibylline_Books_For_Show	DURATION[3]
4238	THIRD	3c_rom_Sibylline_Books_C2	3c_rom_Sibylline_Books_Hide	DURATION[5]
424	FIRST	rom_subject_barb_religious_3_drought	rom_payload_resolution	DURATION[1];GLOBAL
4248	FOURTH	3c_rom_Sibylline_Books_C2	3c_rom_Sibylline_Books_Burn	DURATION[1]
4258	FIRST	3c_rom_Sibylline_Books_C3	3c_rom_Sibylline_Books_Agree_C3	DURATION[5]
4263	SECOND	3c_rom_Sibylline_Books_C3	3c_rom_Sibylline_Books_For_Show	DURATION[3]
4270	THIRD	3c_rom_Sibylline_Books_C3	3c_rom_Sibylline_Books_Hide	DURATION[5]
4272	FOURTH	3c_rom_Sibylline_Books_C3	3c_rom_Sibylline_Books_Burn	DURATION[1]
4279	FIRST	3c_rom_Sibylline_Books_D1	3c_rom_Sibylline_Books_Agree_D1	DURATION[5]
4280	SECOND	3c_rom_Sibylline_Books_D1	3c_rom_Sibylline_Books_For_Show	DURATION[3]
4289	THIRD	3c_rom_Sibylline_Books_D1	3c_rom_Sibylline_Books_Hide	DURATION[5]
4291	FOURTH	3c_rom_Sibylline_Books_D1	3c_rom_Sibylline_Books_Burn	DURATION[1]
4293	FIRST	3c_rom_Sibylline_Books_D2	3c_rom_Sibylline_Books_Agree_D2	DURATION[5]
4301	SECOND	3c_rom_Sibylline_Books_D2	3c_rom_Sibylline_Books_For_Show	DURATION[3]
4305	THIRD	3c_rom_Sibylline_Books_D2	3c_rom_Sibylline_Books_Hide	DURATION[5]
431	SECOND	rom_subject_barb_religious_3_drought	rom_payload_resolution	DURATION[1];GLOBAL
4312	FOURTH	3c_rom_Sibylline_Books_D2	3c_rom_Sibylline_Books_Burn	DURATION[1]
4320	FIRST	3c_rom_Sibylline_Books_D3	3c_rom_Sibylline_Books_Agree_D3	DURATION[5]
4326	SECOND	3c_rom_Sibylline_Books_D3	3c_rom_Sibylline_Books_For_Show	DURATION[3]
4333	THIRD	3c_rom_Sibylline_Books_D3	3c_rom_Sibylline_Books_Hide	DURATION[5]
4336	FOURTH	3c_rom_Sibylline_Books_D3	3c_rom_Sibylline_Books_Burn	DURATION[1]
4338	FIRST	3c_rat_infestation	TREASURY	AMOUNT[-1000]
4347	THIRD	3c_rat_infestation	TREASURY	AMOUNT[-500]
4348	FOURTH	3c_rat_infestation	3c_rat_infestation_D	DURATION[4]
4357	SECOND	3c_east_sassanian_sculptor	TREASURY	AMOUNT[-800]
4365	FIRST	3c_Faction_Leader_Zenobia_1	PERSIST_VALUE	KEY[Z];AMOUNT[1]
4371	SECOND	3c_Faction_Leader_Zenobia_1	PERSIST_VALUE	KEY[S];AMOUNT[1]
4374	THIRD	3c_Faction_Leader_Zenobia_1	PERSIST_VALUE	KEY[A];AMOUNT[1]
4384	FOURTH	3c_Faction_Leader_Zenobia_1	PERSIST_VALUE	KEY[G];AMOUNT[1]
4388	FIRST	3c_Faction_Leader_Zenobia_2	PERSIST_VALUE	KEY[A];AMOUNT[1]
4397	SECOND	3c_Faction_Leader_Zenobia_2	PERSIST_VALUE	KEY[S];AMOUNT[1]
4398	THIRD	3c_Faction_Leader_Zenobia_2	PERSIST_VALUE	KEY[Z];AMOUNT[1]
440	FIRST	rom_subject_barb_religious_4_hag	rom_payload_resolution	DURATION[1];GLOBAL
4407	FOURTH	3c_Faction_Leader_Zenobia_2	PERSIST_VALUE	KEY[G];AMOUNT[1]
4409	FIRST	3c_Faction_Leader_Zenobia_3	PERSIST_VALUE	KEY[A];AMOUNT[1]
4419	SECOND	3c_Faction_Leader_Zenobia_3	PERSIST_VALUE	KEY[S];AMOUNT[1]
4427	THIRD	3c_Faction_Leader_Zenobia_3	PERSIST_VALUE	KEY[Z];AMOUNT[1]
4428	FOURTH	3c_Faction_Leader_Zenobia_3	PERSIST_VALUE	KEY[G];AMOUNT[1]
4432	FIRST	3c_Faction_Leader_Zenobia_4	PERSIST_VALUE	KEY[A];AMOUNT[1]
4439	SECOND	3c_Faction_Leader_Zenobia_4	PERSIST_VALUE	KEY[S];AMOUNT[1]
444	SECOND	rom_subject_barb_religious_4_hag	rom_payload_resolution	DURATION[1];GLOBAL
4446	THIRD	3c_Faction_Leader_Zenobia_4	PERSIST_VALUE	KEY[Z];AMOUNT[1]
4456	FOURTH	3c_Faction_Leader_Zenobia_4	PERSIST_VALUE	KEY[G];AMOUNT[1]
454	FIRST	rom_subject_barb_religious_5_the_hunt	rom_payload_resolution	DURATION[1];GLOBAL
459	SECOND	rom_subject_barb_religious_5_the_hunt	rom_payload_resolution	DURATION[1];GLOBAL
465	FIRST	rom_subject_barb_the_hunt	rom_payload_resolution	DURATION[1];GLOBAL
469	SECOND	rom_subject_barb_the_hunt	rom_payload_resolution	DURATION[1];GLOBAL
475	FIRST	rom_subject_barb_trade_1_Silk	rom_payload_resolution	DURATION[1];GLOBAL
48	FIRST	dilemma_all_developmental_focus	rom_payload_research_martial_ambition	DURATION[4];GLOBAL
480	SECOND	rom_subject_barb_trade_1_Silk	rom_payload_resolution	DURATION[1];GLOBAL
487	THIRD	rom_subject_barb_trade_1_Silk	rom_payload_resolution	DURATION[1];GLOBAL
494	FIRST	rom_subject_barb_trade_2_Spices	rom_payload_resolution	DURATION[1];GLOBAL
495	SECOND	rom_subject_barb_trade_2_Spices	rom_payload_resolution	DURATION[1];GLOBAL
501	THIRD	rom_subject_barb_trade_2_Spices	rom_payload_resolution	DURATION[1];GLOBAL
510	FIRST	rom_subject_barb_trade_3_Nisean	rom_payload_resolution	DURATION[1];GLOBAL
514	SECOND	rom_subject_barb_trade_3_Nisean	rom_payload_resolution	DURATION[1];GLOBAL
515	THIRD	rom_subject_barb_trade_3_Nisean	rom_payload_resolution	DURATION[1];GLOBAL
522	FIRST	rom_subject_barb_trade_4_Wine	rom_payload_resolution	DURATION[1];GLOBAL
528	SECOND	rom_subject_barb_trade_4_Wine	rom_payload_resolution	DURATION[1];GLOBAL
531	THIRD	rom_subject_barb_trade_4_Wine	rom_payload_resolution	DURATION[1];GLOBAL
541	FIRST	rom_subject_barb_trade_5_tyrian_purple	rom_payload_resolution	DURATION[1];GLOBAL
