key	text	tooltip
land_units_onscreen_name_Aux_Ibe_Scutarii_Cav	Auxiliary Scutarii Cavalry	true
land_units_onscreen_name_3c_Ger_Test_Infantry	Test Infantry	true
land_units_onscreen_name_Pel_Armoured_Marines	Armoured Marines	true
land_units_onscreen_name_3c_Mer_Germanic_Band	Mercenary Germanic Band	true
land_units_onscreen_name_3c_Mer_Hillmen	Mercenary Hillmen	true
land_units_onscreen_name_3c_Ger_Germanic_Band	Germanic Band	true
land_units_onscreen_name_Pel_Immortal_Archers	Immortal Archers	true
land_units_onscreen_name_dk_nab_rekem_palace_guard	Rekem Palace Guard	true
land_units_onscreen_name_Gre_Archers	Archers	true
land_units_onscreen_name_Afr_Chariot_Raiders	Chariot Raiders	true
land_units_onscreen_name_Aux_Afr_Cav	Auxiliary Sabaean Cavalry	true
land_units_onscreen_name_Pel_Helot_Archers	Helot Archers	true
land_units_onscreen_name_inv_sam_italian_horse_skirmishers	Italian Horse Skirmishers	true
land_units_onscreen_name_Gre_Helot_Archers	Helot Archers	true
land_units_onscreen_name_Car_Libyan_Infantry	Libyan Infantry	true
land_units_onscreen_name_Ger_Night_Hunters	Night Hunters	true
land_units_onscreen_name_3c_Sab_Sabean_Spearmen	Sabean Spearmen	true
land_units_onscreen_name_inv_mercenary_latin_warriors	Mercenary Latin Warriors	true
land_units_onscreen_name_3c_Sas_Zhayedan_Immortals	Zhayedan Immortals	true
land_units_onscreen_name_3c_Sas_Elite_Savaran_Cavalry	Elite Savaran Cavalry	true
land_units_onscreen_name_3c_Marc_Germanic_Noble_Guard_comm	Germanic Noble Bodyguard	true
land_units_onscreen_name_dk_nab_heavy_desert_spearmen	Heavy Desert Spearmen	true
land_units_onscreen_name_Bri_Scorpion_Bastion	Briton Bastion Scorpion	true
land_units_onscreen_name_Car_Hoplites	Carthaginian Hoplites	true
land_units_onscreen_name_inv_mercenary_cretan_archers	Mercenary Cretan Archers	true
land_units_onscreen_name_Car_Libyan_Hoplites	Libyan Hoplites	true
land_units_onscreen_name_Gre_Tarantine_Cav	Tarantine Cavalry	true
land_units_onscreen_name_inv_mercenary_ill_raiders	Mercenary Illyrian Raiders	true
land_units_onscreen_name_3c_Mer_Steppe_Slingers	Mercenary Steppe Slingers	true
land_units_onscreen_name_Pel_Spartan_Marines	Spartan Marines	true
land_units_onscreen_name_3c_Sas_Indian_War_Elephants	Indian War Elephants	true
land_units_onscreen_name_3c_Aux_Germanic_Skirmishers	Auxiliary Germanic Skirmishers	true
land_units_onscreen_name_Mer_Ita_Cav	Mercenary Italian Cavalry	true
land_units_onscreen_name_Ger_Wodanaz_Spears	Wodanaz Spears	true
land_units_onscreen_name_3c_Aux_Illyrian_Swordsmen	Auxiliary Illyrian Swordsmen	true
land_units_onscreen_name_3c_Mer_Camel_Archers	Mercenary Camel Archers	true
land_units_onscreen_name_3c_Aux_Camel_Archers	Auxiliary Camel Archers	true
land_units_onscreen_name_3c_Ala_Noble_Steppe_Cataphracts_comm	Noble Steppe Cataphracts Bodyguard	true
land_units_onscreen_name_3c_Sas_Camel_Archers	Camel Archers	true
land_units_onscreen_name_3c_Marc_Germanic_Noble_Guard	Germanic Noble Guard	true
land_units_onscreen_name_Aux_Ind_War_Elephant	Auxiliary Indian War Elephants	true
land_units_onscreen_name_Thr_Horsemen	Thracian Horsemen	true
land_units_onscreen_name_Gre_Scorpion	Greek Scorpion (Fixed)	true
land_units_onscreen_name_Ibe_Scorpion	Iberian Scorpion (Fixed)	true
land_units_onscreen_name_Eas_Ballista_Bastion	Eastern Bastion Ballista	true
land_units_onscreen_name_3c_Mer_Indian_War_Elephants	Mercenary Indian War Elephants	true
land_units_onscreen_name_Mer_Num_Cav	Mercenary Numidian Cavalry	true
land_units_onscreen_name_3c_Marc_Wodanaz_Spears_comm	Wodanaz Spears Bodyguard	true
land_units_onscreen_name_3c_Ger_Test_Cavalry	Test Cavalry	true
land_units_onscreen_name_Aux_Per_Cav	Auxiliary Persian Cavalry	true
land_units_onscreen_name_3c_Eas_Hillmen	Hillmen	true
land_units_onscreen_name_3c_Rom_Equites_Dalmatarum	Equites Dalmatarum	true
land_units_onscreen_name_Pel_Skiritai	Skiritai	true
land_units_onscreen_name_3c_Pal_Hillmen	Hillmen	true
land_units_onscreen_name_Afr_Ballista_Bastion	African Bastion Ballista	true
land_units_onscreen_name_Car_Ballista_Bastion	Carthaginian Bastion Ballista	true
land_units_onscreen_name_Ger_Ballista_Bastion	German Bastion Ballista	true
land_units_onscreen_name_Eas_Axemen	Axemen	true
land_units_onscreen_name_inv_mercenary_ill_hoplites	Mercenary Illyrian Hoplites	true
land_units_onscreen_name_Eas_Onager_Bastion	Eastern Bastion Onager	true
land_units_onscreen_name_Mer_Cel_Warhounds	Mercenary Celtic Warhounds	true
land_units_onscreen_name_Pel_Royal_Spartans	Royal Spartans	true
land_units_onscreen_name_inv_ven_veneti_ekuperatis	Veneti Ekupetaris	true
land_units_onscreen_name_Gre_Royal_Peltasts	Royal Peltasts	true
land_units_onscreen_name_3c_Ste_Steppe_Nobles	Steppe Nobles	true
land_units_onscreen_name_inv_brutii_tribesmen	Native Bruttii Tribesmen	true
land_units_onscreen_name_3c_Aux_Alae_Clibanarii	Alae Clibanarii	true
land_units_onscreen_name_3c_Goth_Gothic_Lancers	Gothic Lancers	true
land_units_onscreen_name_Mer_Num_Noble_Cav	Mercenary Numidian Noble Cavalry	true
land_units_onscreen_name_Ill_Levies	Illyrian Levies	true
land_units_onscreen_name_Gre_Thessalian_Cav	Thessalian Cavalry	true
land_units_onscreen_name_Dac_Onager_Bastion	Dacian Bastion Onager	true
land_units_onscreen_name_Gre_Helot_Slingers	Helot Slingers	true
land_units_onscreen_name_3c_Cal_Caledonian_Heroic_Riders_comm	Heroic Riders Bodyguard	true
land_units_onscreen_name_Rom_Legionary_Cohort	Legionary Cohort	true
land_units_onscreen_name_dk_nab_nabatean_thorax_pikes	Nabataean Thorax Pikes	true
land_units_onscreen_name_Gre_Agrianian_Axemen	Agrianian Axemen	true
land_units_onscreen_name_Cel_Galatian_Spears	Galatian Spears	true
land_units_onscreen_name_Gre_Onager_Bastion	Greek Bastion Onager	true
land_units_onscreen_name_Ibe_Onager	Iberian Onager	true
land_units_onscreen_name_Ger_Onager_Bastion	German Bastion Onager	true
land_units_onscreen_name_3c_Ste_Steppe_Slingers_comm	Steppe Slingers Bodyguard	true
land_units_onscreen_name_Dac_Bowmen	Dacian Bowmen	true
land_units_onscreen_name_inv_sen_tribeless_slingers	Tribeless Slingers	true
land_units_onscreen_name_Mer_Ita_Etruscan_Hoplites	Mercenary Etruscan Hoplites	true
land_units_onscreen_name_Ste_Sarmatian_Royal_Lancers	Sarmatian Royal Lancers	true
land_units_onscreen_name_3c_Rom_Gladiators	Gladiators	true
land_units_onscreen_name_inv_sam_lucanian_warriors	Lucanian Warriors	true
land_units_onscreen_name_3c_Aux_Celtic_Heavy_Cavalry	Auxiliary Celtic Heavy Cavalry	true
land_units_onscreen_name_Eas_Kartli_Axemen	Kartli Axemen	true
land_units_onscreen_name_Ibe_Giant_Ballista	Iberian Giant Ballista	true
land_units_onscreen_name_Cel_Spear_Warriors	Spear Warriors	true
land_units_onscreen_name_3c_Ara_Arabian_Camel_Archers	Arabian Camel Archers	true
land_units_onscreen_name_3c_Aux_Arabian_Camel_Archers	Auxiliary Arabian Camel Archers	true
land_units_onscreen_name_3c_Eas_Eastern_Horse_Archers	Eastern Horse Archers	true
land_units_onscreen_name_3c_Sas_Eastern_Horse_Archers	Eastern Horse Archers	true
land_units_onscreen_name_Gre_Cretan_Archers	Cretan Archers	true
land_units_onscreen_name_Afr_Onager_Bastion	African Bastion Onager	true
land_units_onscreen_name_3c_Rom_Roman_Levies	Roman Levies	true
land_units_onscreen_name_Dac_Spears	Spears	true
land_units_onscreen_name_dk_nab_hellenic_desert_cataphracts	Hellenic Desert Cataphracts	true
land_units_onscreen_name_Egy_Sobek_Cultists	Sobek Cultists	true
land_units_onscreen_name_Dac_Spear_Warriors	Spear Warriors	true
land_units_onscreen_name_3c_Cel_Celtic_Nobles	Celtic Nobles	true
land_units_onscreen_name_3c_Sas_Anatolian_Slingers	Anatolian Slingers	true
land_units_onscreen_name_3c_Per_Persian_Horse_Archers	Persian Horse Archers	true
land_units_onscreen_name_3c_Sas_Persian_Horse_Archers	Persian Horse Archers	true
land_units_onscreen_name_Cel_Bowmen	Celtic Bowmen	true
land_units_onscreen_name_inv_sen_gallic_skirmishers	Gallic Skirmishers	true
land_units_onscreen_name_inv_mercenary_carthaginian_javelin	Mercenary Carthaginian Javelinmen	true
land_units_onscreen_name_3c_Ala_Steppe_Horse_Archers	Steppe Horse Archers	true
land_units_onscreen_name_Ill_Slave_Slingers	Slave Slingers	true
land_units_onscreen_name_3c_Rom_Roman_Legionary_Cavalry	Roman Legionary Cavalry	true
land_units_onscreen_name_3c_Eas_Eastern_Infantry_comm	Eastern Infantry Bodyguard	true
land_units_onscreen_name_Aux_Ita_Socii_Extraordinarii	Socii Extraordinarii	true
land_units_onscreen_name_Gre_Cimmerian_Noble_Infantry	Cimmerian Noble Infantry	true
land_units_onscreen_name_Aux_Bri_Scout_Riders	Auxiliary Briton Scout Riders	true
land_units_onscreen_name_Ste_Sarmatian_Riders	Sarmatian Riders	true
land_units_onscreen_name_3c_Sas_Royal_Sassanian_Archers_comm	Royal Sassanian Archers Bodyguard	true
land_units_onscreen_name_3c_Ala_Alani_Nobles	Alani Nobles	true
land_units_onscreen_name_Cel_Onager_Bastion	Celtic Bastion Onager	true
land_units_onscreen_name_Car_Onager_Bastion	Carthaginian Bastion Onager	true
land_units_onscreen_name_3c_Eas_Large_Onager	Eastern Large Onager	true
land_units_onscreen_name_dk_saba_sabaean_camel_cataphracts	Sabaean Camel Cataphracts	true
land_units_onscreen_name_Gre_Light_Peltasts	Light Peltasts	true
land_units_onscreen_name_Mer_Ara_Camel_Spear	Mercenary Camel Spearmen	true
land_units_onscreen_name_3c_Cal_Caledonian_Oathsworn	Caledonii Oathsworn	true
land_units_onscreen_name_3c_Mer_Sarmatian_Light_Cavalry	Mercenary Sarmatian Light Cavalry	true
land_units_onscreen_name_3c_Cel_Painted_Warriors_comm	Painted Warriors Bodyguard	true
land_units_onscreen_name_3c_Ala_Armoured_Steppe_Warriors_comm	Armoured Steppe Warriors Bodyguard	true
land_units_onscreen_name_3c_Rom_Equites_Catafractarii	Equites Catafractarii	true
land_units_onscreen_name_Bri_Onager_Bastion	Briton Bastion Onager	true
land_units_onscreen_name_inv_sam_armoured_spearmen	Samnite Armoured Spearmen	true
land_units_onscreen_name_Car_Libyan_Javelin	Libyan Javelinmen	true
land_units_onscreen_name_3c_Afr_Large_Onager	African Heavy Onager	true
land_units_onscreen_name_3c_Ger_Large_Onager	German Heavy Onager	true
land_units_onscreen_name_inv_rom_principes	Principes	true
land_units_onscreen_name_Mer_Rom_Gladiatrices_Spear	Mercenary Spear Gladiatrices	true
land_units_onscreen_name_Car_Onager	Carthaginian Onager	true
land_units_onscreen_name_Mer_Afr_Elephants	Mercenary African Elephants	true
land_units_onscreen_name_Cel_Onager	Celtic Onager	true
land_units_onscreen_name_Afr_War_Elephants	African War Elephants	true
land_units_onscreen_name_Ind_War_Elephants	Indian War Elephants	true
land_units_onscreen_name__test_dummy	Test Dummy	true
land_units_onscreen_name_Cel_Naked_Warriors	Naked Warriors	true
land_units_onscreen_name_Bri_Giant_Ballista	Briton Giant Ballista	true
land_units_onscreen_name_Rom_Praetorian_Guard	Praetorian Guard	true
land_units_onscreen_name_Cel_Celtic_Warhounds	Celtic Warhounds	true
land_units_onscreen_name_3c_Pal_Palmyrene_Legionaries_comm	Palmyrene Legionaries Bodyguard	true
land_units_onscreen_name_3c_Rom_Praetorian_Cavalry	Praetorian Cavalry 	true
land_units_onscreen_name_Bri_Onager	Briton Onager	true
land_units_onscreen_name_3c_Ala_Alani_Axemen	Alani Axemen	true
land_units_onscreen_name_Cel_Giant_Ballista	Celtic Giant Ballista	true
land_units_onscreen_name_Car_Giant_Ballista	Carthaginian Giant Ballista	true
land_units_onscreen_name_Mer_Gal_Noble_Horse	Mercenary Noble Horse	true
land_units_onscreen_name_inv_sam_light_spearmen_ver_sacrum	Ver Sacrum Spearmen	true
land_units_onscreen_name_dk_saba_sabaean_swordsmen	Sabaean Swordsmen	true
land_units_onscreen_name_3c_Gal_Gallic_Light_Cavalry	Gallic Light Cavalry	true
land_units_onscreen_name_3c_Aux_Germanic_Heavy_Infantry	Auxiliary Germanic Heavy Infantry	true
land_units_onscreen_name_Ind_Armour_Elephants	Indian Armoured Elephants	true
land_units_onscreen_name_Afr_Onager	African Onager	true
land_units_onscreen_name_Ibe_Cantabrian_Cav	Cantabrian Cavalry	true
land_units_onscreen_name_inv_mercenary_ligurian_axe_warriors	Mercenary Ligurian Axe Warriors	true
land_units_onscreen_name_inv_latin_spearmen	Native Latin Spearmen	true
land_units_onscreen_name_dk_kush_african_elephants	African Elephants	true
land_units_onscreen_name_inv_iol_iolean_javelinmen	Iolean Javelinmen	true
land_units_onscreen_name_3c_Marc_Club_Levy	Club Levy	true
land_units_onscreen_name_test_test	Test Unit	true
land_units_onscreen_name_Cel_Gallic_Hunters	Gallic Hunters	true
land_units_onscreen_name_inv_ill_tribesmen	Illyrian Tribesmen	true
land_units_onscreen_name_inv_ven_ambushers	Veneti Ambushers	true
land_units_onscreen_name_dk_saba_marib_royal_guard	Ma'rib Royal Guard	true
land_units_onscreen_name_Afr_Giant_Ballista	African Giant Ballista	true
land_units_onscreen_name_Gre_Light_Hoplites	Light Hoplites	true
land_units_onscreen_name_Mer_Cel_Light_Horse	Mercenary Celtic Light Horse	true
land_units_onscreen_name_3c_Sas_Daylamite_Infantry	Daylamite Infantry	true
land_units_onscreen_name_3c_Goth_Tervingi_Warriors	Tervingi Warriors	true
land_units_onscreen_name_3c_Eas_Onager_Shp	Eastern Onager (Ship)	true
land_units_onscreen_name_3c_Sas_Immortal_Spears	Immortal Spears	true
land_units_onscreen_name_3c_Gal_Gallic_Legionaries	Gallic Legionaries 	true
land_units_onscreen_name_Ger_Onager	German Onager	true
land_units_onscreen_name_Ibe_Onager_Bastion	Iberian Bastion Onager	true
land_units_onscreen_name_Pel_Thr_Royal_Cav	Thraike Royal Cavalry	true
land_units_onscreen_name_Gre_Onager	Greek Onager	true
land_units_onscreen_name_inv_mercenary_sardi_bowmen	Mercenary Sardi Bowmen	true
land_units_onscreen_name_3c_Pal_Veteran_Palmyrene_Legionaries	Veteran Palmyrene Legionaries 	true
land_units_onscreen_name_dk_ara_desert_heavy_lancers	Desert Heavy Lancers	true
land_units_onscreen_name_3c_Ala_Alani_Riders	Alani Riders	true
land_units_onscreen_name_inv_aequi_swordsmen	Native Aequi Swordsmen	true
land_units_onscreen_name_dk_saba_royal_marib_cavalry	Royal Ma'rib Cavalry	true
land_units_onscreen_name_Ger_Giant_Ballista	German Giant Ballista	true
land_units_onscreen_name_Ara_Tribes_People	Tribes People	true
land_units_onscreen_name_Gre_Giant_Ballista	Greek Giant Ballista	true
land_units_onscreen_name_3c_Ste_Steppe_Nobles_comm	Steppe Nobles Bodyguard	true
land_units_onscreen_name_inv_sam_italian_hillmen_ver_sacrum	Ver Sacrum Swordsmen	true
land_units_onscreen_name_Dac_Armoured_Spears	Armoured Spears	true
land_units_onscreen_name_Eas_Onager	Eastern Onager	true
land_units_onscreen_name_Cel_Gallo_Thracian_Infantry	Gallo-Thracian Infantry	true
land_units_onscreen_name_Pel_Median_Cavalry	Median Cavalry	true
land_units_onscreen_name_Gre_Shield_Bearers	Shield Bearers	true
land_units_onscreen_name_Mer_Ita_Campanian_Cavalry	Mercenary Campanian Cavalry	true
land_units_onscreen_name_Gre_Cimmerian_Heavy_Archers	Cimmerian Heavy Archers	true
land_units_onscreen_name_Dac_Giant_Ballista	Dacian Giant Ballista	true
land_units_onscreen_name_3c_Mer_Sarmatian_Horse_Archers	Mercenary Sarmatian Horse Archers	true
land_units_onscreen_name_3c_Ala_Alani_Horse_Skirmishers	Alani Horse Skirmishers	true
land_units_onscreen_name_3c_Marc_Longbow_Hunters_comm	Longbow Hunters Bodyguard	true
land_units_onscreen_name_3c_Ala_Armoured_Steppe_Lancers	Armoured Steppe Lancers	true
land_units_onscreen_name_Dac_Onager	Dacian Onager	true
land_units_onscreen_name_dk_num_heavy_numidian_skirmishers	Heavy Numidian Skirmishers	true
land_units_onscreen_name_3c_Sas_Immortal_Spear_Guard	Immortal Spear Guard	true
land_units_onscreen_name_inv_rom_horse_skirmishers	Horse Skirmishers	true
land_units_onscreen_name_Eas_Giant_Ballista	Eastern Giant Ballista	true
land_units_onscreen_name_inv_etr_horse_skirmishers	Italian Horse Skirmishers	true
land_units_onscreen_name_inv_gre_horse_skirmishers	Horse Skirmishers	true
land_units_onscreen_name_inv_app_horse_skirmishers	Iapygian Horse Skirmishers	true
land_units_onscreen_name_Mer_Gal_Light_Horse	Mercenary Gallic Light Horse	true
land_units_onscreen_name_Mer_Bac_Light_Horse	Mercenary Bactrian Light Horse	true
land_units_onscreen_name_inv_ita_horse_skirmishers	Italian Horse Skirmishers	true
land_units_onscreen_name_Gre_Pontic_Royal_Cav	Pontic Royal Cavalry	true
land_units_onscreen_name_Mer_Bri_Scout_Riders	Mercenary Briton Scout Riders	true
land_units_onscreen_name_dk_ara_desert_levy	Desert Levy	true
land_units_onscreen_name_Num_Noble_Infantry	Numidian Noble Infantry	true
land_units_onscreen_name_inv_tar_tarantine_cavalry	Tarantine Cavalry	true
land_units_onscreen_name_3c_Pal_Palmyrene_Spearmen	Palmyrene Spearmen	true
land_units_onscreen_name_3c_Mer_Light_Roman_Skirmishers	Mercenary Light Roman Skirmishers	true
land_units_onscreen_name_3c_Mer_Gallic_Bowmen	Mercenary Gallic Bowmen	true
land_units_onscreen_name_3c_Aux_Gallic_Bowmen	Auxiliary Gallic Bowmen	true
land_units_onscreen_name_inv_mercenary_eques	Mercenary Eques	true
land_units_onscreen_name_Pel_Archer_Marines	Archer Marines	true
land_units_onscreen_name_inv_ita_italic_skirmishers	Italian Skirmishers	true
land_units_onscreen_name_Gre_Colchian_Nobles	Colchian Nobles	true
land_units_onscreen_name_Eas_Noble_Blood_Cav	Noble Blood Cavalry	true
land_units_onscreen_name_Aux_Ibe_Balearic_Slingers	Auxiliary Balearic Slingers	true
land_units_onscreen_name_Gre_Molossian_Dogs	Molossian Dogs	true
land_units_onscreen_name_Mer_Ibe_Balearic_Slingers	Mercenary Balearic Slingers	true
land_units_onscreen_name_3c_Sas_Royal_Sassanian_Archers	Royal Sassanian Archers	true
land_units_onscreen_name_Gre_Helot_Javelinmen	Helot Javelinmen	true
land_units_onscreen_name_Mer_Scy_Armour_Horse_Archers	Mercenary Armoured Horse Archers	true
land_units_onscreen_name_Aux_Syrian_Archers	Auxiliary Syrian Archers	true
land_units_onscreen_name_3c_Goth_Gothic_Night_Riders	Gothic Night Riders	true
land_units_onscreen_name_inv_local_campanian_cavalry	Native Campanian Cavalry	true
land_units_onscreen_name_Thr_Bowmen	Thracian Bowmen	true
land_units_onscreen_name_inv_mercenary_carthaginian_hoplites	Mercenary Carthaginian Hoplites	true
land_units_onscreen_name_Rom_Gladiator_Spear	Gladiator Spearmen	true
land_units_onscreen_name_dk_saba_royal_camel_archers	Royal Camel Archers	true
land_units_onscreen_name_3c_Mer_Gallic_Heavy_Infantry	Mercenary Gallic Heavy Infantry	true
land_units_onscreen_name_3c_Aux_Gallic_Heavy_Infantry	Auxiliary Gallic Heavy Infantry	true
land_units_onscreen_name_Ibe_Lusitani_Nobles	Lusitani Nobles	true
land_units_onscreen_name_dk_saba_mer_himyar_cavalry	Mercenary Himyar Cavalry	true
land_units_onscreen_name_Cel_Youths	Celtic Youths	true
land_units_onscreen_name_inv_mercenary_artas'_chosen	Mercenary Artas' Chosen	true
land_units_onscreen_name_Gre_Periokoi_Spears	Perioikoi Spears	true
land_units_onscreen_name_Dac_Spear_Horsemen	Spear Horsemen	true
land_units_onscreen_name_Aux_Cel_Naked_Swords	Auxiliary Naked Swords	true
land_units_onscreen_name_3c_Sax_Saxon_Bows_comm	Saxoni Bows Bodyguard	true
land_units_onscreen_name_3c_Aux_Gallic_Skirmishers	Auxiliary Gallic Skirmishers	true
land_units_onscreen_name_3c_Goth_Gothic_Archers	Gothic Archers	true
land_units_onscreen_name_Cel_Galatian_Swords	Galatian Swords	true
land_units_onscreen_name_inv_sam_hirpinian_warriors	Hirpinian Warriors	true
land_units_onscreen_name_3c_Cel_Celtic_Nobles_comm	Celtic Nobles Bodyguard	true
land_units_onscreen_name_3c_Sax_Gedriht_Spearmen_comm	Gedriht Spearmen Bodyguard	true
land_units_onscreen_name_Mer_Ger_Scout_Riders	Mercenary Germanic Scout Riders	true
land_units_onscreen_name_3c_Arm_Azat_Guard_comm	Azat Guard Bodyguard	true
land_units_onscreen_name_3c_Cel_Wolfhounds	Wolfhounds	true
land_units_onscreen_name_3c_Rom_Roman_Legionary_Cavalry_comm	Roman Legionary Cavalry Bodyguard	true
land_units_onscreen_name_inv_mercenary_veneti_axemen	Mercenary Veneti Axemen	true
land_units_onscreen_name_test_placeholder_nuragic_warriors	Test Placeholder Nuragic Warriors	true
land_units_onscreen_name_dk_kush_kushite_royal_guard	Kushite Royal Guard	true
land_units_onscreen_name_3c_Sax_Saxon_Bows	Saxoni Bows	true
land_units_onscreen_name_3c_Cel_Celtic_Skirmishers	Celtic Skirmishers	true
land_units_onscreen_name_3c_Aux_Eastern_Heavy_Cavalry	Auxiliary Eastern Heavy Cavalry	true
land_units_onscreen_name_Ill_Slave_Javelinmen	Slave Javelinmen	true
land_units_onscreen_name_inv_sam_silver_infantryman	Samnite Silver Infantryman	true
land_units_onscreen_name_inv_tar_tarantine_hoplites	Tarantine Hoplites	true
land_units_onscreen_name_Pel_Helot_Slingers	Helot Slingers	true
land_units_onscreen_name_Ill_Noble_Hoplites	Illyrian Noble Hoplites	true
land_units_onscreen_name_Aux_Ara_Camel_Spear	Auxiliary Camel Spearmen	true
land_units_onscreen_name_Cel_Fierce_Swords	Fierce Swords	true
land_units_onscreen_name_Ibe_Noble_Fighters	Noble Fighters	true
land_units_onscreen_name_3c_Aux_Sarmatian_Light_Cavalry	Auxiliary Sarmatian Light Cavalry	true
land_units_onscreen_name_3c_Ala_Alani_Amazonian_Archers	Alani 'Amazonian' Archers	true
land_units_onscreen_name_Ste_Amazonian_Riders	Scythian 'Amazonian' Riders	true
land_units_onscreen_name_Eas_Persian_Light_Archers	Persian Light Archers	true
land_units_onscreen_name_Ger_Youths	Germanic Youths	true
land_units_onscreen_name_Rom_Onager_Bastion	Roman Bastion Onager	true
land_units_onscreen_name_Rom_Praetorian_Cav	Praetorian Cavalry	true
land_units_onscreen_name_Bri_Heroic_Nobles	Heroic Nobles	true
land_units_onscreen_name_Ita_Noble_Infantry	Italian Noble Infantry	true
land_units_onscreen_name_Gre_Royal_Spartans	Royal Spartans	true
land_units_onscreen_name_inv_aequi_horsemen	Native Aequi Horsemen	true
land_units_onscreen_name_Aux_Cel_Short_Swords	Auxiliary Short Swords	true
land_units_onscreen_name_dk_ara_caravan_guard	Caravan Guard	true
land_units_onscreen_name_inv_ven_veneti_heavy_cavalry	Veneti Heavy Cavalry	true
land_units_onscreen_name_3c_Ste_Sarmatian_Light_Cavalry	Sarmatian Light Cavalry	true
land_units_onscreen_name_3c_Ger_Germanic_Nobles	Germanic Nobles	true
land_units_onscreen_name_3c_Goth_Gothic_Falxmen	Gothic Falxmen	true
land_units_onscreen_name_Pel_Theban_Hippeus	Theban Hippeus	true
land_units_onscreen_name_3c_Rom_Large_Onager	Roman Heavy Onager	true
land_units_onscreen_name_Rom_Giant_Ballista	Roman Giant Ballista	true
land_units_onscreen_name_Aux_Eas_Horse_Skirm	Auxiliary Horse Skirmishers	true
land_units_onscreen_name_inv_iol_sardi_skirmishers	Sardi Skirmishers	true
land_units_onscreen_name_Ste_Saka_Cataphract_Horse_Archers	Saka Cataphract Horse Archers	true
land_units_onscreen_name_Pel_Helot_Javelinmen	Helot Javelinmen	true
land_units_onscreen_name_Rom_Onager	Roman Onager	true
land_units_onscreen_name_inv_veneti_raiders	Native Veneti Raiders	true
land_units_onscreen_name_inv_latin_tribesmen	Native Latin Tribesmen	true
land_units_onscreen_name_inv_rom_centuriae	Centuriae	true
land_units_onscreen_name_inv_sen_tribeless_spearmen	Tribeless Spearmen	true
land_units_onscreen_name_Aux_Gal_Noble_Horse	Auxiliary Noble Horse	true
land_units_onscreen_name_Dac_Noble_Horsemen	Noble Horsemen	true
land_units_onscreen_name_inv_sen_tribeless_warriors	Tribeless Warriors	true
land_units_onscreen_name_Mer_Cel_Naked_Swords	Mercenary Naked Swords	true
land_units_onscreen_name_3c_Marc_Germanic_Noblewomen_Archers	Germanic Noblewoman Archers	true
land_units_onscreen_name_inv_sam_polybolos	Samnite Polybolos	true
land_units_onscreen_name_inv_rom_polybolos	Roman Polybolos	true
land_units_onscreen_name_dk_num_desert_legionaries	Desert Legionaries	true
land_units_onscreen_name_inv_ins_longsword_warriors	Longsword Warriors	true
land_units_onscreen_name_inv_car_polybolos	Carthaginian Polybolos	true
land_units_onscreen_name_inv_etr_polybolos	Etruscan Polybolos	true
land_units_onscreen_name_inv_gre_polybolos	Greek Polybolos	true
land_units_onscreen_name_inv_iol_polybolos	Iolean Polybolos	true
land_units_onscreen_name_Ger_Spear_Brothers	Spear Brothers	true
land_units_onscreen_name_3c_Rom_Light_Roman_Skirmishers	Light Roman Skirmishers	true
land_units_onscreen_name_3c_Ala_Alani_Swordsmen	Alani Swordsmen	true
land_units_onscreen_name_3c_Sas_Zhayedan_Immortals_comm	Zhayedan Immortals Bodyguard	true
land_units_onscreen_name_3c_Sas_Sassanian_Levy_Spearmen	Sassanian Levy Spearmen	true
land_units_onscreen_name_3c_Cal_Caledonian_Spear_Wall	Caledonii Spear Wall	true
land_units_onscreen_name_inv_iol_noble_sardi_archers	Noble Sardi Archers	true
land_units_onscreen_name_Gre_Heroes_Sparta	Heroes of Sparta	true
land_units_onscreen_name_inv_app_swordsmen	Iapygian Swordsmen	true
land_units_onscreen_name_inv_tar_tarantine_peltasts	Tarantine Peltasts	true
land_units_onscreen_name_Aux_Cel_Light_Horse	Auxiliary Celtic Light Horse	true
land_units_onscreen_name_Aux_Scy_Armour_horse_Archers	Auxiliary Armoured Horse Archers	true
land_units_onscreen_name_3c_Mer_Celtic_Skirmishers	Mercenary Celtic Skirmishers	true
land_units_onscreen_name_3c_Cel_Celtic_Swordsmen_comm	Celtic Swordsmen Bodyguard	true
land_units_onscreen_name_3c_Bri_Large_Onager	Briton Heavy Onager	true
land_units_onscreen_name_inv_mercenary_gallic_axemen	Mercenary Gallic Axemen	true
land_units_onscreen_name_Bri_Heroic_Riders	Heroic Riders	true
land_units_onscreen_name_Pel_Light_Hoplites	Light Hoplites	true
land_units_onscreen_name_3c_Pal_Scythed_Chariots_comm	Scythed Chariots Bodyguard	true
land_units_onscreen_name_3c_Ger_Spear_Levy	Spear Levy	true
land_units_onscreen_name_3c_Pal_Armoured_Camels	Armoured Camels	true
land_units_onscreen_name_3c_Rom_Onager_Shp	Roman Onager (Ship)	true
land_units_onscreen_name_3c_Goth_Gothic_Warband	Gothic Warband	true
land_units_onscreen_name_Egy_Nubian_Bowmen	Nubian Bowmen	true
land_units_onscreen_name_Cel_Sword_Followers	Sword Followers	true
land_units_onscreen_name_Mer_Cel_Short_Swords	Mercenary Short Swords	true
land_units_onscreen_name_3c_Rom_Equites_Scutarii_comm	Equites Scutarii Bodyguard	true
land_units_onscreen_name_3c_Pal_Palmyrene_Spearmen_comm	Palmyrene Spearmen Bodyguard	true
