faction	unit	name	variant	height_variation	height_scale	unit_card
	3c_Bri_Scorpion_Bastion	3c_Bri_Scorpion_Bastion	Bri_Art_Crew	0.0750	1.0250	3c_Polybalos
	3c_Cal_Ambushers	3c_Cal_Ambushers	3c_Cal_Ambushers	0.0750	1.0000	3c_Cal_Ambushers
	3c_Cal_Armoured_Chariots	3c_Cal_Armoured_Chariots	3c_Cal_Armoured_Chariot_Rider	0.0750	1.0000	3c_Cal_Armoured_Chariot
	3c_Cal_Armoured_Chariots_comm	3c_Cal_Armoured_Chariots_comm	3c_Cal_Armoured_Chariot_Rider	0.0750	1.0000	3c_Cal_Armoured_Chariot
	3c_Cal_Caledonian_Heroic_Riders	3c_Cal_Caledonian_Heroic_Riders	3c_Cal_Caledonian_Heroic_Riders	0.0750	1.0000	3c_Cal_Caledonian_Heroic_Riders
	3c_Cal_Caledonian_Heroic_Riders_comm	3c_Cal_Caledonian_Heroic_Riders_comm	3c_Cal_Caledonian_Heroic_Riders	0.0750	1.0000	3c_Cal_Caledonian_Heroic_Riders
	3c_Cal_Caledonian_Oathsworn	3c_Cal_Caledonian_Oathsworn	3c_Cal_Caledonian_Oathsworn	0.0750	1.0000	3c_Cal_Caledonian_Oathsworn
	3c_Cal_Caledonian_Oathsworn_comm	3c_Cal_Caledonian_Oathsworn_comm	3c_Cal_Caledonian_Oathsworn	0.0750	1.0000	3c_Cal_Caledonian_Oathsworn
	3c_Cal_Caledonian_Spear_Wall	3c_Cal_Caledonian_Spear_Wall	3c_Cal_Caledonian_Spear_Wall	0.0750	1.0000	3c_Cal_Caledonian_RH_spear_Wall
	3c_Cal_Chosen_Sword_Band	3c_Cal_Chosen_Sword_Band	3c_Cal_Chosen_Sword_Band	0.0750	1.0000	3c_Cal_Chosen_RH_sword_Band
	3c_Cal_Elite_Highland_Archers	3c_Cal_Elite_Highland_Archers	3c_Cal_Elite_Highland_Archers	0.0750	1.0000	3c_Cal_Elite_Highland_Archers
	3c_Cal_Highland_Archers	3c_Cal_Highland_Archers	3c_Cal_Highland_Archers	0.0750	1.0000	3c_Cal_Highland_Archers
	3c_Cal_Scatha_Shadows	3c_Cal_Scatha_Shadows	3c_Cal_Scatha_Shadows	0.0750	1.0000	3c_Cal_Scatha_Shadows
	3c_Cel_Celtic_Archers	3c_Cel_Celtic_Archers	3c_Cel_Celtic_Archers	0.0750	1.0000	3c_Cel_Celtic_Archers
	3c_Cel_Celtic_Horse_Skirmishers	3c_Cel_Celtic_Horse_Skirmishers	3c_Cel_Celtic_Horse_Skirmishers	0.0750	1.0000	3c_Cel_Celtic_Horse_Skirmishers
	3c_Cel_Celtic_Horsemen	3c_Cel_Celtic_Horsemen	3c_Cel_Celtic_Horsemen	0.0750	1.0000	3c_Cel_Celtic_Horsemen
	3c_Cel_Celtic_Levy	3c_Cel_Celtic_Levy	3c_Cel_Celtic_Levy	0.0750	1.0000	3c_Cel_Celtic_Levy
	3c_Cel_Celtic_Nobles	3c_Cel_Celtic_Nobles	3c_Cel_Celtic_Nobles	0.0750	1.0000	3c_Cel_Celtic_Nobles
	3c_Cel_Celtic_Nobles_comm	3c_Cel_Celtic_Nobles_comm	3c_Cel_Celtic_Nobles	0.0750	1.0000	3c_Cel_Celtic_Nobles
	3c_Cel_Celtic_Skirmishers	3c_Cel_Celtic_Skirmishers	3c_Cel_Celtic_Skirmishers	0.0750	1.0000	3c_Cel_Celtic_Skirmishers
	3c_Cel_Celtic_Spearmen	3c_Cel_Celtic_Spearmen	3c_Cel_Celtic_Spearmen	0.0750	1.0000	3c_Cel_Celtic_RH_spearmen
	3c_Cel_Celtic_Sword_Band	3c_Cel_Celtic_Sword_Band	3c_Cel_Celtic_Sword_Band	0.0750	1.0000	3c_Cel_Celtic_RH_sword_Band
	3c_Cel_Celtic_Swordsmen	3c_Cel_Celtic_Swordsmen	3c_Cel_Celtic_Swordsmen	0.0750	1.0000	3c_Cel_Celtic_RH_swordsmen
	3c_Cel_Celtic_Swordsmen_comm	3c_Cel_Celtic_Swordsmen_comm	3c_Cel_Celtic_Swordsmen	0.0750	1.0000	3c_Cel_Celtic_RH_swordsmen
	3c_Cel_Celtic_Warhounds	3c_Cel_Celtic_Warhounds	3c_Cel_Dog_Handler	0.0750	1.0000	3c_Rom_War_Dogs
	3c_Cel_Chariots	3c_Cel_Chariots	3c_Cel_Chariot_Rider	0.0750	1.0000	3c_Celtic_Chariot
	3c_Cel_Chariots_comm	3c_Cel_Chariots_comm	3c_Cel_Chariot_Rider	0.0750	1.0000	3c_Celtic_Chariot
	3c_Cel_Chosen_Sword_Band	3c_Cel_Chosen_Sword_Band	3c_Cal_Chosen_Sword_Band	0.0750	1.0000	3c_Cel_Chosen_RH_sword_Band
	3c_Cel_Chosen_Sword_Band_comm	3c_Cel_Chosen_Sword_Band_comm	3c_Cal_Chosen_Sword_Band	0.0750	1.0000	3c_Cel_Chosen_RH_sword_Band
	3c_Cel_Painted_Warriors	3c_Cel_Painted_Warriors	3c_Cel_Painted_Warriors	0.0750	1.0000	3c_Cel_Painted_Warriors
	3c_Cel_Painted_Warriors_comm	3c_Cel_Painted_Warriors_comm	3c_Cel_Painted_Warriors	0.0750	1.0000	3c_Cel_Painted_Warriors
	3c_Cel_Wolfhounds	3c_Cel_Wolfhounds	3c_Cel_Dog_Handler	0.0750	1.0000	3c_Rom_War_Dogs_armoured
	3c_Eas_Ballista	3c_Eas_Scorpion_Pot_Ballista	Eas_Art_Crew	0.0750	1.0000	3c_Ballista
	3c_Eas_Ballista_Bastion	3c_Eas_Ballista_Bastion	Eas_Art_Crew	0.0750	1.0000	3c_Ballista
	3c_Eas_Ballista_Shp	3c_Eas_Ballista_Shp	Eas_Art_Crew	0.0750	1.0250	3c_Ballista
	3c_Eas_Cheiroballistra	3c_Eas_Scorpion_Bastion	Eas_Art_Crew	0.0750	1.0000	3c_Polybalos
	3c_Eas_Eastern_Armoured_Cavalry	3c_Eas_Eastern_Armoured_Cavalry	3c_Per_Persian_Armoured_Cavalry	0.0750	1.0000	3c_Eas_Eastern_Armoured_Cavalry
	3c_Eas_Eastern_Axe_Warriors	3c_Eas_Eastern_Axe_Warriors	3c_Arm_Eastern_Axe_Warriors	0.0750	1.0000	3c_Eas_Eastern_RH_axe_Warriors
	3c_Eas_Eastern_Axe_Warriors_comm	3c_Eas_Eastern_Axe_Warriors_comm	3c_Arm_Eastern_Axe_Warriors	0.0750	1.0000	3c_Eas_Eastern_RH_axe_Warriors
	3c_Eas_Eastern_Bowmen	3c_Eas_Eastern_Bowmen	3c_Arm_Eastern_Bowmen	0.0750	1.0000	3c_Eas_Eastern_RH_bowmen
	3c_Eas_Eastern_Cataphracts	3c_Eas_Eastern_Cataphracts	3c_Arm_Eastern_Cataphracts	0.0750	1.0000	3c_Eas_Eastern_Cataphracts
	3c_Eas_Eastern_Cataphracts_comm	3c_Eas_Eastern_Cataphracts_comm	3c_Arm_Eastern_Cataphracts	0.0750	1.0000	3c_Eas_Eastern_Cataphracts
	3c_Eas_Eastern_Cavalry	3c_Eas_Eastern_Cavalry	3c_Arm_Eastern_Cavalry	0.0750	1.0000	3c_Eas_Eastern_Cavalry
	3c_Eas_Eastern_Horse_Archers	3c_Eas_Eastern_Horse_Archers	3c_Arm_Eastern_Horse_Archers	0.0750	1.0000	3c_Eas_Eastern_Horse_Archers
	3c_Eas_Eastern_Horse_Skirmishers	3c_Eas_Eastern_Horse_Skirmishers	3c_Arm_Eastern_Horse_Skirmishers	0.0750	1.0000	3c_Eas_Eastern_Horse_Skirmishers
	3c_Eas_Eastern_Infantry	3c_Eas_Eastern_Infantry	3c_Arm_Eastern_Infantry	0.0750	1.0000	3c_Eas_Eastern_Infantry
	3c_Eas_Eastern_Infantry_comm	3c_Eas_Eastern_Infantry_comm	3c_Arm_Eastern_Infantry	0.0750	1.0000	3c_Eas_Eastern_Infantry
	3c_Eas_Eastern_Javelinmen	3c_Eas_Eastern_Javelinmen	3c_Sas_Eastern_Horse_Skirmishers	0.0750	1.0000	3c_Eas_Eastern_RH_javelinmen
	3c_Eas_Eastern_Nobles	3c_Eas_Eastern_Nobles	3c_Eas_Eastern_Nobles	0.0750	1.0000	3c_Eas_Eastern_Nobles
	3c_Eas_Eastern_Nobles_comm	3c_Eas_Eastern_Nobles_comm	3c_Eas_Eastern_Nobles	0.0750	1.0000	3c_Eas_Eastern_Nobles
	3c_Eas_Eastern_Pikemen	3c_Eas_Eastern_Pikemen	3c_Eas_Eastern_Pikemen	0.0750	1.0000	3c_Eas_Eastern_RH_pikemen
	3c_Eas_Eastern_Slingers	3c_Eas_Eastern_Slingers	3c_Eas_Eastern_Slingers	0.0750	1.0000	3c_Eas_Eastern_RH_slingers
	3c_Eas_Eastern_Spearmen	3c_Eas_Eastern_Spearmen	3c_Arm_Eastern_Spearmen	0.0750	1.0000	3c_Eas_Eastern_RH_spearmen
	3c_Eas_Giant_Ballista	3c_Eas_Giant_Ballista	Eas_Art_Crew	0.0750	1.0000	3c_Giant_Ballista
	3c_Eas_Hillmen	3c_Eas_Hillmen	3c_Pal_Hillmen	0.0750	1.0000	3c_Eas_Hillmen
	3c_Eas_Large_Onager	3c_Eas_Large_Onager	Eas_Art_Crew	0.0750	1.0000	3c_Large_Onager
	3c_Eas_Noble_Spearmen	3c_Eas_Noble_Spearmen	3c_Arm_Noble_Spearmen	0.0750	1.0000	3c_Eas_Noble_RH_spearmen
	3c_Eas_Onager	3c_Eas_Onager	Eas_Art_Crew	0.0750	1.0000	3c_Onager
	3c_Eas_Onager_Bastion	3c_Eas_Onager_Bastion	Eas_Art_Crew	0.0750	1.0000	3c_Onager
	3c_Eas_Onager_Shp	3c_Eas_Onager_Shp	Eas_Art_Crew	0.0750	1.0250	3c_Onager
	3c_Eas_Scorpion	3c_Eas_Scorpion	Eas_Art_Crew	0.0750	1.0000	3c_Scorpion
	3c_Eas_Scorpion_Bastion	3c_Eas_Cheiroballistra	Eas_Art_Crew	0.0750	1.0000	3c_Cheiroballistra
	3c_Eas_Scorpion_Pot_Ballista	3c_Eas_Ballista	Eas_Art_Crew	0.0750	1.0000	3c_Ballista
	3c_Gal_Armoured_Chariots	3c_Gal_Armoured_Chariots	3c_Gal_Charioteer_Armoured	0.0750	1.0000	3c_Gal_Armoured_Chariot
	3c_Gal_Armoured_Chariots_comm	3c_Gal_Armoured_Chariots_comm	3c_Gal_Charioteer_Armoured	0.0750	1.0000	3c_Gal_Armoured_Chariot
	3c_Gal_Chariots	3c_Gal_Chariots	3c_Gal_Charioteer	0.0750	1.0000	3c_Gal_Chariot
	3c_Gal_Cohors	3c_Gal_Cohors	3c_Gal_Cohors	0.0750	1.0000	3c_Gal_Cohors
	3c_Gal_Equites	3c_Gal_Equites	3c_Gal_Equites	0.0000	1.0000	3c_Rom_Equites
	3c_Gal_Equites_Promoti	3c_Gal_Equites_Promoti	3c_Gal_Equites_Promoti	0.0000	1.0000	3c_Rom_Equites_Promoti
	3c_Gal_Gallic_Heavy_Skirmishers	3c_Gal_Gallic_Heavy_Skirmishers	3c_Gal_Gallic_Heavy_Skirmishers	0.0750	1.0000	3c_Gal_Gallic_Heavy_Skirmishers
	3c_Gal_Gallic_Imperial_Guard	3c_Gal_Gallic_Imperial_Guard	3c_Gal_Imperial_Guard	0.0750	1.0000	3c_Gal_Gallic_Imperial_Guard
	3c_Gal_Gallic_Imperial_Guard_comm	3c_Gal_Gallic_Imperial_Guard_comm	3c_Gal_Imperial_Guard	0.0750	1.0000	3c_Gal_Gallic_Imperial_Guard
	3c_Gal_Gallic_Lanciarii	3c_Gal_Gallic_Lanciarii	3c_Gal_Lanciarii	0.0750	1.0000	3c_Gal_Gallic_Lanciarii
	3c_Gal_Gallic_Legionaries	3c_Gal_Gallic_Legionaries	3c_Gal_Gallic_Legionaries	0.0750	1.0000	3c_Gal_Gallic_Legionaries
	3c_Gal_Gallic_Legionary_Cavalry	3c_Gal_Gallic_Legionary_Cavalry	3c_Gal_Gallic_Legionary_Cavalry	0.0750	1.0000	3c_Gal_Gallic_Legionary_Cavalry
	3c_Gal_Gallic_Light_Cavalry	3c_Gal_Gallic_Light_Cavalry	3c_Gal_Gallic_Light_Cavalry	0.0750	1.0000	3c_Gal_Gallic_Light_Cavalry
	3c_Gal_Gallic_Warriors	3c_Gal_Gallic_Warriors	3c_Gal_Gallic_Warriors	0.0750	1.0000	3c_Gal_Gallic_Warriors
	3c_Gal_Heavy_Gallic_Spearmen	3c_Gal_Heavy_Gallic_Spearmen	3c_Gal_Heavy_Gallic_Spearmen	0.0750	1.0000	3c_Gal_Heavy_Gallic_RH_spearmen
	3c_Gal_Longsword_Cohort	3c_Gal_Longsword_Cohort	3c_Gal_Longsword_Cohort	0.0750	1.0000	3c_Gal_LongRH_sword_Cohort
	3c_Gal_Spear_Warriors	3c_Gal_Spear_Warriors	3c_Gal_Spear_Warriors	0.0750	1.0000	3c_Gal_RH_spear_Warriors
	3c_Gal_Taifali_Cavalry	3c_Gal_Taifali_Cavalry	3c_Gal_Taifali_Cavalry	0.0750	1.0000	3c_Gal_Taifali_Cavalry
	3c_Gal_Veteran_Gallic_Legionaries	3c_Gal_Veteran_Gallic_Legionaries	3c_Gal_Veteran_Gallic_Legionaries	0.0750	1.0000	3c_Gal_Veteran_Gallic_Legionaries
	3c_Ger_Armoured_Germanic_Swordsmen	3c_Ger_Armoured_Germanic_Swordsmen	3c_Ger_Armoured_Germanic_Swordsmen	0.0750	1.0000	3c_Ger_Armoured_Germanic_RH_swordsmen
	3c_Ger_Armoured_Germanic_Swordsmen_comm	3c_Ger_Armoured_Germanic_Swordsmen_comm	3c_Ger_Armoured_Germanic_Swordsmen	0.0750	1.0000	3c_Ger_Armoured_Germanic_RH_swordsmen
	3c_Ger_Ballista	3c_Ger_Ballista	Ger_Art_Crew	0.0750	1.0250	3c_Ballista
	3c_Ger_Ballista_Bastion	3c_Ger_Ballista_Bastion	Ger_Art_Crew	0.0750	1.0250	3c_Ballista
	3c_Ger_Cheiroballistra	3c_Ger_Cheiroballistra	Ger_Art_Crew	0.0750	1.0250	3c_Cheiroballistra
	3c_Ger_Germanic_Axe_Warriors	3c_Ger_Germanic_Axe_Warriors	3c_Ger_Germanic_Axe_Warriors	0.0750	1.0000	3c_Ger_Germanic_RH_axe_Warriors
	3c_Ger_Germanic_Band	3c_Ger_Germanic_Band	3c_Ger_Germanic_Band	0.0750	1.0000	3c_Ger_Germanic_Band
	3c_Ger_Germanic_Horse_Skirmishers	3c_Ger_Germanic_Horse_Skirmishers	3c_Ger_Germanic_Horse_Skirmishers	0.0750	1.0000	3c_Ger_Germanic_Horse_Skirmishers
	3c_Ger_Germanic_Horsemen	3c_Ger_Germanic_Horsemen	3c_Ger_Germanic_Horsemen	0.0750	1.0000	3c_Ger_Germanic_Horsemen
	3c_Ger_Germanic_Hunters	3c_Ger_Germanic_Hunters	3c_Ger_Germanic_Hunters	0.0750	1.0000	3c_Ger_Germanic_Hunters
	3c_Ger_Germanic_Hurlers	3c_Ger_Germanic_Hurlers	3c_Ger_Germanic_Hurlers	0.0750	1.0000	3c_Ger_Germanic_Hurlers
	3c_Ger_Germanic_Lancers	3c_Ger_Germanic_Lancers	3c_Ger_Germanic_Lancers	0.0750	1.0000	3c_Ger_Germanic_Lancers
	3c_Ger_Germanic_Mounted_Warband	3c_Ger_Germanic_Mounted_Warband	3c_Ger_Germanic_Mounted_Warband	0.0750	1.0000	3c_Ger_Germanic_Mounted_Warband
	3c_Ger_Germanic_Nobles	3c_Ger_Germanic_Nobles	3c_Ger_Germanic_Nobles	0.0750	1.0000	3c_Ger_Germanic_Nobles
	3c_Ger_Germanic_Nobles_comm	3c_Ger_Germanic_Nobles_comm	3c_Ger_Germanic_Nobles	0.0750	1.0000	3c_Ger_Germanic_Nobles
	3c_Ger_Germanic_Pikes	3c_Ger_Germanic_Pikes	3c_Ger_Germanic_Pikes	0.0750	1.0000	3c_Ger_Germanic_RH_pikes
	3c_Ger_Germanic_Skirmishers	3c_Ger_Germanic_Skirmishers	3c_Ger_Germanic_Skirmishers	0.0750	1.0000	3c_Ger_Germanic_Skirmishers
	3c_Ger_Germanic_Spear_Masters	3c_Ger_Germanic_Spear_Masters	3c_Ger_Germanic_Spear_Masters	0.0750	1.0000	3c_Ger_Germanic_RH_spear_Masters
	3c_Ger_Germanic_Spear_Masters_comm	3c_Ger_Germanic_Spear_Masters_comm	3c_Ger_Germanic_Spear_Masters	0.0750	1.0000	3c_Ger_Germanic_RH_spear_Masters
	3c_Ger_Germanic_Spearmen	3c_Ger_Germanic_Spearmen	3c_Ger_Germanic_Spearmen	0.0750	1.0000	3c_Ger_Germanic_RH_spearmen
	3c_Ger_Germanic_Swordsmen	3c_Ger_Germanic_Swordsmen	3c_Ger_Germanic_Swordsmen	0.0750	1.0000	3c_Ger_Germanic_RH_swordsmen
	3c_Ger_Giant_Ballista	3c_Ger_Giant_Ballista	Ger_Art_Crew	0.0750	1.0250	3c_Giant_Ballista
	3c_Ger_Large_Onager	3c_Ger_Large_Onager	Ger_Art_Crew	0.0750	1.0250	3c_Large_Onager
	3c_Ger_Noble_Germanic_Horsemen	3c_Ger_Noble_Germanic_Horsemen	3c_Ger_Noble_Germanic_Horsemen	0.0750	1.0000	3c_Ger_Noble_Germanic_Horsemen
	3c_Ger_Onager	3c_Ger_Onager	Ger_Art_Crew	0.0750	1.0250	3c_Onager
	3c_Ger_Onager_Bastion	3c_Ger_Onager_Bastion	Ger_Art_Crew	0.0750	1.0250	3c_Onager
	3c_Ger_Savage_Dogs	3c_Ger_Savage_Dogs	3c_Ger_Dog_Handler	0.0750	1.0000	3c_Rom_War_Dogs
	3c_Ger_Scorpion_Bastion	3c_Ger_Scorpion_Bastion	Ger_Art_Crew	0.0750	1.0250	3c_Polybalos
	3c_Ger_Spear_Levy	3c_Ger_Spear_Levy	3c_Ger_Spear_Levy	0.0750	1.0000	3c_Ger_RH_spear_Levy
	3c_Ger_Test_Cavalry	3c_Ger_Test_Cavalry	Ste_Noble_Horse_Archers	0.0750	1.0000	Ste_Noble_Horse_Archers
	3c_Ger_Test_Infantry	3c_Ger_Test_Infantry	Roman_Velites	0.0750	1.0000	Rom_Velites
	3c_Ger_Test_Mis	3c_Ger_Test_Mis	Rom_Vigiles	0.0750	1.0000	Rom_Vigiles
	3c_Goth_Elite_Gothic_Archers	3c_Goth_Elite_Gothic_Archers	3c_Got_Elite_Gothic_Archers	0.0750	1.0000	3c_Goth_Elite_Gothic_Archers
	3c_Goth_Gothic_Archers	3c_Goth_Gothic_Archers	3c_Got_Gothic_Archers	0.0750	1.0000	3c_Goth_Gothic_Archers
	3c_Goth_Gothic_Archers_comm	3c_Goth_Gothic_Archers_comm	3c_Got_Gothic_Archers	0.0750	1.0000	3c_Goth_Gothic_Archers
	3c_Goth_Gothic_Axe_Warriors	3c_Goth_Gothic_Axe_Warriors	3c_Got_Gothic_Axe_Warriors	0.0750	1.0000	3c_Goth_Gothic_RH_axe_Warriors
	3c_Goth_Gothic_Brigands	3c_Goth_Gothic_Brigands	3c_Got_Gothic_Brigands	0.0750	1.0000	3c_Goth_Gothic_Brigands
	3c_Goth_Gothic_Falxmen	3c_Goth_Gothic_Falxmen	3c_Got_Gothic_Falxmen	0.0750	1.0000	3c_Goth_Gothic_RH_falxmen
	3c_Goth_Gothic_Lancers	3c_Goth_Gothic_Lancers	3c_Got_Gothic_Lancers	0.0750	1.0000	3c_Goth_Gothic_Lancers
	3c_Goth_Gothic_Mounted_Brigands	3c_Goth_Gothic_Mounted_Brigands	3c_Got_Gothic_Mounted_Brigands	0.0750	1.0000	3c_Goth_Gothic_Mounted_Brigands
	3c_Goth_Gothic_Night_Riders	3c_Goth_Gothic_Night_Riders	3c_Got_Gothic_Night_Brigands	0.0750	1.0000	3c_Goth_Gothic_Night_Riders
	3c_Goth_Gothic_Pikemen	3c_Goth_Gothic_Pikemen	3c_got_Gothic_Pikemen	0.0750	1.0000	3c_Goth_Gothic_RH_pikemen
	3c_Goth_Gothic_Slingers	3c_Goth_Gothic_Slingers	3c_Got_Gothic_Slingers	0.0750	1.0000	3c_Goth_Gothic_RH_slingers
	3c_Goth_Gothic_Spearwomen	3c_Goth_Gothic_Spearwomen	3c_Got_Gothic_Spearwomen	0.0750	1.0000	3c_Goth_Gothic_RH_spearwomen
	3c_Goth_Gothic_Warband	3c_Goth_Gothic_Warband	3c_Got_Gothic_Warband	0.0750	1.0000	3c_Goth_Gothic_Warband
	3c_Goth_Greuthungi_Elite_Spears	3c_Goth_Greuthungi_Elite_Spears	3c_Got_Greuthungi_Elite_Spears	0.0750	1.0000	3c_Goth_Greuthungi_Elite_RH_spears
	3c_Goth_Greuthungi_Elite_Spears_comm	3c_Goth_Greuthungi_Elite_Spears_comm	3c_Got_Greuthungi_Elite_Spears	0.0750	1.0000	3c_Goth_Greuthungi_Elite_RH_spears
	3c_Goth_Greuthungi_Lancers	3c_Goth_Greuthungi_Lancers	3c_Got_Greuthungi_Lancers	0.0750	1.0000	3c_Goth_Greuthungi_Lancers
	3c_Goth_Greuthungi_Lancers_comm	3c_Goth_Greuthungi_Lancers_comm	3c_Got_Greuthungi_Lancers	0.0750	1.0000	3c_Goth_Greuthungi_Lancers
	3c_Goth_Greuthungi_Noble_Cavalry	3c_Goth_Greuthungi_Noble_Cavalry	3c_Got_Greuthungi_Noble_Cavalry	0.0750	1.0000	3c_Goth_Greuthungi_Noble_Cavalry
	3c_Goth_Greuthungi_Noble_Cavalry_comm	3c_Goth_Greuthungi_Noble_Cavalry_comm	3c_Got_Greuthungi_Noble_Cavalry	0.0750	1.0000	3c_Goth_Greuthungi_Noble_Cavalry
	3c_Goth_Tervingi_Oathsworn	3c_Goth_Tervingi_Oathsworn	3c_Got_Tervingi_Oathsworn	0.0750	1.0000	3c_Goth_Tervingi_Oathsworn
	3c_Goth_Tervingi_Oathsworn_comm	3c_Goth_Tervingi_Oathsworn_comm	3c_Got_Tervingi_Oathsworn	0.0750	1.0000	3c_Goth_Tervingi_Oathsworn
	3c_Goth_Tervingi_Warriors	3c_Goth_Tervingi_Warriors	3c_Got_Tervingi_Warriors	0.0750	1.0000	3c_Goth_Tervingi_Warriors
	3c_Marc_Armoured_Germanic_Axe_Warriors	3c_Marc_Armoured_Germanic_Axe_Warriors	3c_Ger_Armoured_Germanic_Axe_Warriors	0.0750	1.0000	3c_Marc_Armoured_Germanic_RH_axe_Warriors
	3c_Marc_Berserkers	3c_Marc_Berserkers	3c_Mar_Berserkers	0.0750	1.0000	3c_Marc_Berserkers
	3c_Marc_Club_Levy	3c_Marc_Club_Levy	3c_Ger_Club_Levy	0.0750	1.0000	3c_Marc_RH_club_Levy
	3c_Marc_Germanic_Noble_Guard	3c_Marc_Germanic_Noble_Guard	3c_Mar_Germanic_Noble_Guard	0.0750	1.0000	3c_Marc_Germanic_Noble_Guard
	3c_Marc_Germanic_Noble_Guard_comm	3c_Marc_Germanic_Noble_Guard_comm	3c_Mar_Germanic_Noble_Guard	0.0750	1.0000	3c_Marc_Germanic_Noble_Guard
	3c_Marc_Germanic_Noblewomen_Archers	3c_Marc_Germanic_Noblewomen_Archers	3c_Mar_Germanic_Noblewomen_Archers	0.0750	1.0000	3c_Marc_Germanic_Noblewomen_Archers
	3c_Marc_Horse_Hewers	3c_Marc_Horse_Hewers	3c_Ger_Horse_Hewers	0.0750	1.0000	3c_Marc_Horse_Hewers
	3c_Marc_Horse_Runners	3c_Marc_Horse_Runners	3c_Mar_Horse_Runners	0.0750	1.0000	3c_Marc_Horse_Runners
	3c_Marc_Longbow_Hunters	3c_Marc_Longbow_Hunters	3c_Mar_Longbow_Hunters	0.0750	1.0000	3c_Marc_LongRH_bow_Hunters
	3c_Marc_Longbow_Hunters_comm	3c_Marc_Longbow_Hunters_comm	3c_Mar_Longbow_Hunters	0.0750	1.0000	3c_Marc_LongRH_bow_Hunters
	3c_Marc_Night_Hunters	3c_Marc_Night_Hunters	3c_Mar_Night_Hunters	0.0750	1.0000	3c_Marc_Night_Hunters
	3c_Marc_Wodanaz_Spears	3c_Marc_Wodanaz_Spears	3c_Mar_Wodanaz_Spears	0.0750	1.0000	3c_Marc_Wodanaz_RH_spears
	3c_Marc_Wodanaz_Spears_comm	3c_Marc_Wodanaz_Spears_comm	3c_Mar_Wodanaz_Spears	0.0750	1.0000	3c_Marc_Wodanaz_RH_spears
	3c_Marc_Wolf_Warriors	3c_Marc_Wolf_Warriors	Ger_Wolf_Warriors	0.0750	1.0000	3c_Marc_Wolf_Warriors
	3c_Mer_African_Elephants	3c_Mer_African_Elephants	3c_Aux_Elephant_Archer	0.0750	1.0000	3c_Mer_African_Elephants
	3c_Mer_Arabian_Spearmen	3c_Mer_Arabian_Spearmen	3c_Ara_Arabian_Spearmen	0.0750	1.0000	3c_Mer_Arabian_RH_spearmen
	3c_Mer_Armoured_Gallic_Spearmen	3c_Mer_Armoured_Gallic_Spearmen	3c_Aux_Armoured_Gallic_Spearmen	0.0750	1.0000	3c_Mer_Armoured_Gallic_RH_spearmen
	3c_Mer_Armoured_Germanic_Swordsmen	3c_Mer_Armoured_Germanic_Swordsmen	3c_Ger_Armoured_Germanic_Swordsmen	0.0750	1.0000	3c_Mer_Armoured_Germanic_RH_swordsmen
	3c_Mer_Balearic_Slingers	3c_Mer_Balearic_Slingers	3c_Rom_Balearic_Slingers	0.0750	1.0000	3c_Mer_Balearic_RH_slingers
	3c_Mer_Camel_Archers	3c_Mer_Camel_Archers	3c_Aux_Camel_Archers.	0.0750	1.0000	3c_Mer_Camel_Archers
	3c_Mer_Camel_Spearmen	3c_Mer_Camel_Spearmen	3c_Aux_Camel_Spearmen	0.0750	1.0000	3c_Mer_Camel_Spearmen
	3c_Mer_Cappadocian_Cavalry	3c_Mer_Cappadocian_Cavalry	3c_Aux_Cappadocian_Cavalry	0.0750	1.0000	3c_Mer_Cappadocian_Cavalry
	3c_Mer_Celtic_Horsemen	3c_Mer_Celtic_Horsemen	3c_Cel_Celtic_Horsemen	0.0750	1.0000	3c_Mer_Celtic_Horsemen
	3c_Mer_Celtic_Skirmishers	3c_Mer_Celtic_Skirmishers	3c_Cel_Celtic_Skirmishers	0.0750	1.0000	3c_Mer_Celtic_Skirmishers
	3c_Mer_Cretan_Archers	3c_Mer_Cretan_Archers	3c_Aux_Cretan_Archers	0.0750	1.0000	3c_Mer_Cretan_Archers
	3c_Mer_Eastern_Cataphracts	3c_Mer_Eastern_Cataphracts	3c_Arm_Eastern_Cataphracts	0.0750	1.0000	3c_Mer_Eastern_Cataphracts
	3c_Mer_Eastern_Pikemen	3c_Mer_Eastern_Pikemen	3c_Eas_Eastern_Pikemen	0.0750	1.0000	3c_Mer_Eastern_RH_pikemen
	3c_Mer_Egyptian_Archers	3c_Mer_Egyptian_Archers	3c_Aux_Egyptian_Archers	0.0750	1.0000	3c_Mer_Egyptian_Archers
	3c_Mer_Egyptian_Infantry	3c_Mer_Egyptian_Infantry	3c_Aux_Egyptian_Infantry	0.0750	1.0000	3c_Mer_Egyptian_Infantry
	3c_Mer_Egyptian_Pikemen	3c_Mer_Egyptian_Pikemen	3c_Aux_Egyptian_Pikemen	0.0750	1.0000	3c_Mer_Egyptian_RH_pikemen
	3c_Mer_Gallic_Bowmen	3c_Mer_Gallic_Bowmen	3c_Cel_Celtic_Archers	0.0750	1.0000	3c_Mer_Gallic_RH_bowmen
	3c_Mer_Gallic_Heavy_Infantry	3c_Mer_Gallic_Heavy_Infantry	3c_Cal_Chosen_Sword_Band	0.0750	1.0000	3c_Mer_Gallic_Heavy_Infantry
