ancillary	effect	effect_scope	value
r2_sp_anc_all_wife_quiet	rom_character_gravitas_per_turn_mod	this_general	1.0000
r2_sp_anc_all_wife_religious	rom_building_culture_conversion_to_state_culture	this_character_faction	4.0000
r2_sp_anc_all_wife_religious	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_all_wife_shrew	rom_general_attribute_mod_authority	this_agent	-2.0000
r2_sp_anc_all_wife_shrew	rom_general_local_mod_repression	this_character_local_province	2.0000
r2_sp_anc_all_wise_rabbi	rom_building_research_points	this_character_faction	5.0000
r2_sp_anc_armenian_religion_vahakan	rom_general_attribute_mod_zeal_land	this_agent	1.0000
r2_sp_anc_barbarian_ambassador	rom_force_campaign_mod_loot_income	this_general_force	10.0000
r2_sp_anc_barbarian_army_guard	rom_agent_defence_wound_chance_mod	this_agent	5.0000
r2_sp_anc_barbarian_army_hero_celt	rom_force_unit_mod_melee_attack	this_general_force	5.0000
r2_sp_anc_barbarian_army_hero_chris_knight	rom_force_unit_mod_melee_attack	this_general_force	10.0000
r2_sp_anc_barbarian_army_hero_gian	rom_force_enemy_unit_mod_morale	this_general_enemy_force_regionwide	-5.0000
r2_sp_anc_barbarian_army_hero_old	rom_force_unit_swords_mod_melee_attack	this_general_force	5.0000
r2_sp_anc_barbarian_army_hero_old	rom_force_unit_swords_mod_melee_defence	this_general_force	5.0000
r2_sp_anc_barbarian_army_hero_tim	rom_force_unit_mod_melee_attack	this_general_force	5.0000
r2_sp_anc_barbarian_army_hero_will	rom_force_unit_mod_melee_attack	this_general_force	5.0000
r2_sp_anc_barbarian_army_swordbearer	rom_general_personal_mod_melee_damage	this_general_force	5.0000
r2_sp_anc_barbarian_army_sword	rom_general_attribute_mod_zeal	this_agent	1.0000
r2_sp_anc_barbarian_army_warrior_famous	rom_force_enemy_unit_mod_morale	this_general_enemy_force_regionwide	-5.0000
r2_sp_anc_barbarian_army_warrior_famous	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_barbarian_arts_bard_biographer	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_barbarian_arts_bard	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_barbarian_arts_menhir	rom_building_research_points	this_character_faction	5.0000
r2_sp_anc_barbarian_astrologer	rom_general_attribute_mod_subterfuge_land	this_general	1.0000
r2_sp_anc_barbarian_astronomer	rom_general_attribute_mod_subterfuge_naval	this_general_when_at_sea	1.0000
r2_sp_anc_barbarian_bard	rom_agent_defence_evade_enemies_mod	this_agent	5.0000
r2_sp_anc_barbarian_black_cauldron	rom_general_attribute_mod_subterfuge	this_agent	2.0000
r2_sp_anc_barbarian_childhood_friend	rom_agent_defence_wound_chance_mod	this_agent	10.0000
r2_sp_anc_barbarian_govt_scribe	rom_building_trade_route_value_mod_global	this_character_faction	5.0000
r2_sp_anc_barbarian_govt_translator	rom_building_trade_route_value_mod_global	this_character_faction	5.0000
r2_sp_anc_barbarian_hazel_shells	rom_building_research_points	this_character_faction	5.0000
r2_sp_anc_barbarian_historian	rom_building_research_points	this_character_faction	5.0000
r2_sp_anc_barbarian_house_musician_gallic	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_barbarian_house_musician	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_barbarian_house_old_man	rom_force_campaign_mod_ambush_attack_success_chance	this_general_force	5.0000
r2_sp_anc_barbarian_husband_cunning	rom_character_gravitas_per_turn_mod	this_general	1.0000
r2_sp_anc_barbarian_husband_cunning	rom_general_attribute_mod_subterfuge	this_agent	1.0000
r2_sp_anc_barbarian_husband_pol_cunning	rom_character_gravitas_per_turn_mod	this_general	1.0000
r2_sp_anc_barbarian_husband_pol_cunning	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_barbarian_husband_pol_cunning	rom_general_attribute_mod_subterfuge	this_agent	1.0000
r2_sp_anc_barbarian_husband_pol_priest	rom_building_culture_conversion_to_state_culture	this_character_faction	2.0000
r2_sp_anc_barbarian_husband_pol_priest	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_barbarian_husband_pol_priest	rom_general_attribute_mod_authority	this_agent	2.0000
r2_sp_anc_barbarian_husband_pol_shieldman	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_barbarian_husband_pol_shieldman	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_barbarian_husband_pol_shieldman	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_barbarian_husband_pol_swordman	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_barbarian_husband_pol_swordman	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_barbarian_husband_pol_swordman	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_barbarian_husband_pol_uncanny	rom_building_research_points	this_character_faction	3.0000
r2_sp_anc_barbarian_husband_pol_uncanny	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_barbarian_husband_pol_uncanny	rom_character_province_public_order	this_character_local_province	-2.0000
r2_sp_anc_barbarian_husband_pol_uncanny	rom_force_campaign_mod_line_of_sight	this_agent	1.0000
r2_sp_anc_barbarian_husband_priest	rom_building_culture_conversion_to_state_culture	this_character_faction	2.0000
r2_sp_anc_barbarian_husband_priest	rom_general_attribute_mod_authority	this_agent	2.0000
r2_sp_anc_barbarian_husband_shieldman	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_barbarian_husband_shieldman	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_barbarian_husband_swordman	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_barbarian_husband_swordman	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_barbarian_husband_uncanny	rom_building_research_points	this_character_faction	3.0000
r2_sp_anc_barbarian_husband_uncanny	rom_character_province_public_order	this_character_local_province	-2.0000
r2_sp_anc_barbarian_husband_uncanny	rom_force_campaign_mod_line_of_sight	this_agent	1.0000
r2_sp_anc_barbarian_item_bracelet	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_anc_barbarian_item_bronze_mirror	rom_agent_attribute_authority_mod	this_agent	1.0000
r2_sp_anc_barbarian_item_chainmail_shirt	rom_agent_defence_evade_enemies_mod	this_agent	5.0000
r2_sp_anc_barbarian_item_drinking_horn	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_anc_barbarian_item_excalibur	rom_agent_defence_evade_enemies_mod	this_general	5.0000
r2_sp_anc_barbarian_item_fish_sauce	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_barbarian_item_god_hearth	rom_general_attribute_mod_zeal_land	this_general	5.0000
r2_sp_anc_barbarian_item_heart	rom_force_enemy_unit_mod_morale	this_general_enemy_force_regionwide	-5.0000
r2_sp_anc_barbarian_item_horn	rom_force_unit_mod_missile_rate	this_general_force	7.0000
r2_sp_anc_barbarian_item_limed_head	rom_force_enemy_unit_mod_morale	this_general_enemy_force_regionwide	-5.0000
r2_sp_anc_barbarian_item_limed_head	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_barbarian_item_potion	rom_agent_defence_evade_enemies_mod	this_agent	5.0000
r2_sp_anc_barbarian_item_skull_cup	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_barbarian_item_solar_wheel_amulet	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_anc_barbarian_item_spear_wotan	rom_force_unit_mod_spears_melee_attack	this_general_force	5.0000
r2_sp_anc_barbarian_item_torc	rom_general_attribute_mod_authority	this_general	2.0000
r2_sp_anc_barbarian_item_war_helmet	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_barbarian_item_war_helmet	rom_general_attribute_mod_authority_land	this_general_when_on_land	1.0000
r2_sp_anc_barbarian_jeweller	rom_character_gravitas_per_turn_mod	this_general	1.0000
r2_sp_anc_barbarian_kate	rom_agent_attribute_authority_mod	this_agent	-1.0000
r2_sp_anc_barbarian_kate	rom_agent_attribute_subterfuge_mod	this_agent	1.0000
r2_sp_anc_barbarian_kate	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_anc_barbarian_magic_crone	rom_force_campaign_mod_line_of_sight	this_agent	1.0000
r2_sp_anc_barbarian_metalworker	rom_force_unit_mod_infantry_spears_armour	this_general_force	5.0000
r2_sp_anc_barbarian_midwife	rom_character_province_growth	this_character_local_province	2.0000
r2_sp_anc_barbarian_midwife	rom_fertility_mod	this_agent	10.0000
r2_sp_anc_barbarian_pelt_white_stag	rom_force_campaign_mod_line_of_sight	this_agent	1.0000
r2_sp_anc_barbarian_pet_raven	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_anc_barbarian_pet_raven	rom_agent_field_line_of_sight_mod	this_agent	1.0000
r2_sp_anc_barbarian_playwright_1	rom_building_culture_conversion_hellenic	this_character_faction	1.0000
r2_sp_anc_barbarian_playwright_1	rom_building_research_points	this_character_faction	5.0000
r2_sp_anc_barbarian_playwright_2	rom_building_culture_conversion_latin	this_character_faction	1.0000
r2_sp_anc_barbarian_playwright_2	rom_building_research_points	this_character_faction	5.0000
r2_sp_anc_barbarian_poet	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_barbarian_religion_britannia	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_barbarian_religion_druid_shaman	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_barbarian_religion_mabon	rom_tech_module_civil_agriculture	this_character_faction	1.0000
r2_sp_anc_barbarian_religion_shaman	rom_building_religious_protection	this_character_local_region_province	1.0000
r2_sp_anc_barbarian_religion_taranis	rom_force_unit_mod_chariot_charge_bonus	this_general_force	5.0000
r2_sp_anc_barbarian_religion_wise_salmon	rom_building_research_points	this_character_faction	5.0000
r2_sp_anc_barbarian_road_builder	rom_force_campaign_mod_line_of_sight	this_agent	1.0000
r2_sp_anc_barbarian_sheep	rom_building_food_farming_animal_husbandry	this_character_local_region_province	5.0000
r2_sp_anc_barbarian_storyteller	rom_building_culture_conversion_celtic	this_character_faction	2.0000
r2_sp_anc_barbarian_wheelwright	rom_force_unit_mod_chariot_charge_bonus	this_general_force	5.0000
r2_sp_anc_barbarian_wife_cunning	rom_character_gravitas_per_turn_mod	this_general	1.0000
r2_sp_anc_barbarian_wife_cunning	rom_general_attribute_mod_subterfuge	this_agent	1.0000
r2_sp_anc_barbarian_wife_pol_cunning	rom_character_gravitas_per_turn_mod	this_general	1.0000
r2_sp_anc_barbarian_wife_pol_cunning	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_barbarian_wife_pol_cunning	rom_general_attribute_mod_subterfuge	this_agent	1.0000
r2_sp_anc_barbarian_wife_pol_priestess	rom_building_culture_conversion_to_state_culture	this_character_faction	2.0000
r2_sp_anc_barbarian_wife_pol_priestess	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_barbarian_wife_pol_priestess	rom_general_attribute_mod_authority	this_agent	2.0000
r2_sp_anc_barbarian_wife_pol_shieldmaid	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_barbarian_wife_pol_shieldmaid	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_barbarian_wife_pol_shieldmaid	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_barbarian_wife_pol_swordmaid	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_barbarian_wife_pol_swordmaid	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_barbarian_wife_pol_swordmaid	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_barbarian_wife_pol_uncanny	rom_building_research_points	this_character_faction	3.0000
r2_sp_anc_barbarian_wife_pol_uncanny	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_barbarian_wife_pol_uncanny	rom_character_province_public_order	this_character_local_province	-2.0000
r2_sp_anc_barbarian_wife_pol_uncanny	rom_force_campaign_mod_line_of_sight	this_agent	1.0000
r2_sp_anc_barbarian_wife_priestess	rom_building_culture_conversion_to_state_culture	this_character_faction	2.0000
r2_sp_anc_barbarian_wife_priestess	rom_general_attribute_mod_authority	this_agent	2.0000
r2_sp_anc_barbarian_wife_shieldmaid	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_barbarian_wife_shieldmaid	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_barbarian_wife_swordmaid	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_barbarian_wife_swordmaid	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_barbarian_wife_uncanny	rom_building_research_points	this_character_faction	3.0000
r2_sp_anc_barbarian_wife_uncanny	rom_character_province_public_order	this_character_local_province	-2.0000
r2_sp_anc_barbarian_wife_uncanny	rom_force_campaign_mod_line_of_sight	this_agent	1.0000
r2_sp_anc_barbarian_witch_doctor	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_anc_barbarian_woodworker	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_briton_army_hero_young_irish	rom_building_unit_training_attack_melee_inf	this_general_local_province	5.0000
r2_sp_anc_briton_army_hero_young_irish	rom_force_unit_mod_charge_bonus	this_general_force	5.0000
r2_sp_anc_briton_army_hero_young_irish	rom_general_attribute_mod_zeal	this_agent	1.0000
r2_sp_anc_briton_army_trumpet_irish	rom_force_unit_mod_charge_bonus	this_general_force	5.0000
r2_sp_anc_briton_army_trumpet_irish	rom_force_unit_mod_morale	this_agent	2.0000
r2_sp_anc_briton_army_young_warrior_2	rom_force_unit_mod_charge_bonus	this_general_force	5.0000
r2_sp_anc_briton_army_young_warrior_2	rom_general_attribute_mod_zeal	this_agent	1.0000
r2_sp_anc_briton_champion	rom_general_attribute_mod_zeal_land	this_general	1.0000
r2_sp_anc_briton_judge_irish	rom_general_attribute_mod_authority	this_agent	2.0000
r2_sp_anc_briton_religion_belenus	rom_tech_module_civil_agriculture	this_character_faction	1.0000
r2_sp_anc_briton_religion_druid_1	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_briton_religion_druid_2	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_celtic_army_trumpet	rom_force_enemy_unit_mod_morale	this_general_enemy_force_regionwide	-5.0000
r2_sp_anc_celtic_army_trumpet	rom_force_unit_mod_charge_bonus	this_general_force	5.0000
r2_sp_anc_celtic_army_young_warrior	rom_force_unit_mod_charge_bonus	this_general_force	5.0000
r2_sp_anc_civilised_antikythera_device	rom_building_research_points	this_character_faction	10.0000
r2_sp_anc_civilised_army_baldrick	rom_tech_engineering_siege_defence_time_mod	this_character_local_region	1.0000
r2_sp_anc_civilised_army_brigand	rom_force_campaign_mod_ambush_defence_success_chance	this_general_force	5.0000
r2_sp_anc_civilised_army_brigand	rom_force_campaign_mod_loot_income	this_general_force	5.0000
r2_sp_anc_civilised_army_diarist	rom_character_gravitas_per_turn_mod	this_general	1.0000
r2_sp_anc_civilised_army_explorer	rom_force_campaign_mod_line_of_sight	this_agent	1.0000
r2_sp_anc_civilised_army_explorer	rom_force_campaign_mod_upkeep_land_in_foreign_territory	this_general_when_on_land	-3.0000
r2_sp_anc_civilised_army_hero	rom_general_attribute_mod_zeal_land	this_general	1.0000
r2_sp_anc_civilised_army_inventor_2	rom_agent_action_target_settlement_siege_time	this_force_local_region_province	-1.0000
r2_sp_anc_civilised_army_inventor_2	rom_building_research_points	this_character_faction	5.0000
r2_sp_anc_civilised_army_inventor	rom_building_research_points	this_character_faction	5.0000
r2_sp_anc_civilised_army_master_artillery	rom_general_force_mod_siege_attack_holdout_time	this_force_general	-1.0000
r2_sp_anc_civilised_army_master_drill	rom_building_unit_training_morale_melee_inf	this_general_local_province	-5.0000
r2_sp_anc_civilised_army_master_drill	rom_force_unit_mod_infantry_melee_attack	this_general_force	5.0000
r2_sp_anc_civilised_army_master_engineer	rom_general_force_mod_siege_attack_holdout_time	this_force_general	-1.0000
r2_sp_anc_civilised_army_messenger_galloper	rom_general_attribute_mod_authority_land	this_general_when_on_land	2.0000
r2_sp_anc_civilised_army_messenger_runner	rom_general_attribute_mod_authority_land	this_general_when_on_land	1.0000
r2_sp_anc_civilised_army_quartermaster	rom_force_campaign_mod_replenishment_rate	this_general_when_on_land	1.0000
r2_sp_anc_civilised_army_warrior_veteran	rom_force_unit_mod_infantry_xp_gain_rate	this_general_force	1.0000
r2_sp_anc_civilised_arts_biographer	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_civilised_arts_comedian	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_civilised_arts_historian	rom_character_gravitas_per_turn_mod	this_general	1.0000
r2_sp_anc_civilised_arts_jeweller	rom_force_campaign_mod_loot_income	this_general_force	5.0000
r2_sp_anc_civilised_arts_librarian	rom_building_research_points	this_character_faction	5.0000
r2_sp_anc_civilised_arts_playwright	rom_tech_civil_economy_culture_gdp_mod	this_character_local_region_province	5.0000
r2_sp_anc_civilised_arts_satire	rom_general_attribute_mod_authority	this_agent	-1.0000
r2_sp_anc_civilised_arts_satire	rom_general_attribute_mod_subterfuge	this_agent	1.0000
r2_sp_anc_civilised_booze_merchant	rom_building_gdp_mod_trade_all	this_character_local_region_province	5.0000
r2_sp_anc_civilised_booze_merchant	rom_character_gravitas_per_turn_mod	this_general	1.0000
r2_sp_anc_civilised_bull_leaper_statuette	rom_building_gdp_mod_culture_entertainment	this_character_local_region_province	10.0000
r2_sp_anc_civilised_creative_accountant	rom_agent_action_parent_army_upkeep	this_general_force	-5.0000
r2_sp_anc_civilised_dioptra	rom_building_building_cost_mod	this_character_local_region_province	-10.0000
r2_sp_anc_civilised_glassblower	rom_building_gdp_mod_trade_all	this_character_local_region_province	5.0000
r2_sp_anc_civilised_govt_build_architect	rom_agent_action_target_settlement_construction_time	this_character_local_region_province	-1.0000
r2_sp_anc_civilised_govt_build_architect	rom_general_local_mod_build_convert_costs	this_character_local_region_province	-5.0000
r2_sp_anc_civilised_govt_build_mason	rom_agent_action_target_settlement_construction_time	this_character_local_region_province	-1.0000
r2_sp_anc_civilised_govt_build_mason	rom_general_local_mod_build_convert_costs	this_character_local_region_province	-5.0000
r2_sp_anc_civilised_govt_build_roads	rom_building_trade_tariffs_all	this_character_faction	3.0000
r2_sp_anc_civilised_govt_build_surveyor	rom_agent_action_target_settlement_construction_time	this_character_local_region_province	-1.0000
r2_sp_anc_civilised_govt_build_surveyor	rom_general_local_mod_build_convert_costs	this_character_local_region_province	-5.0000
r2_sp_anc_civilised_govt_coin_expert	rom_agent_action_cost_mod	all_agents	-5.0000
r2_sp_anc_civilised_govt_coin_expert	rom_tech_civil_economy_administration_cost_mod	this_character_faction	-5.0000
r2_sp_anc_civilised_govt_engineer_mining	rom_tech_engineering_construction_mine_income_mod	this_character_local_region_province	5.0000
r2_sp_anc_civilised_govt_engineer_water	rom_building_cost_mod_buildings_sanitation	this_character_local_region_province	-5.0000
r2_sp_anc_civilised_govt_farmer	rom_building_gdp_mod_agriculture_farming	this_character_local_region_province	5.0000
r2_sp_anc_civilised_govt_foreigner	rom_building_trade_route_value_mod_global	this_character_faction	5.0000
r2_sp_anc_civilised_govt_inventor	rom_building_research_points	this_character_faction	5.0000
r2_sp_anc_civilised_govt_judge_bent_2	rom_general_local_mod_repression	this_character_local_province	1.0000
r2_sp_anc_civilised_govt_judge_bent_2	rom_tech_civil_economy_administration_cost_mod	this_character_faction	5.0000
r2_sp_anc_civilised_govt_judge_bent	rom_general_local_mod_repression	this_character_local_province	1.0000
r2_sp_anc_civilised_govt_judge_bent	rom_tech_civil_economy_administration_cost_mod	this_character_faction	5.0000
r2_sp_anc_civilised_govt_judge_honest	rom_character_province_public_order	this_character_local_province	1.0000
r2_sp_anc_civilised_govt_judge_honest	rom_tech_civil_economy_administration_cost_mod	this_character_faction	-5.0000
r2_sp_anc_civilised_govt_judge_magistrate_evil	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_civilised_govt_judge_magistrate_evil	rom_general_local_mod_repression	this_character_local_province	1.0000
r2_sp_anc_civilised_govt_judge_magistrate	rom_general_local_mod_repression	this_character_local_province	1.0000
r2_sp_anc_civilised_govt_mapmaker	rom_agent_field_line_of_sight_mod	this_agent	2.0000
r2_sp_anc_civilised_govt_mapmaker	rom_building_tax_level	this_character_local_province	5.0000
r2_sp_anc_civilised_govt_mine_overseer	rom_building_slave_happiness_mod	this_character_local_province	-5.0000
r2_sp_anc_civilised_govt_money_idiot	rom_building_trade_tariffs_all	this_character_faction	10.0000
r2_sp_anc_civilised_govt_money_mathematician	rom_building_trade_tariffs_all	this_character_faction	5.0000
r2_sp_anc_civilised_govt_money_tax_farmer	rom_agent_action_target_province_public_order	this_character_local_province	-1.0000
r2_sp_anc_civilised_govt_money_tax_farmer	rom_building_tax_level	this_character_local_province	5.0000
r2_sp_anc_civilised_govt_orator	rom_agent_action_target_province_public_order	this_character_local_province	1.0000
r2_sp_anc_civilised_govt_scribe_east	rom_building_trade_tariffs_all	this_character_faction	5.0000
r2_sp_anc_civilised_govt_scribe_egypt	rom_building_trade_tariffs_all	this_character_faction	5.0000
r2_sp_anc_civilised_govt_scribe_greek	rom_building_trade_tariffs_all	this_character_faction	5.0000
r2_sp_anc_civilised_govt_scribe_roman	rom_force_campaign_mod_loot_income	this_general_force	5.0000
r2_sp_anc_civilised_govt_scribe_roman	rom_force_campaign_mod_raid_income	this_general_force	5.0000
r2_sp_anc_civilised_govt_shipping_magnate	rom_building_gdp_mod_trade_sea	this_character_local_region_province	5.0000
r2_sp_anc_civilised_govt_spymaster	rom_building_province_attribute_all	this_character_local_province	5.0000
r2_sp_anc_civilised_govt_surveyor_land	rom_agent_action_target_settlement_construction_time	this_character_local_region_province	-1.0000
r2_sp_anc_civilised_govt_trader_grain	rom_building_gdp_mod_agriculture_farming	this_character_local_region_province	5.0000
r2_sp_anc_civilised_govt_trader_greek	rom_building_gdp_mod_trade_all	this_character_local_region_province	5.0000
r2_sp_anc_civilised_govt_translator	rom_building_trade_route_value_mod_global	this_character_faction	10.0000
r2_sp_anc_civilised_house_athlete	rom_faction_public_order_cultural_modifier_hellenic	this_character_local_province	5.0000
r2_sp_anc_civilised_house_clerk_freeman	rom_building_gdp_mod_trade_all	this_character_local_region_province	5.0000
r2_sp_anc_civilised_house_foodtaster	rom_agent_defence_evade_enemies_mod	this_general	5.0000
r2_sp_anc_civilised_house_giant_german	rom_agent_defence_wound_chance_mod	this_agent	10.0000
r2_sp_anc_civilised_house_guard_wrestler	rom_agent_defence_wound_chance_mod	this_agent	10.0000
r2_sp_anc_civilised_house_mentor_greek	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_anc_civilised_house_musician	rom_building_siege_holdout_time	this_general	1.0000
r2_sp_anc_civilised_house_wine_steward	rom_building_gdp_mod_trade_all	this_character_local_region_province	5.0000
r2_sp_anc_civilised_husband_brutal	rom_agent_action_target_settlement_public_order_slaves	this_general_local_province	1.0000
r2_sp_anc_civilised_husband_brutal	rom_general_attribute_mod_authority	this_agent	2.0000
r2_sp_anc_civilised_husband_educated	rom_agent_action_deployed_province_subterfuge	this_general	3.0000
r2_sp_anc_civilised_husband_efficient	rom_building_trade_tariffs_all	this_character_faction	5.0000
r2_sp_anc_civilised_husband_efficient	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_civilised_husband_flirt	rom_character_gravitas_per_turn_mod	this_general	-1.0000
r2_sp_anc_civilised_husband_flirt	rom_fertility_mod	this_agent	5.0000
r2_sp_anc_civilised_husband_flirt	rom_general_attribute_mod_subterfuge	this_agent	1.0000
r2_sp_anc_civilised_husband_handyman	rom_character_gravitas_per_turn_mod	this_general	1.0000
r2_sp_anc_civilised_husband_handyman	rom_general_attribute_mod_zeal	this_agent	2.0000
r2_sp_anc_civilised_husband_intelligent	rom_building_research_points	this_character_faction	5.0000
r2_sp_anc_civilised_husband_intelligent	rom_general_attribute_mod_subterfuge	this_agent	2.0000
r2_sp_anc_civilised_husband_mean	rom_character_province_public_order	this_character_local_province	-2.0000
r2_sp_anc_civilised_husband_pol_brutal	rom_agent_action_target_settlement_public_order_slaves	this_general_local_province	1.0000
r2_sp_anc_civilised_husband_pol_brutal	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_husband_pol_brutal	rom_general_attribute_mod_authority	this_agent	2.0000
r2_sp_anc_civilised_husband_pol_educated	rom_agent_action_deployed_province_subterfuge	this_general	3.0000
r2_sp_anc_civilised_husband_pol_educated	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_husband_pol_efficient	rom_building_trade_tariffs_all	this_character_faction	5.0000
r2_sp_anc_civilised_husband_pol_efficient	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_husband_pol_efficient	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_civilised_husband_pol_flirt	rom_character_gravitas_per_turn_mod	this_general	-1.0000
r2_sp_anc_civilised_husband_pol_flirt	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_husband_pol_flirt	rom_fertility_mod	this_agent	5.0000
r2_sp_anc_civilised_husband_pol_flirt	rom_general_attribute_mod_subterfuge	this_agent	1.0000
r2_sp_anc_civilised_husband_pol_handyman	rom_character_gravitas_per_turn_mod	this_general	1.0000
r2_sp_anc_civilised_husband_pol_handyman	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_husband_pol_handyman	rom_general_attribute_mod_zeal	this_agent	2.0000
r2_sp_anc_civilised_husband_pol_intelligent	rom_building_research_points	this_character_faction	5.0000
r2_sp_anc_civilised_husband_pol_intelligent	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_husband_pol_intelligent	rom_general_attribute_mod_subterfuge	this_agent	2.0000
r2_sp_anc_civilised_husband_pol_mean	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_husband_pol_mean	rom_character_province_public_order	this_character_local_province	-2.0000
r2_sp_anc_civilised_husband_pol_political	rom_any_corruption_mod_global	this_character_faction	3.0000
r2_sp_anc_civilised_husband_pol_political	rom_character_gravitas_per_turn_mod	this_general	1.0000
r2_sp_anc_civilised_husband_pol_political	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_husband_pol_protective	rom_agent_defence_evade_enemies_mod	this_general	5.0000
r2_sp_anc_civilised_husband_pol_protective	rom_character_gravitas_per_turn_mod	this_general	-1.0000
r2_sp_anc_civilised_husband_pol_protective	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_husband_pol_sharp_tongue	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_husband_pol_sharp_tongue	rom_general_attribute_mod_authority	this_agent	-1.0000
r2_sp_anc_civilised_husband_pol_sharp_tongue	rom_general_local_mod_repression	this_character_local_province	3.0000
r2_sp_anc_civilised_husband_pol_social_climber	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_husband_pol_social_climber	rom_general_attribute_mod_authority	this_agent	-2.0000
r2_sp_anc_civilised_husband_pol_social_climber	rom_general_attribute_mod_subterfuge	this_agent	2.0000
r2_sp_anc_civilised_husband_pol_spendthrift	rom_building_tax_level	this_character_local_province	5.0000
r2_sp_anc_civilised_husband_pol_spendthrift	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_civilised_husband_pol_spendthrift	rom_character_province_public_order	this_character_local_province	-2.0000
r2_sp_anc_civilised_husband_pol_superior	rom_character_gravitas_per_turn_mod	this_general	1.0000
