key	index	subculture	category	screen_name	screen_adjective	name_group	skin	ui_skin	is_rebel	mp_available	mp_available_naval	icon_path_units	flags_path	republican_flag_path	same_gov_type_revolution_flag_path	primary_colour_r	primary_colour_g	primary_colour_b	alt_primary_colour_r	alt_primary_colour_g	alt_primary_colour_b	secondary_colour_r	secondary_colour_g	secondary_colour_b	alt_secondary_colour_r	alt_secondary_colour_g	alt_secondary_colour_b	uniform_colour_r	uniform_colour_g	uniform_colour_b	alt_uniform_colour_r	alt_uniform_colour_g	alt_uniform_colour_b	military_group	settler_rebellion_faction	rebel_colour_r	rebel_colour_g	rebel_colour_b	movie_death_event	mp_use_republic_early	mp_use_republic_late	unit_regiment_name_group	ship_name_group	attack_desc	defend_desc	mp_stats_name	pre_battle_speech_parameter	can_be_regionless	card_colour_r	card_colour_g	card_colour_b	diplomacy_culture	senator_total	use_legion_names
emp_egypt_secession	2041770701	sc_rom_egyptian	playable	Egyptian Secessionists	Egyptian Secessionists	48	hellenic		false	false	false	data\ui\units\icons\france	data\ui\flags\Egypt_Civil_War		data\ui\flags\Carthage	245.0000	206.0000	111.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	ptolemaic		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking Egyptian Secessionists!	You are defending against Egyptian Secessionists!		FACTION_CHOSOKABE	true	245.0000	206.0000	111.0000	rom_Hellenistic	0	false
emp_frisii	2041769725	sc_rom_germanic	playable	Frisii	Frisii	87	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Frisii		data\ui\flags\Carthage	112.0000	75.0000	57.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	germanic		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking the Frisii!	You are defending against the Frisii!		FACTION_CHOSOKABE	true	112.0000	75.0000	57.0000	rom_Barbarian	0	false
emp_gaetuli	2041769997	sc_rom_african_arabian	playable	Gaetuli	Gaetuli	63	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Gaetuli		data\ui\flags\Carthage	250.0000	229.0000	164.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	african		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking the Gaetuli!	You are defending against the Gaetuli!		FACTION_CHOSOKABE	true	250.0000	229.0000	164.0000	rom_Eastern	0	false
emp_galatia	2041769816	sc_rom_celtic	playable	Galatia	Galatia	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Galatia		data\ui\flags\Carthage	61.0000	74.0000	46.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	galatians		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking the Galatia!	You are defending against the Galatia!		FACTION_CHOSOKABE	true	61.0000	74.0000	46.0000	rom_Barbarian	0	false
emp_garamantia	2041769958	sc_rom_african_arabian	playable	Garamantia	Garamantia	63	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Garamantia		data\ui\flags\Carthage	166.0000	122.0000	87.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	african		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking Garamantia!	You are defending against Garamantia!		FACTION_CHOSOKABE	true	166.0000	122.0000	87.0000	rom_Eastern	0	false
emp_gaul	2041770160	sc_rom_celtic	playable	Gaul	Gaul	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Arverni		data\ui\flags\Carthage	36.0000	65.0000	45.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	gallic		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking the Gauls!	You are defending against the Gauls!		FACTION_CHOSOKABE	true	36.0000	65.0000	45.0000	rom_Barbarian	0	false
emp_gerrhea	2041769921	sc_rom_african_arabian	playable	Gerrhea	Gerrhea	170	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Gerrhaea		data\ui\flags\Carthage	171.0000	132.0000	75.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	african		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking Gerrhea!	You are defending against Gerrhea!		FACTION_CHOSOKABE	true	171.0000	132.0000	75.0000	rom_Eastern	0	false
emp_gutones	2041769749	sc_rom_germanic	playable	Gutones	Gutones	87	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Gutones		data\ui\flags\Carthage	157.0000	150.0000	168.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	germanic		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking the Gutones!	You are defending against the Gutones!		FACTION_CHOSOKABE	true	157.0000	150.0000	168.0000	rom_Barbarian	0	false
emp_helisii	2041769768	sc_rom_germanic	playable	Helisii	Helisii	87	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Lugii		data\ui\flags\Carthage	142.0000	121.0000	120.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	germanic		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking the Helisii!	You are defending against the Helisii!		FACTION_CHOSOKABE	true	142.0000	121.0000	120.0000	rom_Barbarian	0	false
emp_helveconae	2041769766	sc_rom_germanic	playable	Helveconae	Helveconae	87	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Helveconae		data\ui\flags\Carthage	145.0000	79.0000	67.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	germanic		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking the Helveconae!	You are defending against the Helveconae!		FACTION_CHOSOKABE	true	145.0000	79.0000	67.0000	rom_Barbarian	0	false
emp_helvetii	2041769789	sc_rom_celtic	playable	Helvetii	Helvetii	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Helvetii		data\ui\flags\Carthage	127.0000	132.0000	136.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	cisalpine_celts		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking the Helvetii!	You are defending against the Helvetii!		FACTION_CHOSOKABE	true	127.0000	132.0000	136.0000	rom_Barbarian	0	false
emp_himyar	2041769947	sc_rom_african_arabian	playable	Himyar	Himyar	170	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Himyar		data\ui\flags\Carthage	133.0000	116.0000	86.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	african		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking Himyar!	You are defending against Himyar!		FACTION_CHOSOKABE	true	133.0000	116.0000	86.0000	rom_Eastern	0	false
emp_iastae	2041769865	sc_rom_barb_east	playable	Iastae	Iastae	73	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Thyssagetae		data\ui\flags\Carthage	184.0000	104.0000	73.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	sarmatian		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking the Iastae!	You are defending against the Iastae!		FACTION_CHOSOKABE	true	184.0000	104.0000	73.0000	rom_Barbarian	0	false
emp_iberia	2041770153	sc_rom_celtiberian	playable	Iberia	Iberia	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Edetani		data\ui\flags\Carthage	149.0000	164.0000	187.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	celtiberian		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking the Iberians!	You are defending against the Iberians!		FACTION_CHOSOKABE	true	149.0000	164.0000	187.0000	rom_Barbarian	0	false
emp_iceni	2041769692	sc_rom_british	playable	Iceni	Iceni	55	barbarian		false	true	true	data\ui\units\icons\france	data\ui\flags\Iceni		data\ui\flags\Carthage	70.0000	116.0000	176.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	briton		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking the Iceni!	You are defending against the Iceni!		FACTION_CHOSOKABE	true	70.0000	116.0000	176.0000	rom_Barbarian	1200	false
emp_iceni_civil_war	2041770135	sc_rom_british	playable	Iceni Elders	Iceni Elders	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Iceni_Civil_War		data\ui\flags\Carthage	153.0000	61.0000	36.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	briton		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking the Iceni Eldersi!	You are defending against the Iceni Elders!		FACTION_CHOSOKABE	true	153.0000	61.0000	36.0000	rom_Barbarian	0	false
emp_iceni_secession	2041770710	sc_rom_british	playable	Iceni Secessionists	Iceni Secessionists	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Iceni_Civil_War		data\ui\flags\Carthage	153.0000	61.0000	36.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	briton		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking Iceni Secessionists!	You are defending against Iceni Secessionists!		FACTION_CHOSOKABE	true	153.0000	61.0000	36.0000	rom_Barbarian	0	false
emp_judea	2041769899	sc_rom_greek	playable	Judea	Judea	48	hellenic		false	false	false	data\ui\units\icons\france	data\ui\flags\Judea		data\ui\flags\Carthage	120.0000	186.0000	219.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	greek_minor		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking Judea!	You are defending against Judea!		FACTION_CHOSOKABE	true	120.0000	186.0000	219.0000	rom_Eastern	0	false
emp_kartli	2041769878	sc_rom_eastern	playable	Kartli	Kartli	64	eastern		false	false	false	data\ui\units\icons\france	data\ui\flags\Kartli		data\ui\flags\Carthage	153.0000	106.0000	88.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	caucasian		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking the Kartli!	You are defending against the Kartli!		FACTION_CHOSOKABE	true	153.0000	106.0000	88.0000	rom_Eastern	0	false
emp_lazyges	2041769836	sc_rom_barb_east	playable	Iazyges	Iazyges	73	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Iazyges		data\ui\flags\Carthage	172.0000	68.0000	43.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	sarmatian		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking the Iazyges!	You are defending against the Iazyges!		FACTION_CHOSOKABE	true	172.0000	68.0000	43.0000	rom_Barbarian	0	false
emp_lepidus	2041769669	sc_rom_roman	playable	Lepidus' Rome	Lepidus' Rome	46	default		false	true	true	data\ui\units\icons\france	data\ui\flags\Rome_Lepidus		data\ui\flags\Rome	251.0000	181.0000	23.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	roman_emperor		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking Lepidus' Forces!	You are defending against Lepidus' Forces!		FACTION_CHOSOKABE	false	251.0000	181.0000	23.0000	rom_Roman	500	true
emp_lepidus_civil_war	2041770126	sc_rom_roman	playable	Lepidus' Rivals	Lepidus' Rivals	46	default		false	false	false	data\ui\units\icons\france	data\ui\flags\Rome_Lepidus_Civil_War		data\ui\flags\Rome	106.0000	23.0000	7.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	roman_emperor		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking Lepidus' Rivals!	You are defending against Lepidus' Rivals!		FACTION_CHOSOKABE	false	106.0000	23.0000	7.0000	rom_Roman	0	true
emp_lepidus_secession	2041770716	sc_rom_roman	playable	Lepidus' Secessionists	Lepidus' Secessionists	46	default		false	false	false	data\ui\units\icons\france	data\ui\flags\Rome_Lepidus_Civil_War		data\ui\flags\Rome	106.0000	23.0000	7.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	roman_emperor		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking Lepidus' Secessionists!	You are defending against Lepidus' Secessionists!		FACTION_CHOSOKABE	false	106.0000	23.0000	7.0000	rom_Roman	0	true
emp_ma_in	2041769928	sc_rom_african_arabian	playable	Ma'in	Ma'in	170	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Ma'in		data\ui\flags\Carthage	130.0000	171.0000	163.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	african		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking Ma'in!	You are defending against Ma'in!		FACTION_CHOSOKABE	true	130.0000	171.0000	163.0000	rom_Eastern	0	false
emp_marcomanni	2041769693	sc_rom_germanic	playable	Marcomanni	Marcomanni	87	barbarian		false	true	true	data\ui\units\icons\france	data\ui\flags\Marcomanni		data\ui\flags\Carthage	77.0000	40.0000	25.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	germanic		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking the Marcomanni!	You are defending against the Marcomanni!		FACTION_CHOSOKABE	true	77.0000	40.0000	25.0000	rom_Barbarian	1200	false
emp_marcomanni_civil_war	2041770140	sc_rom_germanic	playable	Marcomanni Elders	Marcomanni Elders	87	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Marcomanni_civil_war		data\ui\flags\Carthage	190.0000	173.0000	163.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	germanic		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking the Marcomanni Elders!	You are defending against the Marcomanni Elders!		FACTION_CHOSOKABE	true	190.0000	173.0000	163.0000	rom_Barbarian	0	false
emp_marcomanni_secession	2041770723	sc_rom_germanic	playable	Marcomanni Secessionists	Marcomanni Secessionists	87	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Marcomanni_civil_war		data\ui\flags\Carthage	190.0000	173.0000	163.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	germanic		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking Marcomanni Secessionists!	You are defending against Marcomanni Secessionists!		FACTION_CHOSOKABE	true	190.0000	173.0000	163.0000	rom_Barbarian	0	false
emp_mascat	2041769936	sc_rom_african_arabian	playable	Mascat	Mascat	170	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Mascat		data\ui\flags\Carthage	221.0000	169.0000	96.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	african		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking Mascat!	You are defending against Mascat!		FACTION_CHOSOKABE	true	221.0000	169.0000	96.0000	rom_Eastern	0	false
emp_mauri	2041769992	sc_rom_african_arabian	playable	Mauri	Mauri	63	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Mauri		data\ui\flags\Carthage	200.0000	167.0000	126.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	african		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking the Mauri!	You are defending against the Mauri!		FACTION_CHOSOKABE	true	200.0000	167.0000	126.0000	rom_Eastern	0	false
emp_media_atropatene	2041769883	sc_rom_eastern	playable	Media Atropatene	Media Atropatene	64	eastern		false	false	false	data\ui\units\icons\france	data\ui\flags\Media Atropatene		data\ui\flags\Carthage	229.0000	132.0000	29.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	media		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking Media Atropatene!	You are defending against Media Atropatene!		FACTION_CHOSOKABE	true	229.0000	132.0000	29.0000	rom_Eastern	0	false
emp_meroe	2041769969	sc_rom_african_arabian	playable	Meroe	Meroe	63	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Meroe		data\ui\flags\Carthage	246.0000	210.0000	124.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	african		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking Meroe!	You are defending against Meroe!		FACTION_CHOSOKABE	true	246.0000	210.0000	124.0000	rom_Eastern	0	false
emp_nabatea	2041769909	sc_rom_african_arabian	playable	Nabataea	Nabataea	170	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Nabatea		data\ui\flags\Carthage	160.0000	81.0000	66.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	african		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking Nabataea!	You are defending against Nabataea!		FACTION_CHOSOKABE	true	160.0000	81.0000	66.0000	rom_Eastern	0	false
emp_nahanarvali	2041769778	sc_rom_germanic	playable	Nahanarvali	Nahanarvali	87	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Nahanarvali		data\ui\flags\Carthage	79.0000	58.0000	40.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	germanic		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking the Nahanarvali!	You are defending against the Nahanarvali!		FACTION_CHOSOKABE	true	79.0000	58.0000	40.0000	rom_Barbarian	0	false
emp_nasamones	2041769951	sc_rom_african_arabian	playable	Nasamones	Nasamones	63	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Nasamones		data\ui\flags\Carthage	221.0000	169.0000	96.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	african		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking the Nasamones!	You are defending against the Nasamones!		FACTION_CHOSOKABE	true	221.0000	169.0000	96.0000	rom_Eastern	0	false
emp_nori	2041769799	sc_rom_celtic	playable	Nori	Nori	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Nori		data\ui\flags\Carthage	124.0000	109.0000	70.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	cisalpine_celts		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking the Nori!	You are defending against the Nori!		FACTION_CHOSOKABE	true	124.0000	109.0000	70.0000	rom_Barbarian	0	false
emp_numidia	2041769987	sc_rom_african_arabian	playable	Numidia	Numidia	63	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Masaesyli		data\ui\flags\Carthage	127.0000	132.0000	136.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	african		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking Numidia!	You are defending against Numidia!		FACTION_CHOSOKABE	true	127.0000	132.0000	136.0000	rom_Eastern	0	false
emp_octavian	2041769652	sc_rom_roman	playable	Octavian's Rome	Octavian's Rome	46	default		false	true	true	data\ui\units\icons\france	data\ui\flags\Rome_Octavian		data\ui\flags\Rome	167.0000	20.0000	2.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	roman_emperor	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Octavian's Forces!	You are defending against Octavian's Forces!		FACTION_CHOSOKABE	true	167.0000	20.0000	2.0000	rom_Roman	500	true
emp_octavian_civil_war	2041770117	sc_rom_roman	playable	Octavian's Rivals	Octavian's Rivals	46	default		false	false	false	data\ui\units\icons\france	data\ui\flags\Rome_Octavian_Civil_War		data\ui\flags\Rome	237.0000	217.0000	112.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	roman_emperor	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Octavian's Rivals!	You are defending against Octavian's Rivals!		FACTION_CHOSOKABE	true	237.0000	217.0000	112.0000	rom_Roman	0	true
emp_octavian_secession	2041770733	sc_rom_roman	playable	Octavian's Secessionists	Octavian's Secessionists	46	default		false	false	false	data\ui\units\icons\france	data\ui\flags\Rome_Octavian_Civil_War		data\ui\flags\Rome	237.0000	217.0000	112.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	roman_emperor	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Octavian's Secessionists!	You are defending against Octavian's Secessionists!		FACTION_CHOSOKABE	true	237.0000	217.0000	112.0000	rom_Roman	0	true
emp_palmyra	2041769888	sc_rom_eastern	playable	Palmyra	Palmyra	64	eastern		false	false	false	data\ui\units\icons\france	data\ui\flags\Palmyra		data\ui\flags\Carthage	183.0000	198.0000	230.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	eastern		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking Palmyra!	You are defending against Palmyra!		FACTION_CHOSOKABE	true	183.0000	198.0000	230.0000	rom_Eastern	0	false
emp_paradene	2041770188	sc_rom_eastern	playable	Paradene	Paradene	64	eastern		false	false	false	data\ui\units\icons\france	data\ui\flags\Arachosia		data\ui\flags\Carthage	74.0000	72.0000	75.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	eastern		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking Paradene!	You are defending against Paradene!		FACTION_CHOSOKABE	true	74.0000	72.0000	75.0000	rom_Eastern	0	false
emp_parthia	2041769681	sc_rom_parthian	playable	Parthia	Parthia	64	eastern		false	true	true	data\ui\units\icons\france	data\ui\flags\Parthia		data\ui\flags\Carthage	133.0000	92.0000	106.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	parthian		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking Parthia!	You are defending against Parthia!		FACTION_CHOSOKABE	true	133.0000	92.0000	106.0000	rom_Eastern	300	false
emp_parthia_civil_war	2041770130	sc_rom_parthian	playable	Parthian Nobles	Parthian Nobles	64	eastern		false	false	false	data\ui\units\icons\france	data\ui\flags\Parthia_Civil_War		data\ui\flags\Carthage	122.0000	183.0000	175.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	parthian		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking Parthian Nobles!	You are defending against Parthian Nobles!		FACTION_CHOSOKABE	true	122.0000	183.0000	175.0000	rom_Eastern	0	false
emp_parthia_secession	2041770737	sc_rom_parthian	playable	Parthian Secessionists	Parthian Secessionists	64	eastern		false	false	false	data\ui\units\icons\france	data\ui\flags\Parthia_Civil_War		data\ui\flags\Carthage	122.0000	183.0000	175.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	parthian		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking Parthian Secessionists!	You are defending against Parthian Secessionists!		FACTION_CHOSOKABE	true	122.0000	183.0000	175.0000	rom_Eastern	0	false
emp_persia	2041769897	sc_rom_eastern	playable	Persia	Persia	64	eastern		false	false	false	data\ui\units\icons\france	data\ui\flags\Persia		data\ui\flags\Carthage	109.0000	174.0000	238.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	eastern		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking Persia!	You are defending against Persia!		FACTION_CHOSOKABE	true	109.0000	174.0000	238.0000	rom_Eastern	0	false
emp_pompey	2041769678	sc_rom_roman	playable	Pompey's Rome	Pompey's Rome	46	default		false	true	true	data\ui\units\icons\france	data\ui\flags\Rome_Pompey		data\ui\flags\Rome	67.0000	63.0000	144.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	roman_emperor		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking Pompey's Forces!	You are defending against Pompey's Forces!		FACTION_CHOSOKABE	true	67.0000	63.0000	144.0000	rom_Roman	500	true
emp_pompey_civil_war	2041770127	sc_rom_roman	playable	Pompey's Rivals	Pompey's Rivals	46	default		false	false	false	data\ui\units\icons\france	data\ui\flags\Rome_Pompey_Civil_War		data\ui\flags\Rome	232.0000	222.0000	201.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	roman_emperor		0.0000	0.0000	0.0000	0	false	false	63	63	You are attacking Pompey's Rivals!	You are defending against Pompey's Rivals!		FACTION_CHOSOKABE	true	232.0000	222.0000	201.0000	rom_Roman	0	true
