uniform_name	filename	battle_filename	campaign_porthole_filename	audio_armour_type	audio_weapon_type	audio_shield_type	campaign_politician_filename
3c_Rom_General_01	3c_Rom_General_1_Campaign	3c_Rom_General_1_Battle	3c_Rom_General_1_Campaign	chainmail	sword	wood	3c_Rom_General_1_Politician
3c_Rom_General_02	3c_Rom_General_2_Campaign	3c_Rom_General_2_Battle	3c_Rom_General_2_Campaign	chainmail	sword	wood	3c_Rom_General_2_Politician
3c_Rom_General_03	3c_Rom_General_3_Campaign	3c_Rom_General_3_Battle	3c_Rom_General_3_Campaign	chainmail	sword	wood	3c_Rom_General_3_Politician
3c_Rom_General_04	3c_Rom_General_4_Campaign	3c_Rom_General_4_Battle	3c_Rom_General_4_Campaign	chainmail	sword	wood	3c_Rom_General_4_Politician
3c_Rom_General_05	3c_Rom_General_5_Campaign	3c_Rom_General_5_Battle	3c_Rom_General_5_Campaign	chainmail	sword	wood	3c_Rom_General_5_Politician
3c_Rom_General_06	3c_Rom_General_6_Campaign	3c_Rom_General_6_Battle	3c_Rom_General_6_Campaign	chainmail	sword	wood	3c_Rom_General_6_Politician
3c_Rom_General_07	3c_Rom_General_7_Campaign	3c_Rom_General_7_Battle	3c_Rom_General_7_Campaign	chainmail	sword	wood	3c_Rom_General_7_Politician
3c_Rom_General_08	3c_Rom_General_8_Campaign	3c_Rom_General_8_Battle	3c_Rom_General_8_Campaign	chainmail	sword	wood	3c_Rom_General_8_Politician
3c_Rom_General_09	3c_Rom_General_9_Campaign	3c_Rom_General_9_Battle	3c_Rom_General_9_Campaign	chainmail	sword	wood	3c_Rom_General_9_Politician
3c_Rom_General_10	3c_Rom_General_10_Campaign	3c_Rom_General_10_Battle	3c_Rom_General_10_Campaign	chainmail	sword	wood	3c_Rom_General_10_Politician
3c_Rom_General_11	3c_Rom_General_11_Campaign	3c_Rom_General_11_Battle	3c_Rom_General_11_Campaign	chainmail	sword	wood	3c_Rom_General_11_Politician
3c_Rom_General_12	3c_Rom_General_12_Campaign	3c_Rom_General_12_Battle	3c_Rom_General_12_Campaign	chainmail	sword	wood	3c_Rom_General_12_Politician
3c_Rom_General_13	3c_Rom_General_13_Campaign	3c_Rom_General_13_Battle	3c_Rom_General_13_Campaign	chainmail	sword	wood	3c_Rom_General_13_Politician
3c_Rom_General_14	3c_Rom_General_14_Campaign	3c_Rom_General_14_Battle	3c_Rom_General_14_Campaign	chainmail	sword	wood	3c_Rom_General_14_Politician
3c_Rom_General_15	3c_Rom_General_15_Campaign	3c_Rom_General_15_Battle	3c_Rom_General_15_Campaign	chainmail	sword	wood	3c_Rom_General_15_Politician
3c_Rom_General_16	3c_Rom_General_16_Campaign	3c_Rom_General_16_Battle	3c_Rom_General_16_Campaign	chainmail	sword	wood	3c_Rom_General_16_Politician
3c_Rom_General_17	3c_Rom_General_17_Campaign	3c_Rom_General_17_Battle	3c_Rom_General_17_Campaign	chainmail	sword	wood	3c_Rom_General_17_Politician
3c_Rom_General_18	3c_Rom_General_18_Campaign	3c_Rom_General_18_Battle	3c_Rom_General_18_Campaign	chainmail	sword	wood	3c_Rom_General_18_Politician
3c_Rom_General_19	3c_Rom_General_19_Campaign	3c_Rom_General_19_Battle	3c_Rom_General_19_Campaign	chainmail	sword	wood	3c_Rom_General_19_Politician
3c_Rom_General_20	3c_Rom_General_20_Campaign	3c_Rom_General_20_Battle	3c_Rom_General_20_Campaign	chainmail	sword	wood	3c_Rom_General_20_Politician
3c_Sas_General_01	3c_Sas_General_1_Campaign	3c_Sas_General_1_Battle	3c_Sas_General_1_Campaign	chainmail	sword	wood	3c_Sas_General_1_Politician
3c_Sas_General_02	3c_Sas_General_2_Campaign	3c_Sas_General_2_Battle	3c_Sas_General_2_Campaign	chainmail	sword	wood	3c_Sas_General_2_Politician
3c_Sas_General_03	3c_Sas_General_3_Campaign	3c_Sas_General_3_Battle	3c_Sas_General_3_Campaign	chainmail	sword	wood	3c_Sas_General_3_Politician
3c_Sas_General_04	3c_Sas_General_4_Campaign	3c_Sas_General_4_Battle	3c_Sas_General_4_Campaign	chainmail	sword	wood	3c_Sas_General_4_Politician
3c_Sas_General_05	3c_Sas_General_5_Campaign	3c_Sas_General_5_Battle	3c_Sas_General_5_Campaign	chainmail	sword	wood	3c_Sas_General_5_Politician
3c_Sas_General_06	3c_Sas_General_6_Campaign	3c_Sas_General_6_Battle	3c_Sas_General_6_Campaign	chainmail	sword	wood	3c_Sas_General_6_Politician
3c_Sas_General_07	3c_Sas_General_7_Campaign	3c_Sas_General_7_Battle	3c_Sas_General_7_Campaign	chainmail	sword	wood	3c_Sas_General_7_Politician
3c_Sas_General_08	3c_Sas_General_8_Campaign	3c_Sas_General_8_Battle	3c_Sas_General_8_Campaign	chainmail	sword	wood	3c_Sas_General_8_Politician
3c_Sas_General_09	3c_Sas_General_9_Campaign	3c_Sas_General_9_Battle	3c_Sas_General_9_Campaign	chainmail	sword	wood	3c_Sas_General_9_Politician
3c_Sas_General_10	3c_Sas_General_10_Campaign	3c_Sas_General_10_Battle	3c_Sas_General_10_Campaign	chainmail	sword	wood	3c_Sas_General_10_Politician
3c_Sas_General_11	3c_Sas_General_11_Campaign	3c_Sas_General_11_Battle	3c_Sas_General_11_Campaign	chainmail	sword	wood	3c_Sas_General_11_Politician
3c_Sas_General_12	3c_Sas_General_12_Campaign	3c_Sas_General_12_Battle	3c_Sas_General_12_Campaign	chainmail	sword	wood	3c_Sas_General_12_Politician
3c_Sas_General_13	3c_Sas_General_13_Campaign	3c_Sas_General_13_Battle	3c_Sas_General_13_Campaign	chainmail	sword	wood	3c_Sas_General_13_Politician
3c_Sas_General_14	3c_Sas_General_14_Campaign	3c_Sas_General_14_Battle	3c_Sas_General_14_Campaign	chainmail	sword	wood	3c_Sas_General_14_Politician
3c_Sas_General_15	3c_Sas_General_15_Campaign	3c_Sas_General_15_Battle	3c_Sas_General_15_Campaign	chainmail	sword	wood	3c_Sas_General_15_Politician
3c_Sas_General_16	3c_Sas_General_16_Campaign	3c_Sas_General_16_Battle	3c_Sas_General_16_Campaign	chainmail	sword	wood	3c_Sas_General_16_Politician
3c_Sas_General_17	3c_Sas_General_17_Campaign	3c_Sas_General_17_Battle	3c_Sas_General_17_Campaign	chainmail	sword	wood	3c_Sas_General_17_Politician
3c_Sas_General_18	3c_Sas_General_18_Campaign	3c_Sas_General_18_Battle	3c_Sas_General_18_Campaign	chainmail	sword	wood	3c_Sas_General_18_Politician
3c_Sas_General_19	3c_Sas_General_19_Campaign	3c_Sas_General_19_Battle	3c_Sas_General_19_Campaign	chainmail	sword	wood	3c_Sas_General_19_Politician
3c_Sas_General_20	3c_Sas_General_20_Campaign	3c_Sas_General_20_Battle	3c_Sas_General_20_Campaign	chainmail	sword	wood	3c_Sas_General_20_Politician
3c_Sas_Hormizd	3c_Sas_Hormizd_Campaign	3c_Sas_Hormizd_Battle	3c_Sas_Hormizd_Campaign	cloth	sword	wood	3c_Sas_Hormizd_Campaign
3c_Sax_General_01	3c_Sax_General_1_Campaign	3c_Sax_General_1_Battle	3c_Sax_General_1_Campaign	chainmail	sword	wood	3c_Sax_General_1_Politician
3c_Sax_General_02	3c_Sax_General_2_Campaign	3c_Sax_General_2_Battle	3c_Sax_General_2_Campaign	chainmail	sword	wood	3c_Sax_General_2_Politician
3c_Sax_General_03	3c_Sax_General_3_Campaign	3c_Sax_General_3_Battle	3c_Sax_General_3_Campaign	chainmail	sword	wood	3c_Sax_General_3_Politician
3c_Sax_General_04	3c_Sax_General_4_Campaign	3c_Sax_General_4_Battle	3c_Sax_General_4_Campaign	chainmail	sword	wood	3c_Sax_General_4_Politician
3c_Sax_General_05	3c_Sax_General_5_Campaign	3c_Sax_General_5_Battle	3c_Sax_General_5_Campaign	chainmail	sword	wood	3c_Sax_General_5_Politician
3c_Sax_General_06	3c_Sax_General_6_Campaign	3c_Sax_General_6_Battle	3c_Sax_General_6_Campaign	chainmail	sword	wood	3c_Sax_General_6_Politician
3c_Sax_General_07	3c_Sax_General_7_Campaign	3c_Sax_General_7_Battle	3c_Sax_General_7_Campaign	chainmail	sword	wood	3c_Sax_General_7_Politician
3c_Sax_General_08	3c_Sax_General_8_Campaign	3c_Sax_General_8_Battle	3c_Sax_General_8_Campaign	chainmail	sword	wood	3c_Sax_General_8_Politician
3c_Sax_General_09	3c_Sax_General_9_Campaign	3c_Sax_General_9_Battle	3c_Sax_General_9_Campaign	chainmail	sword	wood	3c_Sax_General_9_Politician
3c_Sax_General_10	3c_Sax_General_10_Campaign	3c_Sax_General_10_Battle	3c_Sax_General_10_Campaign	chainmail	sword	wood	3c_Sax_General_10_Politician
3c_Sax_General_11	3c_Sax_General_11_Campaign	3c_Sax_General_11_Battle	3c_Sax_General_11_Campaign	chainmail	sword	wood	3c_Sax_General_11_Politician
3c_Sax_General_12	3c_Sax_General_12_Campaign	3c_Sax_General_12_Battle	3c_Sax_General_12_Campaign	chainmail	sword	wood	3c_Sax_General_12_Politician
3c_Sax_General_13	3c_Sax_General_13_Campaign	3c_Sax_General_13_Battle	3c_Sax_General_13_Campaign	chainmail	sword	wood	3c_Sax_General_13_Politician
3c_Sax_General_14	3c_Sax_General_14_Campaign	3c_Sax_General_14_Battle	3c_Sax_General_14_Campaign	chainmail	sword	wood	3c_Sax_General_14_Politician
3c_Sax_General_15	3c_Sax_General_15_Campaign	3c_Sax_General_15_Battle	3c_Sax_General_15_Campaign	chainmail	sword	wood	3c_Sax_General_15_Politician
3c_Sax_General_16	3c_Sax_General_16_Campaign	3c_Sax_General_16_Battle	3c_Sax_General_16_Campaign	chainmail	sword	wood	3c_Sax_General_16_Politician
3c_Sax_General_17	3c_Sax_General_17_Campaign	3c_Sax_General_17_Battle	3c_Sax_General_17_Campaign	chainmail	sword	wood	3c_Sax_General_17_Politician
3c_Sax_General_18	3c_Sax_General_18_Campaign	3c_Sax_General_18_Battle	3c_Sax_General_18_Campaign	chainmail	sword	wood	3c_Sax_General_18_Politician
3c_Sax_General_19	3c_Sax_General_19_Campaign	3c_Sax_General_19_Battle	3c_Sax_General_19_Campaign	chainmail	sword	wood	3c_Sax_General_19_Politician
3c_Sax_General_20	3c_Sax_General_20_Campaign	3c_Sax_General_20_Battle	3c_Sax_General_20_Campaign	chainmail	sword	wood	3c_Sax_General_20_Politician
3c_Vaballathus	3c_Vaballathus_General	3c_Vaballathus_General	3c_Vaballathus_General	segmented	sword	metal	3c_Vaballathus_Politician
3c_agent_champion_eastern_male_01	3c_agent_champion_eastern_01		3c_agent_champion_eastern_portrait_01	chainmail	sword	body	
3c_agent_champion_male_roman_01	3c_agent_roman_male_01		3c_agent_roman_male_portrait_01	segmented	sword	wood	
3c_agent_eastern_dignitary_01	3c_agent_eastern_dignitary_01		3c_agent_eastern_dignitary_porthole_01	cloth	sword	body	
Advisor_Kush	Advisor_Kush	Advisor_Kush	Advisor_Kush	bronze	sword	wood	Advisor_Kush
Afr_General_01	Afr_General_01	Afr_General_01_Battle	Afr_General_01	cloth	sword	wood	Afr_General_politician_01
Afr_General_02	Afr_General_02	Afr_General_02_Battle	Afr_General_02	cloth	sword	wood	Afr_General_politician_02
Afr_General_03	Afr_General_03	Afr_General_03_Battle	Afr_General_03	cloth	sword	wood	Afr_General_politician_03
Afr_General_04	Afr_General_04	Afr_General_04_Battle	Afr_General_04	cloth	sword	wood	Afr_General_politician_04
Afr_General_05	Afr_General_05	Afr_General_05_Battle	Afr_General_05	cloth	sword	wood	Afr_General_politician_05
Afr_General_06	Afr_General_06	Afr_General_06_Battle	Afr_General_06	leather	sword	wood	Afr_General_politician_06
Afr_General_07	Afr_General_07	Afr_General_07_Battle	Afr_General_07	leather	sword	wood	Afr_General_politician_07
Afr_General_08	Afr_General_08	Afr_General_08_Battle	Afr_General_08	leather	sword	wood	Afr_General_politician_08
Afr_General_09	Afr_General_09	Afr_General_09_Battle	Afr_General_09	leather	sword	wood	Afr_General_politician_09
Afr_General_10	Afr_General_10	Afr_General_10_Battle	Afr_General_10	leather	sword	wood	Afr_General_politician_10
Ara_General_01	Ara_General_01	Ara_General_01_Battle	Ara_General_01	leather	sword	wood	Ara_General_politician_01
Ara_General_02	Ara_General_02	Ara_General_02_Battle	Ara_General_02	leather	sword	wood	Ara_General_politician_02
Ara_General_03	Ara_General_03	Ara_General_03_Battle	Ara_General_03	leather	sword	wood	Ara_General_politician_03
Ara_General_04	Ara_General_04	Ara_General_04_Battle	Ara_General_04	leather	sword	wood	Ara_General_politician_04
Ara_General_05	Ara_General_05	Ara_General_05_Battle	Ara_General_05	leather	sword	wood	Ara_General_politician_05
Ara_General_06	Ara_General_06	Ara_General_06_Battle	Ara_General_06	leather	sword	wood	Ara_General_politician_06
Ara_General_07	Ara_General_07	Ara_General_07_Battle	Ara_General_07	leather	sword	wood	Ara_General_politician_07
Ara_General_08	Ara_General_08	Ara_General_08_Battle	Ara_General_08	leather	sword	wood	Ara_General_politician_08
Ara_General_09	Ara_General_09	Ara_General_09_Battle	Ara_General_09	leather	sword	wood	Ara_General_politician_09
Ara_General_10	Ara_General_10	Ara_General_10_Battle	Ara_General_10	leather	sword	wood	Ara_General_politician_10
Ariovistus	Ariovistus_General	Ariovistus_General_Battle	Ariovistus_General	chainmail	sword	wood	Ariovistus_General
Bac_General_01	Bac_General_01	Bac_General_01_Battle	Bac_General_01	bronze	sword	bronze	Bac_General_politician_01
Bac_General_02	Bac_General_02	Bac_General_02_Battle	Bac_General_02	bronze	sword	bronze	Bac_General_politician_02
Bac_General_03	Bac_General_03	Bac_General_03_Battle	Bac_General_03	bronze	sword	bronze	Bac_General_politician_03
Bac_General_04	Bac_General_04	Bac_General_04_Battle	Bac_General_04	bronze	sword	bronze	Bac_General_politician_04
Bac_General_05	Bac_General_05	Bac_General_05_Battle	Bac_General_05	bronze	sword	bronze	Bac_General_politician_05
Boduognatus	Boduognatus_General	Boduognatus_General_Battle	Boduognatus_General	chainmail	sword	wood	Boduognatus_General
Bri_General_01	Bri_General_01	Bri_General_01_Battle	Bri_General_01	chainmail	sword	wood	Bri_General_politician_01
Bri_General_02	Bri_General_02	Bri_General_02_Battle	Bri_General_02	chainmail	sword	wood	Bri_General_politician_02
Bri_General_03	Bri_General_03	Bri_General_03_Battle	Bri_General_03	chainmail	sword	wood	Bri_General_politician_03
Bri_General_04	Bri_General_04	Bri_General_04_Battle	Bri_General_04	chainmail	sword	wood	Bri_General_politician_04
Bri_General_05	Bri_General_05	Bri_General_05_Battle	Bri_General_05	chainmail	sword	wood	Bri_General_politician_05
Bri_General_06	Bri_General_06	Bri_General_06_Battle	Bri_General_06	chainmail	sword	wood	Bri_General_politician_06
Bri_General_07	Bri_General_07	Bri_General_07_Battle	Bri_General_07	chainmail	sword	wood	Bri_General_politician_07
Bri_General_08	Bri_General_08	Bri_General_08_Battle	Bri_General_08	chainmail	sword	wood	Bri_General_politician_08
Bri_General_09	Bri_General_09	Bri_General_09_Battle	Bri_General_09	chainmail	sword	wood	Bri_General_politician_09
Bri_General_10	Bri_General_10	Bri_General_10_Battle	Bri_General_10	chainmail	sword	wood	Bri_General_politician_10
Bri_General_11	Bri_General_11	Bri_General_11_Battle	Bri_General_11	chainmail	sword	wood	Bri_General_politician_11
Bri_General_12	Bri_General_12	Bri_General_12_Battle	Bri_General_12	chainmail	sword	wood	Bri_General_politician_12
Bri_General_13	Bri_General_13	Bri_General_13_Battle	Bri_General_13	chainmail	sword	wood	Bri_General_politician_13
Bri_General_14	Bri_General_14	Bri_General_14_Battle	Bri_General_14	chainmail	sword	wood	Bri_General_politician_14
Bri_General_15	Bri_General_15	Bri_General_15_Battle	Bri_General_15	chainmail	sword	wood	Bri_General_politician_15
Bri_General_16	Bri_General_16	Bri_General_16_Battle	Bri_General_16	chainmail	sword	wood	Bri_General_politician_16
Bri_General_17	Bri_General_17	Bri_General_17_Battle	Bri_General_17	chainmail	sword	wood	Bri_General_politician_17
Bri_General_18	Bri_General_18	Bri_General_18_Battle	Bri_General_18	chainmail	sword	wood	Bri_General_politician_18
Bri_General_19	Bri_General_19	Bri_General_19_Battle	Bri_General_19	chainmail	sword	wood	Bri_General_politician_19
Bri_General_20	Bri_General_20	Bri_General_20_Battle	Bri_General_20	chainmail	sword	wood	Bri_General_politician_20
Bri_General_21	Bri_General_21	Bri_General_21_Battle	Bri_General_21	chainmail	sword	wood	Bri_General_politician_21
Bri_General_22	Bri_General_22	Bri_General_22_Battle	Bri_General_22	chainmail	sword	wood	Bri_General_politician_22
Bri_General_23	Bri_General_23	Bri_General_23_Battle	Bri_General_23	chainmail	sword	wood	Bri_General_politician_23
Bri_General_24	Bri_General_24	Bri_General_24_Battle	Bri_General_24	chainmail	sword	wood	Bri_General_politician_24
Bri_General_25	Bri_General_25	Bri_General_25_Battle	Bri_General_25	chainmail	sword	wood	Bri_General_politician_25
Bri_General_26	Bri_General_26	Bri_General_26_Battle	Bri_General_26	chainmail	sword	wood	Bri_General_politician_26
Bri_General_27	Bri_General_27	Bri_General_27_Battle	Bri_General_27	chainmail	sword	wood	Bri_General_politician_27
Bri_General_28	Bri_General_28	Bri_General_28_Battle	Bri_General_28	chainmail	sword	wood	Bri_General_politician_28
Bri_General_29	Bri_General_29	Bri_General_29_Battle	Bri_General_29	chainmail	sword	wood	Bri_General_politician_29
Bri_General_30	Bri_General_30	Bri_General_30_Battle	Bri_General_30	chainmail	sword	wood	Bri_General_politician_30
Caesar	Caesar_General	Caesar_General_Battle	Caesar_General	bronze	sword	wood	Caesar_General
Car_General_01	Car_General_01	Car_General_01_Battle	Car_General_01	chainmail	sword	bronze	Car_General_politician_01
Car_General_02	Car_General_02	Car_General_02_Battle	Car_General_02	chainmail	sword	bronze	Car_General_politician_02
Car_General_03	Car_General_03	Car_General_03_Battle	Car_General_03	chainmail	sword	bronze	Car_General_politician_03
Car_General_04	Car_General_04	Car_General_04_Battle	Car_General_04	chainmail	sword	bronze	Car_General_politician_04
Car_General_05	Car_General_05	Car_General_05_Battle	Car_General_05	chainmail	sword	bronze	Car_General_politician_05
Car_General_06	Car_General_06	Car_General_06_Battle	Car_General_06	chainmail	sword	bronze	Car_General_politician_06
Car_General_07	Car_General_07	Car_General_07_Battle	Car_General_07	chainmail	sword	bronze	Car_General_politician_07
Car_General_08	Car_General_08	Car_General_08_Battle	Car_General_08	chainmail	sword	bronze	Car_General_politician_08
Car_General_09	Car_General_09	Car_General_09_Battle	Car_General_09	chainmail	sword	bronze	Car_General_politician_09
Car_General_10	Car_General_10	Car_General_10_Battle	Car_General_10	chainmail	sword	bronze	Car_General_politician_10
Car_General_11	Car_General_11	Car_General_11_Battle	Car_General_11	chainmail	sword	bronze	Car_General_politician_11
Car_General_12	Car_General_12	Car_General_12_Battle	Car_General_12	chainmail	sword	bronze	Car_General_politician_12
Car_General_13	Car_General_13	Car_General_13_Battle	Car_General_13	bronze	sword	bronze	Car_General_politician_13
Car_General_14	Car_General_14	Car_General_14_Battle	Car_General_14	bronze	sword	bronze	Car_General_politician_14
Car_General_15	Car_General_15	Car_General_15_Battle	Car_General_15	bronze	sword	bronze	Car_General_politician_15
Car_General_16	Car_General_16	Car_General_16_Battle	Car_General_16	bronze	sword	bronze	Car_General_politician_16
Car_General_17	Car_General_17	Car_General_17_Battle	Car_General_17	bronze	sword	bronze	Car_General_politician_17
Car_General_18	Car_General_18	Car_General_18_Battle	Car_General_18	bronze	sword	bronze	Car_General_politician_18
Car_General_19	Car_General_19	Car_General_19_Battle	Car_General_19	bronze	sword	bronze	Car_General_politician_19
Car_General_20	Car_General_20	Car_General_20_Battle	Car_General_20	bronze	sword	bronze	Car_General_politician_20
Cel_General_01	Cel_General_01	Cel_General_01_Battle	Cel_General_01	chainmail	sword	wood	Cel_General_politician_01
Cel_General_02	Cel_General_02	Cel_General_02_Battle	Cel_General_02	chainmail	sword	wood	Cel_General_politician_02
Cel_General_03	Cel_General_03	Cel_General_03_Battle	Cel_General_03	chainmail	sword	wood	Cel_General_politician_03
Cel_General_04	Cel_General_04	Cel_General_04_Battle	Cel_General_04	chainmail	sword	wood	Cel_General_politician_04
Cel_General_05	Cel_General_05	Cel_General_05_Battle	Cel_General_05	chainmail	sword	wood	Cel_General_politician_05
Cel_General_06	Cel_General_06	Cel_General_06_Battle	Cel_General_06	chainmail	sword	wood	Cel_General_politician_06
Cel_General_07	Cel_General_07	Cel_General_07_Battle	Cel_General_07	chainmail	sword	wood	Cel_General_politician_07
Cel_General_08	Cel_General_08	Cel_General_08_Battle	Cel_General_08	chainmail	sword	wood	Cel_General_politician_08
Cel_General_09	Cel_General_09	Cel_General_09_Battle	Cel_General_09	chainmail	sword	wood	Cel_General_politician_09
Cel_General_10	Cel_General_10	Cel_General_10_Battle	Cel_General_10	chainmail	sword	wood	Cel_General_politician_10
Cel_General_11	Cel_General_11	Cel_General_11_Battle	Cel_General_11	chainmail	sword	wood	Cel_General_politician_11
Cel_General_12	Cel_General_12	Cel_General_12_Battle	Cel_General_12	chainmail	sword	wood	Cel_General_politician_12
Cel_General_13	Cel_General_13	Cel_General_13_Battle	Cel_General_13	chainmail	sword	wood	Cel_General_politician_13
Cel_General_14	Cel_General_14	Cel_General_14_Battle	Cel_General_14	chainmail	sword	wood	Cel_General_politician_14
Cel_General_15	Cel_General_15	Cel_General_15_Battle	Cel_General_15	chainmail	sword	wood	Cel_General_politician_15
Cel_General_16	Cel_General_16	Cel_General_16_Battle	Cel_General_16	chainmail	sword	wood	Cel_General_politician_16
Cel_General_17	Cel_General_17	Cel_General_17_Battle	Cel_General_17	chainmail	sword	wood	Cel_General_politician_17
Cel_General_18	Cel_General_18	Cel_General_18_Battle	Cel_General_18	chainmail	sword	wood	Cel_General_politician_18
Cel_General_19	Cel_General_19	Cel_General_19_Battle	Cel_General_19	chainmail	sword	wood	Cel_General_politician_19
Cel_General_20	Cel_General_20	Cel_General_20_Battle	Cel_General_20	chainmail	sword	wood	Cel_General_politician_20
Cel_General_21	Cel_General_21	Cel_General_21_Battle	Cel_General_21	chainmail	sword	wood	Cel_General_politician_21
Cel_General_22	Cel_General_22	Cel_General_22_Battle	Cel_General_22	chainmail	sword	wood	Cel_General_politician_22
Cel_General_23	Cel_General_23	Cel_General_23_Battle	Cel_General_23	chainmail	sword	wood	Cel_General_politician_23
Cel_General_24	Cel_General_24	Cel_General_24_Battle	Cel_General_24	chainmail	sword	wood	Cel_General_politician_24
Cel_General_25	Cel_General_25	Cel_General_25_Battle	Cel_General_25	chainmail	sword	wood	Cel_General_politician_25
Cel_General_26	Cel_General_26	Cel_General_26_Battle	Cel_General_26	chainmail	sword	wood	Cel_General_politician_26
Cel_General_27	Cel_General_27	Cel_General_27_Battle	Cel_General_27	chainmail	sword	wood	Cel_General_politician_27
Cel_General_28	Cel_General_28	Cel_General_28_Battle	Cel_General_28	chainmail	sword	wood	Cel_General_politician_28
Cel_General_29	Cel_General_29	Cel_General_29_Battle	Cel_General_29	chainmail	sword	wood	Cel_General_politician_29
Cel_General_30	Cel_General_30	Cel_General_30_Battle	Cel_General_30	chainmail	sword	wood	Cel_General_politician_30
Cel_General_31	Cel_General_31	Cel_General_31_Battle	Cel_General_31	chainmail	sword	wood	Cel_General_politician_31
Cel_General_32	Cel_General_32	Cel_General_32_Battle	Cel_General_32	chainmail	sword	wood	Cel_General_politician_32
Cel_General_33	Cel_General_33	Cel_General_33_Battle	Cel_General_33	chainmail	sword	wood	Cel_General_politician_33
Cel_General_34	Cel_General_34	Cel_General_34_Battle	Cel_General_34	chainmail	sword	wood	Cel_General_politician_34
Cel_General_35	Cel_General_35	Cel_General_35_Battle	Cel_General_35	chainmail	sword	wood	Cel_General_politician_35
Cel_General_36	Cel_General_36	Cel_General_36_Battle	Cel_General_36	chainmail	sword	wood	Cel_General_politician_36
Cel_General_37	Cel_General_37	Cel_General_37_Battle	Cel_General_37	chainmail	sword	wood	Cel_General_politician_37
Cel_General_38	Cel_General_38	Cel_General_38_Battle	Cel_General_38	chainmail	sword	wood	Cel_General_politician_38
Cel_General_39	Cel_General_39	Cel_General_39_Battle	Cel_General_39	chainmail	sword	wood	Cel_General_politician_39
Cel_General_40	Cel_General_40	Cel_General_40_Battle	Cel_General_40	chainmail	sword	wood	Cel_General_politician_40
Dac_General_01	Dac_General_01	Dac_General_01_Battle	Dac_General_01	chainmail	sword	wood	Dac_General_politician_01
Dac_General_02	Dac_General_02	Dac_General_02_Battle	Dac_General_02	chainmail	sword	wood	Dac_General_politician_02
Dac_General_03	Dac_General_03	Dac_General_03_Battle	Dac_General_03	chainmail	sword	wood	Dac_General_politician_03
Dac_General_04	Dac_General_04	Dac_General_04_Battle	Dac_General_04	chainmail	sword	wood	Dac_General_politician_04
Dac_General_05	Dac_General_05	Dac_General_05_Battle	Dac_General_05	chainmail	sword	wood	Dac_General_politician_05
Dac_General_06	Dac_General_06	Dac_General_06_Battle	Dac_General_06	chainmail	sword	wood	Dac_General_politician_06
Dac_General_07	Dac_General_07	Dac_General_07_Battle	Dac_General_07	chainmail	sword	wood	Dac_General_politician_07
Dac_General_08	Dac_General_08	Dac_General_08_Battle	Dac_General_08	chainmail	sword	wood	Dac_General_politician_08
Dac_General_09	Dac_General_09	Dac_General_09_Battle	Dac_General_09	chainmail	sword	wood	Dac_General_politician_09
Dac_General_10	Dac_General_10	Dac_General_10_Battle	Dac_General_10	chainmail	sword	wood	Dac_General_politician_10
Eas_General_01	Eas_General_01	Eas_General_01_Battle	Eas_General_01	chainmail	sword	wood	Eas_General_politician_01
Eas_General_02	Eas_General_02	Eas_General_02_Battle	Eas_General_02	chainmail	sword	wood	Eas_General_politician_02
Eas_General_03	Eas_General_03	Eas_General_03_Battle	Eas_General_03	chainmail	sword	wood	Eas_General_politician_03
Eas_General_04	Eas_General_04	Eas_General_04_Battle	Eas_General_04	chainmail	sword	wood	Eas_General_politician_04
Eas_General_05	Eas_General_05	Eas_General_05_Battle	Eas_General_05	chainmail	sword	wood	Eas_General_politician_05
Eas_General_06	Eas_General_06	Eas_General_06_Battle	Eas_General_06	chainmail	sword	wood	Eas_General_politician_06
Eas_General_07	Eas_General_07	Eas_General_07_Battle	Eas_General_07	chainmail	sword	wood	Eas_General_politician_07
Eas_General_08	Eas_General_08	Eas_General_08_Battle	Eas_General_08	chainmail	sword	wood	Eas_General_politician_08
Eas_General_09	Eas_General_09	Eas_General_09_Battle	Eas_General_09	chainmail	sword	wood	Eas_General_politician_09
Eas_General_10	Eas_General_10	Eas_General_10_Battle	Eas_General_10	chainmail	sword	wood	Eas_General_politician_10
Eas_General_11	Eas_General_11	Eas_General_11_Battle	Eas_General_11	chainmail	sword	wood	Eas_General_politician_11
Eas_General_12	Eas_General_12	Eas_General_12_Battle	Eas_General_12	chainmail	sword	wood	Eas_General_politician_12
Eas_General_13	Eas_General_13	Eas_General_13_Battle	Eas_General_13	chainmail	sword	wood	Eas_General_politician_13
Eas_General_14	Eas_General_14	Eas_General_14_Battle	Eas_General_14	chainmail	sword	wood	Eas_General_politician_14
Eas_General_15	Eas_General_15	Eas_General_15_Battle	Eas_General_15	chainmail	sword	wood	Eas_General_politician_15
Eas_General_16	Eas_General_16	Eas_General_16_Battle	Eas_General_16	chainmail	sword	wood	Eas_General_politician_16
Eas_General_17	Eas_General_17	Eas_General_17_Battle	Eas_General_17	chainmail	sword	wood	Eas_General_politician_17
Eas_General_18	Eas_General_18	Eas_General_18_Battle	Eas_General_18	chainmail	sword	wood	Eas_General_politician_18
Eas_General_19	Eas_General_19	Eas_General_19_Battle	Eas_General_19	chainmail	sword	wood	Eas_General_politician_19
Eas_General_20	Eas_General_20	Eas_General_20_Battle	Eas_General_20	chainmail	sword	wood	Eas_General_politician_20
