effect	bonus_value_id
rom_force_campaign_mod_recruitment_cost_mercenary	mercenary_cost_mod
rom_force_campaign_mod_reinforcement_range	reinforcement_radius_bonus
rom_force_campaign_mod_replenishment_rate	replenishment_percentage_bonus
rom_force_campaign_mod_upkeep_land	upkeep_cost_mod_land_all
rom_force_campaign_mod_upkeep_naval	upkeep_cost_mod_naval_all
rom_force_enemy_unit_mod_morale	morale_non_stacking
rom_force_stance_AP_cost	stance_ap_cost_refundable_on_off
rom_force_stance_AP_cost	stance_ap_percentage_cost
rom_force_unit_mod_ammunition	ammo_mod
rom_force_unit_mod_armour	armour_mod
rom_force_unit_mod_charge_bonus	charge_bonus_for_land_units
rom_force_unit_mod_melee_attack	melee_attack_mod
rom_force_unit_mod_melee_defence	melee_defence_mod
rom_force_unit_mod_melee_defence	shield_defence_mod
rom_force_unit_mod_missile_rate	mod_reload_land
rom_force_unit_mod_missile_rate	mod_reload_naval
rom_force_unit_mod_morale	morale
rom_general_add_construction_time	province_construction_add_build_time
rom_general_bodyguard_mod_accuracy	commanding_accuracy_mod
rom_general_bodyguard_mod_armour	commanding_armour_mod
rom_general_bodyguard_mod_charge	charge_bonus_for_commanding_land_units
rom_general_bodyguard_mod_melee_attack	commanding_melee_attack_mod
rom_general_bodyguard_mod_melee_defence	commanding_melee_defence_mod
rom_general_bodyguard_mod_melee_defence	commanding_shield_defence_mod
rom_general_bodyguard_mod_morale	commanding_morale
rom_general_force_enable_night_battles	can_fight_night_battles
rom_general_force_enable_night_battles	can_fight_night_battles_naval
rom_general_force_mod_campaign_spotting_chance	passive_detection
rom_general_force_mod_resistance_to_occupation	region_resistance_modifier
rom_general_force_mod_siege_attack_attrition	attrition_mod_besieging
rom_general_force_mod_siege_attack_holdout_time	siege_time_reduction_for_attacker
rom_general_force_mod_siege_defence_attrition	attrition_mod_besieged
rom_general_force_mod_siege_defence_holdout_time	siege_time_mod
rom_general_force_mod_slave_capture	captives_taken_mod
rom_general_local_mod_build_convert_costs	building_conversion_cost_mod
rom_general_local_mod_construction_costs	building_conversion_cost_mod
rom_general_local_mod_construction_costs	building_cost_mod
rom_general_local_mod_happiness	province_public_order_happiness_character_factor
rom_general_local_mod_mercenary_pool_replenishment	faction_mercenary_pool_replenishment_mod
rom_general_local_mod_repression	province_public_order_happiness_military_activity_factor
rom_hidden_walls_15m	garrison_walls_15m
rom_hidden_walls_8m	garrison_walls_8m
rom_payload_food	food_production_events
rom_payload_political_power_change	faction_power_for_primary_party_per_turn
rom_plague_stop_force_replenishment	replenishment_percentage_bonus
rom_province_growth_province_effects	province_development_growth_added_province
rom_province_growth_taxes	province_development_growth_added_taxes
rom_province_initiative_barbarian_migration_base_growth_mod	province_development_growth_added_province
rom_province_initiative_barbarian_migration_base_recruitment_cost_land_mod	recruitment_mod_cost_land_all
rom_province_initiative_barbarian_tribute_base_public_order	province_public_order_happiness_events_factor
rom_province_initiative_barbarian_tribute_base_taxrate	tax_bonus_building
rom_province_initiative_eastern_conscripts_base_recruitment_cost_land_mod	recruitment_mod_cost_land_all
rom_province_initiative_eastern_conscripts_base_recruitment_points_land	recruitment_points
rom_province_initiative_festival_base_food_production	food_production_edicts
rom_province_initiative_festival_base_gdp_agriculture_mod	gdp_mod_animal_husbandry
rom_province_initiative_festival_base_gdp_agriculture_mod	gdp_mod_farming
rom_province_initiative_festival_base_gdp_entertainment_mod	gdp_mod_entertainment
rom_province_initiative_festival_base_gdp_entertainment_mod	gdp_mod_learning
rom_province_initiative_festival_base_gdp_industry_mod	gdp_mod_manufacture
rom_province_initiative_festival_base_gdp_trade_mod	gdp_mod_local_trade
rom_province_initiative_festival_base_gdp_trade_mod	gdp_mod_sea_trade
rom_province_initiative_festival_base_growth_mod	province_development_growth_added_province
rom_province_initiative_festival_base_happiness_entertainment	province_public_order_happiness_events_factor
rom_province_initiative_festival_base_happiness_religion	province_public_order_happiness_events_factor
rom_province_initiative_festival_base_recruitment_cost_all_mod	recruitment_mod_cost_land_all
rom_province_initiative_festival_base_recruitment_cost_all_mod	recruitment_mod_cost_naval_all
rom_province_initiative_festival_base_recruitment_cost_land_mod	recruitment_mod_cost_land_all
rom_province_initiative_festival_base_recruitment_cost_naval_mod	recruitment_mod_cost_naval_all
rom_province_initiative_festival_base_recruitment_points_land	recruitment_points
rom_province_initiative_festival_base_recruitment_points_naval	naval_recruitment_points
rom_province_initiative_hellenic_liturgies_base_construction_cost_mod	building_conversion_cost_mod
rom_province_initiative_hellenic_liturgies_base_construction_cost_mod	building_cost_mod
rom_province_initiative_hellenic_liturgies_base_recruitment_cost_land_mod	recruitment_mod_cost_land_all
rom_province_initiative_hellenic_liturgies_base_recruitment_cost_naval_mod	recruitment_mod_cost_naval_all
rom_province_initiative_mercenaries_base_merc_recruitment_cost_mod	mercenary_cost_mod
rom_province_initiative_non_barbarian_taxes_base_public_order	province_public_order_happiness_events_factor
rom_province_initiative_non_barbarian_taxes_base_taxrate	tax_bonus_building
rom_province_initiative_political_party_loyalty	political_party_loyalty_provincial_initiative
rom_province_initiative_roman_romanisation_base_cultural_conversion	state_religion_conversion_bonus
rom_province_initiative_trade_base_food	food_production_edicts
rom_province_initiative_trade_base_gdp_manufacture_mod	gdp_mod_manufacture
rom_province_initiative_trade_base_gdp_slave_mod	tax_bonus_slaves_mod
rom_province_initiative_trade_base_gdp_trade_mod	gdp_mod_local_trade
rom_province_initiative_trade_base_gdp_trade_mod	gdp_mod_sea_trade
rom_province_initiative_trade_base_growth_mod	province_development_growth_added_province
rom_province_initiative_trade_base_happiness	province_public_order_happiness_events_factor
rom_province_initiative_trade_base_slave_decrease_mod	slave_point_reduction_per_turn_mod
rom_province_initiative_trade_base_slave_unrest	region_slaves_unhappiness_mod
rom_province_mercenary_province_pool_replenishment_mod	mercenary_province_pool_replenishment_mod
rom_province_mercenary_province_unit_exp_bonus	mercenary_province_unit_exp_bonus
rom_region_line_of_sight_extension	region_line_of_sight_bonus
rom_region_line_of_sight_hidden	region_line_of_sight_bonus
rom_slave_decrease	slave_point_reduction_per_turn_mod
rom_slave_increase	slave_point_reduction_per_turn_mod
rom_tech_civil_agriculture_farm_income_mod	gdp_mod_farming
rom_tech_civil_economy_administration_cost_mod	admin_cost_mod
rom_tech_civil_economy_agriculture_gdp_mod	gdp_mod_animal_husbandry
rom_tech_civil_economy_agriculture_gdp_mod	gdp_mod_farming
rom_tech_civil_economy_culture_gdp_mod	gdp_mod_entertainment
rom_tech_civil_economy_culture_gdp_mod	gdp_mod_learning
rom_tech_civil_economy_food_mod	food_production_technologies
rom_tech_civil_economy_growth_mod	province_development_growth_added_technology
rom_tech_civil_economy_growth_region_mod	province_development_growth_added_tech_per_region_in_province
rom_tech_civil_economy_industry_gdp_mod	gdp_mod_manufacture
rom_tech_civil_economy_industry_gdp_mod	gdp_mod_mining
rom_tech_civil_economy_subsistence_gdp_mod	gdp_mod_subsistence
rom_tech_civil_economy_tax_mod	tax_bonus_technology
rom_tech_civil_economy_trade_gdp_mod	gdp_mod_land_trade
rom_tech_civil_economy_trade_gdp_mod	gdp_mod_local_trade
rom_tech_civil_economy_trade_gdp_mod	gdp_mod_sea_trade
rom_tech_civil_economy_trade_mod	trade_income_mod
rom_tech_civil_philosophy_conversion_mod	state_conversion_from_technology
rom_tech_civil_philosophy_happiness_mod	province_public_order_happiness_technology_factor
rom_tech_civil_philosophy_political_action_cost_mod	political_action_money_cost_mod
rom_tech_civil_philosophy_political_action_power_cost_mod	political_action_power_cost_mod
rom_tech_civil_philosophy_political_political_event_mod	political_event_chance_mod_overall
rom_tech_civil_philosophy_political_power_high_mod	faction_power_for_primary_party_per_turn
rom_tech_civil_philosophy_political_power_medium_mod	faction_power_for_primary_party_per_turn
rom_tech_civil_philosophy_political_power_mod	faction_power_for_primary_party_per_turn
rom_tech_engineering_construction_building_cost_mod	building_conversion_cost_mod
rom_tech_engineering_construction_building_cost_mod	building_cost_mod
rom_tech_engineering_construction_mine_income_mod	gdp_mod_mining
rom_tech_engineering_siege_defence_attrition_mod	attrition_mod_besieged
rom_tech_engineering_siege_defence_time_mod	siege_time_mod
rom_tech_engineering_siege_offence_attrition_mod	attrition_mod_besieging
rom_tech_engineering_siege_offence_time_mod	siege_time_reduction_for_attacker
rom_tech_engineering_siege_siege_tower_armour_mod	siege_equipment_hit_points_mod
rom_tech_engineering_siege_tower_accuracy_mod	tower_damage_mod
rom_tech_engineering_siege_tower_reload_mod	tower_reload_mod
rom_tech_engineering_siege_unlock_boiling_oil	settlement_boiling_oil_enabled
rom_tech_military_management_ammunition_mod	ammo_mod
rom_tech_military_management_army_action_points	mod_land_movement_campaign
rom_tech_military_management_mercenary_cost	faction_mercenary_pool_cost_mod
rom_tech_military_management_recruitment_mod	recruitment_points
rom_tech_military_management_recruitment_navy_mod	naval_recruitment_points
rom_tech_military_management_replenishment	replenishment_percentage_bonus
rom_tech_military_management_ship_cost_mod	recruitment_mod_cost_naval_all
rom_tech_military_management_unit_armour_mod	armour_mod
rom_tech_military_management_unit_attack_skill_mod	melee_attack_mod
rom_tech_military_management_unit_cost_mod	recruitment_mod_cost_land_all
rom_tech_military_management_unit_defence_skill_mod	melee_defence_mod
rom_tech_military_management_unit_defence_skill_mod	shield_defence_mod
rom_tech_military_management_upkeep_mod	upkeep_cost_mod_land_all
rom_tech_military_navy_battle_speed_mod	mod_ship_movement_battle
rom_tech_military_navy_battle_turn_mod	mod_ship_movement_battle
rom_tech_military_navy_navy_action_points	mod_ship_movement_campaign
rom_tech_military_navy_ship_repair_mod	ship_repair_increase
rom_tech_military_navy_upkeep_mod	upkeep_cost_mod_naval_all
rom_tech_military_tactics_charge_mod	charge_bonus_for_land_units
rom_tech_military_tactics_defence_mod	melee_defence_mod
rom_tech_military_tactics_defence_mod	shield_defence_mod
rom_tech_military_tactics_morale_mod	morale
rom_tech_military_tactics_ship_armour_mod	ship_hit_point_mod
rom_tech_module_civil_agriculture	food_production_technologies
rom_tech_module_civil_economy	admin_cost_mod
rom_tech_module_civil_philosophy	admin_cost_mod
rom_tech_module_engineering_construction	building_conversion_cost_mod
rom_tech_module_engineering_construction	building_cost_mod
rom_tech_module_military_management	replenishment_percentage_bonus
rom_tech_module_military_tactics	mod_land_movement_campaign
rom_tech_module_military_tactics	mod_ship_movement_campaign
subject_gdp	gdp_mod_all
subject_happiness	province_public_order_happiness_events_factor
test_capital_region_scope	recruitment_points
test_home_province_scope	recruitment_points
