id	mission_key	payload_key	status_key	value
373	senate_epi_recapture_apollonia	rom_payload_war_fervour	SUCCESS	DURATION[4];GLOBAL
379	senate_ice_recapture_camulodunon	rom_payload_war_fervour	SUCCESS	DURATION[4];GLOBAL
381	senate_mac_recapture_pella	rom_payload_war_fervour	SUCCESS	DURATION[4];GLOBAL
391	senate_par_recapture_nisa	rom_payload_war_fervour	SUCCESS	DURATION[4];GLOBAL
392	senate_pon_recapture_amaseia	rom_payload_war_fervour	SUCCESS	DURATION[4];GLOBAL
398	senate_rom_recapture_rome	rom_payload_war_fervour	SUCCESS	DURATION[4];GLOBAL
408	senate_spa_recapture_sparta	rom_payload_war_fervour	SUCCESS	DURATION[4];GLOBAL
417	senate_sue_recapture_lupfurdum	rom_payload_war_fervour	SUCCESS	DURATION[4];GLOBAL
418	senate_arv_defend_nemossos	TREASURY	SUCCESS	AMOUNT[500]
428	senate_ath_defend_athens	TREASURY	SUCCESS	AMOUNT[500]
431	senate_car_defend_carthage	TREASURY	SUCCESS	AMOUNT[500]
438	senate_egy_defend_alexandria	TREASURY	SUCCESS	AMOUNT[500]
439	senate_epi_defend_apollonia	TREASURY	SUCCESS	AMOUNT[500]
448	senate_ice_defend_camulodunon	TREASURY	SUCCESS	AMOUNT[500]
456	senate_mac_defend_pella	TREASURY	SUCCESS	AMOUNT[500]
458	senate_par_defend_nisa	TREASURY	SUCCESS	AMOUNT[500]
459	senate_pon_defend_amaseia	TREASURY	SUCCESS	AMOUNT[500]
46	senate_mac_recruit_champion	rom_payload_agent_champion_success	SUCCESS	DURATION[6];GLOBAL
468	senate_rom_defend_rome	TREASURY	SUCCESS	AMOUNT[500]
473	senate_spa_defend_sparta	TREASURY	SUCCESS	AMOUNT[500]
474	senate_sue_defend_lupfurdum	TREASURY	SUCCESS	AMOUNT[500]
481	senate_arv_defend_nemossos	rom_payload_inspired_endeavours_global	SUCCESS	DURATION[4];GLOBAL
491	senate_ath_defend_athens	rom_payload_inspired_endeavours_global	SUCCESS	DURATION[4];GLOBAL
501	senate_car_defend_carthage	rom_payload_inspired_endeavours_global	SUCCESS	DURATION[4];GLOBAL
502	senate_egy_defend_alexandria	rom_payload_inspired_endeavours_global	SUCCESS	DURATION[4];GLOBAL
505	senate_epi_defend_apollonia	rom_payload_inspired_endeavours_global	SUCCESS	DURATION[4];GLOBAL
509	senate_ice_defend_camulodunon	rom_payload_inspired_endeavours_global	SUCCESS	DURATION[4];GLOBAL
51	senate_par_recruit_champion	rom_payload_agent_champion_success	SUCCESS	DURATION[6];GLOBAL
517	senate_mac_defend_pella	rom_payload_inspired_endeavours_global	SUCCESS	DURATION[4];GLOBAL
522	senate_par_defend_nisa	rom_payload_inspired_endeavours_global	SUCCESS	DURATION[4];GLOBAL
525	senate_pon_defend_amaseia	rom_payload_inspired_endeavours_global	SUCCESS	DURATION[4];GLOBAL
53	senate_pon_recruit_champion	rom_payload_agent_champion_success	SUCCESS	DURATION[6];GLOBAL
534	senate_rom_defend_rome	rom_payload_inspired_endeavours_global	SUCCESS	DURATION[4];GLOBAL
539	senate_spa_defend_sparta	rom_payload_inspired_endeavours_global	SUCCESS	DURATION[4];GLOBAL
543	senate_sue_defend_lupfurdum	rom_payload_inspired_endeavours_global	SUCCESS	DURATION[4];GLOBAL
549	senate_bar_research_civil_construction	rom_payload_public_works_global	SUCCESS	DURATION[4];GLOBAL
554	senate_bar_research_civil_economy	rom_payload_prosperity_global	SUCCESS	DURATION[4];GLOBAL
556	senate_bar_research_civil_philosophy	rom_payload_culture_understanding	SUCCESS	DURATION[4];GLOBAL
560	senate_eas_research_civil_construction	rom_payload_public_works_global	SUCCESS	DURATION[4];GLOBAL
568	senate_eas_research_civil_economy	rom_payload_prosperity_global	SUCCESS	DURATION[4];GLOBAL
577	senate_eas_research_civil_philosophy	rom_payload_culture_understanding	SUCCESS	DURATION[4];GLOBAL
584	senate_med_research_civil_construction	rom_payload_public_works_global	SUCCESS	DURATION[4];GLOBAL
593	senate_med_research_civil_economy	rom_payload_prosperity_global	SUCCESS	DURATION[4];GLOBAL
598	senate_med_research_civil_philosophy	rom_payload_culture_understanding	SUCCESS	DURATION[4];GLOBAL
606	senate_rom_research_civil_construction	rom_payload_public_works_global	SUCCESS	DURATION[4];GLOBAL
614	senate_rom_research_civil_economy	rom_payload_prosperity_global	SUCCESS	DURATION[4];GLOBAL
620	senate_rom_research_civil_philosophy	rom_payload_culture_understanding	SUCCESS	DURATION[4];GLOBAL
629	diplomatic_bar_attack_army_1	TREASURY	SUCCESS	AMOUNT[500]
63	senate_rom_recruit_champion	rom_payload_agent_champion_success	SUCCESS	DURATION[6];GLOBAL
634	diplomatic_bar_attack_army_2	TREASURY	SUCCESS	AMOUNT[500]
639	diplomatic_bar_attack_army_3	TREASURY	SUCCESS	AMOUNT[500]
64	senate_spa_recruit_champion	rom_payload_agent_champion_success	SUCCESS	DURATION[6];GLOBAL
646	diplomatic_bar_attack_in_defence_army_1	TREASURY	SUCCESS	AMOUNT[500]
656	diplomatic_bar_attack_in_defence_army_2	TREASURY	SUCCESS	AMOUNT[500]
660	diplomatic_bar_attack_in_defence_army_3	TREASURY	SUCCESS	AMOUNT[500]
663	diplomatic_bar_attack_in_defence_army_4	TREASURY	SUCCESS	AMOUNT[500]
670	diplomatic_bar_attack_in_defence_navy_1	TREASURY	SUCCESS	AMOUNT[500]
674	diplomatic_bar_attack_in_defence_navy_2	TREASURY	SUCCESS	AMOUNT[500]
684	diplomatic_bar_attack_navy_1	TREASURY	SUCCESS	AMOUNT[500]
692	diplomatic_bar_attack_navy_2	TREASURY	SUCCESS	AMOUNT[500]
700	diplomatic_bar_attack_settlement_landlocked_1	TREASURY	SUCCESS	AMOUNT[500]
707	diplomatic_bar_attack_settlement_landlocked_2	TREASURY	SUCCESS	AMOUNT[500]
71	senate_bri_recruit_dignitary	rom_payload_agent_dignitary_success	SUCCESS	DURATION[6];GLOBAL
717	diplomatic_bar_attack_settlement_landlocked_3	TREASURY	SUCCESS	AMOUNT[500]
720	diplomatic_bar_attack_settlement_port_1	TREASURY	SUCCESS	AMOUNT[500]
724	diplomatic_bar_attack_settlement_port_2	TREASURY	SUCCESS	AMOUNT[500]
732	diplomatic_bar_attack_trade_route_raider_1	TREASURY	SUCCESS	AMOUNT[500]
737	diplomatic_bar_attack_trade_route_raider_2	TREASURY	SUCCESS	AMOUNT[500]
74	senate_car_recruit_dignitary	rom_payload_agent_dignitary_success	SUCCESS	DURATION[6];GLOBAL
745	diplomatic_bar_kill_character_female_1	TREASURY	SUCCESS	AMOUNT[500]
748	diplomatic_bar_kill_character_female_2	TREASURY	SUCCESS	AMOUNT[500]
749	diplomatic_bar_kill_character_male_1	TREASURY	SUCCESS	AMOUNT[500]
756	diplomatic_bar_kill_character_male_2	TREASURY	SUCCESS	AMOUNT[500]
757	diplomatic_bar_raid_trade_route_faction_1	TREASURY	SUCCESS	AMOUNT[500]
759	diplomatic_bar_raid_trade_route_faction_2	TREASURY	SUCCESS	AMOUNT[500]
762	diplomatic_bar_raid_trade_route_province_1	TREASURY	SUCCESS	AMOUNT[500]
765	diplomatic_bar_raid_trade_route_province_2	TREASURY	SUCCESS	AMOUNT[500]
774	diplomatic_eas_attack_army_1	TREASURY	SUCCESS	AMOUNT[500]
781	diplomatic_eas_attack_army_2	TREASURY	SUCCESS	AMOUNT[500]
784	diplomatic_eas_attack_army_3	TREASURY	SUCCESS	AMOUNT[500]
790	diplomatic_eas_attack_in_defence_army_1	TREASURY	SUCCESS	AMOUNT[500]
791	diplomatic_eas_attack_in_defence_army_2	TREASURY	SUCCESS	AMOUNT[500]
796	diplomatic_eas_attack_in_defence_army_3	TREASURY	SUCCESS	AMOUNT[500]
800	diplomatic_eas_attack_in_defence_army_4	TREASURY	SUCCESS	AMOUNT[500]
804	diplomatic_eas_attack_in_defence_army_5	TREASURY	SUCCESS	AMOUNT[500]
807	diplomatic_eas_attack_in_defence_navy_1	TREASURY	SUCCESS	AMOUNT[500]
808	diplomatic_eas_attack_in_defence_navy_2	TREASURY	SUCCESS	AMOUNT[500]
815	diplomatic_eas_attack_in_defence_navy_3	TREASURY	SUCCESS	AMOUNT[500]
820	diplomatic_eas_attack_in_defence_navy_4	TREASURY	SUCCESS	AMOUNT[500]
826	diplomatic_eas_attack_in_defence_navy_5	TREASURY	SUCCESS	AMOUNT[500]
835	diplomatic_eas_attack_navy_1	TREASURY	SUCCESS	AMOUNT[500]
84	senate_egy_recruit_dignitary	rom_payload_agent_dignitary_success	SUCCESS	DURATION[6];GLOBAL
844	diplomatic_eas_attack_navy_2	TREASURY	SUCCESS	AMOUNT[500]
85	senate_gal_recruit_dignitary	rom_payload_agent_dignitary_success	SUCCESS	DURATION[6];GLOBAL
854	diplomatic_eas_attack_settlement_landlocked_1	TREASURY	SUCCESS	AMOUNT[500]
856	diplomatic_eas_attack_settlement_landlocked_2	TREASURY	SUCCESS	AMOUNT[500]
86	senate_ger_recruit_dignitary	rom_payload_agent_dignitary_success	SUCCESS	DURATION[6];GLOBAL
863	diplomatic_eas_attack_settlement_landlocked_3	TREASURY	SUCCESS	AMOUNT[500]
865	diplomatic_eas_attack_settlement_port_1	TREASURY	SUCCESS	AMOUNT[500]
868	diplomatic_eas_attack_settlement_port_2	TREASURY	SUCCESS	AMOUNT[500]
870	diplomatic_eas_attack_settlement_port_3	TREASURY	SUCCESS	AMOUNT[500]
876	diplomatic_eas_attack_settlement_port_4	TREASURY	SUCCESS	AMOUNT[500]
880	diplomatic_eas_attack_trade_route_raider_1	TREASURY	SUCCESS	AMOUNT[500]
886	diplomatic_eas_attack_trade_route_raider_2	TREASURY	SUCCESS	AMOUNT[500]
889	diplomatic_eas_kill_character_female_1	TREASURY	SUCCESS	AMOUNT[500]
898	diplomatic_eas_kill_character_female_2	TREASURY	SUCCESS	AMOUNT[500]
899	diplomatic_eas_kill_character_female_3	TREASURY	SUCCESS	AMOUNT[500]
90	senate_hel_recruit_dignitary	rom_payload_agent_dignitary_success	SUCCESS	DURATION[6];GLOBAL
903	diplomatic_eas_kill_character_male_1	TREASURY	SUCCESS	AMOUNT[500]
905	diplomatic_eas_kill_character_male_2	TREASURY	SUCCESS	AMOUNT[500]
906	diplomatic_eas_kill_character_male_3	TREASURY	SUCCESS	AMOUNT[500]
913	diplomatic_eas_raid_trade_route_faction_1	TREASURY	SUCCESS	AMOUNT[500]
914	diplomatic_eas_raid_trade_route_faction_2	TREASURY	SUCCESS	AMOUNT[500]
921	diplomatic_eas_raid_trade_route_province_1	TREASURY	SUCCESS	AMOUNT[500]
926	diplomatic_eas_raid_trade_route_province_2	TREASURY	SUCCESS	AMOUNT[500]
933	diplomatic_egy_attack_army_1	TREASURY	SUCCESS	AMOUNT[500]
934	diplomatic_egy_attack_army_2	TREASURY	SUCCESS	AMOUNT[500]
94	senate_mac_recruit_dignitary	rom_payload_agent_dignitary_success	SUCCESS	DURATION[6];GLOBAL
943	diplomatic_egy_attack_army_3	TREASURY	SUCCESS	AMOUNT[500]
948	diplomatic_egy_attack_army_4	TREASURY	SUCCESS	AMOUNT[500]
952	diplomatic_egy_attack_in_defence_army_1	TREASURY	SUCCESS	AMOUNT[500]
956	diplomatic_egy_attack_in_defence_army_2	TREASURY	SUCCESS	AMOUNT[500]
959	diplomatic_egy_attack_in_defence_army_3	TREASURY	SUCCESS	AMOUNT[500]
961	diplomatic_egy_attack_in_defence_army_4	TREASURY	SUCCESS	AMOUNT[500]
970	diplomatic_egy_attack_in_defence_navy_1	TREASURY	SUCCESS	AMOUNT[500]
976	diplomatic_egy_attack_in_defence_navy_2	TREASURY	SUCCESS	AMOUNT[500]
978	diplomatic_egy_attack_in_defence_navy_3	TREASURY	SUCCESS	AMOUNT[500]
980	diplomatic_egy_attack_in_defence_navy_4	TREASURY	SUCCESS	AMOUNT[500]
983	diplomatic_egy_attack_navy_1	TREASURY	SUCCESS	AMOUNT[500]
988	diplomatic_egy_attack_navy_2	TREASURY	SUCCESS	AMOUNT[500]
993	diplomatic_egy_attack_navy_3	TREASURY	SUCCESS	AMOUNT[500]
998	diplomatic_egy_attack_settlement_landlocked_1	TREASURY	SUCCESS	AMOUNT[500]
