key	is_sea	owner_bundle	unnamed colour group_1
rom_caucasia_iberia	false		002300
rom_celtica_aremorica	false	rom_wonder_karnag	002800
rom_celtica_lugdunensis	false		002D00
rom_celtica_lutetia	false		003200
rom_chorasmia_korasmia	false		003700
rom_chorasmia_transcaspia	false		003C00
rom_cilicia_cilicia	false		004100
rom_cilicia_cyprus	false		004600
rom_cilicia_pamphylia	false		004B00
rom_cisalpina_insubria	false		005000
rom_cisalpina_liguria	false		005500
rom_cisalpina_venetia	false		005A00
rom_corsica_et_sardinia_corsica	false		005F00
rom_corsica_et_sardinia_sardinia	false		006400
rom_dacia_bastarnia	false		006900
rom_dacia_dacia_inferior	false		006E00
rom_dacia_dacia_superior	false	rom_wonder_kogaionon	007300
rom_galatia_et_cappadocia_cappadocia	false	rom_wonder_mount_argaeus	007800
rom_galatia_et_cappadocia_commagene	false		007D00
rom_galatia_et_cappadocia_galatia	false		008200
rom_galatia_et_cappadocia_lycaonia	false		008700
rom_gedrosia_gedrosia	false		008C00
rom_gedrosia_rhambacia	false		009100
rom_germania_minor_germania_inferior	false		009600
rom_germania_minor_germania_superior	false		009B00
rom_hellas_attiki	false		00A000
rom_hellas_creta	false		00A500
rom_hellas_peloponnesos	false	rom_wonder_olympia	00AA00
rom_hercynia_hercynia_silva	false		00AF00
rom_hercynia_luna_silva	false		00B400
rom_illyria_dalmatia	false		00B900
rom_illyria_illyria	false		00BE00
rom_illyria_liburnia	false		00C300
rom_italia_etruria	false		00C800
rom_italia_latium	false	settlement_rome	00CD00
rom_italia_picenum	false		00D200
rom_italia_samnium	false	rom_wonder_mount_vesuvius	00D700
rom_libue_cyrenaica	false		00DC00
rom_libue_marmarica	false		00E100
rom_libue_oases	false		00E600
rom_libue_siwa	false	rom_wonder_oracle_amun_re	00EB00
rom_lusitania_celtica	false		00F000
rom_lusitania_lusitania	false		00F500
rom_macedonia_epeiros	false		00FA00
rom_macedonia_makedonia	false	settlement_pella	00FF00
rom_macedonia_thessalia	false	rom_wonder_mount_olympus	000005
rom_magna_germania_frisia	false		00000A
rom_magna_germania_silva_bacenis	false		00000F
rom_magna_germania_silva_nigra	false		000014
rom_magna_graecia_bruttium	false		000019
rom_magna_graecia_calabria	false		00001E
rom_magna_graecia_lilybaion	false		000023
rom_magna_graecia_sirako	false	rom_wonder_mount_etna	000028
rom_mauretania_atlas	false		00002D
rom_mauretania_gaetulia	false		000032
rom_mauretania_numidia	false		000037
rom_mauretania_tingitana	false	rom_wonder_pillars_hercules	00003C
rom_media_magna_atropatene	false		000041
rom_media_magna_media	false		000046
rom_media_magna_rhagau	false		00004B
rom_mesopotamia_athura	false		000050
rom_mesopotamia_babylonia	false	rom_wonder_babylon	000055
rom_mesopotamia_mesene	false		00005A
rom_mesopotamia_osroene	false		00005F
rom_nabataea_havilah	false		000064
rom_nabataea_iudaea	false		000069
rom_nabataea_jordan	false		00006E
rom_nabataea_lihyan	false		000073
rom_pannonia_pannonia_inferior	false		000078
rom_pannonia_pannonia_superior	false		00007D
rom_pannonia_transdanubia	false		000082
rom_parthia_astauene	false		000087
rom_parthia_hyrcania	false	rom_wonder_mount_damavand	00008C
rom_parthia_parthia	false		000091
rom_parthia_traxiane	false		000096
rom_persis_elam	false	rom_wonder_mount_behistun	00009B
rom_persis_lyan	false		0000A0
rom_persis_parsa	false	rom_wonder_necropolis_rostam	0000A5
rom_phazania_tidamensi	false		0000AA
rom_phazania_zinchecra	false		0000AF
rom_ponto_caspia_cimmeria	false		0000B4
rom_ponto_caspia_didoya	false		0000B9
rom_ponto_caspia_oium	false		0000BE
rom_ponto_caspia_zyx	false		0000C3
rom_provincia_narbonensis	false		0000C8
rom_provincia_transalpina	false		0000CD
rom_raetia_et_noricum_helvetia	false		0000D2
rom_raetia_et_noricum_noricum	false		0000D7
rom_raetia_et_noricum_raetia	false		0000DC
rom_riv_danuvius	true		0000E1
rom_riv_nilos	true		0000E6
rom_riv_rhenus	true		0000EB
rom_sarmatia_aestia	false		0000F0
rom_sarmatia_galicia	false		0000F5
rom_sarmatia_pripet	false		0000FA
rom_scythia_scythia	false		0000FF
rom_scythia_turan	false		050500
rom_scythia_usturt	false		0A0A00
rom_sea_lake	true		0F0F00
rom_sea_mare_adriaticum	true		141400
rom_sea_mare_aegaeum	true		191900
rom_sea_mare_aegyptum	true		1E1E00
rom_sea_mare_africum	true		232300
rom_sea_mare_carpathium	true		282800
rom_sea_mare_caspium	true		2D2D00
rom_sea_mare_hibernicum	true		323200
rom_sea_mare_hispanum	true		373700
rom_sea_mare_ibericum	true		3C3C00
rom_sea_mare_indicum	true		414100
rom_sea_mare_internum	true		464600
rom_sea_mare_ionium	true		4B4B00
rom_sea_mare_phoenicum	true		505000
rom_sea_mare_suevicum	true		555500
rom_sea_mare_tyrrhenum	true		5A5A00
rom_sea_oceanus_atlanticus	true		5F5F00
rom_sea_oceanus_britannicus	true		646400
rom_sea_oceanus_gallicus	true		696900
rom_sea_oceanus_germanicus	true		6E6E00
rom_sea_pontus_cimmerius	true		737300
rom_sea_pontus_euxinus	true		787800
rom_sea_pontus_thracius	true		7D7D00
rom_sea_sinus_aquitanus	true		828200
rom_sea_sinus_arabicus	true		878700
rom_sea_sinus_gallicus	true		8C8C00
rom_sea_sinus_persicus	true		919100
rom_sea_syrtis	true		969600
rom_silesia_leda	false		9B9B00
rom_silesia_silesia	false		A0A000
rom_suebia_bomeranorum	false		A5A500
rom_suebia_cimbria	false		AAAA00
rom_suebia_lusatia	false		AFAF00
rom_suebia_rugia	false		B4B400
rom_syria_aram	false		B9B900
rom_syria_eremos_syria	false		BEBE00
rom_syria_phonecia	false		C3C300
rom_syria_syria	false	settlement_antioch	C8C800
rom_tarraconensis_callaecia	false		CDCD00
rom_tarraconensis_cantabria	false		D2D200
rom_tarraconensis_tarraconensis	false		D7D700
rom_terra_incognita	false		DCDC00
rom_thracia_byzantion	false		E1E100
rom_thracia_dardania	false		E6E600
rom_thracia_moesia	false		EBEB00
rom_thracia_thracia	false	rom_wonder_sanctuary_great_gods	F0F000
rom_transoxania_kangju	false		F5F500
rom_transoxania_sodgiana	false		FAFA00
