event	optional_campaign_key	culture	optional_subculture	text	image	icon	sound_event
agent_their_spy_steal_character_subterfuge_success		rom_Eastern		roman_agent_their_any_steal_character_subterfuge_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_spy_steal_character_subterfuge_success		rom_Hellenistic		roman_agent_their_any_steal_character_subterfuge_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_spy_steal_character_subterfuge_success		rom_Roman		roman_agent_their_any_steal_character_subterfuge_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_spy_steal_character_zeal_stop		rom_Barbarian		roman_agent_their_any_steal_character_zeal_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_spy_steal_character_zeal_stop		rom_Eastern		roman_agent_their_any_steal_character_zeal_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_spy_steal_character_zeal_stop		rom_Hellenistic		roman_agent_their_any_steal_character_zeal_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_spy_steal_character_zeal_stop		rom_Roman		roman_agent_their_any_steal_character_zeal_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_spy_steal_character_zeal_success		rom_Barbarian		roman_agent_their_any_steal_character_zeal_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_spy_steal_character_zeal_success		rom_Eastern		roman_agent_their_any_steal_character_zeal_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_spy_steal_character_zeal_success		rom_Hellenistic		roman_agent_their_any_steal_character_zeal_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_spy_steal_character_zeal_success		rom_Roman		roman_agent_their_any_steal_character_zeal_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_theirs_spy_steal_character_fail		rom_Barbarian		roman_agent_theirs_spy_steal_character_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_theirs_spy_steal_character_fail		rom_Eastern		roman_agent_theirs_spy_steal_character_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_theirs_spy_steal_character_fail		rom_Hellenistic		roman_agent_theirs_spy_steal_character_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_theirs_spy_steal_character_fail		rom_Roman		roman_agent_theirs_spy_steal_character_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_theirs_spy_steal_character_success		rom_Barbarian		roman_agent_their_spy_steal_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_theirs_spy_steal_character_success		rom_Eastern		roman_agent_their_spy_steal_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_theirs_spy_steal_character_success		rom_Hellenistic		roman_agent_their_spy_steal_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_theirs_spy_steal_character_success		rom_Roman		roman_agent_their_spy_steal_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_wounded_female		rom_Barbarian		roman_agent_wounded_female	barb_female_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_wounded_female		rom_Barbarian	sc_rom_barb_east	roman_agent_wounded_female	nomad_female_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_wounded_female		rom_Eastern		roman_agent_wounded_female	east_female_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_wounded_female		rom_Hellenistic		roman_agent_wounded_female	greek_female_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_wounded_female		rom_Roman		roman_agent_wounded_female	rom_female_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_wounded_theirs		rom_Barbarian		roman_agent_wounded_theirs	barb_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_positive
agent_wounded_theirs		rom_Barbarian	sc_rom_barb_east	roman_agent_wounded_theirs	nomad_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_positive
agent_wounded_theirs		rom_Eastern		roman_agent_wounded_theirs	east_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_positive
agent_wounded_theirs		rom_Hellenistic		roman_agent_wounded_theirs	greek_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_positive
agent_wounded_theirs		rom_Roman		roman_agent_wounded_theirs	rom_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_positive
agent_wounded		rom_Barbarian		roman_agent_wounded	barb_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_wounded		rom_Barbarian	sc_rom_barb_east	roman_agent_wounded	nomad_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_wounded		rom_Eastern		roman_agent_wounded	east_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_wounded		rom_Hellenistic		roman_agent_wounded	greek_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_wounded		rom_Roman		roman_agent_wounded	rom_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_your_any_kill_character_fail		rom_Barbarian		roman_agent_your_any_kill_character_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_your_any_kill_character_fail		rom_Eastern		roman_agent_your_any_kill_character_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_your_any_kill_character_fail		rom_Hellenistic		roman_agent_your_any_kill_character_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_your_any_kill_character_fail		rom_Roman		roman_agent_your_any_kill_character_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_your_any_kill_character_success		rom_Barbarian		roman_agent_your_any_kill_character_success	barb_male_agent_killed.png	rom_event_death.png	campaign_ui_message_positive
agent_your_any_kill_character_success		rom_Barbarian	sc_rom_barb_east	roman_agent_your_any_kill_character_success	nomad_male_agent_wounded.png	rom_event_death.png	campaign_ui_message_positive
agent_your_any_kill_character_success		rom_Eastern		roman_agent_your_any_kill_character_success	east_male_agent_killed.png	rom_event_death.png	campaign_ui_message_positive
agent_your_any_kill_character_success		rom_Hellenistic		roman_agent_your_any_kill_character_success	greek_male_agent_killed.png	rom_event_death.png	campaign_ui_message_positive
agent_your_any_kill_character_success		rom_Roman		roman_agent_your_any_kill_character_success	rom_male_agent_killed.png	rom_event_death.png	campaign_ui_message_positive
agent_your_any_kill_character_wound		rom_Barbarian		roman_agent_your_any_kill_character_wound	barb_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_any_kill_character_wound		rom_Barbarian	sc_rom_barb_east	roman_agent_your_any_kill_character_wound	nomad_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_any_kill_character_wound		rom_Eastern		roman_agent_your_any_kill_character_wound	east_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_any_kill_character_wound		rom_Hellenistic		roman_agent_your_any_kill_character_wound	greek_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_any_kill_character_wound		rom_Roman		roman_agent_your_any_kill_character_wound	rom_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_any_steal_character_fail		rom_Barbarian		roman_agent_your_any_steal_character_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_your_any_steal_character_fail		rom_Eastern		roman_agent_your_any_steal_character_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_your_any_steal_character_fail		rom_Hellenistic		roman_agent_your_any_steal_character_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_your_any_steal_character_fail		rom_Roman		roman_agent_your_any_steal_character_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_your_any_steal_character_kill		rom_Barbarian		roman_agent_your_any_steal_character_kill	agent_hire.png	rom_event_death.png	campaign_ui_message_positive
agent_your_any_steal_character_kill		rom_Barbarian	sc_rom_barb_east	roman_agent_your_any_steal_character_kill	agent_hire.png	rom_event_death.png	campaign_ui_message_positive
agent_your_any_steal_character_kill		rom_Eastern		roman_agent_your_any_steal_character_kill	agent_hire.png	rom_event_death.png	campaign_ui_message_positive
agent_your_any_steal_character_kill		rom_Hellenistic		roman_agent_your_any_steal_character_kill	agent_hire.png	rom_event_death.png	campaign_ui_message_positive
agent_your_any_steal_character_kill		rom_Roman		roman_agent_your_any_steal_character_kill	agent_hire.png	rom_event_death.png	campaign_ui_message_positive
agent_your_any_steal_character_stop		rom_Barbarian		roman_agent_your_any_steal_character_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_any_steal_character_stop		rom_Eastern		roman_agent_your_any_steal_character_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_any_steal_character_stop		rom_Hellenistic		roman_agent_your_any_steal_character_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_any_steal_character_stop		rom_Roman		roman_agent_your_any_steal_character_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_any_steal_character_success		rom_Barbarian		roman_agent_your_any_steal_character_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_any_steal_character_success		rom_Eastern		roman_agent_your_any_steal_character_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_any_steal_character_success		rom_Hellenistic		roman_agent_your_any_steal_character_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_any_steal_character_success		rom_Roman		roman_agent_your_any_steal_character_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_anti_army_authority_success		rom_Barbarian		roman_agent_your_champion_anti_army_authority_success	agent_combat.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_anti_army_authority_success		rom_Eastern		roman_agent_your_champion_anti_army_authority_success	agent_combat.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_anti_army_authority_success		rom_Hellenistic		roman_agent_your_champion_anti_army_authority_success	agent_combat.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_anti_army_authority_success		rom_Roman		roman_agent_your_champion_anti_army_authority_success	agent_combat.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_anti_army_fail		rom_Barbarian		roman_agent_your_champion_anti_army_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_your_champion_anti_army_fail		rom_Eastern		roman_agent_your_champion_anti_army_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_your_champion_anti_army_fail		rom_Hellenistic		roman_agent_your_champion_anti_army_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_your_champion_anti_army_fail		rom_Roman		roman_agent_your_champion_anti_army_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_your_champion_anti_army_subterfuge_success		rom_Barbarian		roman_agent_your_champion_anti_army_subterfuge_success	agent_wreck_supplies.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_anti_army_subterfuge_success		rom_Eastern		roman_agent_your_champion_anti_army_subterfuge_success	agent_wreck_supplies.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_anti_army_subterfuge_success		rom_Hellenistic		roman_agent_your_champion_anti_army_subterfuge_success	agent_wreck_supplies.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_anti_army_subterfuge_success		rom_Roman		roman_agent_your_champion_anti_army_subterfuge_success	agent_wreck_supplies.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_anti_army_zeal_success		rom_Barbarian		roman_agent_your_champion_anti_army_zeal_success	agent_assault.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_anti_army_zeal_success		rom_Eastern		roman_agent_your_champion_anti_army_zeal_success	agent_assault.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_anti_army_zeal_success		rom_Hellenistic		roman_agent_your_champion_anti_army_zeal_success	agent_assault.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_anti_army_zeal_success		rom_Roman		roman_agent_your_champion_anti_army_zeal_success	agent_assault.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_anti_settlement_authority_success		rom_Barbarian		roman_agent_your_champion_anti_settlement_authority_success	agent_rally_slaves.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_anti_settlement_authority_success		rom_Eastern		roman_agent_your_champion_anti_settlement_authority_success	agent_rally_slaves.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_anti_settlement_authority_success		rom_Hellenistic		roman_agent_your_champion_anti_settlement_authority_success	agent_rally_slaves.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_anti_settlement_authority_success		rom_Roman		roman_agent_your_champion_anti_settlement_authority_success	agent_rally_slaves.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_anti_settlement_fail		rom_Barbarian		roman_agent_your_champion_anti_settlement_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_your_champion_anti_settlement_fail		rom_Eastern		roman_agent_your_champion_anti_settlement_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_your_champion_anti_settlement_fail		rom_Hellenistic		roman_agent_your_champion_anti_settlement_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_your_champion_anti_settlement_fail		rom_Roman		roman_agent_your_champion_anti_settlement_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_your_champion_anti_settlement_subterfuge_success		rom_Barbarian		roman_agent_your_champion_anti_settlement_subterfuge_success	agent_raid.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_anti_settlement_subterfuge_success		rom_Eastern		roman_agent_your_champion_anti_settlement_subterfuge_success	agent_raid.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_anti_settlement_subterfuge_success		rom_Hellenistic		roman_agent_your_champion_anti_settlement_subterfuge_success	agent_raid.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_anti_settlement_subterfuge_success		rom_Roman		roman_agent_your_champion_anti_settlement_subterfuge_success	agent_raid.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_anti_settlement_zeal_success		rom_Barbarian		roman_agent_your_champion_arson_anti_settlement_zeal_success	agent_assault.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_anti_settlement_zeal_success		rom_Eastern		roman_agent_your_champion_arson_anti_settlement_zeal_success	agent_assault.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_anti_settlement_zeal_success		rom_Hellenistic		roman_agent_your_champion_arson_anti_settlement_zeal_success	agent_assault.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_anti_settlement_zeal_success		rom_Roman		roman_agent_your_champion_arson_anti_settlement_zeal_success	agent_assault.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_kill_character_authority_success		rom_Barbarian		roman_agent_your_champion_kill_character_authority_success	agent_combat.png	rom_event_death.png	campaign_ui_message_positive
agent_your_champion_kill_character_authority_success		rom_Eastern		roman_agent_your_champion_kill_character_authority_success	agent_combat.png	rom_event_death.png	campaign_ui_message_positive
agent_your_champion_kill_character_authority_success		rom_Hellenistic		roman_agent_your_champion_kill_character_authority_success	agent_combat.png	rom_event_death.png	campaign_ui_message_positive
agent_your_champion_kill_character_authority_success		rom_Roman		roman_agent_your_champion_kill_character_authority_success	agent_combat.png	rom_event_death.png	campaign_ui_message_positive
agent_your_champion_kill_character_authority_wound		rom_Barbarian		roman_agent_your_champion_kill_character_authority_wound	agent_combat.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_champion_kill_character_authority_wound		rom_Eastern		roman_agent_your_champion_kill_character_authority_wound	agent_combat.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_champion_kill_character_authority_wound		rom_Hellenistic		roman_agent_your_champion_kill_character_authority_wound	agent_combat.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_champion_kill_character_authority_wound		rom_Roman		roman_agent_your_champion_kill_character_authority_wound	agent_combat.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_champion_kill_character_subterfuge_success		rom_Barbarian		roman_agent_your_champion_kill_character_subterfuge_success	agent_marksman.png	rom_event_death.png	campaign_ui_message_positive
agent_your_champion_kill_character_subterfuge_success		rom_Eastern		roman_agent_your_champion_kill_character_subterfuge_success	agent_marksman.png	rom_event_death.png	campaign_ui_message_positive
agent_your_champion_kill_character_subterfuge_success		rom_Hellenistic		roman_agent_your_champion_kill_character_subterfuge_success	agent_marksman.png	rom_event_death.png	campaign_ui_message_positive
agent_your_champion_kill_character_subterfuge_success		rom_Roman		roman_agent_your_champion_kill_character_subterfuge_success	agent_marksman.png	rom_event_death.png	campaign_ui_message_positive
agent_your_champion_kill_character_subterfuge_wound		rom_Barbarian		roman_agent_your_champion_kill_character_subterfuge_wound	agent_marksman.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_champion_kill_character_subterfuge_wound		rom_Eastern		roman_agent_your_champion_kill_character_subterfuge_wound	agent_marksman.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_champion_kill_character_subterfuge_wound		rom_Hellenistic		roman_agent_your_champion_kill_character_subterfuge_wound	agent_marksman.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_champion_kill_character_subterfuge_wound		rom_Roman		roman_agent_your_champion_kill_character_subterfuge_wound	agent_marksman.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_champion_kill_character_zeal_success		rom_Barbarian		roman_agent_your_champion_kill_character_zeal_success	agent_assault.png	rom_event_death.png	campaign_ui_message_positive
agent_your_champion_kill_character_zeal_success		rom_Eastern		roman_agent_your_champion_kill_character_zeal_success	agent_assault.png	rom_event_death.png	campaign_ui_message_positive
agent_your_champion_kill_character_zeal_success		rom_Hellenistic		roman_agent_your_champion_kill_character_zeal_success	agent_assault.png	rom_event_death.png	campaign_ui_message_positive
agent_your_champion_kill_character_zeal_success		rom_Roman		roman_agent_your_champion_kill_character_zeal_success	agent_assault.png	rom_event_death.png	campaign_ui_message_positive
agent_your_champion_kill_character_zeal_wound		rom_Barbarian		roman_agent_your_champion_kill_character_zeal_wound	agent_assault.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_champion_kill_character_zeal_wound		rom_Eastern		roman_agent_your_champion_kill_character_zeal_wound	agent_assault.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_champion_kill_character_zeal_wound		rom_Hellenistic		roman_agent_your_champion_kill_character_zeal_wound	agent_assault.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_champion_kill_character_zeal_wound		rom_Roman		roman_agent_your_champion_kill_character_zeal_wound	agent_assault.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_champion_steal_character_authority_stop		rom_Barbarian		roman_agent_your_any_steal_character_authority_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_champion_steal_character_authority_stop		rom_Eastern		roman_agent_your_any_steal_character_authority_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_champion_steal_character_authority_stop		rom_Hellenistic		roman_agent_your_any_steal_character_authority_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_champion_steal_character_authority_stop		rom_Roman		roman_agent_your_any_steal_character_authority_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_champion_steal_character_authority_success		rom_Barbarian		roman_agent_your_any_steal_character_authority_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_steal_character_authority_success		rom_Eastern		roman_agent_your_any_steal_character_authority_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_steal_character_authority_success		rom_Hellenistic		roman_agent_your_any_steal_character_authority_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_steal_character_authority_success		rom_Roman		roman_agent_your_any_steal_character_authority_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_steal_character_subterfuge_stop		rom_Barbarian		roman_agent_your_any_steal_character_subterfuge_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_champion_steal_character_subterfuge_stop		rom_Eastern		roman_agent_your_any_steal_character_subterfuge_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_champion_steal_character_subterfuge_stop		rom_Hellenistic		roman_agent_your_any_steal_character_subterfuge_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_champion_steal_character_subterfuge_stop		rom_Roman		roman_agent_your_any_steal_character_subterfuge_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_champion_steal_character_subterfuge_success		rom_Barbarian		age_agent_your_trap_character_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_steal_character_subterfuge_success		rom_Eastern		age_agent_your_trap_character_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_steal_character_subterfuge_success		rom_Hellenistic		age_agent_your_trap_character_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_steal_character_subterfuge_success		rom_Roman		age_agent_your_trap_character_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_steal_character_zeal_stop		rom_Barbarian		roman_agent_your_any_steal_character_zeal_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_champion_steal_character_zeal_stop		rom_Eastern		roman_agent_your_any_steal_character_zeal_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_champion_steal_character_zeal_stop		rom_Hellenistic		roman_agent_your_any_steal_character_zeal_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_champion_steal_character_zeal_stop		rom_Roman		roman_agent_your_any_steal_character_zeal_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_neutral
agent_your_champion_steal_character_zeal_success		rom_Barbarian		roman_agent_your_any_steal_character_zeal_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_steal_character_zeal_success		rom_Eastern		roman_agent_your_any_steal_character_zeal_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_steal_character_zeal_success		rom_Hellenistic		roman_agent_your_any_steal_character_zeal_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_champion_steal_character_zeal_success		rom_Roman		roman_agent_your_any_steal_character_zeal_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_dignitary_anti_army_authority_success_critical		rom_Barbarian		roman_agent_your_dignitary_anti_army_authority_success_critical	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_dignitary_anti_army_authority_success_critical		rom_Eastern		roman_agent_your_dignitary_anti_army_authority_success_critical	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_dignitary_anti_army_authority_success_critical		rom_Hellenistic		roman_agent_your_dignitary_anti_army_authority_success_critical	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_dignitary_anti_army_authority_success_critical		rom_Roman		roman_agent_your_dignitary_anti_army_authority_success_critical	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_dignitary_anti_army_authority_success		rom_Barbarian		roman_agent_your_dignitary_anti_army_authority_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_dignitary_anti_army_authority_success		rom_Eastern		roman_agent_your_dignitary_anti_army_authority_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_dignitary_anti_army_authority_success		rom_Hellenistic		roman_agent_your_dignitary_anti_army_authority_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_dignitary_anti_army_authority_success		rom_Roman		roman_agent_your_dignitary_anti_army_authority_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_dignitary_anti_army_bribery_fail		rom_Barbarian		roman_agent_your_dignitary_anti_army_bribery_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_your_dignitary_anti_army_bribery_fail		rom_Eastern		roman_agent_your_dignitary_anti_army_bribery_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_your_dignitary_anti_army_bribery_fail		rom_Hellenistic		roman_agent_your_dignitary_anti_army_bribery_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_your_dignitary_anti_army_bribery_fail		rom_Roman		roman_agent_your_dignitary_anti_army_bribery_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_your_dignitary_anti_army_fail		rom_Barbarian		roman_agent_your_dignitary_anti_army_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_your_dignitary_anti_army_fail		rom_Eastern		roman_agent_your_dignitary_anti_army_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_your_dignitary_anti_army_fail		rom_Hellenistic		roman_agent_your_dignitary_anti_army_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_your_dignitary_anti_army_fail		rom_Roman		roman_agent_your_dignitary_anti_army_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_your_dignitary_anti_army_subterfuge_success		rom_Barbarian		roman_agent_your_dignitary_anti_army_subterfuge_success	agent_path_blocked.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_dignitary_anti_army_subterfuge_success		rom_Eastern		roman_agent_your_dignitary_anti_army_subterfuge_success	agent_path_blocked.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_dignitary_anti_army_subterfuge_success		rom_Hellenistic		roman_agent_your_dignitary_anti_army_subterfuge_success	agent_path_blocked.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_dignitary_anti_army_subterfuge_success		rom_Roman		roman_agent_your_dignitary_anti_army_subterfuge_success	agent_path_blocked.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_dignitary_anti_army_zeal_success		rom_Barbarian		roman_agent_your_dignitary_anti_army_zeal_success	agent_combat.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_dignitary_anti_army_zeal_success		rom_Eastern		roman_agent_your_dignitary_anti_army_zeal_success	agent_combat.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_dignitary_anti_army_zeal_success		rom_Hellenistic		roman_agent_your_dignitary_anti_army_zeal_success	agent_combat.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_dignitary_anti_army_zeal_success		rom_Roman		roman_agent_your_dignitary_anti_army_zeal_success	agent_combat.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_dignitary_anti_settlement_authority_success		rom_Barbarian		roman_agent_your_dignitary_anti_settlement_authority_success	barb_revolt.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_dignitary_anti_settlement_authority_success		rom_Barbarian	sc_rom_barb_east	roman_agent_your_dignitary_anti_settlement_authority_success	nomad_civ_down.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_dignitary_anti_settlement_authority_success		rom_Eastern		roman_agent_your_dignitary_anti_settlement_authority_success	east_revolt.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_dignitary_anti_settlement_authority_success		rom_Hellenistic		roman_agent_your_dignitary_anti_settlement_authority_success	rom_revolt.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_dignitary_anti_settlement_authority_success		rom_Roman		roman_agent_your_dignitary_anti_settlement_authority_success	rom_revolt.png	rom_event_civil.png	campaign_ui_message_positive
agent_your_dignitary_anti_settlement_fail		rom_Barbarian		roman_agent_your_dignitary_anti_settlement_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_your_dignitary_anti_settlement_fail		rom_Eastern		roman_agent_your_dignitary_anti_settlement_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
