unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
			Gre_Hippeus_Lancers	bodyguard_units_generals	false
			Gre_Hoplites	bodyguard_units_generals	false
			Gre_Massilian_Hoplites	bodyguard_units_generals	false
			Gre_Pergamon_Noble_Cavalry	bodyguard_units_generals	false
			Gre_Picked_Hoplites	bodyguard_units_generals	false
			Gre_Pike	bodyguard_units_generals	false
			Gre_Pontic_Royal_Cav	bodyguard_units_generals	false
			Gre_Ptolemaic_Cav	bodyguard_units_generals	false
			Gre_Royal_Cav	bodyguard_units_generals	false
			Gre_Royal_Guard	bodyguard_units_generals	false
			Gre_Royal_Peltasts	bodyguard_units_generals	false
			Gre_Royal_Spartans	bodyguard_units_generals	false
			Gre_Royal_Thorax_Sword	bodyguard_units_generals	false
			Gre_Scythed_Chariots	bodyguard_units_generals	false
			Gre_Shield_Bearers	bodyguard_units_generals	false
			Gre_Silver_Shield_Pike	bodyguard_units_generals	false
			Gre_Silver_Shield_Sword	bodyguard_units_generals	false
			Gre_Thureos_Spears	bodyguard_units_generals	false
			Ibe_Lusitani_Nobles	bodyguard_units_generals	false
			Ibe_Noble_Cav	bodyguard_units_generals	false
			Ibe_Noble_Fighters	bodyguard_units_generals	false
			Ibe_Scutarii_Cav	bodyguard_units_generals	false
			Ibe_Vet_Shield_Warriors	bodyguard_units_generals	false
			Ill_Cav	bodyguard_units_generals	false
			Ill_Hoplites	bodyguard_units_generals	false
			Ill_Noble_Hoplites	bodyguard_units_generals	false
			Ind_Armour_Elephants	bodyguard_units_generals	false
			Ita_Noble_Cav	bodyguard_units_generals	false
			Ita_Noble_Infantry	bodyguard_units_generals	false
			Num_Noble_Infantry	bodyguard_units_generals	false
			Rom_Evocati_Cohort	bodyguard_units_generals	false
			Rom_General	bodyguard_units_generals	false
			Rom_Legatus	bodyguard_units_generals	false
			Rom_Triarii	bodyguard_units_generals	false
			Rom_Vet_Legionaries	bodyguard_units_generals	false
			Ste_Noble_Horse_Archers	bodyguard_units_generals	false
			Ste_Noble_Lancers	bodyguard_units_generals	false
			Ste_Royal_Horse_Archers	bodyguard_units_generals	false
			Ste_Saka_Cataphract_Horse_Archers	bodyguard_units_generals	false
			Ste_Saka_Cataphracts	bodyguard_units_generals	false
			Ste_Sarmatian_Royal_Lancers	bodyguard_units_generals	false
			Ste_Scythian_Royal_Horse	bodyguard_units_generals	false
			Thr_Nobles	bodyguard_units_generals	false
			Thr_Royal_Cav	bodyguard_units_generals	false
			inv_app_cavalry	bodyguard_units_generals	false
			inv_app_noble_hoplites	bodyguard_units_generals	false
			inv_car_carthaginian_peltasts	bodyguard_units_generals	false
			inv_car_sacred_band	bodyguard_units_generals	false
			inv_etr_etruscan_cavalry	bodyguard_units_generals	false
			inv_etr_heavy_hoplites	bodyguard_units_generals	false
			inv_gre_hippeus	bodyguard_units_generals	false
			inv_gre_hippotoxotes	bodyguard_units_generals	false
			inv_ins_gallic_elder_swordsmen	bodyguard_units_generals	false
			inv_ins_gallic_heavy_spearmen	bodyguard_units_generals	false
			inv_iol_noble_sardi_archers	bodyguard_units_generals	false
			inv_iol_sherden_horsemen	bodyguard_units_generals	false
			inv_iol_sherden_swordsmen	bodyguard_units_generals	false
			inv_ita_umbrian_defenders	bodyguard_units_generals	false
			inv_ita_veteran_spearmen	bodyguard_units_generals	false
			inv_ita_veteran_swordsmen	bodyguard_units_generals	false
			inv_rom_elite_equites	bodyguard_units_generals	false
			inv_rom_veteran_centuriae	bodyguard_units_generals	false
			inv_sam_linen_legion	bodyguard_units_generals	false
			inv_sam_silver_infantryman	bodyguard_units_generals	false
			inv_sar_corsic_marksmen	bodyguard_units_generals	false
			inv_sen_noble_horsemen	bodyguard_units_generals	false
			inv_sen_noble_swordsmen	bodyguard_units_generals	false
			inv_syr_elite_hoplites	bodyguard_units_generals	false
			inv_tar_tarantine_cavalry	bodyguard_units_generals	false
			inv_tar_tarantine_hoplites	bodyguard_units_generals	false
			inv_tar_tarantine_peltasts	bodyguard_units_generals	false
			inv_ven_noble_veneti_swordsmen	bodyguard_units_generals	false
			inv_ven_veneti_heroic_riders	bodyguard_units_generals	false
			inv_ven_veneti_outriders	bodyguard_units_generals	false
	cavalry			cavalry_and_missile	false
	inf_ranged			cavalry_and_missile	false
	cavalry			cavalry_units_heavy	false
	elephants			cavalry_units_heavy	false
light				cavalry_units_heavy	true
light_aux				cavalry_units_heavy	true
light_merc				cavalry_units_heavy	true
medium				cavalry_units_heavy	true
medium_aux				cavalry_units_heavy	true
medium_merc				cavalry_units_heavy	true
			Gre_Agema_Cav	cavalry_units_hellenic	false
			Gre_Aspis_Companion_Cav	cavalry_units_hellenic	false
			Gre_Citizen_Cav	cavalry_units_hellenic	false
			Gre_Companion_Cav	cavalry_units_hellenic	false
			Gre_Hellenic_Cataphracts	cavalry_units_hellenic	false
			Gre_Hippeus_Lancers	cavalry_units_hellenic	false
			Gre_Light_Cav	cavalry_units_hellenic	false
			Gre_Pontic_Royal_Cav	cavalry_units_hellenic	false
			Gre_Ptolemaic_Cav	cavalry_units_hellenic	false
			Gre_Royal_Cav	cavalry_units_hellenic	false
			Gre_Sarissa_Cav	cavalry_units_hellenic	false
			Gre_Skirm_Cav	cavalry_units_hellenic	false
			Gre_Tarantine_Cav	cavalry_units_hellenic	false
			Gre_Thessalian_Cav	cavalry_units_hellenic	false
			inv_gre_hippeus	cavalry_units_hellenic	false
			inv_gre_horse_skirmishers	cavalry_units_hellenic	false
			inv_mercenary_hippeus	cavalry_units_hellenic	false
			inv_mercenary_thessalian_cavalry	cavalry_units_hellenic	false
	cavalry			cavalry_units_light	false
	elephants			cavalry_units_light	false
heavy				cavalry_units_light	true
heavy_aux				cavalry_units_light	true
heavy_merc				cavalry_units_light	true
medium				cavalry_units_light	true
medium_aux				cavalry_units_light	true
medium_merc				cavalry_units_light	true
	cavalry			cavalry_units_medium	false
	elephants			cavalry_units_medium	false
heavy				cavalry_units_medium	true
heavy_aux				cavalry_units_medium	true
heavy_merc				cavalry_units_medium	true
light				cavalry_units_medium	true
light_aux				cavalry_units_medium	true
light_merc				cavalry_units_medium	true
	cavalry			cavalry_units	false
	elephants			cavalry_units	false
		chariot		chariots	false
	elephants			elephants	false
			CiG_Bri_Chariots	gaul_auxiliary	false
			CiG_Bri_Scout_Riders	gaul_auxiliary	false
			CiG_Bri_Slingers	gaul_auxiliary	false
			CiG_Bri_Slingers_Medium_Raider	gaul_auxiliary	false
			CiG_Bri_Spear_Band	gaul_auxiliary	false
			CiG_Bri_Sword_Band	gaul_auxiliary	false
			CiG_Bri_Sword_Medium_Raider	gaul_auxiliary	false
			CiG_Cel_Heavy_Horse	gaul_auxiliary	false
			CiG_Cel_Levy_Freemen	gaul_auxiliary	false
			CiG_Cel_Light_Horse	gaul_auxiliary	false
			CiG_Cel_Naked_Warriors	gaul_auxiliary	false
			CiG_Cel_Savage_Dogs	gaul_auxiliary	false
			CiG_Cel_Skirm	gaul_auxiliary	false
			CiG_Cel_Skirm_Raider	gaul_auxiliary	false
			CiG_Cel_Slingers	gaul_auxiliary	false
			CiG_Cel_Slingers_Raider	gaul_auxiliary	false
			CiG_Cel_Spear_Warriors	gaul_auxiliary	false
			CiG_Cel_Warriors	gaul_auxiliary	false
			CiG_Cel_Warriors_Medium_Raider	gaul_auxiliary	false
			CiG_Ger_Bloodsworn	gaul_auxiliary	false
			CiG_Ger_Club_Levy	gaul_auxiliary	false
			CiG_Ger_Club_Medium_Raider	gaul_auxiliary	false
			CiG_Ger_Longbow_Hunters	gaul_auxiliary	false
			CiG_Ger_Longbow_Medium_Raider	gaul_auxiliary	false
			CiG_Ger_Scout_Riders	gaul_auxiliary	false
			CiG_Ger_Spear_Brothers	gaul_auxiliary	false
			CiG_Ger_Spear_Levy	gaul_auxiliary	false
			CiG_Ger_Spear_Medium_Raider	gaul_auxiliary	false
			CiG_Ger_Spear_Raider	gaul_auxiliary	false
			CiG_Gre_Citizen_Cav	gaul_auxiliary	false
			CiG_Gre_Citizen_Hoplites	gaul_auxiliary	false
			CiG_Gre_Hoplites	gaul_auxiliary	false
			CiG_Gre_Skirm_Cav	gaul_auxiliary	false
			inv_ill_barbarian_raider_melee_hoplites	illyrian_pirates	false
			inv_ill_barbarian_raider_melee_nobles	illyrian_pirates	false
			inv_ill_barbarian_raider_melee_raiders	illyrian_pirates	false
			inv_ill_barbarian_raider_ranged_slave_javelinmen	illyrian_pirates	false
			inv_ill_hoplites	illyrian_pirates	false
			inv_ill_nobles	illyrian_pirates	false
			inv_ill_raiders	illyrian_pirates	false
			inv_ill_slave_javelinmen	illyrian_pirates	false
			inv_ill_slave_slingers	illyrian_pirates	false
			inv_ill_spearmen	illyrian_pirates	false
	inf_melee			infantry_melee	false
	inf_melee			infantry_units_heavy	false
	inf_ranged			infantry_units_heavy	false
light				infantry_units_heavy	true
light_aux				infantry_units_heavy	true
light_merc				infantry_units_heavy	true
medium				infantry_units_heavy	true
medium_aux				infantry_units_heavy	true
medium_merc				infantry_units_heavy	true
			Gre_Agema_Spears	infantry_units_hellenic	false
			Gre_Agrianian_Axemen	infantry_units_hellenic	false
			Gre_Archers	infantry_units_hellenic	false
			Gre_Bronze_Shield_Pike	infantry_units_hellenic	false
			Gre_Cimmerian_Noble_Infantry	infantry_units_hellenic	false
			Gre_Citizen_Hoplites	infantry_units_hellenic	false
			Gre_Colchian_Nobles	infantry_units_hellenic	false
			Gre_Cretan_Archers	infantry_units_hellenic	false
			Gre_Foot_Companions	infantry_units_hellenic	false
			Gre_Helot_Archers	infantry_units_hellenic	false
			Gre_Helot_Javelinmen	infantry_units_hellenic	false
			Gre_Helot_Slingers	infantry_units_hellenic	false
			Gre_Hoplites	infantry_units_hellenic	false
			Gre_Javelinmen	infantry_units_hellenic	false
			Gre_Levy_Pike	infantry_units_hellenic	false
			Gre_Levy_Thureos_Spears	infantry_units_hellenic	false
			Gre_Light_Hoplites	infantry_units_hellenic	false
			Gre_Light_Peltasts	infantry_units_hellenic	false
			Gre_Massilian_Hoplites	infantry_units_hellenic	false
			Gre_Massilian_Thureos_Spears	infantry_units_hellenic	false
			Gre_Militia_Hoplites	infantry_units_hellenic	false
			Gre_Mob	infantry_units_hellenic	false
			Gre_Peltasts	infantry_units_hellenic	false
			Gre_Periokoi_Hoplites	infantry_units_hellenic	false
			Gre_Periokoi_Peltasts	infantry_units_hellenic	false
			Gre_Periokoi_Pike	infantry_units_hellenic	false
			Gre_Periokoi_Spears	infantry_units_hellenic	false
			Gre_Picked_Hoplites	infantry_units_hellenic	false
			Gre_Pike	infantry_units_hellenic	false
			Gre_Rhodian_Slingers	infantry_units_hellenic	false
			Gre_Royal_Guard	infantry_units_hellenic	false
			Gre_Royal_Peltasts	infantry_units_hellenic	false
			Gre_Royal_Spartans	infantry_units_hellenic	false
			Gre_Royal_Thorax_Sword	infantry_units_hellenic	false
			Gre_Scythian_Hoplites	infantry_units_hellenic	false
			Gre_Shield_Bearers	infantry_units_hellenic	false
			Gre_Silver_Shield_Pike	infantry_units_hellenic	false
			Gre_Silver_Shield_Sword	infantry_units_hellenic	false
			Gre_Slingers	infantry_units_hellenic	false
			Gre_Spartan_Hoplites	infantry_units_hellenic	false
			Gre_Spartan_Pike	infantry_units_hellenic	false
			Gre_Spartan_Youths	infantry_units_hellenic	false
			Gre_Thorax_Hoplites	infantry_units_hellenic	false
			Gre_Thorax_Pike	infantry_units_hellenic	false
			Gre_Thorax_Sword	infantry_units_hellenic	false
			Gre_Thureos_Hoplites	infantry_units_hellenic	false
			Gre_Thureos_Spears	infantry_units_hellenic	false
			Ita_Etruscan_Hoplites	infantry_units_hellenic	false
			dk_nab_armoured_desert_hoplites	infantry_units_hellenic	false
			dk_nab_desert_hoplites	infantry_units_hellenic	false
			dk_nab_hellenic_desert_cataphracts	infantry_units_hellenic	false
			dk_nab_nabatean_light_peltasts	infantry_units_hellenic	false
			dk_nab_nabatean_thorax_pikes	infantry_units_hellenic	false
			inv_gre_hoplites	infantry_units_hellenic	false
			inv_gre_light_hoplites	infantry_units_hellenic	false
			inv_gre_militia_spearmen	infantry_units_hellenic	false
			inv_gre_sicillian_skirmishers	infantry_units_hellenic	false
			inv_gre_slingers	infantry_units_hellenic	false
			inv_gre_toxotes	infantry_units_hellenic	false
			inv_local_greek_archers	infantry_units_hellenic	false
			inv_local_greek_militia	infantry_units_hellenic	false
			inv_mercenary_cretan_archers	infantry_units_hellenic	false
			inv_mercenary_hoplites	infantry_units_hellenic	false
			inv_mercenary_sileraioi_hoplites	infantry_units_hellenic	false
			inv_mercenary_spartan_hoplites	infantry_units_hellenic	false
			inv_mercenary_toxotes	infantry_units_hellenic	false
heavy				infantry_units_light	true
heavy_aux				infantry_units_light	true
heavy_merc				infantry_units_light	true
	inf_melee			infantry_units_light	false
	inf_ranged			infantry_units_light	false
medium				infantry_units_light	true
medium_aux				infantry_units_light	true
medium_merc				infantry_units_light	true
heavy				infantry_units_medium	true
heavy_aux				infantry_units_medium	true
heavy_merc				infantry_units_medium	true
	inf_melee			infantry_units_medium	false
	inf_ranged			infantry_units_medium	false
light				infantry_units_medium	true
light_aux				infantry_units_medium	true
light_merc				infantry_units_medium	true
			Rom_Armour_Legionaries	infantry_units_roman	false
			Rom_Eagle_Cohort	infantry_units_roman	false
			Rom_Evocati_Cohort	infantry_units_roman	false
			Rom_First_Cohort	infantry_units_roman	false
			Rom_Hastati	infantry_units_roman	false
			Rom_Legionaries	infantry_units_roman	false
			Rom_Legionary_Cohort	infantry_units_roman	false
			Rom_Praetorian_Guard	infantry_units_roman	false
			Rom_Praetorians	infantry_units_roman	false
			Rom_Principes	infantry_units_roman	false
			Rom_Rorarii	infantry_units_roman	false
			Rom_Triarii	infantry_units_roman	false
			Rom_Velites	infantry_units_roman	false
			Rom_Vet_Legionaries	infantry_units_roman	false
			Rom_Vigiles	infantry_units_roman	false
			inv_mercenary_eques	infantry_units_roman	false
			inv_mercenary_velites	infantry_units_roman	false
			inv_rom_accensi	infantry_units_roman	false
			inv_rom_centuriae	infantry_units_roman	false
			inv_rom_ensis_centuriae	infantry_units_roman	false
			inv_rom_ensis_principes	infantry_units_roman	false
			inv_rom_hastati	infantry_units_roman	false
			inv_rom_leves	infantry_units_roman	false
			inv_rom_principes	infantry_units_roman	false
			inv_rom_roman_light_hoplites	infantry_units_roman	false
			inv_rom_roman_swordsmen	infantry_units_roman	false
			inv_rom_rorarii	infantry_units_roman	false
			inv_rom_triarii	infantry_units_roman	false
			inv_rom_velites	infantry_units_roman	false
			inv_rom_veteran_centuriae	infantry_units_roman	false
			Gre_Royal_Spartans	infantry_units_spartan	false
			Gre_Spartan_Hoplites	infantry_units_spartan	false
			Gre_Spartan_Pike	infantry_units_spartan	false
			Gre_Spartan_Youths	infantry_units_spartan	false
		inf_pik		infantry_units_spears	false
		inf_spr		infantry_units_spears	false
	inf_melee			infantry_units	false
	inf_ranged			infantry_units	false
			inv_app_greek_two_halfer_app_swordsmen	inv_all_swords	false
			inv_app_swordsmen	inv_all_swords	false
			inv_barbarian_medium_raider_melee_mercenary_ligurian_swordsmen	inv_all_swords	false
			inv_car_Infantry	inv_all_swords	false
			inv_car_greek_two_Infantry	inv_all_swords	false
			inv_car_greek_two_sword_militia	inv_all_swords	false
			inv_car_mob	inv_all_swords	false
			inv_car_sword_militia	inv_all_swords	false
			inv_etr_city_guard	inv_all_swords	false
			inv_etr_four_assault_greek_italian_swordsmen	inv_all_swords	false
			inv_etr_two_assault_greek_italian_swordsmen	inv_all_swords	false
			inv_gre_five_tarantine_peltasts	inv_all_swords	false
			inv_ill_barbarian_raider_melee_nobles	inv_all_swords	false
			inv_ill_nobles	inv_all_swords	false
			inv_ill_tribesmen	inv_all_swords	false
			inv_ins_gallic_elder_swordsmen	inv_all_swords	false
			inv_ins_longsword_warriors	inv_all_swords	false
			inv_ins_medium_assault_raider_longsword_warriors	inv_all_swords	false
			inv_iol_medium_assault_raider_nuragic_warriors	inv_all_swords	false
			inv_iol_medium_assault_raider_sherden_swordsmen	inv_all_swords	false
			inv_iol_nuragic_warriors	inv_all_swords	false
			inv_iol_sardi_hillmen	inv_all_swords	false
			inv_iol_sherden_swordsmen	inv_all_swords	false
			inv_ita_assault_raider_swordsmen	inv_all_swords	false
			inv_ita_italic_swordsmen	inv_all_swords	false
			inv_ita_veteran_swordsmen	inv_all_swords	false
			inv_local_aequi_swordsmen	inv_all_swords	false
			inv_local_campanian_cavalry	inv_all_swords	false
			inv_local_carthaginian_infantry	inv_all_swords	false
			inv_local_italian_hillmen	inv_all_swords	false
			inv_local_italian_swordsmen	inv_all_swords	false
			inv_local_lucanian_warriors	inv_all_swords	false
			inv_local_sabine_warriors	inv_all_swords	false
			inv_local_samnite_infantryman	inv_all_swords	false
			inv_local_sardi_hillmen	inv_all_swords	false
			inv_local_sicilian_tribesmen	inv_all_swords	false
			inv_local_tribeless_warriors	inv_all_swords	false
			inv_local_umbrian_hillmen	inv_all_swords	false
			inv_local_volsci_warriors	inv_all_swords	false
			inv_mercenary_aequi_swordsmen	inv_all_swords	false
			inv_mercenary_campanian_cavalry	inv_all_swords	false
			inv_mercenary_italian_hillmen	inv_all_swords	false
			inv_mercenary_italian_swordsmen	inv_all_swords	false
			inv_mercenary_latin_warriors	inv_all_swords	false
			inv_mercenary_ligurian_swordsmen	inv_all_swords	false
			inv_mercenary_lucanian_veterans	inv_all_swords	false
			inv_mercenary_naked_warriors	inv_all_swords	false
			inv_mercenary_nuragic_warriors	inv_all_swords	false
			inv_mercenary_samnite_veterans	inv_all_swords	false
			inv_mercenary_sicilian_tribesmen	inv_all_swords	false
			inv_mercenary_volsci_veterans	inv_all_swords	false
			inv_rom_assault_raider_rorarii	inv_all_swords	false
			inv_rom_assault_raider_swordsmen	inv_all_swords	false
			inv_rom_ensis_centuriae	inv_all_swords	false
			inv_rom_ensis_principes	inv_all_swords	false
			inv_rom_latin_tribesmen	inv_all_swords	false
			inv_rom_roman_swordsmen	inv_all_swords	false
			inv_rom_rorarii	inv_all_swords	false
			inv_sam_hirpinian_warriors	inv_all_swords	false
			inv_sam_italian_hillmen	inv_all_swords	false
			inv_sam_light_infantryman	inv_all_swords	false
			inv_sam_lucanian_warriors	inv_all_swords	false
			inv_sam_medium_assault_raider_lucanian_warriors	inv_all_swords	false
			inv_sam_raider_melee_samnite_light_infantryman	inv_all_swords	false
			inv_sen_medium_assault_raider_gallic_elder_swordsmen	inv_all_swords	false
			inv_sen_medium_assault_raider_naked_warriors	inv_all_swords	false
			inv_sen_medium_assault_raider_noble_swordsmen	inv_all_swords	false
			inv_sen_medium_assault_raider_noble_veneti_swordsmen	inv_all_swords	false
			inv_sen_naked_warriors	inv_all_swords	false
			inv_sen_noble_swordsmen	inv_all_swords	false
			inv_sen_raider_melee_tribeless_warriors	inv_all_swords	false
			inv_sen_tribeless_warriors	inv_all_swords	false
			inv_sen_young_swords	inv_all_swords	false
			inv_syr_mer_latin_warriors	inv_all_swords	false
			inv_syr_mer_lucanian_veterans	inv_all_swords	false
			inv_syr_mer_naked_warriors	inv_all_swords	false
			inv_syr_mer_samnite_veterans	inv_all_swords	false
			inv_syr_mer_sicilian_tribesmen	inv_all_swords	false
			inv_syr_mer_volsci_veterans	inv_all_swords	false
			inv_tar_tarantine_peltasts	inv_all_swords	false
			inv_ven_assault_raider_italian_hillmen	inv_all_swords	false
			inv_ven_medium_assault_raider_noble_veneti_swordsmen	inv_all_swords	false
			inv_ven_noble_veneti_swordsmen	inv_all_swords	false
			Ara_Camel_Spear	inv_camels_colony	false
heavy				inv_heavy_units	false
			inv_ins_longsword_warriors	inv_inc_helvetii_1	false
			inv_sen_gallic_axe_cavalry	inv_inc_helvetii_1	false
			inv_sen_gallic_axemen	inv_inc_helvetii_1	false
			inv_sen_gallic_horse_skirmishers	inv_inc_helvetii_1	false
			inv_sen_gallic_horsemen	inv_inc_helvetii_1	false
			inv_sen_gallic_hunters	inv_inc_helvetii_1	false
			inv_sen_gallic_skirmishers	inv_inc_helvetii_1	false
			inv_sen_gallic_spearmen	inv_inc_helvetii_1	false
			inv_sen_young_swords	inv_inc_helvetii_1	false
			inv_ins_longsword_warriors	inv_inc_helvetii_2	false
			inv_sen_gallic_axe_cavalry	inv_inc_helvetii_2	false
			inv_sen_gallic_axemen	inv_inc_helvetii_2	false
			inv_sen_gallic_horse_skirmishers	inv_inc_helvetii_2	false
			inv_sen_gallic_horsemen	inv_inc_helvetii_2	false
			inv_sen_gallic_hunters	inv_inc_helvetii_2	false
			inv_sen_gallic_skirmishers	inv_inc_helvetii_2	false
			inv_sen_gallic_spearmen	inv_inc_helvetii_2	false
			inv_sen_noble_horsemen	inv_inc_helvetii_2	false
			inv_sen_noble_swordsmen	inv_inc_helvetii_2	false
			inv_sen_young_swords	inv_inc_helvetii_2	false
			inv_etr_italian_cavalry	inv_inc_hirpini_1	false
			inv_ita_horse_skirmishers	inv_inc_hirpini_1	false
			inv_ita_italic_skirmishers	inv_inc_hirpini_1	false
			inv_ita_italic_slingers	inv_inc_hirpini_1	false
			inv_ita_italic_spearmen	inv_inc_hirpini_1	false
			inv_ita_italic_swordsmen	inv_inc_hirpini_1	false
			inv_sam_hirpinian_warriors	inv_inc_hirpini_1	false
			inv_etr_italian_cavalry	inv_inc_hirpini_2	false
			inv_ita_horse_skirmishers	inv_inc_hirpini_2	false
			inv_ita_italic_skirmishers	inv_inc_hirpini_2	false
			inv_ita_italic_slingers	inv_inc_hirpini_2	false
			inv_ita_italic_spearmen	inv_inc_hirpini_2	false
			inv_ita_italic_swordsmen	inv_inc_hirpini_2	false
			inv_ita_veteran_spearmen	inv_inc_hirpini_2	false
			inv_ita_veteran_swordsmen	inv_inc_hirpini_2	false
			inv_sam_hirpinian_warriors	inv_inc_hirpini_2	false
			Afr_Archers	inv_inc_massylii_1	false
			Afr_Tribal_Slingers	inv_inc_massylii_1	false
			Afr_Tribesmen	inv_inc_massylii_1	false
			Num_Javelinmen	inv_inc_massylii_1	false
			Num_Spear	inv_inc_massylii_1	false
			inv_car_african_cavalry	inv_inc_massylii_1	false
			Afr_Archers	inv_inc_massylii_2	false
			Afr_Numidian_Noble_Cav	inv_inc_massylii_2	false
			Afr_Tribal_Slingers	inv_inc_massylii_2	false
			Afr_Tribesmen	inv_inc_massylii_2	false
			Num_Javelinmen	inv_inc_massylii_2	false
			Num_Noble_Infantry	inv_inc_massylii_2	false
			Num_Spear	inv_inc_massylii_2	false
			inv_car_african_cavalry	inv_inc_massylii_2	false
			inv_car_african_elephants	inv_inc_massylii_2	false
			inv_iol_iolean_javelinmen	inv_inc_nurrensi_1	false
			inv_iol_nuragic_ambushers	inv_inc_nurrensi_1	false
			inv_iol_nuragic_runners	inv_inc_nurrensi_1	false
			inv_iol_nuragic_shield_wall	inv_inc_nurrensi_1	false
			inv_iol_nuragic_warriors	inv_inc_nurrensi_1	false
			inv_iol_sardi_axemen	inv_inc_nurrensi_1	false
			inv_iol_sardi_bowmen	inv_inc_nurrensi_1	false
			inv_iol_sardi_cavalry	inv_inc_nurrensi_1	false
			inv_iol_sardi_horse_skirmishers	inv_inc_nurrensi_1	false
			inv_iol_sardi_skirmishers	inv_inc_nurrensi_1	false
			inv_iol_sardi_slingers	inv_inc_nurrensi_1	false
			inv_iol_sardi_spearmen	inv_inc_nurrensi_1	false
			inv_iol_heavy_nuragic_runners	inv_inc_nurrensi_2	false
			inv_iol_iolean_javelinmen	inv_inc_nurrensi_2	false
			inv_iol_noble_sardi_archers	inv_inc_nurrensi_2	false
			inv_iol_nuragic_ambushers	inv_inc_nurrensi_2	false
			inv_iol_nuragic_runners	inv_inc_nurrensi_2	false
			inv_iol_nuragic_shield_wall	inv_inc_nurrensi_2	false
			inv_iol_nuragic_warriors	inv_inc_nurrensi_2	false
			inv_iol_sardi_axemen	inv_inc_nurrensi_2	false
			inv_iol_sardi_bowmen	inv_inc_nurrensi_2	false
			inv_iol_sardi_cavalry	inv_inc_nurrensi_2	false
			inv_iol_sardi_horse_skirmishers	inv_inc_nurrensi_2	false
			inv_iol_sardi_skirmishers	inv_inc_nurrensi_2	false
			inv_iol_sardi_slingers	inv_inc_nurrensi_2	false
			inv_iol_sardi_spearmen	inv_inc_nurrensi_2	false
			inv_iol_sherden_horsemen	inv_inc_nurrensi_2	false
			inv_iol_sherden_swordsmen	inv_inc_nurrensi_2	false
			inv_gre_hippeus	inv_inc_sikelians_1	false
			inv_gre_hippotoxotes	inv_inc_sikelians_1	false
			inv_gre_hoplites	inv_inc_sikelians_1	false
			inv_gre_light_hoplites	inv_inc_sikelians_1	false
			inv_gre_militia_spearmen	inv_inc_sikelians_1	false
			inv_gre_sicillian_skirmishers	inv_inc_sikelians_1	false
			inv_gre_slingers	inv_inc_sikelians_1	false
			inv_gre_toxotes	inv_inc_sikelians_1	false
			inv_gre_hippeus	inv_inc_sikelians_2	false
			inv_gre_hippotoxotes	inv_inc_sikelians_2	false
			inv_gre_hoplites	inv_inc_sikelians_2	false
			inv_gre_light_hoplites	inv_inc_sikelians_2	false
			inv_gre_militia_spearmen	inv_inc_sikelians_2	false
			inv_gre_sicillian_skirmishers	inv_inc_sikelians_2	false
			inv_gre_slingers	inv_inc_sikelians_2	false
			inv_gre_toxotes	inv_inc_sikelians_2	false
			inv_syr_elite_hoplites	inv_inc_sikelians_2	false
			inv_local_aequi_horsemen	inv_native_units	false
			inv_local_aequi_swordsmen	inv_native_units	false
			inv_local_african_cavalry	inv_native_units	false
			inv_local_african_elephants	inv_native_units	false
			inv_local_apulian_archers	inv_native_units	false
			inv_local_apulian_javelinmen	inv_native_units	false
			inv_local_brutii_slingers	inv_native_units	false
			inv_local_brutii_tribesmen	inv_native_units	false
			inv_local_campanian_cavalry	inv_native_units	false
			inv_local_carthaginian_infantry	inv_native_units	false
			inv_local_carthaginian_spearmen	inv_native_units	false
			inv_local_etruscan_spearmen	inv_native_units	false
			inv_local_gallic_axemen	inv_native_units	false
			inv_local_gallic_horsemen	inv_native_units	false
			inv_local_gallic_hunters	inv_native_units	false
			inv_local_greek_archers	inv_native_units	false
			inv_local_greek_militia	inv_native_units	false
			inv_local_italian_hillmen	inv_native_units	false
			inv_local_italian_skirmishers	inv_native_units	false
			inv_local_italian_slingers	inv_native_units	false
			inv_local_italian_swordsmen	inv_native_units	false
			inv_local_latin_spearmen	inv_native_units	false
			inv_local_latin_tribesmen	inv_native_units	false
			inv_local_ligurian_axe_warriors	inv_native_units	false
			inv_local_ligurian_horsemen	inv_native_units	false
			inv_local_ligurian_swordsmen	inv_native_units	false
			inv_local_lucanian_ambushers	inv_native_units	false
			inv_local_lucanian_warriors	inv_native_units	false
			inv_local_sabine_skirmishers	inv_native_units	false
			inv_local_sabine_warriors	inv_native_units	false
			inv_local_sardi_bowmen	inv_native_units	false
			inv_local_sardi_hillmen	inv_native_units	false
			inv_local_sicilian_tribesmen	inv_native_units	false
			inv_local_tribeless_warriors	inv_native_units	false
			inv_local_umbrian_hillmen	inv_native_units	false
			inv_local_umbrian_spearmen	inv_native_units	false
			inv_local_veneti_raiders	inv_native_units	false
			inv_local_volsci_spearmen	inv_native_units	false
			inv_local_volsci_warriors	inv_native_units	false
			inv_gre_Ballista_greek_onager_five	inv_naval_greek	false
			inv_gre_five_missile_greek_toxotes	inv_naval_greek	false
			inv_gre_five_tarantine_peltasts	inv_naval_greek	false
			inv_gre_four_assault_greek_hoplites	inv_naval_greek	false
			inv_gre_three_assault_greek_toxotes	inv_naval_greek	false
			inv_gre_two_assault_greek_light_hoplites	inv_naval_greek	false
			inv_gre_two_halfer_slingers	inv_naval_greek	false
			inv_syr_four_assault_greek_elite_hoplites	inv_naval_greek	false
