religion_a	religion_b	relations_modifier	religious_unhappiness_modifier
rom_religion_persian	rom_religion_akaian	0	0.2000
rom_religion_persian	rom_religion_balkan	0	0.0500
rom_religion_persian	rom_religion_barbarian	0	0.2000
rom_religion_persian	rom_religion_celtic	0	0.0500
rom_religion_persian	rom_religion_dorian	0	0.2000
rom_religion_persian	rom_religion_eastern	0	0.0500
rom_religion_persian	rom_religion_etruscan	0	0.0500
rom_religion_persian	rom_religion_germanic	0	0.0500
rom_religion_persian	rom_religion_hellenic	0	0.0500
rom_religion_persian	rom_religion_iapygian	0	0.0500
rom_religion_persian	rom_religion_iberian	0	0.0500
rom_religion_persian	rom_religion_ionian	0	0.2000
rom_religion_persian	rom_religion_italian	0	0.0500
rom_religion_persian	rom_religion_latin	0	0.0500
rom_religion_persian	rom_religion_makedonian	0	0.2000
rom_religion_persian	rom_religion_nomadic	0	0.0500
rom_religion_persian	rom_religion_nuragic	0	0.1000
rom_religion_persian	rom_religion_other_greek	0	0.2000
rom_religion_persian	rom_religion_persian	20	0.0000
rom_religion_persian	rom_religion_punic	0	0.0500
rom_religion_punic	rom_religion_african_arabian	0	0.2000
rom_religion_punic	rom_religion_aiolian	0	0.0500
rom_religion_punic	rom_religion_akaian	0	0.0500
rom_religion_punic	rom_religion_balkan	0	0.2000
rom_religion_punic	rom_religion_barbarian	0	0.0500
rom_religion_punic	rom_religion_celtic	0	0.2000
rom_religion_punic	rom_religion_dorian	0	0.0500
rom_religion_punic	rom_religion_eastern	0	0.2000
rom_religion_punic	rom_religion_etruscan	0	0.0500
rom_religion_punic	rom_religion_germanic	0	0.2000
rom_religion_punic	rom_religion_hellenic	0	0.2000
rom_religion_punic	rom_religion_iapygian	0	0.0500
rom_religion_punic	rom_religion_iberian	0	0.2000
rom_religion_punic	rom_religion_ionian	0	0.0500
rom_religion_punic	rom_religion_italian	0	0.2000
rom_religion_punic	rom_religion_latin	0	0.2000
rom_religion_punic	rom_religion_makedonian	0	0.0500
rom_religion_punic	rom_religion_nomadic	0	0.2000
rom_religion_punic	rom_religion_nuragic	0	0.2000
rom_religion_punic	rom_religion_other_greek	0	0.0500
rom_religion_punic	rom_religion_persian	0	0.0500
rom_religion_punic	rom_religion_punic	0	0.0000
