ancillary	subculture
r2_sp_anc_all_husband_pol_drunkard	sc_rom_daco_thracian
r2_sp_anc_all_husband_pol_drunkard	sc_rom_eastern
r2_sp_anc_all_husband_pol_drunkard	sc_rom_egyptian
r2_sp_anc_all_husband_pol_drunkard	sc_rom_gaul
r2_sp_anc_all_husband_pol_drunkard	sc_rom_germanic
r2_sp_anc_all_husband_pol_drunkard	sc_rom_greek
r2_sp_anc_all_husband_pol_drunkard	sc_rom_iapygian
r2_sp_anc_all_husband_pol_drunkard	sc_rom_illyrian
r2_sp_anc_all_husband_pol_drunkard	sc_rom_italic
r2_sp_anc_all_husband_pol_drunkard	sc_rom_numidian
r2_sp_anc_all_husband_pol_drunkard	sc_rom_nuragic
r2_sp_anc_all_husband_pol_drunkard	sc_rom_parthian
r2_sp_anc_all_husband_pol_drunkard	sc_rom_pontic
r2_sp_anc_all_husband_pol_drunkard	sc_rom_roman
r2_sp_anc_all_husband_pol_faithful	sc_rom_african_arabian
r2_sp_anc_all_husband_pol_faithful	sc_rom_barb_east
r2_sp_anc_all_husband_pol_faithful	sc_rom_british
r2_sp_anc_all_husband_pol_faithful	sc_rom_carthaginian
r2_sp_anc_all_husband_pol_faithful	sc_rom_celtiberian
r2_sp_anc_all_husband_pol_faithful	sc_rom_celtic
r2_sp_anc_all_husband_pol_faithful	sc_rom_daco_thracian
r2_sp_anc_all_husband_pol_faithful	sc_rom_eastern
r2_sp_anc_all_husband_pol_faithful	sc_rom_egyptian
r2_sp_anc_all_husband_pol_faithful	sc_rom_gaul
r2_sp_anc_all_husband_pol_faithful	sc_rom_germanic
r2_sp_anc_all_husband_pol_faithful	sc_rom_greek
r2_sp_anc_all_husband_pol_faithful	sc_rom_iapygian
r2_sp_anc_all_husband_pol_faithful	sc_rom_illyrian
r2_sp_anc_all_husband_pol_faithful	sc_rom_italic
r2_sp_anc_all_husband_pol_faithful	sc_rom_numidian
r2_sp_anc_all_husband_pol_faithful	sc_rom_nuragic
r2_sp_anc_all_husband_pol_faithful	sc_rom_parthian
r2_sp_anc_all_husband_pol_faithful	sc_rom_pontic
r2_sp_anc_all_husband_pol_faithful	sc_rom_roman
r2_sp_anc_all_husband_pol_gifted	sc_rom_african_arabian
r2_sp_anc_all_husband_pol_gifted	sc_rom_barb_east
r2_sp_anc_all_husband_pol_gifted	sc_rom_british
r2_sp_anc_all_husband_pol_gifted	sc_rom_carthaginian
r2_sp_anc_all_husband_pol_gifted	sc_rom_celtiberian
r2_sp_anc_all_husband_pol_gifted	sc_rom_celtic
r2_sp_anc_all_husband_pol_gifted	sc_rom_daco_thracian
r2_sp_anc_all_husband_pol_gifted	sc_rom_eastern
r2_sp_anc_all_husband_pol_gifted	sc_rom_egyptian
r2_sp_anc_all_husband_pol_gifted	sc_rom_gaul
r2_sp_anc_all_husband_pol_gifted	sc_rom_germanic
r2_sp_anc_all_husband_pol_gifted	sc_rom_greek
r2_sp_anc_all_husband_pol_gifted	sc_rom_iapygian
r2_sp_anc_all_husband_pol_gifted	sc_rom_illyrian
r2_sp_anc_all_husband_pol_gifted	sc_rom_italic
r2_sp_anc_all_husband_pol_gifted	sc_rom_numidian
r2_sp_anc_all_husband_pol_gifted	sc_rom_nuragic
r2_sp_anc_all_husband_pol_gifted	sc_rom_parthian
r2_sp_anc_all_husband_pol_gifted	sc_rom_pontic
r2_sp_anc_all_husband_pol_gifted	sc_rom_roman
r2_sp_anc_all_husband_pol_miscreant	sc_rom_african_arabian
r2_sp_anc_all_husband_pol_miscreant	sc_rom_barb_east
r2_sp_anc_all_husband_pol_miscreant	sc_rom_british
r2_sp_anc_all_husband_pol_miscreant	sc_rom_carthaginian
r2_sp_anc_all_husband_pol_miscreant	sc_rom_celtiberian
r2_sp_anc_all_husband_pol_miscreant	sc_rom_celtic
r2_sp_anc_all_husband_pol_miscreant	sc_rom_daco_thracian
r2_sp_anc_all_husband_pol_miscreant	sc_rom_eastern
r2_sp_anc_all_husband_pol_miscreant	sc_rom_egyptian
r2_sp_anc_all_husband_pol_miscreant	sc_rom_gaul
r2_sp_anc_all_husband_pol_miscreant	sc_rom_germanic
r2_sp_anc_all_husband_pol_miscreant	sc_rom_greek
r2_sp_anc_all_husband_pol_miscreant	sc_rom_iapygian
r2_sp_anc_all_husband_pol_miscreant	sc_rom_illyrian
r2_sp_anc_all_husband_pol_miscreant	sc_rom_italic
r2_sp_anc_all_husband_pol_miscreant	sc_rom_numidian
r2_sp_anc_all_husband_pol_miscreant	sc_rom_nuragic
r2_sp_anc_all_husband_pol_miscreant	sc_rom_parthian
r2_sp_anc_all_husband_pol_miscreant	sc_rom_pontic
r2_sp_anc_all_husband_pol_miscreant	sc_rom_roman
r2_sp_anc_all_husband_pol_poisoner	sc_rom_african_arabian
r2_sp_anc_all_husband_pol_poisoner	sc_rom_barb_east
r2_sp_anc_all_husband_pol_poisoner	sc_rom_british
r2_sp_anc_all_husband_pol_poisoner	sc_rom_carthaginian
r2_sp_anc_all_husband_pol_poisoner	sc_rom_celtiberian
r2_sp_anc_all_husband_pol_poisoner	sc_rom_celtic
r2_sp_anc_all_husband_pol_poisoner	sc_rom_daco_thracian
r2_sp_anc_all_husband_pol_poisoner	sc_rom_eastern
r2_sp_anc_all_husband_pol_poisoner	sc_rom_egyptian
r2_sp_anc_all_husband_pol_poisoner	sc_rom_gaul
r2_sp_anc_all_husband_pol_poisoner	sc_rom_germanic
r2_sp_anc_all_husband_pol_poisoner	sc_rom_greek
r2_sp_anc_all_husband_pol_poisoner	sc_rom_iapygian
r2_sp_anc_all_husband_pol_poisoner	sc_rom_illyrian
r2_sp_anc_all_husband_pol_poisoner	sc_rom_italic
r2_sp_anc_all_husband_pol_poisoner	sc_rom_numidian
r2_sp_anc_all_husband_pol_poisoner	sc_rom_nuragic
r2_sp_anc_all_husband_pol_poisoner	sc_rom_parthian
r2_sp_anc_all_husband_pol_poisoner	sc_rom_pontic
r2_sp_anc_all_husband_pol_poisoner	sc_rom_roman
r2_sp_anc_all_husband_pol_prolific	sc_rom_african_arabian
r2_sp_anc_all_husband_pol_prolific	sc_rom_barb_east
r2_sp_anc_all_husband_pol_prolific	sc_rom_british
r2_sp_anc_all_husband_pol_prolific	sc_rom_carthaginian
r2_sp_anc_all_husband_pol_prolific	sc_rom_celtiberian
r2_sp_anc_all_husband_pol_prolific	sc_rom_celtic
r2_sp_anc_all_husband_pol_prolific	sc_rom_daco_thracian
r2_sp_anc_all_husband_pol_prolific	sc_rom_eastern
r2_sp_anc_all_husband_pol_prolific	sc_rom_egyptian
r2_sp_anc_all_husband_pol_prolific	sc_rom_gaul
r2_sp_anc_all_husband_pol_prolific	sc_rom_germanic
r2_sp_anc_all_husband_pol_prolific	sc_rom_greek
r2_sp_anc_all_husband_pol_prolific	sc_rom_iapygian
r2_sp_anc_all_husband_pol_prolific	sc_rom_illyrian
r2_sp_anc_all_husband_pol_prolific	sc_rom_italic
r2_sp_anc_all_husband_pol_prolific	sc_rom_numidian
r2_sp_anc_all_husband_pol_prolific	sc_rom_nuragic
r2_sp_anc_all_husband_pol_prolific	sc_rom_parthian
r2_sp_anc_all_husband_pol_prolific	sc_rom_pontic
r2_sp_anc_all_husband_pol_prolific	sc_rom_roman
r2_sp_anc_all_husband_pol_quiet	sc_rom_african_arabian
r2_sp_anc_all_husband_pol_quiet	sc_rom_barb_east
r2_sp_anc_all_husband_pol_quiet	sc_rom_british
r2_sp_anc_all_husband_pol_quiet	sc_rom_carthaginian
r2_sp_anc_all_husband_pol_quiet	sc_rom_celtiberian
r2_sp_anc_all_husband_pol_quiet	sc_rom_celtic
r2_sp_anc_all_husband_pol_quiet	sc_rom_daco_thracian
r2_sp_anc_all_husband_pol_quiet	sc_rom_eastern
r2_sp_anc_all_husband_pol_quiet	sc_rom_egyptian
r2_sp_anc_all_husband_pol_quiet	sc_rom_gaul
r2_sp_anc_all_husband_pol_quiet	sc_rom_germanic
r2_sp_anc_all_husband_pol_quiet	sc_rom_greek
r2_sp_anc_all_husband_pol_quiet	sc_rom_iapygian
r2_sp_anc_all_husband_pol_quiet	sc_rom_illyrian
r2_sp_anc_all_husband_pol_quiet	sc_rom_italic
r2_sp_anc_all_husband_pol_quiet	sc_rom_numidian
r2_sp_anc_all_husband_pol_quiet	sc_rom_nuragic
r2_sp_anc_all_husband_pol_quiet	sc_rom_parthian
r2_sp_anc_all_husband_pol_quiet	sc_rom_pontic
r2_sp_anc_all_husband_pol_quiet	sc_rom_roman
r2_sp_anc_all_husband_pol_religious	sc_rom_african_arabian
r2_sp_anc_all_husband_pol_religious	sc_rom_barb_east
r2_sp_anc_all_husband_pol_religious	sc_rom_british
r2_sp_anc_all_husband_pol_religious	sc_rom_carthaginian
r2_sp_anc_all_husband_pol_religious	sc_rom_celtiberian
r2_sp_anc_all_husband_pol_religious	sc_rom_celtic
r2_sp_anc_all_husband_pol_religious	sc_rom_daco_thracian
r2_sp_anc_all_husband_pol_religious	sc_rom_eastern
r2_sp_anc_all_husband_pol_religious	sc_rom_egyptian
r2_sp_anc_all_husband_pol_religious	sc_rom_gaul
r2_sp_anc_all_husband_pol_religious	sc_rom_germanic
r2_sp_anc_all_husband_pol_religious	sc_rom_greek
r2_sp_anc_all_husband_pol_religious	sc_rom_iapygian
r2_sp_anc_all_husband_pol_religious	sc_rom_illyrian
r2_sp_anc_all_husband_pol_religious	sc_rom_italic
r2_sp_anc_all_husband_pol_religious	sc_rom_numidian
r2_sp_anc_all_husband_pol_religious	sc_rom_nuragic
r2_sp_anc_all_husband_pol_religious	sc_rom_parthian
r2_sp_anc_all_husband_pol_religious	sc_rom_pontic
r2_sp_anc_all_husband_pol_religious	sc_rom_roman
r2_sp_anc_all_husband_pol_rowdy	sc_rom_african_arabian
r2_sp_anc_all_husband_pol_rowdy	sc_rom_barb_east
r2_sp_anc_all_husband_pol_rowdy	sc_rom_british
r2_sp_anc_all_husband_pol_rowdy	sc_rom_carthaginian
r2_sp_anc_all_husband_pol_rowdy	sc_rom_celtiberian
r2_sp_anc_all_husband_pol_rowdy	sc_rom_celtic
r2_sp_anc_all_husband_pol_rowdy	sc_rom_daco_thracian
r2_sp_anc_all_husband_pol_rowdy	sc_rom_eastern
r2_sp_anc_all_husband_pol_rowdy	sc_rom_egyptian
r2_sp_anc_all_husband_pol_rowdy	sc_rom_gaul
r2_sp_anc_all_husband_pol_rowdy	sc_rom_germanic
r2_sp_anc_all_husband_pol_rowdy	sc_rom_greek
r2_sp_anc_all_husband_pol_rowdy	sc_rom_iapygian
r2_sp_anc_all_husband_pol_rowdy	sc_rom_illyrian
r2_sp_anc_all_husband_pol_rowdy	sc_rom_italic
r2_sp_anc_all_husband_pol_rowdy	sc_rom_numidian
r2_sp_anc_all_husband_pol_rowdy	sc_rom_nuragic
r2_sp_anc_all_husband_pol_rowdy	sc_rom_parthian
r2_sp_anc_all_husband_pol_rowdy	sc_rom_pontic
r2_sp_anc_all_husband_pol_rowdy	sc_rom_roman
r2_sp_anc_all_husband_prolific	sc_rom_african_arabian
r2_sp_anc_all_husband_prolific	sc_rom_barb_east
r2_sp_anc_all_husband_prolific	sc_rom_british
r2_sp_anc_all_husband_prolific	sc_rom_carthaginian
r2_sp_anc_all_husband_prolific	sc_rom_celtiberian
r2_sp_anc_all_husband_prolific	sc_rom_celtic
r2_sp_anc_all_husband_prolific	sc_rom_daco_thracian
r2_sp_anc_all_husband_prolific	sc_rom_eastern
r2_sp_anc_all_husband_prolific	sc_rom_egyptian
r2_sp_anc_all_husband_prolific	sc_rom_gaul
r2_sp_anc_all_husband_prolific	sc_rom_germanic
r2_sp_anc_all_husband_prolific	sc_rom_greek
r2_sp_anc_all_husband_prolific	sc_rom_iapygian
r2_sp_anc_all_husband_prolific	sc_rom_illyrian
r2_sp_anc_all_husband_prolific	sc_rom_italic
r2_sp_anc_all_husband_prolific	sc_rom_numidian
r2_sp_anc_all_husband_prolific	sc_rom_nuragic
r2_sp_anc_all_husband_prolific	sc_rom_parthian
r2_sp_anc_all_husband_prolific	sc_rom_pontic
r2_sp_anc_all_husband_prolific	sc_rom_roman
r2_sp_anc_all_husband_quiet	sc_rom_african_arabian
r2_sp_anc_all_husband_quiet	sc_rom_barb_east
r2_sp_anc_all_husband_quiet	sc_rom_british
r2_sp_anc_all_husband_quiet	sc_rom_carthaginian
r2_sp_anc_all_husband_quiet	sc_rom_celtiberian
r2_sp_anc_all_husband_quiet	sc_rom_celtic
r2_sp_anc_all_husband_quiet	sc_rom_daco_thracian
r2_sp_anc_all_husband_quiet	sc_rom_eastern
r2_sp_anc_all_husband_quiet	sc_rom_egyptian
r2_sp_anc_all_husband_quiet	sc_rom_gaul
r2_sp_anc_all_husband_quiet	sc_rom_germanic
r2_sp_anc_all_husband_quiet	sc_rom_greek
r2_sp_anc_all_husband_quiet	sc_rom_iapygian
r2_sp_anc_all_husband_quiet	sc_rom_illyrian
r2_sp_anc_all_husband_quiet	sc_rom_italic
r2_sp_anc_all_husband_quiet	sc_rom_numidian
r2_sp_anc_all_husband_quiet	sc_rom_nuragic
r2_sp_anc_all_husband_quiet	sc_rom_parthian
r2_sp_anc_all_husband_quiet	sc_rom_pontic
r2_sp_anc_all_husband_quiet	sc_rom_roman
r2_sp_anc_all_husband_religious	sc_rom_african_arabian
r2_sp_anc_all_husband_religious	sc_rom_barb_east
r2_sp_anc_all_husband_religious	sc_rom_british
r2_sp_anc_all_husband_religious	sc_rom_carthaginian
r2_sp_anc_all_husband_religious	sc_rom_celtiberian
r2_sp_anc_all_husband_religious	sc_rom_celtic
r2_sp_anc_all_husband_religious	sc_rom_daco_thracian
r2_sp_anc_all_husband_religious	sc_rom_eastern
r2_sp_anc_all_husband_religious	sc_rom_egyptian
r2_sp_anc_all_husband_religious	sc_rom_gaul
r2_sp_anc_all_husband_religious	sc_rom_germanic
r2_sp_anc_all_husband_religious	sc_rom_greek
r2_sp_anc_all_husband_religious	sc_rom_iapygian
r2_sp_anc_all_husband_religious	sc_rom_illyrian
r2_sp_anc_all_husband_religious	sc_rom_italic
r2_sp_anc_all_husband_religious	sc_rom_numidian
r2_sp_anc_all_husband_religious	sc_rom_nuragic
r2_sp_anc_all_husband_religious	sc_rom_parthian
r2_sp_anc_all_husband_religious	sc_rom_pontic
r2_sp_anc_all_husband_religious	sc_rom_roman
r2_sp_anc_all_husband_rowdy	sc_rom_african_arabian
r2_sp_anc_all_husband_rowdy	sc_rom_barb_east
r2_sp_anc_all_husband_rowdy	sc_rom_british
r2_sp_anc_all_husband_rowdy	sc_rom_carthaginian
r2_sp_anc_all_husband_rowdy	sc_rom_celtiberian
r2_sp_anc_all_husband_rowdy	sc_rom_celtic
r2_sp_anc_all_husband_rowdy	sc_rom_daco_thracian
r2_sp_anc_all_husband_rowdy	sc_rom_eastern
r2_sp_anc_all_husband_rowdy	sc_rom_egyptian
r2_sp_anc_all_husband_rowdy	sc_rom_gaul
r2_sp_anc_all_husband_rowdy	sc_rom_germanic
r2_sp_anc_all_husband_rowdy	sc_rom_greek
r2_sp_anc_all_husband_rowdy	sc_rom_iapygian
r2_sp_anc_all_husband_rowdy	sc_rom_illyrian
r2_sp_anc_all_husband_rowdy	sc_rom_italic
r2_sp_anc_all_husband_rowdy	sc_rom_numidian
r2_sp_anc_all_husband_rowdy	sc_rom_nuragic
r2_sp_anc_all_husband_rowdy	sc_rom_parthian
r2_sp_anc_all_husband_rowdy	sc_rom_pontic
r2_sp_anc_all_husband_rowdy	sc_rom_roman
r2_sp_anc_all_item_armour_cuirass_moon	sc_rom_african_arabian
r2_sp_anc_all_item_armour_cuirass_moon	sc_rom_barb_east
r2_sp_anc_all_item_armour_cuirass_moon	sc_rom_british
r2_sp_anc_all_item_armour_cuirass_moon	sc_rom_carthaginian
r2_sp_anc_all_item_armour_cuirass_moon	sc_rom_celtic
r2_sp_anc_all_item_armour_cuirass_moon	sc_rom_eastern
r2_sp_anc_all_item_armour_cuirass_moon	sc_rom_egyptian
r2_sp_anc_all_item_armour_cuirass_moon	sc_rom_etruscan
r2_sp_anc_all_item_armour_cuirass_moon	sc_rom_gaul
r2_sp_anc_all_item_armour_cuirass_moon	sc_rom_germanic
r2_sp_anc_all_item_armour_cuirass_moon	sc_rom_greek
r2_sp_anc_all_item_armour_cuirass_moon	sc_rom_italic
r2_sp_anc_all_item_armour_cuirass_moon	sc_rom_numidian
r2_sp_anc_all_item_armour_cuirass_moon	sc_rom_nuragic
r2_sp_anc_all_item_armour_cuirass_moon	sc_rom_parthian
r2_sp_anc_all_item_armour_cuirass_moon	sc_rom_pontic
r2_sp_anc_all_item_armour_cuirass_moon	sc_rom_roman
r2_sp_anc_all_item_army_bow_parthian	sc_rom_african_arabian
r2_sp_anc_all_item_army_bow_parthian	sc_rom_barb_east
r2_sp_anc_all_item_army_bow_parthian	sc_rom_british
r2_sp_anc_all_item_army_bow_parthian	sc_rom_carthaginian
r2_sp_anc_all_item_army_bow_parthian	sc_rom_celtic
r2_sp_anc_all_item_army_bow_parthian	sc_rom_eastern
r2_sp_anc_all_item_army_bow_parthian	sc_rom_egyptian
r2_sp_anc_all_item_army_bow_parthian	sc_rom_etruscan
r2_sp_anc_all_item_army_bow_parthian	sc_rom_gaul
r2_sp_anc_all_item_army_bow_parthian	sc_rom_germanic
r2_sp_anc_all_item_army_bow_parthian	sc_rom_greek
r2_sp_anc_all_item_army_bow_parthian	sc_rom_italic
r2_sp_anc_all_item_army_bow_parthian	sc_rom_numidian
r2_sp_anc_all_item_army_bow_parthian	sc_rom_nuragic
r2_sp_anc_all_item_army_bow_parthian	sc_rom_parthian
r2_sp_anc_all_item_army_bow_parthian	sc_rom_pontic
r2_sp_anc_all_item_army_bow_parthian	sc_rom_roman
r2_sp_anc_all_item_disguise_leper	sc_rom_african_arabian
r2_sp_anc_all_item_disguise_leper	sc_rom_barb_east
r2_sp_anc_all_item_disguise_leper	sc_rom_british
r2_sp_anc_all_item_disguise_leper	sc_rom_carthaginian
r2_sp_anc_all_item_disguise_leper	sc_rom_celtic
r2_sp_anc_all_item_disguise_leper	sc_rom_eastern
r2_sp_anc_all_item_disguise_leper	sc_rom_egyptian
r2_sp_anc_all_item_disguise_leper	sc_rom_etruscan
r2_sp_anc_all_item_disguise_leper	sc_rom_gaul
r2_sp_anc_all_item_disguise_leper	sc_rom_germanic
r2_sp_anc_all_item_disguise_leper	sc_rom_greek
r2_sp_anc_all_item_disguise_leper	sc_rom_italic
r2_sp_anc_all_item_disguise_leper	sc_rom_numidian
r2_sp_anc_all_item_disguise_leper	sc_rom_nuragic
r2_sp_anc_all_item_disguise_leper	sc_rom_parthian
r2_sp_anc_all_item_disguise_leper	sc_rom_pontic
r2_sp_anc_all_item_disguise_leper	sc_rom_roman
r2_sp_anc_all_item_disguise_vestal	sc_rom_african_arabian
r2_sp_anc_all_item_disguise_vestal	sc_rom_barb_east
r2_sp_anc_all_item_disguise_vestal	sc_rom_british
r2_sp_anc_all_item_disguise_vestal	sc_rom_carthaginian
r2_sp_anc_all_item_disguise_vestal	sc_rom_celtic
r2_sp_anc_all_item_disguise_vestal	sc_rom_eastern
r2_sp_anc_all_item_disguise_vestal	sc_rom_egyptian
r2_sp_anc_all_item_disguise_vestal	sc_rom_etruscan
r2_sp_anc_all_item_disguise_vestal	sc_rom_gaul
r2_sp_anc_all_item_disguise_vestal	sc_rom_germanic
r2_sp_anc_all_item_disguise_vestal	sc_rom_greek
r2_sp_anc_all_item_disguise_vestal	sc_rom_italic
r2_sp_anc_all_item_disguise_vestal	sc_rom_numidian
r2_sp_anc_all_item_disguise_vestal	sc_rom_nuragic
r2_sp_anc_all_item_disguise_vestal	sc_rom_parthian
r2_sp_anc_all_item_disguise_vestal	sc_rom_pontic
r2_sp_anc_all_item_disguise_vestal	sc_rom_roman
r2_sp_anc_all_item_falx	sc_rom_african_arabian
r2_sp_anc_all_item_falx	sc_rom_barb_east
r2_sp_anc_all_item_falx	sc_rom_british
r2_sp_anc_all_item_falx	sc_rom_carthaginian
r2_sp_anc_all_item_falx	sc_rom_celtic
r2_sp_anc_all_item_falx	sc_rom_eastern
r2_sp_anc_all_item_falx	sc_rom_egyptian
r2_sp_anc_all_item_falx	sc_rom_etruscan
r2_sp_anc_all_item_falx	sc_rom_gaul
r2_sp_anc_all_item_falx	sc_rom_germanic
r2_sp_anc_all_item_falx	sc_rom_greek
r2_sp_anc_all_item_falx	sc_rom_italic
r2_sp_anc_all_item_falx	sc_rom_numidian
r2_sp_anc_all_item_falx	sc_rom_nuragic
r2_sp_anc_all_item_falx	sc_rom_parthian
r2_sp_anc_all_item_falx	sc_rom_pontic
r2_sp_anc_all_item_falx	sc_rom_roman
r2_sp_anc_all_item_glasses	sc_rom_african_arabian
r2_sp_anc_all_item_glasses	sc_rom_british
r2_sp_anc_all_item_glasses	sc_rom_carthaginian
r2_sp_anc_all_item_glasses	sc_rom_celtic
r2_sp_anc_all_item_glasses	sc_rom_eastern
r2_sp_anc_all_item_glasses	sc_rom_egyptian
r2_sp_anc_all_item_glasses	sc_rom_etruscan
r2_sp_anc_all_item_glasses	sc_rom_gaul
r2_sp_anc_all_item_glasses	sc_rom_germanic
r2_sp_anc_all_item_glasses	sc_rom_greek
r2_sp_anc_all_item_glasses	sc_rom_italic
r2_sp_anc_all_item_glasses	sc_rom_numidian
r2_sp_anc_all_item_glasses	sc_rom_nuragic
r2_sp_anc_all_item_glasses	sc_rom_parthian
r2_sp_anc_all_item_glasses	sc_rom_pontic
r2_sp_anc_all_item_glasses	sc_rom_roman
r2_sp_anc_all_item_shield_practice	sc_rom_african_arabian
r2_sp_anc_all_item_shield_practice	sc_rom_barb_east
r2_sp_anc_all_item_shield_practice	sc_rom_british
r2_sp_anc_all_item_shield_practice	sc_rom_carthaginian
r2_sp_anc_all_item_shield_practice	sc_rom_celtic
r2_sp_anc_all_item_shield_practice	sc_rom_eastern
r2_sp_anc_all_item_shield_practice	sc_rom_egyptian
r2_sp_anc_all_item_shield_practice	sc_rom_etruscan
r2_sp_anc_all_item_shield_practice	sc_rom_gaul
r2_sp_anc_all_item_shield_practice	sc_rom_germanic
r2_sp_anc_all_item_shield_practice	sc_rom_greek
r2_sp_anc_all_item_shield_practice	sc_rom_italic
r2_sp_anc_all_item_shield_practice	sc_rom_numidian
r2_sp_anc_all_item_shield_practice	sc_rom_nuragic
r2_sp_anc_all_item_shield_practice	sc_rom_parthian
r2_sp_anc_all_item_shield_practice	sc_rom_pontic
r2_sp_anc_all_item_shield_practice	sc_rom_roman
r2_sp_anc_all_local_bandit	sc_rom_african_arabian
r2_sp_anc_all_local_bandit	sc_rom_barb_east
r2_sp_anc_all_local_bandit	sc_rom_british
r2_sp_anc_all_local_bandit	sc_rom_carthaginian
r2_sp_anc_all_local_bandit	sc_rom_celtiberian
r2_sp_anc_all_local_bandit	sc_rom_celtic
r2_sp_anc_all_local_bandit	sc_rom_daco_thracian
r2_sp_anc_all_local_bandit	sc_rom_eastern
r2_sp_anc_all_local_bandit	sc_rom_egyptian
r2_sp_anc_all_local_bandit	sc_rom_etruscan
r2_sp_anc_all_local_bandit	sc_rom_gaul
r2_sp_anc_all_local_bandit	sc_rom_germanic
r2_sp_anc_all_local_bandit	sc_rom_greek
r2_sp_anc_all_local_bandit	sc_rom_illyrian
r2_sp_anc_all_local_bandit	sc_rom_italic
r2_sp_anc_all_local_bandit	sc_rom_numidian
r2_sp_anc_all_local_bandit	sc_rom_nuragic
r2_sp_anc_all_local_bandit	sc_rom_parthian
r2_sp_anc_all_local_bandit	sc_rom_pontic
r2_sp_anc_all_local_bandit	sc_rom_roman
r2_sp_anc_all_magic_magician	sc_rom_african_arabian
r2_sp_anc_all_magic_magician	sc_rom_barb_east
r2_sp_anc_all_magic_magician	sc_rom_british
r2_sp_anc_all_magic_magician	sc_rom_carthaginian
r2_sp_anc_all_magic_magician	sc_rom_celtic
r2_sp_anc_all_magic_magician	sc_rom_eastern
r2_sp_anc_all_magic_magician	sc_rom_egyptian
r2_sp_anc_all_magic_magician	sc_rom_etruscan
r2_sp_anc_all_magic_magician	sc_rom_gaul
r2_sp_anc_all_magic_magician	sc_rom_germanic
r2_sp_anc_all_magic_magician	sc_rom_greek
r2_sp_anc_all_magic_magician	sc_rom_italic
r2_sp_anc_all_magic_magician	sc_rom_numidian
r2_sp_anc_all_magic_magician	sc_rom_nuragic
r2_sp_anc_all_magic_magician	sc_rom_parthian
r2_sp_anc_all_magic_magician	sc_rom_pontic
r2_sp_anc_all_magic_magician	sc_rom_roman
r2_sp_anc_all_magic_magus_east	sc_rom_african_arabian
r2_sp_anc_all_magic_magus_east	sc_rom_barb_east
r2_sp_anc_all_magic_magus_east	sc_rom_british
r2_sp_anc_all_magic_magus_east	sc_rom_carthaginian
r2_sp_anc_all_magic_magus_east	sc_rom_celtic
r2_sp_anc_all_magic_magus_east	sc_rom_eastern
r2_sp_anc_all_magic_magus_east	sc_rom_egyptian
r2_sp_anc_all_magic_magus_east	sc_rom_etruscan
r2_sp_anc_all_magic_magus_east	sc_rom_gaul
r2_sp_anc_all_magic_magus_east	sc_rom_germanic
r2_sp_anc_all_magic_magus_east	sc_rom_greek
r2_sp_anc_all_magic_magus_east	sc_rom_italic
r2_sp_anc_all_magic_magus_east	sc_rom_numidian
r2_sp_anc_all_magic_magus_east	sc_rom_nuragic
r2_sp_anc_all_magic_magus_east	sc_rom_parthian
r2_sp_anc_all_magic_magus_east	sc_rom_pontic
r2_sp_anc_all_magic_magus_east	sc_rom_roman
r2_sp_anc_all_magic_soothsayer_1	sc_rom_african_arabian
r2_sp_anc_all_magic_soothsayer_1	sc_rom_barb_east
r2_sp_anc_all_magic_soothsayer_1	sc_rom_british
r2_sp_anc_all_magic_soothsayer_1	sc_rom_carthaginian
r2_sp_anc_all_magic_soothsayer_1	sc_rom_celtiberian
r2_sp_anc_all_magic_soothsayer_1	sc_rom_celtic
r2_sp_anc_all_magic_soothsayer_1	sc_rom_daco_thracian
r2_sp_anc_all_magic_soothsayer_1	sc_rom_eastern
r2_sp_anc_all_magic_soothsayer_1	sc_rom_egyptian
r2_sp_anc_all_magic_soothsayer_1	sc_rom_etruscan
r2_sp_anc_all_magic_soothsayer_1	sc_rom_gaul
r2_sp_anc_all_magic_soothsayer_1	sc_rom_germanic
r2_sp_anc_all_magic_soothsayer_1	sc_rom_greek
r2_sp_anc_all_magic_soothsayer_1	sc_rom_illyrian
r2_sp_anc_all_magic_soothsayer_1	sc_rom_italic
r2_sp_anc_all_magic_soothsayer_1	sc_rom_numidian
r2_sp_anc_all_magic_soothsayer_1	sc_rom_nuragic
r2_sp_anc_all_magic_soothsayer_1	sc_rom_parthian
r2_sp_anc_all_magic_soothsayer_1	sc_rom_pontic
r2_sp_anc_all_magic_soothsayer_1	sc_rom_roman
r2_sp_anc_all_magic_soothsayer_2	sc_rom_african_arabian
r2_sp_anc_all_magic_soothsayer_2	sc_rom_barb_east
r2_sp_anc_all_magic_soothsayer_2	sc_rom_british
r2_sp_anc_all_magic_soothsayer_2	sc_rom_carthaginian
r2_sp_anc_all_magic_soothsayer_2	sc_rom_celtiberian
r2_sp_anc_all_magic_soothsayer_2	sc_rom_celtic
r2_sp_anc_all_magic_soothsayer_2	sc_rom_daco_thracian
r2_sp_anc_all_magic_soothsayer_2	sc_rom_eastern
r2_sp_anc_all_magic_soothsayer_2	sc_rom_egyptian
r2_sp_anc_all_magic_soothsayer_2	sc_rom_etruscan
r2_sp_anc_all_magic_soothsayer_2	sc_rom_gaul
r2_sp_anc_all_magic_soothsayer_2	sc_rom_germanic
r2_sp_anc_all_magic_soothsayer_2	sc_rom_greek
r2_sp_anc_all_magic_soothsayer_2	sc_rom_illyrian
r2_sp_anc_all_magic_soothsayer_2	sc_rom_italic
