region	region_group
rom_thracia_byzantion	roman_legacy_specific_pontica
rom_thracia_moesia	roman_legacy_specific_pontica
inv_balaria_alghero	roman_legacy_specific_sardiniana
inv_balaria_nurra	roman_legacy_specific_sardiniana
inv_balaria_olbia	roman_legacy_specific_sardiniana
inv_balaria_sassari	roman_legacy_specific_sardiniana
inv_ioleia_bosa	roman_legacy_specific_sardiniana
inv_ioleia_caralis	roman_legacy_specific_sardiniana
inv_ioleia_su_nuraxi	roman_legacy_specific_sardiniana
inv_ioleia_sulci	roman_legacy_specific_sardiniana
emp_sarmatia_melgunov	roman_legacy_specific_sarmatica
emp_sarmatia_olbia	roman_legacy_specific_sarmatica
emp_sarmatia_solokha	roman_legacy_specific_sarmatica
rom_dacia_bastarnia	roman_legacy_specific_sarmatica
rom_ponto_caspia_oium	roman_legacy_specific_sarmatica
rom_sarmatia_aestia	roman_legacy_specific_sarmatica
rom_sarmatia_galicia	roman_legacy_specific_sarmatica
rom_sarmatia_pripet	roman_legacy_specific_sarmatica
rom_silesia_leda	roman_legacy_specific_sarmatica
emp_scythia_gelonus	roman_legacy_specific_scythica
emp_scythia_samandar	roman_legacy_specific_scythica
emp_scythia_sarai	roman_legacy_specific_scythica
emp_scythia_siracena	roman_legacy_specific_scythica
rom_chorasmia_korasmia	roman_legacy_specific_scythica
rom_chorasmia_transcaspia	roman_legacy_specific_scythica
rom_ponto_caspia_cimmeria	roman_legacy_specific_scythica
rom_ponto_caspia_didoya	roman_legacy_specific_scythica
rom_ponto_caspia_oium	roman_legacy_specific_scythica
rom_ponto_caspia_zyx	roman_legacy_specific_scythica
rom_scythia_scythia	roman_legacy_specific_scythica
rom_scythia_turan	roman_legacy_specific_scythica
rom_scythia_usturt	roman_legacy_specific_scythica
rom_mesopotamia_athura	roman_legacy_specific_seleucena
rom_mesopotamia_babylonia	roman_legacy_specific_seleucena
rom_mesopotamia_mesene	roman_legacy_specific_seleucena
rom_mesopotamia_osroene	roman_legacy_specific_seleucena
rom_syria_aram	roman_legacy_specific_seleucena
rom_syria_eremos_syria	roman_legacy_specific_seleucena
rom_syria_phonecia	roman_legacy_specific_seleucena
rom_syria_syria	roman_legacy_specific_seleucena
inv_elymia_agrigento	roman_legacy_specific_siciliana
inv_elymia_entella	roman_legacy_specific_siciliana
inv_elymia_motya	roman_legacy_specific_siciliana
inv_elymia_panormus	roman_legacy_specific_siciliana
inv_sicania_agyrion	roman_legacy_specific_siciliana
inv_sicania_catana	roman_legacy_specific_siciliana
inv_sicania_cephaloidis	roman_legacy_specific_siciliana
inv_sicania_messene	roman_legacy_specific_siciliana
inv_sikelia_gela	roman_legacy_specific_siciliana
inv_sikelia_hybla_heraea	roman_legacy_specific_siciliana
inv_sikelia_leontini	roman_legacy_specific_siciliana
inv_sikelia_syracuse	roman_legacy_specific_siciliana
emp_syria_antioch	roman_legacy_specific_syriaca
emp_syria_samosata	roman_legacy_specific_syriaca
emp_syria_tarsus	roman_legacy_specific_syriaca
emp_syria_thapsacus	roman_legacy_specific_syriaca
rom_syria_aram	roman_legacy_specific_syriaca
rom_syria_eremos_syria	roman_legacy_specific_syriaca
rom_syria_phonecia	roman_legacy_specific_syriaca
rom_syria_syria	roman_legacy_specific_syriaca
emp_thracia_antheia	roman_legacy_specific_thracica
rom_thracia_byzantion	roman_legacy_specific_thracica
rom_thracia_dardania	roman_legacy_specific_thracica
rom_thracia_moesia	roman_legacy_specific_thracica
rom_thracia_thracia	roman_legacy_specific_thracica
inv_gallia_transpadana_brixia	roman_legacy_specific_transpadana
inv_gallia_transpadana_eporedia	roman_legacy_specific_transpadana
inv_gallia_transpadana_mediolanum	roman_legacy_specific_transpadana
inv_gallia_transpadana_vercelum	roman_legacy_specific_transpadana
inv_venetia_patavium	roman_legacy_specific_transpadana
inv_venetia_tarvisium	roman_legacy_specific_transpadana
inv_venetia_tegeste	roman_legacy_specific_transpadana
inv_venetia_vedinum	roman_legacy_specific_transpadana
