key	modifier
Mer_Eas_Hillmen	1.0000
Mer_Eas_Javelinmen	1.0000
Mer_Eas_Skirm_Cav	1.0000
Mer_Eas_Syrian_Archers	1.0000
Mer_Egy_Archers	1.0000
Mer_Egy_Barge	1.0000
Mer_Egy_Inf	1.0000
Mer_Egy_Nile_Barge	1.0000
Mer_Ert_Galley	1.0000
Mer_Gal_Light_Horse	1.0000
Mer_Gal_Medium_Raider	1.0000
Mer_Gal_Raider	1.0000
Mer_Gal_Warriors	1.0000
Mer_Ger_Longbow_Hunters	1.0000
Mer_Ger_Raider	1.0000
Mer_Ger_Scout_Riders	1.0000
Mer_Ger_Spear_Brothers	1.0000
Mer_Gre_Citizen_Cav	1.0000
Mer_Gre_Cretan_Archers	1.0000
Mer_Gre_Hoplites	1.0000
Mer_Gre_Peltasts	1.0000
Mer_Gre_Raider	1.0000
Mer_Gre_Rhodian_Slingers	1.0000
Mer_Gre_Tarantine_Cav	1.0000
Mer_Gre_Thureos_Spears	1.0000
Mer_Gre_Vet_Hoplites	1.0000
Mer_Hel_Galley	1.0000
Mer_Hel_Raider	1.0000
Mer_Ibe_Balearic_Slingers	1.0000
Mer_Ibe_Cantabrian_Cav	1.0000
Mer_Ibe_Cav	1.0000
Mer_Ibe_Raider	1.0000
Mer_Ibe_Slingers	1.0000
Mer_Ibe_Sword	1.0000
Mer_Ill_Cav	1.0000
Mer_Ill_Coastal_Levies	1.0000
Mer_Ill_Galley	1.0000
Mer_Ill_Heavy_Galley	1.0000
Mer_Ind_War_Elephants	1.0000
Mer_Ita_Cav	1.0000
Mer_Ita_Spear	1.0000
Mer_Lib_Galley	1.0000
Mer_Lib_Raider	1.0000
Mer_Lus_Raider	1.0000
Mer_Mac_Shark	1.0000
Mer_Num_Cav	1.0000
Mer_Num_Javelinmen	1.0000
Mer_Num_Medium_Raider	1.0000
Mer_Par_Horse_Archers	1.0000
Mer_Par_Raider	1.0000
Mer_Par_Spear	1.0000
Mer_Per_Archers	1.0000
Mer_Per_Cav	1.0000
Mer_Per_Galley	1.0000
Mer_Per_Raider	1.0000
Mer_Pho_Galley	1.0000
Mer_Pon_Raider	1.0000
Mer_Rho_Two_Halfer	1.0000
Mer_Sak_Raider	1.0000
Mer_Sar_Armour_Lancers	1.0000
Mer_Sar_Horse_Archers	1.0000
Mer_Sar_Lancers	1.0000
Mer_Sar_Raider	1.0000
Mer_Scy_Armour_Horse_Archers	1.0000
Mer_Scy_Horse_Archers	1.0000
Mer_Scy_Raider	1.0000
Mer_Thr_Cav	1.0000
Mer_Thr_Galley	1.0000
Mer_Thr_Heavy_Galley	1.0000
Mer_Thr_Peltasts	1.0000
Num_Javelinmen	1.0000
Num_Noble_Infantry	1.0000
Num_Noble_Six	1.0000
Num_Spear	1.0000
Num_Spear_Two	1.0000
Num_Spear_Two_Fire_Pots	1.0000
Rom_Armour_Legionaries	1.0000
Rom_Ballista	1.2500
Rom_Ballista_Bastion	1.2500
Rom_Ballista_Five	1.2500
Rom_Cheiroballistra	1.2500
Rom_Eagle_Cohort	1.0000
Rom_Equites	1.0000
Rom_Evocati_Cohort	1.0000
Rom_Evocati_Six	1.0000
Rom_Evocati_Six_Lft_Aft	1.0000
Rom_First_Cohort	1.0000
Rom_General	1.0000
Rom_Giant_Ballista	1.2500
Rom_Gladiator_Spear	1.0000
Rom_Gladiators	1.0000
Rom_Hastati	1.0000
Rom_Hastati_Two	1.0000
Rom_Hastati_Two_Fire_Pots	1.0000
Rom_Large_Onager	1.2500
Rom_Legatus	1.0000
Rom_Legionaries	1.0000
Rom_Legionaries_Four	1.0000
Rom_Legionaries_Two	1.0000
Rom_Legionaries_Two_Fire_Pots	1.0000
Rom_Legionary_Cav	1.0000
Rom_Legionary_Cohort	1.0000
Rom_Legionary_Cohort_Four	1.0000
Rom_Legionary_Cohort_Two	1.0000
Rom_Legionary_Cohort_Two_Fire_Pots	1.0000
Rom_Leves	1.0000
Rom_Leves_One_Halfer	1.0000
Rom_Leves_Three	1.0000
Rom_Leves_Three_Scorpio	1.0000
Rom_Leves_Two_Halfer	1.0000
Rom_Onager	1.2500
Rom_Onager_Bastion	1.2500
Rom_Onager_Five	1.2500
Rom_Onager_Prologue	1.2500
Rom_Plebs	1.0000
Rom_Polybolos	1.2500
Rom_Polybolos_Bastion	1.2500
Rom_Praetorian_Cav	1.0000
Rom_Praetorian_Guard	1.0000
Rom_Praetorians	1.0000
Rom_Principes	1.0000
Rom_Principes_Four	1.0000
Rom_Rorarii	1.0000
Rom_Scorpion	1.2500
Rom_Scorpion_Bastion	1.2500
Rom_Triarii	1.0000
Rom_Triarii_Six	1.0000
Rom_Triarii_Six_Lft_Aft	1.0000
Rom_Velites	1.0000
Rom_Velites_Five	1.0000
Rom_Vet_Legionaries	1.0000
Rom_Vet_Legionaries_Lft_Aft	1.0000
Rom_Vet_Legionaries_Six	1.0000
Rom_Vigiles	1.0000
Rom_War_Dogs	1.0000
Ste_Archers	1.0000
Ste_Archers_Five	1.0000
Ste_Archers_Medium_Raider	1.0000
Ste_Archers_Raider	1.0000
Ste_Armour_Horse_Archers	1.0000
Ste_Armoured_Lancers	1.0000
Ste_Axes_Four	1.0000
Ste_Axes_Medium_Raider	1.0000
Ste_Axes_Six	1.0000
Ste_Axes_Two	1.0000
Ste_Axes_Two_Fire_Pots	1.0000
Ste_Ballista	1.2500
Ste_Ballista_Bastion	1.2500
Ste_Horse_Archers	1.0000
Ste_Horse_Skirm	1.0000
Ste_Lancers	1.0000
Ste_Noble_Horse_Archers	1.0000
Ste_Noble_Lancers	1.0000
Ste_Royal_Horse_Archers	1.0000
Ste_Saka_Cataphract_Horse_Archers	1.0000
Ste_Saka_Cataphracts	1.0000
Ste_Saka_Noble_Armour_Lancers	1.0000
Ste_Sarmatian_Horsemen	1.0000
Ste_Sarmatian_Riders	1.0000
Ste_Sarmatian_Royal_Lancers	1.0000
Ste_Scythian_Royal_Horse	1.0000
Ste_Scythian_Royal_Skirmishers	1.0000
Ste_Spear	1.0000
Ste_Spear_Four	1.0000
Ste_Spear_Heavy_Raider	1.0000
Ste_Tribesmen	1.0000
Ste_Tribesmen_Raider	1.0000
Ste_Young_Axes	1.0000
Thr_Bowmen	1.0000
Thr_Bowmen_Five	1.0000
Thr_Cav	1.0000
Thr_Nobles	1.0000
Thr_Nobles_Heavy_Raider	1.0000
Thr_Peltasts	1.0000
Thr_Royal_Cav	1.0000
Thr_Skirm	1.0000
Thr_Skirm_Raider	1.0000
Thr_Slingers	1.0000
Thr_Slingers_Medium_Raider	1.0000
Thr_Tribal_Garrison	1.0000
Thr_Warriors	1.0000
Thr_Warriors_Four	1.0000
Thr_Warriors_Medium_Raider	1.0000
Thr_Warriors_Raider	1.0000
inv_car_ballista	1.2500
inv_car_polybolos	1.2500
inv_etr_ballista	1.2500
inv_etr_polybolos	1.2500
inv_gre_Ballista_greek_onager_five	1.2500
inv_gre_ballista_syracuse	1.2500
inv_gre_ballista_taranto	1.2500
inv_gre_polybolos_syracuse	1.2500
inv_gre_polybolos_taranto	1.2500
inv_iol_ballista	1.2500
inv_iol_polybolos	1.2500
inv_mercenary_ballista	1.2500
inv_rom_ballista	1.2500
inv_rom_polybolos	1.2500
inv_sam_ballista	1.2500
inv_sam_polybolos	1.2500
inv_syr_giant_ballista	1.2500
