key	generate	localised_description	localised_title	mission_type	ui_icon	ui_image	prioritised
objective_3c_gallicemp_7_primary	false	Tetricus' armies advanced deep into Sassanid territory. City after city fell and the eastern armies appeared powerless to stop the invasion.	The Invasion of Persia	CAPTURE_REGIONS	rom_event_mission.png	3c_rom_tetricus.png	false
objective_3c_gallicemp_8_primary	false	To further expand his holdings, Tetricus conquered all the land around the Pontus Euxinus, eradicating any roving pirate fleets in the process. Trade then flowed free.	Pontus Euxinus is Mine!	CAPTURE_REGIONS	rom_event_mission.png	3c_rom_tetricus.png	false
objective_3c_gallicemp_9_primary	false	Rome had regained its lost territory, but now the flow of goods and gold had to be restored. After all, only a full Imperial treasury could properly serve the people.	Roman Prosperity	CAPTURE_REGIONS	rom_event_mission.png	3c_rom_tetricus.png	false
objective_3c_gothi_1_primary	false	The wise Gothic reiks, Cannabaudes, led his warriors straight for the Roman city of Zarmizegetusa. In order to establish firm control over Dacia, the Gothi had to deal with the Roxolani, a warlike steppe tribe. Perhaps they would be willing to enter an alliance?	Gothi Dacia	CAPTURE_REGIONS	rom_event_mission.png	3c_barb_cannabaudes.png	false
objective_3c_gothi_2_primary	false	Then the Gothi marched south along the west coast of Pontus Euxinus. They plundered the countryside with their usual vigour; conquest was their goal, however, and soon every coastal town fell to their blades.	Masters of Pontus Euxinus	CAPTURE_REGIONS	rom_event_mission.png	3c_barb_cannabaudes.png	false
objective_3c_gothi_3_primary	false	The Gothi poured into Roman lands and put them to the torch. Woe upon the Roman people! Woe upon their Emperor! The barbarian hordes were unstoppable in their bloodlust.	Hail & Kill	CAPTURE_REGIONS	rom_event_mission.png	3c_barb_cannabaudes.png	false
objective_3c_gothi_4_primary	false	The cities of Thessalonika and Athens were the next to fall before the Gothic onslaught. The locals were said to have abandoned their homes as soon as they heard that the Gothi were approaching.	Siege Machine	CAPTURE_REGIONS	rom_event_mission.png	3c_barb_cannabaudes.png	false
objective_3c_gothi_5_primary	false	Cannabaudes then ordered the Gothi to advance into the steppe territories to the north and east of Pontus Euxinus. No longer would they suffer the raids of nomadic horsemen.	The Wild East	CAPTURE_REGIONS	rom_event_mission.png	3c_barb_cannabaudes.png	false
objective_3c_gothi_6_primary	false	The Gothi proceeded to attack all Roman territories to the south of Pontus Euxinus, reaching as far Antioch. Never before had a Gothic reiks reigned over lands of such intense heat.	Southern Expansion	CAPTURE_REGIONS	rom_event_mission.png	3c_barb_cannabaudes.png	false
objective_3c_gothi_7_primary	false	The Gothi gathered their armies for a massive western invasion. Their goal was to control the area around the Alps, which in turn would open their way to the south... where Rome would be at their mercy.	Towards Rome	CAPTURE_REGIONS	rom_event_mission.png	3c_barb_cannabaudes.png	false
objective_3c_gothi_8_primary	false	The defenders of Rome fought bravely - the bravery of desperation. Yet, the Gothi prevailed and their hordes rushed onto the streets of the Eternal City. The great sacking lasted for days and when it was complete, only crows inhabited empty buildings.	In Flames	CAPTURE_REGIONS	rom_event_mission.png	3c_barb_cannabaudes.png	false
objective_3c_gothi_9_primary	false	The Gothi rampaged across the remains of the Roman Empire. City after city fell beneath their heels. Never before had the world seen such great terror. The glory of the Roman Empire was forever ruined.	The Scourge	CAPTURE_REGIONS	rom_event_mission.png	3c_barb_cannabaudes.png	false
objective_3c_marcomanni_1_primary	false	Hercynia had been home of the Marcomanni for generations. They shared the great wood with the Alemanni and Quadi, and knew that he who controlled the entire forest would in effect own an enormous impregnable fortress.	Masters of Hercynia	CAPTURE_REGIONS	rom_event_mission.png	barb_politics.png	false
objective_3c_marcomanni_2_primary	false	The Marcomanni poured out of their ancestral forest and through bold conquest quickly enlarged their domain, much to the dismay and awe of other barbarian tribes.	A Land United	CAPTURE_REGIONS	rom_event_mission.png	barb_army_up.png	false
objective_3c_marcomanni_3_primary	false	Having established a firm hold over vast territories, the Marcomanni were finally ready to march against Aurelian in earnest. Their armies entered Pannonia, their war cries ringing over the vast fields.	Into Pannonia	CAPTURE_REGIONS	rom_event_mission.png	rom_land_defeat.png	false
objective_3c_marcomanni_4_primary	false	As the war against Rome was in full sway, all warriors young and old grew increasingly eager for loot. Many Roman settlements were stripped bare of valuables, their inhabitants enslaved, and the houses set ablaze.	Marcomannic Onslaught	CAPTURE_REGIONS	rom_event_mission.png	barb_land_victory.png	false
objective_3c_marcomanni_5_primary	false	The Marcomanni then proceeded to unite more Germanic tribes under their banner. However there were certain chiefs who openly opposed the idea, who were swiftly and brutally dealt with.	The Grand Germanic Alliance	CAPTURE_REGIONS	rom_event_mission.png	barb_politics.png	false
objective_3c_marcomanni_6_primary	false	A whirlwind of destruction, the Marcomanni plundered city after city. They gathered goods, gold and slaves, distributed them among themselves, and it is said that even the lowliest warriors became as rich as kings.	The Sword & The Flame	CAPTURE_REGIONS	rom_event_mission.png	barb_revolt.png	false
objective_3c_marcomanni_7_primary	false	The thing that generations of Romans feared finally happened: barbarians entered the Eternal City and, unlike Brennus of old, did not intend to leave.	The New Kings of Rome	CAPTURE_REGIONS	rom_event_mission.png	rom_under_siege.png	false
objective_3c_marcomanni_8_primary	false	Merely having access to the Mare Internum was not enough for the intrepid Marcomanni. Their ships sailed south and captured all major coasts around the Mare Ionium and Mare Africum.	Overseas Expansion	CAPTURE_REGIONS	rom_event_mission.png	barb_navy_up.png	false
objective_3c_marcomanni_9_primary	false	The people of the Marcomanni had seen war and strife and now needed a life of appropriate luxury. The king himself saw to it, by acquiring  for his people every rare commodity that could be found.	From Distant Lands	CAPTURE_REGIONS	rom_event_mission.png	barb_diplomacy.png	false
objective_3c_palmyra_1_primary	false	After assuming power, Zenobia's armies converged in the west, in the fertile lands around the Nile. Not only was Aegyptos a rich province in its own right, but the grain it produced fed the great city of Rome itself.	The Mistress of Egypt	CAPTURE_REGIONS	rom_event_mission.png	3c_rom_zenobia.png	false
objective_3c_palmyra_2_primary	false	Zenobia's next move was to establish a foothold in Asia Minor to facilitate her further expansion. Unfortunately, the entire peninsula was held by forces loyal to Emperor Aurelian.	Northern Expansion	CAPTURE_REGIONS	rom_event_mission.png	3c_rom_zenobia.png	false
objective_3c_palmyra_3_primary	false	The province of Africa belonged to Emperor Aurelian, yet it was separated from the rest of his lands by sea. Zenobia moved to conquer it, even capturing the Sicilian city of Agrigentum. Thus the preparations for taking Rome itself were complete.	Bridge Over Troubled Waters	CAPTURE_REGIONS	rom_event_mission.png	3c_rom_zenobia.png	false
objective_3c_palmyra_4_primary	false	Palmyrene forces advanced towards Rome, overcoming any resistance they came across. With the Eternal City within her grasp, Zenobia made the political arrangements necessary for acceptance by the Senate.	Welcome, the Empress	CAPTURE_REGIONS	rom_event_mission.png	3c_rom_zenobia.png	false
objective_3c_palmyra_5_primary	false	It was an old dream of Zenobia to control the Greek shores of Mare Aegaeum. To that end, she outfitted another expedition, which brought her into direct conflict with Emperor Aurelian once again.	The Hellenic Expansion	CAPTURE_REGIONS	rom_event_mission.png	3c_rom_zenobia.png	false
objective_3c_palmyra_6_primary	false	Then, Zenobia turned her ambitious gaze to the western shores of Mare Internum. Roman forces there were ready for an invasion but the queen hoped that diplomacy would suffice.	War in the West	CAPTURE_REGIONS	rom_event_mission.png	3c_rom_zenobia.png	false
objective_3c_palmyra_7_primary	false	Palmyra's Legions surged north, deep into Gaul. With every major city in the area threatened, Tetricus' army had little chance of overcoming the invaders.	The Heart of Gaul	CAPTURE_REGIONS	rom_event_mission.png	3c_rom_zenobia.png	false
objective_3c_palmyra_8_primary	false	Despite attempts to maintain peace with the eastern empires, once her struggle with the Roman Emperors was at an end, Zenobia directed her armies towards Persia. As you might expect, war soon ensued.	Forward Into Persia	CAPTURE_REGIONS	rom_event_mission.png	3c_rom_zenobia.png	false
objective_3c_palmyra_9_primary	false	Philosophy and natural sciences flourished in the Palmyrene Empire. Laws were established and their justice absolute; trade and crafts were practiced and improved. A golden era was coming.	Wonder of Civilisation	CAPTURE_REGIONS	rom_event_mission.png	3c_rom_zenobia.png	false
objective_3c_rome_1_primary	false	By that time, Quintillus, brother to the late Claudius Gothicus, held the power in Rome. Aurelian did not waste a single day but quickly headed west to meet the leader of the pretenders.	All Roads Lead to Rome	CAPTURE_REGIONS	rom_event_mission.png	3c_rom_aurelian.png	false
objective_3c_rome_2_primary	false	With the city of Rome in his hands, Aurelian expanded his influence further. He knew well that his struggle was far from over; in fact, it had only just begun.	Restoration Begins	CAPTURE_REGIONS	rom_event_mission.png	3c_rom_aurelian.png	false
objective_3c_rome_3_primary	false	The Emperor recognised that wars against Zenobia and Tetricus would impose a great strain on the Imperial treasury. This is why he needed to establish a steady flow of gold into his coffers.	The Nerve of War	CAPTURE_REGIONS	rom_event_mission.png	3c_rom_aurelian.png	false
objective_3c_rome_4_primary	false	The city of Antioch on Mare Internum's eastern shore was a gateway to the territories under Zenobia's control. Once it fell, Aurelian's Legions marched straight towards Palmyra almost without resistance.	The Conquest of Antioch	CAPTURE_REGIONS	rom_event_mission.png	3c_rom_aurelian.png	false
objective_3c_rome_5_primary	false	Aurelian marched for Palmyra with the blessing of Sol Invictus. At the time, it was unclear whether he intended to spare the desert gem or bury it in the sands.	The Fall of Zenobia	CAPTURE_REGIONS	rom_event_mission.png	3c_rom_aurelian.png	false
objective_3c_rome_6_primary	false	Palmyra had fallen and Aurelian turned his gaze to the west. He needed to control the Alps, the south coast of Gaul and Hispania simultaneously if he was to swiftly succeed in the war against Gallic Rome.	The Western War	CAPTURE_REGIONS	rom_event_mission.png	3c_rom_aurelian.png	false
objective_3c_rome_7_primary	false	The assault against Gallic Rome was under way. Aurelian's mighty Legions struck north at the heart of the traitors, cutting a path of bloody destruction through their lands.	The Conquest of Gaul	CAPTURE_REGIONS	rom_event_mission.png	3c_rom_aurelian.png	false
objective_3c_rome_8_primary	false	The only proper way for Aurelian to express his gratitude to Sol Invictus was to construct a temple that matched the deity in splendour and greatness.	Thank the Sun	CAPTURE_REGIONS	rom_event_mission.png	3c_rom_aurelian.png	false
objective_3c_rome_9_primary	false	Aurelian's advance to the east was met with stiff resistance. Still, with the united Roman Empire behind him, the Emperor was unstoppable.	The Invasion of Persia	CAPTURE_REGIONS	rom_event_mission.png	3c_rom_aurelian.png	false
objective_3c_sassanid_1_primary	false	The lands of Arabia were home to petty desert kings who boasted of their wealth. To put an end to their hubris, Shahanshah Hormizd chose to conquer their kingdoms.	The Conquest of Arabia	CAPTURE_REGIONS	rom_event_mission.png	3c_east_hormizd.png	false
objective_3c_sassanid_2_primary	false	A truly ambitious ruler never underestimates the vital importance of naval expansion. To begin his own naval expansion, Hormizd chose to conquer two ports located on the eastern shore of Mare Internum.	Maritime Ambitions	CAPTURE_REGIONS	rom_event_mission.png	3c_east_hormizd.png	false
objective_3c_sassanid_3_primary	false	Next, Hormizd chose to subdue the Roman province of Aegyptos. No longer would ships loaded with grain sail from Alexandria to Rome. All of the food was to be justly distributed between the loyal Sassanid subjects.	The Conquest of Aegyptos	CAPTURE_REGIONS	rom_event_mission.png	3c_east_hormizd.png	false
objective_3c_sassanid_4_primary	false	On the eastern coast of the Mare Aegaeum stood the Roman province of Asia. Holding it was the first step of an invasion that would mirror the attempt of the ancient Achaemenid emperor, Darius.	The Push for Asia	CAPTURE_REGIONS	rom_event_mission.png	3c_east_hormizd.png	false
objective_3c_sassanid_5_primary	false	Meanwhile, the constant threat from marauding nomads from the north loomed closer, much to the annoyance of the Shahanshah. His armies marched to pacify the steppes, taking the insignificant Bosporan territories at the same time.	Towards the Steppes	CAPTURE_REGIONS	rom_event_mission.png	3c_east_hormizd.png	false
objective_3c_sassanid_6_primary	false	It was then time to extend the Sassanid presence in the west. By the end of this campaign, it was Hormizd's goal to take a bath in the Mare Adriaticum.	Further West	CAPTURE_REGIONS	rom_event_mission.png	3c_east_hormizd.png	false
objective_3c_sassanid_7_primary	false	Many Sassanid vassals gradually became a nuisance to the Shahanshah. Along with the possibility of treachery, the local lords knew little of actual governance - their lands suffering under their rule. This had to be remedied.	Unworthy Servants	CAPTURE_REGIONS	rom_event_mission.png	3c_east_hormizd.png	false
objective_3c_sassanid_8_primary	false	Hormizd's goal was clear and he proceeded without hesitation or mercy. His hosts converged on Rome, wreaking havoc in the streets. Temples were plundered, homes - ruined. All in Shahanshah's name.	When Rome Falls…	CAPTURE_REGIONS	rom_event_mission.png	3c_east_hormizd.png	false
objective_3c_sassanid_9_primary	false	Bored with conquest, Hormizd sent wave after wave of merchants to find every commodity money could buy and bring it to his palace, for luxury and riches soothed the soul - or so he hoped. 	Acquired Taste	CAPTURE_REGIONS	rom_event_mission.png	3c_east_hormizd.png	false
objective_3c_saxoni_1_primary	false	The Saxoni were intrepid mariners. In order to mount a truly impressive seaborne raid, however, they needed to control a port of sufficient size. Conquest was the only way to do that.	A Safe Harbour	CAPTURE_REGIONS	rom_event_mission.png	barb_navy_up.png	false
objective_3c_saxoni_2_primary	false	Just acquiring a sea port did not satisfy the Saxoni. They used it as a base from which to conquer the remainder of Magna Germania.	War Between Brothers	CAPTURE_REGIONS	rom_event_mission.png	barb_land_victory.png	false
objective_3c_saxoni_3_primary	false	On their swift boats, the Saxoni easily descended on Britannia. The fortified city of Camulodunum was their target and by conquering it they gained a sturdy grip on the isles.	Into Britannia	CAPTURE_REGIONS	rom_event_mission.png	barb_sea_victory.png	false
objective_3c_saxoni_4_primary	false	The mighty forests of Hercynia had been inhabited by Germanic tribes since time immemorial. The Saxoni proceeded to conquer them, for they teemed with game and their hills were rich with gold deposits.	Hercynian Wealth	CAPTURE_REGIONS	rom_event_mission.png	barb_army_up.png	false
objective_3c_saxoni_5_primary	false	The great isle of Britannia could provide sustenance for the entire Saxoni tribe. Furthermore, it could be defended with relative ease against foreign incursion. It was only a matter of time before the Saxoni invaded and settled.	British Expansion	CAPTURE_REGIONS	rom_event_mission.png	barb_blockaded.png	false
objective_3c_saxoni_6_primary	false	Saxoni forces converged on Gallic lands on the western shore of the Rhenus. They advanced to the south, capturing and looting everything in their path.	West of the Rhine	CAPTURE_REGIONS	rom_event_mission.png	barb_land_victory.png	false
objective_3c_saxoni_7_primary	false	The Saxoni proceeded south, their goal now evident: the city of Rome. To reach it, they conquered Raetia Et Noricum and Cisalpina along with all their riches.	Southern Push	CAPTURE_REGIONS	rom_event_mission.png	rom_under_siege.png	false
objective_3c_saxoni_8_primary	false	The Saxoni had entered the Mare Internum, and after some exploration, desired to be masters of Corsica Et Sardinia. The isles would then be used as a base for their raiding operations.	Into Warmer Waters	CAPTURE_REGIONS	rom_event_mission.png	barb_navy_up.png	false
objective_3c_saxoni_9_primary	false	For others, the Saxoni were like a storm that thundered closer and closer with each heartbeat. Empires, kingdoms and even simple tribes fell and were quickly absorbed into their growing realm.	Power and the Glory	CAPTURE_REGIONS	rom_event_mission.png	barb_land_victory.png	false
objective_ardiaei_1_primary	false	"Assent to my bold undertakings"\n\nFrom humble beginnings come great things. Take your first step and establish a foothold from which to launch your people to greatness.	I - Audacibus Annue Coeptis	CAPTURE_REGIONS	rom_event_mission.png	greek_generic.png	false
objective_ardiaei_2_primary	false	"If you wish for peace, prepare for war"\n\nYour endeavours will not go unopposed. Prepare for the inevitable: raise forces capable of conquering your enemies and protecting your people.	II - Si Vis Pacem, Para Bellum	CAPTURE_REGIONS	rom_event_mission.png	greek_army_up.png	false
objective_ardiaei_3_primary	false	"I shall find a way"\n\nBeloved ruler, dreaded subjugator. Builder of cities, destroyer of civilisations. There are many paths to glory; which will you take?	III - Inveniam Viam	CAPTURE_REGIONS	rom_event_mission.png	greek_diplomacy.png	false
objective_ardiaei_4_primary	false	"Woe to the vanquished"\n\nYour enemies are many; your equals are none. Show the world what happens to those who stand in your way.	IV - Vae Victis	CAPTURE_REGIONS	rom_event_mission.png	greek_land_victory.png	false
objective_ardiaei_5_primary	false	"Ever upward"\n\nYou have come far, and there can be no turning back. Go forth and conquer: glory beckons!	V - Excelsior	CAPTURE_REGIONS	rom_event_mission.png	greek_celebration.png	false
objective_ardiaei_6_primary	false	"I came, I saw, I conquered"\n\nHistory is written by the victors. Who will remember your enemies when even their names have become dust?	VI - Veni, Vidi, Vici	CAPTURE_REGIONS	rom_event_mission.png	greek_sea_victory.png	false
objective_ardiaei_7_primary	false	"Through hardships..."\n\nIt takes great courage to fight and die for the good of one's people. Your troops are the bravest of all, and their sacrifices will not be forgotten.	VII - Per Aspera...	CAPTURE_REGIONS	rom_event_mission.png	greek_army_up.png	false
objective_ardiaei_8_primary	false	"...unto the stars"\n\nYour accomplishments are without equal, but there is not yet time to rest: lead your people ever onward and take your place among the gods!	VIII - ...Ad Astra	CAPTURE_REGIONS	rom_event_mission.png	greek_land_victory.png	false
objective_ardiaei_9_primary	false	"Undefeated"\n\nThe world is yours for the taking. 	IX - Invictus	CAPTURE_REGIONS	rom_event_mission.png	greek_faction.png	false
objective_arevaci_1_primary	false	"Assent to my bold undertakings"\n\nFrom humble beginnings come great things. Take your first step and establish a foothold from which to launch your people to greatness.	I - Audacibus Annue Coeptis	CAPTURE_REGIONS	rom_event_mission.png	barb_faction.png	false
objective_arevaci_2_primary	false	"If you wish for peace, prepare for war"\n\nYour endeavours will not go unopposed. Prepare for the inevitable: raise forces capable of conquering your enemies and protecting your people.	II - Si Vis Pacem, Para Bellum	CAPTURE_REGIONS	rom_event_mission.png	barb_army_up.png	false
objective_arevaci_3_primary	false	"I shall find a way"\n\nBeloved ruler, dreaded subjugator. Builder of cities, destroyer of civilisations. There are many paths to glory; which will you take?	III - Inveniam Viam	CAPTURE_REGIONS	rom_event_mission.png	barb_politics.png	false
objective_arevaci_4_primary	false	"Woe to the vanquished"\n\nYour enemies are many; your equals are none. Show the world what happens to those who stand in your way.	IV - Vae Victis	CAPTURE_REGIONS	rom_event_mission.png	barb_land_victory.png	false
objective_arevaci_5_primary	false	"Ever upward"\n\nYou have come far, and there can be no turning back. Go forth and conquer: glory beckons!	V - Excelsior	CAPTURE_REGIONS	rom_event_mission.png	barb_celebration.png	false
objective_arevaci_6_primary	false	"I came, I saw, I conquered"\n\nHistory is written by the victors. Who will remember your enemies when even their names have become dust?	VI - Veni, Vidi, Vici	CAPTURE_REGIONS	rom_event_mission.png	barb_land_victory.png	false
objective_arevaci_7_primary	false	"Through hardships…"\n\nIt takes great courage to fight and die for the good of one's people. Your troops are the bravest of all, and their sacrifices will not be forgotten.	VII - Per Aspera...	CAPTURE_REGIONS	rom_event_mission.png	barb_army_up.png	false
objective_arevaci_8_primary	false	"...unto the stars"\n\nYour accomplishments are without equal, but there is not yet time to rest: lead your people ever onward and take your place among the gods!	VIII - ...Ad Astra	CAPTURE_REGIONS	rom_event_mission.png	barb_land_victory.png	false
objective_arevaci_9_primary	false	"Undefeated"\n\nThe world is yours for the taking. 	IX - Invictus	CAPTURE_REGIONS	rom_event_mission.png	barb_faction.png	false
objective_armenia_1_primary	false	Assent to my bold undertakings\n\nFrom humble beginnings come great things. Take your first step and establish a foothold from which to launch your people to greatness.	I - Audacibus Annue Coeptis	CAPTURE_REGIONS	rom_event_mission.png	east_faction.png	false
objective_armenia_2_primary	false	If you wish for peace, prepare for war\n\nYour endeavours will not go unopposed. Prepare for the inevitable: raise forces capable of conquering your enemies and protecting your people.	II - Si Vis Pacem, Para Bellum	CAPTURE_REGIONS	rom_event_mission.png	east_army_up.png	false
objective_armenia_3_primary	false	I shall find a way\n\nBeloved ruler, dreaded subjugator. Builder of cities, destroyer of civilisations. There are many paths to glory; which will you take?	III - Inveniam Viam	CAPTURE_REGIONS	rom_event_mission.png	east_diplomacy.png	false
objective_armenia_4_primary	false	Woe to the vanquished\n\nYour enemies are many; your equals are none. Show the world what happens to those who stand in your way.	IV - Vae Victis	CAPTURE_REGIONS	rom_event_mission.png	east_land_victory.png	false
objective_armenia_5_primary	false	Ever upward\n\nYou have come far, and there can be no turning back. Go forth and conquer: glory beckons!	V - Excelsior	CAPTURE_REGIONS	rom_event_mission.png	east_celebration.png	false
objective_armenia_6_primary	false	I came, I saw, I conquered\n\nHistory is written by the victors. Who will remember your enemies when even their names have become dust?	VI - Veni, Vidi, Vici	CAPTURE_REGIONS	rom_event_mission.png	east_navy_up.png	false
objective_armenia_7_primary	false	Through hardships...\n\nIt takes great courage to fight and die for the good of one's people. Your troops are the bravest of all, and their sacrifices will not be forgotten.	VII - Per Aspera...	CAPTURE_REGIONS	rom_event_mission.png	east_funeral.png	false
objective_armenia_8_primary	false	...unto the stars\n\nYour accomplishments are without equal, but there is not yet time to rest: lead your people ever onward and take your place among the gods!	VIII - ...Ad Astra	CAPTURE_REGIONS	rom_event_mission.png	east_navy_up.png	false
objective_armenia_9_primary	false	Undefeated\n\nThe world is yours for the taking. 	IX - Invictus	CAPTURE_REGIONS	rom_event_mission.png	east_faction.png	false
objective_athens_1_primary	false	"Assent to my bold undertakings"\n\nFrom humble beginnings come great things. Take your first step and establish a foothold from which to launch your people to greatness.	I - Audacibus Annue Coeptis	CAPTURE_REGIONS	rom_event_mission.png	greek_generic.png	false
objective_athens_2_primary	false	"If you wish for peace, prepare for war"\n\nYour endeavours will not go unopposed. Prepare for the inevitable: raise forces capable of conquering your enemies and protecting your people.	II - Si Vis Pacem, Para Bellum	CAPTURE_REGIONS	rom_event_mission.png	greek_army_up.png	false
objective_athens_3_primary	false	"I shall find a way"\n\nBeloved ruler, dreaded subjugator. Builder of cities, destroyer of civilisations. There are many paths to glory; which will you take?	III - Inveniam Viam	CAPTURE_REGIONS	rom_event_mission.png	greek_diplomacy.png	false
objective_athens_4_primary	false	"Woe to the vanquished"\n\nYour enemies are many; your equals are none. Show the world what happens to those who stand in your way.	IV - Vae Victis	CAPTURE_REGIONS	rom_event_mission.png	greek_land_victory.png	false
objective_athens_5_primary	false	"Ever upward"\n\nYou have come far, and there can be no turning back. Go forth and conquer: glory beckons!	V - Excelsior	CAPTURE_REGIONS	rom_event_mission.png	greek_celebration.png	false
objective_athens_6_primary	false	"I came, I saw, I conquered"\n\nHistory is written by the victors. Who will remember your enemies when even their names have become dust?	VI - Veni, Vidi, Vici	CAPTURE_REGIONS	rom_event_mission.png	greek_sea_victory.png	false
objective_athens_7_primary	false	"Through hardships..."\n\nIt takes great courage to fight and die for the good of one's people. Your troops are the bravest of all, and their sacrifices will not be forgotten.	VII - Per Aspera...	CAPTURE_REGIONS	rom_event_mission.png	greek_army_up.png	false
objective_athens_8_primary	false	"...unto the stars"\n\nYour accomplishments are without equal, but there is not yet time to rest: lead your people ever onward and take your place among the gods!	VIII - ...Ad Astra	CAPTURE_REGIONS	rom_event_mission.png	greek_land_victory.png	false
objective_athens_9_primary	false	"Undefeated"\n\nThe world is yours for the taking. 	IX - Invictus	CAPTURE_REGIONS	rom_event_mission.png	greek_faction.png	false
objective_baktria_1_primary	false	"Assent to my bold undertakings"\n\nFrom humble beginnings come great things. Take your first step and establish a foothold from which to launch your people to greatness.	I - Audacibus Annue Coeptis	CAPTURE_REGIONS	rom_event_mission.png	greek_generic.png	false
objective_baktria_2_primary	false	"If you wish for peace, prepare for war"\n\nYour endeavours will not go unopposed. Prepare for the inevitable: raise forces capable of conquering your enemies and protecting your people.	II - Si Vis Pacem, Para Bellum	CAPTURE_REGIONS	rom_event_mission.png	greek_army_up.png	false
objective_baktria_3_primary	false	"I shall find a way"\n\nBeloved ruler, dreaded subjugator. Builder of cities, destroyer of civilisations. There are many paths to glory; which will you take?	III - Inveniam Viam	CAPTURE_REGIONS	rom_event_mission.png	greek_diplomacy.png	false
objective_baktria_4_primary	false	"Woe to the vanquished"\n\nYour enemies are many; your equals are none. Show the world what happens to those who stand in your way.	IV - Vae Victis	CAPTURE_REGIONS	rom_event_mission.png	greek_land_victory.png	false
objective_baktria_5_primary	false	"Ever upward"\n\nYou have come far, and there can be no turning back. Go forth and conquer: glory beckons!	V - Excelsior	CAPTURE_REGIONS	rom_event_mission.png	greek_celebration.png	false
objective_baktria_6_primary	false	"I came, I saw, I conquered"\n\nHistory is written by the victors. Who will remember your enemies when even their names have become dust?	VI - Veni, Vidi, Vici	CAPTURE_REGIONS	rom_event_mission.png	greek_sea_victory.png	false
objective_baktria_7_primary	false	"Through hardships..."\n\nIt takes great courage to fight and die for the good of one's people. Your troops are the bravest of all, and their sacrifices will not be forgotten.	VII - Per Aspera...	CAPTURE_REGIONS	rom_event_mission.png	greek_army_up.png	false
objective_baktria_8_primary	false	"...unto the stars"\n\nYour accomplishments are without equal, but there is not yet time to rest: lead your people ever onward and take your place among the gods!	VIII - ...Ad Astra	CAPTURE_REGIONS	rom_event_mission.png	greek_land_victory.png	false
objective_baktria_9_primary	false	"Undefeated"\n\nThe world is yours for the taking. 	IX - Invictus	CAPTURE_REGIONS	rom_event_mission.png	greek_faction.png	false
objective_boii_1_primary	false	"Assent to my bold undertakings"\n\nFrom humble beginnings come great things. Take your first step and establish a foothold from which to launch your people to greatness.	I - Audacibus Annue Coeptis	CAPTURE_REGIONS	rom_event_mission.png	barb_faction.png	false
objective_boii_2_primary	false	"If you wish for peace, prepare for war"\n\nYour endeavours will not go unopposed. Prepare for the inevitable: raise forces capable of conquering your enemies and protecting your people.	II - Si Vis Pacem, Para Bellum	CAPTURE_REGIONS	rom_event_mission.png	barb_army_up.png	false
objective_boii_3_primary	false	"I shall find a way"\n\nBeloved ruler, dreaded subjugator. Builder of cities, destroyer of civilisations. There are many paths to glory; which will you take?	III - Inveniam Viam	CAPTURE_REGIONS	rom_event_mission.png	barb_politics.png	false
objective_boii_4_primary	false	"Woe to the vanquished"\n\nYour enemies are many; your equals are none. Show the world what happens to those who stand in your way.	IV - Vae Victis	CAPTURE_REGIONS	rom_event_mission.png	barb_land_victory.png	false
objective_boii_5_primary	false	"Ever upward"\n\nYou have come far, and there can be no turning back. Go forth and conquer: glory beckons!	V - Excelsior	CAPTURE_REGIONS	rom_event_mission.png	barb_celebration.png	false
objective_boii_6_primary	false	"I came, I saw, I conquered"\n\nHistory is written by the victors. Who will remember your enemies when even their names have become dust?	VI - Veni, Vidi, Vici	CAPTURE_REGIONS	rom_event_mission.png	barb_land_victory.png	false
objective_boii_7_primary	false	"Through hardships..."\n\nIt takes great courage to fight and die for the good of one's people. Your troops are the bravest of all, and their sacrifices will not be forgotten.	VII - Per Aspera...	CAPTURE_REGIONS	rom_event_mission.png	barb_army_up.png	false
objective_boii_8_primary	false	"...unto the stars"\n\nYour accomplishments are without equal, but there is not yet time to rest: lead your people ever onward and take your place among the gods!	VIII - ...Ad Astra	CAPTURE_REGIONS	rom_event_mission.png	barb_land_victory.png	false
objective_boii_9_primary	false	"Undefeated"\n\nThe world is yours for the taking. 	IX - Invictus	CAPTURE_REGIONS	rom_event_mission.png	barb_faction.png	false
objective_briton_1_primary	false	"Assent to my bold undertakings"\n\nFrom humble beginnings come great things. Take your first step and establish a foothold from which to launch your people to greatness.	I - Audacibus Annue Coeptis	CAPTURE_REGIONS	rom_event_mission.png	barb_faction.png	false
objective_briton_2_primary	false	"If you wish for peace, prepare for war"\n\nYour endeavours will not go unopposed. Prepare for the inevitable: raise forces capable of conquering your enemies and protecting your people.	II - Si Vis Pacem, Para Bellum	CAPTURE_REGIONS	rom_event_mission.png	barb_army_up.png	false
objective_briton_3_primary	false	"I shall find a way"\n\nBeloved ruler, dreaded subjugator. Builder of cities, destroyer of civilisations. There are many paths to glory; which will you take?	III - Inveniam Viam	CAPTURE_REGIONS	rom_event_mission.png	barb_politics.png	false
objective_briton_4_primary	false	"Woe to the vanquished"\n\nYour enemies are many; your equals are none. Show the world what happens to those who stand in your way.	IV - Vae Victis	CAPTURE_REGIONS	rom_event_mission.png	barb_land_victory.png	false
objective_briton_5_primary	false	"Ever upward"\n\nYou have come far, and there can be no turning back. Go forth and conquer: glory beckons!	V - Excelsior	CAPTURE_REGIONS	rom_event_mission.png	barb_celebration.png	false
