select_context	over_context	tooltip_line	advice_line	main_line
navy_escorting	player_navy	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_admiral
navy_escorting	player_navy_cant_escort_already_escorting	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_admiral
navy_escorting	region	rome2_tltip_right_clk_disembark		rome2_tltip_main_province
navy_escorting	sea_region	rome2_tltip_right_clk_move	rome2_tltip_hostile_sea_region_self	rome2_tltip_main_sea_region
navy_escorting	shared_sea_region	rome2_tltip_right_clk_move		rome2_tltip_main_shared_sea_region
navy_must_break_blockade	contested_sea_region	rome2_tltip_must_break_blockade	rome2_tltip_contested_sea_region_self	rome2_tltip_main_contested_sea_region
navy_must_break_blockade	enemy_major_settlement_land	rome2_tltip_left_clk_inscpect_must_break_blockade		rome2_tltip_main_enemy_province_capital
navy_must_break_blockade	enemy_major_settlement_land_besieged	rome2_tltip_left_clk_inscpect_must_break_blockade		rome2_tltip_main_enemy_province_capital
navy_must_break_blockade	enemy_major_settlement_port	rome2_tltip_left_clk_inscpect_must_break_blockade		rome2_tltip_main_enemy_province_capital
navy_must_break_blockade	enemy_major_settlement_port_blockaded	rome2_tltip_left_clk_inscpect_must_break_blockade		rome2_tltip_main_enemy_province_capital
navy_must_break_blockade	enemy_minor_settlement_land	rome2_tltip_left_clk_inscpect_must_break_blockade		rome2_tltip_main_enemy_minor_settlement
navy_must_break_blockade	enemy_minor_settlement_land_besieged	rome2_tltip_left_clk_inscpect_must_break_blockade		rome2_tltip_main_enemy_minor_settlement
navy_must_break_blockade	enemy_minor_settlement_port	rome2_tltip_left_clk_inscpect_must_break_blockade		rome2_tltip_main_enemy_minor_settlement
navy_must_break_blockade	enemy_minor_settlement_port_blockaded	rome2_tltip_left_clk_inscpect_must_break_blockade		rome2_tltip_main_enemy_minor_settlement
navy_must_break_blockade	enemy_navy	rome2_tltip_must_break_blockade		rome2_tltip_main_enemy_admiral
navy_must_break_blockade	enemy_navy_escort	rome2_tltip_must_break_blockade		rome2_tltip_main_enemy_admiral
navy_must_break_blockade	enemy_navy_transport	rome2_tltip_must_break_blockade		rome2_tltip_main_enemy_general_on_sea
navy_must_break_blockade	hostile_sea_region	rome2_tltip_must_break_blockade	rome2_tltip_hostile_sea_region_self	rome2_tltip_main_hostile_sea_region
navy_must_break_blockade	non_player_major_settlement_land	rome2_tltip_left_clk_inscpect_must_break_blockade		rome2_tltip_main_non_player_province_capital
navy_must_break_blockade	non_player_major_settlement_land_besieged	rome2_tltip_left_clk_inscpect_must_break_blockade		rome2_tltip_main_non_player_province_capital
navy_must_break_blockade	non_player_major_settlement_port	rome2_tltip_left_clk_inscpect_must_break_blockade		rome2_tltip_main_non_player_province_capital
navy_must_break_blockade	non_player_major_settlement_port_blockaded	rome2_tltip_left_clk_inscpect_must_break_blockade		rome2_tltip_main_non_player_province_capital
navy_must_break_blockade	non_player_minor_settlement_land	rome2_tltip_left_clk_inscpect_must_break_blockade		rome2_tltip_main_non_player_minor_settlement
navy_must_break_blockade	non_player_minor_settlement_land_besieged	rome2_tltip_left_clk_inscpect_must_break_blockade		rome2_tltip_main_non_player_minor_settlement
navy_must_break_blockade	non_player_minor_settlement_port	rome2_tltip_left_clk_inscpect_must_break_blockade		rome2_tltip_main_non_player_minor_settlement
navy_must_break_blockade	non_player_minor_settlement_port_blockaded	rome2_tltip_left_clk_inscpect_must_break_blockade		rome2_tltip_main_non_player_minor_settlement
navy_must_break_blockade	non_player_navy	rome2_tltip_must_break_blockade	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
navy_must_break_blockade	non_player_navy_escort	rome2_tltip_must_break_blockade	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
navy_must_break_blockade	non_player_navy_transport	rome2_tltip_must_break_blockade	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_general_on_sea
navy_must_break_blockade	own_sea_region	rome2_tltip_must_break_blockade		rome2_tltip_main_own_sea_region
navy_must_break_blockade	player_major_settlement_land_besieged	rome2_tltip_left_clk_select_must_break_blockade	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_player_province_capital
navy_must_break_blockade	player_major_settlement_land_garrisoned	rome2_tltip_left_clk_select_must_break_blockade		rome2_tltip_main_player_province_capital
navy_must_break_blockade	player_major_settlement_land_ungarrisoned	rome2_tltip_left_clk_select_must_break_blockade		rome2_tltip_main_player_province_capital
navy_must_break_blockade	player_major_settlement_port_blockaded	rome2_tltip_left_clk_select_must_break_blockade	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_player_province_capital
navy_must_break_blockade	player_major_settlement_port_garrisoned_combined	rome2_tltip_left_clk_select_must_break_blockade		rome2_tltip_main_player_province_capital
navy_must_break_blockade	player_major_settlement_port_garrisoned_navy	rome2_tltip_left_clk_select_must_break_blockade		rome2_tltip_main_player_province_capital
navy_must_break_blockade	player_major_settlement_port_garrisoned_transport	rome2_tltip_left_clk_select_must_break_blockade		rome2_tltip_main_player_province_capital
navy_must_break_blockade	player_major_settlement_port_ungarrisoned	rome2_tltip_left_clk_select_must_break_blockade		rome2_tltip_main_player_province_capital
navy_must_break_blockade	player_minor_settlement_land_besieged	rome2_tltip_left_clk_select_must_break_blockade	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_player_minor_settlement
navy_must_break_blockade	player_minor_settlement_land_garrisoned	rome2_tltip_left_clk_select_must_break_blockade		rome2_tltip_main_player_minor_settlement
navy_must_break_blockade	player_minor_settlement_land_ungarrisoned	rome2_tltip_left_clk_select_must_break_blockade		rome2_tltip_main_player_minor_settlement
navy_must_break_blockade	player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_must_break_blockade	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_player_minor_settlement
navy_must_break_blockade	player_minor_settlement_port_garrisoned_combined	rome2_tltip_left_clk_select_must_break_blockade		rome2_tltip_main_player_minor_settlement
navy_must_break_blockade	player_minor_settlement_port_garrisoned_navy	rome2_tltip_left_clk_select_must_break_blockade		rome2_tltip_main_player_minor_settlement
navy_must_break_blockade	player_minor_settlement_port_garrisoned_transport	rome2_tltip_left_clk_select_must_break_blockade		rome2_tltip_main_player_minor_settlement
navy_must_break_blockade	player_minor_settlement_port_ungarrisoned	rome2_tltip_left_clk_select_must_break_blockade		rome2_tltip_main_player_minor_settlement
navy_must_break_blockade	player_navy	rome2_tltip_must_break_blockade		rome2_tltip_main_player_admiral
navy_must_break_blockade	player_navy_cant_escort_already_escorting	rome2_tltip_must_break_blockade		rome2_tltip_main_player_admiral
navy_must_break_blockade	sea_region	rome2_tltip_must_break_blockade	rome2_tltip_hostile_sea_region_self	rome2_tltip_main_sea_region
navy_must_break_blockade	shared_sea_region	rome2_tltip_must_break_blockade		rome2_tltip_main_shared_sea_region
navy_transport	contested_sea_region	rome2_tltip_right_clk_move	rome2_tltip_contested_sea_region_self	rome2_tltip_main_contested_sea_region
navy_transport	enemy_army	rome2_tltip_right_clk_attack_army_left_clk_select_inspection		rome2_tltip_main_enemy_general
navy_transport	enemy_major_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_province_capital
navy_transport	enemy_major_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_province_capital
navy_transport	enemy_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_province_capital
navy_transport	enemy_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded	rome2_tltip_main_enemy_province_capital
navy_transport	enemy_minor_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_minor_settlement
navy_transport	enemy_minor_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_minor_settlement
navy_transport	enemy_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_minor_settlement
navy_transport	enemy_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded	rome2_tltip_main_enemy_minor_settlement
navy_transport	enemy_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_admiral
navy_transport	enemy_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_admiral
navy_transport	enemy_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_general_on_sea
navy_transport	enemy_region	rome2_tltip_right_clk_disembark		rome2_tltip_main_province
navy_transport	hostile_sea_region	rome2_tltip_right_clk_move	rome2_tltip_hostile_sea_region_self	rome2_tltip_main_hostile_sea_region
navy_transport	non_player_army	rome2_tltip_right_clk_attack_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_general
navy_transport	non_player_major_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_non_player_province_capital
navy_transport	non_player_major_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_non_player_province_capital
navy_transport	non_player_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_non_player_province_capital
navy_transport	non_player_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_non_player_province_capital
navy_transport	non_player_minor_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_non_player_minor_settlement
navy_transport	non_player_minor_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_non_player_minor_settlement
navy_transport	non_player_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_non_player_minor_settlement
navy_transport	non_player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_non_player_minor_settlement
navy_transport	non_player_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
navy_transport	non_player_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
navy_transport	non_player_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_general_on_sea
navy_transport	non_player_region	rome2_tltip_right_clk_disembark		rome2_tltip_main_province
navy_transport	non_player_region_allied	rome2_tltip_right_clk_disembark		rome2_tltip_main_province
navy_transport	non_player_region_without_access	rome2_tltip_right_clk_disembark	rome2_tltip_warning_no_access	rome2_tltip_main_province
navy_transport	own_sea_region	rome2_tltip_right_clk_move		rome2_tltip_main_own_sea_region
navy_transport	player_army	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_general
navy_transport	player_major_settlement_land_besieged	rome_2_tltip_left_clk_select_right_clk_disembark_at_coast	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_player_province_capital
navy_transport	player_major_settlement_land_garrisoned	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_province_capital
navy_transport	player_major_settlement_land_ungarrisoned	rome2_tltip_right_clk_garrison_settlement_left_clk_select		rome2_tltip_main_player_province_capital
navy_transport	player_major_settlement_port_blockaded	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_player_province_capital
navy_transport	player_major_settlement_port_garrisoned_combined	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_province_capital
navy_transport	player_major_settlement_port_garrisoned_navy	rome2_tltip_right_clk_get_escorted_left_clk_select		rome2_tltip_main_player_province_capital
navy_transport	player_major_settlement_port_garrisoned_transport	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_province_capital
navy_transport	player_major_settlement_port_ungarrisoned	rome2_tltip_right_clk_garrison_port_left_clk_select		rome2_tltip_main_player_province_capital
navy_transport	player_minor_settlement_land_besieged	rome_2_tltip_left_clk_select_right_clk_disembark_at_coast	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_player_minor_settlement
navy_transport	player_minor_settlement_land_garrisoned	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_minor_settlement
navy_transport	player_minor_settlement_land_ungarrisoned	rome2_tltip_right_clk_garrison_settlement_left_clk_select		rome2_tltip_main_player_minor_settlement
navy_transport	player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_player_minor_settlement
navy_transport	player_minor_settlement_port_garrisoned_combined	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_minor_settlement
navy_transport	player_minor_settlement_port_garrisoned_navy	rome2_tltip_right_clk_get_escorted_left_clk_select		rome2_tltip_main_player_minor_settlement
navy_transport	player_minor_settlement_port_garrisoned_transport	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_minor_settlement
navy_transport	player_minor_settlement_port_ungarrisoned	rome2_tltip_right_clk_garrison_port_left_clk_select		rome2_tltip_main_player_minor_settlement
navy_transport	region	rome2_tltip_right_clk_disembark		rome2_tltip_main_province
navy_transport	sea_region	rome2_tltip_right_clk_move	rome2_tltip_hostile_sea_region_self	rome2_tltip_main_sea_region
navy_transport	shared_sea_region	rome2_tltip_right_clk_move		rome2_tltip_main_shared_sea_region
navy	contested_sea_region	rome2_tltip_right_clk_move	rome2_tltip_contested_sea_region_self	rome2_tltip_main_contested_sea_region
navy	enemy_army	rome2_tltip_left_clk_select_inspection		rome2_tltip_main_enemy_general
navy	enemy_major_settlement_land	rome2_tltip_left_clk_inspect_right_clk_move_to_coast		rome2_tltip_main_enemy_province_capital
navy	enemy_major_settlement_land_besieged	rome2_tltip_left_clk_inspect_right_clk_move_to_coast		rome2_tltip_main_enemy_province_capital
navy	enemy_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_province_capital
navy	enemy_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded	rome2_tltip_main_enemy_province_capital
navy	enemy_minor_settlement_land	rome2_tltip_left_clk_inspect_right_clk_move_to_coast		rome2_tltip_main_enemy_minor_settlement
navy	enemy_minor_settlement_land_besieged	rome2_tltip_left_clk_inspect_right_clk_move_to_coast		rome2_tltip_main_enemy_minor_settlement
navy	enemy_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_minor_settlement
navy	enemy_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded	rome2_tltip_main_enemy_minor_settlement
navy	enemy_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_admiral
navy	enemy_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_admiral
navy	enemy_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_general_on_sea
navy	enemy_region	rome2_tltip_move_to_coast		rome2_tltip_main_province
navy	hostile_sea_region	rome2_tltip_right_clk_move	rome2_tltip_hostile_sea_region_self	rome2_tltip_main_hostile_sea_region
navy	non_player_army	rome2_tltip_left_clk_inspect_right_declare_war		rome2_tltip_main_non_player_general
navy	non_player_major_settlement_land	rome2_tltip_left_clk_inspect_right_clk_move_to_coast		rome2_tltip_main_non_player_province_capital
navy	non_player_major_settlement_land_besieged	rome2_tltip_left_clk_inspect_right_clk_move_to_coast		rome2_tltip_main_non_player_province_capital
navy	non_player_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_non_player_province_capital
navy	non_player_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_non_player_province_capital
navy	non_player_minor_settlement_land	rome2_tltip_left_clk_inspect_right_clk_move_to_coast		rome2_tltip_main_non_player_minor_settlement
navy	non_player_minor_settlement_land_besieged	rome2_tltip_left_clk_inspect_right_clk_move_to_coast		rome2_tltip_main_non_player_minor_settlement
navy	non_player_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_non_player_minor_settlement
navy	non_player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_non_player_minor_settlement
navy	non_player_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
navy	non_player_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
navy	non_player_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_general_on_sea
navy	non_player_region	rome2_tltip_move_to_coast		rome2_tltip_main_province
navy	non_player_region_allied	rome2_tltip_move_to_coast		rome2_tltip_main_province
navy	non_player_region_without_access	rome2_tltip_move_to_coast	rome2_tltip_warning_no_access	rome2_tltip_main_province
navy	own_sea_region	rome2_tltip_right_clk_move		rome2_tltip_main_own_sea_region
navy	player_army	rome2_tltip_left_clk_select_right_clk_move_to_coast		rome2_tltip_main_player_general
navy	player_major_settlement_land_besieged	rome2_tltip_left_clk_select_right_clk_move_to_coast	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_player_province_capital
navy	player_major_settlement_land_garrisoned	rome2_tltip_left_clk_select_right_clk_move_to_coast		rome2_tltip_main_player_province_capital
navy	player_major_settlement_land_ungarrisoned	rome2_tltip_left_clk_select_right_clk_move_to_coast		rome2_tltip_main_player_province_capital
navy	player_major_settlement_port_blockaded	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_player_province_capital
navy	player_major_settlement_port_garrisoned_combined	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_province_capital
navy	player_major_settlement_port_garrisoned_navy	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_province_capital
navy	player_major_settlement_port_garrisoned_transport	rome2_tltip_left_clk_select_warning_port_occupied		rome2_tltip_main_player_province_capital
navy	player_major_settlement_port_ungarrisoned	rome2_tltip_right_clk_garrison_port_left_clk_select		rome2_tltip_main_player_province_capital
navy	player_minor_settlement_land_besieged	rome2_tltip_left_clk_select_right_clk_move_to_coast	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_player_minor_settlement
navy	player_minor_settlement_land_garrisoned	rome2_tltip_left_clk_select_right_clk_move_to_coast		rome2_tltip_main_player_minor_settlement
navy	player_minor_settlement_land_ungarrisoned	rome2_tltip_left_clk_select_right_clk_move_to_coast		rome2_tltip_main_player_minor_settlement
navy	player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_player_minor_settlement
navy	player_minor_settlement_port_garrisoned_combined	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_minor_settlement
navy	player_minor_settlement_port_garrisoned_navy	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_minor_settlement
navy	player_minor_settlement_port_garrisoned_transport	rome2_tltip_left_clk_select_warning_port_occupied		rome2_tltip_main_enemy_minor_settlement
navy	player_minor_settlement_port_ungarrisoned	rome2_tltip_right_clk_garrison_port_left_clk_select		rome2_tltip_main_player_minor_settlement
navy	player_navy	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_admiral
navy	player_navy_cant_escort_already_escorting	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_admiral
navy	region	rome2_tltip_move_to_coast		rome2_tltip_main_province
navy	sea_region	rome2_tltip_right_clk_move	rome2_tltip_hostile_sea_region_self	rome2_tltip_main_sea_region
navy	shared_sea_region	rome2_tltip_right_clk_move		rome2_tltip_main_shared_sea_region
none_or_self	contested_sea_region		rome2_tltip_contested_sea_region_self	rome2_tltip_main_contested_sea_region
none_or_self	enemy_agent	rome2_tltip_left_clk_select_inspection		rome2_tltip_main_enemy_agent
none_or_self	enemy_army	rome2_tltip_left_clk_select_inspection		rome2_tltip_main_enemy_general
none_or_self	enemy_major_settlement_land	rome2_tltip_left_clk_select_inspection		rome2_tltip_main_enemy_province_capital
none_or_self	enemy_major_settlement_land_besieged	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_enemy_province_capital
none_or_self	enemy_major_settlement_port	rome2_tltip_left_clk_select_inspection		rome2_tltip_main_enemy_province_capital
none_or_self	enemy_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_enemy_province_capital
none_or_self	enemy_minor_settlement_land	rome2_tltip_left_clk_select_inspection		rome2_tltip_main_enemy_minor_settlement
none_or_self	enemy_minor_settlement_land_besieged	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_enemy_minor_settlement
none_or_self	enemy_minor_settlement_port	rome2_tltip_left_clk_select_inspection		rome2_tltip_main_enemy_minor_settlement
none_or_self	enemy_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_enemy_minor_settlement
none_or_self	enemy_navy	rome2_tltip_left_clk_select_inspection		rome2_tltip_main_enemy_admiral
none_or_self	enemy_navy_escort	rome2_tltip_left_clk_select_inspection		rome2_tltip_main_enemy_admiral
none_or_self	enemy_navy_transport	rome2_tltip_left_clk_select_inspection		rome2_tltip_main_enemy_general_on_sea
none_or_self	enemy_region			rome2_tltip_main_province
none_or_self	enemy_sea_trade_route	rome2_tltip_left_clk_select_inspection	rome2_tltip_hostile_sea_region_self	
none_or_self	enemy_trade_route	rome2_tltip_left_clk_select_inspection		
none_or_self	hostile_sea_region			rome2_tltip_main_hostile_sea_region
none_or_self	non_player_agent	rome2_tltip_left_clk_select_inspection		rome2_tltip_main_non_player_agent
none_or_self	non_player_army	rome2_tltip_left_clk_select_inspection		rome2_tltip_main_non_player_general
none_or_self	non_player_major_settlement_land	rome2_tltip_left_clk_select_inspection		rome2_tltip_main_non_player_province_capital
none_or_self	non_player_major_settlement_land_besieged	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_non_player_province_capital
none_or_self	non_player_major_settlement_port	rome2_tltip_left_clk_select_inspection		rome2_tltip_main_non_player_province_capital
none_or_self	non_player_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_non_player_province_capital
none_or_self	non_player_minor_settlement_land	rome2_tltip_left_clk_select_inspection		rome2_tltip_main_non_player_minor_settlement
none_or_self	non_player_minor_settlement_land_besieged	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_non_player_minor_settlement
none_or_self	non_player_minor_settlement_port	rome2_tltip_left_clk_select_inspection		rome2_tltip_main_non_player_minor_settlement
none_or_self	non_player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_non_player_minor_settlement
none_or_self	non_player_navy	rome2_tltip_left_clk_select_inspection		rome2_tltip_main_non_player_admiral
none_or_self	non_player_navy_escort	rome2_tltip_left_clk_select_inspection		rome2_tltip_main_non_player_admiral
none_or_self	non_player_navy_transport	rome2_tltip_left_clk_select_inspection		rome2_tltip_main_non_player_general_on_sea
none_or_self	non_player_region			rome2_tltip_main_province
none_or_self	non_player_region_allied			rome2_tltip_main_province
none_or_self	non_player_region_without_access		rome2_tltip_warning_no_access	rome2_tltip_main_province
none_or_self	non_player_sea_trade_route	rome2_tltip_left_clk_select_inspection	rome2_tltip_hostile_sea_region_self	
none_or_self	non_player_trade_route	rome2_tltip_left_clk_select_inspection		
none_or_self	own_sea_region			rome2_tltip_main_own_sea_region
none_or_self	player_agent	rome2_tltip_left_clk_select		rome2_tltip_main_player_agent
none_or_self	player_army	rome2_tltip_left_clk_select		rome2_tltip_main_player_general
none_or_self	player_army_containing_agent	rome2_tltip_left_clk_select		rome2_tltip_main_player_general
none_or_self	player_major_settlement_land_besieged	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_player_province_capital
none_or_self	player_major_settlement_land_garrisoned	rome2_tltip_left_clk_select		rome2_tltip_main_player_province_capital
none_or_self	player_major_settlement_land_ungarrisoned	rome2_tltip_left_clk_select		rome2_tltip_main_player_province_capital
none_or_self	player_major_settlement_port_blockaded	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_player_province_capital
none_or_self	player_major_settlement_port_garrisoned_combined	rome2_tltip_left_clk_select		rome2_tltip_main_player_province_capital
none_or_self	player_major_settlement_port_garrisoned_navy	rome2_tltip_left_clk_select		rome2_tltip_main_player_province_capital
none_or_self	player_major_settlement_port_garrisoned_transport	rome2_tltip_left_clk_select		rome2_tltip_main_player_province_capital
none_or_self	player_major_settlement_port_ungarrisoned	rome2_tltip_left_clk_select		rome2_tltip_main_player_province_capital
none_or_self	player_minor_settlement_land_besieged	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_player_minor_settlement
none_or_self	player_minor_settlement_land_garrisoned	rome2_tltip_left_clk_select		rome2_tltip_main_player_minor_settlement
none_or_self	player_minor_settlement_land_ungarrisoned	rome2_tltip_left_clk_select		rome2_tltip_main_player_minor_settlement
none_or_self	player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_player_minor_settlement
none_or_self	player_minor_settlement_port_garrisoned_combined	rome2_tltip_left_clk_select		rome2_tltip_main_player_minor_settlement
none_or_self	player_minor_settlement_port_garrisoned_navy	rome2_tltip_left_clk_select		rome2_tltip_main_player_minor_settlement
none_or_self	player_minor_settlement_port_garrisoned_transport	rome2_tltip_left_clk_select		rome2_tltip_main_player_minor_settlement
none_or_self	player_minor_settlement_port_ungarrisoned	rome2_tltip_left_clk_select		rome2_tltip_main_player_minor_settlement
none_or_self	player_navy	rome2_tltip_left_clk_select		rome2_tltip_main_player_admiral
none_or_self	player_navy_cant_escort_already_escorting	rome2_tltip_left_clk_select		rome2_tltip_main_player_admiral
none_or_self	player_navy_transport	rome2_tltip_left_clk_select		rome2_tltip_main_player_general_on_sea
none_or_self	player_sea_trade_route		rome2_tltip_player_sea_trade_route_self	
none_or_self	player_trade_route		rome2_tltip_player_trade_route_self	
none_or_self	region			rome2_tltip_main_province
none_or_self	shared_sea_region			rome2_tltip_main_shared_sea_region
player_force_cannot_attack_stance	contested_sea_region	rome2_tltip_warning_cannot_attack_stance	rome2_tltip_contested_sea_region_self	rome2_tltip_main_contested_sea_region
player_force_cannot_attack_stance	enemy_army	rome2_tltip_warning_cannot_attack_stance		rome2_tltip_main_enemy_general
