group_key	unit_key	quality
Default_land_cavalry_shock	Gre_Hippeus_Lancers	13320
Default_land_cavalry_shock	Gre_Pergamon_Noble_Cavalry	22000
Default_land_cavalry_shock	Gre_Pontic_Royal_Cav	18480
Default_land_cavalry_shock	Gre_Ptolemaic_Cav	24320
Default_land_cavalry_shock	Gre_Royal_Cav	21754
Default_land_cavalry_shock	Gre_Sarissa_Cav	1040
Default_land_cavalry_shock	Gre_Scythed_Chariots	27661
Default_land_cavalry_shock	Gre_Thessalian_Cav	4792
Default_land_cavalry_shock	Mer_Per_Cav	1586
Default_land_cavalry_shock	Mer_Sar_Armour_Lancers	1040
Default_land_cavalry_shock	Mer_Sar_Lancers	436
Default_land_cavalry_shock	Ste_Armoured_Lancers	2214
Default_land_cavalry_shock	Ste_Lancers	733
Default_land_cavalry_shock	Ste_Noble_Lancers	4969
Default_land_cavalry_shock	Ste_Saka_Cataphracts	18042
Default_land_cavalry_shock	Ste_Saka_Noble_Armour_Lancers	20781
Default_land_cavalry_shock	Ste_Sarmatian_Horsemen	3535
Default_land_cavalry_shock	Ste_Sarmatian_Riders	733
Default_land_cavalry_shock	Ste_Sarmatian_Royal_Lancers	16359
Default_land_cavalry_shock	dk_afr_desert_chariots	6900
Default_land_cavalry_shock	dk_ara_desert_chariots	6900
Default_land_cavalry_shock	dk_ara_desert_heavy_lancers	5250
Default_land_cavalry_shock	dk_kush_scythed_chariots	27661
Default_land_cavalry_shock	dk_nab_hellenic_desert_cataphracts	32000
Default_land_cavalry_shock	dk_nab_scythed_chariots	27661
Default_land_cavalry_shock	dk_num_armoured_desert_chariots	24560
Default_land_cavalry_shock	dk_num_armoured_numidian_riders	4800
Default_land_cavalry_shock	dk_num_numidian_riders	1400
Default_land_cavalry_shock	inv_etr_chariots	4500
Default_land_cavalry_shock	inv_sen_chariots	1600
Default_land_elephants	3c_Aux_African_Elephants	7000
Default_land_elephants	3c_Aux_Indian_War_Elephants	7500
Default_land_elephants	3c_Mer_African_Elephants	5250
Default_land_elephants	3c_Mer_Indian_War_Elephants	5625
Default_land_elephants	3c_Mer_Syrian_Armoured_Elephants	5000
Default_land_elephants	3c_Sas_Armoured_Indian_War_Elephants	9000
Default_land_elephants	3c_Sas_Indian_War_Elephants	7500
Default_land_elephants	Afr_Elephants	28840
Default_land_elephants	Afr_War_Elephants	42560
Default_land_elephants	Aux_Afr_Elephant	28840
Default_land_elephants	Aux_Ind_War_Elephant	35250
Default_land_elephants	Ind_Armour_Elephants	60120
Default_land_elephants	Ind_War_Elephants	35250
Default_land_elephants	Mer_Afr_Elephants	5920
Default_land_elephants	Mer_Ind_War_Elephants	8190
Default_land_elephants	Mer_Syrian_Armoured_Elephants	11000
Default_land_elephants	dk_kush_african_elephants	28840
Default_land_elephants	dk_kush_african_war_elephants	42560
Default_land_elephants	dk_num_african_elephants	28840
Default_land_elephants	inv_local_african_elephants	9000
Default_land_elephants	inv_mercenary_african_elephants	9000
Default_land_infantry_melee	3c_Ala_Alani_Axemen	1830
Default_land_infantry_melee	3c_Ala_Alani_Swordsmen	1650
Default_land_infantry_melee	3c_Ala_Armoured_Axe_Warriors	3750
Default_land_infantry_melee	3c_Ala_Armoured_Steppe_Warriors	2100
Default_land_infantry_melee	3c_Ala_Steppe_Warband	350
Default_land_infantry_melee	3c_Ara_Arabian_Swordsmen	1350
Default_land_infantry_melee	3c_Arm_Armoured_Axe_Warriors	4000
Default_land_infantry_melee	3c_Aux_Bactrian_Hillmen	260
Default_land_infantry_melee	3c_Aux_Celtic_Swordsmen	1740
Default_land_infantry_melee	3c_Aux_Egyptian_Infantry	200
Default_land_infantry_melee	3c_Aux_Gallic_Heavy_Infantry	6750
Default_land_infantry_melee	3c_Aux_Gallic_Swordsmen	350
Default_land_infantry_melee	3c_Aux_Germanic_Axe_Warriors	1350
Default_land_infantry_melee	3c_Aux_Germanic_Falxmen	360
Default_land_infantry_melee	3c_Aux_Germanic_Heavy_Infantry	3900
Default_land_infantry_melee	3c_Aux_Germanic_Swordsmen	1350
Default_land_infantry_melee	3c_Aux_Hillmen	220
Default_land_infantry_melee	3c_Aux_Iberian_Swordsmen	350
Default_land_infantry_melee	3c_Aux_Illyrian_Raiders	400
Default_land_infantry_melee	3c_Aux_Illyrian_Swordsmen	1260
Default_land_infantry_melee	3c_Aux_Libyan_Infantry	2160
Default_land_infantry_melee	3c_Aux_Scutarii	1860
Default_land_infantry_melee	3c_Aux_Steppe_Warriors	270
Default_land_infantry_melee	3c_Aux_Swordsmen	1260
Default_land_infantry_melee	3c_Aux_Thracian_Warriors	1260
Default_land_infantry_melee	3c_Cal_Ambushers	2010
Default_land_infantry_melee	3c_Cal_Caledonian_Oathsworn	6400
Default_land_infantry_melee	3c_Cal_Chosen_Sword_Band	3650
Default_land_infantry_melee	3c_Cal_Scatha_Shadows	3800
Default_land_infantry_melee	3c_Cel_Celtic_Sword_Band	340
Default_land_infantry_melee	3c_Cel_Celtic_Swordsmen	1740
Default_land_infantry_melee	3c_Cel_Celtic_Warhounds	1500
Default_land_infantry_melee	3c_Cel_Chosen_Sword_Band	3650
Default_land_infantry_melee	3c_Cel_Painted_Warriors	1860
Default_land_infantry_melee	3c_Cel_Wolfhounds	1950
Default_land_infantry_melee	3c_Eas_Eastern_Axe_Warriors	1920
Default_land_infantry_melee	3c_Eas_Eastern_Infantry	1800
Default_land_infantry_melee	3c_Eas_Hillmen	220
Default_land_infantry_melee	3c_Gal_Cohors	2040
Default_land_infantry_melee	3c_Gal_Gallic_Imperial_Guard	6600
Default_land_infantry_melee	3c_Gal_Gallic_Legionaries	4250
Default_land_infantry_melee	3c_Gal_Gallic_Warriors	380
Default_land_infantry_melee	3c_Gal_Longsword_Cohort	4550
Default_land_infantry_melee	3c_Gal_Veteran_Gallic_Legionaries	6250
Default_land_infantry_melee	3c_Ger_Armoured_Germanic_Swordsmen	3700
Default_land_infantry_melee	3c_Ger_Germanic_Axe_Warriors	1350
Default_land_infantry_melee	3c_Ger_Germanic_Band	290
Default_land_infantry_melee	3c_Ger_Germanic_Nobles	3900
Default_land_infantry_melee	3c_Ger_Germanic_Swordsmen	1350
Default_land_infantry_melee	3c_Ger_Savage_Dogs	250
Default_land_infantry_melee	3c_Goth_Gothic_Axe_Warriors	1290
Default_land_infantry_melee	3c_Goth_Gothic_Falxmen	330
Default_land_infantry_melee	3c_Goth_Gothic_Warband	390
Default_land_infantry_melee	3c_Goth_Tervingi_Oathsworn	6700
Default_land_infantry_melee	3c_Goth_Tervingi_Warriors	4400
Default_land_infantry_melee	3c_Marc_Armoured_Germanic_Axe_Warriors	1980
Default_land_infantry_melee	3c_Marc_Berserkers	4100
Default_land_infantry_melee	3c_Marc_Club_Levy	200
Default_land_infantry_melee	3c_Marc_Germanic_Noble_Guard	6400
Default_land_infantry_melee	3c_Marc_Horse_Hewers	280
Default_land_infantry_melee	3c_Marc_Wolf_Warriors	2100
Default_land_infantry_melee	3c_Mer_Armoured_Germanic_Swordsmen	1665
Default_land_infantry_melee	3c_Mer_Egyptian_Infantry	150
Default_land_infantry_melee	3c_Mer_Gallic_Heavy_Infantry	5050
Default_land_infantry_melee	3c_Mer_Gallic_Swordsmen	260
Default_land_infantry_melee	3c_Mer_Germanic_Band	220
Default_land_infantry_melee	3c_Mer_Gladiators	1350
Default_land_infantry_melee	3c_Mer_Hillmen	165
Default_land_infantry_melee	3c_Mer_Iberian_Swordsmen	260
Default_land_infantry_melee	3c_Mer_Illyrian_Raiders	300
Default_land_infantry_melee	3c_Mer_Painted_Warriors	1395
Default_land_infantry_melee	3c_Mer_Persian_Light_Infantry	210
Default_land_infantry_melee	3c_Mer_Swordsmen	315
Default_land_infantry_melee	3c_Mer_Thracian_Warriors	315
Default_land_infantry_melee	3c_Num_Numidian_Swordsmen	1350
Default_land_infantry_melee	3c_Pal_Armoured_Swordsmen	3750
Default_land_infantry_melee	3c_Pal_Hillmen	220
Default_land_infantry_melee	3c_Per_Persian_Levy	200
Default_land_infantry_melee	3c_Per_Persian_Light_Infantry	280
Default_land_infantry_melee	3c_Per_Persian_Swordsmen	380
Default_land_infantry_melee	3c_Rom_Cohors	2040
Default_land_infantry_melee	3c_Rom_Evocati_Cohort	4450
Default_land_infantry_melee	3c_Rom_Gladiators	1800
Default_land_infantry_melee	3c_Rom_Herculianii	6900
Default_land_infantry_melee	3c_Rom_Jovianii	6900
Default_land_infantry_melee	3c_Rom_Praetorian_Guard	6400
Default_land_infantry_melee	3c_Rom_Roman_Legionaries	4250
Default_land_infantry_melee	3c_Rom_Roman_Levies	320
Default_land_infantry_melee	3c_Rom_War_Dogs	250
Default_land_infantry_melee	3c_Sas_Daylamite_Infantry	2100
Default_land_infantry_melee	3c_Sas_Hamspah_Infantry	200
Default_land_infantry_melee	3c_Sas_Immortal_Infantry	4400
Default_land_infantry_melee	3c_Sas_Immortal_Infantry_Guard	7000
Default_land_infantry_melee	3c_Sas_Immortal_Spears	4200
Default_land_infantry_melee	3c_Sas_Persian_Light_Infantry	280
Default_land_infantry_melee	3c_Sax_Duguth_Swordsmen	2100
Default_land_infantry_melee	3c_Sax_Gedriht_Swordsmen	6550
Default_land_infantry_melee	3c_Sax_Geoguth_Warriors	400
Default_land_infantry_melee	3c_Sax_Saxon_Raiders	380
Default_land_infantry_melee	3c_Ste_Steppe_War_Dogs	250
Default_land_infantry_melee	3c_Ste_Steppe_Warriors	270
Default_land_infantry_melee	Aet_Sword	1161
Default_land_infantry_melee	Ara_Noble_Sword	8190
Default_land_infantry_melee	Aux_Bac_Hillmen	436
Default_land_infantry_melee	Aux_Cel_Axe_Warriors	1508
Default_land_infantry_melee	Aux_Cel_Naked_Swords	1586
Default_land_infantry_melee	Aux_Cel_Short_Swords	1508
Default_land_infantry_melee	Aux_Cel_Warriors	779
Default_land_infantry_melee	Aux_Dac_Falxmen	648
Default_land_infantry_melee	Aux_Eas_Hillmen	326
Default_land_infantry_melee	Aux_Egy_Infantry	280
Default_land_infantry_melee	Aux_Gal_Warriors	779
Default_land_infantry_melee	Aux_Ibe_Scutarii	3003
Default_land_infantry_melee	Aux_Ibe_Sword	648
Default_land_infantry_melee	Aux_Ill_Coastal_Levies	467
Default_land_infantry_melee	Aux_Ill_Raiders	1040
Default_land_infantry_melee	Aux_Ita_Socii_Extraordinarii	5150
Default_land_infantry_melee	Aux_Ita_Socii_Hastati	689
Default_land_infantry_melee	Aux_Thr_Warriors	1161
Default_land_infantry_melee	Bac_Hillmen	436
Default_land_infantry_melee	Bri_Ambushers	3678
Default_land_infantry_melee	Bri_Chosen_Sword_Band	4620
Default_land_infantry_melee	Bri_Druidic_Nobles	2531
Default_land_infantry_melee	Bri_Heroic_Nobles	23270
Default_land_infantry_melee	Bri_Painted_Ones	2880
Default_land_infantry_melee	Bri_Sword_Band	733
Default_land_infantry_melee	Car_Libyan_Infantry	4452
Default_land_infantry_melee	Cel_Axe_Warriors	1508
Default_land_infantry_melee	Cel_Celtic_Warhounds	1750
Default_land_infantry_melee	Cel_Chosen_Sword	4452
Default_land_infantry_melee	Cel_Fierce_Swords	3975
Default_land_infantry_melee	Cel_Galatian_Legionaires	5920
Default_land_infantry_melee	Cel_Galatian_Swords	929
Default_land_infantry_melee	Cel_Gallo_Thracian_Infantry	3396
Default_land_infantry_melee	Cel_Guerilla_Swordsmen	2531
Default_land_infantry_melee	Cel_Naked_Swords	1586
Default_land_infantry_melee	Cel_Naked_Warriors	2531
Default_land_infantry_melee	Cel_Oathsworn	25401
Default_land_infantry_melee	Cel_Savage_Dogs	200
Default_land_infantry_melee	Cel_Short_Swords	1508
Default_land_infantry_melee	Cel_Sword_Followers	5150
Default_land_infantry_melee	Cel_Tribal_Warriors	4792
Default_land_infantry_melee	Cel_Warriors	779
Default_land_infantry_melee	CiG_Bri_Sword_Band	733
Default_land_infantry_melee	CiG_Cel_Naked_Warriors	2531
Default_land_infantry_melee	CiG_Cel_Savage_Dogs	200
Default_land_infantry_melee	CiG_Cel_Warriors	779
Default_land_infantry_melee	CiG_Ger_Bloodsworn	1161
Default_land_infantry_melee	CiG_Ger_Club_Levy	280
Default_land_infantry_melee	CiG_Rom_First_Cohort	8446
Default_land_infantry_melee	CiG_Rom_Legionaries	3824
Default_land_infantry_melee	CiG_Rom_Vet_Legionaries	11632
Default_land_infantry_melee	Dac_Falxmen	648
Default_land_infantry_melee	Dac_Noble_Swords	21264
Default_land_infantry_melee	Eas_Axemen	3261
Default_land_infantry_melee	Eas_Bithynian_Infantry	733
Default_land_infantry_melee	Eas_Hillmen	326
Default_land_infantry_melee	Eas_Kartli_Axemen	5150
Default_land_infantry_melee	Eas_Par_Sword	4620
Default_land_infantry_melee	Eas_Pontic_Sword	3003
Default_land_infantry_melee	Egy_Galatian_Royal_Guard	27661
Default_land_infantry_melee	Egy_Galatian_Sword	1508
Default_land_infantry_melee	Egy_Infantry	280
Default_land_infantry_melee	Egy_Karian_Axemen	1040
Default_land_infantry_melee	Egy_Sobek_Cultists	2214
Default_land_infantry_melee	Emp_Rom_First_Cohort	8446
Default_land_infantry_melee	Emp_Rom_Legionaries	3824
Default_land_infantry_melee	Emp_Rom_Vet_Legionaries	6991
Default_land_infantry_melee	Ger_Berserkers	6334
Default_land_infantry_melee	Ger_Bloodsworn	1161
Default_land_infantry_melee	Ger_Club_Levy	280
Default_land_infantry_melee	Ger_Hex_Bearers	280
Default_land_infantry_melee	Ger_Round_Shield_Sword	1361
Default_land_infantry_melee	Ger_Sword_Masters	22252
Default_land_infantry_melee	Ger_Wolf_Warriors	4130
Default_land_infantry_melee	Gre_Agrianian_Axemen	1750
Default_land_infantry_melee	Gre_Molossian_Dogs	200
Default_land_infantry_melee	Gre_Royal_Peltasts	22252
Default_land_infantry_melee	Gre_Royal_Thorax_Sword	21754
Default_land_infantry_melee	Gre_Silver_Shield_Sword	22252
Default_land_infantry_melee	Gre_Thorax_Sword	4289
Default_land_infantry_melee	Ibe_Guerilla_Warriors	3396
Default_land_infantry_melee	Ibe_Lusitani_Guerillas	1040
Default_land_infantry_melee	Ibe_Lusitani_Nobles	18480
Default_land_infantry_melee	Ibe_Lusitani_Swordswomen	827
Default_land_infantry_melee	Ibe_Noble_Fighters	27661
Default_land_infantry_melee	Ibe_Painted_Warriors	3261
Default_land_infantry_melee	Ibe_Scutarii	3003
Default_land_infantry_melee	Ibe_Sword	648
Default_land_infantry_melee	Ibe_Vet_Shield_Warriors	4130
Default_land_infantry_melee	Ill_Levies	467
Default_land_infantry_melee	Ill_Raiders	1040
Default_land_infantry_melee	Ita_Samnite_Warriors	5150
Default_land_infantry_melee	Ita_Sword	1040
Default_land_infantry_melee	Mer_Bac_Hillmen	280
Default_land_infantry_melee	Mer_Cel_Axe_Warriors	648
Default_land_infantry_melee	Mer_Cel_Naked_Swords	929
Default_land_infantry_melee	Mer_Cel_Short_Swords	1508
Default_land_infantry_melee	Mer_Cel_Warhounds	1040
Default_land_infantry_melee	Mer_Cel_Warriors	406
Default_land_infantry_melee	Mer_Dac_Falxmen	467
Default_land_infantry_melee	Mer_Eas_Hillmen	184
Default_land_infantry_melee	Mer_Egy_Inf	167
Default_land_infantry_melee	Mer_Gal_Warriors	352
Default_land_infantry_melee	Mer_Ger_Wolf_Warriors	1750
Default_land_infantry_melee	Mer_Gre_Molossian_Dogs	200
Default_land_infantry_melee	Mer_Ibe_Lusitani_Swordswomen	378
Default_land_infantry_melee	Mer_Ibe_Noble_Fighters	8707
Default_land_infantry_melee	Mer_Ibe_Scutarii	1666
Default_land_infantry_melee	Mer_Ibe_Sword	352
Default_land_infantry_melee	Mer_Ill_Coastal_Levies	259
Default_land_infantry_melee	Mer_Ill_Raiders	500
Default_land_infantry_melee	Mer_Ita_Samnite_Warriors	2880
Default_land_infantry_melee	Mer_Ita_Sword	1040
Default_land_infantry_melee	Mer_Rom_Gladiatrices	1750
Default_land_infantry_melee	Mer_Thr_Warriors	648
Default_land_infantry_melee	Pel_Hillmen	2000
Default_land_infantry_melee	Pel_Hoplites	10000
Default_land_infantry_melee	Pel_Immortal_Spearmen	20000
Default_land_infantry_melee	Pel_Light_Hoplites	6000
Default_land_infantry_melee	Pel_Median_Spear	500
Default_land_infantry_melee	Pel_Militia_Hoplites	500
Default_land_infantry_melee	Pel_Periokoi_Hoplites	4000
Default_land_infantry_melee	Pel_Phyrgian_Spear	3000
Default_land_infantry_melee	Pel_Picked_Hoplites	20000
Default_land_infantry_melee	Pel_Royal_Spartans	20000
Default_land_infantry_melee	Pel_Spartan_Hoplites	12000
Default_land_infantry_melee	Pel_Spartan_Youths	500
Default_land_infantry_melee	Pel_Thr_Nobles	20000
Default_land_infantry_melee	Pel_Thr_Warriors	5000
Default_land_infantry_melee	Rom_Armour_Legionaries	8974
Default_land_infantry_melee	Rom_Eagle_Cohort	8974
Default_land_infantry_melee	Rom_Evocati_Cohort	7695
Default_land_infantry_melee	Rom_First_Cohort	8446
Default_land_infantry_melee	Rom_Gladiators	2760
Default_land_infantry_melee	Rom_Gladiatrices	3003
Default_land_infantry_melee	Rom_Hastati	779
Default_land_infantry_melee	Rom_Legionaries	3824
Default_land_infantry_melee	Rom_Legionary_Cohort	4289
Default_land_infantry_melee	Rom_Praetorian_Guard	23270
Default_land_infantry_melee	Rom_Praetorians	22252
Default_land_infantry_melee	Rom_Principes	3535
Default_land_infantry_melee	Rom_Vet_Legionaries	6991
Default_land_infantry_melee	Rom_War_Dogs	200
Default_land_infantry_melee	Ste_Young_Axes	259
Default_land_infantry_melee	Thr_Bowmen	467
Default_land_infantry_melee	Thr_Nobles	23270
Default_land_infantry_melee	Thr_Warriors	1161
Default_land_infantry_melee	dk_ara_desert_levy	280
Default_land_infantry_melee	dk_kush_armoured_shotel_warriors	22252
Default_land_infantry_melee	dk_kush_disciples_of_apedemak	6600
Default_land_infantry_melee	dk_kush_kushite_slave_infantry	420
Default_land_infantry_melee	dk_kush_shotel_warriors	7000
Default_land_infantry_melee	dk_kush_slave_infantry	160
Default_land_infantry_melee	dk_nab_nabatean_axe_warriors	1260
Default_land_infantry_melee	dk_nab_nabatean_swordsmen	1400
Default_land_infantry_melee	dk_num_desert_cohort	8700
Default_land_infantry_melee	dk_num_desert_legionaries	4100
Default_land_infantry_melee	dk_num_gaetuli_tribesmen	1800
Default_land_infantry_melee	dk_num_numidian_light_infantry	1260
Default_land_infantry_melee	dk_saba_merc_maas_gat_marauders	2400
Default_land_infantry_melee	dk_saba_sabaean_swordsmen	2000
Default_land_infantry_melee	inv_app_swordsmen	2116
Default_land_infantry_melee	inv_car_Infantry	4452
Default_land_infantry_melee	inv_car_mob	30
Default_land_infantry_melee	inv_car_sword_militia	779
Default_land_infantry_melee	inv_etr_axe_infantry	1508
Default_land_infantry_melee	inv_etr_city_guard	3535
Default_land_infantry_melee	inv_ill_raiders	983
Default_land_infantry_melee	inv_ill_tribesmen	510
Default_land_infantry_melee	inv_ins_gallic_elder_swordsmen	5720
Default_land_infantry_melee	inv_ins_longsword_warriors	4620
Default_land_infantry_melee	inv_iol_heavy_nuragic_runners	2531
Default_land_infantry_melee	inv_iol_nuragic_runners	1292
Default_land_infantry_melee	inv_iol_nuragic_warriors	3824
Default_land_infantry_melee	inv_iol_sardi_axemen	983
Default_land_infantry_melee	inv_iol_sardi_hillmen	406
Default_land_infantry_melee	inv_iol_sherden_swordsmen	6991
Default_land_infantry_melee	inv_ita_italic_swordsmen	510
Default_land_infantry_melee	inv_ita_veteran_swordsmen	4289
Default_land_infantry_melee	inv_local_aequi_swordsmen	500
Default_land_infantry_melee	inv_local_carthaginian_infantry	3003
Default_land_infantry_melee	inv_local_gallic_axemen	510
Default_land_infantry_melee	inv_local_italian_hillmen	406
Default_land_infantry_melee	inv_local_italian_swordsmen	405
Default_land_infantry_melee	inv_local_latin_tribesmen	406
Default_land_infantry_melee	inv_local_ligurian_axe_warriors	810
Default_land_infantry_melee	inv_local_ligurian_swordsmen	750
Default_land_infantry_melee	inv_local_lucanian_warriors	1400
Default_land_infantry_melee	inv_local_sabine_warriors	605
Default_land_infantry_melee	inv_local_samnite_infantryman	550
Default_land_infantry_melee	inv_local_sardi_hillmen	406
Default_land_infantry_melee	inv_local_sicilian_tribesmen	600
Default_land_infantry_melee	inv_local_tribeless_warriors	350
Default_land_infantry_melee	inv_local_umbrian_hillmen	405
Default_land_infantry_melee	inv_local_volsci_warriors	606
Default_land_infantry_melee	inv_mercenary_aequi_swordsmen	650
Default_land_infantry_melee	inv_mercenary_etruscan_axe_infantry	1500
Default_land_infantry_melee	inv_mercenary_gallic_axemen	1500
Default_land_infantry_melee	inv_mercenary_ill_raiders	1040
Default_land_infantry_melee	inv_mercenary_italian_hillmen	406
Default_land_infantry_melee	inv_mercenary_italian_swordsmen	300
Default_land_infantry_melee	inv_mercenary_latin_warriors	405
Default_land_infantry_melee	inv_mercenary_ligurian_axe_warriors	1800
Default_land_infantry_melee	inv_mercenary_ligurian_swordsmen	1850
Default_land_infantry_melee	inv_mercenary_lucanian_veterans	2200
Default_land_infantry_melee	inv_mercenary_naked_warriors	3000
Default_land_infantry_melee	inv_mercenary_nuragic_runners	1800
Default_land_infantry_melee	inv_mercenary_nuragic_warriors	1600
Default_land_infantry_melee	inv_mercenary_samnite_veterans	2400
Default_land_infantry_melee	inv_mercenary_sicilian_tribesmen	310
Default_land_infantry_melee	inv_mercenary_veneti_axemen	1200
Default_land_infantry_melee	inv_mercenary_volsci_veterans	1500
Default_land_infantry_melee	inv_rom_ensis_centuriae	2100
Default_land_infantry_melee	inv_rom_ensis_principes	2200
Default_land_infantry_melee	inv_rom_latin_tribesmen	406
Default_land_infantry_melee	inv_rom_roman_swordsmen	590
Default_land_infantry_melee	inv_rom_rorarii	650
Default_land_infantry_melee	inv_sam_hirpinian_warriors	2400
Default_land_infantry_melee	inv_sam_italian_hillmen	550
Default_land_infantry_melee	inv_sam_italian_hillmen_ver_sacrum	550
Default_land_infantry_melee	inv_sam_light_infantryman	550
Default_land_infantry_melee	inv_sam_lucanian_warriors	2700
Default_land_infantry_melee	inv_sam_silver_infantryman	4700
Default_land_infantry_melee	inv_sen_gallic_axemen	1050
Default_land_infantry_melee	inv_sen_naked_warriors	2600
Default_land_infantry_melee	inv_sen_noble_swordsmen	3600
Default_land_infantry_melee	inv_sen_tribeless_warriors	406
Default_land_infantry_melee	inv_sen_young_swords	750
Default_land_infantry_melee	inv_ven_noble_veneti_swordsmen	2000
Default_land_infantry_melee	inv_ven_veneti_axemen	650
Default_land_infantry_missile	3c_Ara_Arabian_Javelinmen	290
Default_land_infantry_missile	3c_Ara_Arabian_Slingers	260
Default_land_infantry_missile	3c_Arm_Armenian_Archers	1260
Default_land_infantry_missile	3c_Arm_Armenian_Slingers	1260
Default_land_infantry_missile	3c_Arm_Armoured_Armenian_Archers	1740
Default_land_infantry_missile	3c_Arm_Noble_Armenian_Archers	2160
Default_land_infantry_missile	3c_Aux_Archers	290
Default_land_infantry_missile	3c_Aux_Armenian_Archers	1260
Default_land_infantry_missile	3c_Aux_Briton_Slingers	380
Default_land_infantry_missile	3c_Aux_Celtic_Archers	380
Default_land_infantry_missile	3c_Aux_Cretan_Archers	1800
Default_land_infantry_missile	3c_Aux_Eastern_Javelinmen	360
Default_land_infantry_missile	3c_Aux_Egyptian_Archers	280
Default_land_infantry_missile	3c_Aux_Gallic_Bowmen	1350
Default_land_infantry_missile	3c_Aux_Gallic_Skirmishers	220
Default_land_infantry_missile	3c_Aux_Germanic_Hunters	1350
Default_land_infantry_missile	3c_Aux_Germanic_Skirmishers	220
Default_land_infantry_missile	3c_Aux_Iberian_Slingers	280
Default_land_infantry_missile	3c_Aux_Illyrian_Archers	300
Default_land_infantry_missile	3c_Aux_Illyrian_Slingers	270
Default_land_infantry_missile	3c_Aux_Numidian_Javelinmen	340
Default_land_infantry_missile	3c_Aux_Peltasts	1260
Default_land_infantry_missile	3c_Aux_Persian_Archers	360
Default_land_infantry_missile	3c_Aux_Persian_Skirmishers	320
Default_land_infantry_missile	3c_Aux_Rhodian_Slingers	1770
Default_land_infantry_missile	3c_Aux_Sabean_Archers	360
Default_land_infantry_missile	3c_Aux_Syrian_Archers	1560
Default_land_infantry_missile	3c_Aux_Thracian_Slingers	280
Default_land_infantry_missile	3c_Cal_Elite_Highland_Archers	1500
Default_land_infantry_missile	3c_Cal_Highland_Archers	1260
Default_land_infantry_missile	3c_Cel_Celtic_Archers	380
Default_land_infantry_missile	3c_Cel_Celtic_Skirmishers	220
Default_land_infantry_missile	3c_Eas_Eastern_Bowmen	330
Default_land_infantry_missile	3c_Eas_Eastern_Javelinmen	360
Default_land_infantry_missile	3c_Eas_Eastern_Slingers	380
Default_land_infantry_missile	3c_Gal_Gallic_Heavy_Skirmishers	1680
Default_land_infantry_missile	3c_Ger_Germanic_Hunters	1350
Default_land_infantry_missile	3c_Ger_Germanic_Hurlers	250
Default_land_infantry_missile	3c_Ger_Germanic_Skirmishers	220
Default_land_infantry_missile	3c_Goth_Elite_Gothic_Archers	1740
Default_land_infantry_missile	3c_Goth_Gothic_Archers	1470
Default_land_infantry_missile	3c_Goth_Gothic_Brigands	1260
Default_land_infantry_missile	3c_Goth_Gothic_Slingers	280
Default_land_infantry_missile	3c_Marc_Germanic_Noblewomen_Archers	1560
Default_land_infantry_missile	3c_Marc_Horse_Runners	1350
Default_land_infantry_missile	3c_Marc_Longbow_Hunters	300
Default_land_infantry_missile	3c_Mer_Balearic_Slingers	1260
Default_land_infantry_missile	3c_Mer_Celtic_Skirmishers	165
Default_land_infantry_missile	3c_Mer_Cretan_Archers	1350
Default_land_infantry_missile	3c_Mer_Egyptian_Archers	210
Default_land_infantry_missile	3c_Mer_Gallic_Bowmen	340
Default_land_infantry_missile	3c_Mer_Germanic_Hunters	340
Default_land_infantry_missile	3c_Mer_Highland_Archers	315
Default_land_infantry_missile	3c_Mer_Iberian_Slingers	210
Default_land_infantry_missile	3c_Mer_Illyrian_Archers	225
Default_land_infantry_missile	3c_Mer_Light_Roman_Skirmishers	255
Default_land_infantry_missile	3c_Mer_Numidian_Javelinmen	255
Default_land_infantry_missile	3c_Mer_Peltasts	315
Default_land_infantry_missile	3c_Mer_Persian_Archers	270
Default_land_infantry_missile	3c_Mer_Rhodian_Slingers	1320
Default_land_infantry_missile	3c_Mer_Sabean_Archers	270
Default_land_infantry_missile	3c_Mer_Sabean_Javelinmen	220
Default_land_infantry_missile	3c_Mer_Slingers	210
Default_land_infantry_missile	3c_Mer_Steppe_Slingers	195
Default_land_infantry_missile	3c_Mer_Syrian_Archers	390
Default_land_infantry_missile	3c_Mer_Thracian_Slingers	210
Default_land_infantry_missile	3c_Num_Numidian_Javelinmen	340
Default_land_infantry_missile	3c_Num_Numidian_Slingers	260
Default_land_infantry_missile	3c_Pal_Hamian_Archers	1860
Default_land_infantry_missile	3c_Pal_Heavy_Palmyrene_Skirmishers	1800
Default_land_infantry_missile	3c_Pal_Palmyrene_Skirmishers	260
Default_land_infantry_missile	3c_Pal_Peltasts	1260
Default_land_infantry_missile	3c_Pal_Slingers	270
Default_land_infantry_missile	3c_Per_Persian_Archers	360
Default_land_infantry_missile	3c_Per_Persian_Skirmishers	320
Default_land_infantry_missile	3c_Per_Persian_Slingers	380
Default_land_infantry_missile	3c_Rom_Armoured_Archers	1650
Default_land_infantry_missile	3c_Rom_Balearic_Slingers	1680
Default_land_infantry_missile	3c_Rom_Light_Roman_Skirmishers	340
Default_land_infantry_missile	3c_Rom_Slingers	280
Default_land_infantry_missile	3c_Sab_Sabean_Archers	360
Default_land_infantry_missile	3c_Sab_Sabean_Javelinmen	290
Default_land_infantry_missile	3c_Sas_Anatolian_Slingers	1860
Default_land_infantry_missile	3c_Sas_Kurdish_Archers	1920
