key	advice_thread	advice_thread_level	points_needed	game_area	category	sub_category	max_repeat_count	repeat_interval	pause_battle	priority_level	high_verbosity_only	locatable	parameter	on_display_script	on_click_script	suppressible	uninhibitable	audio_clip	advisor_name	for_loading_screen	movie_link
2139659417	Rom.HB.PH.009	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659421	Rom.HB.RA.001	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659423	Rom.HB.RA.002	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659426	Rom.HB.RA.003	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659427	Rom.HB.RA.004	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659436	Rom.HB.RA.005	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659439	Rom.HB.SR.001	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659442	Rom.HB.SR.002	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659444	Rom.HB.SR.003	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659445	Rom.HB.SR.004	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659450	Rom.HB.SR.005	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659451	Rom.HB.SR.006	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659460	Rom.HB.SR.007	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659464	Rom.HB.SR.008	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659474	Rom.HB.NI.001	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659476	Rom.HB.NI.002	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659481	Rom.HB.NI.003	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659484	Rom.HB.NI.004	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659494	Rom.HB.NI.005	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659500	Rom.HB.NI.006	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659509	Rom.HB.WS.001	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659511	Rom.HB.WS.002	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659518	Rom.HB.WS.003	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659520	Rom.HB.WS.004	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659524	Rom.HB.WS.005	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659532	Rom.HB.WS.006	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659539	Rom.HB.WS.007	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659549	Rom.HB.WS.008	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659556	Rom.HB.ZA.001	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659565	Rom.HB.ZA.002	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659571	Rom.HB.ZA.003	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659573	Rom.HB.ZA.004	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659575	Rom.HB.ZA.005	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659585	Rom.HB.ZA.006	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659591	Rom.HB.ZE.001	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659598	Rom.HB.ZE.002	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659607	Rom.HB.ZE.003	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659612	Rom.HB.ZE.004	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659619	Rom.HB.ZE.005	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659623	Rom.HB.ZE.006	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659626	Rom.Pro.Camp1.AD.008	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659633	Rom.HB.RA.006	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659643	Rom.HB.TF_Battle_Lost_03	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	centurion_advisor	false	
2139659647	Rom.Pro.Ves.AD.001	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659652	Rom.Pro.Ves.SI.001	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139659662	Rom.Pro.Ves.SI.002	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139659663	Rom.Pro.Ves.AD.002	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659669	Rom.Pro.Ves.SI.003	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139659676	Rom.Pro.Ves.SI.004	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139659677	Rom.Pro.Ves.AD.008	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659684	Rom.Pro.Ves.AD.003	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659693	Rom.Pro.Ves.AD.004	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659698	Rom.Pro.Ves.SI.006	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139659705	Rom.Pro.Ves.SI.007	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139659714	Rom.Pro.Ves.AD.005	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659719	Rom.Pro.Ves.SI.008	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139659727	Rom.Pro.Ves.AD.006	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659731	Rom.Pro.Ves.AD.007	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659736	Rom.Pro.Camp2.AD.001	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659738	Rom.Pro.Camp2.SI.001	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139659742	Rom.Pro.Camp2.AD.002	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659750	Rom.Pro.Camp2.AD.003	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659760	Rom.Pro.Camp2.AD.004	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659768	Rom.Pro.Camp2.SI.002	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139659775	Rom.Pro.Camp2.AD.005	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659780	Rom.Pro.Camp2.SI.003	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139659786	Rom.Pro.Camp2.AD.101	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659794	Rom.Pro.Camp2.AD.102	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659800	Rom.Pro.Camp2.AD.103	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659809	Rom.Pro.Camp2.AD.104	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659814	Rom.Pro.Camp2.AD.105	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659819	Rom.Pro.Camp2.AD.106	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659820	Rom.Pro.Camp2.AD.107	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659827	Rom.Pro.Camp2.SI.101	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139659837	Rom.Pro.Camp2.AD.110	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659847	Rom.Pro.Camp2.AD.108	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659856	Rom.Pro.Camp2.SI.103	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139659863	Rom.Pro.Camp2.AD.111	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659871	Rom.Pro.Camp2.AD.109	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659878	Rom.Pro.Camp2.SI.105	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139659884	Rom.Pro.Camp2.SI.106	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139659893	Rom.Pro.Camp2.SI.107	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139659898	Rom.Pro.Camp2.AD.113	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659907	Rom.Pro.Camp2.AD.114	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659917	Rom.Pro.Camp2.SI.108	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139659923	Rom.Pro.Camp2.SI.109	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139659930	Rom.Pro.Camp2.AD.115	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659938	Rom.Pro.Camp2.AD.116	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659944	Rom.Pro.Camp2.AD.117	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659947	Rom.Pro.Camp2.AD.118	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139659955	Rom.Pro.Camp2.SI.110	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139659961	Rom.Pro.Camp2.SI.201	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139659968	Rom.Pro.Camp2.SI.202	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139659977	Rom.Pro.Camp2.SI.203	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139659998	Rom.Pro.Camp2.SI.206	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139660006	Rom.Pro.Camp2.SI.207	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139660014	Rom.Pro.Camp2.SI.208	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139660023	Rom.Pro.Camp2.AD.201	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139660033	Rom.Pro.Camp2.AD.202	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139660040	Rom.Pro.Camp2.AD.203	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139660049	Rom.Pro.Camp2.AD.301	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139660058	Rom.Pro.Camp2.SI.301	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139660067	Rom.Pro.Camp2.SI.302	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139660072	Rom.Pro.Camp2.SI.303	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139660078	Rom.Pro.Camp2.AD.302	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139660080	Rom.Pro.Camp2.SI.401	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139660083	Rom.Pro.Camp2.SI.402	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139660087	Rom.Pro.Camp1.SI.006	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	prologue_protagonist	false	
2139660094	3000_TWRII_Faction_Intro_Rome_1_Thread	1	1	Campaign	Advice	Camera Fly-bys	0	0	false	0	false	false	none			false	false	n	flyby_advisor	false	
2139660101	3001_TWRII_Faction_Intro_Carthage_1_Thread	1	1	Campaign	Advice	Camera Fly-bys	0	0	false	0	false	false	none			false	false	n	flyby_advisor	false	
2139660107	3002_TWRII_Faction_Intro_Egypt_1_Thread	1	1	Campaign	Advice	Camera Fly-bys	0	0	false	0	false	false	none			false	false	n	3c_flavius	false	
2139660108	3003_TWRII_Faction_Intro_Macedon_1_Thread	1	1	Campaign	Advice	Camera Fly-bys	0	0	false	0	false	false	none			false	false	n	flyby_advisor	false	
2139660109	3004_TWRII_Faction_Intro_Britannia_1_Thread	1	1	Campaign	Advice	Camera Fly-bys	0	0	false	0	false	false	none			false	false	n	flyby_advisor	false	
2139660111	3005_TWRII_Faction_Intro_Gaul_1_Thread	1	1	Campaign	Advice	Camera Fly-bys	0	0	false	0	false	false	none			false	false	n	flyby_advisor	false	
2139660112	3006_TWRII_Faction_Intro_Germania_1_Trigger	1	1	Campaign	Advice	Camera Fly-bys	0	0	false	0	false	false	none			false	false	n	flyby_advisor	false	
2139660116	3007_TWRII_Faction_Intro_Parthia_1_Thread	1	1	Campaign	Advice	Camera Fly-bys	0	0	false	0	false	false	none			false	false	n	flyby_advisor	false	
2139660123	3008_TWRII_Faction_Intro_Pontus_1_Thread	1	1	Campaign	Advice	Camera Fly-bys	0	0	false	0	false	false	none			false	false	n	flyby_advisor	false	
2139660126	3010_TWRII_Faction_Intro_Athens_1_Thread	1	1	Campaign	Advice	Camera Fly-bys	0	0	false	0	false	false	none			false	false	n	flyby_advisor	false	
2139660132	3011_TWRII_Faction_Intro_Sparta_1_Thread	1	1	Campaign	Advice	Camera Fly-bys	0	0	false	0	false	false	none			false	false	n	flyby_advisor	false	
2139660135	3012_TWRII_Faction_Intro_Epirus_1_Thread	1	1	Campaign	Advice	Camera Fly-bys	0	0	false	0	false	false	none			false	false	n	flyby_advisor	false	
2139660136	1062_Campaign_Advice_UI_Army_Stances_Thread	1	3	Campaign	Armies	Stances	1	0	false	1	false	false	none			false	false	n	campaign_advisor	false	
2139660140	1063_Campaign_Advice_UI_Recruitment_Tab_Thread	1	8	Campaign	Armies	Recruitment	1	0	false	1	false	false	none			false	false	n	campaign_advisor	false	
2139660147	1020_Campaign_Advice_Politics_Thread	1	5	Campaign	Features	Politics	1	0	false	1	false	false	none			false	false	n	campaign_advisor	true	/tutorial/r2_videos_management_Politicalpower
2139660150	1020_Campaign_Advice_Politics_Thread	2	10	Campaign	Features	Politics	1	0	false	1	false	false	none			false	false	n	campaign_advisor	true	
2139660176	1068_Campaign_Advice_Spy_Selected_Thread	1	1	Campaign	Features	Agents	1	0	false	1	false	false	none			false	false	n	campaign_advisor	false	/tutorial/r2_videos_agents_actions
2139660184	1070_Campaign_Advice_Dignitary_Selected_Thread	1	1	Campaign	Features	Agents	1	0	false	1	false	false	none			false	false	n	campaign_advisor	false	/tutorial/r2_videos_agents_actions
2139660191	1069_Campaign_Advice_Champion_Selected_Thread	1	1	Campaign	Features	Agents	1	0	false	1	false	false	none			false	false	n	campaign_advisor	false	/tutorial/r2_videos_agents_actions
2139660199	1014g_Campaign_Advice_UI_Diplomacy_Panel_Thread	1	1	Campaign	UI	Buttons	1	0	false	1	false	false	none			false	false	n	campaign_advisor	false	
2139660205	1014h_Campaign_Advice_UI_Diplomacy_Panel_Thread	1	1	Campaign	UI	Buttons	1	0	false	1	false	false	none			false	false	n	campaign_advisor	false	
2139660207	1014k_Campaign_Advice_UI_Diplomacy_Panel_Thread	1	1	Campaign	UI	Buttons	1	0	false	1	false	false	none			false	false	n	campaign_advisor	false	/tutorial/r2_videos_diplomacy_Peacetreaties
2139660209	1014m_Campaign_Advice_UI_Diplomacy_Panel_Thread	1	1	Campaign	UI	Buttons	1	0	false	1	false	false	none			false	false	n	campaign_advisor	false	/tutorial/r2_videos_diplomacy_Confederations
2139660214	1014c_Campaign_Advice_UI_Diplomacy_Panel_Thread	1	1	Campaign	UI	Buttons	1	0	false	1	false	false	none			false	false	n	campaign_advisor	false	/tutorial/r2_videos_diplomacy_Defensivealliance
2139660224	0133_Battle_Advice_AI_Control_Thread	1	1	Battle	Features	AI Control	1	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139660231	1014q_Campaign_Advice_UI_Diplomacy_Panel_Thread	1	15	Campaign	UI	Buttons	1	0	false	1	false	false	none			false	false	n	campaign_advisor	false	/tutorial/r2_videos_diplomacy_Warcoordination
2139660238	1014r_Campaign_Advice_UI_Diplomacy_Panel_Thread	1	18	Campaign	UI	Buttons	1	0	false	1	false	false	none			false	false	n	campaign_advisor	false	
2139660246	2202_Campaign_Advice_Battle_Markers_Thread	1	1	Campaign	Features	Markers	1	0	false	1	false	false	none			false	false	n	campaign_advisor	false	
2139660252	0134_Battle_Advice_Deployables_Thread	1	1	Battle	Features	Deployables	1	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139660260	0135_Battle_Advice_Formations_Thread	1	1	Battle	Units	Formations	1	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139660266	0136_Battle_Advice_Formations_Thread	1	1	Battle	Units	Formations	1	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139660274	0137_Battle_Advice_Formations_Thread	1	1	Battle	Units	Formations	1	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139660284	Rom.Pro.Ves.AD.009	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139660293	Rom.Pro.Camp1.AD.102	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139660310	Rom.Pro.Camp1.AD.103	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139660323	Rom.Pro.Camp1.AD.205	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139660332	Rom.Pro.Ves.AD.010	1	1	Scripted	Scripted	Scripted	0	0	false	1	false	false	none			false	false	n	battle_advisor	false	
2139660336	8000_Congrats_Advice_Generic_Thread	1	1	Campaign	Construction	First Building	1	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660341	7000_Campaign_Tutorial_Basic_Controls_Thread	1	1	Campaign	Tutorial	none	1	0	false	1	false	false	none			false	false	n	campaign_advisor	false	
2139660343	8001_Congrats_Advice_Generic_Thread	1	1	Campaign	Recruitment	Unit	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660347	8002_Congrats_Advice_Generic_Thread	1	1	Campaign	Recruitment	Agent	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660350	8003_Congrats_Advice_Generic_Thread	1	1	Campaign	Research	Tech	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660352	8004_Congrats_Advice_Generic_Thread	1	1	Campaign	Diplomacy	Alliance	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660356	8005_Congrats_Advice_Generic_Thread	1	1	Campaign	Diplomacy	Trade Agreement	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660365	8006_Congrats_Advice_Generic_Thread	1	1	Campaign	Diplomacy	Military Access	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660366	8007_Congrats_Advice_Generic_Thread	1	1	Campaign	Diplomacy	Peace Treaty	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660374	8008_Congrats_Advice_Generic_Thread	1	1	Campaign	Army	Replenishment	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660379	8009_Congrats_Advice_Generic_Thread	1	1	Campaign	Battle	First Land Battle	1	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660386	8010_Congrats_Advice_Generic_Thread	1	1	Campaign	Battle	General Survived	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660387	8011_Congrats_Advice_Generic_Thread	1	1	Battle	Battle	Charge Caused Rout	100	0	false	2	false	false	none			false	false	n	battle_advisor	false	
2139660390	8012_Congrats_Advice_Generic_Thread	1	1	Battle	Battle	Flanking	100	0	false	2	false	false	none			false	false	n	battle_advisor	false	
2139660399	8013_Congrats_Advice_Generic_Thread	1	1	Battle	Battle	Beasts Used	100	0	false	2	false	false	none			false	false	n	battle_advisor	false	
2139660402	8014_Congrats_Advice_Generic_Thread	1	1	Battle	Battle	Ship Destroyed	100	0	false	2	false	false	none			false	false	n	battle_advisor	false	
2139660407	8015_Congrats_Advice_Generic_Thread	1	1	Battle	Battle	First Battle Won	100	0	false	2	false	false	none			false	false	n	battle_advisor	false	
2139660417	8016_Congrats_Advice_Generic_Thread	1	1	Battle	Battle	Second Battle Won	100	0	false	2	false	false	none			false	false	n	battle_advisor	false	
2139660424	8017_Congrats_Advice_Generic_Thread	1	1	Campaign	Campaign	Agent Used	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660430	8018_Congrats_Advice_Generic_Thread	1	1	Campaign	Campaign	Agent Used Successfully	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660439	8019_Congrats_Advice_Generic_Thread	1	1	Campaign	Campaign	Character Assassinated	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660441	8020_Congrats_Advice_Generic_Thread	1	1	Campaign	Campaign	Mission Completed	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660448	8021_Congrats_Advice_Generic_Thread	1	1	Campaign	Campaign	Victory Condition Satisfied	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660452	8022_Congrats_Advice_Generic_Thread	1	1	Campaign	Campaign	Naval Transport	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660455	8024_Congrats_Advice_Generic_Thread	1	1	Campaign	Campaign	General Rank-up	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660463	8025_Congrats_Advice_Generic_Thread	1	1	Campaign	Campaign	Agent Rank-up	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660470	8026_Congrats_Advice_Generic_Thread	1	1	Campaign	Campaign	General Gained Ancillary	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660477	8027_Congrats_Advice_Generic_Thread	1	1	Campaign	Campaign	General Gained Skill	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660483	8028_Congrats_Advice_Generic_Thread	1	1	Campaign	Campaign	Agent Gained Skill	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660484	8029_Congrats_Advice_Generic_Thread	1	1	Campaign	Campaign	General Gained Trait	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660490	8030_Congrats_Advice_Generic_Thread	1	1	Campaign	Campaign	Agent Gained Trait	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660491	8031_Congrats_Advice_Generic_Thread	1	1	Campaign	Campaign	Port Blockaded	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660500	8032_Congrats_Advice_Generic_Thread	1	1	Campaign	Campaign	Port Captured	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660504	8033_Congrats_Advice_Generic_Thread	1	1	Battle	Campaign	First Sea Battle	100	0	false	2	false	false	none			false	false	n	battle_advisor	false	
2139660514	8034_Congrats_Advice_Generic_Thread	1	1	Battle	Campaign	Sea Battle Won	100	0	false	2	false	false	none			false	false	n	battle_advisor	false	
2139660524	8035_Congrats_Advice_Generic_Thread	1	1	Campaign	Campaign	Army Developed	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660531	8036_Congrats_Advice_Generic_Thread	1	1	Campaign	Campaign	General Enters Politics	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660532	8037_Congrats_Advice_Generic_Thread	1	1	Campaign	Campaign	Treasury in the Black	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660535	8038_Congrats_Advice_Generic_Thread	1	1	Campaign	Campaign	Faction Destroyed	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660536	8039_Congrats_Advice_Generic_Thread	1	1	Campaign	Diplomacy	Vassalage	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
2139660537	8040_Congrats_Advice_Generic_Thread	1	1	Campaign	Campaign	Ambush	100	0	false	2	false	false	none			false	false	n	campaign_advisor	false	
