attitude	culture	faction	government_type	key	option	string
hostile	rom_Hellenistic	rom_ptolemaics	gov_absolute_monarchy	acknowledge_counter_accept	7	eastern_egypt_acknowledge_accept_08
hostile	rom_Hellenistic	rom_ptolemaics	gov_absolute_monarchy	acknowledge_counter_accept	8	eastern_egypt_acknowledge_accept_09
hostile	rom_Hellenistic	rom_ptolemaics	gov_absolute_monarchy	acknowledge_counter_accept	9	eastern_egypt_acknowledge_accept_10
hostile	rom_Roman	3c_palmyra	gov_absolute_monarchy	acknowledge_counter_accept	0	fem_rome_zenobia_counter_accept_02
hostile	rom_Roman	3c_palmyra	gov_absolute_monarchy	acknowledge_counter_accept	1	fem_rome_zenobia_counter_accept_05
hostile	rom_Roman	emp_antony	gov_absolute_monarchy	acknowledge_counter_accept	0	rome_ee_acknowledge_accept_01
hostile	rom_Roman	emp_antony	gov_absolute_monarchy	acknowledge_counter_accept	1	rome_ee_acknowledge_accept_02
hostile	rom_Roman	emp_antony	gov_absolute_monarchy	acknowledge_counter_accept	2	rome_ee_acknowledge_accept_03
hostile	rom_Roman	emp_antony	gov_absolute_monarchy	acknowledge_counter_accept	3	rome_ee_acknowledge_accept_04
hostile	rom_Roman	emp_antony	gov_absolute_monarchy	acknowledge_counter_accept	4	rome_acknowledge_accept_05
hostile	rom_Roman	emp_antony	gov_absolute_monarchy	acknowledge_counter_accept	5	rome_ee_acknowledge_accept_06
hostile	rom_Roman	emp_antony	gov_absolute_monarchy	acknowledge_counter_accept	6	rome_ee_acknowledge_accept_07
hostile	rom_Roman	emp_antony	gov_absolute_monarchy	acknowledge_counter_accept	7	rome_acknowledge_accept_08
hostile	rom_Roman	emp_antony	gov_absolute_monarchy	acknowledge_counter_accept	8	rome_ee_acknowledge_accept_09
hostile	rom_Roman	emp_antony	gov_absolute_monarchy	acknowledge_counter_accept	9	rome_acknowledge_accept_10
hostile	rom_Roman	emp_lepidus	gov_absolute_monarchy	acknowledge_counter_accept	0	rome_ee_acknowledge_accept_01
hostile	rom_Roman	emp_lepidus	gov_absolute_monarchy	acknowledge_counter_accept	1	rome_ee_acknowledge_accept_02
hostile	rom_Roman	emp_lepidus	gov_absolute_monarchy	acknowledge_counter_accept	2	rome_ee_acknowledge_accept_03
hostile	rom_Roman	emp_lepidus	gov_absolute_monarchy	acknowledge_counter_accept	3	rome_ee_acknowledge_accept_04
hostile	rom_Roman	emp_lepidus	gov_absolute_monarchy	acknowledge_counter_accept	4	rome_acknowledge_accept_05
hostile	rom_Roman	emp_lepidus	gov_absolute_monarchy	acknowledge_counter_accept	5	rome_ee_acknowledge_accept_06
hostile	rom_Roman	emp_lepidus	gov_absolute_monarchy	acknowledge_counter_accept	6	rome_ee_acknowledge_accept_07
hostile	rom_Roman	emp_lepidus	gov_absolute_monarchy	acknowledge_counter_accept	7	rome_acknowledge_accept_08
hostile	rom_Roman	emp_lepidus	gov_absolute_monarchy	acknowledge_counter_accept	8	rome_ee_acknowledge_accept_09
hostile	rom_Roman	emp_lepidus	gov_absolute_monarchy	acknowledge_counter_accept	9	rome_acknowledge_accept_10
hostile	rom_Roman	emp_octavian	gov_absolute_monarchy	acknowledge_counter_accept	0	rome_ee_acknowledge_accept_01
hostile	rom_Roman	emp_octavian	gov_absolute_monarchy	acknowledge_counter_accept	1	rome_ee_acknowledge_accept_02
hostile	rom_Roman	emp_octavian	gov_absolute_monarchy	acknowledge_counter_accept	2	rome_ee_acknowledge_accept_03
hostile	rom_Roman	emp_octavian	gov_absolute_monarchy	acknowledge_counter_accept	3	rome_ee_acknowledge_accept_04
hostile	rom_Roman	emp_octavian	gov_absolute_monarchy	acknowledge_counter_accept	4	rome_acknowledge_accept_05
hostile	rom_Roman	emp_octavian	gov_absolute_monarchy	acknowledge_counter_accept	5	rome_ee_acknowledge_accept_06
hostile	rom_Roman	emp_octavian	gov_absolute_monarchy	acknowledge_counter_accept	6	rome_ee_acknowledge_accept_07
hostile	rom_Roman	emp_octavian	gov_absolute_monarchy	acknowledge_counter_accept	7	rome_acknowledge_accept_08
hostile	rom_Roman	emp_octavian	gov_absolute_monarchy	acknowledge_counter_accept	8	rome_ee_acknowledge_accept_09
hostile	rom_Roman	emp_octavian	gov_absolute_monarchy	acknowledge_counter_accept	9	rome_acknowledge_accept_10
hostile	rom_Roman	emp_pompey	gov_absolute_monarchy	acknowledge_counter_accept	0	rome_ee_acknowledge_accept_01
hostile	rom_Roman	emp_pompey	gov_absolute_monarchy	acknowledge_counter_accept	1	rome_ee_acknowledge_accept_02
hostile	rom_Roman	emp_pompey	gov_absolute_monarchy	acknowledge_counter_accept	2	rome_ee_acknowledge_accept_03
hostile	rom_Roman	emp_pompey	gov_absolute_monarchy	acknowledge_counter_accept	3	rome_ee_acknowledge_accept_04
hostile	rom_Roman	emp_pompey	gov_absolute_monarchy	acknowledge_counter_accept	4	rome_acknowledge_accept_05
hostile	rom_Roman	emp_pompey	gov_absolute_monarchy	acknowledge_counter_accept	5	rome_ee_acknowledge_accept_06
hostile	rom_Roman	emp_pompey	gov_absolute_monarchy	acknowledge_counter_accept	6	rome_ee_acknowledge_accept_07
hostile	rom_Roman	emp_pompey	gov_absolute_monarchy	acknowledge_counter_accept	7	rome_acknowledge_accept_08
hostile	rom_Roman	emp_pompey	gov_absolute_monarchy	acknowledge_counter_accept	8	rome_ee_acknowledge_accept_09
hostile	rom_Roman	emp_pompey	gov_absolute_monarchy	acknowledge_counter_accept	9	rome_acknowledge_accept_10
hostile	rom_Roman	inv_aequi	gov_absolute_monarchy	acknowledge_counter_accept	0	rome_ee_acknowledge_accept_01
hostile	rom_Roman	inv_aequi	gov_absolute_monarchy	acknowledge_counter_accept	1	rome_ee_acknowledge_accept_02
hostile	rom_Roman	inv_aequi	gov_absolute_monarchy	acknowledge_counter_accept	2	rome_ee_acknowledge_accept_03
hostile	rom_Roman	inv_aequi	gov_absolute_monarchy	acknowledge_counter_accept	3	rome_ee_acknowledge_accept_04
hostile	rom_Roman	inv_aequi	gov_absolute_monarchy	acknowledge_counter_accept	4	rome_acknowledge_accept_05
hostile	rom_Roman	inv_aequi	gov_absolute_monarchy	acknowledge_counter_accept	5	rome_ee_acknowledge_accept_06
hostile	rom_Roman	inv_aequi	gov_absolute_monarchy	acknowledge_counter_accept	6	rome_ee_acknowledge_accept_07
hostile	rom_Roman	inv_aequi	gov_absolute_monarchy	acknowledge_counter_accept	7	rome_acknowledge_accept_08
hostile	rom_Roman	inv_aequi	gov_absolute_monarchy	acknowledge_counter_accept	8	rome_ee_acknowledge_accept_09
hostile	rom_Roman	inv_aequi	gov_absolute_monarchy	acknowledge_counter_accept	9	rome_acknowledge_accept_10
hostile	rom_Roman	inv_aleria	gov_absolute_monarchy	acknowledge_counter_accept	0	rome_Etr_Gen1_acknowledge_accept_01
hostile	rom_Roman	inv_aleria	gov_absolute_monarchy	acknowledge_counter_accept	1	rome_Etr_Gen1_acknowledge_accept_02
hostile	rom_Roman	inv_aleria	gov_absolute_monarchy	acknowledge_counter_accept	2	rome_Etr_Gen1_acknowledge_accept_03
hostile	rom_Roman	inv_aritim	gov_absolute_monarchy	acknowledge_counter_accept	0	rome_Etr_Gen1_acknowledge_accept_01
hostile	rom_Roman	inv_aritim	gov_absolute_monarchy	acknowledge_counter_accept	1	rome_Etr_Gen1_acknowledge_accept_02
hostile	rom_Roman	inv_aritim	gov_absolute_monarchy	acknowledge_counter_accept	2	rome_Etr_Gen1_acknowledge_accept_03
hostile	rom_Roman	inv_bruttii	gov_absolute_monarchy	acknowledge_counter_accept	0	rome_ee_acknowledge_accept_01
hostile	rom_Roman	inv_bruttii	gov_absolute_monarchy	acknowledge_counter_accept	1	rome_ee_acknowledge_accept_02
hostile	rom_Roman	inv_bruttii	gov_absolute_monarchy	acknowledge_counter_accept	2	rome_ee_acknowledge_accept_03
hostile	rom_Roman	inv_bruttii	gov_absolute_monarchy	acknowledge_counter_accept	3	rome_ee_acknowledge_accept_04
hostile	rom_Roman	inv_bruttii	gov_absolute_monarchy	acknowledge_counter_accept	4	rome_acknowledge_accept_05
hostile	rom_Roman	inv_bruttii	gov_absolute_monarchy	acknowledge_counter_accept	5	rome_ee_acknowledge_accept_06
hostile	rom_Roman	inv_bruttii	gov_absolute_monarchy	acknowledge_counter_accept	6	rome_ee_acknowledge_accept_07
hostile	rom_Roman	inv_bruttii	gov_absolute_monarchy	acknowledge_counter_accept	7	rome_acknowledge_accept_08
hostile	rom_Roman	inv_bruttii	gov_absolute_monarchy	acknowledge_counter_accept	8	rome_ee_acknowledge_accept_09
hostile	rom_Roman	inv_bruttii	gov_absolute_monarchy	acknowledge_counter_accept	9	rome_acknowledge_accept_10
hostile	rom_Roman	inv_daunians	gov_absolute_monarchy	acknowledge_counter_accept	0	rome_ee_acknowledge_accept_01
hostile	rom_Roman	inv_daunians	gov_absolute_monarchy	acknowledge_counter_accept	1	rome_ee_acknowledge_accept_02
hostile	rom_Roman	inv_daunians	gov_absolute_monarchy	acknowledge_counter_accept	2	rome_ee_acknowledge_accept_03
hostile	rom_Roman	inv_daunians	gov_absolute_monarchy	acknowledge_counter_accept	3	rome_ee_acknowledge_accept_04
hostile	rom_Roman	inv_daunians	gov_absolute_monarchy	acknowledge_counter_accept	4	rome_acknowledge_accept_05
hostile	rom_Roman	inv_daunians	gov_absolute_monarchy	acknowledge_counter_accept	5	rome_ee_acknowledge_accept_06
hostile	rom_Roman	inv_daunians	gov_absolute_monarchy	acknowledge_counter_accept	6	rome_ee_acknowledge_accept_07
hostile	rom_Roman	inv_daunians	gov_absolute_monarchy	acknowledge_counter_accept	7	rome_acknowledge_accept_08
hostile	rom_Roman	inv_daunians	gov_absolute_monarchy	acknowledge_counter_accept	8	rome_ee_acknowledge_accept_09
hostile	rom_Roman	inv_daunians	gov_absolute_monarchy	acknowledge_counter_accept	9	rome_acknowledge_accept_10
hostile	rom_Roman	inv_felathri	gov_absolute_monarchy	acknowledge_counter_accept	0	rome_Etr_Gen1_acknowledge_accept_01
hostile	rom_Roman	inv_felathri	gov_absolute_monarchy	acknowledge_counter_accept	1	rome_Etr_Gen1_acknowledge_accept_02
hostile	rom_Roman	inv_felathri	gov_absolute_monarchy	acknowledge_counter_accept	2	rome_Etr_Gen1_acknowledge_accept_03
hostile	rom_Roman	inv_frentani	gov_absolute_monarchy	acknowledge_counter_accept	0	rome_ee_acknowledge_accept_01
hostile	rom_Roman	inv_frentani	gov_absolute_monarchy	acknowledge_counter_accept	1	rome_ee_acknowledge_accept_02
hostile	rom_Roman	inv_frentani	gov_absolute_monarchy	acknowledge_counter_accept	2	rome_ee_acknowledge_accept_03
hostile	rom_Roman	inv_frentani	gov_absolute_monarchy	acknowledge_counter_accept	3	rome_ee_acknowledge_accept_04
hostile	rom_Roman	inv_frentani	gov_absolute_monarchy	acknowledge_counter_accept	4	rome_acknowledge_accept_05
hostile	rom_Roman	inv_frentani	gov_absolute_monarchy	acknowledge_counter_accept	5	rome_ee_acknowledge_accept_06
hostile	rom_Roman	inv_frentani	gov_absolute_monarchy	acknowledge_counter_accept	6	rome_ee_acknowledge_accept_07
hostile	rom_Roman	inv_frentani	gov_absolute_monarchy	acknowledge_counter_accept	7	rome_acknowledge_accept_08
hostile	rom_Roman	inv_frentani	gov_absolute_monarchy	acknowledge_counter_accept	8	rome_ee_acknowledge_accept_09
hostile	rom_Roman	inv_frentani	gov_absolute_monarchy	acknowledge_counter_accept	9	rome_acknowledge_accept_10
hostile	rom_Roman	inv_hernici	gov_absolute_monarchy	acknowledge_counter_accept	0	rome_ee_acknowledge_accept_01
hostile	rom_Roman	inv_hernici	gov_absolute_monarchy	acknowledge_counter_accept	1	rome_ee_acknowledge_accept_02
hostile	rom_Roman	inv_hernici	gov_absolute_monarchy	acknowledge_counter_accept	2	rome_ee_acknowledge_accept_03
hostile	rom_Roman	inv_hernici	gov_absolute_monarchy	acknowledge_counter_accept	3	rome_ee_acknowledge_accept_04
hostile	rom_Roman	inv_hernici	gov_absolute_monarchy	acknowledge_counter_accept	4	rome_acknowledge_accept_05
hostile	rom_Roman	inv_hernici	gov_absolute_monarchy	acknowledge_counter_accept	5	rome_ee_acknowledge_accept_06
hostile	rom_Roman	inv_hernici	gov_absolute_monarchy	acknowledge_counter_accept	6	rome_ee_acknowledge_accept_07
hostile	rom_Roman	inv_hernici	gov_absolute_monarchy	acknowledge_counter_accept	7	rome_acknowledge_accept_08
hostile	rom_Roman	inv_hernici	gov_absolute_monarchy	acknowledge_counter_accept	8	rome_ee_acknowledge_accept_09
hostile	rom_Roman	inv_hernici	gov_absolute_monarchy	acknowledge_counter_accept	9	rome_acknowledge_accept_10
hostile	rom_Roman	inv_inc_hirpini	gov_absolute_monarchy	acknowledge_counter_accept	0	rome_ee_acknowledge_accept_01
hostile	rom_Roman	inv_inc_hirpini	gov_absolute_monarchy	acknowledge_counter_accept	1	rome_ee_acknowledge_accept_02
hostile	rom_Roman	inv_inc_hirpini	gov_absolute_monarchy	acknowledge_counter_accept	2	rome_ee_acknowledge_accept_03
hostile	rom_Roman	inv_inc_hirpini	gov_absolute_monarchy	acknowledge_counter_accept	3	rome_ee_acknowledge_accept_04
hostile	rom_Roman	inv_inc_hirpini	gov_absolute_monarchy	acknowledge_counter_accept	4	rome_acknowledge_accept_05
hostile	rom_Roman	inv_inc_hirpini	gov_absolute_monarchy	acknowledge_counter_accept	5	rome_ee_acknowledge_accept_06
hostile	rom_Roman	inv_inc_hirpini	gov_absolute_monarchy	acknowledge_counter_accept	6	rome_ee_acknowledge_accept_07
hostile	rom_Roman	inv_inc_hirpini	gov_absolute_monarchy	acknowledge_counter_accept	7	rome_acknowledge_accept_08
hostile	rom_Roman	inv_inc_hirpini	gov_absolute_monarchy	acknowledge_counter_accept	8	rome_ee_acknowledge_accept_09
hostile	rom_Roman	inv_inc_hirpini	gov_absolute_monarchy	acknowledge_counter_accept	9	rome_acknowledge_accept_10
hostile	rom_Roman	inv_lucani	gov_absolute_monarchy	acknowledge_counter_accept	0	rome_ee_acknowledge_accept_01
hostile	rom_Roman	inv_lucani	gov_absolute_monarchy	acknowledge_counter_accept	1	rome_ee_acknowledge_accept_02
hostile	rom_Roman	inv_lucani	gov_absolute_monarchy	acknowledge_counter_accept	2	rome_ee_acknowledge_accept_03
hostile	rom_Roman	inv_lucani	gov_absolute_monarchy	acknowledge_counter_accept	3	rome_ee_acknowledge_accept_04
hostile	rom_Roman	inv_lucani	gov_absolute_monarchy	acknowledge_counter_accept	4	rome_acknowledge_accept_05
hostile	rom_Roman	inv_lucani	gov_absolute_monarchy	acknowledge_counter_accept	5	rome_ee_acknowledge_accept_06
hostile	rom_Roman	inv_lucani	gov_absolute_monarchy	acknowledge_counter_accept	6	rome_ee_acknowledge_accept_07
hostile	rom_Roman	inv_lucani	gov_absolute_monarchy	acknowledge_counter_accept	7	rome_acknowledge_accept_08
hostile	rom_Roman	inv_lucani	gov_absolute_monarchy	acknowledge_counter_accept	8	rome_ee_acknowledge_accept_09
hostile	rom_Roman	inv_lucani	gov_absolute_monarchy	acknowledge_counter_accept	9	rome_acknowledge_accept_10
hostile	rom_Roman	inv_marrucini	gov_absolute_monarchy	acknowledge_counter_accept	0	rome_ee_acknowledge_accept_01
hostile	rom_Roman	inv_marrucini	gov_absolute_monarchy	acknowledge_counter_accept	1	rome_ee_acknowledge_accept_02
hostile	rom_Roman	inv_marrucini	gov_absolute_monarchy	acknowledge_counter_accept	2	rome_ee_acknowledge_accept_03
hostile	rom_Roman	inv_marrucini	gov_absolute_monarchy	acknowledge_counter_accept	3	rome_ee_acknowledge_accept_04
hostile	rom_Roman	inv_marrucini	gov_absolute_monarchy	acknowledge_counter_accept	4	rome_acknowledge_accept_05
hostile	rom_Roman	inv_marrucini	gov_absolute_monarchy	acknowledge_counter_accept	5	rome_ee_acknowledge_accept_06
hostile	rom_Roman	inv_marrucini	gov_absolute_monarchy	acknowledge_counter_accept	6	rome_ee_acknowledge_accept_07
hostile	rom_Roman	inv_marrucini	gov_absolute_monarchy	acknowledge_counter_accept	7	rome_acknowledge_accept_08
hostile	rom_Roman	inv_marrucini	gov_absolute_monarchy	acknowledge_counter_accept	8	rome_ee_acknowledge_accept_09
hostile	rom_Roman	inv_marrucini	gov_absolute_monarchy	acknowledge_counter_accept	9	rome_acknowledge_accept_10
hostile	rom_Roman	inv_messapians	gov_absolute_monarchy	acknowledge_counter_accept	0	rome_ee_acknowledge_accept_01
hostile	rom_Roman	inv_messapians	gov_absolute_monarchy	acknowledge_counter_accept	1	rome_ee_acknowledge_accept_02
hostile	rom_Roman	inv_messapians	gov_absolute_monarchy	acknowledge_counter_accept	2	rome_ee_acknowledge_accept_03
hostile	rom_Roman	inv_messapians	gov_absolute_monarchy	acknowledge_counter_accept	3	rome_ee_acknowledge_accept_04
hostile	rom_Roman	inv_messapians	gov_absolute_monarchy	acknowledge_counter_accept	4	rome_acknowledge_accept_05
hostile	rom_Roman	inv_messapians	gov_absolute_monarchy	acknowledge_counter_accept	5	rome_ee_acknowledge_accept_06
hostile	rom_Roman	inv_messapians	gov_absolute_monarchy	acknowledge_counter_accept	6	rome_ee_acknowledge_accept_07
hostile	rom_Roman	inv_messapians	gov_absolute_monarchy	acknowledge_counter_accept	7	rome_acknowledge_accept_08
hostile	rom_Roman	inv_messapians	gov_absolute_monarchy	acknowledge_counter_accept	8	rome_ee_acknowledge_accept_09
hostile	rom_Roman	inv_messapians	gov_absolute_monarchy	acknowledge_counter_accept	9	rome_acknowledge_accept_10
hostile	rom_Roman	inv_paeligni	gov_absolute_monarchy	acknowledge_counter_accept	0	rome_ee_acknowledge_accept_01
hostile	rom_Roman	inv_paeligni	gov_absolute_monarchy	acknowledge_counter_accept	1	rome_ee_acknowledge_accept_02
hostile	rom_Roman	inv_paeligni	gov_absolute_monarchy	acknowledge_counter_accept	2	rome_ee_acknowledge_accept_03
hostile	rom_Roman	inv_paeligni	gov_absolute_monarchy	acknowledge_counter_accept	3	rome_ee_acknowledge_accept_04
hostile	rom_Roman	inv_paeligni	gov_absolute_monarchy	acknowledge_counter_accept	4	rome_acknowledge_accept_05
hostile	rom_Roman	inv_paeligni	gov_absolute_monarchy	acknowledge_counter_accept	5	rome_ee_acknowledge_accept_06
hostile	rom_Roman	inv_paeligni	gov_absolute_monarchy	acknowledge_counter_accept	6	rome_ee_acknowledge_accept_07
hostile	rom_Roman	inv_paeligni	gov_absolute_monarchy	acknowledge_counter_accept	7	rome_acknowledge_accept_08
hostile	rom_Roman	inv_paeligni	gov_absolute_monarchy	acknowledge_counter_accept	8	rome_ee_acknowledge_accept_09
hostile	rom_Roman	inv_paeligni	gov_absolute_monarchy	acknowledge_counter_accept	9	rome_acknowledge_accept_10
hostile	rom_Roman	inv_peucetians	gov_absolute_monarchy	acknowledge_counter_accept	0	rome_ee_acknowledge_accept_01
hostile	rom_Roman	inv_peucetians	gov_absolute_monarchy	acknowledge_counter_accept	1	rome_ee_acknowledge_accept_02
hostile	rom_Roman	inv_peucetians	gov_absolute_monarchy	acknowledge_counter_accept	2	rome_ee_acknowledge_accept_03
hostile	rom_Roman	inv_peucetians	gov_absolute_monarchy	acknowledge_counter_accept	3	rome_ee_acknowledge_accept_04
hostile	rom_Roman	inv_peucetians	gov_absolute_monarchy	acknowledge_counter_accept	4	rome_acknowledge_accept_05
hostile	rom_Roman	inv_peucetians	gov_absolute_monarchy	acknowledge_counter_accept	5	rome_ee_acknowledge_accept_06
hostile	rom_Roman	inv_peucetians	gov_absolute_monarchy	acknowledge_counter_accept	6	rome_ee_acknowledge_accept_07
hostile	rom_Roman	inv_peucetians	gov_absolute_monarchy	acknowledge_counter_accept	7	rome_acknowledge_accept_08
hostile	rom_Roman	inv_peucetians	gov_absolute_monarchy	acknowledge_counter_accept	8	rome_ee_acknowledge_accept_09
hostile	rom_Roman	inv_peucetians	gov_absolute_monarchy	acknowledge_counter_accept	9	rome_acknowledge_accept_10
hostile	rom_Roman	inv_picentes	gov_absolute_monarchy	acknowledge_counter_accept	0	rome_ee_acknowledge_accept_01
hostile	rom_Roman	inv_picentes	gov_absolute_monarchy	acknowledge_counter_accept	1	rome_ee_acknowledge_accept_02
hostile	rom_Roman	inv_picentes	gov_absolute_monarchy	acknowledge_counter_accept	2	rome_ee_acknowledge_accept_03
hostile	rom_Roman	inv_picentes	gov_absolute_monarchy	acknowledge_counter_accept	3	rome_ee_acknowledge_accept_04
hostile	rom_Roman	inv_picentes	gov_absolute_monarchy	acknowledge_counter_accept	4	rome_acknowledge_accept_05
hostile	rom_Roman	inv_picentes	gov_absolute_monarchy	acknowledge_counter_accept	5	rome_ee_acknowledge_accept_06
hostile	rom_Roman	inv_picentes	gov_absolute_monarchy	acknowledge_counter_accept	6	rome_ee_acknowledge_accept_07
hostile	rom_Roman	inv_picentes	gov_absolute_monarchy	acknowledge_counter_accept	7	rome_acknowledge_accept_08
hostile	rom_Roman	inv_picentes	gov_absolute_monarchy	acknowledge_counter_accept	8	rome_ee_acknowledge_accept_09
hostile	rom_Roman	inv_picentes	gov_absolute_monarchy	acknowledge_counter_accept	9	rome_acknowledge_accept_10
hostile	rom_Roman	inv_raeti	gov_absolute_monarchy	acknowledge_counter_accept	0	rome_Etr_Gen1_acknowledge_accept_01
hostile	rom_Roman	inv_raeti	gov_absolute_monarchy	acknowledge_counter_accept	1	rome_Etr_Gen1_acknowledge_accept_02
hostile	rom_Roman	inv_raeti	gov_absolute_monarchy	acknowledge_counter_accept	2	rome_Etr_Gen1_acknowledge_accept_03
hostile	rom_Roman	inv_rebel_etruscan	gov_absolute_monarchy	acknowledge_counter_accept	0	rome_Etr_Gen1_acknowledge_accept_01
hostile	rom_Roman	inv_rebel_etruscan	gov_absolute_monarchy	acknowledge_counter_accept	1	rome_Etr_Gen1_acknowledge_accept_02
hostile	rom_Roman	inv_rebel_etruscan	gov_absolute_monarchy	acknowledge_counter_accept	2	rome_Etr_Gen1_acknowledge_accept_03
hostile	rom_Roman	inv_rebel_iapygian	gov_absolute_monarchy	acknowledge_counter_accept	0	rome_ee_acknowledge_accept_01
hostile	rom_Roman	inv_rebel_iapygian	gov_absolute_monarchy	acknowledge_counter_accept	1	rome_ee_acknowledge_accept_02
hostile	rom_Roman	inv_rebel_iapygian	gov_absolute_monarchy	acknowledge_counter_accept	2	rome_ee_acknowledge_accept_03
hostile	rom_Roman	inv_rebel_iapygian	gov_absolute_monarchy	acknowledge_counter_accept	3	rome_ee_acknowledge_accept_04
hostile	rom_Roman	inv_rebel_iapygian	gov_absolute_monarchy	acknowledge_counter_accept	4	rome_acknowledge_accept_05
hostile	rom_Roman	inv_rebel_iapygian	gov_absolute_monarchy	acknowledge_counter_accept	5	rome_ee_acknowledge_accept_06
hostile	rom_Roman	inv_rebel_iapygian	gov_absolute_monarchy	acknowledge_counter_accept	6	rome_ee_acknowledge_accept_07
hostile	rom_Roman	inv_rebel_iapygian	gov_absolute_monarchy	acknowledge_counter_accept	7	rome_acknowledge_accept_08
hostile	rom_Roman	inv_rebel_iapygian	gov_absolute_monarchy	acknowledge_counter_accept	8	rome_ee_acknowledge_accept_09
hostile	rom_Roman	inv_rebel_iapygian	gov_absolute_monarchy	acknowledge_counter_accept	9	rome_acknowledge_accept_10
hostile	rom_Roman	inv_rebel_italic	gov_absolute_monarchy	acknowledge_counter_accept	0	rome_ee_acknowledge_accept_01
hostile	rom_Roman	inv_rebel_italic	gov_absolute_monarchy	acknowledge_counter_accept	1	rome_ee_acknowledge_accept_02
hostile	rom_Roman	inv_rebel_italic	gov_absolute_monarchy	acknowledge_counter_accept	2	rome_ee_acknowledge_accept_03
hostile	rom_Roman	inv_rebel_italic	gov_absolute_monarchy	acknowledge_counter_accept	3	rome_ee_acknowledge_accept_04
hostile	rom_Roman	inv_rebel_italic	gov_absolute_monarchy	acknowledge_counter_accept	4	rome_acknowledge_accept_05
hostile	rom_Roman	inv_rebel_italic	gov_absolute_monarchy	acknowledge_counter_accept	5	rome_ee_acknowledge_accept_06
hostile	rom_Roman	inv_rebel_italic	gov_absolute_monarchy	acknowledge_counter_accept	6	rome_ee_acknowledge_accept_07
hostile	rom_Roman	inv_rebel_italic	gov_absolute_monarchy	acknowledge_counter_accept	7	rome_acknowledge_accept_08
hostile	rom_Roman	inv_rebel_italic	gov_absolute_monarchy	acknowledge_counter_accept	8	rome_ee_acknowledge_accept_09
hostile	rom_Roman	inv_rebel_italic	gov_absolute_monarchy	acknowledge_counter_accept	9	rome_acknowledge_accept_10
hostile	rom_Roman	inv_sabines	gov_absolute_monarchy	acknowledge_counter_accept	0	rome_ee_acknowledge_accept_01
hostile	rom_Roman	inv_sabines	gov_absolute_monarchy	acknowledge_counter_accept	1	rome_ee_acknowledge_accept_02
hostile	rom_Roman	inv_sabines	gov_absolute_monarchy	acknowledge_counter_accept	2	rome_ee_acknowledge_accept_03
hostile	rom_Roman	inv_sabines	gov_absolute_monarchy	acknowledge_counter_accept	3	rome_ee_acknowledge_accept_04
hostile	rom_Roman	inv_sabines	gov_absolute_monarchy	acknowledge_counter_accept	4	rome_acknowledge_accept_05
hostile	rom_Roman	inv_sabines	gov_absolute_monarchy	acknowledge_counter_accept	5	rome_ee_acknowledge_accept_06
hostile	rom_Roman	inv_sabines	gov_absolute_monarchy	acknowledge_counter_accept	6	rome_ee_acknowledge_accept_07
hostile	rom_Roman	inv_sabines	gov_absolute_monarchy	acknowledge_counter_accept	7	rome_acknowledge_accept_08
hostile	rom_Roman	inv_sabines	gov_absolute_monarchy	acknowledge_counter_accept	8	rome_ee_acknowledge_accept_09
hostile	rom_Roman	inv_sabines	gov_absolute_monarchy	acknowledge_counter_accept	9	rome_acknowledge_accept_10
hostile	rom_Roman	inv_samnites_civil_war	gov_absolute_monarchy	acknowledge_counter_accept	0	rome_ee_acknowledge_accept_01
hostile	rom_Roman	inv_samnites_civil_war	gov_absolute_monarchy	acknowledge_counter_accept	1	rome_ee_acknowledge_accept_02
hostile	rom_Roman	inv_samnites_civil_war	gov_absolute_monarchy	acknowledge_counter_accept	2	rome_ee_acknowledge_accept_03
hostile	rom_Roman	inv_samnites_civil_war	gov_absolute_monarchy	acknowledge_counter_accept	3	rome_ee_acknowledge_accept_04
hostile	rom_Roman	inv_samnites_civil_war	gov_absolute_monarchy	acknowledge_counter_accept	4	rome_acknowledge_accept_05
hostile	rom_Roman	inv_samnites_civil_war	gov_absolute_monarchy	acknowledge_counter_accept	5	rome_ee_acknowledge_accept_06
hostile	rom_Roman	inv_samnites_civil_war	gov_absolute_monarchy	acknowledge_counter_accept	6	rome_ee_acknowledge_accept_07
hostile	rom_Roman	inv_samnites_civil_war	gov_absolute_monarchy	acknowledge_counter_accept	7	rome_acknowledge_accept_08
hostile	rom_Roman	inv_samnites_civil_war	gov_absolute_monarchy	acknowledge_counter_accept	8	rome_ee_acknowledge_accept_09
hostile	rom_Roman	inv_samnites_civil_war	gov_absolute_monarchy	acknowledge_counter_accept	9	rome_acknowledge_accept_10
hostile	rom_Roman	inv_samnites_secession	gov_absolute_monarchy	acknowledge_counter_accept	0	rome_ee_acknowledge_accept_01
hostile	rom_Roman	inv_samnites_secession	gov_absolute_monarchy	acknowledge_counter_accept	1	rome_ee_acknowledge_accept_02
hostile	rom_Roman	inv_samnites_secession	gov_absolute_monarchy	acknowledge_counter_accept	2	rome_ee_acknowledge_accept_03
hostile	rom_Roman	inv_samnites_secession	gov_absolute_monarchy	acknowledge_counter_accept	3	rome_ee_acknowledge_accept_04
hostile	rom_Roman	inv_samnites_secession	gov_absolute_monarchy	acknowledge_counter_accept	4	rome_acknowledge_accept_05
hostile	rom_Roman	inv_samnites_secession	gov_absolute_monarchy	acknowledge_counter_accept	5	rome_ee_acknowledge_accept_06
