art_set_id	agent_type	culture	subculture	faction	is_custom	is_male	group
3c_Rom_General_05_romansecession	general			3c_roman_secession	false	true	main_3c_only
3c_Rom_General_06	general			3c_rome	false	true	main_3c_only
3c_Rom_General_06_egypt	general			3c_egypt	false	true	main_3c_only
3c_Rom_General_06_galatia	general			3c_galatia	false	true	main_3c_only
3c_Rom_General_06_lydia	general			3c_lydia	false	true	main_3c_only
3c_Rom_General_06_mauretania	general			3c_mauretania	false	true	main_3c_only
3c_Rom_General_06_numidia	general			3c_numidia	false	true	main_3c_only
3c_Rom_General_06_rebellatin	general			3c_rebel_latin	false	true	main_3c_only
3c_Rom_General_06_romanpretender	general			3c_roman_pretender	false	true	main_3c_only
3c_Rom_General_06_romansecession	general			3c_roman_secession	false	true	main_3c_only
3c_Rom_General_07	general			3c_rome	false	true	main_3c_only
3c_Rom_General_07_egypt	general			3c_egypt	false	true	main_3c_only
3c_Rom_General_07_galatia	general			3c_galatia	false	true	main_3c_only
3c_Rom_General_07_lydia	general			3c_lydia	false	true	main_3c_only
3c_Rom_General_07_mauretania	general			3c_mauretania	false	true	main_3c_only
3c_Rom_General_07_numidia	general			3c_numidia	false	true	main_3c_only
3c_Rom_General_07_rebellatin	general			3c_rebel_latin	false	true	main_3c_only
3c_Rom_General_07_romanpretender	general			3c_roman_pretender	false	true	main_3c_only
3c_Rom_General_07_romansecession	general			3c_roman_secession	false	true	main_3c_only
3c_Rom_General_08	general			3c_rome	false	true	main_3c_only
3c_Rom_General_08_egypt	general			3c_egypt	false	true	main_3c_only
3c_Rom_General_08_galatia	general			3c_galatia	false	true	main_3c_only
3c_Rom_General_08_lydia	general			3c_lydia	false	true	main_3c_only
3c_Rom_General_08_mauretania	general			3c_mauretania	false	true	main_3c_only
3c_Rom_General_08_numidia	general			3c_numidia	false	true	main_3c_only
3c_Rom_General_08_rebellatin	general			3c_rebel_latin	false	true	main_3c_only
3c_Rom_General_08_romanpretender	general			3c_roman_pretender	false	true	main_3c_only
3c_Rom_General_08_romansecession	general			3c_roman_secession	false	true	main_3c_only
3c_Rom_General_09	general			3c_rome	false	true	main_3c_only
3c_Rom_General_09_egypt	general			3c_egypt	false	true	main_3c_only
3c_Rom_General_09_galatia	general			3c_galatia	false	true	main_3c_only
3c_Rom_General_09_lydia	general			3c_lydia	false	true	main_3c_only
3c_Rom_General_09_mauretania	general			3c_mauretania	false	true	main_3c_only
3c_Rom_General_09_numidia	general			3c_numidia	false	true	main_3c_only
3c_Rom_General_09_rebellatin	general			3c_rebel_latin	false	true	main_3c_only
3c_Rom_General_09_romanpretender	general			3c_roman_pretender	false	true	main_3c_only
3c_Rom_General_09_romansecession	general			3c_roman_secession	false	true	main_3c_only
3c_Rom_General_10	general			3c_rome	false	true	main_3c_only
3c_Rom_General_10_egypt	general			3c_egypt	false	true	main_3c_only
3c_Rom_General_10_galatia	general			3c_galatia	false	true	main_3c_only
3c_Rom_General_10_lydia	general			3c_lydia	false	true	main_3c_only
3c_Rom_General_10_mauretania	general			3c_mauretania	false	true	main_3c_only
3c_Rom_General_10_numidia	general			3c_numidia	false	true	main_3c_only
3c_Rom_General_10_rebellatin	general			3c_rebel_latin	false	true	main_3c_only
3c_Rom_General_10_romanpretender	general			3c_roman_pretender	false	true	main_3c_only
3c_Rom_General_10_romansecession	general			3c_roman_secession	false	true	main_3c_only
3c_Rom_General_11	general			3c_rome	false	true	main_3c_only
3c_Rom_General_11_egypt	general			3c_egypt	false	true	main_3c_only
3c_Rom_General_11_galatia	general			3c_galatia	false	true	main_3c_only
3c_Rom_General_11_lydia	general			3c_lydia	false	true	main_3c_only
3c_Rom_General_11_mauretania	general			3c_mauretania	false	true	main_3c_only
3c_Rom_General_11_numidia	general			3c_numidia	false	true	main_3c_only
3c_Rom_General_11_rebellatin	general			3c_rebel_latin	false	true	main_3c_only
3c_Rom_General_11_romanpretender	general			3c_roman_pretender	false	true	main_3c_only
3c_Rom_General_11_romansecession	general			3c_roman_secession	false	true	main_3c_only
3c_Rom_General_12	general			3c_rome	false	true	main_3c_only
3c_Rom_General_12_egypt	general			3c_egypt	false	true	main_3c_only
3c_Rom_General_12_galatia	general			3c_galatia	false	true	main_3c_only
3c_Rom_General_12_lydia	general			3c_lydia	false	true	main_3c_only
3c_Rom_General_12_mauretania	general			3c_mauretania	false	true	main_3c_only
3c_Rom_General_12_numidia	general			3c_numidia	false	true	main_3c_only
3c_Rom_General_12_rebellatin	general			3c_rebel_latin	false	true	main_3c_only
3c_Rom_General_12_romanpretender	general			3c_roman_pretender	false	true	main_3c_only
3c_Rom_General_12_romansecession	general			3c_roman_secession	false	true	main_3c_only
3c_Rom_General_13	general			3c_rome	false	true	main_3c_only
3c_Rom_General_13_egypt	general			3c_egypt	false	true	main_3c_only
3c_Rom_General_13_galatia	general			3c_galatia	false	true	main_3c_only
3c_Rom_General_13_lydia	general			3c_lydia	false	true	main_3c_only
3c_Rom_General_13_mauretania	general			3c_mauretania	false	true	main_3c_only
3c_Rom_General_13_numidia	general			3c_numidia	false	true	main_3c_only
3c_Rom_General_13_rebellatin	general			3c_rebel_latin	false	true	main_3c_only
3c_Rom_General_13_romanpretender	general			3c_roman_pretender	false	true	main_3c_only
3c_Rom_General_13_romansecession	general			3c_roman_secession	false	true	main_3c_only
3c_Rom_General_14	general			3c_rome	false	true	main_3c_only
3c_Rom_General_14_egypt	general			3c_egypt	false	true	main_3c_only
3c_Rom_General_14_galatia	general			3c_galatia	false	true	main_3c_only
3c_Rom_General_14_lydia	general			3c_lydia	false	true	main_3c_only
3c_Rom_General_14_mauretania	general			3c_mauretania	false	true	main_3c_only
3c_Rom_General_14_numidia	general			3c_numidia	false	true	main_3c_only
3c_Rom_General_14_rebellatin	general			3c_rebel_latin	false	true	main_3c_only
3c_Rom_General_14_romanpretender	general			3c_roman_pretender	false	true	main_3c_only
3c_Rom_General_14_romansecession	general			3c_roman_secession	false	true	main_3c_only
3c_Rom_General_15	general			3c_rome	false	true	main_3c_only
3c_Rom_General_15_egypt	general			3c_egypt	false	true	main_3c_only
3c_Rom_General_15_galatia	general			3c_galatia	false	true	main_3c_only
3c_Rom_General_15_lydia	general			3c_lydia	false	true	main_3c_only
3c_Rom_General_15_mauretania	general			3c_mauretania	false	true	main_3c_only
3c_Rom_General_15_numidia	general			3c_numidia	false	true	main_3c_only
3c_Rom_General_15_rebellatin	general			3c_rebel_latin	false	true	main_3c_only
3c_Rom_General_15_romanpretender	general			3c_roman_pretender	false	true	main_3c_only
3c_Rom_General_15_romansecession	general			3c_roman_secession	false	true	main_3c_only
3c_Rom_General_16	general			3c_rome	false	true	main_3c_only
3c_Rom_General_16_egypt	general			3c_egypt	false	true	main_3c_only
3c_Rom_General_16_galatia	general			3c_galatia	false	true	main_3c_only
3c_Rom_General_16_lydia	general			3c_lydia	false	true	main_3c_only
3c_Rom_General_16_mauretania	general			3c_mauretania	false	true	main_3c_only
3c_Rom_General_16_numidia	general			3c_numidia	false	true	main_3c_only
3c_Rom_General_16_rebellatin	general			3c_rebel_latin	false	true	main_3c_only
3c_Rom_General_16_romanpretender	general			3c_roman_pretender	false	true	main_3c_only
3c_Rom_General_16_romansecession	general			3c_roman_secession	false	true	main_3c_only
3c_Rom_General_17	general			3c_rome	false	true	main_3c_only
3c_Rom_General_17_egypt	general			3c_egypt	false	true	main_3c_only
3c_Rom_General_17_galatia	general			3c_galatia	false	true	main_3c_only
3c_Rom_General_17_lydia	general			3c_lydia	false	true	main_3c_only
3c_Rom_General_17_mauretania	general			3c_mauretania	false	true	main_3c_only
3c_Rom_General_17_numidia	general			3c_numidia	false	true	main_3c_only
3c_Rom_General_17_rebellatin	general			3c_rebel_latin	false	true	main_3c_only
3c_Rom_General_17_romanpretender	general			3c_roman_pretender	false	true	main_3c_only
3c_Rom_General_17_romansecession	general			3c_roman_secession	false	true	main_3c_only
3c_Rom_General_18	general			3c_rome	false	true	main_3c_only
3c_Rom_General_18_egypt	general			3c_egypt	false	true	main_3c_only
3c_Rom_General_18_galatia	general			3c_galatia	false	true	main_3c_only
3c_Rom_General_18_lydia	general			3c_lydia	false	true	main_3c_only
3c_Rom_General_18_mauretania	general			3c_mauretania	false	true	main_3c_only
3c_Rom_General_18_numidia	general			3c_numidia	false	true	main_3c_only
3c_Rom_General_18_rebellatin	general			3c_rebel_latin	false	true	main_3c_only
3c_Rom_General_18_romanpretender	general			3c_roman_pretender	false	true	main_3c_only
3c_Rom_General_18_romansecession	general			3c_roman_secession	false	true	main_3c_only
3c_Rom_General_19	general			3c_rome	false	true	main_3c_only
3c_Rom_General_19_egypt	general			3c_egypt	false	true	main_3c_only
3c_Rom_General_19_galatia	general			3c_galatia	false	true	main_3c_only
3c_Rom_General_19_lydia	general			3c_lydia	false	true	main_3c_only
3c_Rom_General_19_mauretania	general			3c_mauretania	false	true	main_3c_only
3c_Rom_General_19_numidia	general			3c_numidia	false	true	main_3c_only
3c_Rom_General_19_rebellatin	general			3c_rebel_latin	false	true	main_3c_only
3c_Rom_General_19_romanpretender	general			3c_roman_pretender	false	true	main_3c_only
3c_Rom_General_19_romansecession	general			3c_roman_secession	false	true	main_3c_only
3c_Rom_General_20	general			3c_rome	false	true	main_3c_only
3c_Rom_General_20_egypt	general			3c_egypt	false	true	main_3c_only
3c_Rom_General_20_galatia	general			3c_galatia	false	true	main_3c_only
3c_Rom_General_20_lydia	general			3c_lydia	false	true	main_3c_only
3c_Rom_General_20_mauretania	general			3c_mauretania	false	true	main_3c_only
3c_Rom_General_20_numidia	general			3c_numidia	false	true	main_3c_only
3c_Rom_General_20_rebellatin	general			3c_rebel_latin	false	true	main_3c_only
3c_Rom_General_20_romanpretender	general			3c_roman_pretender	false	true	main_3c_only
3c_Rom_General_20_romansecession	general			3c_roman_secession	false	true	main_3c_only
3c_Sas_General_01	general			3c_sassanid	false	true	main_3c_only
3c_Sas_General_02	general			3c_sassanid	false	true	main_3c_only
3c_Sas_General_03	general			3c_sassanid	false	true	main_3c_only
3c_Sas_General_04	general			3c_sassanid	false	true	main_3c_only
3c_Sas_General_05	general			3c_sassanid	false	true	main_3c_only
3c_Sas_General_06	general			3c_sassanid	false	true	main_3c_only
3c_Sas_General_07	general			3c_sassanid	false	true	main_3c_only
3c_Sas_General_08	general			3c_sassanid	false	true	main_3c_only
3c_Sas_General_09	general			3c_sassanid	false	true	main_3c_only
3c_Sas_General_10	general			3c_sassanid	false	true	main_3c_only
3c_Sas_General_11	general			3c_sassanid	false	true	main_3c_only
3c_Sas_General_12	general			3c_sassanid	false	true	main_3c_only
3c_Sas_General_13	general			3c_sassanid	false	true	main_3c_only
3c_Sas_General_14	general			3c_sassanid	false	true	main_3c_only
3c_Sas_General_15	general			3c_sassanid	false	true	main_3c_only
3c_Sas_General_16	general			3c_sassanid	false	true	main_3c_only
3c_Sas_General_17	general			3c_sassanid	false	true	main_3c_only
3c_Sas_General_18	general			3c_sassanid	false	true	main_3c_only
3c_Sas_General_19	general			3c_sassanid	false	true	main_3c_only
3c_Sas_General_20	general			3c_sassanid	false	true	main_3c_only
3c_Sas_Hormizd	general			3c_sassanid	true	true	main_3c_only
3c_Sax_General_01	general			3c_saxoni	false	true	main_3c_only
3c_Sax_General_02	general			3c_saxoni	false	true	main_3c_only
3c_Sax_General_03	general			3c_saxoni	false	true	main_3c_only
3c_Sax_General_04	general			3c_saxoni	false	true	main_3c_only
3c_Sax_General_05	general			3c_saxoni	false	true	main_3c_only
3c_Sax_General_06	general			3c_saxoni	false	true	main_3c_only
3c_Sax_General_07	general			3c_saxoni	false	true	main_3c_only
3c_Sax_General_08	general			3c_saxoni	false	true	main_3c_only
3c_Sax_General_09	general			3c_saxoni	false	true	main_3c_only
3c_Sax_General_10	general			3c_saxoni	false	true	main_3c_only
3c_Sax_General_11	general			3c_saxoni	false	true	main_3c_only
3c_Sax_General_12	general			3c_saxoni	false	true	main_3c_only
3c_Sax_General_13	general			3c_saxoni	false	true	main_3c_only
3c_Sax_General_14	general			3c_saxoni	false	true	main_3c_only
3c_Sax_General_15	general			3c_saxoni	false	true	main_3c_only
3c_Sax_General_16	general			3c_saxoni	false	true	main_3c_only
3c_Sax_General_17	general			3c_saxoni	false	true	main_3c_only
3c_Sax_General_18	general			3c_saxoni	false	true	main_3c_only
3c_Sax_General_19	general			3c_saxoni	false	true	main_3c_only
3c_Sax_General_20	general			3c_saxoni	false	true	main_3c_only
3c_Vaballathus	general				false	true	main_3c_only
3c_agent_barbarian_champion_01	champion	rom_Barbarian			false	false	main_3c_only
3c_agent_barbarian_champion_02	champion	rom_Barbarian			false	false	main_3c_only
3c_agent_barbarian_champion_03	champion	rom_Barbarian			false	false	main_3c_only
3c_agent_barbarian_champion_eastern_01	champion		sc_rom_barb_east		false	true	main_3c_only
3c_agent_barbarian_champion_eastern_02	champion		sc_rom_barb_east		false	true	main_3c_only
3c_agent_barbarian_champion_eastern_03	champion		sc_rom_barb_east		false	true	main_3c_only
3c_agent_barbarian_champion_eastern_04	champion		sc_rom_barb_east		false	true	main_3c_only
3c_agent_barbarian_champion_eastern_05	champion		sc_rom_barb_east		false	true	main_3c_only
3c_agent_barbarian_champion_male_01	champion	rom_Barbarian			false	true	main_3c_only
3c_agent_barbarian_champion_male_02	champion	rom_Barbarian			false	true	main_3c_only
3c_agent_barbarian_champion_male_03	champion	rom_Barbarian			false	true	main_3c_only
3c_agent_barbarian_champion_male_04	champion	rom_Barbarian			false	true	main_3c_only
3c_agent_barbarian_champion_male_05	champion	rom_Barbarian			false	true	main_3c_only
3c_agent_barbarian_dignitary_01	dignitary	rom_Barbarian			false	true	main_3c_only
3c_agent_barbarian_dignitary_02	dignitary	rom_Barbarian			false	true	main_3c_only
3c_agent_barbarian_dignitary_03	dignitary	rom_Barbarian			false	true	main_3c_only
3c_agent_barbarian_dignitary_04	dignitary	rom_Barbarian			false	true	main_3c_only
3c_agent_barbarian_dignitary_05	dignitary	rom_Barbarian			false	true	main_3c_only
3c_agent_barbarian_dignitary_eastern_01	dignitary		sc_rom_barb_east		false	true	main_3c_only
3c_agent_barbarian_dignitary_eastern_02	dignitary		sc_rom_barb_east		false	true	main_3c_only
3c_agent_barbarian_dignitary_eastern_03	dignitary		sc_rom_barb_east		false	true	main_3c_only
3c_agent_barbarian_dignitary_eastern_04	dignitary		sc_rom_barb_east		false	true	main_3c_only
3c_agent_barbarian_dignitary_eastern_05	dignitary		sc_rom_barb_east		false	true	main_3c_only
3c_agent_barbarian_dignitary_female_01	dignitary	rom_Barbarian			false	false	main_3c_only
3c_agent_barbarian_spy_01	spy	rom_Barbarian			false	true	main_3c_only
3c_agent_barbarian_spy_02	spy	rom_Barbarian			false	true	main_3c_only
3c_agent_barbarian_spy_03	spy	rom_Barbarian			false	true	main_3c_only
3c_agent_barbarian_spy_04	spy	rom_Barbarian			false	true	main_3c_only
3c_agent_barbarian_spy_05	spy	rom_Barbarian			false	true	main_3c_only
3c_agent_barbarian_spy_eastern_01	spy		sc_rom_barb_east		false	true	main_3c_only
3c_agent_barbarian_spy_eastern_02	spy		sc_rom_barb_east		false	true	main_3c_only
3c_agent_barbarian_spy_eastern_03	spy		sc_rom_barb_east		false	true	main_3c_only
3c_agent_barbarian_spy_eastern_04	spy		sc_rom_barb_east		false	true	main_3c_only
3c_agent_barbarian_spy_eastern_05	spy		sc_rom_barb_east		false	true	main_3c_only
3c_agent_barbarian_spy_eastern_female_01	spy		sc_rom_barb_east		false	false	main_3c_only
3c_agent_champion_eastern_01	champion	rom_Eastern			false	true	main_3c_only
3c_agent_eastern_dignitary_01	dignitary	rom_Eastern			false	true	main_3c_only
3c_agent_eastern_spy_01	spy	rom_Eastern			false	true	main_3c_only
3c_agent_eastern_spy_02	spy	rom_Eastern			false	true	main_3c_only
3c_agent_eastern_spy_03	spy	rom_Eastern			false	true	main_3c_only
3c_agent_eastern_spy_04	spy	rom_Eastern			false	true	main_3c_only
3c_agent_eastern_spy_05	spy	rom_Eastern			false	true	main_3c_only
3c_agent_eastern_spy_female_01	spy	rom_Eastern			false	false	main_3c_only
3c_agent_roman_champion_01	champion	rom_Roman			false	true	main_3c_only
3c_agent_roman_dignitary_01	dignitary	rom_Roman			false	true	main_3c_only
3c_agent_roman_dignitary_02	dignitary	rom_Roman			false	true	main_3c_only
3c_agent_roman_dignitary_03	dignitary	rom_Roman			false	true	main_3c_only
3c_agent_roman_dignitary_04	dignitary	rom_Roman			false	true	main_3c_only
3c_agent_roman_dignitary_05	dignitary	rom_Roman			false	true	main_3c_only
3c_agent_roman_spy_01	spy	rom_Roman			false	false	main_3c_only
Ara_General_01	general		sc_rom_african_arabian		false	true	all_but_main
Ara_General_02	general		sc_rom_african_arabian		false	true	all_but_main
Ara_General_03	general		sc_rom_african_arabian		false	true	all_but_main
Ara_General_04	general		sc_rom_african_arabian		false	true	all_but_main
Ara_General_05	general		sc_rom_african_arabian		false	true	all_but_main
Ara_General_06	general		sc_rom_african_arabian		false	true	all_but_main
Ara_General_07	general		sc_rom_african_arabian		false	true	all_but_main
Ara_General_08	general		sc_rom_african_arabian		false	true	all_but_main
Ara_General_09	general		sc_rom_african_arabian		false	true	all_but_main
Ara_General_10	general		sc_rom_african_arabian		false	true	all_but_main
Ariovistus_General	general				false	true	gaul_only
Axu_Emp_General_01	general			emp_axum	false	true	main_emp_punic
Axu_Emp_General_02	general			emp_axum	false	true	main_emp_punic
Axu_Emp_General_03	general			emp_axum	false	true	main_emp_punic
Axu_Emp_General_04	general			emp_axum	false	true	main_emp_punic
Axu_Emp_General_05	general			emp_axum	false	true	main_emp_punic
Axu_General_01	general			rom_axum	false	true	main_emp_punic
Axu_General_02	general			rom_axum	false	true	main_emp_punic
Axu_General_03	general			rom_axum	false	true	main_emp_punic
Axu_General_04	general			rom_axum	false	true	main_emp_punic
Axu_General_05	general			rom_axum	false	true	main_emp_punic
Bac_General_01	general			rom_baktria	false	true	main_only
Bac_General_02	general			rom_baktria	false	true	main_only
Bac_General_03	general			rom_baktria	false	true	main_only
Bac_General_04	general			rom_baktria	false	true	main_only
Bac_General_05	general			rom_baktria	false	true	main_only
Bac_General_06	general			rom_baktria	false	true	main_only
Bac_General_07	general			rom_baktria	false	true	main_only
Bac_General_08	general			rom_baktria	false	true	main_only
Ble_Emp_General_01	general			emp_blemmyes	false	true	main_emp_punic
Ble_Emp_General_02	general			emp_blemmyes	false	true	main_emp_punic
Ble_Emp_General_03	general			emp_blemmyes	false	true	main_emp_punic
Ble_Emp_General_04	general			emp_blemmyes	false	true	main_emp_punic
Ble_Emp_General_05	general			emp_blemmyes	false	true	main_emp_punic
Ble_General_01	general			rom_blemmyes	false	true	main_emp_punic
Ble_General_02	general			rom_blemmyes	false	true	main_emp_punic
Ble_General_03	general			rom_blemmyes	false	true	main_emp_punic
Ble_General_04	general			rom_blemmyes	false	true	main_emp_punic
Ble_General_05	general			rom_blemmyes	false	true	main_emp_punic
Boduognatus_General	general				false	true	gaul_only
Bri_General_01	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_02	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_03	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_04	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_05	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_06	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_07	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_08	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_09	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_10	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_11	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_12	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_13	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_14	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_15	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_16	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_17	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_18	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_19	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_20	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_21	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_22	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_23	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_24	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_25	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_26	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_27	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_28	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_29	general		sc_rom_british		false	true	main_emp_gaul
Bri_General_30	general		sc_rom_british		false	true	main_emp_gaul
Caesar_General	general				false	true	main_emp_gaul
Car_General_01	general		sc_rom_carthaginian		false	true	main_punic
Car_General_02	general		sc_rom_carthaginian		false	true	main_punic
Car_General_03	general		sc_rom_carthaginian		false	true	main_punic
Car_General_04	general		sc_rom_carthaginian		false	true	main_punic
Car_General_05	general		sc_rom_carthaginian		false	true	main_punic
Car_General_06	general		sc_rom_carthaginian		false	true	main_punic
Car_General_07	general		sc_rom_carthaginian		false	true	main_punic
Car_General_08	general		sc_rom_carthaginian		false	true	main_punic
Car_General_09	general		sc_rom_carthaginian		false	true	main_punic
Car_General_10	general		sc_rom_carthaginian		false	true	main_punic
Car_General_11	general		sc_rom_carthaginian		false	true	main_punic
Car_General_12	general		sc_rom_carthaginian		false	true	main_punic
Car_General_13	general		sc_rom_carthaginian		false	true	main_punic
Car_General_14	general		sc_rom_carthaginian		false	true	main_punic
Car_General_15	general		sc_rom_carthaginian		false	true	main_punic
Car_General_16	general		sc_rom_carthaginian		false	true	main_punic
Car_General_17	general		sc_rom_carthaginian		false	true	main_punic
Car_General_18	general		sc_rom_carthaginian		false	true	main_punic
Car_General_19	general		sc_rom_carthaginian		false	true	main_punic
Car_General_20	general		sc_rom_carthaginian		false	true	main_punic
Cel_General_01	general	rom_Barbarian			false	true	all_but_greek
Cel_General_02	general	rom_Barbarian			false	true	all_but_greek
Cel_General_03	general	rom_Barbarian			false	true	all_but_greek
Cel_General_04	general	rom_Barbarian			false	true	all_but_greek
Cel_General_05	general	rom_Barbarian			false	true	all_but_greek
Cel_General_06	general	rom_Barbarian			false	true	all_but_greek
Cel_General_07	general	rom_Barbarian			false	true	all_but_greek
Cel_General_08	general	rom_Barbarian			false	true	all_but_greek
Cel_General_09	general	rom_Barbarian			false	true	all_but_greek
Cel_General_10	general	rom_Barbarian			false	true	all_but_greek
Cel_General_11	general	rom_Barbarian			false	true	all_but_greek
Cel_General_12	general	rom_Barbarian			false	true	all_but_greek
Cel_General_13	general	rom_Barbarian			false	true	all_but_greek
Cel_General_14	general	rom_Barbarian			false	true	all_but_greek
Cel_General_15	general	rom_Barbarian			false	true	all_but_greek
Cel_General_16	general	rom_Barbarian			false	true	all_but_greek
Cel_General_17	general	rom_Barbarian			false	true	all_but_greek
Cel_General_18	general	rom_Barbarian			false	true	all_but_greek
Cel_General_19	general	rom_Barbarian			false	true	all_but_greek
Cel_General_20	general	rom_Barbarian			false	true	all_but_greek
Cel_General_21	general	rom_Barbarian			false	true	all_but_greek
Cel_General_22	general	rom_Barbarian			false	true	all_but_greek
Cel_General_23	general	rom_Barbarian			false	true	all_but_greek
Cel_General_24	general	rom_Barbarian			false	true	all_but_greek
Cel_General_25	general	rom_Barbarian			false	true	all_but_greek
Cel_General_26	general	rom_Barbarian			false	true	all_but_greek
Cel_General_27	general	rom_Barbarian			false	true	all_but_greek
Cel_General_28	general	rom_Barbarian			false	true	all_but_greek
Cel_General_29	general	rom_Barbarian			false	true	all_but_greek
Cel_General_30	general	rom_Barbarian			false	true	all_but_greek
Cel_General_31	general	rom_Barbarian			false	true	all_but_greek
Cel_General_32	general	rom_Barbarian			false	true	all_but_greek
Cel_General_33	general	rom_Barbarian			false	true	all_but_greek
Cel_General_34	general	rom_Barbarian			false	true	all_but_greek
Cel_General_35	general	rom_Barbarian			false	true	all_but_greek
Cel_General_36	general	rom_Barbarian			false	true	all_but_greek
Cel_General_37	general	rom_Barbarian			false	true	all_but_greek
Cel_General_38	general	rom_Barbarian			false	true	all_but_greek
Cel_General_39	general	rom_Barbarian			false	true	all_but_greek
Cel_General_40	general	rom_Barbarian			false	true	all_but_greek
Dao_General_01	general			rom_daorsi	false	true	main_only
Dao_General_02	general			rom_daorsi	false	true	main_only
Dao_General_03	general			rom_daorsi	false	true	main_only
Dao_General_04	general			rom_daorsi	false	true	main_only
Dao_General_05	general			rom_daorsi	false	true	main_only
Del_General_01	general			rom_delmatae	false	true	main_only
Del_General_02	general			rom_delmatae	false	true	main_only
Del_General_03	general			rom_delmatae	false	true	main_only
Del_General_04	general			rom_delmatae	false	true	main_only
Del_General_05	general			rom_delmatae	false	true	main_only
Eas_General_01	general	rom_Eastern			false	true	main_emp_greek
Eas_General_02	general	rom_Eastern			false	true	main_emp_greek
Eas_General_03	general	rom_Eastern			false	true	main_emp_greek
Eas_General_04	general	rom_Eastern			false	true	main_emp_greek
Eas_General_05	general	rom_Eastern			false	true	main_emp_greek
Eas_General_06	general	rom_Eastern			false	true	main_emp_greek
Eas_General_07	general	rom_Eastern			false	true	main_emp_greek
Eas_General_08	general	rom_Eastern			false	true	main_emp_greek
Eas_General_09	general	rom_Eastern			false	true	main_emp_greek
Eas_General_10	general	rom_Eastern			false	true	main_emp_greek
Eas_General_11	general	rom_Eastern			false	true	main_emp_greek
Eas_General_12	general	rom_Eastern			false	true	main_emp_greek
Eas_General_13	general	rom_Eastern			false	true	main_emp_greek
Eas_General_14	general	rom_Eastern			false	true	main_emp_greek
Eas_General_15	general	rom_Eastern			false	true	main_emp_greek
Eas_General_16	general	rom_Eastern			false	true	main_emp_greek
Eas_General_17	general	rom_Eastern			false	true	main_emp_greek
Eas_General_18	general	rom_Eastern			false	true	main_emp_greek
Eas_General_19	general	rom_Eastern			false	true	main_emp_greek
Eas_General_20	general	rom_Eastern			false	true	main_emp_greek
Etr_Pun_General_01	general			pun_etruscan	false	true	punic_only
Etr_Pun_General_02	general			pun_etruscan	false	true	punic_only
Etr_Pun_General_03	general			pun_etruscan	false	true	punic_only
Etr_Pun_General_04	general			pun_etruscan	false	true	punic_only
Etr_Pun_General_05	general			pun_etruscan	false	true	punic_only
Etr_Pun_General_06	general			pun_etruscan	false	true	punic_only
Etr_Pun_General_07	general			pun_etruscan	false	true	punic_only
Etr_Pun_General_08	general			pun_etruscan	false	true	punic_only
Etr_Pun_General_09	general			pun_etruscan	false	true	punic_only
Etr_Pun_General_10	general			pun_etruscan	false	true	punic_only
FemGen_Boudica	general			rom_iceni	true	false	all_but_greek
FemGen_Cleopatra	general			emp_egypt	true	false	emp_only
FemGen_Teuta	general			rom_ardiaei	true	false	main_only
Gae_Emp_General_01	general			emp_gaetuli	false	true	main_emp_punic
Gae_Emp_General_02	general			emp_gaetuli	false	true	main_emp_punic
Gae_Emp_General_03	general			emp_gaetuli	false	true	main_emp_punic
Gae_Emp_General_04	general			emp_gaetuli	false	true	main_emp_punic
Gae_Emp_General_05	general			emp_gaetuli	false	true	main_emp_punic
Gae_General_01	general			rom_gaetuli	false	true	main_emp_punic
Gae_General_02	general			rom_gaetuli	false	true	main_emp_punic
Gae_General_03	general			rom_gaetuli	false	true	main_emp_punic
Gae_General_04	general			rom_gaetuli	false	true	main_emp_punic
Gae_General_05	general			rom_gaetuli	false	true	main_emp_punic
Gae_Pun_General_01	general			pun_gaetuli	false	true	main_emp_punic
Gae_Pun_General_02	general			pun_gaetuli	false	true	main_emp_punic
