attitude	culture	government_type	key	option	string
hostile	rom_Hellenistic	gov_absolute_monarchy	demand_client_state	2	greek_demand_player_must_become_client_03
hostile	rom_Roman	gov_absolute_monarchy	demand_client_state	0	rome_demand_player_must_become_client_01
hostile	rom_Roman	gov_absolute_monarchy	demand_client_state	1	rome_demand_player_must_become_client_02
hostile	rom_Roman	gov_absolute_monarchy	demand_client_state	2	rome_demand_player_must_become_client_03
friendly	rom_Barbarian	gov_absolute_monarchy	demand_confederation	0	barbarian_beg_join_confederation_01
friendly	rom_Barbarian	gov_absolute_monarchy	demand_confederation	1	barbarian_beg_join_confederation_02
friendly	rom_Barbarian	gov_absolute_monarchy	demand_confederation	2	barbarian_beg_join_confederation_03
hostile	rom_Barbarian	gov_absolute_monarchy	demand_confederation	0	barbarian_demand_join_confederation_01
hostile	rom_Barbarian	gov_absolute_monarchy	demand_confederation	1	barbarian_demand_join_confederation_02
hostile	rom_Barbarian	gov_absolute_monarchy	demand_confederation	2	barbarian_demand_join_confederation_03
hostile	rom_Barbarian	gov_absolute_monarchy	demand_hostage	20	fem_barbarian_generic_reject_angry
hostile	rom_Eastern	gov_absolute_monarchy	demand_hostage	20	fem_eastern_generic_reject_angry
hostile	rom_Hellenistic	gov_absolute_monarchy	demand_hostage	20	fem_rome_greek_generic_reject_angry
hostile	rom_Roman	gov_absolute_monarchy	demand_hostage	20	fem_rome_greek_generic_reject_angry
friendly	rom_Barbarian	gov_absolute_monarchy	demand_join_war	0	barbarian_beg_attack_faction_01
friendly	rom_Barbarian	gov_absolute_monarchy	demand_join_war	1	barbarian_beg_attack_faction_02
friendly	rom_Barbarian	gov_absolute_monarchy	demand_join_war	2	barbarian_beg_attack_faction_03
friendly	rom_Barbarian	gov_absolute_monarchy	demand_join_war	20	fem_barbarian_beg_attack_faction
friendly	rom_Barbarian	gov_absolute_monarchy	demand_join_war	3	barbarian_beg_third_party_attack_01
friendly	rom_Barbarian	gov_absolute_monarchy	demand_join_war	4	barbarian_beg_third_party_attack_02
friendly	rom_Barbarian	gov_absolute_monarchy	demand_join_war	5	barbarian_beg_third_party_attack_03
friendly	rom_Barbarian	gov_absolute_monarchy	demand_join_war	6	barbarian_beg_third_party_join_war_01
friendly	rom_Barbarian	gov_absolute_monarchy	demand_join_war	7	barbarian_beg_third_party_join_war_02
friendly	rom_Barbarian	gov_absolute_monarchy	demand_join_war	8	barbarian_beg_third_party_join_war_03
hostile	rom_Barbarian	gov_absolute_monarchy	demand_join_war	0	barbarian_demand_attack_faction_01
hostile	rom_Barbarian	gov_absolute_monarchy	demand_join_war	1	barbarian_demand_attack_faction_02
hostile	rom_Barbarian	gov_absolute_monarchy	demand_join_war	2	barbarian_demand_attack_faction_03
hostile	rom_Barbarian	gov_absolute_monarchy	demand_join_war	20	fem_barbarian_demand_attack_faction
friendly	rom_Eastern	gov_absolute_monarchy	demand_join_war	0	eastern_beg_attack_faction_01
friendly	rom_Eastern	gov_absolute_monarchy	demand_join_war	1	eastern_beg_attack_faction_02
friendly	rom_Eastern	gov_absolute_monarchy	demand_join_war	2	eastern_beg_attack_faction_03
friendly	rom_Eastern	gov_absolute_monarchy	demand_join_war	20	fem_eastern_beg_attack_faction
friendly	rom_Eastern	gov_absolute_monarchy	demand_join_war	3	eastern_beg_third_party_attack_01
friendly	rom_Eastern	gov_absolute_monarchy	demand_join_war	4	eastern_beg_third_party_attack_02
friendly	rom_Eastern	gov_absolute_monarchy	demand_join_war	5	eastern_beg_third_party_attack_03
friendly	rom_Eastern	gov_absolute_monarchy	demand_join_war	6	eastern_beg_third_party_join_war_01
friendly	rom_Eastern	gov_absolute_monarchy	demand_join_war	7	eastern_beg_third_party_join_war_02
friendly	rom_Eastern	gov_absolute_monarchy	demand_join_war	8	eastern_beg_third_party_join_war_03
hostile	rom_Eastern	gov_absolute_monarchy	demand_join_war	0	eastern_demand_attack_faction_01
hostile	rom_Eastern	gov_absolute_monarchy	demand_join_war	1	eastern_demand_attack_faction_02
hostile	rom_Eastern	gov_absolute_monarchy	demand_join_war	2	eastern_demand_attack_faction_03
hostile	rom_Eastern	gov_absolute_monarchy	demand_join_war	20	fem_eastern_demand_attack_faction
friendly	rom_Hellenistic	gov_absolute_monarchy	demand_join_war	0	greek_beg_attack_faction_01
friendly	rom_Hellenistic	gov_absolute_monarchy	demand_join_war	1	greek_beg_attack_faction_02
friendly	rom_Hellenistic	gov_absolute_monarchy	demand_join_war	2	greek_beg_attack_faction_03
friendly	rom_Hellenistic	gov_absolute_monarchy	demand_join_war	20	fem_rome_greek_beg_attack_faction
friendly	rom_Hellenistic	gov_absolute_monarchy	demand_join_war	3	greek_beg_third_party_attack_01
friendly	rom_Hellenistic	gov_absolute_monarchy	demand_join_war	4	greek_beg_third_party_attack_02
friendly	rom_Hellenistic	gov_absolute_monarchy	demand_join_war	5	greek_beg_third_party_attack_03
friendly	rom_Hellenistic	gov_absolute_monarchy	demand_join_war	6	greek_beg_third_party_join_war_01
friendly	rom_Hellenistic	gov_absolute_monarchy	demand_join_war	7	greek_beg_third_party_join_war_02
friendly	rom_Hellenistic	gov_absolute_monarchy	demand_join_war	8	greek_beg_third_party_join_war_03
hostile	rom_Hellenistic	gov_absolute_monarchy	demand_join_war	0	greek_demand_attack_faction_01
hostile	rom_Hellenistic	gov_absolute_monarchy	demand_join_war	1	greek_demand_attack_faction_02
hostile	rom_Hellenistic	gov_absolute_monarchy	demand_join_war	2	greek_demand_attack_faction_03
hostile	rom_Hellenistic	gov_absolute_monarchy	demand_join_war	20	fem_rome_greek_demand_attack_faction
friendly	rom_Roman	gov_absolute_monarchy	demand_join_war	0	rome_beg_attack_faction_01
friendly	rom_Roman	gov_absolute_monarchy	demand_join_war	1	rome_beg_attack_faction_02
friendly	rom_Roman	gov_absolute_monarchy	demand_join_war	2	rome_beg_attack_faction_03
friendly	rom_Roman	gov_absolute_monarchy	demand_join_war	20	fem_rome_greek_beg_attack_faction
friendly	rom_Roman	gov_absolute_monarchy	demand_join_war	3	rome_beg_third_party_attack_01
friendly	rom_Roman	gov_absolute_monarchy	demand_join_war	4	rome_beg_third_party_attack_02
friendly	rom_Roman	gov_absolute_monarchy	demand_join_war	5	rome_beg_third_party_attack_03
friendly	rom_Roman	gov_absolute_monarchy	demand_join_war	6	rome_beg_third_party_join_war_01
friendly	rom_Roman	gov_absolute_monarchy	demand_join_war	7	rome_beg_third_party_join_war_02
friendly	rom_Roman	gov_absolute_monarchy	demand_join_war	8	rome_beg_third_party_join_war_03
hostile	rom_Roman	gov_absolute_monarchy	demand_join_war	0	rome_demand_attack_faction_01
hostile	rom_Roman	gov_absolute_monarchy	demand_join_war	1	rome_demand_attack_faction_02
hostile	rom_Roman	gov_absolute_monarchy	demand_join_war	2	rome_demand_attack_faction_03
hostile	rom_Roman	gov_absolute_monarchy	demand_join_war	20	fem_rome_greek_demand_attack_faction
hostile	rom_Barbarian	gov_absolute_monarchy	demand_regions	20	fem_barbarian_generic_reject_angry
hostile	rom_Eastern	gov_absolute_monarchy	demand_regions	20	fem_eastern_generic_reject_angry
hostile	rom_Hellenistic	gov_absolute_monarchy	demand_regions	20	fem_rome_greek_generic_reject_angry
hostile	rom_Roman	gov_absolute_monarchy	demand_regions	20	fem_rome_greek_generic_reject_angry
friendly	rom_Barbarian	gov_absolute_monarchy	demand_regular_payment	0	barbarian_beg_regular_payment_01
friendly	rom_Barbarian	gov_absolute_monarchy	demand_regular_payment	1	barbarian_beg_regular_payment_02
friendly	rom_Barbarian	gov_absolute_monarchy	demand_regular_payment	2	barbarian_beg_regular_payment_03
hostile	rom_Barbarian	gov_absolute_monarchy	demand_regular_payment	0	barbarian_demand_regular_payment_01
hostile	rom_Barbarian	gov_absolute_monarchy	demand_regular_payment	1	barbarian_demand_regular_payment_02
hostile	rom_Barbarian	gov_absolute_monarchy	demand_regular_payment	2	barbarian_demand_regular_payment_03
hostile	rom_Barbarian	gov_absolute_monarchy	demand_regular_payment	20	fem_barbarian_demand_regular_payment
friendly	rom_Eastern	gov_absolute_monarchy	demand_regular_payment	0	eastern_beg_regular_payment_01
friendly	rom_Eastern	gov_absolute_monarchy	demand_regular_payment	1	eastern_beg_regular_payment_02
friendly	rom_Eastern	gov_absolute_monarchy	demand_regular_payment	2	eastern_beg_regular_payment_03
hostile	rom_Eastern	gov_absolute_monarchy	demand_regular_payment	0	eastern_demand_regular_payment_01
hostile	rom_Eastern	gov_absolute_monarchy	demand_regular_payment	1	eastern_demand_regular_payment_02
hostile	rom_Eastern	gov_absolute_monarchy	demand_regular_payment	2	eastern_demand_regular_payment_03
hostile	rom_Eastern	gov_absolute_monarchy	demand_regular_payment	20	fem_eastern_demand_regular_payment
friendly	rom_Hellenistic	gov_absolute_monarchy	demand_regular_payment	0	greek_beg_regular_payment_01
friendly	rom_Hellenistic	gov_absolute_monarchy	demand_regular_payment	1	greek_beg_regular_payment_02
friendly	rom_Hellenistic	gov_absolute_monarchy	demand_regular_payment	2	greek_beg_regular_payment_03
hostile	rom_Hellenistic	gov_absolute_monarchy	demand_regular_payment	0	greek_demand_regular_payment_01
hostile	rom_Hellenistic	gov_absolute_monarchy	demand_regular_payment	1	greek_demand_regular_payment_02
hostile	rom_Hellenistic	gov_absolute_monarchy	demand_regular_payment	2	greek_demand_regular_payment_03
hostile	rom_Hellenistic	gov_absolute_monarchy	demand_regular_payment	20	fem_rome_greek_demand_regular_payment
friendly	rom_Roman	gov_absolute_monarchy	demand_regular_payment	0	rome_beg_regular_payment_01
friendly	rom_Roman	gov_absolute_monarchy	demand_regular_payment	1	rome_beg_regular_payment_02
friendly	rom_Roman	gov_absolute_monarchy	demand_regular_payment	2	rome_beg_regular_payment_03
hostile	rom_Roman	gov_absolute_monarchy	demand_regular_payment	0	rome_demand_regular_payment_01
hostile	rom_Roman	gov_absolute_monarchy	demand_regular_payment	1	rome_demand_regular_payment_02
hostile	rom_Roman	gov_absolute_monarchy	demand_regular_payment	2	rome_demand_regular_payment_03
hostile	rom_Roman	gov_absolute_monarchy	demand_regular_payment	20	fem_rome_greek_demand_regular_payment
friendly	rom_Barbarian	gov_absolute_monarchy	demand_single_payment	0	barbarian_beg_single_payment_01
friendly	rom_Barbarian	gov_absolute_monarchy	demand_single_payment	1	barbarian_beg_single_payment_02
friendly	rom_Barbarian	gov_absolute_monarchy	demand_single_payment	2	barbarian_beg_single_payment_03
hostile	rom_Barbarian	gov_absolute_monarchy	demand_single_payment	0	barbarian_demand_single_payment_01
hostile	rom_Barbarian	gov_absolute_monarchy	demand_single_payment	1	barbarian_demand_single_payment_02
hostile	rom_Barbarian	gov_absolute_monarchy	demand_single_payment	2	barbarian_demand_single_payment_03
hostile	rom_Barbarian	gov_absolute_monarchy	demand_single_payment	20	fem_barbarian_demand_single_payment
friendly	rom_Eastern	gov_absolute_monarchy	demand_single_payment	0	eastern_beg_single_payment_01
friendly	rom_Eastern	gov_absolute_monarchy	demand_single_payment	1	eastern_beg_single_payment_02
friendly	rom_Eastern	gov_absolute_monarchy	demand_single_payment	2	eastern_beg_single_payment_03
hostile	rom_Eastern	gov_absolute_monarchy	demand_single_payment	0	eastern_demand_single_payment_01
hostile	rom_Eastern	gov_absolute_monarchy	demand_single_payment	1	eastern_demand_single_payment_02
hostile	rom_Eastern	gov_absolute_monarchy	demand_single_payment	2	eastern_demand_single_payment_03
hostile	rom_Eastern	gov_absolute_monarchy	demand_single_payment	20	fem_eastern_demand_single_payment
friendly	rom_Hellenistic	gov_absolute_monarchy	demand_single_payment	0	greek_beg_single_payment_01
friendly	rom_Hellenistic	gov_absolute_monarchy	demand_single_payment	1	greek_beg_single_payment_02
friendly	rom_Hellenistic	gov_absolute_monarchy	demand_single_payment	2	greek_beg_single_payment_03
hostile	rom_Hellenistic	gov_absolute_monarchy	demand_single_payment	0	greek_demand_single_payment_01
hostile	rom_Hellenistic	gov_absolute_monarchy	demand_single_payment	1	greek_demand_single_payment_02
hostile	rom_Hellenistic	gov_absolute_monarchy	demand_single_payment	2	greek_demand_single_payment_03
hostile	rom_Hellenistic	gov_absolute_monarchy	demand_single_payment	20	fem_rome_greek_demand_single_payment
friendly	rom_Roman	gov_absolute_monarchy	demand_single_payment	0	rome_beg_single_payment_01
friendly	rom_Roman	gov_absolute_monarchy	demand_single_payment	1	rome_beg_single_payment_02
friendly	rom_Roman	gov_absolute_monarchy	demand_single_payment	2	rome_beg_single_payment_03
hostile	rom_Roman	gov_absolute_monarchy	demand_single_payment	0	rome_demand_single_payment_01
hostile	rom_Roman	gov_absolute_monarchy	demand_single_payment	1	rome_demand_single_payment_02
hostile	rom_Roman	gov_absolute_monarchy	demand_single_payment	2	rome_demand_single_payment_03
hostile	rom_Roman	gov_absolute_monarchy	demand_single_payment	20	fem_rome_greek_demand_single_payment
friendly	rom_Barbarian	gov_absolute_monarchy	demand_soft_military_access	0	barbarian_beg_military_access_01
friendly	rom_Barbarian	gov_absolute_monarchy	demand_soft_military_access	1	barbarian_beg_military_access_02
friendly	rom_Barbarian	gov_absolute_monarchy	demand_soft_military_access	2	barbarian_beg_military_access_03
friendly	rom_Barbarian	gov_absolute_monarchy	demand_soft_military_access	20	fem_barbarian_beg_military_access
hostile	rom_Barbarian	gov_absolute_monarchy	demand_soft_military_access	0	barbarian_demand_military_access_01
hostile	rom_Barbarian	gov_absolute_monarchy	demand_soft_military_access	1	barbarian_demand_military_access_02
hostile	rom_Barbarian	gov_absolute_monarchy	demand_soft_military_access	2	barbarian_demand_military_access_03
friendly	rom_Eastern	gov_absolute_monarchy	demand_soft_military_access	0	eastern_beg_military_access_01
friendly	rom_Eastern	gov_absolute_monarchy	demand_soft_military_access	1	eastern_beg_military_access_02
friendly	rom_Eastern	gov_absolute_monarchy	demand_soft_military_access	2	eastern_beg_military_access_03
friendly	rom_Eastern	gov_absolute_monarchy	demand_soft_military_access	20	fem_eastern_beg_military_access
hostile	rom_Eastern	gov_absolute_monarchy	demand_soft_military_access	0	eastern_demand_military_access_01
hostile	rom_Eastern	gov_absolute_monarchy	demand_soft_military_access	1	eastern_demand_military_access_02
hostile	rom_Eastern	gov_absolute_monarchy	demand_soft_military_access	2	eastern_demand_military_access_03
friendly	rom_Hellenistic	gov_absolute_monarchy	demand_soft_military_access	0	greek_beg_military_access_01
friendly	rom_Hellenistic	gov_absolute_monarchy	demand_soft_military_access	1	greek_beg_military_access_02
friendly	rom_Hellenistic	gov_absolute_monarchy	demand_soft_military_access	2	greek_beg_military_access_03
friendly	rom_Hellenistic	gov_absolute_monarchy	demand_soft_military_access	20	fem_rome_greek_beg_military_access
hostile	rom_Hellenistic	gov_absolute_monarchy	demand_soft_military_access	0	greek_demand_military_access_01
hostile	rom_Hellenistic	gov_absolute_monarchy	demand_soft_military_access	1	greek_demand_military_access_02
hostile	rom_Hellenistic	gov_absolute_monarchy	demand_soft_military_access	2	greek_demand_military_access_03
friendly	rom_Roman	gov_absolute_monarchy	demand_soft_military_access	0	rome_beg_military_access_01
friendly	rom_Roman	gov_absolute_monarchy	demand_soft_military_access	1	rome_beg_military_access_02
friendly	rom_Roman	gov_absolute_monarchy	demand_soft_military_access	2	rome_beg_military_access_03
friendly	rom_Roman	gov_absolute_monarchy	demand_soft_military_access	20	fem_rome_greek_beg_military_access
hostile	rom_Roman	gov_absolute_monarchy	demand_soft_military_access	0	rome_demand_military_access_01
hostile	rom_Roman	gov_absolute_monarchy	demand_soft_military_access	1	rome_demand_military_access_02
hostile	rom_Roman	gov_absolute_monarchy	demand_soft_military_access	2	rome_demand_military_access_03
hostile	rom_Barbarian	gov_absolute_monarchy	demand_state_gift_single_payment	0	barbarian_request_single_payment_01
hostile	rom_Barbarian	gov_absolute_monarchy	demand_state_gift_single_payment	1	barbarian_request_single_payment_02
hostile	rom_Barbarian	gov_absolute_monarchy	demand_state_gift_single_payment	2	barbarian_request_single_payment_03
hostile	rom_Eastern	gov_absolute_monarchy	demand_state_gift_single_payment	0	eastern_request_single_payment_01
hostile	rom_Eastern	gov_absolute_monarchy	demand_state_gift_single_payment	1	eastern_request_single_payment_02
hostile	rom_Eastern	gov_absolute_monarchy	demand_state_gift_single_payment	2	eastern_request_single_payment_03
hostile	rom_Hellenistic	gov_absolute_monarchy	demand_state_gift_single_payment	0	greek_request_single_payment_01
hostile	rom_Hellenistic	gov_absolute_monarchy	demand_state_gift_single_payment	1	greek_request_single_payment_02
hostile	rom_Hellenistic	gov_absolute_monarchy	demand_state_gift_single_payment	2	greek_request_single_payment_03
hostile	rom_Roman	gov_absolute_monarchy	demand_state_gift_single_payment	0	rome_request_single_payment_01
hostile	rom_Roman	gov_absolute_monarchy	demand_state_gift_single_payment	1	rome_request_single_payment_02
hostile	rom_Roman	gov_absolute_monarchy	demand_state_gift_single_payment	2	rome_request_single_payment_03
hostile	rom_Barbarian	gov_absolute_monarchy	demand_technology	20	fem_barbarian_generic_reject_angry
hostile	rom_Eastern	gov_absolute_monarchy	demand_technology	20	fem_eastern_generic_reject_angry
hostile	rom_Hellenistic	gov_absolute_monarchy	demand_technology	20	fem_rome_greek_generic_reject_angry
hostile	rom_Roman	gov_absolute_monarchy	demand_technology	20	fem_rome_greek_generic_reject_angry
hostile	rom_Eastern	gov_absolute_monarchy	demand_vassal	0	eastern_demand_player_must_become_vassal_01
hostile	rom_Eastern	gov_absolute_monarchy	demand_vassal	1	eastern_demand_player_must_become_vassal_02
hostile	rom_Eastern	gov_absolute_monarchy	demand_vassal	2	eastern_demand_player_must_become_vassal_03
hostile	rom_Hellenistic	gov_absolute_monarchy	demand_vassal	0	greek_demand_player_must_become_client_01
hostile	rom_Hellenistic	gov_absolute_monarchy	demand_vassal	1	greek_demand_player_must_become_client_02
hostile	rom_Hellenistic	gov_absolute_monarchy	demand_vassal	2	greek_demand_player_must_become_client_03
hostile	rom_Barbarian	gov_absolute_monarchy	generic_offer_demand	0	barbarian_generic_offer_demand_01
hostile	rom_Barbarian	gov_absolute_monarchy	generic_offer_demand	1	barbarian_generic_offer_demand_02
hostile	rom_Barbarian	gov_absolute_monarchy	generic_offer_demand	2	barbarian_generic_offer_demand_03
hostile	rom_Barbarian	gov_absolute_monarchy	generic_offer_demand	3	barbarian_generic_offer_demand_04
hostile	rom_Barbarian	gov_absolute_monarchy	generic_offer_demand	4	barbarian_generic_offer_demand_05
hostile	rom_Barbarian	gov_absolute_monarchy	generic_offer_demand	5	barbarian_generic_offer_demand_06
hostile	rom_Barbarian	gov_absolute_monarchy	generic_offer_demand	6	barbarian_generic_offer_demand_07
hostile	rom_Barbarian	gov_absolute_monarchy	generic_offer_demand	7	barbarian_generic_offer_demand_08
hostile	rom_Barbarian	gov_absolute_monarchy	generic_offer_demand	8	barbarian_generic_offer_demand_09
hostile	rom_Barbarian	gov_absolute_monarchy	generic_offer_demand	9	barbarian_generic_offer_demand_10
hostile	rom_Eastern	gov_absolute_monarchy	generic_offer_demand	0	eastern_generic_offer_demand_01
hostile	rom_Eastern	gov_absolute_monarchy	generic_offer_demand	1	eastern_generic_offer_demand_02
hostile	rom_Eastern	gov_absolute_monarchy	generic_offer_demand	2	eastern_generic_offer_demand_03
hostile	rom_Eastern	gov_absolute_monarchy	generic_offer_demand	3	eastern_generic_offer_demand_04
hostile	rom_Eastern	gov_absolute_monarchy	generic_offer_demand	4	eastern_generic_offer_demand_05
hostile	rom_Eastern	gov_absolute_monarchy	generic_offer_demand	5	eastern_generic_offer_demand_06
hostile	rom_Eastern	gov_absolute_monarchy	generic_offer_demand	6	eastern_generic_offer_demand_07
hostile	rom_Eastern	gov_absolute_monarchy	generic_offer_demand	7	eastern_generic_offer_demand_08
hostile	rom_Eastern	gov_absolute_monarchy	generic_offer_demand	8	eastern_generic_offer_demand_09
hostile	rom_Eastern	gov_absolute_monarchy	generic_offer_demand	9	eastern_generic_offer_demand_10
hostile	rom_Hellenistic	gov_absolute_monarchy	generic_offer_demand	0	greek_generic_offer_demand_01
hostile	rom_Hellenistic	gov_absolute_monarchy	generic_offer_demand	1	greek_generic_offer_demand_02
hostile	rom_Hellenistic	gov_absolute_monarchy	generic_offer_demand	2	greek_generic_offer_demand_03
hostile	rom_Hellenistic	gov_absolute_monarchy	generic_offer_demand	3	greek_generic_offer_demand_04
hostile	rom_Hellenistic	gov_absolute_monarchy	generic_offer_demand	4	greek_generic_offer_demand_05
hostile	rom_Hellenistic	gov_absolute_monarchy	generic_offer_demand	5	greek_generic_offer_demand_06
hostile	rom_Hellenistic	gov_absolute_monarchy	generic_offer_demand	6	greek_generic_offer_demand_07
hostile	rom_Hellenistic	gov_absolute_monarchy	generic_offer_demand	7	greek_generic_offer_demand_08
hostile	rom_Hellenistic	gov_absolute_monarchy	generic_offer_demand	8	greek_generic_offer_demand_09
hostile	rom_Hellenistic	gov_absolute_monarchy	generic_offer_demand	9	greek_generic_offer_demand_10
hostile	rom_Roman	gov_absolute_monarchy	generic_offer_demand	0	rome_generic_offer_demand_01
hostile	rom_Roman	gov_absolute_monarchy	generic_offer_demand	1	rome_generic_offer_demand_02
hostile	rom_Roman	gov_absolute_monarchy	generic_offer_demand	2	rome_generic_offer_demand_03
hostile	rom_Roman	gov_absolute_monarchy	generic_offer_demand	3	rome_generic_offer_demand_04
hostile	rom_Roman	gov_absolute_monarchy	generic_offer_demand	4	rome_generic_offer_demand_05
hostile	rom_Roman	gov_absolute_monarchy	generic_offer_demand	5	rome_generic_offer_demand_06
hostile	rom_Roman	gov_absolute_monarchy	generic_offer_demand	6	rome_generic_offer_demand_07
hostile	rom_Roman	gov_absolute_monarchy	generic_offer_demand	7	rome_generic_offer_demand_08
hostile	rom_Roman	gov_absolute_monarchy	generic_offer_demand	8	rome_generic_offer_demand_09
hostile	rom_Roman	gov_absolute_monarchy	generic_offer_demand	9	rome_generic_offer_demand_10
friendly	rom_Barbarian	gov_absolute_monarchy	generic_reject	0	barbarian_generic_reject_respectful_01
friendly	rom_Barbarian	gov_absolute_monarchy	generic_reject	1	barbarian_generic_reject_respectful_02
friendly	rom_Barbarian	gov_absolute_monarchy	generic_reject	2	barbarian_generic_reject_respectful_03
friendly	rom_Barbarian	gov_absolute_monarchy	generic_reject	3	barbarian_generic_reject_respectful_04
friendly	rom_Barbarian	gov_absolute_monarchy	generic_reject	4	barbarian_generic_reject_respectful_05
friendly	rom_Barbarian	gov_absolute_monarchy	generic_reject	5	barbarian_generic_reject_respectful_06
friendly	rom_Barbarian	gov_absolute_monarchy	generic_reject	6	barbarian_generic_reject_respectful_07
friendly	rom_Barbarian	gov_absolute_monarchy	generic_reject	7	barbarian_generic_reject_respectful_08
friendly	rom_Barbarian	gov_absolute_monarchy	generic_reject	8	barbarian_generic_reject_respectful_09
friendly	rom_Barbarian	gov_absolute_monarchy	generic_reject	9	barbarian_generic_reject_respectful_10
hostile	rom_Barbarian	gov_absolute_monarchy	generic_reject	0	barbarian_generic_reject_angry_01
hostile	rom_Barbarian	gov_absolute_monarchy	generic_reject	1	barbarian_generic_reject_angry_02
hostile	rom_Barbarian	gov_absolute_monarchy	generic_reject	2	barbarian_generic_reject_angry_03
hostile	rom_Barbarian	gov_absolute_monarchy	generic_reject	20	fem_barbarian_generic_reject_angry
hostile	rom_Barbarian	gov_absolute_monarchy	generic_reject	3	barbarian_generic_reject_angry_04
hostile	rom_Barbarian	gov_absolute_monarchy	generic_reject	4	barbarian_generic_reject_angry_05
hostile	rom_Barbarian	gov_absolute_monarchy	generic_reject	5	barbarian_generic_reject_angry_06
hostile	rom_Barbarian	gov_absolute_monarchy	generic_reject	6	barbarian_generic_reject_angry_07
hostile	rom_Barbarian	gov_absolute_monarchy	generic_reject	7	barbarian_generic_reject_angry_08
hostile	rom_Barbarian	gov_absolute_monarchy	generic_reject	8	barbarian_generic_reject_angry_09
hostile	rom_Barbarian	gov_absolute_monarchy	generic_reject	9	barbarian_generic_reject_angry_10
friendly	rom_Eastern	gov_absolute_monarchy	generic_reject	0	eastern_generic_reject_respectful_01
friendly	rom_Eastern	gov_absolute_monarchy	generic_reject	1	eastern_generic_reject_respectful_02
friendly	rom_Eastern	gov_absolute_monarchy	generic_reject	2	eastern_generic_reject_respectful_03
friendly	rom_Eastern	gov_absolute_monarchy	generic_reject	3	eastern_generic_reject_respectful_04
friendly	rom_Eastern	gov_absolute_monarchy	generic_reject	4	eastern_generic_reject_respectful_05
friendly	rom_Eastern	gov_absolute_monarchy	generic_reject	5	eastern_generic_reject_respectful_06
friendly	rom_Eastern	gov_absolute_monarchy	generic_reject	6	eastern_generic_reject_respectful_07
friendly	rom_Eastern	gov_absolute_monarchy	generic_reject	7	eastern_generic_reject_respectful_08
friendly	rom_Eastern	gov_absolute_monarchy	generic_reject	8	eastern_generic_reject_respectful_09
friendly	rom_Eastern	gov_absolute_monarchy	generic_reject	9	eastern_generic_reject_respectful_10
hostile	rom_Eastern	gov_absolute_monarchy	generic_reject	0	eastern_generic_reject_angry_01
hostile	rom_Eastern	gov_absolute_monarchy	generic_reject	1	eastern_generic_reject_angry_02
hostile	rom_Eastern	gov_absolute_monarchy	generic_reject	2	eastern_generic_reject_angry_03
hostile	rom_Eastern	gov_absolute_monarchy	generic_reject	20	fem_eastern_generic_reject_angry
hostile	rom_Eastern	gov_absolute_monarchy	generic_reject	3	eastern_generic_reject_angry_04
hostile	rom_Eastern	gov_absolute_monarchy	generic_reject	4	eastern_generic_reject_angry_05
hostile	rom_Eastern	gov_absolute_monarchy	generic_reject	5	eastern_generic_reject_angry_06
hostile	rom_Eastern	gov_absolute_monarchy	generic_reject	6	eastern_generic_reject_angry_07
hostile	rom_Eastern	gov_absolute_monarchy	generic_reject	7	eastern_generic_reject_angry_08
hostile	rom_Eastern	gov_absolute_monarchy	generic_reject	8	eastern_generic_reject_angry_09
hostile	rom_Eastern	gov_absolute_monarchy	generic_reject	9	eastern_generic_reject_angry_10
friendly	rom_Hellenistic	gov_absolute_monarchy	generic_reject	0	greek_generic_reject_respectful_01
friendly	rom_Hellenistic	gov_absolute_monarchy	generic_reject	1	greek_generic_reject_respectful_02
friendly	rom_Hellenistic	gov_absolute_monarchy	generic_reject	2	greek_generic_reject_respectful_03
friendly	rom_Hellenistic	gov_absolute_monarchy	generic_reject	3	greek_generic_reject_respectful_04
friendly	rom_Hellenistic	gov_absolute_monarchy	generic_reject	4	greek_generic_reject_respectful_05
friendly	rom_Hellenistic	gov_absolute_monarchy	generic_reject	5	greek_generic_reject_respectful_06
friendly	rom_Hellenistic	gov_absolute_monarchy	generic_reject	6	greek_generic_reject_respectful_07
friendly	rom_Hellenistic	gov_absolute_monarchy	generic_reject	7	greek_generic_reject_respectful_08
friendly	rom_Hellenistic	gov_absolute_monarchy	generic_reject	8	greek_generic_reject_respectful_09
friendly	rom_Hellenistic	gov_absolute_monarchy	generic_reject	9	greek_generic_reject_respectful_10
hostile	rom_Hellenistic	gov_absolute_monarchy	generic_reject	0	greek_generic_reject_angry_01
hostile	rom_Hellenistic	gov_absolute_monarchy	generic_reject	1	greek_generic_reject_angry_02
hostile	rom_Hellenistic	gov_absolute_monarchy	generic_reject	2	greek_generic_reject_angry_03
hostile	rom_Hellenistic	gov_absolute_monarchy	generic_reject	20	fem_rome_greek_generic_reject_angry
hostile	rom_Hellenistic	gov_absolute_monarchy	generic_reject	3	greek_generic_reject_angry_04
hostile	rom_Hellenistic	gov_absolute_monarchy	generic_reject	4	greek_generic_reject_angry_05
hostile	rom_Hellenistic	gov_absolute_monarchy	generic_reject	5	greek_generic_reject_angry_06
hostile	rom_Hellenistic	gov_absolute_monarchy	generic_reject	6	greek_generic_reject_angry_07
hostile	rom_Hellenistic	gov_absolute_monarchy	generic_reject	7	greek_generic_reject_angry_08
hostile	rom_Hellenistic	gov_absolute_monarchy	generic_reject	8	greek_generic_reject_angry_09
