key	localised_description	localised_title	ui_icon	bundle_target
festive_delphi	“We seek the wisdom of Apollo! Let him speak through you, Sibyl, and guide our hands!”	Oracle at Delphi	public_order_positive.png	faction
festive_eleusis	“Mother of grain, giver of bounty, bringer of law… Demeter! We offer our praise!”	Mysteries of Eleusis	public_order_positive.png	faction
festive_feast	“The long night approaches, and the cattle are blooded. Light the fires! Fill the flagons!”	Feast	public_order_positive.png	faction
festive_fire	“With these fires we give thanks to Asha, bringer of righteousness and the highest truth!”	Celebration of Fire	public_order_positive.png	faction
festive_thesmophoria	“Demeter! We grieve with you! Accept our offering, and bring bounty to the land!” 	Thesmophoria	public_order_positive.png	faction
festive_votive_offering	“O sacred waters, accept this offering of blades and guide our warriors to victory!”	Votive Offering	public_order_positive.png	faction
festive_waters	“We offer sacrifice to the waters of the river, and of the spring, and of the well…”	Strengthening the Water	public_order_positive.png	faction
gaul_faction_imperium_level_1	Your power and influence are not yet of note. People pay little attention to your existence.	Insignificant	faction_leader_positive.png	faction
gaul_faction_imperium_level_2	Your power and influence are noteworthy. People grow concerned by your intentions.	Noteworthy	faction_leader_positive.png	faction
gaul_faction_imperium_level_3	Your power and influence are impressive. People condemn your expansionism.	Impressive	faction_leader_positive.png	faction
gaul_faction_imperium_level_4	Your power and influence are intimidating. People plot against you out of fear.	Intimidating	faction_leader_positive.png	faction
gaul_faction_imperium_level_5	Your power and influence are supreme. People are compelled to take action in order to stop you.	Supreme	faction_leader_positive.png	faction
gaul_faction_trait_belgic	[Unseen]	Belgic Tribe	resource.png	faction
gaul_faction_trait_belgic_friend_rome	[Unseen]	Belgic Tribe, Friend of Rome	resource.png	faction
gaul_faction_trait_belgic_nervii	Ferocious and fearless, even for the warlike Belgae tribes of northern Gaul.	The Nervii	trait_nervii.png	faction
gaul_faction_trait_britannic	[Unseen]	Britannic Tribe	trait_britannic_tribes.png	faction
gaul_faction_trait_gallic	[Unseen]	Gallic Tribe	trait_gallic_tribes.png	faction
gaul_faction_trait_gallic_arverni	Once the foremost power in Gaul, the time is right to bring all of Gaul under their banner.	The Arverni	trait_arverni.png	faction
gaul_faction_trait_gallic_friend_rome	[Unseen]	Gallic Tribe, Friend of Rome	resource.png	faction
gaul_faction_trait_germanic	[Unseen]	Germanic Tribe	trait_germanic_tribes.png	faction
gaul_faction_trait_germanic_suebi	An alliance of fierce Germanic tribes sharing a common language and gods.	The Suebi	trait_suebi.png	faction
gaul_faction_trait_massilia	[Unseen]	Massilia	resource.png	faction
gaul_faction_trait_rome	With Gaul in turmoil, Caesar is poised to strengthen his political power through military victories leading to the subjugation of Gaul.	Caesar	trait_house_of_julia.png	faction
gaul_season_autumn	With Autumnus comes relief from scorching Sirius, through tempered warmth and rest from toil.	Autumn	season_3.png	province
gaul_season_autumn_bad	The warmth is fading fast this year.	Early Autumn	season_3.png	province
gaul_season_autumn_good	At times it is good to bask in the enduring sunlight.	Late Autumn	season_3.png	province
gaul_season_spring	Ver Aeternum brings offerings to Fortuna Virilis; such was the life that golden Saturn led on earth.	Spring	season_1.png	province
gaul_season_spring_bad	Winter has finally passed, and green is returning.	Late Spring	season_1.png	province
gaul_season_spring_good	The new season has come early this year.	Early Spring	season_1.png	province
gaul_season_summer	Aestas is unforgiving and relentless, disdaining comfort for oppressive humidity.	Summer	season_2.png	province
gaul_season_summer_bad	Even the sun does not bring an end to the rain.	Wet Summer	season_2.png	province
gaul_season_summer_good	It is a long time since I saw a cloud in the sky.	Warm Summer	season_2.png	province
gaul_season_winter	Hiems comes at last, with stumbling tread and his hair turned white.	Winter	season_4.png	province
gaul_season_winter_bad	Blizzards and snow have turned everything white.	Harsh Winter	season_4.png	province
gaul_season_winter_good	There is but a gentle dusting of snow this year.	Mild Winter	season_4.png	province
gaul_tech_module_development_culture_1	To unlock the following effect, research the technologies below.	Culture I	religion_positive.png	faction
gaul_tech_module_development_culture_2	To unlock the following effect, unlock Culture I and research the technologies below.	Culture II	religion_positive.png	faction
gaul_tech_module_development_culture_3	To unlock the following effect, unlock Culture II and research the technologies below.	Culture III	religion_positive.png	faction
gaul_tech_module_development_infrastructure_1	To unlock the following effect, research the technologies below.	Infrastructure I	settlement_ positive.png	faction
gaul_tech_module_development_infrastructure_2	To unlock the following effect, unlock Infrastructure I and research the technologies below.	Infrastructure II	settlement_ positive.png	faction
gaul_tech_module_development_infrastructure_3	To unlock the following effect, unlock Infrastructure II and research the technologies below.	Infrastructure III	settlement_ positive.png	faction
gaul_tech_module_development_military_1	To unlock the following effect, research the technologies below.	Military I	military_positive.png	faction
gaul_tech_module_development_military_2	To unlock the following effect, unlock Military I and research the technologies below.	Military II	military_positive.png	faction
gaul_tech_module_development_military_3	To unlock the following effect, unlock Military II and research the technologies below.	Military III	military_positive.png	faction
gaul_tech_module_politics_aristocracy_1	To unlock the following effect, research the technologies below.	Support of the Aristocracy I	cavalry_positive.png	faction
gaul_tech_module_politics_aristocracy_2	To unlock the following effect, unlock Support of the Aristocracy I and research the technologies below.	Support of the Aristocracy II	cavalry_positive.png	faction
gaul_tech_module_politics_aristocracy_3	To unlock the following effect, unlock Support of the Aristocracy II and research the technologies below.	Support of the Aristocracy III	cavalry_positive.png	faction
gaul_tech_module_politics_caesar_1	To unlock the following effect, research the technologies below.	Support for Caesar I	authority_positive.png	faction
gaul_tech_module_politics_caesar_2	To unlock the following effect, unlock Support for Caesar I and research the technologies below.	Support for Caesar II	authority_positive.png	faction
gaul_tech_module_politics_caesar_3	To unlock the following effect, unlock Support for Caesar II and research the technologies below.	Support for Caesar III	authority_positive.png	faction
gaul_tech_module_politics_crassus_1	To unlock the following effect, research the technologies below.	Support for Crassus I	dignitary_positive.png	faction
gaul_tech_module_politics_crassus_2	To unlock the following effect, unlock Support for Crassus I and research the technologies below.	Support for Crassus II	dignitary_positive.png	faction
gaul_tech_module_politics_crassus_3	To unlock the following effect, unlock Support for Crassus II and research the technologies below.	Support for Crassus III	dignitary_positive.png	faction
gaul_tech_module_politics_people_1	To unlock the following effect, research the technologies below.	Support of the People I	public_order_positive.png	faction
gaul_tech_module_politics_people_2	To unlock the following effect, unlock Support of the People I and research the technologies below.	Support of the People II	public_order_positive.png	faction
gaul_tech_module_politics_people_3	To unlock the following effect, unlock Support of the People II and research the technologies below.	Support of the People III	public_order_positive.png	faction
gaul_tech_module_politics_pompey_1	To unlock the following effect, research the technologies below.	Support for Pompey I	champion_positive.png	faction
gaul_tech_module_politics_pompey_2	To unlock the following effect, unlock Support for Pompey I and research the technologies below.	Support for Pompey II	champion_positive.png	faction
gaul_tech_module_politics_pompey_3	To unlock the following effect, unlock Support for Pompey II and research the technologies below.	Support for Pompey III	champion_positive.png	faction
gaul_tech_module_politics_priesthood_1	To unlock the following effect, research the technologies below.	Support of the Priesthood I	barbarian_positive.png	faction
gaul_tech_module_politics_priesthood_2	To unlock the following effect, unlock Support of the Priesthood I and research the technologies below.	Support of the Priesthood II	barbarian_positive.png	faction
gaul_tech_module_politics_priesthood_3	To unlock the following effect, unlock Support of the Priesthood II and research the technologies below.	Support of the Priesthood III	barbarian_positive.png	faction
govt_type_elected_monarchy	The faction leader has been elected.	Elected Monarchy	government_positive.png	faction
govt_type_empire	Your faction has achieved greatness and is known throughout the world.	Empire	government_positive.png	faction
govt_type_hereditary_monarchy	All the faction leaders come from the same family.	Kingdom	government_positive.png	faction
govt_type_inv_early_republic	Power to the people.	Early Republic	government_positive.png	faction
govt_type_inv_etruscan_league	The fabled twelve Etruscan cities, united as one.	Mech Rasnal	government_positive.png	faction
govt_type_inv_gallic_chiefdom	The many are controlled by the will of the few.	Gallic Chiefdom	government_positive.png	faction
govt_type_inv_nuragic_chiefdom	The many are controlled by the will of the few.	Nuragic Chiefdom	government_positive.png	faction
govt_type_inv_samnite_touto	A system where every person pulls together for the common good.	Touto	government_positive.png	faction
govt_type_inv_syracusan_tyranny	The people are united behind their mighty tyrant.	Tyranny	government_positive.png	faction
govt_type_inv_tarantine_oligarchy	The most prominent make decisions for all.	Oligarchy	government_positive.png	faction
govt_type_inv_venetic_chiefdom	The many are controlled by the will of the few.	Venetic Chiefdom	government_positive.png	faction
govt_type_republic	The power belongs to the people.	Republic	government_positive.png	faction
honouring_the_god_of_sea	He embraces us, we embrace him.	Honouring the Sea-god	navy_positive.png	faction
imperium_1	As your faction grows so does the problem of keeping it under control.	Imperium Level I	icon_effects_general.png	faction
imperium_2	As your faction grows so does the problem of keeping it under control.	Imperium Level II	icon_effects_general.png	faction
imperium_3	As your faction grows so does the problem of keeping it under control.	Imperium Level III	icon_effects_general.png	faction
imperium_4	As your faction grows so does the problem of keeping it under control.	Imperium Level IV	icon_effects_general.png	faction
imperium_5	As your faction grows so does the problem of keeping it under control.	Imperium Level V	icon_effects_general.png	faction
imperium_6	As your faction grows so does the problem of keeping it under control.	Imperium Level VI	icon_effects_general.png	faction
imperium_7	As your faction grows so does the problem of keeping it under control.	Imperium Level VII	icon_effects_general.png	faction
imperium_8	As your faction grows so does the problem of keeping it under control.	Imperium Level VIII	icon_effects_general.png	faction
imv_wealth_entertainment_incr	The locals are more willing to spend on merriment.	Festive Mood	wealth_positive.png	faction
inv_campaign_move_armies_incr	Be it training or muscle power, armies do travel faster.	Light Feet	campaign_movement_positive.png	faction
inv_campaign_move_navies_incr	Be it wind or seamanship, ships do travel faster.	Light Ships	campaign_movement_positive.png	faction
inv_cavalry_charge_incr	Both mount and rider are eager to strike the foe in anger.	Fierce Riders	cavalry_positive.png	faction
inv_colony_discovered_1	Our colonies send high-quality timber and stone to our capital which will benefit our construction projects.	Building Materials	construction_positive.png	region
inv_colony_discovered_2	Our colonies send rare hides to our capital, which are always are a highly-sought-after commodity.	Exotic Animals	wealth_positive.png	region
inv_colony_discovered_3	Our colonies send amber, discovered in a distant abandoned city, to our capital; our philosophers are busy studying the rare substance.	Abandoned Outpost	technology_positive.png	region
inv_colony_discovered_4	Many of our nobles travel to the distant colony and are pleased with its recreational facilities; some offer some of their own wine produce as a gift.	Luxurious Residences	loyalty_positive.png	region
inv_colony_discovered_5	Our colonies send high-quality iron to our capital, which will result in weapons and armour of unsurpassed quality.	Shipments of Iron	army_positive.png	region
inv_colony_discovered_fail_gods	Blaming the failed expedition on Poseidon causes unrest among the pious populace.	Unsettled Populace	public_order_negative.png	faction
inv_colony_discovered_fail_man	Blaming the failed expedition on the noblemen understandably aggravates them.	Offended Nobles	loyalty_negative.png	faction
inv_construction_cost_temple_decr	Either the temples here are more plain or the priests are strict about the donations.	Modest Temples	wealth_positive.png	faction
inv_construction_cost_temple_incr	Either the temples here are more lavish or the priests pinch some of the donations.	Lavish Temples	wealth_negative.png	faction
inv_corruption_decr	What's that? Less greedy officials? Well, I never…	Uncharacteristic Honesty	tax_growth_1.png	faction
inv_culture_celtic_incr	A wave of Celtic culture is sweeping across the land. Praise Toutatis!	Celtic Influence	religion_positive.png	faction
inv_culture_greek_incr	A wave of Greek culture is sweeping across the land. Praise Zeus!	Greek Influence	religion_positive.png	faction
inv_diplomacy_all_decr	All foreign factions view you with mistrust.	Detested by All	diplomacy_negative.png	faction
inv_diplomacy_all_incr	All foreign factions view you favourably.	Beloved by All	diplomacy_positive.png	faction
inv_diplomacy_greek_incr	Greeks adore both you and your people.	Beloved by Greeks	diplomacy_positive.png	faction
inv_etruscan_summit_effect_bundle_1	Brave men are urged to gather under Etruscan banners.	Recruitment Surge	army_positive.png	faction
inv_etruscan_summit_effect_bundle_2	The Etruscans are cunning yet noble negotiators.	Open Foreign Policy	diplomacy_positive.png	faction
inv_etruscan_summit_effect_bundle_3	An Etruscan soldier is never hungry or ill.	Campaigning Reforms	army_positive.png	faction
inv_etruscan_summit_effect_bundle_4	While on the move, an Etruscan army is hard to catch off guard.	Strategic Planning	army_positive.png	faction
inv_etruscan_summit_effect_bundle_5	Prominent Etruscans are actively funding construction efforts.	Construction Funding	construction_positive.png	faction
inv_etruscan_summit_effect_bundle_6	Prominent Etruscans are actively funding research efforts.	Research Endeavours	technology_positive.png	faction
inv_faction_group_gallic	The Gauls are an influential, vigorous people, not just warriors but master craftsmen too.	Gallic Tribes	trait_gallic_tribes.png	faction
inv_faction_group_greek	The world-renowned culture of the Greeks was built upon hard toil, keen thinking and military excellence.	Greek States	trait_greek_states.png	faction
inv_faction_group_iapygian	Iapygian Tribes	Iapygian Tribes	trait_inv_iapygians.png	faction
inv_faction_group_italian_civ	Situated in the heart of the Italian peninsula, these ancient nations lay the foundations of civilisation.	Italian Civilisations	trait_inv_italian_civ.png	faction
inv_faction_group_italic	The native Italic tribes will fight to the death to protect their right to inhabit the Italian peninsula.	Italic Tribes	trait_inv_italic_tribes.png	faction
inv_faction_group_nuragic	Woe to those that attempt to drive the Nuragic peoples away from their homeland of Sardinia.	Nuragic Tribes	trait_inv_nuragic.png	faction
inv_faction_trait_insubres	The Insubres rely on the druids and diplomacy to control their people and influence their neighbours.	The Insubres	trait_inv_insubres.png	faction
inv_faction_trait_iolei	The Iolei of Sardinia are freedom-loving traditionalists.	The Iolei	trait_inv_iolei.png	faction
inv_faction_trait_rome	The people of Rome fight for their city, guided by the laws of the Republic.	Rome	trait_inv_rome.png	faction
inv_faction_trait_samnites	Samnite swordsmen are known across the land; ancient rituals bind their souls together.	The Samnites	trait_inv_samnites.png	faction
inv_faction_trait_senones	Under the guidance of the druids, the Senones have become merciless conquerors.	The Senones	trait_inv_senones.png	faction
inv_faction_trait_syracuse	Syracuse employs mercenaries to achieve their dreams of expansion and domination.	Syracuse	trait_syracuse.png	faction
inv_faction_trait_taras	Taras welcomes every man of science and wisdom to its halls of wisdom.	Taras	trait_inv_taras.png	faction
inv_faction_trait_tarchuna	Used to a life of opulence, the Etruscans of Tarchuna need their city to survive.	Tarchuna	trait_inv_tarchuna.png	faction
inv_faction_trait_veneti	The Venetian horse is a noble animal, coveted right across the Mediterranean.	The Veneti	trait_inv_veneti.png	faction
inv_festival_cerealia_Rome_payload	Ceres is one of the patron deities of the plebs and they love her for it. Therefore, the smart patrician would be well-advised to provide sacrificial animals and specially-minted coins for the usual games at the arena.	Days of Plebeian Celebrations	public_order_positive.png	faction
inv_festival_cerealia_Samnites_payload	Ceres is one of the patron deities of the plebs and they love her for it. Therefore, the smart patrician would be well-advised to provide sacrificial animals and specially-minted coins for the usual games at the arena.	Days of Plebeian Celebrations	public_order_positive.png	faction
inv_festival_great_dionysia_Syracuse_payload	We are blessed by Dionysus’ divine grace and will reciprocate with a festival of theatre and dramatic performance, fuelled by sweet Greek wines!	High Culture & Fine Wine	public_order_positive.png	faction
inv_festival_great_dionysia_Taranto_payload	We are blessed by Dionysus’ divine grace and will reciprocate with a festival of theatre and dramatic performance, fuelled by sweet Greek wines!	High Culture & Fine Wine	public_order_positive.png	faction
inv_festival_rural_dionysia_Samnites_payload	Though in the grip of the winter, we look forward to the rejuvenating time of spring. With dances, songs and dramatic performances, we celebrate life during the coldest of the seasons.	Winter in the Countryside	public_order_positive.png	faction
inv_festival_rural_dionysia_Veneti_payload	Though in the grip of the winter, we look forward to the rejuvenating time of spring. With dances, songs and dramatic performances, we celebrate life during the coldest of the seasons.	Winter in the Countryside	public_order_positive.png	faction
inv_festival_vinalia_rustica_payload	A smile from the gods combined with hard work will put enough food on our table to last the year.	An Abundant Harvest	food_positive.png	faction
inv_geographical_carthage_1_A	Our actions have provoked the hostility of Carthage.	Insult on Carthage	diplomacy_negative.png	faction
inv_geographical_carthage_1_B	Our actions have earned the friendship of Carthage.	Favour from Carthage	diplomacy_positive.png	faction
inv_geographical_carthage_2_A	Our actions have earned the friendship of Carthage.	Favour from Carthage	diplomacy_positive.png	faction
inv_geographical_carthage_2_B	The slavery business is flourishing.	Slave Trade	slaves_positive.png	faction
inv_geographical_carthage_2_C	Our actions have provoked the hostility of Carthage.	Insult on Carthage	diplomacy_negative.png	faction
inv_geographical_carthage_3_A	Our actions have earned the friendship of Carthage.	Favour from Carthage	diplomacy_positive.png	faction
inv_geographical_carthage_3_B	Our actions have provoked the hostility of Carthage.	Insult on Carthage	diplomacy_negative.png	faction
inv_geographical_carthage_4_A	Our actions have earned the friendship of Carthage.	Favour from Carthage	diplomacy_positive.png	faction
inv_geographical_carthage_4_B	Our actions have provoked the hostility of Carthage.	Insult on Carthage	diplomacy_negative.png	faction
inv_geographical_carthage_5_A	Our actions have earned the friendship of Carthage.	Favour from Carthage	diplomacy_positive.png	faction
inv_geographical_carthage_5_B	Our actions have provoked the hostility of Carthage.	Insult on Carthage	diplomacy_negative.png	faction
inv_greek_philosophers_incident_1	A study of horses, their habits and biology has greatly improved the quality of our mounted forces.	Treatise "On Cavalry Matters"	cavalry_positive.png	faction
inv_greek_philosophers_incident_2	Our hoplites are using the special tactics developed by our philosophers.	Treatise "On Spearmen"	infantry_positive.png	faction
inv_greek_philosophers_incident_3	Our captains are following our philosophers' advice.	Treatise "On Naval Affairs"	navy_positive.png	faction
inv_greek_philosophers_incident_4	Geometry and mathematics, combined in the mind of the clever man, can produce better buildings.	Treatise "On Architecture"	construction_positive.png	faction
inv_greek_philosophers_incident_5	Our philosophers have been studying weather patterns and seasons; as a result, our harvest has been more fruitful.	Treatise "On Farming"	food_positive.png	faction
inv_greek_philosophers_incident_6	Our philosophers have compiled a list of weak points in several types of defensive fortification.	Treatise "On Sieges"	siege_attack_positive.png	faction
inv_growth_decr	The population does not grow as well as it should.	Withering Growth	growth_negative.png	faction
inv_growth_incr	The population grows at a steady, promising rate.	Blooming Growth	growth_positive.png	faction
inv_homefront_01_A	We are sending food to Sparta.	Food Exports	food_negative.png	faction
inv_homefront_01_B	We are sending workers to Athens.	Workers Abroad	wealth_negative.png	faction
inv_homefront_01_C	We are sending weapons to Corinth.	Weapon Exports	army_negative.png	faction
inv_homefront_02_A	We are sending builders  to Sparta.	Builders Abroad	construction_negative.png	faction
inv_homefront_02_B	We are sending farmers to Athens.	Farmers Abroad	wealth_negative.png	faction
inv_homefront_02_C	We are sending livestock to Corinth.	Livestock Exports	wealth_negative.png	faction
inv_homefront_03_A	We are sending miners to Sparta.	Miners Abroad	wealth_negative.png	faction
inv_homefront_03_B	We've sent one of our generals to Athens.	General Abroad	army_negative.png	faction
inv_homefront_03_C	We've sent some of our philosophers to Corinth.	Philosophers Abroad	technology_negative.png	faction
inv_homefront_04_A	We've sent one of our admirals to Sparta.	Admiral Abroad	navy_negative.png	faction
inv_homefront_04_B	We are sending soldiers to Athens.	Soldiers Abroad	army_negative.png	faction
inv_homefront_04_C	We are sending gold to Corinth.	Gold Exports	wealth_negative.png	faction
inv_homefront_05_A	We are sending weapons to Sparta.	Weapon Exports	army_negative.png	faction
inv_homefront_05_B	We are sending builders to Athens.	Builders Abroad	construction_negative.png	faction
inv_homefront_05_C	We are sending farmers to Corinth.	Farmers Abroad	wealth_negative.png	faction
inv_homefront_06_A	We are sending livestock to Sparta.	Livestock Exports	wealth_negative.png	faction
inv_homefront_06_B	We are sending builders to Athens.	Workers Abroad	construction_negative.png	faction
inv_homefront_06_C	We’ve sent one of our generals to Corinth.	General Abroad	army_negative.png	faction
inv_homefront_07_A	We are sending gold to Sparta.	Gold Exports	wealth_negative.png	faction
inv_homefront_07_B	We are sending miners to Athens.	Miners Abroad	wealth_negative.png	faction
inv_homefront_07_C	We are sending food to Corinth.	Food Exports	food_negative.png	faction
inv_homefront_08_A	We've sent some of our philosophers to Sparta.	Philosophers Abroad	wealth_negative.png	faction
inv_homefront_08_B	We've sent one of our admirals to Athens.	Admiral Abroad	navy_negative.png	faction
inv_homefront_08_C	We are sending soldiers to Corinth.	Soldiers Abroad	army_negative.png	faction
inv_homefront_09_A	We are sending workers to Sparta.	Workers Abroad	wealth_negative.png	faction
inv_homefront_09_B	We are sending livestock to Athens.	Livestock Exports	wealth_negative.png	faction
inv_homefront_09_C	We are sending builders to Corinth.	Builders Abroad	construction_negative.png	faction
inv_homefront_10_A	We've sent one of our generals to Sparta.	General Abroad	army_negative.png	faction
inv_homefront_10_B	We are sending food to Athens.	Food Exports	food_negative.png	faction
inv_homefront_10_C	We are sending miners to Corinth.	Miners Abroad	wealth_negative.png	faction
inv_homefront_11_A	We are sending farmers to Sparta.	Farmers Abroad	wealth_negative.png	faction
inv_homefront_11_B	We are sending gold to Athens.	Gold Exports	wealth_negative.png	faction
inv_homefront_11_C	We are sending weapons to Corinth.	Weapon Exports	army_negative.png	faction
inv_homefront_12_A	We've sent some of our veterans to Sparta.	Veterans Abroad	army_negative.png	faction
inv_homefront_12_B	We've sent some of our philosophers to Athens.	Philosophers Abroad	technology_negative.png	faction
inv_homefront_12_C	We've sent one of our admirals to Corinth.	Admiral Abroad	navy_negative.png	faction
inv_homefront_win_athens	Athens has won the Greek war and are sending us a gift to honour our aid!	The Gratitude of Athens	navy_positive.png	faction
inv_homefront_win_corinth	Corinth has won the Greek war and are sending us a gift to honour our aid!	The Gratitude of Corinth	public_order_positive.png	faction
inv_homefront_win_sparta	Sparta has won the Greek war and are sending us a gift to honour our aid!	The Gratitude of Sparta	army_positive.png	faction
inv_imperium_1	As your faction grows, so does the problem of keeping it under control.	Imperium Level I	icon_effects_general.png	faction
inv_imperium_2	As your faction grows, so does the problem of keeping it under control.	Imperium Level II	icon_effects_general.png	faction
inv_imperium_3	As your faction grows, so does the problem of keeping it under control.	Imperium Level III	icon_effects_general.png	faction
inv_imperium_4	As your faction grows, so does the problem of keeping it under control.	Imperium Level IV	icon_effects_general.png	faction
inv_imperium_5	As your faction grows, so does the problem of keeping it under control.	Imperium Level V	icon_effects_general.png	faction
inv_imperium_6	As your faction grows, so does the problem of keeping it under control.	Imperium Level VI	icon_effects_general.png	faction
inv_imperium_7	As your faction grows, so does the problem of keeping it under control.	Imperium Level VII	icon_effects_general.png	faction
inv_incident_payload_character_trait_dummy	This family member will develop a trait.	Personal Growth... or Regress	loyalty_positive.png	faction
inv_incident_payload_character_unavailable_dummy	We will not be able to rely on this character for some time.	Nowhere to be Seen	public_order_negative.png	faction
inv_incoming_factions_traits	This faction has gotten used to dealing with the hardships of migration.	Travelling Faction	campaign_movement_positive.png	faction
inv_insubres_divine_will_clandestine	Our agents are acting with skill and diligence.	Clandestine Operations	agent_positive.png	faction
inv_insubres_divine_will_divine	The noblemen consider us favoured by the gods.	Divine Chiefdom	loyalty_positive.png	faction
inv_insubres_divine_will_holy	Our horsemen ride with the blessing of Epona.	Holy Horses of Epona	charge_positive.png	faction
inv_insubres_divine_will_outfit	Our warriors are armed with the best weapons a nobleman can afford.	Outfit Retinue Decree	military_positive.png	faction
inv_insubres_motivate_populace_agriculture	"Work the land together! The druids said so!"	Agricultural Co-operation	food_positive.png	faction
inv_insubres_motivate_populace_bardic	"Sing the songs of old! The druids said so!"	Bardic Circles	technology_positive.png	faction
inv_insubres_motivate_populace_brotherly	"Be kind to foreigners! The druids said so!"	Brotherly Neighbours	diplomacy_positive.png	faction
inv_insubres_motivate_populace_civil	"Everything will be alright! The druids said so!"	Civil Happiness	public_order_positive.png	faction
inv_insubres_motivate_populace_failed	"Sometimes I wish the druids would shut up!"	Failed Sermon	public_order_negative.png	faction
inv_insubres_motivate_populace_tribal	"Our war leaders need more men! The druids said so!"	Tribal Youth	replenishment_positive.png	faction
inv_insubres_motivate_populace_war	"Dance and join the warband! The druids said so!"	War Dances	army_positive.png	faction
inv_massalia_amber	The regular shipments of amber feed both craftsmen and traders.	Amber from Massalia	resource.png	faction
inv_massalia_civilians_sent	There are not enough farmers to till the fields.	Insufficient Farmers	wealth_negative.png	faction
inv_massalia_cure_all_army_neg	Your warriors resent being forced to consume the Massalian cure-all.	Disgruntled Troops	morale_negative.png	faction
inv_massalia_cure_all_army_pos	Your warriors think themselves invincible due to the Massalian cure-all.	Eager Troops	morale_positive.png	faction
inv_massalia_cure_all_noblemen_neg	Other parties disapprove of how you treated the Massalian doctor.	Unhappy Noblemen	loyalty_negative.png	faction
inv_massalia_cure_all_noblemen_pos	Other parties approve of how you treated the Massalian doctor.	Happy Noblemen	loyalty_positive.png	faction
inv_massalia_cure_all_populace_neg	A rumour about negative side effects from the Massalian cure-all causes your people to be unhappy.	Unhappy Populace	public_order_negative.png	faction
inv_massalia_cure_all_populace_pos	Your people are happy with the perceived effects of the Massalian cure-all.	Happy Populace	public_order_positive.png	faction
inv_massalia_engineers_sent	There are not enough workers to mine and craft.	Insufficient Workers	wealth_negative.png	faction
inv_massalia_jewelry	Earrings, necklaces and bracelet of foreign make come to adorn many well-to-do people.	Jewels from Massalia	wealth_positive.png	faction
inv_massalia_local_profit	Local merchants praise the decision to turn the foreigners away. 	Local Profit	wealth_positive.png	faction
inv_massalia_request_denied	Not having to work for Massalia makes your people happy.	Happy People	public_order_positive.png	faction
inv_massalia_sea_trade	The friends of Massalia enjoy many benefits.	Sea Trade	trade_positive.png	faction
inv_massalia_trade_rights	Massalian goods flood the market.	Massalian Trading Influence	wealth_positive.png	faction
inv_massalia_trade_rights_denied	Local tradesmen profit in the absence of Massalian competition.	Local Trading Influence	trade_positive.png	faction
inv_massalia_trade_rights_sabotaged	Foreign tradesmen profit in the absence of Massalian competition.	Foreign Trading influence	public_order_positive.png	faction
inv_massalia_wine	People all around raise cups to praise the wisdom of their ruler.	Wine from Massalia	public_order_positive.png	faction
inv_melee_damage_armies_Incr	The heavy tool of war breaks the thickest shield.	Heavy Weapons	melee_positive.png	faction
inv_morale_armies_decr	These soldiers blame their cold feet on their commanders.	Disappointed Troops	morale_negative.png	faction
inv_morale_armies_incr	These soldiers can march empty-handed and bare-chested, such is their valour.	Brave Troops	morale_positive.png	faction
inv_morale_navies_incr	A courageous mariner fears neither waves nor wind.	Brave Sailors	navy_positive.png	faction
inv_patricians_conniving	We've lost the support of the noble families of Rome. We are alone in this.	Conniving Patricians	loyalty_negative.png	faction
inv_patricians_conspiring	The patricians are certainly plotting against us…	Conspiring Patricians	loyalty_negative.png	faction
inv_patricians_content	The patricians are satisfied. For now.	Content Patricians	loyalty_positive.png	faction
inv_patricians_happy	The patricians are living the life they deserve and desire!	Happy Patricians	loyalty_positive.png	faction
inv_patricians_indifferent	The patricians seem to be tolerating us.	Indifferent Patricians	loyalty_positive.png	faction
inv_plebs_angry	What is this ungodly racket?! Guards!	Angry Plebs	public_order_negative.png	faction
inv_plebs_content	The plebs are content, if you care.	Content Plebs	public_order_positive.png	faction
inv_plebs_grumbling	The plebs are not satisfied. This is their normal state.	Grumbling Plebs	public_order_negative.png	faction
inv_plebs_happy	The plebs are high in spirit for some reason.	Happy Plebs	public_order_positive.png	faction
inv_plebs_indifferent	Nothing new.	Indifferent Plebs	public_order_positive.png	faction
inv_public_order_decr	The population is in a generally sour mood.	Locals Complain	public_order_negative.png	faction
inv_public_order_incr	The population is in a generally good mood.	Locals Rejoice	public_order_positive.png	faction
inv_recruitment_cost_all_decr	Local recruits are satisfied with less than the normal recruitment fee.	Cheap Soldiery	wealth_positive.png	faction
inv_recruitment_cost_infantry_decr	Armed local footmen accept less payment than ordinary.	Cheap Infantry	wealth_positive.png	faction
inv_recruitment_cost_merc_decr	Some people are willing to kill for little and die for even less.	Cheap Mercenaries	wealth_positive.png	faction
inv_recruitment_slot_incr	Many locals want to find their fortune in the army. Your army!	Eager Recruits	army_positive.png	faction
inv_replenishment_incr	Healthy men are eager to enlist in your forces.	Healthy Reinforcements	replenishment_positive.png	faction
inv_research_decr	Innovations are hard to spread around here.	Scientific Setbacks	technology_negative.png	faction
inv_research_incr	The bright minds make introduction of new technologies easier.	Scientific Endeavours	technology_positive.png	faction
inv_sacking_incr	No pocket or crevice is left unchecked.	Thorough Sacking	wealth_positive.png	faction
inv_samnites_stance_army_default	Knowing the terrain is key to victory in battle.	Stance: Adaptable Warriors	campaign_movement_positive.png	force
