variable_key	value
political_action_leisure_time_money_cost_mod	10.0000
political_action_leisure_time_target_cunning_mod	1.0000
political_action_make_heir_children_gravitas_modifier	-5.0000
political_action_make_heir_current_heir_gravitas_modifier	-20.0000
political_action_make_heir_gravitas_cost	20.0000
political_action_make_heir_initiator_target_max_zeal_delta_requirement	2.0000
political_action_make_heir_new_heir_gravitas_modifier	10.0000
political_action_marriage_minimum_cost	1000.0000
political_action_organize_games_base	1100.0000
political_action_organize_games_multiplier	50.0000
political_action_organize_games_target_char_gravitas_gain	8.0000
political_action_party_provoke_cost_base	500.0000
political_action_party_provoke_cost_modifier	200.0000
political_action_party_provoke_join_war_conspiracy_chance_multiplier	1.1000
political_action_party_provoke_secession_chance_multiplier	1.2000
political_action_party_purge_cost_base	500.0000
political_action_party_purge_cost_modifier	200.0000
political_action_party_purge_target_party_senators_lost_fraction	0.2000
political_action_party_purge_target_party_senators_lost_max_fraction_of_total_senators	0.0400
political_action_party_secure_loyalty_cost_base	1200.0000
political_action_party_secure_loyalty_cost_modifier	2500.0000
political_action_political_marriage_gravitas_cost	30.0000
political_action_political_marriage_money_cost_base	2000.0000
political_action_political_marriage_money_cost_mod	10.0000
political_action_political_marriage_target_party_loyalty_requirement	10.0000
political_action_praise_gravitas_cost	30.0000
political_action_praise_initiator_target_zeal_cunning_delta_requirement	2.0000
political_action_praise_target_authority_modifier	1.0000
political_action_praise_target_authority_modify_chance_perc	30.0000
political_action_praise_target_gravitas_modifier	10.0000
political_action_praise_target_zeal_modifier	1.0000
political_action_provoke_gravitas_cost	20.0000
political_action_provoke_initiator_target_zeal_delta_requirement	2.0000
political_action_provoke_target_cunning_lose	-1.0000
political_action_secure_loyalty_cost_base	3000.0000
political_action_secure_loyalty_cost_modifier	10.0000
political_action_secure_loyalty_gravitas_cost	30.0000
political_action_secure_loyalty_initiator_target_zeal_authority_delta_requirement	2.0000
political_action_seek_spouse_gravitas_cost	20.0000
political_action_seek_spouse_money_cost	500.0000
political_action_seek_spouse_spouse_gravitas_gain	5.0000
political_action_send_emissary_base	1300.0000
political_action_send_emissary_multiplier	50.0000
political_action_send_emissary_target_char_gravitas_gain	8.0000
political_action_send_gift_initiator_gravitas_gain	2.0000
political_action_send_gift_money_cost	400.0000
political_action_send_off_for_tutoring_attribute_amount_to_give	2.0000
political_action_send_off_for_tutoring_gravitas_cost	5.0000
political_action_send_off_for_tutoring_money_cost_base	6000.0000
political_action_send_off_for_tutoring_money_cost_mod	10.0000
political_action_spread_rumours_gravitas_cost	15.0000
political_action_spread_rumours_initiator_cunning_target_zeal_delta_requirement	2.0000
political_action_spread_rumours_money_cost_base	1200.0000
political_action_spread_rumours_money_cost_mod	10.0000
political_action_spread_rumours_target_authority_modifier	-1.0000
political_action_suicide_initiator_max_gravitas_requirement	1.0000
political_action_suicide_party_members_gravitas_modifier	-5.0000
political_action_usurp_legacy_family_members_gravitas_modifier	-10.0000
political_action_usurp_legacy_gravitas_cost	40.0000
political_action_usurp_legacy_initiator_family_leader_authority_delta_requirement	3.0000
political_action_usurp_legacy_max_leader_gravitas_requirement	30.0000
political_action_usurp_legacy_money_cost_base	1100.0000
political_action_usurp_legacy_money_cost_mod	10.0000
political_action_usurp_legacy_ruling_party_influence_mod_perc	10.0000
political_event_adoption_base_cost	500.0000
political_event_adoption_max_cost	4800.0000
political_event_adoption_multiplier_cost	5.0000
political_event_appreciation_attest_influence_gain_perc	1.0000
political_event_appreciation_attest_money_base_cost	500.0000
political_event_appreciation_attest_money_max_cost	4800.0000
political_event_appreciation_attest_money_multiplier_cost	5.0000
political_event_appreciation_disprove_gravitas_cost	20.0000
political_event_appreciation_donothing_parties_loyalty_gain	1.0000
political_event_appreciation_donothing_parties_loyalty_gain_turns	2.0000
political_event_blackmail_base_cost	500.0000
political_event_blackmail_max_cost	4800.0000
political_event_blackmail_multiplier_cost	10.0000
political_event_flirt_donothing_influence_lose_perc	1.0000
political_event_flirt_intervene_gravitas_cost	10.0000
political_event_flirt_intervene_money_base_cost	500.0000
political_event_flirt_intervene_money_max_cost	4800.0000
political_event_flirt_intervene_money_multiplier_cost	5.0000
political_event_gather_support_donothing_influence_lose_perc	2.0000
political_event_gather_support_instigate_influence_gain_perc	1.0000
political_event_gather_support_instigate_money_base_cost	500.0000
political_event_gather_support_instigate_money_max_cost	4800.0000
political_event_gather_support_instigate_money_multiplier_cost	5.0000
political_event_gift_received_accept_influence_gain_perc	1.0000
political_event_gift_received_accept_influence_lose_perc	2.0000
political_event_gift_received_accept_money_base_cost	500.0000
political_event_gift_received_accept_money_max_cost	4800.0000
political_event_gift_received_accept_money_multiplier_cost	5.0000
political_event_insult_affront_money_base_cost	500.0000
political_event_insult_affront_money_max_cost	4800.0000
political_event_insult_affront_money_multiplier_cost	5.0000
political_event_insult_affront_parties_loyalty_lose	1.0000
political_event_insult_affront_parties_loyalty_lose_turns	2.0000
political_event_insult_donothing_gravitas_cost	10.0000
political_event_provoked_absolve_gravitas_gain	5.0000
political_event_provoked_absolve_money_base_cost	500.0000
political_event_provoked_absolve_money_max_cost	4800.0000
political_event_provoked_absolve_money_multiplier_cost	5.0000
political_event_provoked_donothing_gravitas_cost	10.0000
political_event_provoked_retaliate_influence_lose_perc	1.0000
political_event_suicide_condolences_money_base_cost	500.0000
political_event_suicide_condolences_money_max_cost	4800.0000
political_event_suicide_condolences_money_multiplier_cost	5.0000
political_event_suicide_condolences_party_loyalty_gain	2.0000
political_event_suicide_condolences_party_loyalty_gain_turns	2.0000
political_event_suicide_donothing_party_loyalty_lose	2.0000
political_event_suicide_donothing_party_loyalty_lose_turns	2.0000
political_event_suicide_target_max_gravitas_requirement	11.0000
politician_bodyguard_replenishment_rate	30.0000
politics_power_ratio_political_contribution	0.5000
pop_growth_for_spawn	25.0000
prestige_famous_battle_defeat_value	0.0000
prestige_famous_battle_victory_value	0.0000
prestige_limit_faction_leader_honour	0.0000
prestige_limit_famous_battles	0.0000
prestige_limit_infrastructure	0.0000
prestige_region_value_bonus_original_home_region	2.0000
prestige_region_value_bonus_province_capital	1.0000
prestige_region_value_domination_easy	1.0000
prestige_region_value_domination_hard	1.0000
prestige_region_value_domination_normal	1.0000
prestige_region_value_easy	1.0000
prestige_region_value_hard	1.0000
prestige_region_value_normal	1.0000
prestige_region_value_short_easy	1.0000
prestige_region_value_short_hard	1.0000
prestige_region_value_short_normal	1.0000
prestige_vassal_region_value	1.0000
primary_slot_building_religion_conversion_cost_mod_lower_bound	0.2000
primary_slot_building_religion_conversion_cost_mod_upper_bound	1.4000
province_development_threshold_cal_points_addition	3.0000
province_development_threshold_calc_points_multiplier	2.0000
province_public_order_base_repression_threshold	-100.0000
province_public_order_base_satisfaction_threshold	100.0000
province_public_order_max_repression_threshold	-100.0000
province_public_order_max_satisfaction_threshold	100.0000
province_public_order_min_repression_threshold	-100.0000
province_public_order_min_satisfaction_threshold	100.0000
province_public_order_rebellion_defeated_region_not_owned_not_spawned_crackdown	2.0000
province_public_order_rebellion_defeated_region_not_owned_spawned_crackdown	4.0000
province_public_order_rebellion_defeated_region_owned_not_spawned_crackdown	6.0000
province_public_order_rebellion_defeated_region_owned_spawned_crackdown	8.0000
public_order_luxury_resource_available_attitude	0.0000
public_order_luxury_resource_production_attitude	0.0000
public_order_luxury_resource_value	50.0000
raid_faction_diplomatic_penalty	20.0000
raid_faction_province_development_penalty	-5.0000
raid_faction_province_public_order_penalty	-10.0000
raid_max_radius	6.0000
raid_own_faction_trade_route_value_mod	0.2500
raid_radius	10.0000
raid_settlement_base_value	5.0000
raid_settlement_trade_income_percentage	25.0000
raid_trade_route_base_value	5.0000
raid_trade_route_value_percentage	25.0000
raze_main_and_port_building_damage_level	75.0000
rebel_budget_factor_army	0.2000
rebel_budget_factor_garrison	0.4000
rebel_budget_factor_settlement_buildings	350.0000
rebel_budget_factor_settlement_slot	600.0000
rebel_budget_factor_unhappiness	0.0000
recruitment_population_cost	0.0000
region_development_growth_base_point	0.0000
region_gdp_trade_piracy_effect_contested	60.0000
region_gdp_trade_piracy_effect_controlled	10.0000
region_gdp_trade_piracy_effect_shared	30.0000
region_sanitation_plague_chance_modifier	0.0000
reinforcement_radius	1.0000
religion_drift	0.1000
replenishment_base_land	2.0000
replenishment_base_sea	3.0000
replenishment_bonus_land_can_recruit_unit_owned_region	5.0000
replenishment_bonus_land_garrisoned_in_owned_province	2.0000
replenishment_bonus_land_garrisoned_in_shared_province	2.0000
replenishment_bonus_land_owned_region	2.0000
replenishment_bonus_sea_can_recruit_unit_owned_sea_region	5.0000
replenishment_bonus_sea_garrisoned_in_owned_sea_region	8.0000
replenishment_bonus_sea_garrisoned_in_shared_sea_region	5.0000
replenishment_bonus_sea_owned_sea_region	2.0000
rounds_between_taking_kyoto_and_becoming_shogun	4.0000
rounds_to_hold_office_before_loss_hits_loyalty	4.0000
sea_region_control_status_contested_recruitment_cost_mod	10.0000
sea_region_control_status_controlled_recruitment_cost_mod	-5.0000
sea_region_control_status_shared_recruitment_cost_mod	0.0000
settlement_auto_repair_building_health_points_per_round	0.5000
settlement_development_point_cost_secondary_slot_1	1.0000
settlement_development_point_cost_secondary_slot_1_province_capital	1.0000
settlement_development_point_cost_secondary_slot_2	4.0000
settlement_development_point_cost_secondary_slot_2_province_capital	3.0000
settlement_development_point_cost_secondary_slot_3	7.0000
settlement_development_point_cost_secondary_slot_3_province_capital	5.0000
settlement_development_point_cost_secondary_slot_4	9.0000
settlement_development_point_cost_secondary_slot_4_province_capital	7.0000
settlement_looting_base_loot	0.0000
settlement_looting_pct_region_gdp	0.1500
settlement_looting_pct_region_gdp_reduction	0.8000
settlement_looting_publicorder_reduction	20.0000
settlement_looting_region_gdp_reduction_turns	10.0000
settlement_looting_surrender_publicorder_reduction	10.0000
slave_points_mod	40.0000
stand_and_fight_max_unit_health_percentage	40.0000
state_gift_multiplier_linear	0.0300
state_gift_multiplier_quadratic	0.0000
state_religion_conversion_bonus	0.0000
tax_efficiency_province_capital_score	1.0000
tax_efficiency_regions_maximum	120.0000
tax_efficiency_regions_middle	40.0000
tax_efficiency_regions_minimum	3.0000
tax_efficiency_result_maximum_reduction	95.0000
tax_efficiency_result_middle_reduction	40.0000
tax_efficiency_result_minimum_reduction	5.0000
tech_first_in_culture_prestige_multiplier	1.0000
threat_effect_maximum	0.1500
threat_effect_minimum	0.0500
threat_effect_no_threat_multiplier	1.0500
threat_reputation_maximum	1.0000
threat_reputation_minimum	0.2500
threat_reputation_reduction	0.2500
threat_reputation_rounds_before_required_war	4.0000
threaten_modifier_ally_fame_multiplier	0.5000
threaten_modifier_base	40.0000
threaten_modifier_fame_contribution_base	70.0000
threaten_modifier_maximum	200.0000
threaten_modifier_minimum	20.0000
town_wealth_growth_discontent_reduction	25.0000
trade_commerce_raiding_maximum_raiding_permille	700.0000
trade_commerce_raiding_reduction_per_ship	0.9000
trade_demand_multiplier	0.0005
trade_luxury_resource_strategic_value	400.0000
trade_price_large_change_threshold	10.0000
trade_price_small_change_threshold	5.0000
trade_resource_region_gdp_contribution	0.0000
trade_route_internat_sea_length_limit	100000000.0000
trade_route_land_sea_bias	0.5000
trade_route_value_accumulator_proportion	0.0050
trade_route_value_combined_gdp_proportion	0.7500
trade_ship_resource_volume	10.0000
unilateral_diplomatic_gift_state_gift_proportion	0.5000
unit_first_in_culture_prestige_multiplier	1.0000
unit_minimum_strength	0.0500
unit_stat_accuracy_bonus_threshold_level_1	14.0000
unit_stat_accuracy_bonus_threshold_level_2	24.0000
unit_stat_armour_bonus_threshold_level_1	1.0000
unit_stat_armour_bonus_threshold_level_2	3.0000
unit_stat_charge_bonus_threshold_level_1	3.0000
unit_stat_charge_bonus_threshold_level_2	6.0000
unit_stat_melee_bonus_threshold_level_1	3.0000
unit_stat_melee_bonus_threshold_level_2	5.0000
unit_stat_morale_bonus_threshold_level_1	3.0000
unit_stat_morale_bonus_threshold_level_2	4.0000
upkeep_army_percent_for_enslaved_captured_units	40.0000
upkeep_army_percent_for_killed_captured_units	20.0000
upkeep_army_percent_for_released_captured_units	60.0000
zone_of_control_land_radius	3.5000
zone_of_control_naval_radius	3.5000
