region	religion	religion_zeal
rom_cartaginensis_bastetania	rom_religion_punic	1
rom_cartaginensis_celtiberia	rom_religion_iberian	1
rom_cartaginensis_edetania	rom_religion_iberian	1
rom_caucasia_albania	rom_religion_nomadic	1
rom_caucasia_colchis	rom_religion_hellenic	1
rom_caucasia_iberia	rom_religion_eastern	1
rom_celtica_aremorica	rom_religion_celtic	1
rom_celtica_lugdunensis	rom_religion_celtic	1
rom_celtica_lutetia	rom_religion_celtic	1
rom_chorasmia_korasmia	rom_religion_eastern	1
rom_chorasmia_transcaspia	rom_religion_eastern	1
rom_cilicia_cilicia	rom_religion_hellenic	1
rom_cilicia_cyprus	rom_religion_hellenic	1
rom_cilicia_pamphylia	rom_religion_hellenic	1
rom_cisalpina_insubria	rom_religion_celtic	1
rom_cisalpina_liguria	rom_religion_celtic	1
rom_cisalpina_venetia	rom_religion_latin	1
rom_corsica_et_sardinia_corsica	rom_religion_latin	1
rom_corsica_et_sardinia_sardinia	rom_religion_punic	1
rom_dacia_bastarnia	rom_religion_celtic	1
rom_dacia_dacia_inferior	rom_religion_balkan	1
rom_dacia_dacia_superior	rom_religion_balkan	3
rom_galatia_et_cappadocia_cappadocia	rom_religion_eastern	1
rom_galatia_et_cappadocia_commagene	rom_religion_eastern	1
rom_galatia_et_cappadocia_galatia	rom_religion_celtic	1
rom_galatia_et_cappadocia_lycaonia	rom_religion_hellenic	1
rom_gedrosia_gedrosia	rom_religion_eastern	1
rom_gedrosia_rhambacia	rom_religion_eastern	1
rom_germania_minor_germania_inferior	rom_religion_germanic	1
rom_germania_minor_germania_superior	rom_religion_germanic	1
rom_hellas_attiki	rom_religion_hellenic	3
rom_hellas_creta	rom_religion_hellenic	1
rom_hellas_peloponnesos	rom_religion_hellenic	1
rom_hercynia_hercynia_silva	rom_religion_celtic	1
rom_hercynia_luna_silva	rom_religion_celtic	1
rom_illyria_dalmatia	rom_religion_balkan	1
rom_illyria_illyria	rom_religion_balkan	1
rom_illyria_liburnia	rom_religion_balkan	1
rom_italia_etruria	rom_religion_latin	1
rom_italia_latium	rom_religion_latin	3
rom_italia_picenum	rom_religion_latin	1
rom_italia_samnium	rom_religion_latin	1
rom_libue_cyrenaica	rom_religion_hellenic	3
rom_libue_marmarica	rom_religion_african_arabian	1
rom_libue_oases	rom_religion_african_arabian	1
rom_libue_siwa	rom_religion_african_arabian	1
rom_lusitania_celtica	rom_religion_iberian	1
rom_lusitania_lusitania	rom_religion_iberian	1
rom_macedonia_epeiros	rom_religion_hellenic	1
rom_macedonia_makedonia	rom_religion_hellenic	3
rom_macedonia_thessalia	rom_religion_hellenic	1
rom_magna_germania_frisia	rom_religion_germanic	1
rom_magna_germania_silva_bacenis	rom_religion_germanic	1
rom_magna_germania_silva_nigra	rom_religion_germanic	1
rom_magna_graecia_bruttium	rom_religion_hellenic	1
rom_magna_graecia_calabria	rom_religion_latin	1
rom_magna_graecia_lilybaion	rom_religion_punic	1
rom_magna_graecia_sirako	rom_religion_hellenic	1
rom_mauretania_atlas	rom_religion_african_arabian	1
rom_mauretania_gaetulia	rom_religion_african_arabian	1
rom_mauretania_numidia	rom_religion_punic	1
rom_mauretania_tingitana	rom_religion_punic	1
rom_media_magna_atropatene	rom_religion_eastern	1
rom_media_magna_media	rom_religion_eastern	3
rom_media_magna_rhagau	rom_religion_eastern	1
rom_mesopotamia_athura	rom_religion_eastern	1
rom_mesopotamia_babylonia	rom_religion_eastern	1
rom_mesopotamia_mesene	rom_religion_eastern	1
rom_mesopotamia_osroene	rom_religion_hellenic	1
rom_nabataea_havilah	rom_religion_african_arabian	1
rom_nabataea_iudaea	rom_religion_hellenic	1
rom_nabataea_jordan	rom_religion_african_arabian	1
rom_nabataea_lihyan	rom_religion_african_arabian	1
rom_pannonia_pannonia_inferior	rom_religion_celtic	1
rom_pannonia_pannonia_superior	rom_religion_celtic	1
rom_pannonia_transdanubia	rom_religion_celtic	1
rom_parthia_astauene	rom_religion_eastern	1
rom_parthia_hyrcania	rom_religion_eastern	1
rom_parthia_parthia	rom_religion_eastern	1
rom_parthia_traxiane	rom_religion_eastern	1
rom_persis_elam	rom_religion_eastern	1
rom_persis_lyan	rom_religion_eastern	1
rom_persis_parsa	rom_religion_eastern	1
rom_phazania_tidamensi	rom_religion_african_arabian	1
rom_phazania_zinchecra	rom_religion_african_arabian	1
rom_ponto_caspia_cimmeria	rom_religion_hellenic	1
rom_ponto_caspia_didoya	rom_religion_nomadic	1
rom_ponto_caspia_oium	rom_religion_nomadic	1
rom_ponto_caspia_zyx	rom_religion_nomadic	1
rom_provincia_narbonensis	rom_religion_celtic	1
rom_provincia_transalpina	rom_religion_hellenic	1
rom_raetia_et_noricum_helvetia	rom_religion_celtic	1
rom_raetia_et_noricum_noricum	rom_religion_celtic	1
rom_raetia_et_noricum_raetia	rom_religion_celtic	1
rom_sarmatia_aestia	rom_religion_germanic	1
rom_sarmatia_galicia	rom_religion_germanic	1
rom_sarmatia_pripet	rom_religion_germanic	1
rom_scythia_scythia	rom_religion_nomadic	3
rom_scythia_turan	rom_religion_nomadic	1
rom_scythia_usturt	rom_religion_nomadic	1
rom_silesia_leda	rom_religion_germanic	1
rom_silesia_silesia	rom_religion_germanic	1
rom_suebia_bomeranorum	rom_religion_germanic	1
rom_suebia_cimbria	rom_religion_germanic	3
rom_suebia_lusatia	rom_religion_germanic	1
rom_suebia_rugia	rom_religion_germanic	1
rom_syria_aram	rom_religion_hellenic	1
rom_syria_eremos_syria	rom_religion_african_arabian	1
rom_syria_phonecia	rom_religion_hellenic	1
rom_syria_syria	rom_religion_hellenic	1
rom_tarraconensis_callaecia	rom_religion_celtic	1
rom_tarraconensis_cantabria	rom_religion_iberian	1
rom_tarraconensis_tarraconensis	rom_religion_iberian	1
rom_thracia_byzantion	rom_religion_balkan	1
rom_thracia_dardania	rom_religion_balkan	1
rom_thracia_moesia	rom_religion_balkan	1
rom_thracia_thracia	rom_religion_balkan	1
rom_transoxania_kangju	rom_religion_nomadic	1
rom_transoxania_sodgiana	rom_religion_nomadic	1
