key	texture_directory	building_category
carthage_v4_walls_piece01_destruct01	rigidmodels/buildings/textures	battle_building
carthage_warehouse_large_piece27_destruct01	rigidmodels/buildings/textures	battle_building
carthage_warehouse_medium_piece18_destruct01	rigidmodels/buildings/textures	battle_building
carthage_warehouse_small_piece26_destruct01	rigidmodels/buildings/textures	battle_building
carthage_wharf20m_piece32_destruct01	rigidmodels/buildings/textures	battle_building
carthage_wharf40m_piece33_destruct01	rigidmodels/buildings/textures	battle_building
cavalry_proxy	RigidModels\UI\Textures	3Dindicators
chariot_celtic_destroyed	rigidmodels/buildings/textures	battle_building
chariot_egyptian_destroyed	rigidmodels/buildings/textures	battle_building
chariot_generic_destroyed	rigidmodels/buildings/textures	battle_building
chariot_roman_destroyed	rigidmodels/buildings/textures	battle_building
choke_point_marker	RigidModels\WarscapeFrame\ai_hints\Textures	3Dindicators
cinematics_camp_fire_piece01_destruct01	rigidmodels/buildings/textures	battle_building
city_east_building_01	RigidModels\city_buildings\east\textures	battle_building
city_east_building_02	RigidModels\city_buildings\east\textures	battle_building
city_east_building_03	RigidModels\city_buildings\east\textures	battle_building
city_east_building_04	RigidModels\city_buildings\east\textures	battle_building
city_east_building_05	RigidModels\city_buildings\east\textures	battle_building
city_east_building_06	RigidModels\city_buildings\east\textures	battle_building
city_east_building_07	RigidModels\city_buildings\east\textures	battle_building
city_east_church	RigidModels\city_buildings\east\textures	battle_building
city_east_townhall	RigidModels\city_buildings\east\textures	battle_building
city_euro_building_01	RigidModels\city_buildings\euro\textures	battle_building
city_euro_building_02	RigidModels\city_buildings\euro\textures	battle_building
city_euro_building_03	RigidModels\city_buildings\euro\textures	battle_building
city_euro_building_04	RigidModels\city_buildings\euro\textures	battle_building
city_euro_building_05	RigidModels\city_buildings\euro\textures	battle_building
city_euro_building_06	RigidModels\city_buildings\euro\textures	battle_building
city_euro_building_07	RigidModels\city_buildings\euro\textures	battle_building
city_euro_church	RigidModels\city_buildings\euro\textures	battle_building
city_euro_townhall	RigidModels\city_buildings\euro\textures	battle_building
city_native_building_01	RigidModels\city_buildings\native\textures	battle_building
city_native_building_03	RigidModels\city_buildings\native\textures	battle_building
city_native_church	RigidModels\city_buildings\native\textures	battle_building
city_native_townhall	RigidModels\city_buildings\native\textures	battle_building
city_us_building_01	RigidModels\city_buildings\us\textures	battle_building
city_us_building_02	RigidModels\city_buildings\us\textures	battle_building
city_us_building_03	RigidModels\city_buildings\us\textures	battle_building
city_us_building_04	RigidModels\city_buildings\us\textures	battle_building
city_us_building_05	RigidModels\city_buildings\us\textures	battle_building
city_us_building_06	RigidModels\city_buildings\us\textures	battle_building
city_us_building_07	RigidModels\city_buildings\us\textures	battle_building
city_us_church	RigidModels\city_buildings\us\textures	battle_building
city_us_townhall	RigidModels\city_buildings\us\textures	battle_building
coast_sound_emitter_marker	RigidModels\WarscapeFrame\sound_emitters\textures	3Dindicators
combat_ratio	RigidModels/Flags/Textures/	incidental
cover_marker	RigidModels\WarscapeFrame\ai_hints\Textures	3Dindicators
crane_cinematics_piece01_destruct01	rigidmodels/buildings/textures	battle_building
crane_piece01_destruct01	rigidmodels/buildings/textures	battle_building
cylindrical_building01_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dead_ground_marker	RigidModels\WarscapeFrame\ai_hints\Textures	3Dindicators
defensive_line_marker	RigidModels\WarscapeFrame\ai_hints\Textures	3Dindicators
deployable_item_fougasse	RigidModels/DeployableItems/fougasse/Textures	battle_misc
dock_amphoras_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_barrels_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_cargo_1_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_cargo_2_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_cargo_3_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_corner_concav_1_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_corner_convex_1_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_end_left_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_end_right_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_fishing_shed_1_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_fishing_shed_2_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_fishing_shed_3_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_fishing_shed_platform_1_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_fishing_shed_platform_2_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_offset_left_1_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_offset_left_2_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_offset_right_1_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_offset_right_2_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_ship_shed_large_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_ship_shed_small_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_straight_1_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_straight_2_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_straight_3_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_straight_4_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_straight_5_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_warehouse_1_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_warehouse_2_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_wood_1_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_wood_2_piece01_destruct01	rigidmodels/buildings/textures	battle_building
dock_wood_3_piece01_destruct01	rigidmodels/buildings/textures	battle_building
double_block_houses_piece01_destruct01	rigidmodels/buildings/textures	battle_building
facing_arrow_proxy	RigidModels\UI\Textures	3Dindicators
famous_battle_event_marker_default	RigidModels/EventMarkers/Textures	campaign_event_markers
flag_capturepoint_cloth_crossbar	UI\3DUI\textures\default	battle_misc
flag_capturepoint_cloth_flag	UI\3DUI\textures\default	battle_misc
flag_capturepoint_cloth_pole	UI\3DUI\textures\default	battle_misc
flag_capturepoint_piece01_destruct01	rigidmodels/buildings/textures	battle_building
flat_roof_corner_house_piece01_destruct01	rigidmodels/buildings/textures	battle_building
flat_roof_double_block_piece01_destruct01	rigidmodels/buildings/textures	battle_building
flat_roof_long_block_piece01_destruct01	rigidmodels/buildings/textures	battle_building
flat_roof_steps_piece01_destruct01	rigidmodels/buildings/textures	battle_building
flat_roofed_houses02_piece01_destruct01	rigidmodels/buildings/textures	battle_building
flat_roofed_houses_piece01_destruct01	rigidmodels/buildings/textures	battle_building
fmv_cross1_piece01_destruct01	RigidModels\Buildings\AAA_TEXTURES	battle_building
fort_carthage_stockade_10_piece01_destruct01	rigidmodels/buildings/textures	battle_building
fort_rome_testv1_10_01_piece04_destruct01	rigidmodels/buildings/textures	battle_building
fort_rome_testv1_10_tower_piece06_destruct01	rigidmodels/buildings/textures	battle_building
fort_rome_testv1_20_01_piece07_destruct01	rigidmodels/buildings/textures	battle_building
fort_rome_testv1_20_01_piece07_destruct02	rigidmodels/buildings/textures	battle_building
fort_rome_testv1_40_01_piece01_destruct01	rigidmodels/buildings/textures	battle_building
fort_rome_testv1_40_01_piece01_destruct02	rigidmodels/buildings/textures	battle_building
fort_rome_testv1_80_01_piece08_destruct01	rigidmodels/buildings/textures	battle_building
fort_rome_testv1_80_01_piece08_destruct02	rigidmodels/buildings/textures	battle_building
fort_rome_testv1_corner90_piece02_destruct01	rigidmodels/buildings/textures	battle_building
fort_rome_testv1_gate01_piece03_destruct01	rigidmodels/buildings/textures	battle_building
fort_rome_testv1_gate01_piece09_destruct01_gate_closed	rigidmodels/buildings/textures	battle_building
fort_rome_testv1_gate01_piece09_destruct01_gate_open	rigidmodels/buildings/textures	battle_building
fort_rome_testv1_gate01_piece09_destruct02_gate_closed	rigidmodels/buildings/textures	battle_building
fort_rome_testv1_gate01_piece09_destruct02_gate_open	rigidmodels/buildings/textures	battle_building
fort_rome_testv1_gate02_piece05_destruct01	rigidmodels/buildings/textures	battle_building
fort_rome_testv1_gate02_piece10_destruct01_gate_closed	rigidmodels/buildings/textures	battle_building
fort_rome_testv1_gate02_piece10_destruct01_gate_open	rigidmodels/buildings/textures	battle_building
fort_rome_testv1_gate02_piece10_destruct02_gate_closed	rigidmodels/buildings/textures	battle_building
fort_rome_testv1_gate02_piece10_destruct02_gate_open	rigidmodels/buildings/textures	battle_building
fort_rome_testv1_gate02_piece11_destruct01_gate_closed	rigidmodels/buildings/textures	battle_building
fort_rome_testv1_gate02_piece11_destruct01_gate_open	rigidmodels/buildings/textures	battle_building
fort_rome_testv1_gate02_piece11_destruct02_gate_closed	rigidmodels/buildings/textures	battle_building
fort_rome_testv1_gate02_piece11_destruct02_gate_open	rigidmodels/buildings/textures	battle_building
fort_rome_testv2_10_01_piece04_destruct01	rigidmodels/buildings/textures	battle_building
fort_rome_testv2_40_01_piece01_destruct01	rigidmodels/buildings/textures	battle_building
fort_rome_testv2_barracks_piece07_destruct01	rigidmodels/buildings/textures	battle_building
fort_rome_testv2_corner90_piece02_destruct01	rigidmodels/buildings/textures	battle_building
fort_rome_testv2_gate01_piece03_destruct01	rigidmodels/buildings/textures	battle_building
fort_rome_testv2_gate01_piece09_destruct01_gate_closed	rigidmodels/buildings/textures	battle_building
fort_rome_testv2_gate01_piece09_destruct01_gate_open	rigidmodels/buildings/textures	battle_building
fort_rome_testv2_gate01_piece09_destruct02_gate_closed	rigidmodels/buildings/textures	battle_building
fort_rome_testv2_gate01_piece09_destruct02_gate_open	rigidmodels/buildings/textures	battle_building
fort_rome_testv2_house_piece08_destruct01	rigidmodels/buildings/textures	battle_building
fort_rome_testv2_principia_piece09_destruct01	rigidmodels/buildings/textures	battle_building
fountain_seats_piece01_destruct01	rigidmodels/buildings/textures	battle_building
garden_buildings_piece01_destruct01	rigidmodels/buildings/textures	battle_building
generic_circle	RigidModels/Flags/Textures/	incidental
good_cavalry_ground_marker	RigidModels\WarscapeFrame\ai_hints\Textures	3Dindicators
grapple	RigidModels/Projectile/empire_projectile_tex	projectiles
greek_agora_2storey_building01_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_agora_2storey_building01_piece01_destruct02	rigidmodels/buildings/textures	battle_building
greek_agora_2storey_building01_piece01_destruct03	rigidmodels/buildings/textures	battle_building
greek_agora_2storey_building02_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_agora_main_hall_big_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_agora_main_hall_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_agora_small_building01_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_apartment_balcony01_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_apartment_balcony02a_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_apartment_balcony02b_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_apartment_balcony02c_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_apartment_balcony03_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_apartment_build_over01_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_apartment_building01_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_apartment_building01b_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_apartment_building02-2_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_apartment_building02_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_apartment_building03_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_civic_wall_4m_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_civic_wall_8m_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_civic_wall_arched_door_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_civic_wall_corner_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_civic_wall_end_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_domestic_occupiable_10fps_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_domestic_occupiable_10fps_piece01_destruct02	rigidmodels/buildings/textures	battle_building
greek_domestic_occupiable_1_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_domestic_occupiable_1_piece01_destruct02	rigidmodels/buildings/textures	battle_building
greek_extras_porch01_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_extras_tower01_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_extras_tower02_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_extras_tower03_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_extras_towertop_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_flat_roof_1_storey_a_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_flat_roof_1_storey_b_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_flat_roof_2_storey_a_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_flat_roof_3_storey_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_fort_external_corner_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_fort_external_grid_to_angled_joiner_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_fort_gateway_e_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_fort_gateway_e_piece01_destruct02	rigidmodels/buildings/textures	battle_building
greek_fort_gateway_e_piece02_destruct01	rigidmodels/buildings/textures	battle_building
greek_fort_gateway_e_piece02_destruct02	rigidmodels/buildings/textures	battle_building
greek_fort_gateway_e_temp_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_fort_gateway_e_temp_piece01_destruct02	rigidmodels/buildings/textures	battle_building
greek_fort_gateway_e_temp_piece02_destruct01	rigidmodels/buildings/textures	battle_building
greek_fort_gateway_e_temp_piece02_destruct02	rigidmodels/buildings/textures	battle_building
greek_fort_internal_angled_to_grid_joiner_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_fort_internal_corner_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_fort_internal_grid_to_angled_joiner_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_fort_straight_e3_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_fort_straight_e3_piece01_destruct02	rigidmodels/buildings/textures	battle_building
greek_fort_straight_e3_piece01_destruct03	rigidmodels/buildings/textures	battle_building
greek_fort_straight_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_fort_straight_piece01_destruct02	rigidmodels/buildings/textures	battle_building
greek_fort_straight_piece01_destruct03	rigidmodels/buildings/textures	battle_building
greek_fort_straight_stepped_down_10m_square_bastion_a_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_fort_straight_stepped_up_10m_square_bastion_a_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_fort_straight_temp_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_fort_straight_temp_piece01_destruct02	rigidmodels/buildings/textures	battle_building
greek_fort_straight_temp_piece01_destruct03	rigidmodels/buildings/textures	battle_building
greek_fort_straight_with_doors_a_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_fort_straight_with_doors_a_piece01_destruct02	rigidmodels/buildings/textures	battle_building
greek_fort_straight_with_doors_a_piece01_destruct03	rigidmodels/buildings/textures	battle_building
greek_fort_straight_with_doors_a_temp_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_fort_straight_with_doors_a_temp_piece01_destruct02	rigidmodels/buildings/textures	battle_building
greek_fort_straight_with_doors_a_temp_piece01_destruct03	rigidmodels/buildings/textures	battle_building
greek_fort_straight_with_solid_squared_bastion_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_fort_straight_with_solid_squared_bastion_piece01_destruct02	rigidmodels/buildings/textures	battle_building
greek_fort_tower_b_corner_with_extension_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_fort_tower_c_straight_with_extension_30fps_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_fort_tower_c_straight_with_extension_30fps_piece01_destruct02	rigidmodels/buildings/textures	battle_building
greek_fort_tower_c_straight_with_extension_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_fort_tower_c_straight_with_extension_piece01_destruct02	rigidmodels/buildings/textures	battle_building
greek_fort_tower_end_left_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_fort_tower_end_right_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_freestanding_canopy_a_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_freestanding_canopy_b_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_gate_20m_01_piece03_destruct01	rigidmodels/buildings/textures	battle_building
greek_large_statue_broken_empty_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_large_statue_broken_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_pillar_wall_8m_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_pillar_wall_corner_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_pillar_wall_end_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_small_domestic_1_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_small_domestic_1_piece01_destruct02	rigidmodels/buildings/textures	battle_building
greek_small_domestic_1_piece01_destruct03	rigidmodels/buildings/textures	battle_building
greek_small_domestic_2_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_small_domestic_2_piece01_destruct02	rigidmodels/buildings/textures	battle_building
greek_small_domestic_2_piece01_destruct03	rigidmodels/buildings/textures	battle_building
greek_small_domestic_3_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_small_domestic_4_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_small_domestic_5_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_small_domestic_6_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_small_domestic_7_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_small_domestic_8_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_small_domestic_9_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_statue_augustus_large_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_statue_augustus_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_statue_broken_empty_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_statue_broken_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_statue_hera_large_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_statue_hera_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_statue_poseidon_large_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_torch_sconce_piece01_destruct01	rigidmodels/buildings/textures	battle_building
greek_tower_20m_01_piece02_destruct01	rigidmodels/buildings/textures	battle_building
greek_wall_20m_01_low_piece04_destruct01	rigidmodels/buildings/textures	battle_building
greek_wall_20m_01_medium_piece05_destruct01	rigidmodels/buildings/textures	battle_building
greek_wall_siegeladder_piece11_destruct01	rigidmodels/buildings/textures	battle_building
greek_wall_siegetower_piece12_destruct01	rigidmodels/buildings/textures	battle_building
half_cylinder_building01_piece01_destruct01	rigidmodels/buildings/textures	battle_building
hedge_small_1_piece01_destruct01	RigidModels\BattleFieldProps\Textures	battle_misc
hedge_small_2_piece01_destruct01	RigidModels\BattleFieldProps\Textures	battle_misc
hedge_small_4_piece01_destruct01	RigidModels\BattleFieldProps\Textures	battle_misc
hedge_small_8_piece01_destruct01	RigidModels\BattleFieldProps\Textures	battle_misc
hedge_small_end_piece01_destruct01	RigidModels\BattleFieldProps\Textures	battle_misc
hedge_small_piece01_destruct01	RigidModels\BattleFieldProps\Textures	battle_misc
hedge_winter_small_1_piece01_destruct01	RigidModels\BattleFieldProps\Textures\Winter	battle_misc
hedge_winter_small_2_piece01_destruct01	RigidModels\BattleFieldProps\Textures\Winter	battle_misc
hedge_winter_small_4_piece01_destruct01	RigidModels\BattleFieldProps\Textures\Winter	battle_misc
hedge_winter_small_8_piece01_destruct01	RigidModels\BattleFieldProps\Textures\Winter	battle_misc
hedge_winter_small_end_piece01_destruct01	RigidModels\BattleFieldProps\Textures\Winter	battle_misc
hedge_winter_small_piece01_destruct01	RigidModels\BattleFieldProps\Textures\Winter	battle_misc
hills01_a	RigidModels\outfield\terrain\textures	battle_misc
hills01_b	RigidModels\outfield\terrain\textures	battle_misc
hills01_c	RigidModels\outfield\terrain\textures	battle_misc
hills01_d	RigidModels\outfield\terrain\textures	battle_misc
hills02_a	RigidModels\outfield\terrain\textures	battle_misc
hills02_b	RigidModels\outfield\terrain\textures	battle_misc
hills02_c	RigidModels\outfield\terrain\textures	battle_misc
hills02_d	RigidModels\outfield\terrain\textures	battle_misc
hills03_a	RigidModels\outfield\terrain\textures	battle_misc
hills03_b	RigidModels\outfield\terrain\textures	battle_misc
hills03_c	RigidModels\outfield\terrain\textures	battle_misc
hills03_d	RigidModels\outfield\terrain\textures	battle_misc
hippodrome_building_piece01_destruct01	rigidmodels/buildings/textures	battle_building
hippodrome_foundation_piece01_destruct01	rigidmodels/buildings/textures	battle_building
hippodrome_piece01_destruct01	rigidmodels/buildings/textures	battle_building
hippodrome_plinth_piece01_destruct01	rigidmodels/buildings/textures	battle_building
hippodrome_shade_piece01_destruct01	rigidmodels/buildings/textures	battle_building
hippodrome_triple_arch_piece01_destruct01	rigidmodels/buildings/textures	battle_building
icon_can_construct	RigidModels/Flags/Textures/	campaign_template_extra
icon_port_blockade	RigidModels/CampaignBuildings/Textures/	campaign_building
icon_raiding	RigidModels/Flags/Textures/	campaign_template_extra
icon_trading	RigidModels/Flags/Textures/	campaign_template_extra
impassible_marker	RigidModels\WarscapeFrame\ai_hints\Textures	3Dindicators
infantry_proxy	RigidModels/UI/Textures	3Dindicators
islands01_a	RigidModels\outfield\terrain\textures	battle_misc
islands01_b	RigidModels\outfield\terrain\textures	battle_misc
islands01_c	RigidModels\outfield\terrain\textures	battle_misc
islands01_d	RigidModels\outfield\terrain\textures	battle_misc
l_paving_block_piece01_destruct01	rigidmodels/buildings/textures	battle_building
lantern_paper_big_b	RigidModels/VerletItems/textures/	battle_building
lantern_paper_big_b_cream	RigidModels/VerletItems/textures/	battle_building
lantern_paper_big_b_red	RigidModels/VerletItems/textures/	battle_building
large_arch_piece01_destruct01	rigidmodels/buildings/textures	battle_building
large_curved_building_piece01_destruct01	rigidmodels/buildings/textures	battle_building
large_flat_square_building_piece01_destruct01	rigidmodels/buildings/textures	battle_building
large_l_buildings_piece01_destruct01	rigidmodels/buildings/textures	battle_building
large_log_dry_piece01_destruct01	RigidModels\Buildings\AAA_TEXTURES	battle_building
large_log_piece01_destruct01	RigidModels\Buildings\AAA_TEXTURES	battle_building
large_long_building_piece01_destruct01	rigidmodels/buildings/textures	battle_building
large_pink_square_building_piece01_destruct01	rigidmodels/buildings/textures	battle_building
large_rectangle_flat_roof_piece01_destruct01	rigidmodels/buildings/textures	battle_building
large_roof_building_block_piece01_destruct01	rigidmodels/buildings/textures	battle_building
large_roof_tower_building_piece01_destruct01	rigidmodels/buildings/textures	battle_building
large_sloping_roof_building_piece01_destruct01	rigidmodels/buildings/textures	battle_building
large_square_roof_building_piece01_destruct01	rigidmodels/buildings/textures	battle_building
large_statue_piece01_destruct01	rigidmodels/buildings/textures	battle_building
large_tall_pink_tower_piece01_destruct01	rigidmodels/buildings/textures	battle_building
large_town_buildings01_piece01_destruct01	rigidmodels/buildings/textures	battle_building
large_town_buildings02_piece01_destruct01	rigidmodels/buildings/textures	battle_building
large_triangle_building_piece01_destruct01	rigidmodels/buildings/textures	battle_building
low_block_building_piece01_destruct01	rigidmodels/buildings/textures	battle_building
mangonel_destruction_model	RigidModels/artillery/Textures	battle_misc
market_stall_fish_market_piece01_destruct01	rigidmodels/buildings/textures	battle_building
market_stall_fruit_market_piece01_destruct01	rigidmodels/buildings/textures	battle_building
market_stall_pottery_market_piece01_destruct01	rigidmodels/buildings/textures	battle_building
mausauleum_building_piece01_destruct01	rigidmodels/buildings/textures	battle_building
mausauleum_piece01_destruct01	rigidmodels/buildings/textures	battle_building
mausauleum_steps_piece01_destruct01	rigidmodels/buildings/textures	battle_building
mausauleum_wall_piece01_destruct01	rigidmodels/buildings/textures	battle_building
medium_courtyard_building_piece01_destruct01	rigidmodels/buildings/textures	battle_building
medium_cylindrical_building_piece01_destruct01	rigidmodels/buildings/textures	battle_building
medium_double_block_piece01_destruct01	rigidmodels/buildings/textures	battle_building
medium_garden_courtyard_piece01_destruct01	rigidmodels/buildings/textures	battle_building
medium_log_dry_piece01_destruct01	RigidModels\Buildings\AAA_TEXTURES	battle_building
medium_log_piece01_destruct01	RigidModels\Buildings\AAA_TEXTURES	battle_building
medium_long_building_piece01_destruct01	rigidmodels/buildings/textures	battle_building
medium_small_long_building_piece01_destruct01	rigidmodels/buildings/textures	battle_building
medium_temple_piece01_destruct01	rigidmodels/buildings/textures	battle_building
medium_tower_building_piece01_destruct01	rigidmodels/buildings/textures	battle_building
medium_town_buildings01_piece01_destruct01	rigidmodels/buildings/textures	battle_building
medium_town_buildings02_piece01_destruct01	rigidmodels/buildings/textures	battle_building
medium_triple_arch_piece01_destruct01	rigidmodels/buildings/textures	battle_building
medium_u_foundation_piece01_destruct01	rigidmodels/buildings/textures	battle_building
medium_z_buildings_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_balcony_corner_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_balcony_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_door_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_floor_2x2m_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_floor_4x4m_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_floor_8x8m_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_floor_curved_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_floor_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_pillar_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_pillar_small_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_roof_corner_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_roof_end_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_roof_half_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_roof_massive_end_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_roof_massive_middle_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_roof_middle_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_roof_round_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_room_half_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_room_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_room_round_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_square_pillar_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_stairs_enterance_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_stairs_half_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_stairs_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_stairs_round_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_wall_corner_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_wall_end_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_wall_long_16m_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_wall_pannel_arch_piece01_destruct01	rigidmodels/buildings/textures	battle_building
modular_temple_wall_pannel_piece01_destruct01	rigidmodels/buildings/textures	battle_building
