issuer_key	mission_key
CLAN_ELDERS	objective_macedon_9_primary
CLAN_ELDERS	objective_masaesyli_1_primary
CLAN_ELDERS	objective_masaesyli_2_primary
CLAN_ELDERS	objective_masaesyli_3_primary
CLAN_ELDERS	objective_masaesyli_4_primary
CLAN_ELDERS	objective_masaesyli_5_primary
CLAN_ELDERS	objective_masaesyli_6_primary
CLAN_ELDERS	objective_masaesyli_7_primary
CLAN_ELDERS	objective_masaesyli_8_primary
CLAN_ELDERS	objective_masaesyli_9_primary
CLAN_ELDERS	objective_massagetae_1_primary
CLAN_ELDERS	objective_massagetae_2_primary
CLAN_ELDERS	objective_massagetae_3_primary
CLAN_ELDERS	objective_massagetae_4_primary
CLAN_ELDERS	objective_massagetae_5_primary
CLAN_ELDERS	objective_massagetae_6_primary
CLAN_ELDERS	objective_massagetae_7_primary
CLAN_ELDERS	objective_massagetae_8_primary
CLAN_ELDERS	objective_massagetae_9_primary
CLAN_ELDERS	objective_nabatea_1_primary
CLAN_ELDERS	objective_nabatea_2_primary
CLAN_ELDERS	objective_nabatea_3_primary
CLAN_ELDERS	objective_nabatea_4_primary
CLAN_ELDERS	objective_nabatea_5_primary
CLAN_ELDERS	objective_nabatea_6_primary
CLAN_ELDERS	objective_nabatea_7_primary
CLAN_ELDERS	objective_nabatea_8_primary
CLAN_ELDERS	objective_nabatea_9_primary
CLAN_ELDERS	objective_parthia_1_primary
CLAN_ELDERS	objective_parthia_2_primary
CLAN_ELDERS	objective_parthia_3_primary
CLAN_ELDERS	objective_parthia_4_primary
CLAN_ELDERS	objective_parthia_5_primary
CLAN_ELDERS	objective_parthia_6_primary
CLAN_ELDERS	objective_parthia_7_primary
CLAN_ELDERS	objective_parthia_8_primary
CLAN_ELDERS	objective_parthia_9_primary
CLAN_ELDERS	objective_pontus_1_primary
CLAN_ELDERS	objective_pontus_2_primary
CLAN_ELDERS	objective_pontus_3_primary
CLAN_ELDERS	objective_pontus_4_primary
CLAN_ELDERS	objective_pontus_5_primary
CLAN_ELDERS	objective_pontus_6_primary
CLAN_ELDERS	objective_pontus_7_primary
CLAN_ELDERS	objective_pontus_8_primary
CLAN_ELDERS	objective_pontus_9_primary
CLAN_ELDERS	objective_rome_1_primary
CLAN_ELDERS	objective_rome_2_primary
CLAN_ELDERS	objective_rome_3_primary
CLAN_ELDERS	objective_rome_4_primary
CLAN_ELDERS	objective_rome_5_primary
CLAN_ELDERS	objective_rome_6_primary
CLAN_ELDERS	objective_rome_7_primary
CLAN_ELDERS	objective_rome_8_primary
CLAN_ELDERS	objective_rome_9_primary
CLAN_ELDERS	objective_roxolani_1_primary
CLAN_ELDERS	objective_roxolani_2_primary
CLAN_ELDERS	objective_roxolani_3_primary
CLAN_ELDERS	objective_roxolani_4_primary
CLAN_ELDERS	objective_roxolani_5_primary
CLAN_ELDERS	objective_roxolani_6_primary
CLAN_ELDERS	objective_roxolani_7_primary
CLAN_ELDERS	objective_roxolani_8_primary
CLAN_ELDERS	objective_roxolani_9_primary
CLAN_ELDERS	objective_saba_1_primary
CLAN_ELDERS	objective_saba_2_primary
CLAN_ELDERS	objective_saba_3_primary
CLAN_ELDERS	objective_saba_4_primary
CLAN_ELDERS	objective_saba_5_primary
CLAN_ELDERS	objective_saba_6_primary
CLAN_ELDERS	objective_saba_7_primary
CLAN_ELDERS	objective_saba_8_primary
CLAN_ELDERS	objective_saba_9_primary
CLAN_ELDERS	objective_scythia_1_primary
CLAN_ELDERS	objective_scythia_2_primary
CLAN_ELDERS	objective_scythia_3_primary
CLAN_ELDERS	objective_scythia_4_primary
CLAN_ELDERS	objective_scythia_5_primary
CLAN_ELDERS	objective_scythia_6_primary
CLAN_ELDERS	objective_scythia_7_primary
CLAN_ELDERS	objective_scythia_8_primary
CLAN_ELDERS	objective_scythia_9_primary
CLAN_ELDERS	objective_seleucid_1_primary
CLAN_ELDERS	objective_seleucid_2_primary
CLAN_ELDERS	objective_seleucid_3_primary
CLAN_ELDERS	objective_seleucid_4_primary
CLAN_ELDERS	objective_seleucid_5_primary
CLAN_ELDERS	objective_seleucid_6_primary
CLAN_ELDERS	objective_seleucid_7_primary
CLAN_ELDERS	objective_seleucid_8_primary
CLAN_ELDERS	objective_seleucid_9_primary
CLAN_ELDERS	objective_sparta_1_primary
CLAN_ELDERS	objective_sparta_2_primary
CLAN_ELDERS	objective_sparta_3_primary
CLAN_ELDERS	objective_sparta_4_primary
CLAN_ELDERS	objective_sparta_5_primary
CLAN_ELDERS	objective_sparta_6_primary
CLAN_ELDERS	objective_sparta_7_primary
CLAN_ELDERS	objective_sparta_8_primary
CLAN_ELDERS	objective_sparta_9_primary
CLAN_ELDERS	pro_destroy_rebels
CLAN_ELDERS	rom_victory_mission_cultural_victory
CLAN_ELDERS	rom_victory_mission_economic_victory
CLAN_ELDERS	rom_victory_mission_military_victory
CLAN_ELDERS	saba_victory_mission_cultural_victory
CLAN_ELDERS	saba_victory_mission_economic_victory
CLAN_ELDERS	saba_victory_mission_military_victory
CLAN_ELDERS	senate_all_pirates_of_the_mediterranean
CLAN_ELDERS	senate_all_pirates_of_the_north
CLAN_ELDERS	senate_all_pirates_of_the_orient
CLAN_ELDERS	senate_arv_defend_nemossos
CLAN_ELDERS	senate_arv_recapture_nemossos
CLAN_ELDERS	senate_ath_defend_athens
CLAN_ELDERS	senate_ath_recapture_athens
CLAN_ELDERS	senate_bak_defend_baktra
CLAN_ELDERS	senate_bak_recapture_baktra
CLAN_ELDERS	senate_bar_balance_strength_artillery
CLAN_ELDERS	senate_bar_balance_strength_artillery_ship
CLAN_ELDERS	senate_bar_balance_strength_assault_ship
CLAN_ELDERS	senate_bar_balance_strength_cavalry
CLAN_ELDERS	senate_bar_balance_strength_infantry
CLAN_ELDERS	senate_bar_balance_strength_support_ship
CLAN_ELDERS	senate_bar_capture_region_random_enemy
CLAN_ELDERS	senate_bar_military_might
CLAN_ELDERS	senate_bar_muster_army
CLAN_ELDERS	senate_bar_naval_supremacy
CLAN_ELDERS	senate_bar_protect_lands
CLAN_ELDERS	senate_bar_raise_fleet
CLAN_ELDERS	senate_bar_research_civil_construction
CLAN_ELDERS	senate_bar_research_civil_economy
CLAN_ELDERS	senate_bar_research_civil_philosophy
CLAN_ELDERS	senate_bar_research_military_management
CLAN_ELDERS	senate_bar_research_military_siege
CLAN_ELDERS	senate_bar_research_military_tactics
CLAN_ELDERS	senate_bri_construct_building_cultural
CLAN_ELDERS	senate_bri_construct_building_economic
CLAN_ELDERS	senate_bri_construct_building_military
CLAN_ELDERS	senate_bri_recruit_champion
CLAN_ELDERS	senate_bri_recruit_dignitary
CLAN_ELDERS	senate_bri_recruit_spy
CLAN_ELDERS	senate_briton_common_interest
CLAN_ELDERS	senate_car_construct_building_cultural
CLAN_ELDERS	senate_car_construct_building_economic
CLAN_ELDERS	senate_car_construct_building_military
CLAN_ELDERS	senate_car_defend_carthage
CLAN_ELDERS	senate_car_muster_army
CLAN_ELDERS	senate_car_raise_fleet
CLAN_ELDERS	senate_car_recapture_carthage
CLAN_ELDERS	senate_car_recruit_champion
CLAN_ELDERS	senate_car_recruit_dignitary
CLAN_ELDERS	senate_car_recruit_dignitary_hannibal
CLAN_ELDERS	senate_car_recruit_spy
CLAN_ELDERS	senate_cel_nectar_of_the_gods
CLAN_ELDERS	senate_celtiberian_common_interest
CLAN_ELDERS	senate_celtic_common_interest
CLAN_ELDERS	senate_civ_balance_strength_artillery
CLAN_ELDERS	senate_civ_balance_strength_artillery_ship
CLAN_ELDERS	senate_civ_balance_strength_assault_ship
CLAN_ELDERS	senate_civ_balance_strength_cavalry
CLAN_ELDERS	senate_civ_balance_strength_infantry
CLAN_ELDERS	senate_civ_balance_strength_support_ship
CLAN_ELDERS	senate_civ_protect_lands
CLAN_ELDERS	senate_daco_thracian_common_interest
CLAN_ELDERS	senate_eas_capture_region_random_enemy
CLAN_ELDERS	senate_eas_common_interest
CLAN_ELDERS	senate_eas_military_might
CLAN_ELDERS	senate_eas_muster_army
CLAN_ELDERS	senate_eas_naval_supremacy
CLAN_ELDERS	senate_eas_raise_fleet
CLAN_ELDERS	senate_eas_research_civil_construction
CLAN_ELDERS	senate_eas_research_civil_economy
CLAN_ELDERS	senate_eas_research_civil_philosophy
CLAN_ELDERS	senate_eas_research_military_management
CLAN_ELDERS	senate_eas_research_military_siege
CLAN_ELDERS	senate_eas_research_military_tactics
CLAN_ELDERS	senate_egy_construct_building_cultural
CLAN_ELDERS	senate_egy_construct_building_economic
CLAN_ELDERS	senate_egy_construct_building_military
CLAN_ELDERS	senate_egy_defend_alexandria
CLAN_ELDERS	senate_egy_muster_army
CLAN_ELDERS	senate_egy_raise_fleet
CLAN_ELDERS	senate_egy_recapture_alexandria
CLAN_ELDERS	senate_egy_recruit_champion
CLAN_ELDERS	senate_egy_recruit_dignitary
CLAN_ELDERS	senate_egy_recruit_spy
CLAN_ELDERS	senate_epi_defend_apollonia
CLAN_ELDERS	senate_epi_recapture_apollonia
CLAN_ELDERS	senate_gal_construct_building_cultural
CLAN_ELDERS	senate_gal_construct_building_economic
CLAN_ELDERS	senate_gal_construct_building_military
CLAN_ELDERS	senate_gal_recruit_champion
CLAN_ELDERS	senate_gal_recruit_dignitary
CLAN_ELDERS	senate_gal_recruit_spy
CLAN_ELDERS	senate_gaul_common_interest
CLAN_ELDERS	senate_ger_construct_building_cultural
CLAN_ELDERS	senate_ger_construct_building_economic
CLAN_ELDERS	senate_ger_construct_building_military
CLAN_ELDERS	senate_ger_recruit_champion
CLAN_ELDERS	senate_ger_recruit_dignitary
CLAN_ELDERS	senate_ger_recruit_spy
CLAN_ELDERS	senate_germanic_common_interest
CLAN_ELDERS	senate_gre_common_interest
CLAN_ELDERS	senate_hel_construct_building_cultural
CLAN_ELDERS	senate_hel_construct_building_economic
CLAN_ELDERS	senate_hel_construct_building_military
CLAN_ELDERS	senate_hel_muster_army
CLAN_ELDERS	senate_hel_raise_fleet
CLAN_ELDERS	senate_hel_recruit_champion
CLAN_ELDERS	senate_hel_recruit_dignitary
CLAN_ELDERS	senate_hel_recruit_spy
CLAN_ELDERS	senate_ice_defend_camulodunon
CLAN_ELDERS	senate_ice_recapture_camulodunon
CLAN_ELDERS	senate_illyrian_common_interest
CLAN_ELDERS	senate_mac_construct_building_cultural
CLAN_ELDERS	senate_mac_construct_building_economic
CLAN_ELDERS	senate_mac_construct_building_military
CLAN_ELDERS	senate_mac_defend_pella
CLAN_ELDERS	senate_mac_muster_army
CLAN_ELDERS	senate_mac_raise_fleet
CLAN_ELDERS	senate_mac_recapture_pella
CLAN_ELDERS	senate_mac_recruit_champion
CLAN_ELDERS	senate_mac_recruit_dignitary
CLAN_ELDERS	senate_mac_recruit_spy
CLAN_ELDERS	senate_med_capture_region_random_enemy
CLAN_ELDERS	senate_med_military_might
CLAN_ELDERS	senate_med_naval_supremacy
CLAN_ELDERS	senate_med_research_civil_construction
CLAN_ELDERS	senate_med_research_civil_economy
CLAN_ELDERS	senate_med_research_civil_philosophy
CLAN_ELDERS	senate_med_research_military_management
CLAN_ELDERS	senate_med_research_military_siege
CLAN_ELDERS	senate_med_research_military_tactics
CLAN_ELDERS	senate_nom_capture_region_random_enemy
CLAN_ELDERS	senate_nom_common_interest
CLAN_ELDERS	senate_nom_military_might
CLAN_ELDERS	senate_nom_muster_army
CLAN_ELDERS	senate_nom_naval_supremacy
CLAN_ELDERS	senate_nom_raise_fleet
CLAN_ELDERS	senate_nom_recruit_champion
CLAN_ELDERS	senate_nom_recruit_dignitary
CLAN_ELDERS	senate_nom_recruit_spy
CLAN_ELDERS	senate_nom_research_civil_construction
CLAN_ELDERS	senate_nom_research_civil_economy
CLAN_ELDERS	senate_nom_research_civil_philosophy
CLAN_ELDERS	senate_nom_research_military_management
CLAN_ELDERS	senate_nom_research_military_siege
CLAN_ELDERS	senate_nom_research_military_tactics
CLAN_ELDERS	senate_par_construct_building_cultural
CLAN_ELDERS	senate_par_construct_building_economic
CLAN_ELDERS	senate_par_construct_building_military
CLAN_ELDERS	senate_par_defend_nisa
CLAN_ELDERS	senate_par_recapture_nisa
CLAN_ELDERS	senate_par_recruit_champion
CLAN_ELDERS	senate_par_recruit_dignitary
CLAN_ELDERS	senate_par_recruit_spy
CLAN_ELDERS	senate_pon_construct_building_cultural
CLAN_ELDERS	senate_pon_construct_building_economic
CLAN_ELDERS	senate_pon_construct_building_military
CLAN_ELDERS	senate_pon_defend_amaseia
CLAN_ELDERS	senate_pon_recapture_amaseia
CLAN_ELDERS	senate_pon_recruit_champion
CLAN_ELDERS	senate_pon_recruit_dignitary
CLAN_ELDERS	senate_pon_recruit_spy
CLAN_ELDERS	senate_rom_breadbasket
CLAN_ELDERS	senate_rom_capture_region_random_enemy
CLAN_ELDERS	senate_rom_construct_building_cultural
CLAN_ELDERS	senate_rom_construct_building_economic
CLAN_ELDERS	senate_rom_construct_building_military
CLAN_ELDERS	senate_rom_defend_rome
CLAN_ELDERS	senate_rom_military_might
CLAN_ELDERS	senate_rom_muster_army
CLAN_ELDERS	senate_rom_naval_supremacy
CLAN_ELDERS	senate_rom_raise_fleet
CLAN_ELDERS	senate_rom_recapture_rome
CLAN_ELDERS	senate_rom_recruit_champion
CLAN_ELDERS	senate_rom_recruit_dignitary
CLAN_ELDERS	senate_rom_recruit_spy
CLAN_ELDERS	senate_rom_research_civil_construction
CLAN_ELDERS	senate_rom_research_civil_economy
CLAN_ELDERS	senate_rom_research_civil_philosophy
CLAN_ELDERS	senate_rom_research_military_management
CLAN_ELDERS	senate_rom_research_military_siege
CLAN_ELDERS	senate_rom_research_military_tactics
CLAN_ELDERS	senate_sel_defend_antioch
CLAN_ELDERS	senate_sel_recapture_antioch
CLAN_ELDERS	senate_spa_construct_building_cultural
CLAN_ELDERS	senate_spa_construct_building_economic
CLAN_ELDERS	senate_spa_construct_building_military
CLAN_ELDERS	senate_spa_defend_sparta
CLAN_ELDERS	senate_spa_muster_army
CLAN_ELDERS	senate_spa_raise_fleet
CLAN_ELDERS	senate_spa_recapture_sparta
CLAN_ELDERS	senate_spa_recruit_champion
CLAN_ELDERS	senate_spa_recruit_dignitary
CLAN_ELDERS	senate_spa_recruit_spy
CLAN_ELDERS	senate_sue_defend_lupfurdum
CLAN_ELDERS	senate_sue_recapture_lupfurdum
