key	type	applies_to	transferrable	unique_to_world	unique_to_faction	precedence	start_date	end_date	avatar_skill	avatar_special_ability	legendary_item	mp_exclusive	is_wife_ancillary	is_husband_ancillary	is_diplomatic_ancillary	is_dynastic_ancillary	spouse_subculture	category	min_starting_age	max_starting_age	min_expiry_age	max_expiry_age	spouse_type
r2_sp_anc_all_traitor_roman_patrician	Ancillary_Old_Man_Civil	REPLACE_ME_112129	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_traitor_roman_plebian	Ancillary_Old_Man_Civil	REPLACE_ME_112214	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_trinket_merchant	Ancillary_Berber_Warrior	general	true	false	false	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_wife_ambitious	Ancillary_Young_woman_Barb	REPLACE_ME_112214	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	regular
r2_sp_anc_all_wife_arrogant	Ancillary_Young_woman_Barb	REPLACE_ME_112214	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	regular
r2_sp_anc_all_wife_clever	Ancillary_Young_woman_Barb	REPLACE_ME_112214	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	regular
r2_sp_anc_all_wife_diplomatic_TEST	Ancillary_Young_woman_Barb	general	false	false	false	1	-10000	10000			false	false	true	false	true	false		default	16	30	30	50	diplomatic
r2_sp_anc_all_wife_drunkard	Ancillary_Young_woman_Barb	REPLACE_ME_112214	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	regular
r2_sp_anc_all_wife_dynastic	Ancillary_Young_Woman_Civ_Rich	general	false	false	false	1	-10000	10000			false	false	true	false	false	true		default	16	30	30	50	dynastic
r2_sp_anc_all_wife_faithful	Ancillary_Young_woman_Barb	REPLACE_ME_112214	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	regular
r2_sp_anc_all_wife_fertile	Ancillary_Young_woman_Barb	REPLACE_ME_112214	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	regular
r2_sp_anc_all_wife_great_beauty	Ancillary_Young_woman_Barb	REPLACE_ME_112214	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	regular
r2_sp_anc_all_wife_harridan_nag	Ancillary_Kate	REPLACE_ME_112214	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	regular
r2_sp_anc_all_wife_poisoner	Ancillary_Young_woman_Barb	REPLACE_ME_112214	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	regular
r2_sp_anc_all_wife_pol_ambitious	Ancillary_Young_woman_Barb	REPLACE_ME_112214	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	political
r2_sp_anc_all_wife_pol_arrogant	Ancillary_Young_woman_Barb	REPLACE_ME_112214	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	political
r2_sp_anc_all_wife_pol_clever	Ancillary_Young_woman_Barb	REPLACE_ME_112214	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	political
r2_sp_anc_all_wife_pol_drunkard	Ancillary_Young_woman_Barb	REPLACE_ME_112214	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	political
r2_sp_anc_all_wife_pol_faithful	Ancillary_Young_woman_Barb	REPLACE_ME_112214	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	political
r2_sp_anc_all_wife_pol_fertile	Ancillary_Young_woman_Barb	REPLACE_ME_112214	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	political
r2_sp_anc_all_wife_pol_great_beauty	Ancillary_Young_woman_Barb	REPLACE_ME_112214	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	political
r2_sp_anc_all_wife_pol_harridan_nag	Ancillary_Kate	REPLACE_ME_112214	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	political
r2_sp_anc_all_wife_pol_poisoner	Ancillary_Young_woman_Barb	REPLACE_ME_112214	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	political
r2_sp_anc_all_wife_pol_quiet	Ancillary_Young_woman_Barb	REPLACE_ME_112214	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	political
r2_sp_anc_all_wife_pol_religious	Ancillary_Young_woman_Barb	REPLACE_ME_112214	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	political
r2_sp_anc_all_wife_pol_shrew	Ancillary_Young_woman_Barb	REPLACE_ME_112214	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	political
r2_sp_anc_all_wife_quiet	Ancillary_Young_woman_Barb	REPLACE_ME_112214	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	regular
r2_sp_anc_all_wife_religious	Ancillary_Young_woman_Barb	REPLACE_ME_112214	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	regular
r2_sp_anc_all_wife_shrew	Ancillary_Young_woman_Barb	REPLACE_ME_112214	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	regular
r2_sp_anc_all_wise_rabbi	Ancillary_Old_Man_Civil	general	true	false	false	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_armenian_religion_vahakan	Ancillary_Becloaked_Figure	REPLACE_ME_112418	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_ambassador	Ancillary_Old_Man_Barb	REPLACE_ME_161212	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_army_guard	Ancillary_Barbarian_Warrior	REPLACE_ME_112732	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_barbarian_army_hero_celt	Ancillary_Barbarian_Warrior	REPLACE_ME_134907	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_barbarian_army_hero_chris_knight	Ancillary_Chris_Knight	REPLACE_ME_135036	false	true	false	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_army_hero_gian	Ancillary_Tim_Hough	REPLACE_ME_134957	false	true	false	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_army_hero_old	Ancillary_Old_Man_Barb	REPLACE_ME_134359	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_barbarian_army_hero_tim	Ancillary_Tim_Hough	REPLACE_ME_120528	false	true	false	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_army_hero_will	Ancillary_Will_Overgard	REPLACE_ME_135112	false	true	false	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_army_sword	Ancillary_Weapons_Long_Sword	REPLACE_ME_162555	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_barbarian_army_swordbearer	Ancillary_Weapons_Long_Sword	REPLACE_ME_113108	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_barbarian_army_warrior_famous	Ancillary_Barbarian_Warrior	REPLACE_ME_112827	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_barbarian_arts_bard	Ancillary_Old_Man_Barb	REPLACE_ME_113006	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_arts_bard_biographer	Ancillary_Old_Man_Barb	REPLACE_ME_113200	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_arts_menhir	Ancillary_Old_Man_Barb	REPLACE_ME_113259	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_astrologer	Ancillary_Becloaked_Figure	REPLACE_ME_153346	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_astronomer	Ancillary_Becloaked_Figure	REPLACE_ME_153430	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_bard	Ancillary_Old_Man_Barb	REPLACE_ME_153625	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_black_cauldron	Ancillary_Cauldron	REPLACE_ME_134746	true	true	false	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_barbarian_childhood_friend	Ancillary_Barbarian_Warrior	REPLACE_ME_123238	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_barbarian_govt_scribe	Ancillary_Young_Man_Civ_Poor	REPLACE_ME_113336	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_govt_translator	Ancillary_Young_Man_Barb	REPLACE_ME_113449	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_hazel_shells	Ancillary_Crockery	REPLACE_ME_134822	true	true	false	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_barbarian_historian	Ancillary_Old_Man_Barb	REPLACE_ME_154021	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_house_musician	Ancillary_Young_Man_Barb	REPLACE_ME_113540	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_house_musician_gallic	Ancillary_Young_Man_Barb	REPLACE_ME_113640	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_house_old_man	Ancillary_Old_Man_Barb	REPLACE_ME_115450	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_husband_cunning	Ancillary_Young_Man_Barb	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	regular
r2_sp_anc_barbarian_husband_pol_cunning	Ancillary_Young_Man_Barb	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	political
r2_sp_anc_barbarian_husband_pol_priest	Ancillary_Chris_Knight	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	political
r2_sp_anc_barbarian_husband_pol_shieldman	Ancillary_Young_Man_Barb	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		apparel	16	30	30	50	political
r2_sp_anc_barbarian_husband_pol_swordman	Ancillary_Young_Man_Barb	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	political
r2_sp_anc_barbarian_husband_pol_uncanny	Ancillary_Young_Man_Barb	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	political
r2_sp_anc_barbarian_husband_priest	Ancillary_Chris_Knight	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	regular
r2_sp_anc_barbarian_husband_shieldman	Ancillary_Young_Man_Barb	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		apparel	16	30	30	50	regular
r2_sp_anc_barbarian_husband_swordman	Ancillary_Young_Man_Barb	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	regular
r2_sp_anc_barbarian_husband_uncanny	Ancillary_Young_Man_Barb	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	regular
r2_sp_anc_barbarian_item_bracelet	Ancillary_Torc	REPLACE_ME_160629	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_barbarian_item_bronze_mirror	Ancillary_Writing_Tablet	REPLACE_ME_162516	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_barbarian_item_chainmail_shirt	Ancillary_Chainmail	REPLACE_ME_161246	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_barbarian_item_drinking_horn	Ancillary_Drinking_Horn	REPLACE_ME_160742	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_barbarian_item_excalibur	Ancillary_Weapons_Long_Sword	REPLACE_ME_142317	false	true	false	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_barbarian_item_fish_sauce	Ancillary_Crockery	REPLACE_ME_162423	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_barbarian_item_god_hearth	Ancillary_Statuette	REPLACE_ME_115542	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_barbarian_item_heart	Ancillary_Heart	REPLACE_ME_115633	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_barbarian_item_horn	Ancillary_War_Horn	REPLACE_ME_120954	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_barbarian_item_limed_head	Ancillary_Severed_Head	REPLACE_ME_121043	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_barbarian_item_potion	Ancillary_Crockery	REPLACE_ME_162329	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_barbarian_item_skull_cup	Ancillary_Crockery	general	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_barbarian_item_solar_wheel_amulet	Ancillary_Amulet	REPLACE_ME_154103	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_barbarian_item_spear_wotan	Ancillary_Weapons_Pike	REPLACE_ME_121439	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_barbarian_item_torc	Ancillary_Torc	REPLACE_ME_160544	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_barbarian_item_war_helmet	Ancillary_Jewellery	REPLACE_ME_162245	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_barbarian_jeweller	Ancillary_Jewellery	REPLACE_ME_144208	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_barbarian_kate	Ancillary_Kate	REPLACE_ME_120648	true	true	false	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_magic_crone	Ancillary_Becloaked_Figure	REPLACE_ME_121531	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_metalworker	Ancillary_Old_Man_Barb	REPLACE_ME_144031	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_barbarian_midwife	Ancillary_Old_Woman_Barb	REPLACE_ME_134612	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_pelt_white_stag	Ancillary_Pelt	REPLACE_ME_134442	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_barbarian_pet_raven	Ancillary_Animal_Jackdaw	REPLACE_ME_121802	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_barbarian_playwright_1	Ancillary_Old_Man_Barb	REPLACE_ME_153510	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_playwright_2	Ancillary_Old_Man_Barb	REPLACE_ME_153548	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_poet	Ancillary_Young_Man_Civ_Poor	REPLACE_ME_153700	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_religion_britannia	Ancillary_Becloaked_Figure	REPLACE_ME_123342	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_religion_druid_shaman	Ancillary_Chris_Knight	REPLACE_ME_135404	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_religion_mabon	Ancillary_Becloaked_Figure	REPLACE_ME_134651	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_religion_shaman	Ancillary_Becloaked_Figure	REPLACE_ME_123152	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_religion_taranis	Ancillary_Becloaked_Figure	REPLACE_ME_135259	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_religion_wise_salmon	Ancillary_Animal_Fish	REPLACE_ME_121907	false	true	false	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_barbarian_road_builder	Ancillary_Young_Man_Barb	REPLACE_ME_142610	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_sheep	Ancillary_Animal_Sheep	REPLACE_ME_142524	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_barbarian_storyteller	Ancillary_Old_Man_Barb	REPLACE_ME_153739	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_wheelwright	Ancillary_Young_Man_Barb	REPLACE_ME_142656	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_barbarian_wife_cunning	Ancillary_Young_woman_Barb	general	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	regular
r2_sp_anc_barbarian_wife_pol_cunning	Ancillary_Young_woman_Barb	general	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	political
r2_sp_anc_barbarian_wife_pol_priestess	Ancillary_Young_woman_Barb	general	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	political
r2_sp_anc_barbarian_wife_pol_shieldmaid	Ancillary_Young_woman_Barb	general	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	political
r2_sp_anc_barbarian_wife_pol_swordmaid	Ancillary_Young_woman_Barb	general	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	political
r2_sp_anc_barbarian_wife_pol_uncanny	Ancillary_Young_woman_Barb	general	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	political
r2_sp_anc_barbarian_wife_priestess	Ancillary_Young_woman_Barb	general	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	regular
r2_sp_anc_barbarian_wife_shieldmaid	Ancillary_Young_woman_Barb	general	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	regular
r2_sp_anc_barbarian_wife_swordmaid	Ancillary_Young_woman_Barb	general	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	regular
r2_sp_anc_barbarian_wife_uncanny	Ancillary_Young_woman_Barb	general	false	false	true	1	-10000	10000			false	false	true	false	false	false		default	16	30	30	50	regular
r2_sp_anc_barbarian_witch_doctor	Ancillary_Old_Man_Barb	REPLACE_ME_142742	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_barbarian_woodworker	Ancillary_Young_Man_Barb	REPLACE_ME_144114	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_briton_army_hero_young_irish	Ancillary_Dylan	REPLACE_ME_161339	false	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_briton_army_trumpet_irish	Ancillary_War_Horn	REPLACE_ME_144245	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_briton_army_young_warrior_2	Ancillary_Dylan	REPLACE_ME_145141	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_briton_champion	Ancillary_Barbarian_Warrior	REPLACE_ME_130445	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_briton_judge_irish	Ancillary_Old_Man_Barb	REPLACE_ME_162113	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_briton_religion_belenus	Ancillary_Chris_Knight	REPLACE_ME_135143	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_briton_religion_druid_1	Ancillary_Chris_Knight	REPLACE_ME_130313	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_briton_religion_druid_2	Ancillary_Chris_Knight	REPLACE_ME_130357	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_celtic_army_trumpet	Ancillary_War_Horn	REPLACE_ME_144211	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_celtic_army_young_warrior	Ancillary_Young_Man_Barb	REPLACE_ME_144938	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_civilised_antikythera_device	Ancillary_Statuette	general	true	false	false	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_civilised_army_baldrick	Ancillary_Gladiator	REPLACE_ME_135515	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_civilised_army_brigand	Ancillary_Gladiator	REPLACE_ME_103046	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_civilised_army_diarist	Ancillary_Young_Man_Civ_Rich	REPLACE_ME_140518	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_civilised_army_explorer	Ancillary_Greek_Hoplite	REPLACE_ME_103620	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_civilised_army_hero	Ancillary_Greek_Hoplite	REPLACE_ME_115214	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_civilised_army_inventor	Ancillary_Old_Man_Civil	REPLACE_ME_115323	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_civilised_army_inventor_2	Ancillary_Young_Man_Civ_Rich	REPLACE_ME_115436	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_civilised_army_master_artillery	Ancillary_Roman_Pre_Marian	REPLACE_ME_115536	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_civilised_army_master_drill	Ancillary_Roman_Pre_Marian	REPLACE_ME_120149	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_civilised_army_master_engineer	Ancillary_Old_Man_Civil	REPLACE_ME_135932	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_civilised_army_messenger_galloper	Ancillary_Animal_Horse	REPLACE_ME_140030	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_civilised_army_messenger_runner	Ancillary_Young_Man_Civ_Poor	REPLACE_ME_140145	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_civilised_army_quartermaster	Ancillary_Old_Man_Civil	REPLACE_ME_140257	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_civilised_army_warrior_veteran	Ancillary_Greek_Hoplite	REPLACE_ME_140402	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_civilised_arts_biographer	Ancillary_Young_Man_Civ_Poor	REPLACE_ME_140821	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_civilised_arts_comedian	Ancillary_Young_Man_Civ_Rich	REPLACE_ME_140956	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_civilised_arts_historian	Ancillary_Old_Man_Civil	REPLACE_ME_141110	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_civilised_arts_jeweller	Ancillary_Jewellery	REPLACE_ME_141212	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_civilised_arts_librarian	Ancillary_Old_Man_Civil	REPLACE_ME_141314	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_civilised_arts_playwright	Ancillary_Young_Man_Civ_Rich	REPLACE_ME_141522	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_civilised_arts_satire	Ancillary_Young_Man_Civ_Rich	REPLACE_ME_141617	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_civilised_booze_merchant	Ancillary_Young_Man_Civ_Poor	REPLACE_ME_151841	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_civilised_bull_leaper_statuette	Ancillary_Mithras	general	true	false	false	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_civilised_creative_accountant	Ancillary_Young_Man_Civ_Rich	general	true	false	false	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_civilised_dioptra	Ancillary_Statuette	general	true	false	false	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_civilised_glassblower	Ancillary_Young_Man_Civ_Poor	REPLACE_ME_154920	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_civilised_govt_build_architect	Ancillary_Old_Man_Civil	REPLACE_ME_151935	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_civilised_govt_build_mason	Ancillary_Young_Man_Civ_Rich	REPLACE_ME_152041	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_civilised_govt_build_roads	Ancillary_Young_Man_Civ_Rich	REPLACE_ME_152134	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_civilised_govt_build_surveyor	Ancillary_Young_Man_Civ_Rich	REPLACE_ME_152253	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_civilised_govt_coin_expert	Ancillary_Old_Man_Civil	REPLACE_ME_152338	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_civilised_govt_engineer_mining	Ancillary_Young_Man_Civ_Poor	REPLACE_ME_152440	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_civilised_govt_engineer_water	Ancillary_Young_Man_Civ_Poor	REPLACE_ME_152541	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_civilised_govt_farmer	Ancillary_Young_Man_Civ_Poor	REPLACE_ME_152800	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_civilised_govt_foreigner	Ancillary_Young_Man_Civ_Rich	REPLACE_ME_153148	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
