key	chance_to_replenish	max_count	max_replenish_per_turn	unit_record
pun_merc_province_gre_vet_hoplites	0.2000	2	1	Mer_Gre_Vet_Hoplites
pun_merc_province_ibe_balearic_slingers	0.4000	4	2	Mer_Ibe_Balearic_Slingers
pun_merc_province_ibe_cantabrian_cav	0.5000	2	1	Mer_Ibe_Cantabrian_Cav
pun_merc_province_ibe_cav	0.5000	2	1	Mer_Ibe_Cav
pun_merc_province_ibe_scutarii	0.5000	4	2	Mer_Ibe_Scutarii
pun_merc_province_ibe_slingers	0.5000	4	2	Mer_Ibe_Slingers
pun_merc_province_ibe_swordsmen	0.4000	3	1	Mer_Ibe_Sword
pun_merc_province_ita_campanian_cav	0.5000	2	1	Mer_Ita_Campanian_Cavalry
pun_merc_province_ita_cav	0.5000	2	1	Mer_Ita_Cav
pun_merc_province_ita_etruscan_hoplites	0.4000	3	2	Mer_Ita_Etruscan_Hoplites
pun_merc_province_ita_samnite_warriors	0.4000	3	2	Mer_Ita_Samnite_Warriors
pun_merc_province_ita_spear	0.5000	4	2	Mer_Ita_Spear
pun_merc_province_naval_cel_raider	0.2500	2	1	Mer_Cel_Raider
pun_merc_province_naval_gal_raider	0.2500	2	1	Mer_Gal_Raider
pun_merc_province_naval_gre_raider	0.2500	2	1	Mer_Gre_Raider
pun_merc_province_naval_ibe_raider	0.2500	2	1	Mer_Ibe_Raider
pun_merc_province_naval_num_raider	0.2500	2	1	Mer_Num_Medium_Raider
pun_merc_province_num_cav	0.5000	3	2	Mer_Num_Cav
pun_merc_province_num_javelinmen	0.5000	4	2	Mer_Num_Javelinmen
rom_faction_carthage_ibe_noble_fighters	0.1500	2	1	Mer_Ibe_Noble_Fighters
rom_faction_carthage_ibe_scutarii	0.1500	3	1	Mer_Ibe_Scutarii
rom_faction_carthage_ibe_scutarii_cav	0.1500	3	1	Mer_Ibe_Scutarii_Cav
rom_faction_carthage_ita_sword	0.1500	3	1	Mer_Ita_Sword
rom_faction_carthage_num_noble_cav	0.1500	2	1	Mer_Num_Noble_Cav
rom_merc_beast_leopard	0.1500	3	1	Mer_Egy_Leopard_Warriors
rom_merc_beast_molossian	0.1500	3	1	Mer_Gre_Molossian_Dogs
rom_merc_beast_warhounds	0.1500	3	1	Mer_Cel_Warhounds
rom_merc_beast_wolf	0.1500	3	1	Mer_Ger_Wolf_Warriors
rom_merc_faction_arabian_grp_0	0.1500	4	1	Mer_Ara_Spear
rom_merc_faction_arabian_grp_1	0.1500	3	1	Mer_Ara_Cav
rom_merc_faction_assyrian_grp_0	0.1500	4	1	Mer_Eas_Hillmen
rom_merc_faction_assyrian_grp_1	0.0000	0	0	Mer_Eas_Javelinmen
rom_merc_faction_assyrian_grp_2	0.1500	3	1	Mer_Eas_Skirm_Cav
rom_merc_faction_bactrian_grp_0	0.1500	4	1	Mer_Bac_Hillmen
rom_merc_faction_bactrian_grp_1	0.1500	3	1	Mer_Bac_Light_Horse
rom_merc_faction_briton_grp_2	0.1500	3	1	Mer_Bri_Spear_Band
rom_merc_faction_briton_grp_3	0.0000	0	0	Mer_Bri_Slingers
rom_merc_faction_briton_grp_4	0.0000	0	0	Mer_Bri_Scout_Riders
rom_merc_faction_celtic_grp_0	0.1500	3	1	Mer_Cel_Warriors
rom_merc_faction_celtic_grp_3	0.0000	0	0	Mer_Cel_Skirm
rom_merc_faction_celtic_grp_4	0.0000	0	0	Mer_Cel_Light_Horse
rom_merc_faction_egyptian_grp_0	0.1500	4	1	Mer_Egy_Archers
rom_merc_faction_egyptian_grp_1	0.1500	3	1	Mer_Egy_Inf
rom_merc_faction_epirus_grp_0	0.1500	2	1	Mer_Ind_War_Elephants
rom_merc_faction_gallic_grp_1	0.1500	3	1	Mer_Gal_Light_Horse
rom_merc_faction_gallic_grp_3	0.1500	3	1	Mer_Gal_Warriors
rom_merc_faction_germanic_grp_1	0.1500	4	1	Mer_Ger_Longbow_Hunters
rom_merc_faction_germanic_grp_2	0.0000	0	0	Mer_Ger_Scout_Riders
rom_merc_faction_germanic_grp_3	0.1500	3	1	Mer_Ger_Spear_Brothers
rom_merc_faction_germanic_grp_4	0.1500	2	1	Mer_Ger_Spearwomen
rom_merc_faction_hellenic_grp_0	0.1500	3	1	Mer_Gre_Hoplites
rom_merc_faction_hellenic_grp_1	0.0000	0	0	Mer_Gre_Vet_Hoplites
rom_merc_faction_hellenic_grp_2	0.0000	0	0	Mer_Gre_Thureos_Spears
rom_merc_faction_hellenic_grp_3	0.0000	0	0	Mer_Gre_Peltasts
rom_merc_faction_hellenic_grp_4	0.0000	0	0	Mer_Gre_Citizen_Cav
rom_merc_faction_hellenic_grp_5	0.7500	2	1	Mer_Gre_Tarantine_Cav
rom_merc_faction_iberian_grp_0	0.4000	3	1	Mer_Ibe_Sword
rom_merc_faction_iberian_grp_2	0.5000	4	2	Mer_Ibe_Slingers
rom_merc_faction_iberian_grp_3	0.5000	2	1	Mer_Ibe_Cav
rom_merc_faction_illyrian_grp_0	0.1500	4	1	Mer_Ill_Cav
rom_merc_faction_illyrian_grp_1	0.1500	3	1	Mer_Ill_Coastal_Levies
rom_merc_faction_illyrian_grp_3	0.1500	3	1	Mer_Ill_Raiders
rom_merc_faction_italian_grp_0	0.1500	3	1	Mer_Ita_Spear
rom_merc_faction_italian_grp_1	0.7500	2	1	Mer_Ita_Cav
rom_merc_faction_naval_aethiopian_grp_0	0.1500	1	1	Mer_Aet_Raider
rom_merc_faction_naval_african_grp_0	0.1500	1	1	Mer_Afr_Raider
rom_merc_faction_naval_arabians_grp_0	0.1500	1	1	Mer_Ara_Raider
rom_merc_faction_naval_armenian_grp_0	0.1500	1	1	Mer_Arm_Raider
rom_merc_faction_naval_bactrian_grp_0	0.1500	1	1	Mer_Per_Galley
rom_merc_faction_naval_balkan_celts_grp_0	0.1500	1	1	Mer_Bal_Raider
rom_merc_faction_naval_belgae_grp_0	0.1500	1	1	Mer_Gal_Raider
rom_merc_faction_naval_boii_grp_0	0.1500	1	1	Mer_Boi_Raider
rom_merc_faction_naval_britons_grp_0	0.1500	1	1	Mer_Bri_Raider
rom_merc_faction_naval_caucasian_grp_0	0.1500	1	1	Mer_Cau_Raider
rom_merc_faction_naval_celtiberian_grp_0	0.1500	1	1	Mer_Cel_Raider
rom_merc_faction_naval_celtogermanic_grp_0	0.1500	1	1	Mer_Cel_Raider
rom_merc_faction_naval_cisalpine_celts_grp_0	0.1500	1	1	Mer_Cel_Raider
rom_merc_faction_naval_dacians_grp_0	0.1500	1	1	Mer_Dac_Raider
rom_merc_faction_naval_egyptian_grp_0	0.1500	1	1	Mer_Egy_Barge
rom_merc_faction_naval_egyptian_grp_1	0.1500	1	1	Mer_Egy_Nile_Barge
rom_merc_faction_naval_galatians_grp_0	0.1500	1	1	Mer_Gal_Raider
rom_merc_faction_naval_gauls_grp_0	0.1500	1	1	Mer_Gal_Medium_Raider
rom_merc_faction_naval_germanics_grp_0	0.1500	1	1	Mer_Ger_Raider
rom_merc_faction_naval_greek_grp_0	0.1500	1	1	Mer_Gre_Raider
rom_merc_faction_naval_hellenic_grp_0	0.1500	1	1	Mer_Hel_Raider
rom_merc_faction_naval_hellenic_grp_1	0.1500	1	1	Mer_Hel_Galley
rom_merc_faction_naval_iberian_grp_0	0.1500	1	1	Mer_Ibe_Raider
rom_merc_faction_naval_illyrians_grp_0	0.1500	1	1	Mer_Ill_Galley
rom_merc_faction_naval_italian_grp_0	0.1500	1	1	Mer_Lib_Galley
rom_merc_faction_naval_libyan_grp_0	0.1500	1	1	Mer_Lib_Raider
rom_merc_faction_naval_median_grp_0	0.1500	1	1	Mer_Pon_Raider
rom_merc_faction_naval_numidian_grp_0	0.1500	1	1	Mer_Num_Medium_Raider
rom_merc_faction_naval_parthian_grp_0	0.1500	1	1	Mer_Par_Raider
rom_merc_faction_naval_persian_grp_0	0.1500	1	1	Mer_Per_Galley
rom_merc_faction_naval_persian_grp_1	0.1500	1	1	Mer_Per_Raider
rom_merc_faction_naval_pontic_grp_0	0.1500	1	1	Mer_Pon_Raider
rom_merc_faction_naval_saka_grp_0	0.1500	1	1	Mer_Sak_Raider
rom_merc_faction_naval_sarmatian_grp_0	0.1500	1	1	Mer_Sar_Raider
rom_merc_faction_naval_scythian_grp_0	0.1500	1	1	Mer_Scy_Raider
rom_merc_faction_naval_thracians_grp_0	0.1500	1	1	Mer_Thr_Heavy_Galley
rom_merc_faction_naval_thracians_grp_1	0.1500	1	1	Mer_Thr_Galley
rom_merc_faction_north_african_grp_1	0.7500	2	1	Mer_Num_Cav
rom_merc_faction_north_african_grp_2	0.7500	2	1	Mer_Num_Javelinmen
rom_merc_faction_parthian_grp_0	0.1500	4	1	Mer_Par_Spear
rom_merc_faction_parthian_grp_1	0.1500	3	1	Mer_Par_Horse_Archers
rom_merc_faction_persian_grp_1	0.7500	2	1	Mer_Per_Archers
rom_merc_faction_persian_grp_2	0.7500	1	1	Mer_Per_Cav
rom_merc_faction_sabaean_grp_0	0.1500	4	1	Mer_Afr_Spear
rom_merc_faction_sabaean_grp_1	0.1500	4	1	Mer_Afr_Archers
rom_merc_faction_sabaean_grp_2	0.0000	0	0	Mer_Afr_Cav
rom_merc_faction_sabaean_grp_3	0.1500	2	1	dk_saba_mer_himyar_cavalry
rom_merc_faction_sabaean_grp_4	0.1500	1	1	dk_saba_mer_marib_guard
rom_merc_faction_sabaean_grp_5	0.4500	3	1	dk_saba_merc_maas_gat_marauders
rom_merc_faction_sarmatian_grp_0	0.0000	0	0	Mer_Sar_Armour_Lancers
rom_merc_faction_sarmatian_grp_1	0.1500	3	1	Mer_Sar_Horse_Archers
rom_merc_faction_sarmatian_grp_2	0.1500	4	1	Mer_Sar_Lancers
rom_merc_faction_scythian_grp_0	0.7500	2	1	Mer_Scy_Armour_Horse_Archers
rom_merc_faction_scythian_grp_1	0.1500	3	1	Mer_Scy_Horse_Archers
rom_merc_faction_scythian_grp_2	0.1500	2	1	Mer_Ste_Amazonian_Riders
rom_merc_faction_thracian_grp_0	0.0000	0	0	Mer_Thr_Cav
rom_merc_faction_thracian_grp_2	0.1500	4	1	Mer_Dac_Bowmen
rom_merc_faction_thracian_grp_3	0.0000	0	0	Mer_Dac_Spears
rom_merc_faction_thracian_grp_4	0.0000	0	0	Mer_Dac_Spear_Horsemen
rom_merc_province_aegyptos_grp_0	0.1500	4	1	Mer_Egy_Archers
rom_merc_province_aegyptos_grp_1	0.1500	3	1	Mer_Egy_Inf
rom_merc_province_aethoipia_grp_0	0.1500	4	1	dk_mer_nubian_spearmen
rom_merc_province_aethoipia_grp_1	0.1500	4	1	dk_mer_nubian_bowmen
rom_merc_province_aethoipia_grp_2	0.1500	3	1	dk_mer_desert_cavalry
rom_merc_province_aethoipia_grp_3	0.7500	2	1	Mer_Afr_Elephants
rom_merc_province_aethoipia_grp_4	0.1500	3	1	Mer_Kushite_Shieldwomen
rom_merc_province_africa_grp_1	0.7500	2	1	Mer_Num_Cav
rom_merc_province_africa_grp_2	0.7500	2	1	Mer_Num_Javelinmen
rom_merc_province_aquitania_grp_1	0.1500	3	1	Mer_Gal_Light_Horse
rom_merc_province_aquitania_grp_3	0.1500	3	1	Mer_Gal_Warriors
rom_merc_province_arabiafelix_grp_0	0.1500	4	1	Mer_Ara_Spear
rom_merc_province_arabiafelix_grp_1	0.1500	3	1	Mer_Ara_Cav
rom_merc_province_arabiafelix_grp_2	0.1500	4	1	Mer_Ara_Camel_Archers
rom_merc_province_arabiafelix_grp_3	0.1500	4	1	Mer_Ara_Camel_Spear
rom_merc_province_arabiamagna_grp_0	0.1500	4	1	Mer_Ara_Spear
rom_merc_province_arabiamagna_grp_1	0.1500	3	1	Mer_Ara_Cav
rom_merc_province_arabiamagna_grp_2	0.1500	4	1	Mer_Ara_Camel_Archers
rom_merc_province_arabiamagna_grp_3	0.1500	4	1	Mer_Ara_Camel_Spear
rom_merc_province_arachosia_grp_1	0.7500	2	1	Mer_Per_Archers
rom_merc_province_arachosia_grp_2	0.7500	1	1	Mer_Per_Cav
rom_merc_province_arachosia_grp_3	0.7500	1	1	Mer_Ind_War_Elephants
rom_merc_province_aria_grp_1	0.7500	2	1	Mer_Per_Archers
rom_merc_province_aria_grp_2	0.7500	1	1	Mer_Per_Cav
rom_merc_province_aria_grp_3	0.7500	1	1	Mer_Ind_War_Elephants
rom_merc_province_armenia_grp_0	0.1500	4	1	Mer_Eas_Hillmen
rom_merc_province_armenia_grp_1	0.1500	4	1	Mer_Eas_Javelinmen
rom_merc_province_armenia_grp_2	0.1500	3	1	Mer_Eas_Skirm_Cav
rom_merc_province_asia_grp_0	0.1500	3	1	Mer_Gre_Hoplites
rom_merc_province_asia_grp_1	0.7500	2	1	Mer_Gre_Vet_Hoplites
rom_merc_province_asia_grp_2	0.7500	2	1	Mer_Gre_Thureos_Spears
rom_merc_province_asia_grp_3	0.1500	3	1	Mer_Gre_Peltasts
rom_merc_province_asia_grp_4	0.1500	3	1	Mer_Gre_Citizen_Cav
rom_merc_province_asia_grp_5	0.7500	2	1	Mer_Gre_Tarantine_Cav
rom_merc_province_asia_grp_6	0.7500	2	1	Mer_Gre_Rhodian_Slingers
rom_merc_province_bactria_grp_0	0.1500	4	1	Mer_Bac_Hillmen
rom_merc_province_bactria_grp_1	0.1500	3	1	Mer_Bac_Light_Horse
rom_merc_province_baetica_grp_0	0.1500	3	1	Mer_Ibe_Sword
rom_merc_province_baetica_grp_2	0.1500	4	1	Mer_Ibe_Slingers
rom_merc_province_baetica_grp_3	0.7500	2	1	Mer_Ibe_Cav
rom_merc_province_belgica_grp_0	0.1500	3	1	Mer_Cel_Warriors
rom_merc_province_belgica_grp_3	0.1500	4	1	Mer_Cel_Skirm
rom_merc_province_belgica_grp_4	0.1500	3	1	Mer_Cel_Light_Horse
rom_merc_province_bithynia_et_pontus_grp_0	0.1500	4	1	Mer_Eas_Hillmen
rom_merc_province_bithynia_et_pontus_grp_1	0.1500	4	1	Mer_Eas_Javelinmen
rom_merc_province_bithynia_et_pontus_grp_2	0.1500	3	1	Mer_Eas_Skirm_Cav
rom_merc_province_bosporus_grp_1	0.1500	3	1	Mer_Scy_Horse_Archers
rom_merc_province_bosporus_grp_2	0.1500	2	1	Mer_Ste_Amazonian_Riders
rom_merc_province_britannia_grp_2	0.1500	3	1	Mer_Bri_Spear_Band
rom_merc_province_britannia_grp_3	0.1500	4	1	Mer_Bri_Slingers
rom_merc_province_britannia_grp_4	0.1500	3	1	Mer_Bri_Scout_Riders
rom_merc_province_caledonia_et_hibernia_grp_2	0.1500	3	1	Mer_Bri_Spear_Band
rom_merc_province_caledonia_et_hibernia_grp_3	0.1500	4	1	Mer_Bri_Slingers
rom_merc_province_caledonia_et_hibernia_grp_4	0.1500	3	1	Mer_Bri_Scout_Riders
rom_merc_province_carmania_grp_1	0.7500	2	1	Mer_Per_Archers
rom_merc_province_carmania_grp_2	0.7500	1	1	Mer_Per_Cav
rom_merc_province_cartaginensis_grp_0	0.1500	3	1	Mer_Ibe_Sword
rom_merc_province_cartaginensis_grp_2	0.1500	4	1	Mer_Ibe_Slingers
rom_merc_province_cartaginensis_grp_3	0.7500	2	1	Mer_Ibe_Cav
rom_merc_province_cartaginensis_grp_5	0.7500	2	1	Mer_Ibe_Balearic_Slingers
rom_merc_province_caucasia_grp_0	0.1500	4	1	Mer_Eas_Hillmen
rom_merc_province_caucasia_grp_1	0.1500	4	1	Mer_Eas_Javelinmen
rom_merc_province_caucasia_grp_2	0.1500	3	1	Mer_Eas_Skirm_Cav
rom_merc_province_celtica_grp_1	0.1500	3	1	Mer_Gal_Light_Horse
rom_merc_province_celtica_grp_3	0.1500	3	1	Mer_Gal_Warriors
rom_merc_province_chorasmia_grp_1	0.1500	3	1	Mer_Scy_Horse_Archers
rom_merc_province_chorasmia_grp_2	0.1500	2	1	Mer_Ste_Amazonian_Riders
rom_merc_province_cilicia_grp_1	0.7500	2	1	Mer_Per_Archers
rom_merc_province_cilicia_grp_2	0.7500	1	1	Mer_Per_Cav
rom_merc_province_cisalpina_grp_0	0.1500	3	1	Mer_Cel_Warriors
rom_merc_province_cisalpina_grp_3	0.1500	4	1	Mer_Cel_Skirm
rom_merc_province_cisalpina_grp_4	0.1500	3	1	Mer_Cel_Light_Horse
rom_merc_province_corsica_et_sardinia_grp_0	0.1500	3	1	Mer_Ita_Spear
rom_merc_province_corsica_et_sardinia_grp_1	0.7500	2	1	Mer_Ita_Cav
rom_merc_province_dacia_grp_0	0.1500	4	1	Mer_Dac_Bowmen
rom_merc_province_dacia_grp_1	0.1500	4	1	Mer_Dac_Spears
rom_merc_province_dacia_grp_2	0.1500	3	1	Mer_Dac_Spear_Horsemen
rom_merc_province_dacia_grp_3	0.1500	3	1	Mer_Dac_Falxmen
rom_merc_province_dacia_grp_4	0.1500	3	1	Mer_Dac_Skirm
rom_merc_province_galatia_et_cappadocia_grp_0	0.1500	4	1	Mer_Eas_Hillmen
rom_merc_province_galatia_et_cappadocia_grp_1	0.1500	4	1	Mer_Eas_Javelinmen
rom_merc_province_galatia_et_cappadocia_grp_2	0.1500	3	1	Mer_Eas_Skirm_Cav
rom_merc_province_galatia_et_cappadocia_grp_3	0.7500	1	1	Mer_Eas_Cappadocian_Cav
rom_merc_province_gedrosia_grp_1	0.7500	2	1	Mer_Per_Archers
rom_merc_province_gedrosia_grp_2	0.7500	1	1	Mer_Per_Cav
rom_merc_province_gedrosia_grp_3	0.7500	1	1	Mer_Ind_War_Elephants
rom_merc_province_germania_minor_grp_1	0.1500	4	1	Mer_Ger_Longbow_Hunters
rom_merc_province_germania_minor_grp_2	0.1500	3	1	Mer_Ger_Scout_Riders
rom_merc_province_germania_minor_grp_3	0.1500	3	1	Mer_Ger_Spear_Brothers
rom_merc_province_germania_minor_grp_4	0.1500	2	1	Mer_Ger_Spearwomen
rom_merc_province_hellas_grp_0	0.1500	3	1	Mer_Gre_Hoplites
rom_merc_province_hellas_grp_1	0.7500	2	1	Mer_Gre_Vet_Hoplites
rom_merc_province_hellas_grp_2	0.7500	2	1	Mer_Gre_Thureos_Spears
rom_merc_province_hellas_grp_3	0.1500	3	1	Mer_Gre_Peltasts
rom_merc_province_hellas_grp_4	0.1500	3	1	Mer_Gre_Citizen_Cav
rom_merc_province_hellas_grp_5	0.7500	2	1	Mer_Gre_Tarantine_Cav
rom_merc_province_hellas_grp_6	0.7500	1	1	Mer_Gre_Cretan_Archers
rom_merc_province_hellas_grp_7	0.1500	2	1	Mer_Gre_Gorgos_Skirmishers
rom_merc_province_hercynia_grp_0	0.1500	3	1	Mer_Cel_Warriors
rom_merc_province_hercynia_grp_3	0.1500	4	1	Mer_Cel_Skirm
rom_merc_province_hercynia_grp_4	0.1500	3	1	Mer_Cel_Light_Horse
rom_merc_province_ibe_scutarii	0.1500	3	1	Mer_Ibe_Scutarii
rom_merc_province_ibe_scutarii_cav	0.1500	3	1	Mer_Ibe_Scutarii_Cav
rom_merc_province_illyria_grp_0	0.1500	4	1	Mer_Ill_Cav
rom_merc_province_illyria_grp_1	0.1500	3	1	Mer_Ill_Coastal_Levies
rom_merc_province_illyria_grp_3	0.1500	3	1	Mer_Ill_Raiders
rom_merc_province_ita_campanian_cav	0.1500	3	1	Mer_Ita_Campanian_Cavalry
rom_merc_province_ita_etruscan_hoplites	0.1500	3	1	Mer_Ita_Etruscan_Hoplites
rom_merc_province_ita_samnite_warriors	0.1500	3	1	Mer_Ita_Samnite_Warriors
rom_merc_province_italia_grp_0	0.7500	2	1	Mer_Ita_Cav
rom_merc_province_italia_grp_1	0.1500	3	1	Mer_Ita_Spear
rom_merc_province_italia_grp_2	0.1500	1	1	Mer_Ill_Heavy_Galley
rom_merc_province_italia_grp_3	0.1500	1	1	Mer_Ill_Raiders_Two
rom_merc_province_italia_grp_4	0.1500	2	1	Mer_Rom_Gladiatrices
rom_merc_province_libya_grp_0	0.1500	4	1	Mer_Egy_Archers
rom_merc_province_libya_grp_1	0.1500	3	1	Mer_Egy_Inf
rom_merc_province_libya_grp_2	0.7500	2	1	Mer_Afr_Elephants
rom_merc_province_lusitania_grp_0	0.1500	3	1	Mer_Ibe_Sword
rom_merc_province_lusitania_grp_2	0.1500	4	1	Mer_Ibe_Slingers
rom_merc_province_lusitania_grp_3	0.7500	2	1	Mer_Ibe_Cav
rom_merc_province_lusitania_grp_4	0.1500	2	1	Mer_Ibe_Lusitani_Swordswomen
rom_merc_province_macedonia_grp_0	0.1500	3	1	Mer_Gre_Hoplites
rom_merc_province_macedonia_grp_1	0.7500	2	1	Mer_Gre_Vet_Hoplites
rom_merc_province_macedonia_grp_2	0.7500	2	1	Mer_Gre_Thureos_Spears
rom_merc_province_macedonia_grp_3	0.1500	3	1	Mer_Gre_Peltasts
rom_merc_province_macedonia_grp_4	0.1500	3	1	Mer_Gre_Citizen_Cav
rom_merc_province_macedonia_grp_5	0.7500	2	1	Mer_Gre_Tarantine_Cav
rom_merc_province_magna_germania_grp_1	0.1500	4	1	Mer_Ger_Longbow_Hunters
rom_merc_province_magna_germania_grp_2	0.1500	3	1	Mer_Ger_Scout_Riders
rom_merc_province_magna_germania_grp_3	0.1500	3	1	Mer_Ger_Spear_Brothers
rom_merc_province_magna_germania_grp_4	0.1500	2	1	Mer_Ger_Spearwomen
rom_merc_province_magna_graecia_grp_0	0.1500	3	1	Mer_Gre_Hoplites
rom_merc_province_magna_graecia_grp_1	0.7500	2	1	Mer_Gre_Vet_Hoplites
rom_merc_province_magna_graecia_grp_2	0.7500	2	1	Mer_Gre_Thureos_Spears
rom_merc_province_magna_graecia_grp_3	0.1500	3	1	Mer_Gre_Peltasts
rom_merc_province_magna_graecia_grp_4	0.1500	3	1	Mer_Gre_Citizen_Cav
rom_merc_province_magna_graecia_grp_5	0.7500	2	1	Mer_Gre_Tarantine_Cav
rom_merc_province_mauretania_grp_1	0.7500	2	1	Mer_Num_Cav
rom_merc_province_mauretania_grp_2	0.7500	2	1	Mer_Num_Javelinmen
rom_merc_province_media_magna_grp_1	0.7500	2	1	Mer_Per_Archers
rom_merc_province_media_magna_grp_2	0.7500	1	1	Mer_Per_Cav
rom_merc_province_mesopotamia_grp_1	0.7500	2	1	Mer_Per_Archers
rom_merc_province_mesopotamia_grp_2	0.7500	1	1	Mer_Per_Cav
rom_merc_province_nabatea_grp_0	0.1500	4	1	Mer_Ara_Spear
rom_merc_province_nabatea_grp_1	0.1500	3	1	Mer_Ara_Cav
rom_merc_province_nabatea_grp_2	0.1500	4	1	Mer_Ara_Camel_Archers
rom_merc_province_nabatea_grp_3	0.1500	4	1	Mer_Ara_Camel_Spear
rom_merc_province_naval_aegyptos_grp_0	0.1500	1	1	Mer_Pho_Galley
rom_merc_province_naval_aithiops_grp_0	0.1500	1	1	Mer_Ert_Galley
rom_merc_province_naval_arabia_felix_grp_0	0.1500	1	1	Mer_Ert_Galley
rom_merc_province_naval_arabia_magna_grp_0	0.1500	1	1	Mer_Ert_Galley
rom_merc_province_naval_asia_grp_0	0.1500	1	1	Mer_Car_One_Halfer
rom_merc_province_naval_asia_grp_1	0.1500	1	1	Mer_Rho_Two_Halfer
rom_merc_province_naval_bithynia_grp_0	0.1500	1	1	Mer_Bos_Galley
rom_merc_province_naval_bosporus_grp_0	0.1500	1	1	Mer_Bos_Galley
rom_merc_province_naval_caledonia_grp_0	0.1500	1	1	Mer_Cal_Raider
rom_merc_province_naval_cilicia_grp_0	0.1500	1	1	Mer_Cil_Galley
rom_merc_province_naval_cilicia_grp_1	0.1500	1	1	Mer_Cil_Heavy_Galley
rom_merc_province_naval_hellas_grp_0	0.1500	1	1	Mer_Car_One_Halfer
rom_merc_province_naval_hellas_grp_1	0.1500	1	1	Mer_Rho_Two_Halfer
rom_merc_province_naval_illyria_grp_0	0.1500	1	1	Mer_Ill_Heavy_Galley
rom_merc_province_naval_illyria_grp_1	0.1500	1	1	Mer_Ill_Raiders_Two
rom_merc_province_naval_lusitania_grp_0	0.1500	1	1	Mer_Lus_Raider
rom_merc_province_naval_macedonia_grp_0	0.1500	1	1	Mer_Mac_Shark
rom_merc_province_naval_magna_germania_grp_0	0.1500	1	1	Mer_Cha_Raider
rom_merc_province_naval_mesopotamia_grp_0	0.7500	1	1	Mer_Pho_Galley
rom_merc_province_naval_nabatea_grp_0	0.7500	1	1	Mer_Pho_Galley
rom_merc_province_naval_persis_grp_0	0.7500	1	1	Mer_Pho_Galley
rom_merc_province_naval_ponto_caspia_grp_0	0.7500	1	1	Mer_Bos_Galley
rom_merc_province_naval_suebia_grp_0	0.1500	1	1	Mer_Cha_Raider
rom_merc_province_pannonia_grp_0	0.1500	3	1	Mer_Cel_Warriors
rom_merc_province_pannonia_grp_3	0.1500	4	1	Mer_Cel_Skirm
rom_merc_province_pannonia_grp_4	0.1500	3	1	Mer_Cel_Light_Horse
rom_merc_province_parthia_grp_0	0.1500	4	1	Mer_Par_Spear
rom_merc_province_parthia_grp_1	0.1500	3	1	Mer_Par_Horse_Archers
rom_merc_province_persis_grp_1	0.7500	2	1	Mer_Per_Archers
rom_merc_province_persis_grp_2	0.7500	1	1	Mer_Per_Cav
rom_merc_province_phazania_grp_1	0.7500	2	1	Mer_Afr_Elephants
rom_merc_province_phazania_grp_2	0.7500	2	1	Mer_Num_Cav
rom_merc_province_phazania_grp_3	0.7500	2	1	Mer_Num_Javelinmen
rom_merc_province_pontocaspia_grp_1	0.1500	3	1	Mer_Sar_Horse_Archers
rom_merc_province_pontocaspia_grp_2	0.1500	4	1	Mer_Sar_Lancers
rom_merc_province_provincia_grp_0	0.1500	3	1	Mer_Cel_Warriors
rom_merc_province_provincia_grp_3	0.1500	4	1	Mer_Cel_Skirm
rom_merc_province_provincia_grp_4	0.1500	3	1	Mer_Cel_Light_Horse
rom_merc_province_raetia_et_noricum_grp_0	0.1500	3	1	Mer_Cel_Warriors
rom_merc_province_raetia_et_noricum_grp_3	0.1500	4	1	Mer_Cel_Skirm
rom_merc_province_raetia_et_noricum_grp_4	0.1500	3	1	Mer_Cel_Light_Horse
rom_merc_province_raetia_et_noricum_grp_5	0.7500	2	1	Mer_Cel_Axe_Warriors
rom_merc_province_sarmatia_grp_0	0.7500	2	1	Mer_Sar_Armour_Lancers
rom_merc_province_sarmatia_grp_1	0.1500	3	1	Mer_Sar_Horse_Archers
rom_merc_province_sarmatia_grp_2	0.1500	4	1	Mer_Sar_Lancers
rom_merc_province_scythia_grp_0	0.7500	2	1	Mer_Scy_Armour_Horse_Archers
rom_merc_province_scythia_grp_1	0.1500	3	1	Mer_Scy_Horse_Archers
rom_merc_province_scythia_grp_2	0.1500	2	1	Mer_Ste_Amazonian_Riders
rom_merc_province_silesia_grp_1	0.1500	4	1	Mer_Ger_Longbow_Hunters
rom_merc_province_silesia_grp_2	0.1500	3	1	Mer_Ger_Scout_Riders
rom_merc_province_silesia_grp_3	0.1500	3	1	Mer_Ger_Spear_Brothers
rom_merc_province_silesia_grp_4	0.1500	2	1	Mer_Ger_Spearwomen
rom_merc_province_suebia_grp_1	0.1500	4	1	Mer_Ger_Longbow_Hunters
rom_merc_province_suebia_grp_2	0.1500	3	1	Mer_Ger_Scout_Riders
rom_merc_province_suebia_grp_3	0.1500	3	1	Mer_Ger_Spear_Brothers
rom_merc_province_suebia_grp_4	0.1500	2	1	Mer_Ger_Spearwomen
rom_merc_province_syria_grp_0	0.1500	4	1	Mer_Eas_Hillmen
rom_merc_province_syria_grp_1	0.1500	4	1	Mer_Eas_Javelinmen
rom_merc_province_syria_grp_2	0.1500	3	1	Mer_Eas_Skirm_Cav
rom_merc_province_syria_grp_3	0.7500	2	1	Mer_Eas_Syrian_Archers
rom_merc_province_syria_grp_4	0.7500	2	1	Mer_Syrian_Armoured_Elephants
