key	campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	tier	subculture
age_agent_eastern_african_spy_authority_spasaka		age_agent_spy_authority_spasaka	age_spy_eastern_african_skills		12	2	
age_agent_eastern_african_spy_authority_studious		age_agent_spy_authority_studious	age_spy_eastern_african_skills		12	1	
age_agent_eastern_african_spy_subterfuge_coordinator		age_agent_spy_subterfuge_coordinator	age_spy_eastern_african_skills		22	2	
age_agent_eastern_african_spy_subterfuge_discord		age_agent_spy_subterfuge_discord	age_spy_eastern_african_skills		32	3	
age_agent_eastern_african_spy_subterfuge_lookout		age_agent_spy_subterfuge_lookout	age_spy_eastern_african_skills		22	1	
age_agent_eastern_african_spy_subterfuge_thief		age_agent_spy_subterfuge_thief	age_spy_eastern_african_skills		32	1	
age_agent_eastern_african_spy_subterfuge_toxic		age_agent_spy_subterfuge_toxic	age_spy_eastern_african_skills		22	3	
age_agent_eastern_african_spy_subterfuge_tracker		age_agent_spy_subterfuge_liar	age_spy_eastern_african_skills		32	2	
age_agent_eastern_african_spy_zeal_bookworm		age_agent_spy_zeal_bookworm	age_spy_eastern_african_skills		52	2	
age_agent_eastern_african_spy_zeal_counterspy		age_agent_spy_zeal_counterspy	age_spy_eastern_african_skills		42	1	
age_agent_eastern_african_spy_zeal_deadly		age_agent_spy_zeal_deadly	age_spy_eastern_african_skills		42	3	
age_agent_eastern_african_spy_zeal_looter		age_agent_spy_zeal_looter	age_spy_eastern_african_skills		42	2	
age_agent_eastern_african_spy_zeal_menace		age_agent_spy_zeal_menace	age_spy_eastern_african_skills		52	1	
age_agent_eastern_african_spy_zeal_toxic		age_agent_spy_zeal_saboteur	age_spy_eastern_african_skills		52	3	
age_agent_eastern_champion_authority_agitator		age_agent_champion_authority_agitator	age_champion_eastern_skills		12	2	
age_agent_eastern_champion_authority_drill_sergeant		age_agent_champion_authority_drill_sergeant	age_champion_eastern_skills		2	1	
age_agent_eastern_champion_authority_festive		age_agent_champion_authority_festive	age_champion_eastern_skills		2	2	
age_agent_eastern_champion_authority_inspirational		age_agent_champion_authority_inspirational	age_champion_eastern_skills		12	3	
age_agent_eastern_champion_authority_mentor		age_agent_champion_authority_mentor	age_champion_eastern_skills		12	1	
age_agent_eastern_champion_authority_renowned		age_agent_champion_authority_renowned	age_champion_eastern_skills		2	3	
age_agent_eastern_champion_subterfuge_harasser		age_agent_champion_subterfuge_harasser	age_champion_eastern_skills		22	2	
age_agent_eastern_champion_subterfuge_interrogator		age_agent_champion_subterfuge_interrogator	age_champion_eastern_skills		32	2	
age_agent_eastern_champion_subterfuge_intimidating		age_agent_champion_subterfuge_intimidating	age_champion_eastern_skills		32	1	
age_agent_eastern_champion_subterfuge_murderous		age_agent_champion_subterfuge_murderous	age_champion_eastern_skills		22	3	
age_agent_eastern_champion_subterfuge_resourceful		age_agent_champion_subterfuge_resourceful	age_champion_eastern_skills		32	3	
age_agent_eastern_champion_subterfuge_wicked		age_agent_champion_subterfuge_wicked	age_champion_eastern_skills		22	1	
age_agent_eastern_champion_zeal_arsonist		age_agent_champion_zeal_arsonist	age_champion_eastern_skills		42	1	
age_agent_eastern_champion_zeal_duelist		age_agent_champion_zeal_duelist	age_champion_eastern_skills		42	3	
age_agent_eastern_champion_zeal_marksman		age_agent_champion_zeal_marksman	age_champion_eastern_skills		52	1	
age_agent_eastern_champion_zeal_militant		age_agent_champion_zeal_militant	age_champion_eastern_skills		52	3	
age_agent_eastern_champion_zeal_sadistic		age_agent_champion_zeal_sadistic	age_champion_eastern_skills		42	2	
age_agent_eastern_champion_zeal_terrifying		age_agent_champion_zeal_terrifying	age_champion_eastern_skills		52	2	
age_agent_eastern_dignitary_authority_diplomatic		age_agent_dignitary_authority_diplomatic	age_dignitary_eastern_skills		2	3	
age_agent_eastern_dignitary_authority_financist		age_agent_dignitary_authority_financist	age_dignitary_eastern_skills		2	1	
age_agent_eastern_dignitary_authority_orator		age_agent_dignitary_authority_orator	age_dignitary_eastern_skills		12	1	
age_agent_eastern_dignitary_authority_persuasive		age_agent_dignitary_authority_persuasive	age_dignitary_eastern_skills		12	2	
age_agent_eastern_dignitary_authority_slaver		age_agent_dignitary_authority_slaver	age_dignitary_eastern_skills		2	2	
age_agent_eastern_dignitary_authority_tutor		age_agent_dignitary_authority_tutor	age_dignitary_eastern_skills		12	3	
age_agent_eastern_dignitary_subterfuge_embezzler		age_agent_dignitary_subterfuge_embezzler	age_dignitary_eastern_skills		22	2	
age_agent_eastern_dignitary_subterfuge_employer		age_agent_dignitary_subterfuge_employer	age_dignitary_eastern_skills		32	2	
age_agent_eastern_dignitary_subterfuge_greedy		age_agent_dignitary_subterfuge_greedy	age_dignitary_eastern_skills		32	1	
age_agent_eastern_dignitary_subterfuge_mi'mar		age_agent_dignitary_subterfuge_mi'mar	age_dignitary_eastern_skills		22	1	
age_agent_eastern_dignitary_subterfuge_silver_tongue		age_agent_dignitary_subterfuge_silver_tongue	age_dignitary_eastern_skills		32	3	
age_agent_eastern_dignitary_subterfuge_smuggler		age_agent_dignitary_subterfuge_smuggler	age_dignitary_eastern_skills		22	3	
age_agent_eastern_dignitary_zeal_advisor		age_agent_dignitary_zeal_advisor	age_dignitary_eastern_skills		42	1	
age_agent_eastern_dignitary_zeal_azad		age_agent_dignitary_zeal_azad	age_dignitary_eastern_skills		42	2	
age_agent_eastern_dignitary_zeal_corrupt		age_agent_dignitary_zeal_corrupt	age_dignitary_eastern_skills		42	3	
age_agent_eastern_dignitary_zeal_leader		age_agent_dignitary_zeal_leader	age_dignitary_eastern_skills		52	3	
age_agent_eastern_dignitary_zeal_magi1		age_agent_dignitary_zeal_magi	age_dignitary_eastern_skills		52	2	
age_agent_eastern_dignitary_zeal_underhanded		age_agent_dignitary_zeal_underhanded	age_dignitary_eastern_skills		52	1	
age_agent_eastern_numidian_champion_authority_agitator		age_agent_champion_authority_agitator	age_champion_eastern_numidian_skills		12	2	
age_agent_eastern_numidian_champion_authority_drill_sergeant		age_agent_champion_authority_drill_sergeant	age_champion_eastern_numidian_skills		2	1	
age_agent_eastern_numidian_champion_authority_festive		age_agent_champion_authority_festive	age_champion_eastern_numidian_skills		2	2	
age_agent_eastern_numidian_champion_authority_inspirational		age_agent_champion_authority_inspirational	age_champion_eastern_numidian_skills		12	3	
age_agent_eastern_numidian_champion_authority_mentor		age_agent_champion_authority_mentor	age_champion_eastern_numidian_skills		12	1	
age_agent_eastern_numidian_champion_authority_renowned		age_agent_champion_authority_renowned	age_champion_eastern_numidian_skills		2	3	
age_agent_eastern_numidian_champion_subterfuge_harasser		age_agent_champion_subterfuge_harasser	age_champion_eastern_numidian_skills		22	2	
age_agent_eastern_numidian_champion_subterfuge_interrogator		age_agent_champion_subterfuge_interrogator	age_champion_eastern_numidian_skills		32	2	
age_agent_eastern_numidian_champion_subterfuge_intimidating		age_agent_champion_subterfuge_intimidating	age_champion_eastern_numidian_skills		32	1	
age_agent_eastern_numidian_champion_subterfuge_murderous		age_agent_champion_subterfuge_murderous	age_champion_eastern_numidian_skills		22	3	
age_agent_eastern_numidian_champion_subterfuge_resourceful		age_agent_champion_subterfuge_resourceful	age_champion_eastern_numidian_skills		32	3	
age_agent_eastern_numidian_champion_subterfuge_wicked		age_agent_champion_subterfuge_wicked	age_champion_eastern_numidian_skills		22	1	
age_agent_eastern_numidian_champion_zeal_arsonist		age_agent_champion_zeal_arsonist	age_champion_eastern_numidian_skills		42	1	
age_agent_eastern_numidian_champion_zeal_duelist		age_agent_champion_zeal_duelist	age_champion_eastern_numidian_skills		42	3	
age_agent_eastern_numidian_champion_zeal_marksman		age_agent_champion_zeal_marksman	age_champion_eastern_numidian_skills		52	1	
age_agent_eastern_numidian_champion_zeal_militant		age_agent_champion_zeal_militant	age_champion_eastern_numidian_skills		52	3	
age_agent_eastern_numidian_champion_zeal_sadistic		age_agent_champion_zeal_sadistic	age_champion_eastern_numidian_skills		42	2	
age_agent_eastern_numidian_champion_zeal_terrifying		age_agent_champion_zeal_terrifying	age_champion_eastern_numidian_skills		52	2	
age_agent_eastern_numidian_dignitary_authority_diplomatic		age_agent_dignitary_authority_diplomatic	age_dignitary_eastern_numidian_skills		2	3	
age_agent_eastern_numidian_dignitary_authority_financist		age_agent_dignitary_authority_financist	age_dignitary_eastern_numidian_skills		2	1	
age_agent_eastern_numidian_dignitary_authority_orator		age_agent_dignitary_authority_orator	age_dignitary_eastern_numidian_skills		12	1	
age_agent_eastern_numidian_dignitary_authority_persuasive		age_agent_dignitary_authority_persuasive	age_dignitary_eastern_numidian_skills		12	2	
age_agent_eastern_numidian_dignitary_authority_slaver		age_agent_dignitary_authority_slaver	age_dignitary_eastern_numidian_skills		2	2	
age_agent_eastern_numidian_dignitary_authority_tutor		age_agent_dignitary_authority_tutor	age_dignitary_eastern_numidian_skills		12	3	
age_agent_eastern_numidian_dignitary_subterfuge_embezzler		age_agent_dignitary_subterfuge_embezzler	age_dignitary_eastern_numidian_skills		22	2	
age_agent_eastern_numidian_dignitary_subterfuge_employer		age_agent_dignitary_subterfuge_employer	age_dignitary_eastern_numidian_skills		32	2	
age_agent_eastern_numidian_dignitary_subterfuge_greedy		age_agent_dignitary_subterfuge_greedy	age_dignitary_eastern_numidian_skills		32	1	
age_agent_eastern_numidian_dignitary_subterfuge_mi'mar		age_agent_dignitary_subterfuge_mi'mar	age_dignitary_eastern_numidian_skills		22	1	
age_agent_eastern_numidian_dignitary_subterfuge_silver_tongue		age_agent_dignitary_subterfuge_silver_tongue	age_dignitary_eastern_numidian_skills		32	3	
age_agent_eastern_numidian_dignitary_subterfuge_smuggler		age_agent_dignitary_subterfuge_smuggler	age_dignitary_eastern_numidian_skills		22	3	
age_agent_eastern_numidian_dignitary_zeal_advisor		age_agent_dignitary_zeal_advisor	age_dignitary_eastern_numidian_skills		42	1	
age_agent_eastern_numidian_dignitary_zeal_azad		age_agent_dignitary_zeal_azad	age_dignitary_eastern_numidian_skills		42	2	
age_agent_eastern_numidian_dignitary_zeal_corrupt		age_agent_dignitary_zeal_corrupt	age_dignitary_eastern_numidian_skills		42	3	
age_agent_eastern_numidian_dignitary_zeal_leader		age_agent_dignitary_zeal_leader	age_dignitary_eastern_numidian_skills		52	3	
age_agent_eastern_numidian_dignitary_zeal_magi1		age_agent_dignitary_zeal_magi	age_dignitary_eastern_numidian_skills		52	2	
age_agent_eastern_numidian_dignitary_zeal_underhanded		age_agent_dignitary_zeal_underhanded	age_dignitary_eastern_numidian_skills		52	1	
age_agent_eastern_numidian_spy_authority_conspirator		age_agent_spy_authority_conspirator	age_spy_eastern_numidian_skills		12	3	
age_agent_eastern_numidian_spy_authority_despoiler		age_agent_spy_authority_despoiler	age_spy_eastern_numidian_skills		2	2	
age_agent_eastern_numidian_spy_authority_network		age_agent_spy_authority_network	age_spy_eastern_numidian_skills		2	1	
age_agent_eastern_numidian_spy_authority_procurer		age_agent_spy_authority_hunter	age_spy_eastern_numidian_skills		2	3	
age_agent_eastern_numidian_spy_authority_spasaka		age_agent_spy_authority_spasaka	age_spy_eastern_numidian_skills		12	2	
age_agent_eastern_numidian_spy_authority_studious		age_agent_spy_authority_studious	age_spy_eastern_numidian_skills		12	1	
age_agent_eastern_numidian_spy_subterfuge_coordinator		age_agent_spy_subterfuge_coordinator	age_spy_eastern_numidian_skills		22	2	
age_agent_eastern_numidian_spy_subterfuge_discord		age_agent_spy_subterfuge_discord	age_spy_eastern_numidian_skills		32	3	
age_agent_eastern_numidian_spy_subterfuge_lookout		age_agent_spy_subterfuge_lookout	age_spy_eastern_numidian_skills		22	1	
age_agent_eastern_numidian_spy_subterfuge_thief		age_agent_spy_subterfuge_thief	age_spy_eastern_numidian_skills		32	1	
age_agent_eastern_numidian_spy_subterfuge_toxic		age_agent_spy_subterfuge_toxic	age_spy_eastern_numidian_skills		22	3	
age_agent_eastern_numidian_spy_subterfuge_tracker		age_agent_spy_subterfuge_liar	age_spy_eastern_numidian_skills		32	2	
age_agent_eastern_numidian_spy_zeal_animal_looter		age_agent_spy_zeal_looter	age_spy_eastern_numidian_skills		42	2	
age_agent_eastern_numidian_spy_zeal_bookworm		age_agent_spy_zeal_bookworm	age_spy_eastern_numidian_skills		52	2	
age_agent_eastern_numidian_spy_zeal_counterspy		age_agent_spy_zeal_counterspy	age_spy_eastern_numidian_skills		42	1	
age_agent_eastern_numidian_spy_zeal_deadly		age_agent_spy_zeal_deadly	age_spy_eastern_numidian_skills		42	3	
age_agent_eastern_numidian_spy_zeal_menace		age_agent_spy_zeal_menace	age_spy_eastern_numidian_skills		52	1	
age_agent_eastern_numidian_spy_zeal_toxic		age_agent_spy_zeal_saboteur	age_spy_eastern_numidian_skills		52	3	
age_agent_eastern_parthian_champion_authority_agitator		age_agent_champion_authority_agitator	age_champion_eastern_parthian_skills		12	2	
age_agent_eastern_parthian_champion_authority_drill_sergeant		age_agent_champion_authority_drill_sergeant	age_champion_eastern_parthian_skills		2	1	
age_agent_eastern_parthian_champion_authority_festive		age_agent_champion_authority_festive	age_champion_eastern_parthian_skills		2	2	
age_agent_eastern_parthian_champion_authority_inspirational		age_agent_champion_authority_inspirational	age_champion_eastern_parthian_skills		12	3	
age_agent_eastern_parthian_champion_authority_mentor		age_agent_champion_authority_mentor	age_champion_eastern_parthian_skills		12	1	
age_agent_eastern_parthian_champion_authority_renowned		age_agent_champion_authority_renowned	age_champion_eastern_parthian_skills		2	3	
age_agent_eastern_parthian_champion_subterfuge_harasser		age_agent_champion_subterfuge_harasser	age_champion_eastern_parthian_skills		22	2	
age_agent_eastern_parthian_champion_subterfuge_interrogator		age_agent_champion_subterfuge_interrogator	age_champion_eastern_parthian_skills		32	2	
age_agent_eastern_parthian_champion_subterfuge_intimidating		age_agent_champion_subterfuge_intimidating	age_champion_eastern_parthian_skills		32	1	
age_agent_eastern_parthian_champion_subterfuge_murderous		age_agent_champion_subterfuge_murderous	age_champion_eastern_parthian_skills		22	3	
age_agent_eastern_parthian_champion_subterfuge_resourceful		age_agent_champion_subterfuge_resourceful	age_champion_eastern_parthian_skills		32	3	
age_agent_eastern_parthian_champion_subterfuge_wicked		age_agent_champion_subterfuge_wicked	age_champion_eastern_parthian_skills		22	1	
age_agent_eastern_parthian_champion_zeal_arsonist		age_agent_champion_zeal_arsonist	age_champion_eastern_parthian_skills		42	1	
age_agent_eastern_parthian_champion_zeal_duelist		age_agent_champion_zeal_duelist	age_champion_eastern_parthian_skills		42	3	
age_agent_eastern_parthian_champion_zeal_marksman		age_agent_champion_zeal_marksman	age_champion_eastern_parthian_skills		52	1	
age_agent_eastern_parthian_champion_zeal_militant		age_agent_champion_zeal_militant	age_champion_eastern_parthian_skills		52	3	
age_agent_eastern_parthian_champion_zeal_sadistic		age_agent_champion_zeal_sadistic	age_champion_eastern_parthian_skills		42	2	
age_agent_eastern_parthian_champion_zeal_terrifying		age_agent_champion_zeal_terrifying	age_champion_eastern_parthian_skills		52	2	
age_agent_eastern_parthian_dignitary_authority_diplomatic		age_agent_dignitary_authority_diplomatic	age_dignitary_eastern_parthian_skills		2	3	
age_agent_eastern_parthian_dignitary_authority_financist		age_agent_dignitary_authority_financist	age_dignitary_eastern_parthian_skills		2	1	
age_agent_eastern_parthian_dignitary_authority_orator		age_agent_dignitary_authority_orator	age_dignitary_eastern_parthian_skills		12	1	
age_agent_eastern_parthian_dignitary_authority_persuasive		age_agent_dignitary_authority_persuasive	age_dignitary_eastern_parthian_skills		12	2	
age_agent_eastern_parthian_dignitary_authority_slaver		age_agent_dignitary_authority_slaver	age_dignitary_eastern_parthian_skills		2	2	
age_agent_eastern_parthian_dignitary_authority_tutor		age_agent_dignitary_authority_tutor	age_dignitary_eastern_parthian_skills		12	3	
age_agent_eastern_parthian_dignitary_subterfuge_embezzler		age_agent_dignitary_subterfuge_embezzler	age_dignitary_eastern_parthian_skills		22	2	
age_agent_eastern_parthian_dignitary_subterfuge_employer		age_agent_dignitary_subterfuge_employer	age_dignitary_eastern_parthian_skills		32	2	
age_agent_eastern_parthian_dignitary_subterfuge_greedy		age_agent_dignitary_subterfuge_greedy	age_dignitary_eastern_parthian_skills		32	1	
age_agent_eastern_parthian_dignitary_subterfuge_mi'mar		age_agent_dignitary_subterfuge_mi'mar	age_dignitary_eastern_parthian_skills		22	1	
age_agent_eastern_parthian_dignitary_subterfuge_silver_tongue		age_agent_dignitary_subterfuge_silver_tongue	age_dignitary_eastern_parthian_skills		32	3	
age_agent_eastern_parthian_dignitary_subterfuge_smuggler		age_agent_dignitary_subterfuge_smuggler	age_dignitary_eastern_parthian_skills		22	3	
age_agent_eastern_parthian_dignitary_zeal_advisor		age_agent_dignitary_zeal_advisor	age_dignitary_eastern_parthian_skills		42	1	
age_agent_eastern_parthian_dignitary_zeal_azad		age_agent_dignitary_zeal_azad	age_dignitary_eastern_parthian_skills		42	2	
age_agent_eastern_parthian_dignitary_zeal_corrupt		age_agent_dignitary_zeal_corrupt	age_dignitary_eastern_parthian_skills		42	3	
age_agent_eastern_parthian_dignitary_zeal_leader		age_agent_dignitary_zeal_leader	age_dignitary_eastern_parthian_skills		52	3	
age_agent_eastern_parthian_dignitary_zeal_magi1		age_agent_dignitary_zeal_magi	age_dignitary_eastern_parthian_skills		52	2	
age_agent_eastern_parthian_dignitary_zeal_underhanded		age_agent_dignitary_zeal_underhanded	age_dignitary_eastern_parthian_skills		52	1	
age_agent_eastern_parthian_spy_authority_conspirator		age_agent_spy_authority_conspirator	age_spy_eastern_parthian_skills		12	3	
age_agent_eastern_parthian_spy_authority_despoiler		age_agent_spy_authority_despoiler	age_spy_eastern_parthian_skills		2	2	
age_agent_eastern_parthian_spy_authority_network		age_agent_spy_authority_network	age_spy_eastern_parthian_skills		2	1	
age_agent_eastern_parthian_spy_authority_procurer		age_agent_spy_authority_hunter	age_spy_eastern_parthian_skills		2	3	
age_agent_eastern_parthian_spy_authority_spasaka		age_agent_spy_authority_spasaka	age_spy_eastern_parthian_skills		12	2	
age_agent_eastern_parthian_spy_authority_studious		age_agent_spy_authority_studious	age_spy_eastern_parthian_skills		12	1	
age_agent_eastern_parthian_spy_subterfuge_coordinator		age_agent_spy_subterfuge_coordinator	age_spy_eastern_parthian_skills		22	2	
age_agent_eastern_parthian_spy_subterfuge_discord		age_agent_spy_subterfuge_discord	age_spy_eastern_parthian_skills		32	3	
age_agent_eastern_parthian_spy_subterfuge_lookout		age_agent_spy_subterfuge_lookout	age_spy_eastern_parthian_skills		22	1	
age_agent_eastern_parthian_spy_subterfuge_thief		age_agent_spy_subterfuge_thief	age_spy_eastern_parthian_skills		32	1	
age_agent_eastern_parthian_spy_subterfuge_toxic		age_agent_spy_subterfuge_toxic	age_spy_eastern_parthian_skills		22	3	
age_agent_eastern_parthian_spy_subterfuge_tracker		age_agent_spy_subterfuge_liar	age_spy_eastern_parthian_skills		32	2	
age_agent_eastern_parthian_spy_zeal_animal_looter		age_agent_spy_zeal_looter	age_spy_eastern_parthian_skills		42	2	
age_agent_eastern_parthian_spy_zeal_bookworm		age_agent_spy_zeal_bookworm	age_spy_eastern_parthian_skills		52	2	
age_agent_eastern_parthian_spy_zeal_counterspy		age_agent_spy_zeal_counterspy	age_spy_eastern_parthian_skills		42	1	
age_agent_eastern_parthian_spy_zeal_deadly		age_agent_spy_zeal_deadly	age_spy_eastern_parthian_skills		42	3	
age_agent_eastern_parthian_spy_zeal_menace		age_agent_spy_zeal_menace	age_spy_eastern_parthian_skills		52	1	
age_agent_eastern_parthian_spy_zeal_toxic		age_agent_spy_zeal_saboteur	age_spy_eastern_parthian_skills		52	3	
age_agent_eastern_spy_authority_conspirator		age_agent_spy_authority_conspirator	age_spy_eastern_skills		12	3	
age_agent_eastern_spy_authority_despoiler		age_agent_spy_authority_despoiler	age_spy_eastern_skills		2	2	
age_agent_eastern_spy_authority_network		age_agent_spy_authority_network	age_spy_eastern_skills		2	1	
age_agent_eastern_spy_authority_procurer		age_agent_spy_authority_hunter	age_spy_eastern_skills		2	3	
age_agent_eastern_spy_authority_spasaka		age_agent_spy_authority_spasaka	age_spy_eastern_skills		12	2	
age_agent_eastern_spy_authority_studious		age_agent_spy_authority_studious	age_spy_eastern_skills		12	1	
age_agent_eastern_spy_subterfuge_coordinator		age_agent_spy_subterfuge_coordinator	age_spy_eastern_skills		22	2	
age_agent_eastern_spy_subterfuge_discord		age_agent_spy_subterfuge_discord	age_spy_eastern_skills		32	3	
age_agent_eastern_spy_subterfuge_lookout		age_agent_spy_subterfuge_lookout	age_spy_eastern_skills		22	1	
age_agent_eastern_spy_subterfuge_thief		age_agent_spy_subterfuge_thief	age_spy_eastern_skills		32	1	
age_agent_eastern_spy_subterfuge_toxic		age_agent_spy_subterfuge_toxic	age_spy_eastern_skills		22	3	
age_agent_eastern_spy_subterfuge_tracker		age_agent_spy_subterfuge_liar	age_spy_eastern_skills		32	2	
age_agent_eastern_spy_zeal_animal_looter		age_agent_spy_zeal_looter	age_spy_eastern_skills		42	2	
age_agent_eastern_spy_zeal_bookworm		age_agent_spy_zeal_bookworm	age_spy_eastern_skills		52	2	
age_agent_eastern_spy_zeal_counterspy		age_agent_spy_zeal_counterspy	age_spy_eastern_skills		42	1	
age_agent_eastern_spy_zeal_deadly		age_agent_spy_zeal_deadly	age_spy_eastern_skills		42	3	
age_agent_eastern_spy_zeal_menace		age_agent_spy_zeal_menace	age_spy_eastern_skills		52	1	
age_agent_eastern_spy_zeal_toxic		age_agent_spy_zeal_saboteur	age_spy_eastern_skills		52	3	
age_agent_germanic_champion_authority_agitator		age_agent_champion_authority_agitator	age_champion_barbarian_germanic_skills		12	2	
age_agent_germanic_champion_authority_drill_sergeant		age_agent_champion_authority_drill_sergeant	age_champion_barbarian_germanic_skills		2	1	
age_agent_germanic_champion_authority_drunkard		age_agent_champion_authority_drunkard	age_champion_barbarian_germanic_skills		2	2	
age_agent_germanic_champion_authority_explorer		age_agent_champion_authority_explorer	age_champion_barbarian_germanic_skills		12	1	
age_agent_germanic_champion_authority_inspirational		age_agent_champion_authority_inspirational	age_champion_barbarian_germanic_skills		12	3	
age_agent_germanic_champion_authority_renowned		age_agent_champion_authority_renowned	age_champion_barbarian_germanic_skills		2	3	
age_agent_germanic_champion_subterfuge_intimidating		age_agent_champion_subterfuge_intimidating	age_champion_barbarian_germanic_skills		32	1	
age_agent_germanic_champion_subterfuge_murderous		age_agent_champion_subterfuge_murderous	age_champion_barbarian_germanic_skills		22	3	
age_agent_germanic_champion_subterfuge_nocturnal		age_agent_champion_subterfuge_nocturnal	age_champion_barbarian_germanic_skills		22	2	
age_agent_germanic_champion_subterfuge_resourceful		age_agent_champion_subterfuge_resourceful	age_champion_barbarian_germanic_skills		32	3	
age_agent_germanic_champion_subterfuge_trapper		age_agent_champion_subterfuge_trapper	age_champion_barbarian_germanic_skills		32	2	
age_agent_germanic_champion_subterfuge_wicked		age_agent_champion_subterfuge_wicked	age_champion_barbarian_germanic_skills		22	1	
age_agent_germanic_champion_zeal_arsonist		age_agent_champion_zeal_arsonist	age_champion_barbarian_germanic_skills		42	1	
age_agent_germanic_champion_zeal_frenzied		age_agent_champion_zeal_frenzied	age_champion_barbarian_germanic_skills		52	1	
age_agent_germanic_champion_zeal_heroic		age_agent_champion_zeal_heroic	age_champion_barbarian_germanic_skills		42	3	
age_agent_germanic_champion_zeal_militant		age_agent_champion_zeal_militant	age_champion_barbarian_germanic_skills		52	3	
age_agent_germanic_champion_zeal_sadistic		age_agent_champion_zeal_sadistic	age_champion_barbarian_germanic_skills		42	2	
age_agent_germanic_champion_zeal_terrifying		age_agent_champion_zeal_terrifying	age_champion_barbarian_germanic_skills		52	2	
age_agent_germanic_dignitary_authority_diplomatic		age_agent_dignitary_authority_diplomatic	age_dignitary_barbarian_germanic_skills		12	3	
age_agent_germanic_dignitary_authority_financist		age_agent_dignitary_authority_financist	age_dignitary_barbarian_germanic_skills		2	1	
age_agent_germanic_dignitary_authority_herder		age_agent_dignitary_authority_herder	age_dignitary_barbarian_germanic_skills		12	2	
age_agent_germanic_dignitary_authority_orator		age_agent_dignitary_authority_orator	age_dignitary_barbarian_germanic_skills		12	1	
age_agent_germanic_dignitary_authority_persuasive		age_agent_dignitary_authority_persuasive	age_dignitary_barbarian_germanic_skills		2	2	
age_agent_germanic_dignitary_authority_tutor		age_agent_dignitary_authority_tutor	age_dignitary_barbarian_germanic_skills		2	3	
age_agent_germanic_dignitary_subterfuge_fanatic		age_agent_dignitary_subterfuge_fanatic	age_dignitary_barbarian_germanic_skills		22	2	
age_agent_germanic_dignitary_subterfuge_greedy		age_agent_dignitary_subterfuge_greedy	age_dignitary_barbarian_germanic_skills		32	1	
age_agent_germanic_dignitary_subterfuge_silver_tongue		age_agent_dignitary_subterfuge_silver_tongue	age_dignitary_barbarian_germanic_skills		32	3	
age_agent_germanic_dignitary_subterfuge_smuggler		age_agent_dignitary_subterfuge_smuggler	age_dignitary_barbarian_germanic_skills		22	3	
age_agent_germanic_dignitary_subterfuge_strict		age_agent_dignitary_subterfuge_strict	age_dignitary_barbarian_germanic_skills		22	1	
age_agent_germanic_dignitary_subterfuge_vower		age_agent_dignitary_subterfuge_vower	age_dignitary_barbarian_germanic_skills		32	2	
age_agent_germanic_dignitary_zeal_advisor		age_agent_dignitary_zeal_advisor	age_dignitary_barbarian_germanic_skills		42	1	
age_agent_germanic_dignitary_zeal_chant		age_agent_dignitary_zeal_chant	age_dignitary_barbarian_germanic_skills		52	2	
age_agent_germanic_dignitary_zeal_corrupt		age_agent_dignitary_zeal_corrupt	age_dignitary_barbarian_germanic_skills		42	3	
age_agent_germanic_dignitary_zeal_leader		age_agent_dignitary_zeal_leader	age_dignitary_barbarian_germanic_skills		52	3	
age_agent_germanic_dignitary_zeal_underhanded		age_agent_dignitary_zeal_underhanded	age_dignitary_barbarian_germanic_skills		52	1	
age_agent_germanic_dignitary_zeal_warmonger		age_agent_dignitary_zeal_warmonger	age_dignitary_barbarian_germanic_skills		42	2	
age_agent_germanic_spy_authority_conspirator		age_agent_spy_authority_conspirator	age_spy_barbarian_germanic_skills		12	3	
age_agent_germanic_spy_authority_despoiler		age_agent_spy_authority_despoiler	age_spy_barbarian_germanic_skills		12	2	
age_agent_germanic_spy_authority_hunter		age_agent_spy_authority_hunter	age_spy_barbarian_germanic_skills		2	3	
age_agent_germanic_spy_authority_network		age_agent_spy_authority_network	age_spy_barbarian_germanic_skills		2	1	
age_agent_germanic_spy_authority_supplier		age_agent_dignitary_authority_supplier	age_spy_barbarian_germanic_skills		12	1	
age_agent_germanic_spy_authority_watchman		age_agent_spy_authority_watchman	age_spy_barbarian_germanic_skills		2	2	
age_agent_germanic_spy_subterfuge_discord		age_agent_spy_subterfuge_discord	age_spy_barbarian_germanic_skills		32	3	
age_agent_germanic_spy_subterfuge_hideout		age_agent_spy_subterfuge_hideout	age_spy_barbarian_germanic_skills		22	1	
age_agent_germanic_spy_subterfuge_thief		age_agent_spy_subterfuge_thief	age_spy_barbarian_germanic_skills		32	1	
age_agent_germanic_spy_subterfuge_toxic		age_agent_spy_subterfuge_toxic	age_spy_barbarian_germanic_skills		22	3	
age_agent_germanic_spy_subterfuge_tracker		age_agent_spy_subterfuge_tracker	age_spy_barbarian_germanic_skills		32	2	
age_agent_germanic_spy_zeal_counterspy		age_agent_spy_zeal_counterspy	age_spy_barbarian_germanic_skills		42	1	
age_agent_germanic_spy_zeal_deadly		age_agent_spy_zeal_deadly	age_spy_barbarian_germanic_skills		42	3	
age_agent_germanic_spy_zeal_looter		age_agent_spy_zeal_looter	age_spy_barbarian_germanic_skills		42	2	
age_agent_germanic_spy_zeal_menace		age_agent_spy_zeal_menace	age_spy_barbarian_germanic_skills		52	1	
