key	campaign_key	faction_key	indent	technology_key	technology_node_set	tier
3c_gallicemp_military_campaign_004_set_up_fabricae	main_3c	3c_gallicemp	3	3c_rome_military_campaign_set_up_fabricae	3c_gallicemp_military_campaign	0
3c_gallicemp_military_campaign_005_reinstate_comitatenses_system	main_3c	3c_gallicemp	2	3c_rome_military_campaign_rebuild_camps	3c_gallicemp_military_campaign	3
3c_gallicemp_military_campaign_006_coordinate_military_effort	main_3c	3c_gallicemp	3	3c_rome_military_campaign_coordinate_military_effort	3c_gallicemp_military_campaign	4
3c_gallicemp_military_campaign_007_enforce_conscription	main_3c	3c_gallicemp	6	3c_rome_military_campaign_enforce_conscription	3c_gallicemp_military_campaign	5
3c_gallicemp_military_campaign_008_reorganize_siege_provisions	main_3c	3c_gallicemp	6	3c_rome_military_campaign_reorganize_siege_provisions	3c_gallicemp_military_campaign	3
3c_gallicemp_military_campaign_009_adopt_defenseindepth_strategy	main_3c	3c_gallicemp	2	3c_rome_military_campaign_adopt_defenseindepth_strategy	3c_gallicemp_military_campaign	5
3c_gallicemp_military_recruitment_001_apply_renumeration_reforms	main_3c	3c_gallicemp	1	3c_rome_military_recruitment_apply_renumeration_reforms	3c_gallicemp_military_recruitment	0
3c_gallicemp_military_recruitment_002_hire_skilled_engineers	main_3c	3c_gallicemp	5	3c_rome_military_recruitment_employ_skilled_engineers	3c_gallicemp_military_recruitment	0
3c_gallicemp_military_recruitment_003_intensify_physical_conditioning	main_3c	3c_gallicemp	4	3c_rome_military_recruitment_intensify_physical_conditioning	3c_gallicemp_military_recruitment	1
3c_gallicemp_military_recruitment_004_reorganize_the_cohorts	main_3c	3c_gallicemp	1	3c_rome_military_recruitment_reorganize_the_cohorts	3c_gallicemp_military_recruitment	2
3c_gallicemp_military_recruitment_005_improve_harbour_infrastructure	main_3c	3c_gallicemp	5	3c_rome_military_recruitment_improve_harbour_infrastructure	3c_gallicemp_military_recruitment	2
3c_gallicemp_military_recruitment_006_expand_tactical_exercises	main_3c	3c_gallicemp	4	3c_rome_military_recruitment_expand_tactical_exercises	3c_gallicemp_military_recruitment	3
3c_gallicemp_military_recruitment_007_form_vehillationes	main_3c	3c_gallicemp	1	3c_rome_military_recruitment_form_vexillationes	3c_gallicemp_military_recruitment	4
3c_gallicemp_military_recruitment_008_restore_imperial_navalia	main_3c	3c_gallicemp	5	3c_rome_military_recruitment_restore_imperial_navalia	3c_gallicemp_military_recruitment	4
3c_gallicemp_military_recruitment_009_practise_strategic_maneouvres	main_3c	3c_gallicemp	4	3c_rome_military_recruitment_practise_strategic_maneouvres	3c_gallicemp_military_recruitment	5
3c_gallicemp_military_top_001_conscript_germanic_soldiers	main_3c	3c_gallicemp	7	3c_gallicemp_military_top_conscript_germanic_soldiers	3c_gallicemp_military_top	0
3c_germanic_civil_culture_001_organize_feasts	main_3c		3	3c_gothi_civil_culture_organize_feasts	3c_germanic_civil_culture	0
3c_germanic_civil_culture_002_expand_elder_futhark	main_3c		2	3c_gothi_civil_culture_expand_elder_futhark	3c_germanic_civil_culture	1
3c_germanic_civil_culture_003_revive_bardic_traditions	main_3c		6	3c_gothi_civil_culture_revive_bardic_traditions	3c_germanic_civil_culture	3
3c_germanic_civil_culture_004_organize_fairs	main_3c		3	3c_gothi_civil_culture_organize_fairs	3c_germanic_civil_culture	2
3c_germanic_civil_culture_005_incite_the_tribes	main_3c		6	3c_gothi_civil_culture_incite_the_tribes	3c_germanic_civil_culture	1
3c_germanic_civil_culture_006_send_out_traveling_bards	main_3c		6	3c_gothi_civil_culture_send_out_traveling_bards	3c_germanic_civil_culture	5
3c_germanic_civil_culture_007_uphold_the_old_ways	main_3c		3	3c_gothi_civil_culture_uphold_the_old_ways	3c_germanic_civil_culture	4
3c_germanic_civil_culture_008_sanction_religious_processions	main_3c		2	3c_gothi_civil_culture_sanction_religious_processions	3c_germanic_civil_culture	3
3c_germanic_civil_culture_009_worship_wodanaz	main_3c		2	3c_marcomanni_civil_culture_worship_wodanaz	3c_germanic_civil_culture	5
3c_germanic_civil_economy_001_allocate_land	main_3c		1	3c_gothi_civil_economy_allocate_land	3c_germanic_civil_economy	0
3c_germanic_civil_economy_002_oversee_natural_economy	main_3c		5	3c_gothi_civil_economy_oversee_natural_economy	3c_germanic_civil_economy	0
3c_germanic_civil_economy_003_focus_on_agriculture	main_3c		4	3c_gothi_civil_economy_focus_on_agriculture	3c_germanic_civil_economy	1
3c_germanic_civil_economy_004_organize_labour	main_3c		1	3c_gothi_civil_economy_select_workers	3c_germanic_civil_economy	2
3c_germanic_civil_economy_005_set_up_markets	main_3c		5	3c_gothi_civil_economy_set_up_markets	3c_germanic_civil_economy	2
3c_germanic_civil_economy_006_exploit_natural_resources	main_3c		4	3c_marcomanni_civil_economy_exploit_natural_resources	3c_germanic_civil_economy	3
3c_germanic_civil_economy_007_improve_infrastructure	main_3c		1	3c_gothi_civil_economy_improve_infrastructure	3c_germanic_civil_economy	4
3c_germanic_civil_economy_008_introduce_king_currency	main_3c		5	3c_gothi_civil_economy_introduce_king_currency	3c_germanic_civil_economy	4
3c_germanic_civil_economy_009_gift_slaves_to_nobility	main_3c		4	3c_marcomanni_civil_economy_gift_slaves_to_nobility	3c_germanic_civil_economy	5
3c_germanic_civil_governance_001_gain_recognition	main_3c		1	3c_gothi_civil_governance_gain_recognition	3c_germanic_civil_governance	0
3c_germanic_civil_governance_002_adopt_city_planning_practices	main_3c		5	3c_gothi_civil_governance_improve_housing	3c_germanic_civil_governance	0
3c_germanic_civil_governance_003_promise_glory	main_3c		4	3c_gothi_civil_governance_promise_glory	3c_germanic_civil_governance	1
3c_germanic_civil_governance_004_gather_retinue	main_3c		1	3c_gothi_civil_governance_gather_able_men	3c_germanic_civil_governance	2
3c_germanic_civil_governance_005_intimidate_the_opposition	main_3c		5	3c_gothi_civil_governance_intimidate_the_opposition	3c_germanic_civil_governance	2
3c_germanic_civil_governance_006_demand_oaths_of_fealty	main_3c		4	3c_gothi_civil_governance_demand_oaths_of_fealty	3c_germanic_civil_governance	3
3c_germanic_civil_governance_007_appoint_lawgivers	main_3c		1	3c_gothi_civil_governance_appoint_lawgivers	3c_germanic_civil_governance	4
3c_germanic_civil_governance_008_command_hygiene	main_3c		5	3c_gothi_civil_governance_command_hygiene	3c_germanic_civil_governance	4
3c_germanic_civil_governance_009_proclaim_legendary_kingdom	main_3c		4	3c_marcomanni_civil_governance_proclaim_legendary_kingdom	3c_germanic_civil_governance	5
3c_germanic_civil_top_001_integrate_slaves	main_3c		7	3c_marcomanni_civil_top_integrate_slaves	3c_germanic_civil_top	0
3c_germanic_military_battle_001_practice_boar_head_formation	main_3c		3	3c_gothi_military_battle_practice_boar_head_formation	3c_germanic_military_battle	2
3c_germanic_military_battle_002_issue_infantry_chainmail	main_3c		2	3c_gothi_military_battle_issue_infantry_chainmail	3c_germanic_military_battle	3
3c_germanic_military_battle_003_train_crews	main_3c		6	3c_gothi_military_battle_gather_sailors	3c_germanic_military_battle	1
3c_germanic_military_battle_004_scout_settlements	main_3c		2	3c_marcomanni_military_battle_scout_settlements	3c_germanic_military_battle	1
3c_germanic_military_battle_005_assemble_the_footmen	main_3c		3	3c_gothi_military_battle_gather_footmen	3c_germanic_military_battle	0
3c_germanic_military_battle_006_issue_oaken_ship_hulls	main_3c		6	3c_gothi_military_battle_issue_oaken_ship_hulls	3c_germanic_military_battle	3
3c_germanic_military_battle_007_train_with_longbows	main_3c		2	3c_marcomanni_military_battle_train_with_longbows	3c_germanic_military_battle	5
3c_germanic_military_battle_008_practice_war_dances	main_3c		3	3c_marcomanni_military_battle_practice_war_dances	3c_germanic_military_battle	4
3c_germanic_military_battle_009_embrace_mother_night	main_3c		6	3c_marcomanni_military_battle_embrace_mother_night	3c_germanic_military_battle	5
3c_germanic_military_campaign_001_encourage_oneonone_training	main_3c		3	3c_gothi_military_campaign_encourage_oneonone_training	3c_germanic_military_campaign	0
3c_germanic_military_campaign_002_motivate_hirelings	main_3c		2	3c_gothi_military_campaign_improve_mercenary_administration	3c_germanic_military_campaign	1
3c_germanic_military_campaign_003_authorize_pillaging	main_3c		6	3c_gothi_military_campaign_organize_pillaging	3c_germanic_military_campaign	3
3c_germanic_military_campaign_004_organize_forage_parties	main_3c		2	3c_gothi_military_campaign_send_out_forage_parties	3c_germanic_military_campaign	3
3c_germanic_military_campaign_005_copy_roman_arms_manufacturing	main_3c		6	3c_gothi_military_campaign_copy_roman_smithing	3c_germanic_military_campaign	1
3c_germanic_military_campaign_006_live_off_the_land	main_3c		3	3c_gothi_military_campaign_live_off_the_land	3c_germanic_military_campaign	2
3c_germanic_military_campaign_007_expand_warleader_retinue	main_3c		3	3c_gothi_military_campaign_expand_warleader_retinue	3c_germanic_military_campaign	4
3c_germanic_military_campaign_008_kidnap_foreign_siege_specialists	main_3c		6	3c_gothi_military_campaign_kidnap_foreign_siege_specialists	3c_germanic_military_campaign	5
3c_germanic_military_campaign_009_strip_them_bare	main_3c		2	3c_marcomanni_military_campaign_strip_them_bare	3c_germanic_military_campaign	5
3c_germanic_military_recruitment_001_gather_brave_souls	main_3c		1	3c_gothi_military_recruitment_gather_brave_souls	3c_germanic_military_recruitment	0
3c_germanic_military_recruitment_002_enchance_boat_construction	main_3c		5	3c_gothi_military_recruitment_enchance_boat_construction	3c_germanic_military_recruitment	0
3c_germanic_military_recruitment_003_intensify_physical_conditioning	main_3c		4	3c_gothi_military_recruitment_intensify_physical_conditioning	3c_germanic_military_recruitment	1
3c_germanic_military_recruitment_004_lead_by_example	main_3c		1	3c_gothi_military_recruitment_lead_by_example	3c_germanic_military_recruitment	2
3c_germanic_military_recruitment_005_implement_iron_anchors	main_3c		5	3c_gothi_military_recruitment_implement_iron_anchors	3c_germanic_military_recruitment	2
3c_germanic_military_recruitment_006_improve_cavalry_tactics	main_3c		4	3c_gothi_military_recruitment_improve_cavalry_tactics	3c_germanic_military_recruitment	3
3c_germanic_military_recruitment_007_instill_military_discipline	main_3c		1	3c_gothi_military_recruitment_instill_military_discipline	3c_germanic_military_recruitment	4
3c_germanic_military_recruitment_008_adopt_clinkerbuilt_ships	main_3c		5	3c_gothi_military_recruitment_adopt_clinkerbuilt_ships	3c_germanic_military_recruitment	4
3c_germanic_military_recruitment_009_oversee_young_bloods	main_3c		4	3c_gothi_military_recruitment_oversee_young_bloods	3c_germanic_military_recruitment	5
3c_germanic_military_top_001_incite_lust_for_battle	main_3c		7	3c_marcomanni_military_top_incite_lust_for_battle	3c_germanic_military_top	0
3c_gothi_civil_culture_001_organize_feasts	main_3c	3c_gothi	3	3c_gothi_civil_culture_organize_feasts	3c_gothi_civil_culture	0
3c_gothi_civil_culture_002_expand_elder_futhark	main_3c	3c_gothi	2	3c_gothi_civil_culture_expand_elder_futhark	3c_gothi_civil_culture	1
3c_gothi_civil_culture_003_revive_bardic_traditions	main_3c	3c_gothi	6	3c_gothi_civil_culture_revive_bardic_traditions	3c_gothi_civil_culture	3
3c_gothi_civil_culture_004_organize_fairs	main_3c	3c_gothi	3	3c_gothi_civil_culture_organize_fairs	3c_gothi_civil_culture	2
3c_gothi_civil_culture_005_incite_the_tribes	main_3c	3c_gothi	6	3c_gothi_civil_culture_incite_the_tribes	3c_gothi_civil_culture	1
3c_gothi_civil_culture_006_send_out_traveling_bards	main_3c	3c_gothi	6	3c_gothi_civil_culture_send_out_traveling_bards	3c_gothi_civil_culture	5
3c_gothi_civil_culture_007_uphold_the_old_ways	main_3c	3c_gothi	3	3c_gothi_civil_culture_uphold_the_old_ways	3c_gothi_civil_culture	4
3c_gothi_civil_culture_008_sanction_religious_processions	main_3c	3c_gothi	2	3c_gothi_civil_culture_sanction_religious_processions	3c_gothi_civil_culture	3
3c_gothi_civil_culture_009_expand_the_cult_of_gaut	main_3c	3c_gothi	2	3c_gothi_civil_culture_expand_the_cult_of_gaut	3c_gothi_civil_culture	5
3c_gothi_civil_economy_001_allocate_land	main_3c	3c_gothi	1	3c_gothi_civil_economy_allocate_land	3c_gothi_civil_economy	0
3c_gothi_civil_economy_002_oversee_natural_economy	main_3c	3c_gothi	5	3c_gothi_civil_economy_oversee_natural_economy	3c_gothi_civil_economy	0
3c_gothi_civil_economy_003_focus_on_agriculture	main_3c	3c_gothi	4	3c_gothi_civil_economy_focus_on_agriculture	3c_gothi_civil_economy	1
3c_gothi_civil_economy_004_organize_labour	main_3c	3c_gothi	1	3c_gothi_civil_economy_select_workers	3c_gothi_civil_economy	2
3c_gothi_civil_economy_005_set_up_markets	main_3c	3c_gothi	5	3c_gothi_civil_economy_set_up_markets	3c_gothi_civil_economy	2
3c_gothi_civil_economy_006_employ_gemcutters	main_3c	3c_gothi	4	3c_gothi_civil_economy_employ_gemcutters	3c_gothi_civil_economy	3
3c_gothi_civil_economy_007_improve_infrastructure	main_3c	3c_gothi	1	3c_gothi_civil_economy_improve_infrastructure	3c_gothi_civil_economy	4
3c_gothi_civil_economy_008_introduce_king_currency	main_3c	3c_gothi	5	3c_gothi_civil_economy_introduce_king_currency	3c_gothi_civil_economy	4
3c_gothi_civil_economy_009_encourage_crafts_specialization	main_3c	3c_gothi	4	3c_gothi_civil_economy_encourage_crafts_specialization	3c_gothi_civil_economy	5
3c_gothi_civil_governance_001_gain_recognition	main_3c	3c_gothi	1	3c_gothi_civil_governance_gain_recognition	3c_gothi_civil_governance	0
3c_gothi_civil_governance_002_adopt_city_planning_practices	main_3c	3c_gothi	5	3c_gothi_civil_governance_improve_housing	3c_gothi_civil_governance	0
3c_gothi_civil_governance_003_promise_glory	main_3c	3c_gothi	4	3c_gothi_civil_governance_promise_glory	3c_gothi_civil_governance	1
3c_gothi_civil_governance_004_gather_retinue	main_3c	3c_gothi	1	3c_gothi_civil_governance_gather_able_men	3c_gothi_civil_governance	2
3c_gothi_civil_governance_005_intimidate_the_opposition	main_3c	3c_gothi	5	3c_gothi_civil_governance_intimidate_the_opposition	3c_gothi_civil_governance	2
3c_gothi_civil_governance_006_demand_oaths_of_fealty	main_3c	3c_gothi	4	3c_gothi_civil_governance_demand_oaths_of_fealty	3c_gothi_civil_governance	3
3c_gothi_civil_governance_007_appoint_lawgivers	main_3c	3c_gothi	1	3c_gothi_civil_governance_appoint_lawgivers	3c_gothi_civil_governance	4
3c_gothi_civil_governance_008_command_hygiene	main_3c	3c_gothi	5	3c_gothi_civil_governance_command_hygiene	3c_gothi_civil_governance	4
3c_gothi_civil_governance_009_proclaim_legendary_reikdom	main_3c	3c_gothi	4	3c_gothi_civil_governance_proclaim_legendary_reikdom	3c_gothi_civil_governance	5
3c_gothi_civil_top_001_organize_the_tribe	main_3c	3c_gothi	7	3c_gothi_civil_top_organize_the_tribe	3c_gothi_civil_top	0
3c_gothi_military_battle_001_practice_boar_head_formation	main_3c	3c_gothi	3	3c_gothi_military_battle_practice_boar_head_formation	3c_gothi_military_battle	2
3c_gothi_military_battle_002_issue_infantry_chainmail	main_3c	3c_gothi	2	3c_gothi_military_battle_issue_infantry_chainmail	3c_gothi_military_battle	3
3c_gothi_military_battle_003_train_crews	main_3c	3c_gothi	6	3c_gothi_military_battle_gather_sailors	3c_gothi_military_battle	1
3c_gothi_military_battle_004_assemble_the_horsemen	main_3c	3c_gothi	2	3c_gothi_military_battle_gather_horsemen	3c_gothi_military_battle	1
3c_gothi_military_battle_005_assemble_the_footmen	main_3c	3c_gothi	3	3c_gothi_military_battle_gather_footmen	3c_gothi_military_battle	0
3c_gothi_military_battle_006_issue_oaken_ship_hulls	main_3c	3c_gothi	6	3c_gothi_military_battle_issue_oaken_ship_hulls	3c_gothi_military_battle	3
3c_gothi_military_battle_007_favor_the_tervingi	main_3c	3c_gothi	2	3c_gothi_military_battle_favor_the_tervingi	3c_gothi_military_battle	5
3c_gothi_military_battle_008_favor_the_greuthungi	main_3c	3c_gothi	6	3c_gothi_military_battle_favor_the_greuthungi	3c_gothi_military_battle	5
3c_gothi_military_battle_009_spread_stories_black_sea_raiders	main_3c	3c_gothi	3	3c_gothi_military_battle_spread_stories_black_sea_raiders	3c_gothi_military_battle	4
3c_gothi_military_campaign_001_encourage_oneonone_training	main_3c	3c_gothi	3	3c_gothi_military_campaign_encourage_oneonone_training	3c_gothi_military_campaign	0
3c_gothi_military_campaign_002_motivate_hirelings	main_3c	3c_gothi	2	3c_gothi_military_campaign_improve_mercenary_administration	3c_gothi_military_campaign	1
3c_gothi_military_campaign_003_authorize_pillaging	main_3c	3c_gothi	6	3c_gothi_military_campaign_organize_pillaging	3c_gothi_military_campaign	3
3c_gothi_military_campaign_004_organize_forage_parties	main_3c	3c_gothi	2	3c_gothi_military_campaign_send_out_forage_parties	3c_gothi_military_campaign	3
3c_gothi_military_campaign_005_copy_roman_arms_manufacturing	main_3c	3c_gothi	6	3c_gothi_military_campaign_copy_roman_smithing	3c_gothi_military_campaign	1
3c_gothi_military_campaign_006_live_off_the_land	main_3c	3c_gothi	3	3c_gothi_military_campaign_live_off_the_land	3c_gothi_military_campaign	2
3c_gothi_military_campaign_007_expand_warleader_retinue	main_3c	3c_gothi	3	3c_gothi_military_campaign_expand_warleader_retinue	3c_gothi_military_campaign	4
3c_gothi_military_campaign_008_kidnap_foreign_siege_specialists	main_3c	3c_gothi	6	3c_gothi_military_campaign_kidnap_foreign_siege_specialists	3c_gothi_military_campaign	5
3c_gothi_military_campaign_009_fortify_wagon_laager	main_3c	3c_gothi	2	3c_gothi_military_campaign_fortify_wagon_laager	3c_gothi_military_campaign	5
3c_gothi_military_recruitment_001_gather_brave_souls	main_3c	3c_gothi	1	3c_gothi_military_recruitment_gather_brave_souls	3c_gothi_military_recruitment	0
3c_gothi_military_recruitment_002_enchance_boat_construction	main_3c	3c_gothi	5	3c_gothi_military_recruitment_enchance_boat_construction	3c_gothi_military_recruitment	0
3c_gothi_military_recruitment_003_intensify_physical_conditioning	main_3c	3c_gothi	4	3c_gothi_military_recruitment_intensify_physical_conditioning	3c_gothi_military_recruitment	1
3c_gothi_military_recruitment_004_lead_by_example	main_3c	3c_gothi	1	3c_gothi_military_recruitment_lead_by_example	3c_gothi_military_recruitment	2
3c_gothi_military_recruitment_005_implement_iron_anchors	main_3c	3c_gothi	5	3c_gothi_military_recruitment_implement_iron_anchors	3c_gothi_military_recruitment	2
3c_gothi_military_recruitment_006_improve_cavalry_tactics	main_3c	3c_gothi	4	3c_gothi_military_recruitment_improve_cavalry_tactics	3c_gothi_military_recruitment	3
3c_gothi_military_recruitment_007_instill_military_discipline	main_3c	3c_gothi	1	3c_gothi_military_recruitment_instill_military_discipline	3c_gothi_military_recruitment	4
3c_gothi_military_recruitment_008_adopt_clinkerbuilt_ships	main_3c	3c_gothi	5	3c_gothi_military_recruitment_adopt_clinkerbuilt_ships	3c_gothi_military_recruitment	4
3c_gothi_military_recruitment_009_oversee_young_bloods	main_3c	3c_gothi	4	3c_gothi_military_recruitment_oversee_young_bloods	3c_gothi_military_recruitment	5
3c_gothi_military_top_001_stand_together	main_3c	3c_gothi	7	3c_gothi_military_top_stand_together	3c_gothi_military_top	0
3c_marcomanni_civil_culture_001_organize_feasts	main_3c	3c_marcomanni	3	3c_gothi_civil_culture_organize_feasts	3c_marcomanni_civil_culture	0
3c_marcomanni_civil_culture_002_expand_elder_futhark	main_3c	3c_marcomanni	2	3c_gothi_civil_culture_expand_elder_futhark	3c_marcomanni_civil_culture	1
3c_marcomanni_civil_culture_003_revive_bardic_traditions	main_3c	3c_marcomanni	6	3c_gothi_civil_culture_revive_bardic_traditions	3c_marcomanni_civil_culture	3
3c_marcomanni_civil_culture_004_organize_fairs	main_3c	3c_marcomanni	3	3c_gothi_civil_culture_organize_fairs	3c_marcomanni_civil_culture	2
3c_marcomanni_civil_culture_005_incite_the_tribes	main_3c	3c_marcomanni	6	3c_gothi_civil_culture_incite_the_tribes	3c_marcomanni_civil_culture	1
3c_marcomanni_civil_culture_006_send_out_traveling_bards	main_3c	3c_marcomanni	6	3c_gothi_civil_culture_send_out_traveling_bards	3c_marcomanni_civil_culture	5
3c_marcomanni_civil_culture_007_uphold_the_old_ways	main_3c	3c_marcomanni	3	3c_gothi_civil_culture_uphold_the_old_ways	3c_marcomanni_civil_culture	4
3c_marcomanni_civil_culture_008_sanction_religious_processions	main_3c	3c_marcomanni	2	3c_gothi_civil_culture_sanction_religious_processions	3c_marcomanni_civil_culture	3
3c_marcomanni_civil_culture_009_worship_wodanaz	main_3c	3c_marcomanni	2	3c_marcomanni_civil_culture_worship_wodanaz	3c_marcomanni_civil_culture	5
3c_marcomanni_civil_economy_001_allocate_land	main_3c	3c_marcomanni	1	3c_gothi_civil_economy_allocate_land	3c_marcomanni_civil_economy	0
3c_marcomanni_civil_economy_002_oversee_natural_economy	main_3c	3c_marcomanni	5	3c_gothi_civil_economy_oversee_natural_economy	3c_marcomanni_civil_economy	0
3c_marcomanni_civil_economy_003_focus_on_agriculture	main_3c	3c_marcomanni	4	3c_gothi_civil_economy_focus_on_agriculture	3c_marcomanni_civil_economy	1
3c_marcomanni_civil_economy_004_organize_labour	main_3c	3c_marcomanni	1	3c_gothi_civil_economy_select_workers	3c_marcomanni_civil_economy	2
3c_marcomanni_civil_economy_005_set_up_markets	main_3c	3c_marcomanni	5	3c_gothi_civil_economy_set_up_markets	3c_marcomanni_civil_economy	2
3c_marcomanni_civil_economy_006_exploit_natural_resources	main_3c	3c_marcomanni	4	3c_marcomanni_civil_economy_exploit_natural_resources	3c_marcomanni_civil_economy	3
3c_marcomanni_civil_economy_007_improve_infrastructure	main_3c	3c_marcomanni	1	3c_gothi_civil_economy_improve_infrastructure	3c_marcomanni_civil_economy	4
3c_marcomanni_civil_economy_008_introduce_king_currency	main_3c	3c_marcomanni	5	3c_gothi_civil_economy_introduce_king_currency	3c_marcomanni_civil_economy	4
3c_marcomanni_civil_economy_009_gift_slaves_to_nobility	main_3c	3c_marcomanni	4	3c_marcomanni_civil_economy_gift_slaves_to_nobility	3c_marcomanni_civil_economy	5
3c_marcomanni_civil_governance_001_gain_recognition	main_3c	3c_marcomanni	1	3c_gothi_civil_governance_gain_recognition	3c_marcomanni_civil_governance	0
3c_marcomanni_civil_governance_002_adopt_city_planning_practices	main_3c	3c_marcomanni	5	3c_gothi_civil_governance_improve_housing	3c_marcomanni_civil_governance	0
3c_marcomanni_civil_governance_003_promise_glory	main_3c	3c_marcomanni	4	3c_gothi_civil_governance_promise_glory	3c_marcomanni_civil_governance	1
3c_marcomanni_civil_governance_004_gather_retinue	main_3c	3c_marcomanni	1	3c_gothi_civil_governance_gather_able_men	3c_marcomanni_civil_governance	2
3c_marcomanni_civil_governance_005_intimidate_the_opposition	main_3c	3c_marcomanni	5	3c_gothi_civil_governance_intimidate_the_opposition	3c_marcomanni_civil_governance	2
3c_marcomanni_civil_governance_006_demand_oaths_of_fealty	main_3c	3c_marcomanni	4	3c_gothi_civil_governance_demand_oaths_of_fealty	3c_marcomanni_civil_governance	3
3c_marcomanni_civil_governance_007_appoint_lawgivers	main_3c	3c_marcomanni	1	3c_gothi_civil_governance_appoint_lawgivers	3c_marcomanni_civil_governance	4
3c_marcomanni_civil_governance_008_command_hygiene	main_3c	3c_marcomanni	5	3c_gothi_civil_governance_command_hygiene	3c_marcomanni_civil_governance	4
3c_marcomanni_civil_governance_009_proclaim_legendary_kingdom	main_3c	3c_marcomanni	4	3c_marcomanni_civil_governance_proclaim_legendary_kingdom	3c_marcomanni_civil_governance	5
3c_marcomanni_civil_top_001_integrate_slaves	main_3c	3c_marcomanni	7	3c_marcomanni_civil_top_integrate_slaves	3c_marcomanni_civil_top	0
3c_marcomanni_military_battle_001_practice_boar_head_formation	main_3c	3c_marcomanni	3	3c_gothi_military_battle_practice_boar_head_formation	3c_marcomanni_military_battle	2
3c_marcomanni_military_battle_002_issue_infantry_chainmail	main_3c	3c_marcomanni	2	3c_gothi_military_battle_issue_infantry_chainmail	3c_marcomanni_military_battle	3
3c_marcomanni_military_battle_003_train_crews	main_3c	3c_marcomanni	6	3c_gothi_military_battle_gather_sailors	3c_marcomanni_military_battle	1
3c_marcomanni_military_battle_004_scout_settlements	main_3c	3c_marcomanni	2	3c_marcomanni_military_battle_scout_settlements	3c_marcomanni_military_battle	1
3c_marcomanni_military_battle_005_assemble_the_footmen	main_3c	3c_marcomanni	3	3c_gothi_military_battle_gather_footmen	3c_marcomanni_military_battle	0
3c_marcomanni_military_battle_006_issue_oaken_ship_hulls	main_3c	3c_marcomanni	6	3c_gothi_military_battle_issue_oaken_ship_hulls	3c_marcomanni_military_battle	3
3c_marcomanni_military_battle_007_train_with_longbows	main_3c	3c_marcomanni	2	3c_marcomanni_military_battle_train_with_longbows	3c_marcomanni_military_battle	5
3c_marcomanni_military_battle_008_practice_war_dances	main_3c	3c_marcomanni	3	3c_marcomanni_military_battle_practice_war_dances	3c_marcomanni_military_battle	4
3c_marcomanni_military_battle_009_embrace_mother_night	main_3c	3c_marcomanni	6	3c_marcomanni_military_battle_embrace_mother_night	3c_marcomanni_military_battle	5
3c_marcomanni_military_campaign_001_encourage_oneonone_training	main_3c	3c_marcomanni	3	3c_gothi_military_campaign_encourage_oneonone_training	3c_marcomanni_military_campaign	0
3c_marcomanni_military_campaign_002_motivate_hirelings	main_3c	3c_marcomanni	2	3c_gothi_military_campaign_improve_mercenary_administration	3c_marcomanni_military_campaign	1
3c_marcomanni_military_campaign_003_authorize_pillaging	main_3c	3c_marcomanni	6	3c_gothi_military_campaign_organize_pillaging	3c_marcomanni_military_campaign	3
3c_marcomanni_military_campaign_004_organize_forage_parties	main_3c	3c_marcomanni	2	3c_gothi_military_campaign_send_out_forage_parties	3c_marcomanni_military_campaign	3
3c_marcomanni_military_campaign_005_copy_roman_arms_manufacturing	main_3c	3c_marcomanni	6	3c_gothi_military_campaign_copy_roman_smithing	3c_marcomanni_military_campaign	1
3c_marcomanni_military_campaign_006_live_off_the_land	main_3c	3c_marcomanni	3	3c_gothi_military_campaign_live_off_the_land	3c_marcomanni_military_campaign	2
3c_marcomanni_military_campaign_007_expand_warleader_retinue	main_3c	3c_marcomanni	3	3c_gothi_military_campaign_expand_warleader_retinue	3c_marcomanni_military_campaign	4
3c_marcomanni_military_campaign_008_kidnap_foreign_siege_specialists	main_3c	3c_marcomanni	6	3c_gothi_military_campaign_kidnap_foreign_siege_specialists	3c_marcomanni_military_campaign	5
3c_marcomanni_military_campaign_009_strip_them_bare	main_3c	3c_marcomanni	2	3c_marcomanni_military_campaign_strip_them_bare	3c_marcomanni_military_campaign	5
3c_marcomanni_military_recruitment_001_gather_brave_souls	main_3c	3c_marcomanni	1	3c_gothi_military_recruitment_gather_brave_souls	3c_marcomanni_military_recruitment	0
3c_marcomanni_military_recruitment_002_enchance_boat_construction	main_3c	3c_marcomanni	5	3c_gothi_military_recruitment_enchance_boat_construction	3c_marcomanni_military_recruitment	0
3c_marcomanni_military_recruitment_003_intensify_physical_conditioning	main_3c	3c_marcomanni	4	3c_gothi_military_recruitment_intensify_physical_conditioning	3c_marcomanni_military_recruitment	1
3c_marcomanni_military_recruitment_004_lead_by_example	main_3c	3c_marcomanni	1	3c_gothi_military_recruitment_lead_by_example	3c_marcomanni_military_recruitment	2
3c_marcomanni_military_recruitment_005_implement_iron_anchors	main_3c	3c_marcomanni	5	3c_gothi_military_recruitment_implement_iron_anchors	3c_marcomanni_military_recruitment	2
3c_marcomanni_military_recruitment_006_improve_cavalry_tactics	main_3c	3c_marcomanni	4	3c_gothi_military_recruitment_improve_cavalry_tactics	3c_marcomanni_military_recruitment	3
3c_marcomanni_military_recruitment_007_instill_military_discipline	main_3c	3c_marcomanni	1	3c_gothi_military_recruitment_instill_military_discipline	3c_marcomanni_military_recruitment	4
