key	subculture	for_army	campaign
legacy_carthaginian_hundred_four_friends	sc_rom_carthaginian	true	
legacy_carthaginian_hundred_four_heralds	sc_rom_carthaginian	true	
legacy_carthaginian_judges_will	sc_rom_carthaginian	true	
legacy_carthaginian_melqart_justice	sc_rom_carthaginian	true	
legacy_carthaginian_people_army	sc_rom_carthaginian	true	
legacy_carthaginian_resheph_scourge	sc_rom_carthaginian	true	
legacy_carthaginian_tanit_lions	sc_rom_carthaginian	true	
legacy_carthaginian_tusks_of_destiny	sc_rom_carthaginian	true	
legacy_carthaginian_walls_byrsa	sc_rom_carthaginian	true	
legacy_celtiberian_ataecina_heralds	sc_rom_celtiberian	true	
legacy_celtiberian_candamius_reach	sc_rom_celtiberian	true	
legacy_celtiberian_cariocecus_right_hands	sc_rom_celtiberian	true	
legacy_celtiberian_cariocecus_wrath	sc_rom_celtiberian	true	
legacy_celtiberian_cesius_spears	sc_rom_celtiberian	true	
legacy_celtiberian_endovelicus_guardians	sc_rom_celtiberian	true	
legacy_celtiberian_epane_steeds	sc_rom_celtiberian	true	
legacy_celtiberian_flaming_falcatas	sc_rom_celtiberian	true	
legacy_celtiberian_neto_blazing_fury	sc_rom_celtiberian	true	
legacy_celtiberian_neto_flaming_swords	sc_rom_celtiberian	true	
legacy_celtiberian_neto_horns	sc_rom_celtiberian	true	
legacy_celtiberian_reu_thunderbolts	sc_rom_celtiberian	true	
legacy_celtiberian_trebaruna_champions	sc_rom_celtiberian	true	
legacy_celtic_artio_claws	sc_rom_celtic	true	
legacy_celtic_blades	sc_rom_celtic	true	
legacy_celtic_brazen_bears	sc_rom_celtic	true	
legacy_celtic_epona_glory	sc_rom_celtic	true	
legacy_celtic_heralds_of_death	sc_rom_celtic	true	
legacy_celtic_howling_wolves	sc_rom_celtic	true	
legacy_celtic_mountain_men	sc_rom_celtic	true	
legacy_celtic_sabazios_fury	sc_rom_celtic	true	
legacy_celtic_smertrios_sons	sc_rom_celtic	true	
legacy_celtic_spear_men	sc_rom_celtic	true	
legacy_celtic_stone_crows	sc_rom_celtic	true	
legacy_celtic_tumult	sc_rom_celtic	true	
legacy_celtic_warmongers	sc_rom_celtic	true	
legacy_celtic_warriors_wandering	sc_rom_celtic	true	
legacy_eastern_army_immortals	sc_rom_eastern	true	
legacy_eastern_brothers_arms	sc_rom_eastern	true	
legacy_eastern_fire_steel	sc_rom_eastern	true	
legacy_eastern_first_men	sc_rom_eastern	true	
legacy_eastern_flames_pruifying	sc_rom_eastern	true	
legacy_eastern_forgotten_warriors	sc_rom_eastern	true	
legacy_eastern_heroes_men	sc_rom_eastern	true	
legacy_eastern_ishtar_champions	sc_rom_eastern	true	
legacy_eastern_light_bringers	sc_rom_eastern	true	
legacy_eastern_manticore_claws	sc_rom_eastern	true	
legacy_eastern_serpent_eyes	sc_rom_eastern	true	
legacy_eastern_stone_cutters	sc_rom_eastern	true	
legacy_eastern_truth_bearers	sc_rom_eastern	true	
legacy_eastern_watchmen	sc_rom_parthian	true	
legacy_eastern_watch	sc_rom_eastern	true	
legacy_eastern_xerxes_scions	sc_rom_eastern	true	
legacy_gaul_andarta_claws	sc_rom_gaul	true	
legacy_gaul_armorican_champions	sc_rom_gaul	true	
legacy_gaul_brennus_sons	sc_rom_gaul	true	
legacy_gaul_catubodua_flight	sc_rom_gaul	true	
legacy_gaul_cernunos_horns	sc_rom_gaul	true	
legacy_gaul_children_of_morgane	sc_rom_gaul	true	
legacy_gaul_doom_men	sc_rom_gaul	true	
legacy_gaul_golden_torcs	sc_rom_gaul	true	
legacy_gaul_headhunters	sc_rom_gaul	true	
legacy_gaul_heralds_of_ankou	sc_rom_gaul	true	
legacy_gaul_hill_defenders	sc_rom_gaul	true	
legacy_gaul_howling_carnyces	sc_rom_gaul	true	
legacy_gaul_korrigans	sc_rom_gaul	true	
legacy_gaul_light_belenos	sc_rom_gaul	true	
legacy_gaul_men_of_morvan	sc_rom_gaul	true	
legacy_gaul_menhir_men	sc_rom_gaul	true	
legacy_gaul_razorback	sc_rom_gaul	true	
legacy_gaul_rolling_menhirs	sc_rom_gaul	true	
legacy_gaul_rudianos_champions	sc_rom_gaul	true	
legacy_gaul_segomo_swords	sc_rom_gaul	true	
legacy_gaul_stalkers_of_camma	sc_rom_gaul	true	
legacy_gaul_swords_glory	sc_rom_gaul	true	
legacy_gaul_taranis_thunderbolts	sc_rom_gaul	true	
legacy_gaul_toutatis_wardens	sc_rom_gaul	true	
legacy_germanic_beholder_tuisto_skull	sc_rom_germanic	true	
legacy_germanic_berserkers_dread	sc_rom_germanic	true	
legacy_germanic_blood_embers	sc_rom_germanic	true	
legacy_germanic_bloodaxes	sc_rom_germanic	true	
legacy_germanic_bloodsworn	sc_rom_germanic	true	
legacy_germanic_breakers_of_trees	sc_rom_germanic	true	
legacy_germanic_brothers_metal	sc_rom_germanic	true	
legacy_germanic_children_of_the_forest	sc_rom_germanic	true	
legacy_germanic_doom_children	sc_rom_germanic	true	
legacy_germanic_dragonslayers	sc_rom_germanic	true	
legacy_germanic_einherjars	sc_rom_germanic	true	
legacy_germanic_feeder_of_war_gull	sc_rom_germanic	true	
legacy_germanic_feeders_of_eagle	sc_rom_germanic	true	
legacy_germanic_fimmilena_victors	sc_rom_germanic	true	
legacy_germanic_fires_sunna	sc_rom_germanic	true	
legacy_germanic_friagabis_champions	sc_rom_germanic	true	
legacy_germanic_frijjo_consorts	sc_rom_germanic	true	
legacy_germanic_heralds_of_hymir	sc_rom_germanic	true	
legacy_germanic_howling_wolves	sc_rom_germanic	true	
legacy_germanic_icicles_of_blood	sc_rom_germanic	true	
legacy_germanic_jotun_slayers	sc_rom_germanic	true	
legacy_germanic_lightning_riders	sc_rom_germanic	true	
legacy_germanic_minions_of_wolf_father	sc_rom_germanic	true	
legacy_germanic_oak_children	sc_rom_germanic	true	
legacy_germanic_oath_maker	sc_rom_germanic	true	
legacy_germanic_raging_boars	sc_rom_germanic	true	
legacy_germanic_skull_breaker	sc_rom_germanic	true	
legacy_germanic_sons_of_bears	sc_rom_germanic	true	
legacy_germanic_swans_of_blood	sc_rom_germanic	true	
legacy_germanic_thryms_chosen	sc_rom_germanic	true	
legacy_germanic_thunaraz_hammer	sc_rom_germanic	true	
legacy_germanic_thunaraz_thunderbolts	sc_rom_germanic	true	
legacy_germanic_trees_woe	sc_rom_germanic	true	
legacy_germanic_warrior_skalds	sc_rom_germanic	true	
legacy_germanic_wild_hunters	sc_rom_germanic	true	
legacy_germanic_wodanaz_host	sc_rom_germanic	true	
legacy_germanic_wolves_war	sc_rom_germanic	true	
legacy_germanic_wooden_men	sc_rom_germanic	true	
legacy_greek_agamemnon_pride	sc_rom_greek	true	
legacy_greek_ares_dread	sc_rom_greek	true	
legacy_greek_ares_sons	sc_rom_greek	true	
legacy_greek_ares_spears	sc_rom_greek	true	
legacy_greek_ares_terrors	sc_rom_greek	true	
legacy_greek_athena_faithful	sc_rom_greek	true	
legacy_greek_baslisk_bite	sc_rom_greek	true	
legacy_greek_centaurs	sc_rom_greek	true	
legacy_greek_companions_brave	sc_rom_greek	true	
legacy_greek_companions_heracles	sc_rom_greek	true	
legacy_greek_companions_of_cerberus	sc_rom_greek	true	
legacy_greek_deimos_dread	sc_rom_greek	true	
legacy_greek_enemies_of_circe	sc_rom_greek	true	
legacy_greek_enyo_destroyers	sc_rom_greek	true	
legacy_greek_gigantes	sc_rom_greek	true	
legacy_greek_gods_war	sc_rom_greek	true	
legacy_greek_gryphon_grace	sc_rom_greek	true	
legacy_greek_harpy_claws	sc_rom_greek	true	
legacy_greek_hecatoncheires	sc_rom_greek	true	
legacy_greek_helene_faithful	sc_rom_greek	true	
legacy_greek_hephaistos_fires	sc_rom_greek	true	
legacy_greek_hephaistos_hammers	sc_rom_greek	true	
legacy_greek_heracles_might	sc_rom_greek	true	
legacy_greek_inv_agamemnon_pride	sc_rom_greek	true	main_invasion
legacy_greek_inv_ares_dread	sc_rom_greek	true	main_invasion
legacy_greek_inv_ares_sons	sc_rom_greek	true	main_invasion
legacy_greek_inv_ares_spears	sc_rom_greek	true	main_invasion
legacy_greek_inv_ares_terrors	sc_rom_greek	true	main_invasion
legacy_greek_inv_athena_faithful	sc_rom_greek	true	main_invasion
legacy_greek_inv_baslisk_bite	sc_rom_greek	true	main_invasion
legacy_greek_inv_centaurs	sc_rom_greek	true	main_invasion
legacy_greek_inv_companions_brave	sc_rom_greek	true	main_invasion
legacy_greek_inv_companions_heracles	sc_rom_greek	true	main_invasion
legacy_greek_inv_companions_of_cerberus	sc_rom_greek	true	main_invasion
legacy_greek_inv_deimos_dread	sc_rom_greek	true	main_invasion
legacy_greek_inv_enemies_of_circe	sc_rom_greek	true	main_invasion
legacy_greek_inv_enyo_destroyers	sc_rom_greek	true	main_invasion
legacy_greek_inv_gigantes	sc_rom_greek	true	main_invasion
legacy_greek_inv_gods_war	sc_rom_greek	true	main_invasion
legacy_greek_inv_gryphon_grace	sc_rom_greek	true	main_invasion
legacy_greek_inv_harpy_claws	sc_rom_greek	true	main_invasion
legacy_greek_inv_hecatoncheires	sc_rom_greek	true	main_invasion
legacy_greek_inv_helene_faithful	sc_rom_greek	true	main_invasion
legacy_greek_inv_hephaistos_fires	sc_rom_greek	true	main_invasion
legacy_greek_inv_hephaistos_hammers	sc_rom_greek	true	main_invasion
legacy_greek_inv_heracles_might	sc_rom_greek	true	main_invasion
legacy_greek_inv_medusa_head_wielders	sc_rom_greek	true	main_invasion
legacy_greek_inv_nike_champions	sc_rom_greek	true	main_invasion
legacy_greek_inv_odysseus_wanderers	sc_rom_greek	true	main_invasion
legacy_greek_inv_olympus_champions	sc_rom_greek	true	main_invasion
legacy_greek_inv_olympus_defenders	sc_rom_greek	true	main_invasion
legacy_greek_inv_pegasus_wings	sc_rom_greek	true	main_invasion
legacy_greek_inv_pericles_heraclids	sc_rom_greek	true	main_invasion
legacy_greek_inv_pericles_pride	sc_rom_greek	true	main_invasion
legacy_greek_inv_phobos_terror	sc_rom_greek	true	main_invasion
legacy_greek_inv_polemos_daemons	sc_rom_greek	true	main_invasion
legacy_greek_inv_ravaging_chimeras	sc_rom_greek	true	main_invasion
legacy_greek_inv_servants_of_charon	sc_rom_greek	true	main_invasion
legacy_greek_inv_sons_of_rhea	sc_rom_greek	true	main_invasion
legacy_greek_inv_ten_thousand	sc_rom_greek	true	main_invasion
legacy_greek_inv_thanatos_heralds	sc_rom_greek	true	main_invasion
legacy_greek_inv_the_cyclops_slayers	sc_rom_greek	true	main_invasion
legacy_greek_inv_titanes	sc_rom_greek	true	main_invasion
legacy_greek_inv_tyche_children	sc_rom_greek	true	main_invasion
legacy_greek_inv_xenophon_brothers	sc_rom_greek	true	main_invasion
legacy_greek_inv_zeus_children	sc_rom_greek	true	main_invasion
legacy_greek_inv_zeus_eagles	sc_rom_greek	true	main_invasion
legacy_greek_inv_zeus_thunderbolts	sc_rom_greek	true	main_invasion
legacy_greek_medusa_head_wielders	sc_rom_greek	true	
legacy_greek_nike_champions	sc_rom_greek	true	
legacy_greek_odysseus_wanderers	sc_rom_greek	true	
legacy_greek_olympus_champions	sc_rom_greek	true	
legacy_greek_olympus_defenders	sc_rom_greek	true	
legacy_greek_pegasus_wings	sc_rom_greek	true	
legacy_greek_pericles_heraclids	sc_rom_greek	true	
legacy_greek_pericles_pride	sc_rom_greek	true	
legacy_greek_phobos_terror	sc_rom_greek	true	
legacy_greek_polemos_daemons	sc_rom_greek	true	
legacy_greek_ravaging_chimeras	sc_rom_greek	true	
legacy_greek_servants_of_charon	sc_rom_greek	true	
legacy_greek_sons_of_rhea	sc_rom_greek	true	
legacy_greek_ten_thousand	sc_rom_greek	true	
legacy_greek_thanatos_heralds	sc_rom_greek	true	
legacy_greek_the_cyclops_slayers	sc_rom_greek	true	
legacy_greek_titanes	sc_rom_greek	true	
legacy_greek_tyche_children	sc_rom_greek	true	
legacy_greek_xenophon_brothers	sc_rom_greek	true	
legacy_greek_zeus_children	sc_rom_greek	true	
legacy_greek_zeus_eagles	sc_rom_greek	true	
legacy_greek_zeus_thunderbolts	sc_rom_greek	true	
legacy_italian_aritimi_arrows	sc_rom_roman	true	
legacy_italian_aritimi_herd	sc_rom_roman	true	
legacy_italian_champions_uni	sc_rom_roman	true	
legacy_italian_februus_harbingers	sc_rom_roman	true	
legacy_italian_laran_spears	sc_rom_roman	true	
legacy_italian_latinus_champions	sc_rom_roman	true	
legacy_italian_leinth_heralds	sc_rom_roman	true	
legacy_italian_menrva_shields	sc_rom_roman	true	
legacy_italian_menrva_spears	sc_rom_roman	true	
legacy_italian_nine_gods_thunderbolts	sc_rom_roman	true	
legacy_italian_sethlans_hammers	sc_rom_roman	true	
legacy_italian_tinia_eagles	sc_rom_roman	true	
legacy_italian_tinia_thunderbolts	sc_rom_roman	true	
legacy_italian_tuchulcha_serpents	sc_rom_roman	true	
legacy_italian_veive_vengeance	sc_rom_roman	true	
legacy_italian_voltumna_faithful	sc_rom_roman	true	
legacy_naval_celtiberian_bandua_will	sc_rom_celtiberian	false	
legacy_naval_celtiberian_duberdico_chosen	sc_rom_celtiberian	false	
legacy_naval_celtiberian_durius_shoal	sc_rom_celtiberian	false	
legacy_naval_celtiberian_nabia_storms	sc_rom_celtiberian	false	
legacy_naval_celtic_ritona_peace	sc_rom_celtic	false	
legacy_navy_afro_arabian_sea_scourge	sc_rom_african_arabian	false	
legacy_navy_afro_arabian_sea_scourge	sc_rom_numidian	false	
legacy_navy_amber_warrior	sc_rom_germanic	false	
legacy_navy_atargatis_champions	sc_rom_eastern	false	
legacy_navy_barb_east_agrimpasa_pride	sc_rom_barb_east	false	
legacy_navy_barb_east_black_waters	sc_rom_barb_east	false	
legacy_navy_barb_east_dark_tides	sc_rom_barb_east	false	
legacy_navy_barb_east_four_wind_heralds	sc_rom_barb_east	false	
legacy_navy_barb_east_larchen_prows	sc_rom_barb_east	false	
legacy_navy_barb_east_sea_scourge	sc_rom_barb_east	false	
legacy_navy_barb_east_storm_of_maeotis	sc_rom_barb_east	false	
legacy_navy_barb_east_thagimasidas_children	sc_rom_barb_east	false	
legacy_navy_brethren_of_ys	sc_rom_gaul	false	
legacy_navy_briton_agrona_vengeance	sc_rom_british	false	
legacy_navy_briton_nodens_wrath	sc_rom_british	false	
legacy_navy_briton_sea_horses	sc_rom_british	false	
legacy_navy_briton_sea_scourge	sc_rom_british	false	
legacy_navy_briton_seekers_of_lyonesse	sc_rom_british	false	
legacy_navy_briton_waves_crashing	sc_rom_british	false	
legacy_navy_briton_winds_iron	sc_rom_british	false	
legacy_navy_carthaginian_colony_defenders	sc_rom_carthaginian	false	
legacy_navy_carthaginian_hanno_navigators	sc_rom_carthaginian	false	
legacy_navy_carthaginian_hippocamp_winged	sc_rom_carthaginian	false	
legacy_navy_carthaginian_leviathans	sc_rom_carthaginian	false	
legacy_navy_carthaginian_phoenicia_wanderers	sc_rom_carthaginian	false	
legacy_navy_carthaginian_scions_of_tyros	sc_rom_carthaginian	false	
legacy_navy_carthaginian_seven_seas	sc_rom_carthaginian	false	
legacy_navy_carthaginian_sidon_scions	sc_rom_carthaginian	false	
legacy_navy_carthaginian_wayfarers	sc_rom_carthaginian	false	
legacy_navy_carthaginian_yam_will	sc_rom_carthaginian	false	
legacy_navy_celtic_latobius_winds	sc_rom_celtic	false	
legacy_navy_celtic_turbulence_divine	sc_rom_celtic	false	
legacy_navy_celtic_waters_troubled	sc_rom_celtic	false	
legacy_navy_celtic_widow_makers	sc_rom_celtic	false	
legacy_navy_daco_thracian_divine_turbulence	sc_rom_daco_thracian	false	
legacy_navy_daco_thracian_raiders_sea	sc_rom_daco_thracian	false	
legacy_navy_daco_thracian_terrors_sea	sc_rom_daco_thracian	false	
legacy_navy_daco_thracian_troubled_waters	sc_rom_daco_thracian	false	
legacy_navy_daco_thracian_widow_makers	sc_rom_daco_thracian	false	
legacy_navy_eastern_burning_waters	sc_rom_eastern	false	
legacy_navy_eastern_dagon_will	sc_rom_eastern	false	
legacy_navy_eastern_darius_pride	sc_rom_eastern	false	
legacy_navy_eastern_salamis_grudge	sc_rom_eastern	false	
legacy_navy_eastern_sea_dragons	sc_rom_eastern	false	
legacy_navy_eastern_wanderers_windblown	sc_rom_eastern	false	
legacy_navy_eastern_wave_cutters	sc_rom_eastern	false	
legacy_navy_gaul_drowned_men	sc_rom_gaul	false	
legacy_navy_gaul_oak_riders	sc_rom_gaul	false	
legacy_navy_gaul_riders_storm	sc_rom_gaul	false	
legacy_navy_gaul_sail_masters	sc_rom_gaul	false	
legacy_navy_gaul_sea_scourge	sc_rom_gaul	false	
legacy_navy_gaul_taranis_winds	sc_rom_gaul	false	
legacy_navy_gaul_winds_vengeance	sc_rom_gaul	false	
legacy_navy_germanic_followers_of_the_whales_way	sc_rom_germanic	false	
legacy_navy_germanic_jormungandr_eyes	sc_rom_germanic	false	
legacy_navy_germanic_mad_raiders	sc_rom_germanic	false	
legacy_navy_germanic_nyxes_heralds	sc_rom_germanic	false	
legacy_navy_germanic_rhine_sons	sc_rom_germanic	false	
legacy_navy_germanic_sea_scourge	sc_rom_germanic	false	
legacy_navy_germanic_sea_serpents	sc_rom_germanic	false	
legacy_navy_germanic_sea_steed_masters	sc_rom_germanic	false	
legacy_navy_germanic_tides_amber	sc_rom_germanic	false	
legacy_navy_germanic_wind_shields	sc_rom_germanic	false	
legacy_navy_golden_voyagers	sc_rom_eastern	false	
legacy_navy_greek_amphitrite_champions	sc_rom_greek	false	
legacy_navy_greek_amphitrite_children	sc_rom_greek	false	
legacy_navy_greek_atlantis_vengeance	sc_rom_greek	false	
legacy_navy_greek_brizo_ward	sc_rom_greek	false	
legacy_navy_greek_charybdis_terror	sc_rom_greek	false	
legacy_navy_greek_friends_nereids	sc_rom_greek	false	
legacy_navy_greek_glaucus_heralds	sc_rom_greek	false	
legacy_navy_greek_hydra_heads	sc_rom_greek	false	
legacy_navy_greek_inv_amphitrite_champions	sc_rom_greek	false	main_invasion
legacy_navy_greek_inv_amphitrite_children	sc_rom_greek	false	main_invasion
legacy_navy_greek_inv_atlantis_vengeance	sc_rom_greek	false	main_invasion
legacy_navy_greek_inv_brizo_ward	sc_rom_greek	false	main_invasion
legacy_navy_greek_inv_charybdis_terror	sc_rom_greek	false	main_invasion
legacy_navy_greek_inv_friends_nereids	sc_rom_greek	false	main_invasion
legacy_navy_greek_inv_glaucus_heralds	sc_rom_greek	false	main_invasion
legacy_navy_greek_inv_hydra_heads	sc_rom_greek	false	main_invasion
legacy_navy_greek_inv_masters_of_mesogeios	sc_rom_greek	false	main_invasion
legacy_navy_greek_inv_okeanos	sc_rom_greek	false	main_invasion
legacy_navy_greek_inv_poseidon_chosen	sc_rom_greek	false	main_invasion
legacy_navy_greek_inv_poseidon_tridents	sc_rom_greek	false	main_invasion
legacy_navy_greek_inv_sirens_of_mesogeios	sc_rom_greek	false	main_invasion
legacy_navy_greek_inv_terror_scylla	sc_rom_greek	false	main_invasion
legacy_navy_greek_inv_triton_heralds	sc_rom_greek	false	main_invasion
legacy_navy_greek_inv_uranus_winds	sc_rom_greek	false	main_invasion
legacy_navy_greek_masters_of_mesogeios	sc_rom_greek	false	
legacy_navy_greek_okeanos	sc_rom_greek	false	
legacy_navy_greek_poseidon_chosen	sc_rom_greek	false	
legacy_navy_greek_poseidon_tridents	sc_rom_greek	false	
legacy_navy_greek_pytheas_navigators	sc_rom_greek	false	
legacy_navy_greek_sirens_of_mesogeios	sc_rom_greek	false	
legacy_navy_greek_terror_scylla	sc_rom_greek	false	
legacy_navy_greek_thessalonike_judgment	sc_rom_greek	false	
legacy_navy_greek_triton_heralds	sc_rom_greek	false	
legacy_navy_greek_uranus_winds	sc_rom_greek	false	
legacy_navy_illyrian_divine_turbulence	sc_rom_iapygian	false	main_invasion
legacy_navy_illyrian_divine_turbulence	sc_rom_illyrian	false	
legacy_navy_illyrian_raiders_sea	sc_rom_iapygian	false	main_invasion
legacy_navy_illyrian_raiders_sea	sc_rom_illyrian	false	
legacy_navy_illyrian_terrors_sea	sc_rom_iapygian	false	main_invasion
legacy_navy_illyrian_terrors_sea	sc_rom_illyrian	false	
legacy_navy_illyrian_troubled_waters	sc_rom_iapygian	false	main_invasion
legacy_navy_illyrian_troubled_waters	sc_rom_illyrian	false	
legacy_navy_illyrian_widow_makers	sc_rom_iapygian	false	main_invasion
legacy_navy_illyrian_widow_makers	sc_rom_illyrian	false	
legacy_navy_illyrian_wrath_bindus	sc_rom_iapygian	false	main_invasion
legacy_navy_illyrian_wrath_bindus	sc_rom_illyrian	false	
legacy_navy_italian_adriatic_storms	sc_rom_roman	false	
legacy_navy_italian_nethuns_dolphins	sc_rom_roman	false	
legacy_navy_italian_nethuns_tridents	sc_rom_roman	false	
legacy_navy_italian_tyrrhenian_defenders	sc_rom_roman	false	
legacy_navy_italian_winds_ani	sc_rom_roman	false	
legacy_navy_parthia_serpents_sea	sc_rom_parthian	false	
legacy_navy_parthian_anahita_faithful	sc_rom_parthian	false	
legacy_navy_parthian_purity_avan	sc_rom_parthian	false	
legacy_navy_parthian_storm_lords	sc_rom_parthian	false	
legacy_navy_parthian_tides_crimson	sc_rom_parthian	false	
legacy_navy_pontic_amphitrite_champions	sc_rom_pontic	false	
legacy_navy_pontic_charybdis_terror	sc_rom_pontic	false	
legacy_navy_pontic_friends_nereids	sc_rom_pontic	false	
legacy_navy_pontic_poseidon_chosen	sc_rom_pontic	false	
legacy_navy_pontic_terror_scylla	sc_rom_pontic	false	
legacy_navy_pontic_triton_heralds	sc_rom_pontic	false	
legacy_navy_pontus_argonaut_children	sc_rom_pontic	false	
legacy_navy_pontus_pontos_guardians	sc_rom_pontic	false	
legacy_navy_ptolemaic_nile_children	sc_rom_egyptian	false	
legacy_navy_ptolemaic_ptah_heralds	sc_rom_egyptian	false	
legacy_navy_ptolemaic_storm_eyes	sc_rom_egyptian	false	
legacy_navy_ptolemaic_tides_azure	sc_rom_egyptian	false	
legacy_navy_ptolemaic_two_lands_pride	sc_rom_egyptian	false	
legacy_navy_sea_people	sc_rom_african_arabian	false	
legacy_navy_sea_people	sc_rom_numidian	false	
legacy_navy_spice_masters	sc_rom_african_arabian	false	
legacy_navy_spice_masters	sc_rom_numidian	false	
legacy_navy_wave_watchers	sc_rom_african_arabian	false	
legacy_navy_wave_watchers	sc_rom_numidian	false	
legacy_nomadic_arrows_of_goitosyros	sc_rom_barb_east	true	
legacy_nomadic_howling_wolves	sc_rom_barb_east	true	
legacy_nomadic_the_horde	sc_rom_barb_east	true	
legacy_nomadic_waves_of_the_green_sea	sc_rom_barb_east	true	
legacy_nomadic_yurt_burners	sc_rom_barb_east	true	
legacy_parthian_arasaces_armour	sc_rom_parthian	true	
legacy_parthian_black_quivers	sc_rom_parthian	true	
legacy_parthian_fire_celerity_heralds	sc_rom_parthian	true	
legacy_parthian_fire_fires_wrath	sc_rom_parthian	true	
legacy_parthian_fire_purpose_executors	sc_rom_parthian	true	
legacy_parthian_fire_victory_champions	sc_rom_parthian	true	
legacy_parthian_karen_defenders	sc_rom_parthian	true	
legacy_parthian_mithra_truth	sc_rom_parthian	true	
legacy_parthian_parni_children	sc_rom_parthian	true	
legacy_parthian_rostam_companions	sc_rom_parthian	true	
legacy_parthian_surena_champions	sc_rom_parthian	true	
legacy_parthian_verethragna_fury	sc_rom_parthian	true	
legacy_parthian_xerxes_vengeance	sc_rom_parthian	true	
legacy_pontic_persephones_favourites	sc_rom_pontic	true	
legacy_pontic_ravaging_chimeras	sc_rom_pontic	true	
legacy_pontic_sons_of_rhea	sc_rom_pontic	true	
legacy_pontic_the_cyclops_slayers	sc_rom_pontic	true	
legacy_pontus_amasis_champions	sc_rom_pontic	true	
legacy_pontus_amazon_sons	sc_rom_pontic	true	
legacy_pontus_founder_favourite	sc_rom_pontic	true	
legacy_pontus_friends_of_centaurs	sc_rom_pontic	true	
legacy_pontus_hittites	sc_rom_pontic	true	
legacy_pontus_hyperion_sentinels	sc_rom_pontic	true	
legacy_pontus_lykoi	sc_rom_pontic	true	
legacy_pontus_mithridates_chosen	sc_rom_pontic	true	
legacy_pontus_mountain_heroes	sc_rom_pontic	true	
legacy_pontus_servants_of_charon	sc_rom_pontic	true	
legacy_pontus_sinope_scions	sc_rom_pontic	true	
legacy_ptolemaic_bast_pride	sc_rom_egyptian	true	
legacy_ptolemaic_horus_cast	sc_rom_egyptian	true	
legacy_ptolemaic_nile_defenders	sc_rom_egyptian	true	
legacy_ptolemaic_pharaoh_braves	sc_rom_egyptian	true	
legacy_ptolemaic_ptah_justice	sc_rom_egyptian	true	
legacy_ptolemaic_radiant_obelisks	sc_rom_egyptian	true	
legacy_ptolemaic_scarabs_sacred	sc_rom_egyptian	true	
legacy_ptolemaic_sekhmet_pride	sc_rom_egyptian	true	
legacy_ptolemaic_sobek_bask	sc_rom_egyptian	true	
legacy_ptolemaic_sphinx_claws	sc_rom_egyptian	true	
legacy_ptolemaic_two_lands_defenders	sc_rom_egyptian	true	
legacy_ptolemaic_zeus_sons	sc_rom_egyptian	true	
