character_skill_key	effect_key	level	effect_scope	value
age_agent_dignitary_authority_advocatus	rom_any_corruption_mod_global	3	this_character_faction	6.0000
age_agent_dignitary_authority_diplomatic	age_agent_diplomacy_mod_local_region_owner_deployed	1	this_agent_authority	20.0000
age_agent_dignitary_authority_diplomatic	rom_agent_attribute_authority_mod	1	this_agent	2.0000
age_agent_dignitary_authority_diplomatic	age_agent_diplomacy_mod_local_region_owner_deployed	2	this_agent_authority	40.0000
age_agent_dignitary_authority_diplomatic	rom_agent_attribute_authority_mod	2	this_agent	4.0000
age_agent_dignitary_authority_diplomatic	age_agent_diplomacy_mod_local_region_owner_deployed	3	this_agent_authority	60.0000
age_agent_dignitary_authority_diplomatic	rom_agent_attribute_authority_mod	3	this_agent	6.0000
age_agent_dignitary_authority_entertainer	age_agent_gdp_mod_culture_local_province_deployed	1	this_agent_authority	5.0000
age_agent_dignitary_authority_entertainer	age_agent_public_order_local_province_deployed_authority	1	this_agent_authority	2.0000
age_agent_dignitary_authority_entertainer	rom_agent_attribute_authority_mod	1	this_agent	1.0000
age_agent_dignitary_authority_entertainer	age_agent_gdp_mod_culture_local_province_deployed	2	this_agent_authority	10.0000
age_agent_dignitary_authority_entertainer	age_agent_public_order_local_province_deployed_authority	2	this_agent_authority	3.0000
age_agent_dignitary_authority_entertainer	rom_agent_attribute_authority_mod	2	this_agent	2.0000
age_agent_dignitary_authority_entertainer	age_agent_gdp_mod_culture_local_province_deployed	3	this_agent_authority	15.0000
age_agent_dignitary_authority_entertainer	age_agent_public_order_local_province_deployed_authority	3	this_agent_authority	4.0000
age_agent_dignitary_authority_entertainer	rom_agent_attribute_authority_mod	3	this_agent	3.0000
age_agent_dignitary_authority_financist	age_agent_recruitment_mod_local_province_deployed	1	this_agent_authority	-4.0000
age_agent_dignitary_authority_financist	age_agent_skill_action_mod_dignitary_army_upkeep_cost	1	this_agent_authority	-4.0000
age_agent_dignitary_authority_financist	rom_agent_attribute_authority_mod	1	this_agent	1.0000
age_agent_dignitary_authority_financist	age_agent_recruitment_mod_local_province_deployed	2	this_agent_authority	-7.0000
age_agent_dignitary_authority_financist	age_agent_skill_action_mod_dignitary_army_upkeep_cost	2	this_agent_authority	-7.0000
age_agent_dignitary_authority_financist	rom_agent_attribute_authority_mod	2	this_agent	2.0000
age_agent_dignitary_authority_financist	age_agent_recruitment_mod_local_province_deployed	3	this_agent_authority	-10.0000
age_agent_dignitary_authority_financist	age_agent_skill_action_mod_dignitary_army_upkeep_cost	3	this_agent_authority	-10.0000
age_agent_dignitary_authority_financist	rom_agent_attribute_authority_mod	3	this_agent	3.0000
age_agent_dignitary_authority_herder	age_agent_cavalry_upkeep_parent_army	1	this_agent_authority	-5.0000
age_agent_dignitary_authority_herder	age_agent_movement_range_parent_army	1	this_agent_authority	3.0000
age_agent_dignitary_authority_herder	rom_agent_attribute_authority_mod	1	this_agent	1.0000
age_agent_dignitary_authority_herder	age_agent_cavalry_upkeep_parent_army	2	this_agent_authority	-10.0000
age_agent_dignitary_authority_herder	age_agent_movement_range_parent_army	2	this_agent_authority	6.0000
age_agent_dignitary_authority_herder	rom_agent_attribute_authority_mod	2	this_agent	2.0000
age_agent_dignitary_authority_herder	age_agent_cavalry_upkeep_parent_army	3	this_agent_authority	-15.0000
age_agent_dignitary_authority_herder	age_agent_movement_range_parent_army	3	this_agent_authority	9.0000
age_agent_dignitary_authority_herder	rom_agent_attribute_authority_mod	3	this_agent	3.0000
age_agent_dignitary_authority_lawful	age_agent_public_order_local_province_deployed_authority	1	this_agent_authority	1.0000
age_agent_dignitary_authority_lawful	rom_agent_attribute_authority_mod	1	this_agent	1.0000
age_agent_dignitary_authority_lawful	rom_any_corruption_mod_global	1	this_character_faction	-1.0000
age_agent_dignitary_authority_lawful	age_agent_public_order_local_province_deployed_authority	2	this_agent_authority	2.0000
age_agent_dignitary_authority_lawful	rom_agent_attribute_authority_mod	2	this_agent	2.0000
age_agent_dignitary_authority_lawful	rom_any_corruption_mod_global	2	this_character_faction	-2.0000
age_agent_dignitary_authority_lawful	age_agent_public_order_local_province_deployed_authority	3	this_agent_authority	3.0000
age_agent_dignitary_authority_lawful	rom_agent_attribute_authority_mod	3	this_agent	3.0000
age_agent_dignitary_authority_lawful	rom_any_corruption_mod_global	3	this_character_faction	-3.0000
age_agent_dignitary_authority_officium	age_agent_all_attributes_mod	1	this_agent	2.0000
age_agent_dignitary_authority_officium	age_agent_recruitment_costs_agents_on_bribe_success_all_provinces	1	this_agent_authority	-10.0000
age_agent_dignitary_authority_officium	age_agent_unit_recruitment_costs_on_bribe_success_all_provinces	1	this_agent_authority	-10.0000
age_agent_dignitary_authority_officium	age_agent_upkeep_cost	1	this_agent	1000.0000
age_agent_dignitary_authority_officium	rom_agent_action_success_chance_mod	1	this_agent	5.0000
age_agent_dignitary_authority_officium	age_agent_all_attributes_mod	2	this_agent	4.0000
age_agent_dignitary_authority_officium	age_agent_recruitment_costs_agents_on_bribe_success_all_provinces	2	this_agent_authority	-20.0000
age_agent_dignitary_authority_officium	age_agent_unit_recruitment_costs_on_bribe_success_all_provinces	2	this_agent_authority	-20.0000
age_agent_dignitary_authority_officium	age_agent_upkeep_cost	2	this_agent	2000.0000
age_agent_dignitary_authority_officium	rom_agent_action_success_chance_mod	2	this_agent	10.0000
age_agent_dignitary_authority_officium	age_agent_all_attributes_mod	3	this_agent	6.0000
age_agent_dignitary_authority_officium	age_agent_recruitment_costs_agents_on_bribe_success_all_provinces	3	this_agent_authority	-30.0000
age_agent_dignitary_authority_officium	age_agent_unit_recruitment_costs_on_bribe_success_all_provinces	3	this_agent_authority	-30.0000
age_agent_dignitary_authority_officium	age_agent_upkeep_cost	3	this_agent	3000.0000
age_agent_dignitary_authority_officium	rom_agent_action_success_chance_mod	3	this_agent	15.0000
age_agent_dignitary_authority_orator	age_agent_dignitary_unlock_convert	1	this_agent_authority	5.0000
age_agent_dignitary_authority_orator	rom_agent_attribute_authority_mod	1	this_agent	1.0000
age_agent_dignitary_authority_orator	age_agent_dignitary_unlock_convert	2	this_agent_authority	10.0000
age_agent_dignitary_authority_orator	rom_agent_attribute_authority_mod	2	this_agent	2.0000
age_agent_dignitary_authority_orator	age_agent_dignitary_unlock_convert	3	this_agent_authority	15.0000
age_agent_dignitary_authority_orator	rom_agent_attribute_authority_mod	3	this_agent	3.0000
age_agent_dignitary_authority_persuasive	age_agent_action_cost_mod	1	this_agent	10.0000
age_agent_dignitary_authority_persuasive	age_agent_dignitary_unlock_bribe_general	1	this_agent	1.0000
age_agent_dignitary_authority_persuasive	rom_agent_action_success_chance_mod	1	this_agent	3.0000
age_agent_dignitary_authority_persuasive	rom_agent_attribute_authority_mod	1	this_agent	1.0000
age_agent_dignitary_authority_persuasive	age_agent_action_cost_mod	2	this_agent	20.0000
age_agent_dignitary_authority_persuasive	age_agent_dignitary_unlock_bribe_general	2	this_agent	1.0000
age_agent_dignitary_authority_persuasive	rom_agent_action_success_chance_mod	2	this_agent	6.0000
age_agent_dignitary_authority_persuasive	rom_agent_attribute_authority_mod	2	this_agent	2.0000
age_agent_dignitary_authority_persuasive	age_agent_action_cost_mod	3	this_agent	30.0000
age_agent_dignitary_authority_persuasive	age_agent_dignitary_unlock_bribe_general	3	this_agent	1.0000
age_agent_dignitary_authority_persuasive	rom_agent_action_success_chance_mod	3	this_agent	9.0000
age_agent_dignitary_authority_persuasive	rom_agent_attribute_authority_mod	3	this_agent	3.0000
age_agent_dignitary_authority_philosopher	age_agent_enemy_action_success_chance_mod	1	this_agent	4.0000
age_agent_dignitary_authority_philosopher	age_agent_research_deployed_scale_authority	1	this_agent_authority	4.0000
age_agent_dignitary_authority_philosopher	rom_agent_attribute_authority_mod	1	this_agent	1.0000
age_agent_dignitary_authority_philosopher	age_agent_enemy_action_success_chance_mod	2	this_agent	7.0000
age_agent_dignitary_authority_philosopher	age_agent_research_deployed_scale_authority	2	this_agent_authority	7.0000
age_agent_dignitary_authority_philosopher	rom_agent_attribute_authority_mod	2	this_agent	2.0000
age_agent_dignitary_authority_philosopher	age_agent_enemy_action_success_chance_mod	3	this_agent	10.0000
age_agent_dignitary_authority_philosopher	age_agent_research_deployed_scale_authority	3	this_agent_authority	10.0000
age_agent_dignitary_authority_philosopher	rom_agent_attribute_authority_mod	3	this_agent	3.0000
age_agent_dignitary_authority_political	age_agent_political_party_loyalty_parent_general	1	this_agent_authority	1.0000
age_agent_dignitary_authority_political	rom_agent_attribute_authority_mod	1	this_agent	1.0000
age_agent_dignitary_authority_political	age_agent_political_party_loyalty_parent_general	2	this_agent_authority	2.0000
age_agent_dignitary_authority_political	rom_agent_attribute_authority_mod	2	this_agent	2.0000
age_agent_dignitary_authority_political	age_agent_political_party_loyalty_parent_general	3	this_agent_authority	3.0000
age_agent_dignitary_authority_political	rom_agent_attribute_authority_mod	3	this_agent	3.0000
age_agent_dignitary_authority_slaver	age_agent_morale_unarmoured_units_parent_army	1	this_agent_authority	10.0000
age_agent_dignitary_authority_slaver	age_agent_slave_capture_parent_army	1	this_agent_authority	20.0000
age_agent_dignitary_authority_slaver	rom_agent_attribute_authority_mod	1	this_agent	1.0000
age_agent_dignitary_authority_slaver	age_agent_morale_unarmoured_units_parent_army	2	this_agent_authority	20.0000
age_agent_dignitary_authority_slaver	age_agent_slave_capture_parent_army	2	this_agent_authority	40.0000
age_agent_dignitary_authority_slaver	rom_agent_attribute_authority_mod	2	this_agent	2.0000
age_agent_dignitary_authority_slaver	age_agent_morale_unarmoured_units_parent_army	3	this_agent_authority	30.0000
age_agent_dignitary_authority_slaver	age_agent_slave_capture_parent_army	3	this_agent_authority	60.0000
age_agent_dignitary_authority_slaver	rom_agent_attribute_authority_mod	3	this_agent	3.0000
age_agent_dignitary_authority_supplier	age_agent_replenishment_rate_local_region_deployed	1	this_agent_authority	2.0000
age_agent_dignitary_authority_supplier	age_agent_replenishment_rate_parent_army	1	this_agent_authority	2.0000
age_agent_dignitary_authority_supplier	rom_agent_attribute_authority_mod	1	this_agent	1.0000
age_agent_dignitary_authority_supplier	age_agent_replenishment_rate_local_region_deployed	2	this_agent_authority	4.0000
age_agent_dignitary_authority_supplier	age_agent_replenishment_rate_parent_army	2	this_agent_authority	4.0000
age_agent_dignitary_authority_supplier	rom_agent_attribute_authority_mod	2	this_agent	2.0000
age_agent_dignitary_authority_supplier	age_agent_replenishment_rate_local_region_deployed	3	this_agent_authority	6.0000
age_agent_dignitary_authority_supplier	age_agent_replenishment_rate_parent_army	3	this_agent_authority	6.0000
age_agent_dignitary_authority_supplier	rom_agent_attribute_authority_mod	3	this_agent	3.0000
age_agent_dignitary_authority_tutor	age_agent_xp_gain_bribed_agent	1	this_agent_authority	10.0000
age_agent_dignitary_authority_tutor	age_agent_xp_gain_characters_local_province_deployed	1	this_agent	3.0000
age_agent_dignitary_authority_tutor	rom_agent_attribute_authority_mod	1	this_agent	2.0000
age_agent_dignitary_authority_tutor	age_agent_xp_gain_bribed_agent	2	this_agent_authority	15.0000
age_agent_dignitary_authority_tutor	age_agent_xp_gain_characters_local_province_deployed	2	this_agent	6.0000
age_agent_dignitary_authority_tutor	rom_agent_attribute_authority_mod	2	this_agent	4.0000
age_agent_dignitary_authority_tutor	age_agent_xp_gain_bribed_agent	3	this_agent_authority	20.0000
age_agent_dignitary_authority_tutor	age_agent_xp_gain_characters_local_province_deployed	3	this_agent	9.0000
age_agent_dignitary_authority_tutor	rom_agent_attribute_authority_mod	3	this_agent	6.0000
age_agent_dignitary_subterfuge_contractor	age_agent_mercenary_cost_mod_local_province_deployed	1	this_agent_cunning	-2.0000
age_agent_dignitary_subterfuge_contractor	rom_agent_attribute_subterfuge_mod	1	this_agent	1.0000
age_agent_dignitary_subterfuge_contractor	age_agent_mercenary_cost_mod_local_province_deployed	2	this_agent_cunning	-4.0000
age_agent_dignitary_subterfuge_contractor	rom_agent_attribute_subterfuge_mod	2	this_agent	2.0000
age_agent_dignitary_subterfuge_contractor	age_agent_mercenary_cost_mod_local_province_deployed	3	this_agent_cunning	-6.0000
age_agent_dignitary_subterfuge_contractor	rom_agent_attribute_subterfuge_mod	3	this_agent	3.0000
age_agent_dignitary_subterfuge_dealer	age_agent_gdp_mod_all_local_province_deployed_subterfuge	1	this_agent_cunning	1.0000
age_agent_dignitary_subterfuge_dealer	age_agent_melee_damage_mod_local_province_include_enemy_deployed	1	this_agent_cunning	2.0000
age_agent_dignitary_subterfuge_dealer	age_agent_missile_damage_mod_local_province_include_enemy_deployed	1	this_agent_cunning	2.0000
age_agent_dignitary_subterfuge_dealer	rom_agent_attribute_subterfuge_mod	1	this_agent	2.0000
age_agent_dignitary_subterfuge_dealer	age_agent_gdp_mod_all_local_province_deployed_subterfuge	2	this_agent_cunning	2.0000
age_agent_dignitary_subterfuge_dealer	age_agent_melee_damage_mod_local_province_include_enemy_deployed	2	this_agent_cunning	4.0000
age_agent_dignitary_subterfuge_dealer	age_agent_missile_damage_mod_local_province_include_enemy_deployed	2	this_agent_cunning	4.0000
age_agent_dignitary_subterfuge_dealer	rom_agent_attribute_subterfuge_mod	2	this_agent	4.0000
age_agent_dignitary_subterfuge_dealer	age_agent_gdp_mod_all_local_province_deployed_subterfuge	3	this_agent_cunning	3.0000
age_agent_dignitary_subterfuge_dealer	age_agent_melee_damage_mod_local_province_include_enemy_deployed	3	this_agent_cunning	6.0000
age_agent_dignitary_subterfuge_dealer	age_agent_missile_damage_mod_local_province_include_enemy_deployed	3	this_agent_cunning	6.0000
age_agent_dignitary_subterfuge_dealer	rom_agent_attribute_subterfuge_mod	3	this_agent	6.0000
age_agent_dignitary_subterfuge_embezzler	age_agent_gdp_mod_all_local_province_deployed_subterfuge_dignitary	1	this_agent_cunning	2.0000
age_agent_dignitary_subterfuge_embezzler	age_agent_political_party_loyalty_local_province_while_deployed_noscale	1	this_agent	-5.0000
age_agent_dignitary_subterfuge_embezzler	rom_agent_attribute_subterfuge_mod	1	this_agent	1.0000
age_agent_dignitary_subterfuge_embezzler	age_agent_gdp_mod_all_local_province_deployed_subterfuge_dignitary	2	this_agent_cunning	4.0000
age_agent_dignitary_subterfuge_embezzler	age_agent_political_party_loyalty_local_province_while_deployed_noscale	2	this_agent	-10.0000
age_agent_dignitary_subterfuge_embezzler	rom_agent_attribute_subterfuge_mod	2	this_agent	2.0000
age_agent_dignitary_subterfuge_embezzler	age_agent_gdp_mod_all_local_province_deployed_subterfuge_dignitary	3	this_agent_cunning	6.0000
age_agent_dignitary_subterfuge_embezzler	age_agent_political_party_loyalty_local_province_while_deployed_noscale	3	this_agent	-15.0000
age_agent_dignitary_subterfuge_embezzler	rom_agent_attribute_subterfuge_mod	3	this_agent	3.0000
age_agent_dignitary_subterfuge_employer	age_agent_mercenary_cost_mod_local_province_deployed	1	this_agent_cunning	-3.0000
age_agent_dignitary_subterfuge_employer	age_agent_mercenary_province_pool_replenishment_mod_deployed	1	this_agent_cunning	5.0000
age_agent_dignitary_subterfuge_employer	rom_agent_attribute_subterfuge_mod	1	this_agent	1.0000
age_agent_dignitary_subterfuge_employer	rom_general_force_mod_mercenary_upkeep_costs	1	this_agent_parent_army	-10.0000
age_agent_dignitary_subterfuge_employer	age_agent_mercenary_cost_mod_local_province_deployed	2	this_agent_cunning	-6.0000
age_agent_dignitary_subterfuge_employer	age_agent_mercenary_province_pool_replenishment_mod_deployed	2	this_agent_cunning	10.0000
age_agent_dignitary_subterfuge_employer	rom_agent_attribute_subterfuge_mod	2	this_agent	2.0000
age_agent_dignitary_subterfuge_employer	rom_general_force_mod_mercenary_upkeep_costs	2	this_agent_parent_army	-20.0000
age_agent_dignitary_subterfuge_employer	age_agent_mercenary_cost_mod_local_province_deployed	3	this_agent_cunning	-9.0000
age_agent_dignitary_subterfuge_employer	age_agent_mercenary_province_pool_replenishment_mod_deployed	3	this_agent_cunning	15.0000
age_agent_dignitary_subterfuge_employer	rom_agent_attribute_subterfuge_mod	3	this_agent	3.0000
age_agent_dignitary_subterfuge_employer	rom_general_force_mod_mercenary_upkeep_costs	3	this_agent_parent_army	-30.0000
age_agent_dignitary_subterfuge_emporos	age_agent_gdp_trade_all_mod_local_province_deployed	1	this_agent_cunning	5.0000
age_agent_dignitary_subterfuge_emporos	age_agent_trade_tariffs_all_passive	1	this_agent_cunning	1.0000
age_agent_dignitary_subterfuge_emporos	rom_agent_attribute_subterfuge_mod	1	this_agent	1.0000
age_agent_dignitary_subterfuge_emporos	age_agent_gdp_trade_all_mod_local_province_deployed	2	this_agent_cunning	10.0000
age_agent_dignitary_subterfuge_emporos	age_agent_trade_tariffs_all_passive	2	this_agent_cunning	2.0000
age_agent_dignitary_subterfuge_emporos	rom_agent_attribute_subterfuge_mod	2	this_agent	2.0000
age_agent_dignitary_subterfuge_emporos	age_agent_gdp_trade_all_mod_local_province_deployed	3	this_agent_cunning	15.0000
age_agent_dignitary_subterfuge_emporos	age_agent_trade_tariffs_all_passive	3	this_agent_cunning	3.0000
age_agent_dignitary_subterfuge_emporos	rom_agent_attribute_subterfuge_mod	3	this_agent	3.0000
age_agent_dignitary_subterfuge_fanatic	age_agent_dignitary_unlock_blood_sacrifice	1	this_agent_cunning	1.0000
age_agent_dignitary_subterfuge_fanatic	rom_agent_attribute_subterfuge_mod	1	this_agent	1.0000
age_agent_dignitary_subterfuge_fanatic	age_agent_dignitary_unlock_blood_sacrifice	2	this_agent_cunning	2.0000
age_agent_dignitary_subterfuge_fanatic	rom_agent_attribute_subterfuge_mod	2	this_agent	2.0000
age_agent_dignitary_subterfuge_fanatic	age_agent_dignitary_unlock_blood_sacrifice	3	this_agent_cunning	3.0000
age_agent_dignitary_subterfuge_fanatic	rom_agent_attribute_subterfuge_mod	3	this_agent	3.0000
age_agent_dignitary_subterfuge_generous	age_agent_public_order_local_province_deployed_subterfuge	1	this_agent_cunning	4.0000
age_agent_dignitary_subterfuge_generous	age_agent_tax_rate_local_province_deployed	1	this_agent	-5.0000
age_agent_dignitary_subterfuge_generous	rom_agent_attribute_subterfuge_mod	1	this_agent	1.0000
age_agent_dignitary_subterfuge_generous	age_agent_public_order_local_province_deployed_subterfuge	2	this_agent_cunning	7.0000
age_agent_dignitary_subterfuge_generous	age_agent_tax_rate_local_province_deployed	2	this_agent	-10.0000
age_agent_dignitary_subterfuge_generous	rom_agent_attribute_subterfuge_mod	2	this_agent	2.0000
age_agent_dignitary_subterfuge_generous	age_agent_public_order_local_province_deployed_subterfuge	3	this_agent_cunning	10.0000
age_agent_dignitary_subterfuge_generous	age_agent_tax_rate_local_province_deployed	3	this_agent	-15.0000
age_agent_dignitary_subterfuge_generous	rom_agent_attribute_subterfuge_mod	3	this_agent	3.0000
age_agent_dignitary_subterfuge_greedy	age_agent_diplomacy_mod_local_region_owner_deployed_noscale	1	this_agent	-20.0000
age_agent_dignitary_subterfuge_greedy	age_agent_local_region_steal_income_mod_deployed	1	this_agent_cunning	25.0000
age_agent_dignitary_subterfuge_greedy	rom_agent_attribute_subterfuge_mod	1	this_agent	1.0000
age_agent_dignitary_subterfuge_greedy	age_agent_diplomacy_mod_local_region_owner_deployed_noscale	2	this_agent	-40.0000
age_agent_dignitary_subterfuge_greedy	age_agent_local_region_steal_income_mod_deployed	2	this_agent_cunning	50.0000
age_agent_dignitary_subterfuge_greedy	rom_agent_attribute_subterfuge_mod	2	this_agent	2.0000
age_agent_dignitary_subterfuge_greedy	age_agent_diplomacy_mod_local_region_owner_deployed_noscale	3	this_agent	-60.0000
age_agent_dignitary_subterfuge_greedy	age_agent_local_region_steal_income_mod_deployed	3	this_agent_cunning	75.0000
age_agent_dignitary_subterfuge_greedy	rom_agent_attribute_subterfuge_mod	3	this_agent	3.0000
age_agent_dignitary_subterfuge_mi'mar	age_agent_building_cost_mod_local_province_deployed	1	this_agent_cunning	-4.0000
age_agent_dignitary_subterfuge_mi'mar	age_agent_growth_mod_local_province_deployed	1	this_agent_cunning	5.0000
age_agent_dignitary_subterfuge_mi'mar	rom_agent_attribute_subterfuge_mod	1	this_agent	1.0000
age_agent_dignitary_subterfuge_mi'mar	age_agent_building_cost_mod_local_province_deployed	2	this_agent_cunning	-7.0000
age_agent_dignitary_subterfuge_mi'mar	age_agent_growth_mod_local_province_deployed	2	this_agent_cunning	10.0000
age_agent_dignitary_subterfuge_mi'mar	rom_agent_attribute_subterfuge_mod	2	this_agent	2.0000
age_agent_dignitary_subterfuge_mi'mar	age_agent_building_cost_mod_local_province_deployed	3	this_agent_cunning	-10.0000
age_agent_dignitary_subterfuge_mi'mar	age_agent_growth_mod_local_province_deployed	3	this_agent_cunning	15.0000
age_agent_dignitary_subterfuge_mi'mar	rom_agent_attribute_subterfuge_mod	3	this_agent	3.0000
age_agent_dignitary_subterfuge_silver_tongue	age_agent_passive_diplomacy_all	1	this_agent_cunning	5.0000
age_agent_dignitary_subterfuge_silver_tongue	rom_agent_action_success_chance_mod	1	this_agent	5.0000
age_agent_dignitary_subterfuge_silver_tongue	rom_agent_attribute_subterfuge_mod	1	this_agent	2.0000
age_agent_dignitary_subterfuge_silver_tongue	age_agent_passive_diplomacy_all	2	this_agent_cunning	10.0000
age_agent_dignitary_subterfuge_silver_tongue	rom_agent_action_success_chance_mod	2	this_agent	10.0000
age_agent_dignitary_subterfuge_silver_tongue	rom_agent_attribute_subterfuge_mod	2	this_agent	4.0000
age_agent_dignitary_subterfuge_silver_tongue	age_agent_passive_diplomacy_all	3	this_agent_cunning	15.0000
age_agent_dignitary_subterfuge_silver_tongue	rom_agent_action_success_chance_mod	3	this_agent	15.0000
age_agent_dignitary_subterfuge_silver_tongue	rom_agent_attribute_subterfuge_mod	3	this_agent	6.0000
age_agent_dignitary_subterfuge_smuggler	age_agent_melee_damage_mod_parent_army	1	this_agent_cunning	3.0000
age_agent_dignitary_subterfuge_smuggler	age_agent_missile_damage_mod_parent_army	1	this_agent_cunning	3.0000
age_agent_dignitary_subterfuge_smuggler	rom_agent_attribute_subterfuge_mod	1	this_agent	2.0000
age_agent_dignitary_subterfuge_smuggler	age_agent_melee_damage_mod_parent_army	2	this_agent_cunning	6.0000
age_agent_dignitary_subterfuge_smuggler	age_agent_missile_damage_mod_parent_army	2	this_agent_cunning	6.0000
age_agent_dignitary_subterfuge_smuggler	rom_agent_attribute_subterfuge_mod	2	this_agent	4.0000
age_agent_dignitary_subterfuge_smuggler	age_agent_melee_damage_mod_parent_army	3	this_agent_cunning	9.0000
age_agent_dignitary_subterfuge_smuggler	age_agent_missile_damage_mod_parent_army	3	this_agent_cunning	9.0000
age_agent_dignitary_subterfuge_smuggler	rom_agent_attribute_subterfuge_mod	3	this_agent	6.0000
age_agent_dignitary_subterfuge_strict	age_agent_public_order_local_province_deployed_negative	1	this_agent_cunning	-1.0000
age_agent_dignitary_subterfuge_strict	age_agent_tax_rate_local_province_deployed	1	this_agent_cunning	5.0000
age_agent_dignitary_subterfuge_strict	rom_agent_attribute_subterfuge_mod	1	this_agent	1.0000
age_agent_dignitary_subterfuge_strict	age_agent_public_order_local_province_deployed_negative	2	this_agent_cunning	-2.0000
age_agent_dignitary_subterfuge_strict	age_agent_tax_rate_local_province_deployed	2	this_agent_cunning	10.0000
age_agent_dignitary_subterfuge_strict	rom_agent_attribute_subterfuge_mod	2	this_agent	2.0000
age_agent_dignitary_subterfuge_strict	age_agent_public_order_local_province_deployed_negative	3	this_agent_cunning	-3.0000
age_agent_dignitary_subterfuge_strict	age_agent_tax_rate_local_province_deployed	3	this_agent_cunning	15.0000
age_agent_dignitary_subterfuge_strict	rom_agent_attribute_subterfuge_mod	3	this_agent	3.0000
age_agent_dignitary_subterfuge_vower	age_agent_mercenary_cost_mod_local_province_deployed	1	this_agent_cunning	-1.0000
age_agent_dignitary_subterfuge_vower	age_agent_mercenary_province_pool_replenishment_mod_deployed	1	this_agent_cunning	5.0000
age_agent_dignitary_subterfuge_vower	rom_agent_attribute_subterfuge_mod	1	this_agent	1.0000
age_agent_dignitary_subterfuge_vower	age_agent_mercenary_cost_mod_local_province_deployed	2	this_agent_cunning	-2.0000
age_agent_dignitary_subterfuge_vower	age_agent_mercenary_province_pool_replenishment_mod_deployed	2	this_agent_cunning	10.0000
age_agent_dignitary_subterfuge_vower	rom_agent_attribute_subterfuge_mod	2	this_agent	2.0000
age_agent_dignitary_subterfuge_vower	age_agent_mercenary_cost_mod_local_province_deployed	3	this_agent_cunning	-3.0000
age_agent_dignitary_subterfuge_vower	age_agent_mercenary_province_pool_replenishment_mod_deployed	3	this_agent_cunning	15.0000
age_agent_dignitary_subterfuge_vower	rom_agent_attribute_subterfuge_mod	3	this_agent	3.0000
age_agent_dignitary_zeal_advisor	age_agent_all_attributes_mod_parent_army_general	1	this_agent_parent_general	1.0000
age_agent_dignitary_zeal_advisor	age_agent_political_party_loyalty_parent_general	1	this_agent_zeal	2.0000
age_agent_dignitary_zeal_advisor	rom_agent_attribute_zeal_mod	1	this_agent	1.0000
age_agent_dignitary_zeal_advisor	age_agent_all_attributes_mod_parent_army_general	2	this_agent_parent_general	2.0000
age_agent_dignitary_zeal_advisor	age_agent_political_party_loyalty_parent_general	2	this_agent_zeal	4.0000
age_agent_dignitary_zeal_advisor	rom_agent_attribute_zeal_mod	2	this_agent	2.0000
age_agent_dignitary_zeal_advisor	age_agent_all_attributes_mod_parent_army_general	3	this_agent_parent_general	3.0000
age_agent_dignitary_zeal_advisor	age_agent_political_party_loyalty_parent_general	3	this_agent_zeal	6.0000
age_agent_dignitary_zeal_advisor	rom_agent_attribute_zeal_mod	3	this_agent	3.0000
age_agent_dignitary_zeal_azad	age_agent_xp_rank_mod_generals_local_province	1	this_character_local_province	1.0000
age_agent_dignitary_zeal_azad	age_agent_xp_rank_mod_heavy_units_local_province	1	this_character_local_province	1.0000
age_agent_dignitary_zeal_azad	rom_agent_attribute_zeal_mod	1	this_agent	1.0000
age_agent_dignitary_zeal_azad	age_agent_xp_rank_mod_generals_local_province	2	this_character_local_province	2.0000
age_agent_dignitary_zeal_azad	age_agent_xp_rank_mod_heavy_units_local_province	2	this_character_local_province	2.0000
age_agent_dignitary_zeal_azad	rom_agent_attribute_zeal_mod	2	this_agent	2.0000
age_agent_dignitary_zeal_azad	age_agent_xp_rank_mod_generals_local_province	3	this_character_local_province	3.0000
age_agent_dignitary_zeal_azad	age_agent_xp_rank_mod_heavy_units_local_province	3	this_character_local_province	3.0000
age_agent_dignitary_zeal_azad	rom_agent_attribute_zeal_mod	3	this_agent	3.0000
age_agent_dignitary_zeal_chant	age_agent_force_unit_mod_melee_attack_parent_army	1	this_agent_zeal	5.0000
age_agent_dignitary_zeal_chant	age_agent_morale_parent_army	1	this_agent_zeal	5.0000
age_agent_dignitary_zeal_chant	rom_agent_attribute_zeal_mod	1	this_agent	1.0000
age_agent_dignitary_zeal_chant	age_agent_force_unit_mod_melee_attack_parent_army	2	this_agent_zeal	10.0000
age_agent_dignitary_zeal_chant	age_agent_morale_parent_army	2	this_agent_zeal	10.0000
age_agent_dignitary_zeal_chant	rom_agent_attribute_zeal_mod	2	this_agent	2.0000
age_agent_dignitary_zeal_chant	age_agent_force_unit_mod_melee_attack_parent_army	3	this_agent_zeal	15.0000
age_agent_dignitary_zeal_chant	age_agent_morale_parent_army	3	this_agent_zeal	15.0000
age_agent_dignitary_zeal_chant	rom_agent_attribute_zeal_mod	3	this_agent	3.0000
age_agent_dignitary_zeal_corrupt	age_agent_political_party_loyalty_local_province_while_deployed_zeal	1	this_agent_zeal	5.0000
age_agent_dignitary_zeal_corrupt	age_agent_upkeep_while_deployed	1	this_agent	500.0000
age_agent_dignitary_zeal_corrupt	rom_agent_attribute_zeal_mod	1	this_agent	2.0000
