id	mission_key	option_key	value
16518	diplomatic_eas_kill_character_female_2	VAR_MISSION_LENGTH_MAX	6
16526	diplomatic_eas_kill_character_female_2	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
16533	diplomatic_eas_kill_character_female_2	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
16539	diplomatic_eas_kill_character_female_2	VAR_MISSION_LENGTH_MOD_EASY	2.0
16541	diplomatic_eas_kill_character_female_2	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
16546	diplomatic_eas_kill_character_female_2	VAR_MISSION_LENGTH_MOD_HARD	1.2
16550	diplomatic_eas_kill_character_female_2	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
16555	diplomatic_eas_kill_character_female_2	CND_CAMPAIGN	main_rome
1656	senate_med_research_military_management	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
16563	diplomatic_eas_kill_character_female_2	CND_FIRST_ROUND	4
16571	diplomatic_eas_kill_character_female_2	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
16573	diplomatic_eas_kill_character_female_2	CND_ROUNDS_UNTIL_NEXT	24
16581	diplomatic_eas_kill_character_female_2	CND_MIN_ALLIED	1
16588	diplomatic_eas_kill_character_female_2	GEN_TARGET_CHARACTER	
16595	diplomatic_eas_kill_character_female_2	GEN_CND_WAR_WITH_ALLY	
16601	diplomatic_eas_kill_character_female_2	GEN_CND_FEMALE	
16606	diplomatic_eas_kill_character_female_3	VAR_CHANCE	50
16613	diplomatic_eas_kill_character_female_3	VAR_MISSION_LENGTH_MIN	3
16615	diplomatic_eas_kill_character_female_3	VAR_MISSION_LENGTH_MAX	6
16624	diplomatic_eas_kill_character_female_3	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
16629	diplomatic_eas_kill_character_female_3	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
16634	diplomatic_eas_kill_character_female_3	VAR_MISSION_LENGTH_MOD_EASY	2.0
16637	diplomatic_eas_kill_character_female_3	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
16646	diplomatic_eas_kill_character_female_3	VAR_MISSION_LENGTH_MOD_HARD	1.2
1665	senate_med_research_military_management	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
16654	diplomatic_eas_kill_character_female_3	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
16658	diplomatic_eas_kill_character_female_3	CND_CAMPAIGN	main_rome
16661	diplomatic_eas_kill_character_female_3	CND_FIRST_ROUND	4
1667	senate_med_research_military_management	VAR_MISSION_LENGTH_MOD_EASY	2.0
16670	diplomatic_eas_kill_character_female_3	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
16672	diplomatic_eas_kill_character_female_3	CND_ROUNDS_UNTIL_NEXT	24
16676	diplomatic_eas_kill_character_female_3	CND_MIN_ALLIED	1
16685	diplomatic_eas_kill_character_female_3	GEN_TARGET_CHARACTER	
1669	senate_med_research_military_management	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
16694	diplomatic_eas_kill_character_female_3	GEN_CND_WAR_WITH_ALLY	
16703	diplomatic_eas_kill_character_female_3	GEN_CND_FEMALE	
1671	senate_med_research_military_management	VAR_MISSION_LENGTH_MOD_HARD	1.2
16711	diplomatic_eas_kill_character_male_1	VAR_CHANCE	50
16721	diplomatic_eas_kill_character_male_1	VAR_MISSION_LENGTH_MIN	3
16724	diplomatic_eas_kill_character_male_1	VAR_MISSION_LENGTH_MAX	6
16725	diplomatic_eas_kill_character_male_1	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
16730	diplomatic_eas_kill_character_male_1	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
16739	diplomatic_eas_kill_character_male_1	VAR_MISSION_LENGTH_MOD_EASY	2.0
16741	diplomatic_eas_kill_character_male_1	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
16746	diplomatic_eas_kill_character_male_1	VAR_MISSION_LENGTH_MOD_HARD	1.2
16756	diplomatic_eas_kill_character_male_1	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
16757	diplomatic_eas_kill_character_male_1	CND_CAMPAIGN	main_rome
16766	diplomatic_eas_kill_character_male_1	CND_FIRST_ROUND	4
1677	senate_med_research_military_management	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
16771	diplomatic_eas_kill_character_male_1	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
16781	diplomatic_eas_kill_character_male_1	CND_ROUNDS_UNTIL_NEXT	24
16783	diplomatic_eas_kill_character_male_1	CND_MIN_ALLIED	1
16786	diplomatic_eas_kill_character_male_1	GEN_TARGET_CHARACTER	
16790	diplomatic_eas_kill_character_male_1	GEN_CND_WAR_WITH_ALLY	
16799	diplomatic_eas_kill_character_male_1	GEN_CND_MALE	
168	senate_bar_research_civil_economy	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
16801	diplomatic_eas_kill_character_male_2	VAR_CHANCE	50
1681	senate_med_research_military_management	VAR_OBJECTIVE_TECH_CATEGORY	rom_roman_mil_man
16810	diplomatic_eas_kill_character_male_2	VAR_MISSION_LENGTH_MIN	3
16816	diplomatic_eas_kill_character_male_2	VAR_MISSION_LENGTH_MAX	6
16819	diplomatic_eas_kill_character_male_2	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
16827	diplomatic_eas_kill_character_male_2	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
16834	diplomatic_eas_kill_character_male_2	VAR_MISSION_LENGTH_MOD_EASY	2.0
16843	diplomatic_eas_kill_character_male_2	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
16853	diplomatic_eas_kill_character_male_2	VAR_MISSION_LENGTH_MOD_HARD	1.2
16856	diplomatic_eas_kill_character_male_2	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
16862	diplomatic_eas_kill_character_male_2	CND_CAMPAIGN	main_rome
16867	diplomatic_eas_kill_character_male_2	CND_FIRST_ROUND	4
16877	diplomatic_eas_kill_character_male_2	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
16880	diplomatic_eas_kill_character_male_2	CND_ROUNDS_UNTIL_NEXT	24
16881	diplomatic_eas_kill_character_male_2	CND_MIN_ALLIED	1
16889	diplomatic_eas_kill_character_male_2	GEN_TARGET_CHARACTER	
16896	diplomatic_eas_kill_character_male_2	GEN_CND_WAR_WITH_ALLY	
1690	senate_med_research_military_management	CND_CAMPAIGN	main_rome
16906	diplomatic_eas_kill_character_male_2	GEN_CND_MALE	
1691	senate_med_research_military_management	CND_FIRST_ROUND	3
16912	diplomatic_eas_kill_character_male_3	VAR_CHANCE	50
16919	diplomatic_eas_kill_character_male_3	VAR_MISSION_LENGTH_MIN	3
16925	diplomatic_eas_kill_character_male_3	VAR_MISSION_LENGTH_MAX	6
16934	diplomatic_eas_kill_character_male_3	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
16937	diplomatic_eas_kill_character_male_3	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
16942	diplomatic_eas_kill_character_male_3	VAR_MISSION_LENGTH_MOD_EASY	2.0
16952	diplomatic_eas_kill_character_male_3	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
16954	diplomatic_eas_kill_character_male_3	VAR_MISSION_LENGTH_MOD_HARD	1.2
16959	diplomatic_eas_kill_character_male_3	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
16963	diplomatic_eas_kill_character_male_3	CND_CAMPAIGN	main_rome
16966	diplomatic_eas_kill_character_male_3	CND_FIRST_ROUND	4
16970	diplomatic_eas_kill_character_male_3	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
16979	diplomatic_eas_kill_character_male_3	CND_ROUNDS_UNTIL_NEXT	24
16989	diplomatic_eas_kill_character_male_3	CND_MIN_ALLIED	1
16990	diplomatic_eas_kill_character_male_3	GEN_TARGET_CHARACTER	
16999	diplomatic_eas_kill_character_male_3	GEN_CND_WAR_WITH_ALLY	
1700	senate_med_research_military_management	CND_ROUNDS_UNTIL_NEXT	32
17002	diplomatic_eas_kill_character_male_3	GEN_CND_MALE	
17009	diplomatic_eas_raid_trade_route_faction_1	VAR_CHANCE	50
17012	diplomatic_eas_raid_trade_route_faction_1	VAR_MISSION_LENGTH_MIN	3
17013	diplomatic_eas_raid_trade_route_faction_1	VAR_MISSION_LENGTH_MAX	6
17022	diplomatic_eas_raid_trade_route_faction_1	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
17032	diplomatic_eas_raid_trade_route_faction_1	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
17040	diplomatic_eas_raid_trade_route_faction_1	VAR_MISSION_LENGTH_MOD_EASY	2.0
17047	diplomatic_eas_raid_trade_route_faction_1	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
17057	diplomatic_eas_raid_trade_route_faction_1	VAR_MISSION_LENGTH_MOD_HARD	1.2
1706	senate_med_research_military_management	CND_MAX_MILITARY_TECHNOLOGY_RATIO	30
17065	diplomatic_eas_raid_trade_route_faction_1	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
17074	diplomatic_eas_raid_trade_route_faction_1	CND_CAMPAIGN	main_rome
17075	diplomatic_eas_raid_trade_route_faction_1	CND_FIRST_ROUND	4
17083	diplomatic_eas_raid_trade_route_faction_1	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
1709	senate_med_research_military_management	CND_MIN_MILITARY_TECHNOLOGY_RATIO	5
17090	diplomatic_eas_raid_trade_route_faction_1	CND_ROUNDS_UNTIL_NEXT	24
17095	diplomatic_eas_raid_trade_route_faction_1	CND_MIN_ALLIED	1
17102	diplomatic_eas_raid_trade_route_faction_1	GEN_TARGET_FACTION	
17105	diplomatic_eas_raid_trade_route_faction_1	GEN_CND_WAR_WITH_ALLY	
17110	diplomatic_eas_raid_trade_route_faction_2	VAR_CHANCE	50
17117	diplomatic_eas_raid_trade_route_faction_2	VAR_MISSION_LENGTH_MIN	3
17123	diplomatic_eas_raid_trade_route_faction_2	VAR_MISSION_LENGTH_MAX	6
17133	diplomatic_eas_raid_trade_route_faction_2	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
17139	diplomatic_eas_raid_trade_route_faction_2	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
17142	diplomatic_eas_raid_trade_route_faction_2	VAR_MISSION_LENGTH_MOD_EASY	2.0
17147	diplomatic_eas_raid_trade_route_faction_2	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
17156	diplomatic_eas_raid_trade_route_faction_2	VAR_MISSION_LENGTH_MOD_HARD	1.2
1716	senate_med_research_military_management	CND_NOT_RESEARCHING_TECHNOLOGY_MILITARY	
17164	diplomatic_eas_raid_trade_route_faction_2	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
17174	diplomatic_eas_raid_trade_route_faction_2	CND_CAMPAIGN	main_rome
17180	diplomatic_eas_raid_trade_route_faction_2	CND_FIRST_ROUND	4
17182	diplomatic_eas_raid_trade_route_faction_2	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
17183	diplomatic_eas_raid_trade_route_faction_2	CND_ROUNDS_UNTIL_NEXT	24
17191	diplomatic_eas_raid_trade_route_faction_2	CND_MIN_ALLIED	1
17198	diplomatic_eas_raid_trade_route_faction_2	GEN_TARGET_FACTION	
17206	diplomatic_eas_raid_trade_route_faction_2	GEN_CND_WAR_WITH_ALLY	
17208	diplomatic_eas_raid_trade_route_province_1	VAR_CHANCE	50
17217	diplomatic_eas_raid_trade_route_province_1	VAR_MISSION_LENGTH_MIN	3
17226	diplomatic_eas_raid_trade_route_province_1	VAR_MISSION_LENGTH_MAX	6
17233	diplomatic_eas_raid_trade_route_province_1	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
17234	diplomatic_eas_raid_trade_route_province_1	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
17237	diplomatic_eas_raid_trade_route_province_1	VAR_MISSION_LENGTH_MOD_EASY	2.0
17245	diplomatic_eas_raid_trade_route_province_1	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
17249	diplomatic_eas_raid_trade_route_province_1	VAR_MISSION_LENGTH_MOD_HARD	1.2
1725	senate_med_research_military_management	GEN_TARGET_NONE	
17251	diplomatic_eas_raid_trade_route_province_1	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
17259	diplomatic_eas_raid_trade_route_province_1	CND_CAMPAIGN	main_rome
17265	diplomatic_eas_raid_trade_route_province_1	CND_FIRST_ROUND	4
17268	diplomatic_eas_raid_trade_route_province_1	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
1727	senate_med_research_military_management	CND_FACTION	rom_sparta
17274	diplomatic_eas_raid_trade_route_province_1	CND_ROUNDS_UNTIL_NEXT	24
1728	senate_med_research_military_management	CND_FACTION	rom_athens
17281	diplomatic_eas_raid_trade_route_province_1	CND_MIN_ALLIED	1
17289	diplomatic_eas_raid_trade_route_province_1	GEN_TARGET_REGION	
17297	diplomatic_eas_raid_trade_route_province_1	GEN_CND_WAR_WITH_ALLY	
17303	diplomatic_eas_raid_trade_route_province_2	VAR_CHANCE	50
17309	diplomatic_eas_raid_trade_route_province_2	VAR_MISSION_LENGTH_MIN	3
17312	diplomatic_eas_raid_trade_route_province_2	VAR_MISSION_LENGTH_MAX	6
1732	senate_med_research_military_management	CND_FACTION	rom_carthage
17320	diplomatic_eas_raid_trade_route_province_2	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
17327	diplomatic_eas_raid_trade_route_province_2	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
17337	diplomatic_eas_raid_trade_route_province_2	VAR_MISSION_LENGTH_MOD_EASY	2.0
17347	diplomatic_eas_raid_trade_route_province_2	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
17356	diplomatic_eas_raid_trade_route_province_2	VAR_MISSION_LENGTH_MOD_HARD	1.2
1736	senate_med_research_military_management	CND_FACTION	rom_macedon
17364	diplomatic_eas_raid_trade_route_province_2	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
1737	senate_med_research_military_siege	VAR_CHANCE	50
17372	diplomatic_eas_raid_trade_route_province_2	CND_CAMPAIGN	main_rome
17373	diplomatic_eas_raid_trade_route_province_2	CND_FIRST_ROUND	4
17374	diplomatic_eas_raid_trade_route_province_2	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
17377	diplomatic_eas_raid_trade_route_province_2	CND_ROUNDS_UNTIL_NEXT	24
17383	diplomatic_eas_raid_trade_route_province_2	CND_MIN_ALLIED	1
17388	diplomatic_eas_raid_trade_route_province_2	GEN_TARGET_REGION	
17394	diplomatic_eas_raid_trade_route_province_2	GEN_CND_WAR_WITH_ALLY	
17402	diplomatic_eas_attack_army_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
17408	diplomatic_eas_attack_army_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
17410	diplomatic_eas_attack_army_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
17425	diplomatic_eas_attack_army_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
17435	diplomatic_eas_attack_army_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
17440	diplomatic_eas_attack_army_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
17449	diplomatic_eas_attack_army_3	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
17451	diplomatic_eas_attack_army_3	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
17456	diplomatic_eas_attack_army_3	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
1746	senate_med_research_military_siege	VAR_MISSION_LENGTH_MIN	4
17464	diplomatic_eas_attack_in_defence_army_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
17465	diplomatic_eas_attack_in_defence_army_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
17470	diplomatic_eas_attack_in_defence_army_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
17473	diplomatic_eas_attack_in_defence_army_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
17477	diplomatic_eas_attack_in_defence_army_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
17481	diplomatic_eas_attack_in_defence_army_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
17495	diplomatic_eas_attack_in_defence_army_3	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
175	senate_bar_research_civil_economy	VAR_OBJECTIVE_TECH_CATEGORY	rom_roman_civ_eco
17500	diplomatic_eas_attack_in_defence_army_3	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
17509	diplomatic_eas_attack_in_defence_army_3	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
17524	diplomatic_eas_attack_in_defence_army_4	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
17527	diplomatic_eas_attack_in_defence_army_4	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
17535	diplomatic_eas_attack_in_defence_army_4	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
1754	senate_med_research_military_siege	VAR_MISSION_LENGTH_MAX	6
17548	diplomatic_eas_attack_in_defence_army_5	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
17556	diplomatic_eas_attack_in_defence_army_5	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
17558	diplomatic_eas_attack_in_defence_army_5	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
17564	diplomatic_eas_attack_in_defence_navy_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
17572	diplomatic_eas_attack_in_defence_navy_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
17573	diplomatic_eas_attack_in_defence_navy_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
1758	senate_med_research_military_siege	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
17591	diplomatic_eas_attack_in_defence_navy_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
17593	diplomatic_eas_attack_in_defence_navy_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
1760	senate_med_research_military_siege	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
17602	diplomatic_eas_attack_in_defence_navy_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
17615	diplomatic_eas_attack_in_defence_navy_3	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
17621	diplomatic_eas_attack_in_defence_navy_3	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
17627	diplomatic_eas_attack_in_defence_navy_3	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
17635	diplomatic_eas_attack_in_defence_navy_4	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
17638	diplomatic_eas_attack_in_defence_navy_4	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
17640	diplomatic_eas_attack_in_defence_navy_4	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
17643	diplomatic_eas_attack_in_defence_navy_5	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
17651	diplomatic_eas_attack_in_defence_navy_5	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
17659	diplomatic_eas_attack_in_defence_navy_5	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
17668	diplomatic_eas_attack_navy_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
17674	diplomatic_eas_attack_navy_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
17683	diplomatic_eas_attack_navy_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
1769	senate_med_research_military_siege	VAR_MISSION_LENGTH_MOD_EASY	2.0
17695	diplomatic_eas_attack_navy_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
17704	diplomatic_eas_attack_navy_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
17709	diplomatic_eas_attack_navy_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
17727	diplomatic_eas_attack_settlement_landlocked_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
17735	diplomatic_eas_attack_settlement_landlocked_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
17737	diplomatic_eas_attack_settlement_landlocked_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
1774	senate_med_research_military_siege	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
17755	diplomatic_eas_attack_settlement_landlocked_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
17763	diplomatic_eas_attack_settlement_landlocked_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
17772	diplomatic_eas_attack_settlement_landlocked_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
17783	diplomatic_eas_attack_settlement_landlocked_3	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
17786	diplomatic_eas_attack_settlement_landlocked_3	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
17791	diplomatic_eas_attack_settlement_landlocked_3	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
1781	senate_med_research_military_siege	VAR_MISSION_LENGTH_MOD_HARD	1.2
17810	diplomatic_eas_attack_settlement_port_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
17813	diplomatic_eas_attack_settlement_port_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
17814	diplomatic_eas_attack_settlement_port_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
1782	senate_med_research_military_siege	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
17832	diplomatic_eas_attack_settlement_port_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
17841	diplomatic_eas_attack_settlement_port_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
17848	diplomatic_eas_attack_settlement_port_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
17857	diplomatic_eas_attack_settlement_port_3	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
17863	diplomatic_eas_attack_settlement_port_3	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
17868	diplomatic_eas_attack_settlement_port_3	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
17880	diplomatic_eas_attack_settlement_port_4	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
17886	diplomatic_eas_attack_settlement_port_4	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
17890	diplomatic_eas_attack_settlement_port_4	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
17901	diplomatic_eas_attack_trade_route_raider_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
17909	diplomatic_eas_attack_trade_route_raider_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
17916	diplomatic_eas_attack_trade_route_raider_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
1792	senate_med_research_military_siege	VAR_OBJECTIVE_TECH_CATEGORY	rom_roman_eng_sie
17929	diplomatic_eas_attack_trade_route_raider_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
17936	diplomatic_eas_attack_trade_route_raider_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
17946	diplomatic_eas_attack_trade_route_raider_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
17956	diplomatic_eas_kill_character_female_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
17964	diplomatic_eas_kill_character_female_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
17970	diplomatic_eas_kill_character_female_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
17977	diplomatic_eas_kill_character_female_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
17980	diplomatic_eas_kill_character_female_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
17987	diplomatic_eas_kill_character_female_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
18	senate_bar_research_civil_construction	VAR_MISSION_LENGTH_MAX	6
18003	diplomatic_eas_kill_character_female_3	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
18009	diplomatic_eas_kill_character_female_3	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
18012	diplomatic_eas_kill_character_female_3	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
1802	senate_med_research_military_siege	CND_CAMPAIGN	main_rome
18020	diplomatic_eas_kill_character_male_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
18021	diplomatic_eas_kill_character_male_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
18029	diplomatic_eas_kill_character_male_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
18043	diplomatic_eas_kill_character_male_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
18047	diplomatic_eas_kill_character_male_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
1805	senate_med_research_military_siege	CND_FIRST_ROUND	3
18057	diplomatic_eas_kill_character_male_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
18072	diplomatic_eas_kill_character_male_3	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
18074	diplomatic_eas_kill_character_male_3	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
18083	diplomatic_eas_kill_character_male_3	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
18099	diplomatic_eas_raid_trade_route_faction_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
18102	diplomatic_eas_raid_trade_route_faction_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
18111	diplomatic_eas_raid_trade_route_faction_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
18122	diplomatic_eas_raid_trade_route_faction_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
1813	senate_med_research_military_siege	CND_ROUNDS_UNTIL_NEXT	32
18130	diplomatic_eas_raid_trade_route_faction_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
18138	diplomatic_eas_raid_trade_route_faction_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
18146	diplomatic_eas_raid_trade_route_province_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
1815	senate_med_research_military_siege	CND_MAX_ENGINEERING_TECHNOLOGY_RATIO	30
18153	diplomatic_eas_raid_trade_route_province_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
18163	diplomatic_eas_raid_trade_route_province_1	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
1817	senate_med_research_military_siege	CND_MIN_ENGINEERING_TECHNOLOGY_RATIO	5
18176	diplomatic_eas_raid_trade_route_province_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_pontic
18182	diplomatic_eas_raid_trade_route_province_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_african_arabian
18191	diplomatic_eas_raid_trade_route_province_2	CND_ALLIED_WITH_SUBCULTURE	sc_rom_eastern
1825	senate_med_research_military_siege	CND_NOT_RESEARCHING_TECHNOLOGY_ENGINEERING	
18298	diplomatic_egy_attack_army_1	VAR_CHANCE	50
18299	diplomatic_egy_attack_army_1	VAR_MISSION_LENGTH_MIN	3
183	senate_bar_research_civil_economy	CND_CAMPAIGN	main_rome
18302	diplomatic_egy_attack_army_1	VAR_MISSION_LENGTH_MAX	6
