key	outcome	action_result_key	value	effect_record	effect_scope_record	opportune_failure_weighting	authority_value_coefficient	subterfuge_value_coefficient	zeal_value_coefficient
1177	containing_army_enemy_action_success_chance_reduction	agent_action_spy_assist_army_subterfuge_cannot_fail	0.0000	age_agent_enemy_action_success_chance_mod	this_agent_parent_general	0	-0.5000	0.0000	0.0000
1178	agent_action_zero_cost	agent_action_dignitary_hinder_army_zeal_success_critical	1.0000			0	0.0000	0.0000	0.0000
1179	target_army_command_attribute_decrease	agent_action_dignitary_hinder_character_zeal_success	0.0000	age_agent_all_attributes_mod	this_agent	0	0.0000	0.0000	-0.5000
1180	target_army_fervour_attribute_decrease	agent_action_dignitary_hinder_character_zeal_success_critical	0.0000	age_agent_all_attributes_mod	this_agent	0	0.0000	0.0000	-1.0000
1181	target_army_strategy_attribute_decrease	agent_action_dignitary_hinder_character_zeal_success	0.0000	rom_agent_attribute_authority_mod	this_agent	0	0.0000	0.0000	-0.5000
1182	target_agent_wounded	agent_action_dignitary_hinder_character_subterfuge_success	0.0000			0	0.0000	0.0000	0.0000
1183	target_agent_killed	agent_action_dignitary_hinder_character_subterfuge_success_critical	0.0000			0	0.0000	0.0000	0.0000
1184	agent_gain_research_points	agent_action_dignitary_hinder_character_subterfuge_success	0.0000	rom_character_province_public_order	this_character_all_provinces	0	0.0000	0.5000	0.0000
1185	agent_gain_research_points	agent_action_dignitary_hinder_character_subterfuge_success_critical	0.0000	rom_character_province_public_order	this_character_all_provinces	0	0.0000	0.6000	0.0000
1186	agent_province_culture_spread	agent_action_dignitary_passive_ability_authority_cannot_fail	0.0000	rom_force_campaign_mod_recruitment_cost_all	your_characters_in_this_province	0	-0.5000	0.0000	0.0000
1187	containing_army_upkeep_cost_reduction	agent_action_dignitary_assist_army_authority_cannot_fail	0.0000	3c_force_unit_mod_mercenary_melee_attack	this_agent_parent_army	0	0.0000	0.0000	0.5000
1188	containing_army_upkeep_cost_reduction	agent_action_dignitary_assist_army_authority_cannot_fail	0.0000	3c_force_unit_mod_mercenary_melee_defence	this_agent_parent_army	0	0.0000	0.0000	0.5000
1189	containing_army_upkeep_cost_reduction	agent_action_dignitary_assist_army_authority_cannot_fail	0.0000	rom_force_unit_mod_morale_mercenary	this_agent_parent_army	0	0.0000	0.0000	0.5000
1194	agent_gain_research_points	agent_action_all_hinder_agent_authority_success	0.0000	rom_character_culture_conversion_to_state_culture	this_agent	0	0.0000	0.0000	0.5000
1195	agent_gain_research_points	agent_action_all_hinder_agent_success_critical	0.0000	rom_character_culture_conversion_to_state_culture	this_agent	0	0.0000	0.0000	0.5000
1196	agent_gain_research_points	agent_action_dignitary_hinder_army_authority_success	0.0000	rom_character_culture_conversion_to_state_culture	this_agent	0	0.0000	0.0000	0.5000
1197	agent_gain_research_points	agent_action_dignitary_hinder_army_authority_success_critical	0.0000	rom_character_culture_conversion_to_state_culture	this_agent	0	0.0000	0.0000	0.5000
1198	agent_gain_research_points	agent_action_dignitary_hinder_army_zeal_success	0.0000	rom_character_culture_conversion_to_state_culture	this_agent	0	0.0000	0.0000	0.5000
1199	agent_gain_research_points	agent_action_dignitary_hinder_army_zeal_success_critical	0.0000	rom_character_culture_conversion_to_state_culture	this_agent	0	0.0000	0.0000	0.5000
12	target_agent_killed	agent_action_all_hinder_character_success_critical	0.0000				0.0000	0.0000	0.0000
1200	agent_gain_research_points	agent_action_dignitary_hinder_character_subterfuge_success	0.0000	rom_character_culture_conversion_to_state_culture	this_agent	0	0.0000	0.0000	0.5000
1201	agent_gain_research_points	agent_action_dignitary_hinder_character_subterfuge_success_critical	0.0000	rom_character_culture_conversion_to_state_culture	this_agent	0	0.0000	0.0000	0.5000
1202	agent_gain_research_points	agent_action_dignitary_hinder_character_zeal_success	0.0000	rom_character_culture_conversion_to_state_culture	this_agent	0	0.0000	0.0000	0.5000
1203	agent_gain_research_points	agent_action_dignitary_hinder_character_zeal_success_critical	0.0000	rom_character_culture_conversion_to_state_culture	this_agent	0	0.0000	0.0000	0.5000
1204	agent_gain_research_points	agent_action_dignitary_hinder_settlement_authority_success	0.0000	rom_character_culture_conversion_to_state_culture	this_agent	0	0.0000	0.0000	0.5000
1205	agent_gain_research_points	agent_action_dignitary_hinder_settlement_authority_success_critical	0.0000	rom_character_culture_conversion_to_state_culture	this_agent	0	0.0000	0.0000	0.5000
1206	agent_gain_research_points	agent_action_dignitary_hinder_settlement_zeal_success	0.0000	rom_character_culture_conversion_to_state_culture	this_agent	0	0.0000	0.0000	0.5000
1207	agent_gain_research_points	agent_action_dignitary_hinder_settlement_zeal_success_critical	0.0000	rom_character_culture_conversion_to_state_culture	this_agent	0	0.0000	0.0000	0.5000
1208	containing_army_upkeep_cost_reduction	agent_action_dignitary_assist_army_authority_cannot_fail	0.0000	rom_force_unit_mod_morale	this_agent_parent_army	0	0.0000	0.0000	0.5000
1209	containing_army_upkeep_cost_reduction	agent_action_dignitary_assist_army_authority_cannot_fail	0.0000	rom_force_unit_mod_melee_attack	this_agent_parent_army	0	0.0000	0.0000	0.5000
1210	agent_gain_research_points	agent_action_dignitary_assist_province_authority_cannot_fail	0.0000	rom_building_gdp_mod_all	regions_in_this_province	0	0.0000	0.0000	-0.5000
1211	agent_gain_research_points	agent_action_dignitary_assist_province_authority_cannot_fail	0.0000	rom_building_unit_training_morale_all	this_character_local_province	0	0.0000	0.0000	0.5000
1212	agent_gain_research_points	agent_action_dignitary_assist_province_authority_cannot_fail	0.0000	rom_building_unit_training_melee_attack_all	this_character_local_province	0	0.0000	0.0000	0.5000
1213	containing_army_unit_xp_gain	agent_action_dignitary_assist_army_authority_cannot_fail	0.0000	rom_force_unit_mod_melee_defence	this_agent_parent_army	0	0.0000	0.0000	0.5000
1214	agent_gain_research_points	agent_action_dignitary_hinder_province_authority_cannot_fail	0.0000	rom_building_research_points	this_character_faction	0	0.0000	0.0000	0.5000
1215	agent_gain_research_points	agent_action_dignitary_assist_province_authority_cannot_fail	0.0000	rom_building_research_points	this_character_faction	0	0.0000	0.0000	0.5000
1216	agent_gain_research_points	agent_action_dignitary_assist_province_authority_cannot_fail	0.0000	rom_agent_action_target_province_public_order	this_province	0	0.0000	0.5000	0.0000
1217	agent_gain_research_points	agent_action_dignitary_passive_ability_authority_cannot_fail	0.0000	rom_building_recruitment_cost_mod_provincial_mercenaries	your_characters_in_this_province	0	0.0000	-0.5000	0.0000
1218	agent_gain_research_points	agent_action_spy_assist_province_subterfuge_cannot_fail	0.0000	rom_force_campaign_mod_replenishment_rate	this_region	0	0.5000	0.0000	0.0000
1219	agent_increase_passive_detection	agent_action_dignitary_hinder_province_authority_cannot_fail	0.0000	age_agent_diplomacy_local_faction	this_agent	0	2.0000	0.0000	0.0000
1220	containing_army_unit_xp_gain	agent_action_dignitary_assist_army_authority_cannot_fail	0.0000	rom_force_unit_mod_melee_damage	this_agent_parent_army	0	0.0000	0.5000	0.0000
1221	containing_army_unit_xp_gain	agent_action_dignitary_assist_army_authority_cannot_fail	0.0000	rom_tech_military_tactics_accuracy_mod	this_agent_parent_army	0	0.0000	0.5000	0.0000
1222	agent_province_culture_spread	agent_action_dignitary_passive_ability_authority_cannot_fail	0.0000	rom_diplomacy_all	this_character_faction	0	0.0000	1.0000	0.0000
1223	target_province_administration_cost_increase	agent_action_dignitary_passive_ability_authority_cannot_fail	0.0000	rom_province_mercenary_province_pool_replenishment_mod	this_character_local_province	0	0.0000	0.5000	0.0000
1224	agent_province_culture_spread	agent_action_dignitary_passive_ability_authority_cannot_fail	0.0000	rom_building_trade_tariffs_all	this_character_faction	0	0.0000	0.5000	0.0000
1225	target_province_administration_cost_increase	agent_action_dignitary_assist_province_authority_cannot_fail	0.0000	rom_building_gdp_mod_trade_all	this_character_local_province	0	0.0000	0.5000	0.0000
1226	target_province_administration_cost_increase	agent_action_dignitary_assist_province_authority_cannot_fail	0.0000	rom_force_unit_mod_melee_damage	this_province_all_forces_any_faction	0	0.0000	0.5000	0.0000
1227	target_province_administration_cost_increase	agent_action_dignitary_assist_province_authority_cannot_fail	0.0000	rom_tech_military_tactics_accuracy_mod	this_province_all_forces_any_faction	0	0.0000	0.5000	0.0000
1228	containing_army_unit_xp_gain	agent_action_dignitary_assist_army_authority_cannot_fail	0.0000	rom_character_political_party_loyalty	this_agent_parent_general	0	0.0000	0.0000	0.5000
1229	target_army_fervour_attribute_decrease	agent_action_all_hinder_agent_success_critical	0.0000	age_agent_xp_gain_characters	this_agent	0	0.5000	0.0000	0.0000
1230	target_province_administration_cost_increase	agent_action_dignitary_assist_province_authority_cannot_fail	0.0000	rom_tech_civil_economy_agriculture_gdp_mod	this_character_local_province	0	0.5000	0.0000	0.0000
1231	containing_army_unit_xp_gain	agent_action_dignitary_assist_army_authority_cannot_fail	0.0000	pel_force_unit_mod_cavalry_upkeep_cost	this_agent_parent_army	0	-0.5000	0.0000	0.0000
1232	target_province_public_order_increase	agent_action_dignitary_assist_province_authority_cannot_fail	0.0000	rom_agent_action_target_province_public_order	this_province	0	0.5000	0.0000	0.0000
1233	agent_gain_research_points	agent_action_dignitary_assist_province_authority_cannot_fail	0.0000	rom_building_research_points	this_character_faction	0	0.5000	0.0000	0.0000
1234	agent_gain_research_points	agent_action_dignitary_hinder_province_authority_cannot_fail	0.0000	rom_building_research_points	this_character_faction	0	0.5000	0.0000	0.0000
1235	agent_gain_research_points	agent_action_dignitary_assist_province_authority_cannot_fail	0.0000	rom_building_gdp_mod_culture_all	this_province	0	0.5000	0.0000	0.0000
1236	target_province_militancy_attribute_increase	agent_action_dignitary_assist_province_authority_cannot_fail	0.0000	rom_tech_engineering_construction_building_cost_mod	regions_in_this_province	0	0.0000	-0.5000	0.0000
1237	target_province_militancy_attribute_increase	agent_action_dignitary_assist_province_authority_cannot_fail	0.0000	rom_character_province_growth	this_province	0	0.0000	0.5000	0.0000
1238	target_province_militancy_attribute_increase	agent_action_champion_assist_province_zeal_cannot_fail	0.0000	rom_province_initiative_political_party_loyalty	this_province	0	0.0000	0.0000	0.5000
1239	target_province_administration_cost_increase	agent_action_dignitary_assist_province_authority_cannot_fail	0.0000	rom_building_gdp_mod_all	this_province	0	0.0000	0.5000	0.0000
1240	target_province_administration_cost_increase	agent_action_dignitary_assist_province_authority_cannot_fail	0.0000	rom_building_gdp_mod_all	this_character_local_province	0	0.5000	0.0000	0.0000
1241	agent_gain_research_points	agent_action_dignitary_hinder_army_authority_success	0.0000	rom_building_agent_cost_mod	in_all_your_provinces	0	-0.5000	0.0000	0.0000
1242	agent_gain_research_points	agent_action_dignitary_hinder_army_authority_success_critical	0.0000	rom_building_agent_cost_mod	in_all_your_provinces	0	-0.5000	0.0000	0.0000
1243	agent_gain_research_points	agent_action_dignitary_hinder_army_zeal_success	0.0000	rom_building_agent_cost_mod	in_all_your_provinces	0	-0.5000	0.0000	0.0000
1244	agent_gain_research_points	agent_action_dignitary_hinder_army_zeal_success_critical	0.0000	rom_building_agent_cost_mod	in_all_your_provinces	0	-0.5000	0.0000	0.0000
1245	agent_gain_research_points	agent_action_dignitary_hinder_army_authority_success	0.0000	rom_tech_military_management_unit_cost_mod	in_all_your_provinces	0	-0.5000	0.0000	0.0000
1246	agent_gain_research_points	agent_action_dignitary_hinder_army_authority_success_critical	0.0000	rom_tech_military_management_unit_cost_mod	in_all_your_provinces	0	-0.5000	0.0000	0.0000
1247	agent_gain_research_points	agent_action_dignitary_hinder_army_zeal_success	0.0000	rom_tech_military_management_unit_cost_mod	in_all_your_provinces	0	-0.5000	0.0000	0.0000
1248	agent_gain_research_points	agent_action_dignitary_hinder_army_zeal_success_critical	0.0000	rom_tech_military_management_unit_cost_mod	in_all_your_provinces	0	-0.5000	0.0000	0.0000
1249	agent_increase_passive_detection	agent_action_dignitary_hinder_province_authority_cannot_fail	0.0000	age_agent_diplomacy_local_faction	this_agent	0	0.0000	0.0000	0.0000
1250	target_province_public_order_increase	agent_action_champion_assist_province_zeal_cannot_fail	0.0000	age_agent_unit_experience_auxiliary_local_province	this_province	0	0.0000	0.0000	0.0000
1251	target_province_intrigue_attribute_increase	agent_action_dignitary_hinder_province_authority_cannot_fail	0.0000	age_agent_xp_gain_characters_local_province	your_characters_in_this_province	0	0.0000	0.0000	0.0000
1252	target_province_intrigue_attribute_increase	agent_action_dignitary_assist_province_authority_cannot_fail	0.0000	age_agent_xp_gain_characters_local_province	your_characters_in_this_province	0	0.0000	0.0000	0.0000
1253	containing_army_enemy_action_success_chance_reduction	agent_action_spy_assist_army_subterfuge_cannot_fail	0.0000	rom_force_campaign_mod_line_of_sight	this_agent_parent_army	0	0.5000	0.0000	0.0000
1254	agent_gain_research_points	agent_action_dignitary_assist_province_authority_cannot_fail	0.0000	rom_character_faction_leader_global_gdp_mod_all	regions_in_this_province	0	0.0000	0.5000	0.0000
1255	agent_gain_research_points	agent_action_dignitary_assist_province_authority_cannot_fail	0.0000	rom_province_initiative_political_party_loyalty	this_province	0	0.0000	0.0000	0.0000
1256	agent_instant_income_gain	agent_action_spy_hinder_agent_subterfuge_success_critical	0.0000			0	0.0000	100.0000	0.0000
1257	agent_instant_income_gain	agent_action_spy_hinder_agent_subterfuge_success	0.0000			0	0.0000	50.0000	0.0000
1258	agent_gain_research_points	agent_action_champion_assist_province_zeal_cannot_fail	0.0000	age_force_unit_mod_morale_enemy	this_region_enemy_forces	0	0.0000	-0.5000	0.0000
1259	agent_gain_research_points	agent_action_champion_hinder_province_zeal_cannot_fail	0.0000	rom_force_unit_mod_morale	this_region_neutral_forces	0	0.0000	-0.5000	0.0000
1260	target_province_administration_cost_increase	agent_action_dignitary_assist_province_authority_cannot_fail	0.0000	rom_tech_military_management_recruitment_mod	this_province	0	0.0000	0.0000	0.0000
1261	target_army_command_attribute_decrease	agent_action_spy_hinder_army_subterfuge_success	0.0000	rom_force_unit_mod_cavalry_charge_bonus	this_general_force	0	0.0000	0.0000	-0.5000
1262	target_army_command_attribute_decrease	agent_action_spy_hinder_army_subterfuge_success_critical	0.0000	rom_force_unit_mod_cavalry_charge_bonus	this_general_force	0	0.0000	0.0000	-0.5000
1263	target_province_militancy_attribute_increase	agent_action_champion_assist_province_zeal_cannot_fail	0.0000	age_agent_local_province_attribute_mod	this_province	0	0.0000	0.0000	0.0000
1265	agent_gain_research_points	agent_action_champion_assist_province_zeal_cannot_fail	0.0000	3c_tech_civil_culture_foreign_culture_penalty	this_province	0	3.0000	0.0000	0.0000
1266	agent_gain_research_points	agent_action_dignitary_assist_province_authority_cannot_fail	0.0000	rom_agent_action_target_province_public_order	this_province	0	0.0000	-0.5000	0.0000
1267	agent_gain_research_points	agent_action_dignitary_assist_province_authority_cannot_fail	0.0000	rom_province_initiative_political_party_loyalty	this_province	0	0.0000	0.0000	0.5000
1268	agent_gain_research_points	agent_action_dignitary_assist_province_authority_cannot_fail	0.0000	age_agent_upkeep_cost	this_agent	0	0.0000	0.0000	0.0000
1273	containing_army_unit_xp_gain	agent_action_champion_assist_army_zeal_cannot_fail	0.0000	age_agent_enable_frenzy_cooldown_mod	this_agent_parent_army	0	0.0000	0.0000	-1.0000
1274	containing_army_unit_xp_gain	agent_action_champion_assist_army_zeal_cannot_fail	0.0000	age_agent_commander_unit_melee_defence_mod	this_agent_parent_army	0	0.5000	0.0000	0.0000
1275	containing_army_unit_xp_gain	agent_action_champion_assist_army_zeal_cannot_fail	0.0000	age_agent_commander_unit_melee_attack_mod	this_agent_parent_army	0	0.5000	0.0000	0.0000
1276	target_province_militancy_attribute_increase	agent_action_champion_assist_province_zeal_cannot_fail	0.0000	rom_force_campaign_mod_recruitment_cost_native	this_province	0	-0.5000	0.0000	0.0000
1277	agent_gain_research_points	agent_action_champion_assist_province_zeal_cannot_fail	0.0000	age_agent_unit_experience_native_local_province	this_province	0	0.0000	0.0000	0.0000
1280	agent_gain_research_points	agent_action_spy_assist_province_subterfuge_cannot_fail	0.0000	age_agent_recruitment_level_mod_deployed	this_province	0	0.0000	0.0000	0.0000
13	containing_army_unit_xp_gain	agent_action_champion_assist_army_zeal_cannot_fail	30.0000	rom_agent_action_parent_army_xp_gain	this_agent_parent_army		10.0000	0.0000	0.0000
1300	containing_army_unit_xp_gain	agent_action_dignitary_assist_army_authority_cannot_fail	0.0000	rom_general_force_mod_slave_capture	this_agent_parent_army	0	1.0000	0.0000	0.0000
1302	containing_army_unit_xp_gain	agent_action_spy_assist_army_subterfuge_cannot_fail	0.0000	rom_force_unit_mod_missile_damage	this_agent_parent_army	0	0.5000	0.0000	0.0000
1303	containing_army_unit_xp_gain	agent_action_spy_assist_army_subterfuge_cannot_fail	0.0000	rom_force_unit_mod_missile_range	this_agent_parent_army	0	0.5000	0.0000	0.0000
16	target_province_public_order_increase	agent_action_champion_assist_province_zeal_cannot_fail	1.0000	rom_agent_action_target_province_public_order	this_province		0.0000	0.0000	0.5000
160	target_army_fervour_attribute_decrease	agent_action_all_hinder_agent_authority_success	0.0000	age_agent_movement_mod	this_agent		0.0000	0.0000	0.0000
161	target_army_fervour_attribute_decrease	agent_action_all_hinder_agent_subterfuge_success	0.0000	age_agent_movement_mod	this_agent		0.0000	0.0000	0.0000
162	target_army_fervour_attribute_decrease	agent_action_all_hinder_agent_zeal_success	0.0000	age_agent_movement_mod	this_agent		0.0000	0.0000	0.0000
17	target_army_morale_reduction	agent_action_champion_hinder_army_authority_success	-10.0000	rom_agent_action_target_army_morale	this_army		0.0000	0.0000	0.0000
18	target_army_charge_bonus_reduction	agent_action_champion_hinder_army_authority_success	-20.0000	rom_agent_action_target_army_charge_bonus	this_army		0.0000	0.0000	0.0000
19	target_army_morale_reduction	agent_action_champion_hinder_army_authority_success_critical	-10.0000	rom_agent_action_target_army_morale	this_army		0.0000	0.0000	0.0000
2	agent_action_zero_cost	agent_action_all_failure_opportune_hinder_character	1.0000			2	0.0000	0.0000	0.0000
20	target_army_charge_bonus_reduction	agent_action_champion_hinder_army_authority_success_critical	-20.0000	rom_agent_action_target_army_charge_bonus	this_army		0.0000	0.0000	0.0000
200	target_army_fervour_attribute_decrease	agent_action_champion_hinder_army_authority_success	-50.0000	rom_agent_action_target_army_ap_half	this_force_general		0.0000	0.0000	0.0000
21	target_army_damage_single_unit	agent_action_champion_hinder_army_subterfuge_success	0.0000				0.0000	2.5000	0.0000
210	target_army_fervour_attribute_decrease	agent_action_champion_hinder_army_authority_success_critical	-100.0000	rom_agent_action_target_army_ap_nuke	this_force_general		0.0000	0.0000	0.0000
24	target_army_damage_single_unit	agent_action_champion_hinder_army_subterfuge_success_critical	30.0000				0.0000	2.5000	0.0000
27	target_army_morale_reduction	agent_action_champion_hinder_army_zeal_success	0.0000	rom_agent_action_target_army_morale	this_army		0.0000	0.0000	-0.2000
28	target_army_morale_reduction	agent_action_champion_hinder_army_zeal_success_critical	0.0000	rom_agent_action_target_army_morale	this_army		0.0000	0.0000	-0.4000
3	agent_can_perform_action_again_this_turn	agent_action_all_failure_opportune_hinder_character	1.0000			1	0.0000	0.0000	0.0000
30	target_province_public_order_decrease	agent_action_champion_hinder_province_zeal_cannot_fail	5.0000	rom_agent_action_target_province_public_order	this_province		0.0000	0.0000	0.5000
300	target_army_fervour_attribute_decrease	agent_action_spy_hinder_army_subterfuge_success	-30.0000	rom_force_campaign_mod_movement_range	this_force		0.0000	-0.5000	0.0000
310	target_army_fervour_attribute_decrease	agent_action_spy_hinder_army_subterfuge_success_critical	-60.0000	rom_force_campaign_mod_movement_range	this_force		0.0000	-1.0000	0.0000
32	target_province_public_order_unhappiness_slaves	agent_action_champion_hinder_settlement_authority_success	0.0000	rom_character_province_public_order	this_province		-1.0000	0.0000	0.0000
320	target_army_fervour_attribute_decrease	agent_action_spy_hinder_army_zeal_success	-50.0000	rom_agent_action_target_army_ap_half	this_force_general		0.0000	0.0000	0.0000
330	target_army_fervour_attribute_decrease	agent_action_spy_hinder_army_zeal_success_critical	-100.0000	rom_agent_action_target_army_ap_nuke	this_force_general		0.0000	0.0000	0.0000
34	target_province_public_order_unhappiness_slaves	agent_action_champion_hinder_settlement_authority_success_critical	0.0000	rom_character_province_public_order	this_province		-50.0000	0.0000	0.0000
35	target_settlement_garrison_units_damaged	agent_action_champion_hinder_settlement_subterfuge_success	15.0000				0.0000	0.5000	0.0000
38	target_settlement_garrison_units_damaged	agent_action_champion_hinder_settlement_subterfuge_success_critical	30.0000				0.0000	1.0000	0.0000
4	agent_additional_experience	agent_action_all_failure_opportune_hinder_character	1.0000			2	0.0000	0.0000	0.0000
41	target_settlement_extend_construction_time	agent_action_champion_hinder_settlement_zeal_success	1.0000				0.0000	0.0000	0.0000
42	target_settlement_single_building_damaged	agent_action_champion_hinder_settlement_zeal_success	0.0000				0.0000	0.0000	0.5000
43	target_settlement_extend_construction_time	agent_action_champion_hinder_settlement_zeal_success_critical	2.0000				0.0000	0.0000	0.0000
44	target_settlement_single_building_damaged	agent_action_champion_hinder_settlement_zeal_success_critical	30.0000				0.0000	0.0000	0.5000
45	agent_faction_income	agent_action_champion_passive_ability_zeal_cannot_fail	0.0000			0	15.0000	15.0000	15.0000
47	containing_army_upkeep_cost_reduction	agent_action_dignitary_assist_army_authority_cannot_fail	-5.0000	rom_agent_action_parent_army_upkeep	this_agent_parent_army		-0.5000	0.0000	0.0000
49	target_province_administration_cost_increase	agent_action_dignitary_assist_province_authority_cannot_fail	5.0000	rom_agent_action_deployed_province_admin_cost	this_character_local_province		0.0000	0.5000	0.0000
50	target_agent_wounded	agent_action_dignitary_hinder_army_authority_success	1.0000				0.0000	0.0000	0.0000
500	target_army_supress_reinforcement	agent_action_champion_hinder_army_authority_success	1.0000	rom_agent_action_dummy_hinder_army_no_reinforce	this_army		0.0000	0.0000	0.0000
501	target_army_supress_reinforcement	agent_action_champion_hinder_army_authority_success_critical	1.0000	rom_agent_action_dummy_hinder_army_no_reinforce	this_army		0.0000	0.0000	0.0000
51	target_army_bribe_general	agent_action_dignitary_hinder_army_authority_success_critical	1.0000				0.0000	0.0000	0.0000
514	target_army_supress_reinforcement	agent_action_spy_hinder_army_subterfuge_success	1.0000	3c_banditry_building			0.0000	0.0000	0.0000
515	target_army_supress_reinforcement	agent_action_spy_hinder_army_subterfuge_success_critical	1.0000				0.0000	0.0000	0.0000
516	target_army_supress_reinforcement	agent_action_spy_hinder_army_zeal_success	1.0000	rom_agent_action_dummy_hinder_army_no_reinforce	this_army		0.0000	0.0000	0.0000
517	target_army_supress_reinforcement	agent_action_spy_hinder_army_zeal_success_critical	1.0000	rom_agent_action_dummy_hinder_army_no_reinforce	this_army		0.0000	0.0000	0.0000
54	target_army_bribe_single_unit	agent_action_dignitary_hinder_army_zeal_success	1.0000				0.0000	0.0000	0.0000
55	target_army_bribe_single_unit	agent_action_dignitary_hinder_army_zeal_success_critical	1.0000				0.0000	0.0000	0.0000
57	target_province_income_gain	agent_action_dignitary_hinder_province_authority_cannot_fail	10.0000				0.0000	1.0000	0.0000
59	agent_province_culture_spread	agent_action_dignitary_hinder_settlement_authority_success	0.0000	rom_agent_action_passive_culture_spread	this_agent		0.5000	0.0000	0.0000
61	agent_province_culture_spread	agent_action_dignitary_hinder_settlement_authority_success_critical	0.0000	rom_agent_action_passive_culture_spread	this_agent		0.6000	0.0000	0.0000
62	target_settlement_extend_construction_time	agent_action_dignitary_hinder_settlement_subterfuge_success	1.0000				0.0000	0.0000	0.0000
63	target_settlement_extend_construction_time	agent_action_dignitary_hinder_settlement_subterfuge_success_critical	2.0000				0.0000	0.0000	0.0000
65	target_province_public_order_unhappiness_disorder	agent_action_dignitary_hinder_settlement_zeal_success	-10.0000	rom_agent_action_target_province_public_order	this_province		-0.5000	0.0000	0.0000
67	target_province_public_order_unhappiness_disorder	agent_action_dignitary_hinder_settlement_zeal_success_critical	-20.0000	rom_agent_action_target_province_public_order	this_province		-0.5000	0.0000	0.0000
68	agent_province_culture_spread	agent_action_dignitary_passive_ability_authority_cannot_fail	2.0000	rom_agent_action_passive_culture_spread	this_agent		0.0000	0.0000	0.5000
69	containing_army_enemy_action_success_chance_reduction	agent_action_spy_assist_army_subterfuge_cannot_fail	10.0000	rom_force_campaign_mod_movement_range	this_agent_parent_army		0.0000	0.5000	0.0000
71	agent_gain_research_points	agent_action_spy_assist_province_subterfuge_cannot_fail	-2.0000	rom_agent_action_success_chance_mod_enemy	your_characters_in_this_province		0.0000	-0.5000	0.0000
72	target_army_supress_reinforcement	agent_action_spy_hinder_army_authority_success	0.0000	rom_force_unit_mod_ammunition	this_army		-0.5000	0.0000	0.0000
73	target_army_supress_reinforcement	agent_action_spy_hinder_army_authority_success_critical	0.0000	rom_force_unit_mod_ammunition	this_army		-1.0000	0.0000	0.0000
75	target_army_supress_reinforcement	agent_action_spy_hinder_army_subterfuge_success	1.0000	rom_agent_action_dummy_hinder_army_no_reinforce	this_army	0	0.0000	0.0000	0.0000
76	target_army_damage_unit_equipment	agent_action_spy_hinder_army_zeal_success	0.0000				0.0000	0.0000	0.0000
77	target_army_damage_unit_equipment	agent_action_spy_hinder_army_zeal_success_critical	0.0000				0.0000	0.0000	0.0000
78	target_army_supress_reinforcement	agent_action_spy_hinder_army_subterfuge_success_critical	1.0000	rom_agent_action_dummy_hinder_army_no_reinforce	this_army	0	0.0000	0.0000	0.0000
79	target_army_supress_reinforcement	agent_action_spy_hinder_army_authority_success	1.0000			0	0.0000	0.0000	0.0000
8	target_steal_ancillary	agent_action_all_failure_opportune_hinder_character	1.0000			1	0.0000	0.0000	0.0000
80	agent_intercept_orders	agent_action_spy_hinder_settlement_authority_success	1.0000			0	0.5000	0.0000	0.0000
81	target_army_supress_reinforcement	agent_action_spy_hinder_army_authority_success_critical	1.0000			0	0.0000	0.0000	0.0000
82	agent_intercept_orders	agent_action_spy_hinder_settlement_authority_success_critical	2.0000			0	1.0000	0.0000	0.0000
83	target_settlement_remove_food	agent_action_spy_hinder_settlement_subterfuge_success	10.0000	rom_character_food	this_region_faction_enemy		0.0000	0.0000	0.0000
84	target_army_supress_reinforcement	agent_action_spy_hinder_army_authority_success	1.0000	rom_agent_action_dummy_hinder_army_no_reinforce	this_army	0	0.0000	0.0000	0.0000
85	target_army_supress_reinforcement	agent_action_spy_hinder_army_authority_success_critical	1.0000	rom_agent_action_dummy_hinder_army_no_reinforce	this_army	0	0.0000	0.0000	0.0000
86	target_settlement_remove_food	agent_action_spy_hinder_settlement_subterfuge_success_critical	10.0000	rom_character_food	this_region_faction_enemy		0.0000	0.0000	0.0000
89	target_settlement_extend_construction_time	agent_action_spy_hinder_settlement_zeal_success	1.0000				0.0000	0.0000	0.0000
90	target_settlement_single_building_damaged	agent_action_spy_hinder_settlement_zeal_success	30.0000				0.0000	0.0000	0.0000
91	target_settlement_naval_garrison_units_damaged	agent_action_spy_hinder_settlement_zeal_success	20.0000				0.0000	0.0000	0.0000
92	target_settlement_extend_construction_time	agent_action_spy_hinder_settlement_zeal_success_critical	2.0000				0.0000	0.0000	0.0000
93	target_settlement_single_building_damaged	agent_action_spy_hinder_settlement_zeal_success_critical	30.0000				0.0000	0.0000	0.0000
94	target_settlement_naval_garrison_units_damaged	agent_action_spy_hinder_settlement_zeal_success_critical	20.0000				0.0000	0.0000	0.0000
95	agent_wounded	agent_action_all_failure_critical_hinder_province	1.0000				0.0000	0.0000	0.0000
96	agent_wounded	agent_action_all_failure_critical_hinder_army	1.0000				0.0000	0.0000	0.0000
97	agent_wounded	agent_action_all_failure_critical_hinder_agent	1.0000				0.0000	0.0000	0.0000
98	agent_increase_passive_detection	agent_action_spy_assist_province_subterfuge_cannot_fail	15.0000	rom_agent_action_deployed_province_detection_chance	this_agent		0.0000	0.0000	0.0000
