culture_key	faction_key	subculture_key	unit_key
	rom_iceni_civil_war		Bri_Heroic_Nobles
	rom_iceni_secession		Bri_Heroic_Nobles
	rom_rebel_briton		Bri_Heroic_Nobles
	emp_brigantes		Bri_Heroic_Riders
	emp_caledones		Bri_Heroic_Riders
	emp_corieltauvi		Bri_Heroic_Riders
	emp_demetae		Bri_Heroic_Riders
	emp_dumonii		Bri_Heroic_Riders
	emp_ebdani		Bri_Heroic_Riders
	emp_iceni		Bri_Heroic_Riders
	emp_iceni_civil_war		Bri_Heroic_Riders
	emp_iceni_secession		Bri_Heroic_Riders
	emp_rebel_briton		Bri_Heroic_Riders
	gaul_cantiaci		Bri_Heroic_Riders
	gaul_dumnonii		Bri_Heroic_Riders
	gaul_rebel_briton		Bri_Heroic_Riders
	rom_brigantes		Bri_Heroic_Riders
	rom_caledones		Bri_Heroic_Riders
	rom_demetae		Bri_Heroic_Riders
	rom_dumnonii		Bri_Heroic_Riders
	rom_ebdani		Bri_Heroic_Riders
	rom_iceni		Bri_Heroic_Riders
	rom_iceni_civil_war		Bri_Heroic_Riders
	rom_iceni_secession		Bri_Heroic_Riders
	rom_rebel_briton		Bri_Heroic_Riders
	emp_brigantes		Bri_Painted_Heavy_Raider
	emp_caledones		Bri_Painted_Heavy_Raider
	emp_corieltauvi		Bri_Painted_Heavy_Raider
	emp_demetae		Bri_Painted_Heavy_Raider
	emp_dumonii		Bri_Painted_Heavy_Raider
	emp_ebdani		Bri_Painted_Heavy_Raider
	emp_iceni		Bri_Painted_Heavy_Raider
	emp_iceni_civil_war		Bri_Painted_Heavy_Raider
	emp_iceni_secession		Bri_Painted_Heavy_Raider
	emp_rebel_briton		Bri_Painted_Heavy_Raider
	gaul_cantiaci		Bri_Painted_Heavy_Raider
	gaul_dumnonii		Bri_Painted_Heavy_Raider
	gaul_rebel_briton		Bri_Painted_Heavy_Raider
	rom_brigantes		Bri_Painted_Heavy_Raider
	rom_caledones		Bri_Painted_Heavy_Raider
	rom_demetae		Bri_Painted_Heavy_Raider
	rom_dumnonii		Bri_Painted_Heavy_Raider
	rom_ebdani		Bri_Painted_Heavy_Raider
	rom_iceni		Bri_Painted_Heavy_Raider
	rom_iceni_civil_war		Bri_Painted_Heavy_Raider
	rom_iceni_secession		Bri_Painted_Heavy_Raider
	rom_rebel_briton		Bri_Painted_Heavy_Raider
	emp_brigantes		Bri_Slingers_Medium_Raider
	emp_caledones		Bri_Slingers_Medium_Raider
	emp_corieltauvi		Bri_Slingers_Medium_Raider
	emp_demetae		Bri_Slingers_Medium_Raider
	emp_dumonii		Bri_Slingers_Medium_Raider
	emp_ebdani		Bri_Slingers_Medium_Raider
	emp_iceni		Bri_Slingers_Medium_Raider
	emp_iceni_civil_war		Bri_Slingers_Medium_Raider
	emp_iceni_secession		Bri_Slingers_Medium_Raider
	emp_rebel_briton		Bri_Slingers_Medium_Raider
	gaul_cantiaci		Bri_Slingers_Medium_Raider
	gaul_dumnonii		Bri_Slingers_Medium_Raider
	gaul_rebel_briton		Bri_Slingers_Medium_Raider
	rom_brigantes		Bri_Slingers_Medium_Raider
	rom_caledones		Bri_Slingers_Medium_Raider
	rom_demetae		Bri_Slingers_Medium_Raider
	rom_dumnonii		Bri_Slingers_Medium_Raider
	rom_ebdani		Bri_Slingers_Medium_Raider
	rom_iceni		Bri_Slingers_Medium_Raider
	rom_iceni_civil_war		Bri_Slingers_Medium_Raider
	rom_iceni_secession		Bri_Slingers_Medium_Raider
	rom_rebel_briton		Bri_Slingers_Medium_Raider
	emp_rebel_punic		Car_General
	pun_carthage		Car_General
	pun_carthage_civil_war		Car_General
	pun_carthage_secession		Car_General
	pun_libya		Car_General
	pun_rebel_punic		Car_General
	rom_carthage		Car_General
	rom_carthage_civil_war		Car_General
	rom_carthage_secession		Car_General
	rom_libya		Car_General
	rom_nova_carthago		Car_General
	rom_rebel_punic		Car_General
	test_easterners		Car_General
	test_islanders		Car_General
	test_northerners		Car_General
	test_southerners		Car_General
	test_westerners		Car_General
	emp_rebel_punic		Car_Hoplites_Four
	pun_carthage		Car_Hoplites_Four
	pun_carthage_civil_war		Car_Hoplites_Four
	pun_carthage_secession		Car_Hoplites_Four
	pun_libya		Car_Hoplites_Four
	pun_rebel_punic		Car_Hoplites_Four
	rom_carthage		Car_Hoplites_Four
	rom_carthage_civil_war		Car_Hoplites_Four
	rom_carthage_secession		Car_Hoplites_Four
	rom_libya		Car_Hoplites_Four
	rom_nova_carthago		Car_Hoplites_Four
	rom_rebel_punic		Car_Hoplites_Four
	test_easterners		Car_Hoplites_Four
	test_islanders		Car_Hoplites_Four
	test_northerners		Car_Hoplites_Four
	test_southerners		Car_Hoplites_Four
	test_westerners		Car_Hoplites_Four
	emp_rebel_punic		Car_Javelin_Five_Lft_Bow
	pun_carthage		Car_Javelin_Five_Lft_Bow
	pun_carthage_civil_war		Car_Javelin_Five_Lft_Bow
	pun_carthage_secession		Car_Javelin_Five_Lft_Bow
	pun_libya		Car_Javelin_Five_Lft_Bow
	pun_rebel_punic		Car_Javelin_Five_Lft_Bow
	rom_carthage		Car_Javelin_Five_Lft_Bow
	rom_carthage_civil_war		Car_Javelin_Five_Lft_Bow
	rom_carthage_secession		Car_Javelin_Five_Lft_Bow
	rom_libya		Car_Javelin_Five_Lft_Bow
	rom_nova_carthago		Car_Javelin_Five_Lft_Bow
	rom_rebel_punic		Car_Javelin_Five_Lft_Bow
	test_easterners		Car_Javelin_Five_Lft_Bow
	test_islanders		Car_Javelin_Five_Lft_Bow
	test_northerners		Car_Javelin_Five_Lft_Bow
	test_southerners		Car_Javelin_Five_Lft_Bow
	test_westerners		Car_Javelin_Five_Lft_Bow
	emp_rebel_punic		Car_Javelin_Seven_Scorpio_Hft
	pun_carthage		Car_Javelin_Seven_Scorpio_Hft
	pun_carthage_civil_war		Car_Javelin_Seven_Scorpio_Hft
	pun_carthage_secession		Car_Javelin_Seven_Scorpio_Hft
	pun_libya		Car_Javelin_Seven_Scorpio_Hft
	pun_rebel_punic		Car_Javelin_Seven_Scorpio_Hft
	rom_carthage		Car_Javelin_Seven_Scorpio_Hft
	rom_carthage_civil_war		Car_Javelin_Seven_Scorpio_Hft
	rom_carthage_secession		Car_Javelin_Seven_Scorpio_Hft
	rom_libya		Car_Javelin_Seven_Scorpio_Hft
	rom_nova_carthago		Car_Javelin_Seven_Scorpio_Hft
	rom_rebel_punic		Car_Javelin_Seven_Scorpio_Hft
	test_easterners		Car_Javelin_Seven_Scorpio_Hft
	test_islanders		Car_Javelin_Seven_Scorpio_Hft
	test_northerners		Car_Javelin_Seven_Scorpio_Hft
	test_southerners		Car_Javelin_Seven_Scorpio_Hft
	test_westerners		Car_Javelin_Seven_Scorpio_Hft
	emp_rebel_punic		Car_Late_Hoplites_Four
	pun_carthage		Car_Late_Hoplites_Four
	pun_carthage_civil_war		Car_Late_Hoplites_Four
	pun_carthage_secession		Car_Late_Hoplites_Four
	pun_libya		Car_Late_Hoplites_Four
	pun_rebel_punic		Car_Late_Hoplites_Four
	rom_carthage		Car_Late_Hoplites_Four
	rom_carthage_civil_war		Car_Late_Hoplites_Four
	rom_carthage_secession		Car_Late_Hoplites_Four
	rom_libya		Car_Late_Hoplites_Four
	rom_nova_carthago		Car_Late_Hoplites_Four
	rom_rebel_punic		Car_Late_Hoplites_Four
	test_easterners		Car_Late_Hoplites_Four
	test_islanders		Car_Late_Hoplites_Four
	test_northerners		Car_Late_Hoplites_Four
	test_southerners		Car_Late_Hoplites_Four
	test_westerners		Car_Late_Hoplites_Four
	emp_bastarnae		Cel_Bowmen_Medium_Raider
	emp_belgae		Cel_Bowmen_Medium_Raider
	emp_boii		Cel_Bowmen_Medium_Raider
	emp_breuci		Cel_Bowmen_Medium_Raider
	emp_gaul		Cel_Bowmen_Medium_Raider
	emp_rebel_celt		Cel_Bowmen_Medium_Raider
	emp_scordisci		Cel_Bowmen_Medium_Raider
	gaul_rebel_celt		Cel_Bowmen_Medium_Raider
	gaul_rebel_gaul		Cel_Bowmen_Medium_Raider
	pun_rebel_celt		Cel_Bowmen_Medium_Raider
	rom_anartes		Cel_Bowmen_Medium_Raider
	rom_bastarnae		Cel_Bowmen_Medium_Raider
	rom_boii		Cel_Bowmen_Medium_Raider
	rom_breuci		Cel_Bowmen_Medium_Raider
	rom_eravisci		Cel_Bowmen_Medium_Raider
	rom_rebel_celt		Cel_Bowmen_Medium_Raider
	rom_scordisci		Cel_Bowmen_Medium_Raider
	rom_triballi		Cel_Bowmen_Medium_Raider
	pro_gaul		Cel_Freemen_Four
	emp_galatia		Cel_Galatian_Heavy_Raider
	rom_galatia		Cel_Galatian_Heavy_Raider
	rom_galatia_civil_war		Cel_Galatian_Heavy_Raider
	rom_galatia_secession		Cel_Galatian_Heavy_Raider
	emp_galatia		Cel_Galatian_Noblemen
	rom_galatia		Cel_Galatian_Noblemen
	rom_galatia_civil_war		Cel_Galatian_Noblemen
	rom_galatia_secession		Cel_Galatian_Noblemen
	emp_bastarnae		Cel_Noble_Horse
	emp_belgae		Cel_Noble_Horse
	emp_boii		Cel_Noble_Horse
	emp_breuci		Cel_Noble_Horse
	emp_galatia		Cel_Noble_Horse
	emp_gaul		Cel_Noble_Horse
	emp_helvetii		Cel_Noble_Horse
	emp_nori		Cel_Noble_Horse
	emp_raeti		Cel_Noble_Horse
	emp_rebel_celt		Cel_Noble_Horse
	emp_scordisci		Cel_Noble_Horse
	emp_vindelici		Cel_Noble_Horse
	gaul_aedui		Cel_Noble_Horse
	gaul_allobroges		Cel_Noble_Horse
	gaul_arverni		Cel_Noble_Horse
	gaul_arverni_civil_war		Cel_Noble_Horse
	gaul_arverni_secession		Cel_Noble_Horse
	gaul_atrebates		Cel_Noble_Horse
	gaul_belgae		Cel_Noble_Horse
	gaul_bellovaci		Cel_Noble_Horse
	gaul_bituriges		Cel_Noble_Horse
	gaul_cadurci		Cel_Noble_Horse
	gaul_carnutes		Cel_Noble_Horse
	gaul_cenomani		Cel_Noble_Horse
	gaul_eburones		Cel_Noble_Horse
	gaul_helvetii		Cel_Noble_Horse
	gaul_lemovices		Cel_Noble_Horse
	gaul_lexovii		Cel_Noble_Horse
	gaul_mandubii		Cel_Noble_Horse
	gaul_mediomatrici		Cel_Noble_Horse
	gaul_morini		Cel_Noble_Horse
	gaul_namnetes		Cel_Noble_Horse
	gaul_nervii		Cel_Noble_Horse
	gaul_nervii_civil_war		Cel_Noble_Horse
	gaul_nervii_secession		Cel_Noble_Horse
	gaul_osismii		Cel_Noble_Horse
	gaul_parisii		Cel_Noble_Horse
	gaul_pictones		Cel_Noble_Horse
	gaul_raurici		Cel_Noble_Horse
	gaul_rebel_celt		Cel_Noble_Horse
	gaul_rebel_gaul		Cel_Noble_Horse
	gaul_redones		Cel_Noble_Horse
	gaul_remi		Cel_Noble_Horse
	gaul_ruteni		Cel_Noble_Horse
	gaul_santones		Cel_Noble_Horse
	gaul_senones		Cel_Noble_Horse
	gaul_sequani		Cel_Noble_Horse
	gaul_suessiones		Cel_Noble_Horse
	gaul_treverii		Cel_Noble_Horse
	gaul_tulingi		Cel_Noble_Horse
	gaul_turones		Cel_Noble_Horse
	gaul_unelli		Cel_Noble_Horse
	gaul_veneti		Cel_Noble_Horse
	gaul_vivisci		Cel_Noble_Horse
	gaul_vocontii		Cel_Noble_Horse
	gaul_volcae		Cel_Noble_Horse
	pro_gaul		Cel_Noble_Horse
	pun_allobroges		Cel_Noble_Horse
	pun_boii		Cel_Noble_Horse
	pun_insubres		Cel_Noble_Horse
	pun_liguria		Cel_Noble_Horse
	pun_rebel_celt		Cel_Noble_Horse
	pun_veneti		Cel_Noble_Horse
	pun_volcae		Cel_Noble_Horse
	rom_aedui		Cel_Noble_Horse
	rom_aestii		Cel_Noble_Horse
	rom_anartes		Cel_Noble_Horse
	rom_artebartes		Cel_Noble_Horse
	rom_arverni		Cel_Noble_Horse
	rom_arverni_civil_war		Cel_Noble_Horse
	rom_arverni_secession		Cel_Noble_Horse
	rom_bastarnae		Cel_Noble_Horse
	rom_boii		Cel_Noble_Horse
	rom_boii_civil_war		Cel_Noble_Horse
	rom_boii_secession		Cel_Noble_Horse
	rom_breuci		Cel_Noble_Horse
	rom_carnutes		Cel_Noble_Horse
	rom_eravisci		Cel_Noble_Horse
	rom_galatia		Cel_Noble_Horse
	rom_galatia_civil_war		Cel_Noble_Horse
	rom_galatia_secession		Cel_Noble_Horse
	rom_helvetii		Cel_Noble_Horse
	rom_insubres		Cel_Noble_Horse
	rom_liguria		Cel_Noble_Horse
	rom_namnetes		Cel_Noble_Horse
	rom_nervii		Cel_Noble_Horse
	rom_nervii_civil_war		Cel_Noble_Horse
	rom_nervii_secession		Cel_Noble_Horse
	rom_nori		Cel_Noble_Horse
	rom_pictones		Cel_Noble_Horse
	rom_raeti		Cel_Noble_Horse
	rom_rebel_celt		Cel_Noble_Horse
	rom_scordisci		Cel_Noble_Horse
	rom_sequani		Cel_Noble_Horse
	rom_treverii		Cel_Noble_Horse
	rom_triballi		Cel_Noble_Horse
	rom_tylis		Cel_Noble_Horse
	rom_tylis_civil_war		Cel_Noble_Horse
	rom_tylis_secession		Cel_Noble_Horse
	rom_veneti		Cel_Noble_Horse
	rom_vivisci		Cel_Noble_Horse
	rom_volcae		Cel_Noble_Horse
	emp_bastarnae		Cel_Oathsworn_Heavy_Raider
	emp_belgae		Cel_Oathsworn_Heavy_Raider
	emp_boii		Cel_Oathsworn_Heavy_Raider
	emp_breuci		Cel_Oathsworn_Heavy_Raider
	emp_gaul		Cel_Oathsworn_Heavy_Raider
	emp_helvetii		Cel_Oathsworn_Heavy_Raider
	emp_nori		Cel_Oathsworn_Heavy_Raider
	emp_raeti		Cel_Oathsworn_Heavy_Raider
	emp_rebel_celt		Cel_Oathsworn_Heavy_Raider
	emp_scordisci		Cel_Oathsworn_Heavy_Raider
	emp_vindelici		Cel_Oathsworn_Heavy_Raider
	gaul_aedui		Cel_Oathsworn_Heavy_Raider
	gaul_allobroges		Cel_Oathsworn_Heavy_Raider
	gaul_arverni		Cel_Oathsworn_Heavy_Raider
	gaul_arverni_civil_war		Cel_Oathsworn_Heavy_Raider
	gaul_arverni_secession		Cel_Oathsworn_Heavy_Raider
	gaul_atrebates		Cel_Oathsworn_Heavy_Raider
	gaul_belgae		Cel_Oathsworn_Heavy_Raider
	gaul_bellovaci		Cel_Oathsworn_Heavy_Raider
	gaul_bituriges		Cel_Oathsworn_Heavy_Raider
	gaul_cadurci		Cel_Oathsworn_Heavy_Raider
	gaul_carnutes		Cel_Oathsworn_Heavy_Raider
	gaul_cenomani		Cel_Oathsworn_Heavy_Raider
	gaul_eburones		Cel_Oathsworn_Heavy_Raider
	gaul_helvetii		Cel_Oathsworn_Heavy_Raider
	gaul_lemovices		Cel_Oathsworn_Heavy_Raider
	gaul_lexovii		Cel_Oathsworn_Heavy_Raider
	gaul_mandubii		Cel_Oathsworn_Heavy_Raider
	gaul_mediomatrici		Cel_Oathsworn_Heavy_Raider
	gaul_morini		Cel_Oathsworn_Heavy_Raider
	gaul_namnetes		Cel_Oathsworn_Heavy_Raider
	gaul_nervii		Cel_Oathsworn_Heavy_Raider
	gaul_nervii_civil_war		Cel_Oathsworn_Heavy_Raider
	gaul_nervii_secession		Cel_Oathsworn_Heavy_Raider
	gaul_osismii		Cel_Oathsworn_Heavy_Raider
	gaul_parisii		Cel_Oathsworn_Heavy_Raider
	gaul_pictones		Cel_Oathsworn_Heavy_Raider
	gaul_raurici		Cel_Oathsworn_Heavy_Raider
	gaul_rebel_celt		Cel_Oathsworn_Heavy_Raider
	gaul_rebel_gaul		Cel_Oathsworn_Heavy_Raider
	gaul_redones		Cel_Oathsworn_Heavy_Raider
	gaul_remi		Cel_Oathsworn_Heavy_Raider
	gaul_ruteni		Cel_Oathsworn_Heavy_Raider
	gaul_santones		Cel_Oathsworn_Heavy_Raider
	gaul_senones		Cel_Oathsworn_Heavy_Raider
	gaul_sequani		Cel_Oathsworn_Heavy_Raider
	gaul_suessiones		Cel_Oathsworn_Heavy_Raider
	gaul_treverii		Cel_Oathsworn_Heavy_Raider
	gaul_tulingi		Cel_Oathsworn_Heavy_Raider
	gaul_turones		Cel_Oathsworn_Heavy_Raider
	gaul_unelli		Cel_Oathsworn_Heavy_Raider
	gaul_veneti		Cel_Oathsworn_Heavy_Raider
	gaul_vivisci		Cel_Oathsworn_Heavy_Raider
	gaul_vocontii		Cel_Oathsworn_Heavy_Raider
	gaul_volcae		Cel_Oathsworn_Heavy_Raider
	pro_gaul		Cel_Oathsworn_Heavy_Raider
	pun_allobroges		Cel_Oathsworn_Heavy_Raider
	pun_boii		Cel_Oathsworn_Heavy_Raider
	pun_insubres		Cel_Oathsworn_Heavy_Raider
	pun_liguria		Cel_Oathsworn_Heavy_Raider
	pun_rebel_celt		Cel_Oathsworn_Heavy_Raider
	pun_veneti		Cel_Oathsworn_Heavy_Raider
	pun_volcae		Cel_Oathsworn_Heavy_Raider
	rom_aedui		Cel_Oathsworn_Heavy_Raider
	rom_aestii		Cel_Oathsworn_Heavy_Raider
	rom_anartes		Cel_Oathsworn_Heavy_Raider
	rom_artebartes		Cel_Oathsworn_Heavy_Raider
	rom_arverni		Cel_Oathsworn_Heavy_Raider
	rom_arverni_civil_war		Cel_Oathsworn_Heavy_Raider
	rom_arverni_secession		Cel_Oathsworn_Heavy_Raider
	rom_bastarnae		Cel_Oathsworn_Heavy_Raider
	rom_boii		Cel_Oathsworn_Heavy_Raider
	rom_boii_civil_war		Cel_Oathsworn_Heavy_Raider
	rom_boii_secession		Cel_Oathsworn_Heavy_Raider
	rom_breuci		Cel_Oathsworn_Heavy_Raider
	rom_carnutes		Cel_Oathsworn_Heavy_Raider
	rom_eravisci		Cel_Oathsworn_Heavy_Raider
	rom_helvetii		Cel_Oathsworn_Heavy_Raider
	rom_insubres		Cel_Oathsworn_Heavy_Raider
	rom_liguria		Cel_Oathsworn_Heavy_Raider
	rom_namnetes		Cel_Oathsworn_Heavy_Raider
	rom_nervii		Cel_Oathsworn_Heavy_Raider
	rom_nervii_civil_war		Cel_Oathsworn_Heavy_Raider
	rom_nervii_secession		Cel_Oathsworn_Heavy_Raider
	rom_nori		Cel_Oathsworn_Heavy_Raider
	rom_pictones		Cel_Oathsworn_Heavy_Raider
	rom_raeti		Cel_Oathsworn_Heavy_Raider
	rom_rebel_celt		Cel_Oathsworn_Heavy_Raider
	rom_scordisci		Cel_Oathsworn_Heavy_Raider
	rom_sequani		Cel_Oathsworn_Heavy_Raider
	rom_treverii		Cel_Oathsworn_Heavy_Raider
	rom_triballi		Cel_Oathsworn_Heavy_Raider
	rom_tylis		Cel_Oathsworn_Heavy_Raider
	rom_tylis_civil_war		Cel_Oathsworn_Heavy_Raider
	rom_tylis_secession		Cel_Oathsworn_Heavy_Raider
	rom_veneti		Cel_Oathsworn_Heavy_Raider
	rom_vivisci		Cel_Oathsworn_Heavy_Raider
	rom_volcae		Cel_Oathsworn_Heavy_Raider
	emp_bastarnae		Cel_Oathsworn
	emp_belgae		Cel_Oathsworn
	emp_boii		Cel_Oathsworn
	emp_breuci		Cel_Oathsworn
	emp_gaul		Cel_Oathsworn
	emp_helvetii		Cel_Oathsworn
	emp_nori		Cel_Oathsworn
	emp_raeti		Cel_Oathsworn
	emp_rebel_celt		Cel_Oathsworn
	emp_scordisci		Cel_Oathsworn
	emp_vindelici		Cel_Oathsworn
	gaul_aedui		Cel_Oathsworn
	gaul_allobroges		Cel_Oathsworn
	gaul_arverni		Cel_Oathsworn
	gaul_arverni_civil_war		Cel_Oathsworn
	gaul_arverni_secession		Cel_Oathsworn
	gaul_atrebates		Cel_Oathsworn
	gaul_belgae		Cel_Oathsworn
	gaul_bellovaci		Cel_Oathsworn
	gaul_bituriges		Cel_Oathsworn
	gaul_cadurci		Cel_Oathsworn
	gaul_carnutes		Cel_Oathsworn
	gaul_cenomani		Cel_Oathsworn
	gaul_eburones		Cel_Oathsworn
	gaul_helvetii		Cel_Oathsworn
	gaul_lemovices		Cel_Oathsworn
	gaul_lexovii		Cel_Oathsworn
	gaul_mandubii		Cel_Oathsworn
	gaul_mediomatrici		Cel_Oathsworn
	gaul_morini		Cel_Oathsworn
	gaul_namnetes		Cel_Oathsworn
	gaul_nervii		Cel_Oathsworn
	gaul_nervii_civil_war		Cel_Oathsworn
	gaul_nervii_secession		Cel_Oathsworn
	gaul_osismii		Cel_Oathsworn
	gaul_parisii		Cel_Oathsworn
	gaul_pictones		Cel_Oathsworn
	gaul_raurici		Cel_Oathsworn
	gaul_rebel_celt		Cel_Oathsworn
	gaul_rebel_gaul		Cel_Oathsworn
	gaul_redones		Cel_Oathsworn
	gaul_remi		Cel_Oathsworn
	gaul_ruteni		Cel_Oathsworn
	gaul_santones		Cel_Oathsworn
	gaul_senones		Cel_Oathsworn
	gaul_sequani		Cel_Oathsworn
	gaul_suessiones		Cel_Oathsworn
	gaul_treverii		Cel_Oathsworn
	gaul_tulingi		Cel_Oathsworn
	gaul_turones		Cel_Oathsworn
	gaul_unelli		Cel_Oathsworn
	gaul_veneti		Cel_Oathsworn
	gaul_vivisci		Cel_Oathsworn
	gaul_vocontii		Cel_Oathsworn
	gaul_volcae		Cel_Oathsworn
	pro_gaul		Cel_Oathsworn
	pun_allobroges		Cel_Oathsworn
	pun_boii		Cel_Oathsworn
	pun_insubres		Cel_Oathsworn
	pun_liguria		Cel_Oathsworn
	pun_rebel_celt		Cel_Oathsworn
	pun_veneti		Cel_Oathsworn
	pun_volcae		Cel_Oathsworn
	rom_aedui		Cel_Oathsworn
	rom_aestii		Cel_Oathsworn
	rom_anartes		Cel_Oathsworn
	rom_artebartes		Cel_Oathsworn
	rom_arverni		Cel_Oathsworn
	rom_arverni_civil_war		Cel_Oathsworn
	rom_arverni_secession		Cel_Oathsworn
	rom_bastarnae		Cel_Oathsworn
	rom_boii		Cel_Oathsworn
	rom_boii_civil_war		Cel_Oathsworn
	rom_boii_secession		Cel_Oathsworn
	rom_breuci		Cel_Oathsworn
	rom_carnutes		Cel_Oathsworn
	rom_eravisci		Cel_Oathsworn
	rom_helvetii		Cel_Oathsworn
	rom_insubres		Cel_Oathsworn
	rom_liguria		Cel_Oathsworn
	rom_namnetes		Cel_Oathsworn
	rom_nervii		Cel_Oathsworn
	rom_nervii_civil_war		Cel_Oathsworn
	rom_nervii_secession		Cel_Oathsworn
	rom_nori		Cel_Oathsworn
	rom_pictones		Cel_Oathsworn
	rom_raeti		Cel_Oathsworn
	rom_rebel_celt		Cel_Oathsworn
	rom_scordisci		Cel_Oathsworn
	rom_sequani		Cel_Oathsworn
	rom_treverii		Cel_Oathsworn
	rom_triballi		Cel_Oathsworn
	rom_tylis		Cel_Oathsworn
	rom_tylis_civil_war		Cel_Oathsworn
	rom_tylis_secession		Cel_Oathsworn
	rom_veneti		Cel_Oathsworn
	rom_vivisci		Cel_Oathsworn
	rom_volcae		Cel_Oathsworn
	gaul_massilia		Cel_Slingers_Five
	pun_emporion		Cel_Slingers_Five
	pun_massilia		Cel_Slingers_Five
	rom_massilia		Cel_Slingers_Five
	rom_massilia_civil_war		Cel_Slingers_Five
	rom_massilia_secession		Cel_Slingers_Five
	emp_belgae		Cel_Slingers_Medium_Raider
	emp_galatia		Cel_Slingers_Medium_Raider
	emp_gaul		Cel_Slingers_Medium_Raider
	emp_helvetii		Cel_Slingers_Medium_Raider
	emp_nori		Cel_Slingers_Medium_Raider
	emp_raeti		Cel_Slingers_Medium_Raider
	emp_vindelici		Cel_Slingers_Medium_Raider
	gaul_aedui		Cel_Slingers_Medium_Raider
	gaul_allobroges		Cel_Slingers_Medium_Raider
	gaul_arverni		Cel_Slingers_Medium_Raider
	gaul_arverni_civil_war		Cel_Slingers_Medium_Raider
	gaul_arverni_secession		Cel_Slingers_Medium_Raider
	gaul_atrebates		Cel_Slingers_Medium_Raider
	gaul_belgae		Cel_Slingers_Medium_Raider
	gaul_bellovaci		Cel_Slingers_Medium_Raider
	gaul_bituriges		Cel_Slingers_Medium_Raider
	gaul_cadurci		Cel_Slingers_Medium_Raider
	gaul_carnutes		Cel_Slingers_Medium_Raider
	gaul_cenomani		Cel_Slingers_Medium_Raider
	gaul_eburones		Cel_Slingers_Medium_Raider
	gaul_helvetii		Cel_Slingers_Medium_Raider
	gaul_lemovices		Cel_Slingers_Medium_Raider
	gaul_lexovii		Cel_Slingers_Medium_Raider
	gaul_mandubii		Cel_Slingers_Medium_Raider
	gaul_mediomatrici		Cel_Slingers_Medium_Raider
	gaul_morini		Cel_Slingers_Medium_Raider
	gaul_namnetes		Cel_Slingers_Medium_Raider
	gaul_nervii		Cel_Slingers_Medium_Raider
	gaul_nervii_civil_war		Cel_Slingers_Medium_Raider
	gaul_nervii_secession		Cel_Slingers_Medium_Raider
	gaul_osismii		Cel_Slingers_Medium_Raider
	gaul_parisii		Cel_Slingers_Medium_Raider
	gaul_pictones		Cel_Slingers_Medium_Raider
	gaul_raurici		Cel_Slingers_Medium_Raider
	gaul_rebel_celt		Cel_Slingers_Medium_Raider
	gaul_rebel_gaul		Cel_Slingers_Medium_Raider
	gaul_redones		Cel_Slingers_Medium_Raider
	gaul_remi		Cel_Slingers_Medium_Raider
	gaul_ruteni		Cel_Slingers_Medium_Raider
	gaul_santones		Cel_Slingers_Medium_Raider
	gaul_senones		Cel_Slingers_Medium_Raider
	gaul_sequani		Cel_Slingers_Medium_Raider
	gaul_suessiones		Cel_Slingers_Medium_Raider
	gaul_treverii		Cel_Slingers_Medium_Raider
	gaul_tulingi		Cel_Slingers_Medium_Raider
	gaul_turones		Cel_Slingers_Medium_Raider
	gaul_unelli		Cel_Slingers_Medium_Raider
	gaul_veneti		Cel_Slingers_Medium_Raider
	gaul_vivisci		Cel_Slingers_Medium_Raider
	gaul_vocontii		Cel_Slingers_Medium_Raider
	gaul_volcae		Cel_Slingers_Medium_Raider
	pro_gaul		Cel_Slingers_Medium_Raider
	pun_allobroges		Cel_Slingers_Medium_Raider
	pun_insubres		Cel_Slingers_Medium_Raider
	pun_liguria		Cel_Slingers_Medium_Raider
	pun_veneti		Cel_Slingers_Medium_Raider
	pun_volcae		Cel_Slingers_Medium_Raider
	rom_aedui		Cel_Slingers_Medium_Raider
	rom_artebartes		Cel_Slingers_Medium_Raider
	rom_arverni		Cel_Slingers_Medium_Raider
	rom_arverni_civil_war		Cel_Slingers_Medium_Raider
	rom_arverni_secession		Cel_Slingers_Medium_Raider
	rom_carnutes		Cel_Slingers_Medium_Raider
	rom_galatia		Cel_Slingers_Medium_Raider
	rom_galatia_civil_war		Cel_Slingers_Medium_Raider
	rom_galatia_secession		Cel_Slingers_Medium_Raider
	rom_helvetii		Cel_Slingers_Medium_Raider
	rom_insubres		Cel_Slingers_Medium_Raider
	rom_liguria		Cel_Slingers_Medium_Raider
	rom_namnetes		Cel_Slingers_Medium_Raider
	rom_nervii		Cel_Slingers_Medium_Raider
	rom_nervii_civil_war		Cel_Slingers_Medium_Raider
	rom_nervii_secession		Cel_Slingers_Medium_Raider
	rom_nori		Cel_Slingers_Medium_Raider
	rom_pictones		Cel_Slingers_Medium_Raider
	rom_raeti		Cel_Slingers_Medium_Raider
	rom_sequani		Cel_Slingers_Medium_Raider
	rom_treverii		Cel_Slingers_Medium_Raider
	rom_tylis		Cel_Slingers_Medium_Raider
	rom_tylis_civil_war		Cel_Slingers_Medium_Raider
	rom_tylis_secession		Cel_Slingers_Medium_Raider
	rom_veneti		Cel_Slingers_Medium_Raider
	rom_vivisci		Cel_Slingers_Medium_Raider
	rom_volcae		Cel_Slingers_Medium_Raider
	emp_gaul		Cel_Spear_Nobles
	emp_helvetii		Cel_Spear_Nobles
	emp_nori		Cel_Spear_Nobles
