max_tier	technology_node_set	effect_bundle	min_tier
3	inv_syracuse_civil_diacheirisy	inv_tech_module_order_2	2
5	inv_syracuse_civil_diacheirisy	inv_tech_module_order_3	4
1	inv_syracuse_civil_ergasia	inv_tech_module_food_1	0
3	inv_syracuse_civil_ergasia	inv_tech_module_food_2	2
5	inv_syracuse_civil_ergasia	inv_tech_module_food_3	4
1	inv_syracuse_civil_vios	inv_tech_module_culture_1	0
3	inv_syracuse_civil_vios	inv_tech_module_culture_2	2
5	inv_syracuse_civil_vios	inv_tech_module_culture_3	4
1	inv_syracuse_military_hegemonia	inv_tech_module_replenishment_1	0
3	inv_syracuse_military_hegemonia	inv_tech_module_replenishment_2	2
5	inv_syracuse_military_hegemonia	inv_tech_module_replenishment_3	4
1	inv_syracuse_military_strategiky	inv_tech_module_map_range_1	0
3	inv_syracuse_military_strategiky	inv_tech_module_map_range_2	2
5	inv_syracuse_military_strategiky	inv_tech_module_map_range_3	4
1	inv_syracuse_military_stratos	inv_tech_module_spears_defence_1	0
3	inv_syracuse_military_stratos	inv_tech_module_spears_defence_2	2
5	inv_syracuse_military_stratos	inv_tech_module_spears_defence_3	4
1	inv_taranto_civil_diacheirisy	inv_tech_module_order_1	0
3	inv_taranto_civil_diacheirisy	inv_tech_module_order_2	2
5	inv_taranto_civil_diacheirisy	inv_tech_module_order_3	4
1	inv_taranto_civil_ergasia	inv_tech_module_food_1	0
3	inv_taranto_civil_ergasia	inv_tech_module_food_2	2
5	inv_taranto_civil_ergasia	inv_tech_module_food_3	4
1	inv_taranto_civil_vios	inv_tech_module_culture_1	0
3	inv_taranto_civil_vios	inv_tech_module_culture_2	2
5	inv_taranto_civil_vios	inv_tech_module_culture_3	4
1	inv_taranto_military_hegemonia	inv_tech_module_replenishment_1	0
3	inv_taranto_military_hegemonia	inv_tech_module_replenishment_2	2
5	inv_taranto_military_hegemonia	inv_tech_module_replenishment_3	4
1	inv_taranto_military_strategiky	inv_tech_module_map_range_1	0
3	inv_taranto_military_strategiky	inv_tech_module_map_range_2	2
5	inv_taranto_military_strategiky	inv_tech_module_map_range_3	4
1	inv_taranto_military_stratos	inv_tech_module_spears_armour_1	0
3	inv_taranto_military_stratos	inv_tech_module_spears_armour_2	2
5	inv_taranto_military_stratos	inv_tech_module_spears_armour_3	4
1	inv_veneti_civil_piety	inv_tech_module_order_1	0
3	inv_veneti_civil_piety	inv_tech_module_order_2	2
5	inv_veneti_civil_piety	inv_tech_module_order_3	4
1	inv_veneti_civil_productivity	inv_tech_module_food_1	0
3	inv_veneti_civil_productivity	inv_tech_module_food_2	2
5	inv_veneti_civil_productivity	inv_tech_module_food_3	4
1	inv_veneti_civil_prosperity	inv_tech_module_culture_1	0
3	inv_veneti_civil_prosperity	inv_tech_module_culture_2	2
5	inv_veneti_civil_prosperity	inv_tech_module_culture_3	4
1	inv_veneti_military_dominance	inv_tech_module_replenishment_1	0
3	inv_veneti_military_dominance	inv_tech_module_replenishment_2	2
5	inv_veneti_military_dominance	inv_tech_module_replenishment_3	4
1	inv_veneti_military_strategy	inv_tech_module_map_range_1	0
3	inv_veneti_military_strategy	inv_tech_module_map_range_2	2
5	inv_veneti_military_strategy	inv_tech_module_map_range_3	4
1	inv_veneti_military_strength	inv_tech_module_cavalry_charge_1	0
3	inv_veneti_military_strength	inv_tech_module_cavalry_charge_2	2
5	inv_veneti_military_strength	inv_tech_module_cavalry_charge_3	4
1	pel_civics_aesthetics	pel_tech_module_aesthetics_1	0
3	pel_civics_aesthetics	pel_tech_module_aesthetics_2	2
5	pel_civics_aesthetics	pel_tech_module_aesthetics_3	4
1	pel_civics_mathematics	pel_tech_module_mathematics_1	0
3	pel_civics_mathematics	pel_tech_module_mathematics_2	2
5	pel_civics_mathematics	pel_tech_module_mathematics_3	4
1	pel_civics_philosophy	pel_tech_module_philosophy_1	0
3	pel_civics_philosophy	pel_tech_module_philosophy_2	2
5	pel_civics_philosophy	pel_tech_module_philosophy_3	4
1	pel_military_army	pel_tech_module_army_1	0
3	pel_military_army	pel_tech_module_army_2	2
5	pel_military_army	pel_tech_module_army_3	4
1	pel_military_navy	pel_tech_module_navy_1	0
3	pel_military_navy	pel_tech_module_navy_2	2
5	pel_military_navy	pel_tech_module_navy_3	4
1	pel_military_support	pel_tech_module_support_1	0
3	pel_military_support	pel_tech_module_support_2	2
5	pel_military_support	pel_tech_module_support_3	4
1	pun_carthage_civil_diplomacy	pun_tech_module_diplomacy_1	0
3	pun_carthage_civil_diplomacy	pun_tech_module_diplomacy_2	2
5	pun_carthage_civil_diplomacy	pun_tech_module_diplomacy_3	4
1	pun_carthage_civil_improvements	pun_tech_module_improvements_1	0
3	pun_carthage_civil_improvements	pun_tech_module_improvements_2	2
5	pun_carthage_civil_improvements	pun_tech_module_improvements_3	4
1	pun_carthage_civil_laws	pun_tech_module_laws_1	0
3	pun_carthage_civil_laws	pun_tech_module_laws_2	2
5	pun_carthage_civil_laws	pun_tech_module_laws_3	4
1	pun_roman_civil_diplomacy	pun_tech_module_diplomacy_1	0
3	pun_roman_civil_diplomacy	pun_tech_module_diplomacy_2	2
5	pun_roman_civil_diplomacy	pun_tech_module_diplomacy_3	4
1	pun_roman_civil_improvements	pun_tech_module_improvements_1	0
3	pun_roman_civil_improvements	pun_tech_module_improvements_2	2
5	pun_roman_civil_improvements	pun_tech_module_improvements_3	4
1	pun_roman_civil_laws	pun_tech_module_laws_1	0
3	pun_roman_civil_laws	pun_tech_module_laws_2	2
5	pun_roman_civil_laws	pun_tech_module_laws_3	4
1	pun_roman_engineering_siege	rom_tech_module_siege_1	0
3	pun_roman_engineering_siege	rom_tech_module_siege_2	2
5	pun_roman_engineering_siege	rom_tech_module_siege_3	4
1	pun_roman_military_management	rom_tech_module_management_1	0
3	pun_roman_military_management	rom_tech_module_management_2	2
5	pun_roman_military_management	rom_tech_module_management_3	4
1	pun_roman_military_tactics	rom_tech_module_tactics_1	0
3	pun_roman_military_tactics	rom_tech_module_tactics_2	2
5	pun_roman_military_tactics	rom_tech_module_tactics_3	4
1	rom_briton_civil_druidism	rom_tech_barbarian_module_druidic_council_1	0
3	rom_briton_civil_druidism	rom_tech_barbarian_module_druidic_council_2	2
5	rom_briton_civil_druidism	rom_tech_barbarian_module_druidic_council_3	4
1	rom_briton_civil_tribal_council	rom_tech_barbarian_module_tribal_economy_1	0
3	rom_briton_civil_tribal_council	rom_tech_barbarian_module_tribal_economy_2	2
5	rom_briton_civil_tribal_council	rom_tech_barbarian_module_tribal_economy_3	4
1	rom_briton_engineering_construction	rom_tech_module_construction_1	0
3	rom_briton_engineering_construction	rom_tech_module_construction_2	2
5	rom_briton_engineering_construction	rom_tech_module_construction_3	4
1	rom_briton_engineering_siege	rom_tech_module_siege_1	0
3	rom_briton_engineering_siege	rom_tech_module_siege_2	2
5	rom_briton_engineering_siege	rom_tech_module_siege_3	4
1	rom_briton_military_war_exercises	rom_tech_barbarian_module_warrior_code_1	0
3	rom_briton_military_war_exercises	rom_tech_barbarian_module_warrior_code_2	2
5	rom_briton_military_war_exercises	rom_tech_barbarian_module_warrior_code_3	4
1	rom_briton_military_warrior_code	rom_tech_barbarian_module_war_exorcises_1	0
3	rom_briton_military_warrior_code	rom_tech_barbarian_module_war_exorcises_2	2
5	rom_briton_military_warrior_code	rom_tech_barbarian_module_war_exorcises_3	4
1	rom_carthage_civil_economy	rom_tech_module_economy_1	0
3	rom_carthage_civil_economy	rom_tech_module_economy_2	2
5	rom_carthage_civil_economy	rom_tech_module_economy_3	4
1	rom_carthage_civil_philosophy	rom_tech_module_philosophy_1	0
3	rom_carthage_civil_philosophy	rom_tech_module_philosophy_2	2
5	rom_carthage_civil_philosophy	rom_tech_module_philosophy_3	4
1	rom_carthage_engineering_construction	rom_tech_module_construction_1	0
3	rom_carthage_engineering_construction	rom_tech_module_construction_2	2
5	rom_carthage_engineering_construction	rom_tech_module_construction_3	4
1	rom_carthage_engineering_siege	rom_tech_module_siege_1	0
3	rom_carthage_engineering_siege	rom_tech_module_siege_2	2
5	rom_carthage_engineering_siege	rom_tech_module_siege_3	4
1	rom_carthage_military_management	rom_tech_module_management_1	0
3	rom_carthage_military_management	rom_tech_module_management_2	2
5	rom_carthage_military_management	rom_tech_module_management_3	4
1	rom_carthage_military_tactics	rom_tech_module_tactics_1	0
3	rom_carthage_military_tactics	rom_tech_module_tactics_2	2
5	rom_carthage_military_tactics	rom_tech_module_tactics_3	4
1	rom_dlc_gaul_celtic_politics_aristocracy	gaul_tech_module_politics_aristocracy_1	0
3	rom_dlc_gaul_celtic_politics_aristocracy	gaul_tech_module_politics_aristocracy_2	2
5	rom_dlc_gaul_celtic_politics_aristocracy	gaul_tech_module_politics_aristocracy_3	4
1	rom_dlc_gaul_celtic_politics_druids	gaul_tech_module_politics_priesthood_1	0
3	rom_dlc_gaul_celtic_politics_druids	gaul_tech_module_politics_priesthood_2	2
5	rom_dlc_gaul_celtic_politics_druids	gaul_tech_module_politics_priesthood_3	4
1	rom_dlc_gaul_celtic_politics_people	gaul_tech_module_politics_people_1	0
3	rom_dlc_gaul_celtic_politics_people	gaul_tech_module_politics_people_2	2
5	rom_dlc_gaul_celtic_politics_people	gaul_tech_module_politics_people_3	4
1	rom_dlc_gaul_development_culture	gaul_tech_module_development_culture_1	0
3	rom_dlc_gaul_development_culture	gaul_tech_module_development_culture_2	2
5	rom_dlc_gaul_development_culture	gaul_tech_module_development_culture_3	4
1	rom_dlc_gaul_development_infrastructure	gaul_tech_module_development_infrastructure_1	0
3	rom_dlc_gaul_development_infrastructure	gaul_tech_module_development_infrastructure_2	2
5	rom_dlc_gaul_development_infrastructure	gaul_tech_module_development_infrastructure_3	4
1	rom_dlc_gaul_development_military	gaul_tech_module_development_military_1	0
3	rom_dlc_gaul_development_military	gaul_tech_module_development_military_2	2
5	rom_dlc_gaul_development_military	gaul_tech_module_development_military_3	4
1	rom_dlc_gaul_roman_politics_caesar	gaul_tech_module_politics_caesar_1	0
3	rom_dlc_gaul_roman_politics_caesar	gaul_tech_module_politics_caesar_2	2
5	rom_dlc_gaul_roman_politics_caesar	gaul_tech_module_politics_caesar_3	4
1	rom_dlc_gaul_roman_politics_crassus	gaul_tech_module_politics_crassus_1	0
3	rom_dlc_gaul_roman_politics_crassus	gaul_tech_module_politics_crassus_2	2
5	rom_dlc_gaul_roman_politics_crassus	gaul_tech_module_politics_crassus_3	4
1	rom_dlc_gaul_roman_politics_pompey	gaul_tech_module_politics_pompey_1	0
3	rom_dlc_gaul_roman_politics_pompey	gaul_tech_module_politics_pompey_2	2
5	rom_dlc_gaul_roman_politics_pompey	gaul_tech_module_politics_pompey_3	4
1	rom_eastern_civil_economy	rom_tech_module_economy_1	0
3	rom_eastern_civil_economy	rom_tech_module_economy_2	2
5	rom_eastern_civil_economy	rom_tech_module_economy_3	4
1	rom_eastern_civil_philosophy	rom_tech_module_philosophy_1	0
3	rom_eastern_civil_philosophy	rom_tech_module_philosophy_2	2
5	rom_eastern_civil_philosophy	rom_tech_module_philosophy_3	4
1	rom_eastern_engineering_construction	rom_tech_module_construction_1	0
3	rom_eastern_engineering_construction	rom_tech_module_construction_2	2
5	rom_eastern_engineering_construction	rom_tech_module_construction_3	4
1	rom_eastern_engineering_siege	rom_tech_module_siege_1	0
3	rom_eastern_engineering_siege	rom_tech_module_siege_2	2
5	rom_eastern_engineering_siege	rom_tech_module_siege_3	4
1	rom_eastern_military_management	rom_tech_module_management_1	0
3	rom_eastern_military_management	rom_tech_module_management_2	2
5	rom_eastern_military_management	rom_tech_module_management_3	4
1	rom_eastern_military_tactics	rom_tech_module_tactics_1	0
3	rom_eastern_military_tactics	rom_tech_module_tactics_2	2
5	rom_eastern_military_tactics	rom_tech_module_tactics_3	4
1	rom_egypt_civil_economy	rom_tech_module_economy_1	0
3	rom_egypt_civil_economy	rom_tech_module_economy_2	2
5	rom_egypt_civil_economy	rom_tech_module_economy_3	4
1	rom_egypt_civil_philosophy	rom_tech_module_philosophy_1	0
3	rom_egypt_civil_philosophy	rom_tech_module_philosophy_2	2
5	rom_egypt_civil_philosophy	rom_tech_module_philosophy_3	4
1	rom_egypt_engineering_construction	rom_tech_module_construction_1	0
3	rom_egypt_engineering_construction	rom_tech_module_construction_2	2
5	rom_egypt_engineering_construction	rom_tech_module_construction_3	4
1	rom_egypt_engineering_siege	rom_tech_module_siege_1	0
3	rom_egypt_engineering_siege	rom_tech_module_siege_2	2
5	rom_egypt_engineering_siege	rom_tech_module_siege_3	4
1	rom_egypt_military_management	rom_tech_module_management_1	0
3	rom_egypt_military_management	rom_tech_module_management_2	2
5	rom_egypt_military_management	rom_tech_module_management_3	4
1	rom_egypt_military_tactics	rom_tech_module_tactics_1	0
3	rom_egypt_military_tactics	rom_tech_module_tactics_2	2
5	rom_egypt_military_tactics	rom_tech_module_tactics_3	4
1	rom_gaul_civil_druidism	rom_tech_barbarian_module_tribal_council_1	0
3	rom_gaul_civil_druidism	rom_tech_barbarian_module_tribal_council_2	2
5	rom_gaul_civil_druidism	rom_tech_barbarian_module_tribal_council_3	4
1	rom_gaul_civil_tribal_council	rom_tech_barbarian_module_tribal_economy_1	0
3	rom_gaul_civil_tribal_council	rom_tech_barbarian_module_tribal_economy_2	2
5	rom_gaul_civil_tribal_council	rom_tech_barbarian_module_tribal_economy_3	4
1	rom_gaul_engineering_construction	rom_tech_module_construction_1	0
3	rom_gaul_engineering_construction	rom_tech_module_construction_2	2
5	rom_gaul_engineering_construction	rom_tech_module_construction_3	4
1	rom_gaul_engineering_siege	rom_tech_module_siege_1	0
3	rom_gaul_engineering_siege	rom_tech_module_siege_2	2
5	rom_gaul_engineering_siege	rom_tech_module_siege_3	4
1	rom_gaul_military_war_exercises	rom_tech_barbarian_module_warrior_code_1	0
3	rom_gaul_military_war_exercises	rom_tech_barbarian_module_warrior_code_2	2
5	rom_gaul_military_war_exercises	rom_tech_barbarian_module_warrior_code_3	4
1	rom_gaul_military_warrior_code	rom_tech_barbarian_module_war_exorcises_1	0
3	rom_gaul_military_warrior_code	rom_tech_barbarian_module_war_exorcises_2	2
5	rom_gaul_military_warrior_code	rom_tech_barbarian_module_war_exorcises_3	4
1	rom_german_civil_druidism	rom_tech_barbarian_module_tribal_council_1	0
3	rom_german_civil_druidism	rom_tech_barbarian_module_tribal_council_2	2
5	rom_german_civil_druidism	rom_tech_barbarian_module_tribal_council_3	4
1	rom_german_civil_tribal_council	rom_tech_barbarian_module_tribal_economy_1	0
3	rom_german_civil_tribal_council	rom_tech_barbarian_module_tribal_economy_2	2
5	rom_german_civil_tribal_council	rom_tech_barbarian_module_tribal_economy_3	4
1	rom_german_engineering_construction	rom_tech_module_construction_1	0
3	rom_german_engineering_construction	rom_tech_module_construction_2	2
5	rom_german_engineering_construction	rom_tech_module_construction_3	4
1	rom_german_engineering_siege	rom_tech_module_siege_1	0
3	rom_german_engineering_siege	rom_tech_module_siege_2	2
5	rom_german_engineering_siege	rom_tech_module_siege_3	4
1	rom_german_military_war_exercises	rom_tech_barbarian_module_warrior_code_1	0
3	rom_german_military_war_exercises	rom_tech_barbarian_module_warrior_code_2	2
5	rom_german_military_war_exercises	rom_tech_barbarian_module_warrior_code_3	4
1	rom_german_military_warrior_code	rom_tech_barbarian_module_war_exorcises_1	0
3	rom_german_military_warrior_code	rom_tech_barbarian_module_war_exorcises_2	2
5	rom_german_military_warrior_code	rom_tech_barbarian_module_war_exorcises_3	4
1	rom_greek_civil_economy	rom_tech_module_economy_1	0
3	rom_greek_civil_economy	rom_tech_module_economy_2	2
5	rom_greek_civil_economy	rom_tech_module_economy_3	4
1	rom_greek_civil_philosophy	rom_tech_module_philosophy_1	0
3	rom_greek_civil_philosophy	rom_tech_module_philosophy_2	2
5	rom_greek_civil_philosophy	rom_tech_module_philosophy_3	4
1	rom_greek_engineering_construction	rom_tech_module_construction_1	0
3	rom_greek_engineering_construction	rom_tech_module_construction_2	2
5	rom_greek_engineering_construction	rom_tech_module_construction_3	4
1	rom_greek_engineering_siege	rom_tech_module_siege_1	0
3	rom_greek_engineering_siege	rom_tech_module_siege_2	2
5	rom_greek_engineering_siege	rom_tech_module_siege_3	4
1	rom_greek_military_management	rom_tech_module_management_1	0
3	rom_greek_military_management	rom_tech_module_management_2	2
5	rom_greek_military_management	rom_tech_module_management_3	4
1	rom_greek_military_tactics	rom_tech_module_tactics_1	0
3	rom_greek_military_tactics	rom_tech_module_tactics_2	2
5	rom_greek_military_tactics	rom_tech_module_tactics_3	4
1	rom_iberian_civil_druidism	rom_tech_barbarian_module_tribal_council_1	0
3	rom_iberian_civil_druidism	rom_tech_barbarian_module_tribal_council_2	2
5	rom_iberian_civil_druidism	rom_tech_barbarian_module_tribal_council_3	4
1	rom_iberian_civil_tribal_council	rom_tech_barbarian_module_tribal_economy_1	0
3	rom_iberian_civil_tribal_council	rom_tech_barbarian_module_tribal_economy_2	2
5	rom_iberian_civil_tribal_council	rom_tech_barbarian_module_tribal_economy_3	4
1	rom_iberian_engineering_construction	rom_tech_module_construction_1	0
3	rom_iberian_engineering_construction	rom_tech_module_construction_2	2
5	rom_iberian_engineering_construction	rom_tech_module_construction_3	4
1	rom_iberian_engineering_siege	rom_tech_module_siege_1	0
3	rom_iberian_engineering_siege	rom_tech_module_siege_2	2
5	rom_iberian_engineering_siege	rom_tech_module_siege_3	4
1	rom_iberian_military_war_exercises	rom_tech_barbarian_module_warrior_code_1	0
3	rom_iberian_military_war_exercises	rom_tech_barbarian_module_warrior_code_2	2
5	rom_iberian_military_war_exercises	rom_tech_barbarian_module_warrior_code_3	4
1	rom_iberian_military_warrior_code	rom_tech_barbarian_module_war_exorcises_1	0
3	rom_iberian_military_warrior_code	rom_tech_barbarian_module_war_exorcises_2	2
5	rom_iberian_military_warrior_code	rom_tech_barbarian_module_war_exorcises_3	4
1	rom_nomad_civil_druidism	rom_tech_barbarian_module_tribal_council_1	0
3	rom_nomad_civil_druidism	rom_tech_barbarian_module_tribal_council_2	2
5	rom_nomad_civil_druidism	rom_tech_barbarian_module_tribal_council_3	4
1	rom_nomad_civil_tribal_council	rom_tech_barbarian_module_tribal_economy_1	0
3	rom_nomad_civil_tribal_council	rom_tech_barbarian_module_tribal_economy_2	2
5	rom_nomad_civil_tribal_council	rom_tech_barbarian_module_tribal_economy_3	4
1	rom_nomad_engineering_construction	rom_tech_module_construction_1	0
3	rom_nomad_engineering_construction	rom_tech_module_construction_2	2
5	rom_nomad_engineering_construction	rom_tech_module_construction_3	4
1	rom_nomad_engineering_siege	rom_tech_module_siege_1	0
3	rom_nomad_engineering_siege	rom_tech_module_siege_2	2
5	rom_nomad_engineering_siege	rom_tech_module_siege_3	4
1	rom_nomad_military_war_exercises	rom_tech_barbarian_module_warrior_code_1	0
3	rom_nomad_military_war_exercises	rom_tech_barbarian_module_warrior_code_2	2
5	rom_nomad_military_war_exercises	rom_tech_barbarian_module_warrior_code_3	4
1	rom_nomad_military_warrior_code	rom_tech_barbarian_module_war_exorcises_1	0
3	rom_nomad_military_warrior_code	rom_tech_barbarian_module_war_exorcises_2	2
5	rom_nomad_military_warrior_code	rom_tech_barbarian_module_war_exorcises_3	4
1	rom_pontus_civil_economy	rom_tech_module_economy_1	0
3	rom_pontus_civil_economy	rom_tech_module_economy_2	2
5	rom_pontus_civil_economy	rom_tech_module_economy_3	4
1	rom_pontus_civil_philosophy	rom_tech_module_philosophy_1	0
3	rom_pontus_civil_philosophy	rom_tech_module_philosophy_2	2
5	rom_pontus_civil_philosophy	rom_tech_module_philosophy_3	4
1	rom_pontus_engineering_construction	rom_tech_module_construction_1	0
3	rom_pontus_engineering_construction	rom_tech_module_construction_2	2
5	rom_pontus_engineering_construction	rom_tech_module_construction_3	4
1	rom_pontus_engineering_siege	rom_tech_module_siege_1	0
3	rom_pontus_engineering_siege	rom_tech_module_siege_2	2
5	rom_pontus_engineering_siege	rom_tech_module_siege_3	4
1	rom_pontus_military_management	rom_tech_module_management_1	0
3	rom_pontus_military_management	rom_tech_module_management_2	2
5	rom_pontus_military_management	rom_tech_module_management_3	4
1	rom_pontus_military_tactics	rom_tech_module_tactics_1	0
3	rom_pontus_military_tactics	rom_tech_module_tactics_2	2
5	rom_pontus_military_tactics	rom_tech_module_tactics_3	4
1	rom_roman_civil_economy	rom_tech_module_economy_1	0
3	rom_roman_civil_economy	rom_tech_module_economy_2	2
5	rom_roman_civil_economy	rom_tech_module_economy_3	4
1	rom_roman_civil_philosophy	rom_tech_module_philosophy_1	0
3	rom_roman_civil_philosophy	rom_tech_module_philosophy_2	2
5	rom_roman_civil_philosophy	rom_tech_module_philosophy_3	4
1	rom_roman_engineering_construction	rom_tech_module_construction_1	0
3	rom_roman_engineering_construction	rom_tech_module_construction_2	2
5	rom_roman_engineering_construction	rom_tech_module_construction_3	4
1	rom_roman_engineering_siege	rom_tech_module_siege_1	0
3	rom_roman_engineering_siege	rom_tech_module_siege_2	2
5	rom_roman_engineering_siege	rom_tech_module_siege_3	4
1	rom_roman_military_management	rom_tech_module_management_1	0
3	rom_roman_military_management	rom_tech_module_management_2	2
5	rom_roman_military_management	rom_tech_module_management_3	4
1	rom_roman_military_tactics	rom_tech_module_tactics_1	0
3	rom_roman_military_tactics	rom_tech_module_tactics_2	2
5	rom_roman_military_tactics	rom_tech_module_tactics_3	4
