event	source	target	turns_ago
CITY_BESIEGED	pun_carthage	pun_oretani	8
HOSTILE_AGENT_ACTION	pun_carthage	pun_oretani	11
TRESSPASSING	pun_carthage	pun_oretani	13
TROOPS_ENSLAVED	pun_carthage	pun_oretani	8
BATTLE_ATTACK	pun_carthage	pun_rome	15
TRESSPASSING	pun_carthage	pun_rome	15
BATTLE_ATTACK	pun_carthage	pun_syracuse	15
HOSTILE_AGENT_ACTION	pun_carthage	pun_syracuse	30
BATTLE_ATTACK	pun_carthage	pun_turdetani	12
HOSTILE_AGENT_ACTION	pun_carthage	pun_turdetani	6
TRESSPASSING	pun_carthage	pun_turdetani	7
TROOPS_ENSLAVED	pun_carthage	pun_turdetani	12
HOSTILE_AGENT_ACTION	pun_carthage	pun_vascones	8
BATTLE_ATTACK	pun_celtici	pun_carthage	10
BATTLE_SUPPORT	pun_cessetani	pun_illercavones	5
STATE_GIFT_MEDIUM	pun_cessetani	pun_illercavones	16
BATTLE_SUPPORT	pun_cessetani	pun_illergetes	22
STATE_GIFT_SMALL	pun_emporion	pun_cessetani	20
HOSTILE_AGENT_ACTION	pun_etruscan	pun_boii	3
HOSTILE_AGENT_ACTION	pun_etruscan	pun_boii	7
HOSTILE_AGENT_ACTION	pun_etruscan	pun_boii	8
TRESSPASSING	pun_etruscan	pun_boii	17
HOSTILE_AGENT_ACTION	pun_etruscan	pun_insubres	5
TRESSPASSING	pun_etruscan	pun_insubres	15
BATTLE_ATTACK	pun_etruscan	pun_rome	25
RAIDING	pun_garamantia	pun_libya	15
RAIDING	pun_garamantia	pun_massyli	10
BATTLE_ATTACK	pun_illercavones	pun_carthage	7
STATE_GIFT_SMALL	pun_illercavones	pun_illergetes	10
STATE_GIFT_SMALL	pun_illergetes	pun_cessetani	14
TRESSPASSING	pun_illergetes	pun_vascones	20
BATTLE_SUPPORT	pun_insubres	pun_allobroges	23
STATE_GIFT_SMALL	pun_insubres	pun_boii	10
TRESSPASSING	pun_insubres	pun_etruscan	19
STATE_GIFT_MEDIUM	pun_insubres	pun_liguria	23
BATTLE_ATTACK	pun_insubres	pun_massilia	25
HOSTILE_AGENT_ACTION	pun_insubres	pun_rome	5
TRESSPASSING	pun_insubres	pun_rome	5
HOSTILE_AGENT_ACTION	pun_insubres	pun_veneti	14
BATTLE_ATTACK	pun_libya	pun_carthage	15
TRESSPASSING	pun_libya	pun_carthage	15
BATTLE_ATTACK	pun_libya	pun_rome	15
BATTLE_SUPPORT	pun_liguria	pun_boii	25
STATE_GIFT_SMALL	pun_liguria	pun_boii	20
TRESSPASSING	pun_liguria	pun_massilia	20
STATE_GIFT_SMALL	pun_liguria	pun_veneti	14
RAIDING	pun_lusitani	pun_celtici	10
TRESSPASSING	pun_lusitani	pun_celtici	10
TRESSPASSING	pun_lusitani	pun_galleaci	20
BATTLE_ATTACK	pun_lusitani	pun_turdetani	15
TRESSPASSING	pun_lusitani	pun_turdetani	15
STATE_GIFT_SMALL	pun_lusitani	pun_vettones	10
TRESSPASSING	pun_masaesyli	pun_massyli	15
TRESSPASSING	pun_masaesyli	pun_mauri	10
CITY_BESIEGED	pun_massilia	pun_allobroges	15
HOSTILE_AGENT_ACTION	pun_massilia	pun_allobroges	6
HOSTILE_AGENT_ACTION	pun_massilia	pun_liguria	16
HOSTILE_AGENT_ACTION_TOWARDS_ALLY	pun_massilia	pun_volcae	6
BATTLE_ATTACK	pun_massyli	pun_masaesyli	20
TRESSPASSING	pun_massyli	pun_masaesyli	15
TRESSPASSING	pun_oretani	pun_arevaci	15
BATTLE_ATTACK	pun_oretani	pun_carthage	10
BATTLE_ATTACK	pun_rome	pun_boii	5
HOSTILE_AGENT_ACTION	pun_rome	pun_boii	5
TRESSPASSING	pun_rome	pun_boii	5
TROOPS_ENSLAVED	pun_rome	pun_boii	5
BATTLE_ATTACK	pun_rome	pun_carthage	15
HOSTILE_AGENT_ACTION	pun_rome	pun_carthage	2
TRESSPASSING	pun_rome	pun_carthage	15
BATTLE_ATTACK	pun_rome	pun_etruscan	25
CITY_BESIEGED	pun_rome	pun_etruscan	25
BATTLE_ATTACK	pun_rome	pun_insubres	5
CITY_BESIEGED	pun_rome	pun_insubres	2
TRESSPASSING	pun_rome	pun_insubres	5
TROOPS_ENSLAVED	pun_rome	pun_insubres	5
TRESSPASSING	pun_rome	pun_liguria	5
HOSTILE_AGENT_ACTION_TOWARDS_ALLY	pun_rome	pun_masaesyli	18
BATTLE_ATTACK	pun_rome	pun_samnites	20
CITY_BESIEGED	pun_rome	pun_samnites	20
HOSTILE_AGENT_ACTION	pun_rome	pun_volcae	8
BATTLE_ATTACK	pun_samnites	pun_rome	20
NON_AGGRESSION_PACT	pun_syracuse	pun_etruscan	18
STATE_GIFT_LARGE	pun_syracuse	pun_etruscan	13
NON_AGGRESSION_PACT	pun_syracuse	pun_samnites	20
STATE_GIFT_LARGE	pun_syracuse	pun_samnites	7
TRESSPASSING	pun_tarbelli	pun_volcae	10
BATTLE_ATTACK	pun_turdetani	pun_carthage	15
BATTLE_ATTACK	pun_vaccaei	pun_astures	20
TRESSPASSING	pun_vaccaei	pun_astures	20
BATTLE_ATTACK	pun_vaccaei	pun_carpetani	15
TRESSPASSING	pun_vaccaei	pun_carpetani	15
TRESSPASSING	pun_vascones	pun_arevaci	20
TRESSPASSING	pun_vascones	pun_illergetes	10
RAIDING	pun_vascones	pun_tarbelli	10
HOSTILE_AGENT_ACTION	pun_veneti	pun_boii	14
HOSTILE_AGENT_ACTION	pun_veneti	pun_insubres	10
STATE_GIFT_SMALL	pun_vettones	pun_celtici	15
TRESSPASSING	pun_vettones	pun_vaccaei	20
TRESSPASSING	pun_volcae	pun_tarbelli	15
BATTLE_ATTACK	rom_aedui	rom_arverni	1
BATTLE_ATTACK	rom_aedui	rom_arverni	2
TRESSPASSING	rom_aedui	rom_arverni	4
TROOPS_ENSLAVED	rom_aedui	rom_arverni	5
STATE_GIFT_MEDIUM	rom_aedui	rom_helvetii	2
HOSTILE_AGENT_ACTION	rom_aedui	rom_sequani	5
TRESSPASSING	rom_aedui	rom_sequani	10
TRESSPASSING	rom_aedui	rom_sequani	15
BATTLE_ATTACK	rom_aestii	rom_gutones	2
TRESSPASSING	rom_aestii	rom_gutones	15
TRESSPASSING	rom_aestii	rom_gutones	4
TRESSPASSING	rom_aestii	rom_gutones	6
BATTLE_ATTACK	rom_anartes	rom_lugii	2
BATTLE_ATTACK	rom_anartes	rom_lugii	5
TRESSPASSING	rom_anartes	rom_lugii	4
TROOPS_ENSLAVED	rom_anartes	rom_lugii	5
BATTLE_ATTACK	rom_aorsoi	rom_ardhan	2
BATTLE_ATTACK	rom_aorsoi	rom_ardhan	7
STATE_GIFT_SMALL	rom_aorsoi	rom_roxolani	1
BATTLE_ATTACK	rom_aorsoi	rom_siraces	1
BATTLE_ATTACK	rom_aorsoi	rom_siraces	2
HOSTILE_AGENT_ACTION	rom_aorsoi	rom_siraces	5
TRESSPASSING	rom_aorsoi	rom_siraces	4
STATE_GIFT_MEDIUM	rom_arachosia	rom_aria	2
STATE_GIFT_MEDIUM	rom_arachosia	rom_baktria	10
STATE_GIFT_MEDIUM	rom_arachosia	rom_baktria	20
BATTLE_SUPPORT	rom_arachosia	rom_sagartia	2
STATE_GIFT_MEDIUM	rom_arachosia	rom_sagartia	8
BATTLE_ATTACK	rom_arachosia	rom_seleucid	5
DEFENSIVE_ALLIANCE	rom_arachosia	rom_seleucid	100
DEFENSIVE_ALLIANCE_BROKEN	rom_arachosia	rom_seleucid	10
HOSTILE_AGENT_ACTION	rom_arachosia	rom_seleucid	10
TRESSPASSING	rom_arachosia	rom_seleucid	10
BATTLE_ATTACK	rom_ardhan	rom_aorsoi	5
HOSTILE_AGENT_ACTION	rom_ardhan	rom_aorsoi	8
TRESSPASSING	rom_ardhan	rom_aorsoi	4
TRESSPASSING	rom_ardhan	rom_aorsoi	9
BATTLE_ATTACK	rom_ardhan	rom_armenia	10
HOSTILE_AGENT_ACTION	rom_ardhan	rom_armenia	15
HOSTILE_AGENT_ACTION	rom_ardhan	rom_armenia	20
TRESSPASSING	rom_ardhan	rom_armenia	20
BATTLE_ATTACK	rom_ardhan	rom_trapezos	5
TRADE_AGREEMENT	rom_ardhan	rom_trapezos	100
TRADE_AGREEMENT_BROKEN	rom_ardhan	rom_trapezos	10
TRESSPASSING	rom_ardhan	rom_trapezos	10
BATTLE_ATTACK	rom_ardiaei	rom_delmatae	5
CITY_BESIEGED	rom_ardiaei	rom_delmatae	15
TRESSPASSING	rom_ardiaei	rom_delmatae	20
TRESSPASSING	rom_ardiaei	rom_delmatae	5
STATE_GIFT_MEDIUM	rom_arevaci	rom_turdetani	9
STATE_GIFT_MEDIUM	rom_aria	rom_arachosia	4
BATTLE_ATTACK	rom_aria	rom_baktria	5
TRESSPASSING	rom_aria	rom_baktria	10
TRESSPASSING	rom_aria	rom_baktria	15
TRESSPASSING	rom_aria	rom_baktria	20
STATE_GIFT_MEDIUM	rom_aria	rom_parthava	7
STATE_GIFT_MEDIUM	rom_aria	rom_parthia	15
STATE_GIFT_MEDIUM	rom_aria	rom_parthia	5
STATE_GIFT_MEDIUM	rom_aria	rom_sagartia	4
HOSTILE_AGENT_ACTION	rom_aria	rom_seleucid	10
HOSTILE_AGENT_ACTION	rom_aria	rom_seleucid	5
STATE_GIFT_MEDIUM	rom_armenia	rom_cappadocia	10
HOSTILE_AGENT_ACTION	rom_armenia	rom_colchis	1
HOSTILE_AGENT_ACTION	rom_armenia	rom_colchis	5
STATE_GIFT_MEDIUM	rom_armenia	rom_pontus	10
STATE_GIFT_MEDIUM	rom_armenia	rom_pontus	15
STATE_GIFT_MEDIUM	rom_armenia	rom_pontus	5
BATTLE_ATTACK	rom_artebartes	rom_carnutes	15
CITY_BESIEGED	rom_artebartes	rom_carnutes	10
TROOPS_EXECUTED	rom_artebartes	rom_carnutes	10
HOSTILE_AGENT_ACTION	rom_artebartes	rom_iceni	5
TRESSPASSING	rom_artebartes	rom_iceni	1
TRESSPASSING	rom_artebartes	rom_iceni	2
BATTLE_ATTACK	rom_arverni	rom_aedui	2
BATTLE_ATTACK	rom_arverni	rom_aedui	4
BATTLE_ATTACK	rom_arverni	rom_aedui	5
TRESSPASSING	rom_arverni	rom_aedui	1
TROOPS_ENSLAVED	rom_arverni	rom_aedui	2
STATE_GIFT_MEDIUM	rom_arverni	rom_massilia	10
STATE_GIFT_MEDIUM	rom_arverni	rom_massilia	5
TRESSPASSING	rom_arverni	rom_vivisci	1
TRESSPASSING	rom_arverni	rom_vivisci	2
HOSTILE_AGENT_ACTION	rom_arverni	rom_volcae	1
HOSTILE_AGENT_ACTION	rom_arverni	rom_volcae	2
HOSTILE_AGENT_ACTION	rom_arverni	rom_volcae	3
STATE_GIFT_REFUSED	rom_arverni	rom_volcae	5
TRESSPASSING	rom_arverni	rom_volcae	12
TRESSPASSING	rom_arverni	rom_volcae	3
TRESSPASSING	rom_arverni	rom_volcae	9
BATTLE_ATTACK	rom_athens	rom_epirus	5
TRESSPASSING	rom_athens	rom_epirus	5
TROOPS_ENSLAVED	rom_athens	rom_epirus	10
BATTLE_ATTACK	rom_athens	rom_macedon	1
HOSTILE_AGENT_ACTION	rom_athens	rom_macedon	5
TRESSPASSING	rom_athens	rom_macedon	3
TROOPS_ENSLAVED	rom_athens	rom_macedon	5
STATE_GIFT_MEDIUM	rom_athens	rom_pontus	35
STATE_GIFT_MEDIUM	rom_athens	rom_ptolemaics	35
BATTLE_SUPPORT	rom_athens	rom_sparta	1
TRESSPASSING	rom_athens	rom_tylis	6
STATE_GIFT_MEDIUM	rom_baktria	rom_arachosia	25
STATE_GIFT_MEDIUM	rom_baktria	rom_parthia	2
HOSTILE_AGENT_ACTION	rom_baktria	rom_seleucid	10
TRADE_AGREEMENT	rom_baktria	rom_seleucid	100
TRADE_AGREEMENT_BROKEN	rom_baktria	rom_seleucid	15
BATTLE_SUPPORT	rom_biephi	rom_getae	10
STATE_GIFT_MEDIUM	rom_biephi	rom_getae	5
HOSTILE_AGENT_ACTION	rom_biephi	rom_scordisci	9
BATTLE_ATTACK	rom_bithynia	rom_galatia	5
TRESSPASSING	rom_bithynia	rom_galatia	10
TROOPS_ENSLAVED	rom_bithynia	rom_galatia	5
STATE_GIFT_MEDIUM	rom_bithynia	rom_macedon	5
TRESSPASSING	rom_bithynia	rom_sardes	10
TRESSPASSING	rom_bithynia	rom_sardes	4
HOSTILE_AGENT_ACTION	rom_bithynia	rom_seleucid	3
BATTLE_ATTACK	rom_bithynia	rom_tylis	10
BATTLE_ATTACK	rom_bithynia	rom_tylis	5
TRESSPASSING	rom_bithynia	rom_tylis	5
TROOPS_ENSLAVED	rom_bithynia	rom_tylis	10
STATE_GIFT_MEDIUM	rom_blemmyes	rom_ptolemaics	5
BATTLE_ATTACK	rom_boii	rom_lugii	5
TRESSPASSING	rom_boii	rom_lugii	10
TRESSPASSING	rom_boii	rom_lugii	15
TRESSPASSING	rom_boii	rom_lugii	5
BATTLE_ATTACK	rom_boii	rom_marcomanni	10
TRESSPASSING	rom_boii	rom_marcomanni	3
TRESSPASSING	rom_boii	rom_marcomanni	5
TROOPS_ENSLAVED	rom_boii	rom_marcomanni	10
BATTLE_ATTACK	rom_brigantes	rom_caledones	1
TRESSPASSING	rom_brigantes	rom_caledones	2
TRESSPASSING	rom_brigantes	rom_caledones	3
TROOPS_EXECUTED	rom_brigantes	rom_caledones	8
BATTLE_ATTACK	rom_brigantes	rom_iceni	5
TRESSPASSING	rom_brigantes	rom_iceni	10
TRESSPASSING	rom_brigantes	rom_iceni	15
BATTLE_ATTACK	rom_budini	rom_lugii	10
BATTLE_ATTACK	rom_budini	rom_lugii	5
TROOPS_ENSLAVED	rom_budini	rom_lugii	10
TROOPS_ENSLAVED	rom_budini	rom_lugii	5
BATTLE_ATTACK	rom_caledones	rom_brigantes	1
TRESSPASSING	rom_caledones	rom_brigantes	1
TRESSPASSING	rom_caledones	rom_brigantes	2
TRESSPASSING	rom_caledones	rom_demetae	4
BATTLE_ATTACK	rom_caledones	rom_ebdani	10
BATTLE_ATTACK	rom_caledones	rom_ebdani	15
BATTLE_ATTACK	rom_caledones	rom_ebdani	20
TRESSPASSING	rom_caledones	rom_ebdani	15
TRESSPASSING	rom_caledones	rom_ebdani	20
TROOPS_ENSLAVED	rom_caledones	rom_ebdani	10
BATTLE_ATTACK	rom_caledones	rom_iceni	10
BATTLE_ATTACK	rom_caledones	rom_iceni	5
NON_AGGRESSION_PACT	rom_caledones	rom_iceni	100
NON_AGGRESSION_PACT_BROKEN	rom_caledones	rom_iceni	10
BATTLE_ATTACK	rom_cantabri	rom_lusitani	15
BATTLE_ATTACK	rom_cantabri	rom_lusitani	20
TRESSPASSING	rom_cantabri	rom_lusitani	20
TROOPS_ENSLAVED	rom_cantabri	rom_lusitani	15
STATE_GIFT_MEDIUM	rom_cappadocia	rom_armenia	5
STATE_GIFT_SMALL	rom_cappadocia	rom_armenia	5
BATTLE_ATTACK	rom_cappadocia	rom_galatia	1
TRESSPASSING	rom_cappadocia	rom_galatia	2
TRESSPASSING	rom_cappadocia	rom_galatia	3
TRESSPASSING	rom_cappadocia	rom_galatia	4
NON_AGGRESSION_PACT	rom_cappadocia	rom_pontus	100
NON_AGGRESSION_PACT_BROKEN	rom_cappadocia	rom_pontus	10
TRESSPASSING	rom_cappadocia	rom_pontus	10
TRESSPASSING	rom_cappadocia	rom_pontus	5
BATTLE_ATTACK	rom_carnutes	rom_artebartes	10
BATTLE_ATTACK	rom_carnutes	rom_artebartes	15
BATTLE_ATTACK	rom_carnutes	rom_artebartes	5
TRESSPASSING	rom_carnutes	rom_artebartes	10
TRESSPASSING	rom_carnutes	rom_artebartes	20
TROOPS_ENSLAVED	rom_carnutes	rom_artebartes	15
HOSTILE_AGENT_ACTION	rom_carthage	rom_edetani	4
TRADE_AGREEMENT	rom_carthage	rom_edetani	100
TRADE_AGREEMENT_BROKEN	rom_carthage	rom_edetani	10
TRESSPASSING	rom_carthage	rom_edetani	1
STATE_GIFT_SMALL	rom_carthage	rom_epirus	5
STATE_GIFT_MEDIUM	rom_carthage	rom_etruscan	15
STATE_GIFT_MEDIUM	rom_carthage	rom_etruscan	5
STATE_GIFT_SMALL	rom_carthage	rom_etruscan	10
BATTLE_ATTACK	rom_carthage	rom_garamantia	10
TRESSPASSING	rom_carthage	rom_garamantia	2
TRESSPASSING	rom_carthage	rom_garamantia	3
BATTLE_ATTACK	rom_carthage	rom_libya	1
BATTLE_ATTACK	rom_carthage	rom_libya	2
BATTLE_ATTACK	rom_carthage	rom_libya	3
HOSTILE_AGENT_ACTION	rom_carthage	rom_libya	6
STATE_GIFT_MEDIUM	rom_carthage	rom_masaesyli	10
STATE_GIFT_MEDIUM	rom_carthage	rom_masaesyli	15
STATE_GIFT_MEDIUM	rom_carthage	rom_masaesyli	5
BATTLE_ATTACK	rom_carthage	rom_rome	10
HOSTILE_AGENT_ACTION	rom_carthage	rom_rome	3
TRESSPASSING	rom_carthage	rom_rome	1
TRESSPASSING	rom_carthage	rom_rome	2
TRESSPASSING	rom_carthage	rom_rome	3
BATTLE_ATTACK	rom_carthage	rom_syracuse	15
NON_AGGRESSION_PACT	rom_carthage	rom_syracuse	100
NON_AGGRESSION_PACT_BROKEN	rom_carthage	rom_syracuse	15
TRESSPASSING	rom_carthage	rom_syracuse	10
BATTLE_ATTACK	rom_carthage	rom_turdetani	2
HOSTILE_AGENT_ACTION	rom_catiaroi	rom_getae	22
HOSTILE_AGENT_ACTION	rom_catiaroi	rom_getae	6
TRESSPASSING	rom_catiaroi	rom_getae	14
HOSTILE_AGENT_ACTION	rom_catiaroi	rom_scythia	8
TRESSPASSING	rom_catiaroi	rom_scythia	4
BATTLE_ATTACK	rom_cessetani	rom_edetani	10
BATTLE_ATTACK	rom_cessetani	rom_edetani	15
TROOPS_ENSLAVED	rom_cessetani	rom_edetani	15
STATE_GIFT_MEDIUM	rom_cessetani	rom_volcae	1
STATE_GIFT_SMALL	rom_cessetani	rom_volcae	3
BATTLE_ATTACK	rom_cherusci	rom_frisii	5
NON_AGGRESSION_PACT	rom_cherusci	rom_frisii	100
NON_AGGRESSION_PACT_BROKEN	rom_cherusci	rom_frisii	5
TROOPS_ENSLAVED	rom_cherusci	rom_frisii	5
NON_AGGRESSION_PACT	rom_cherusci	rom_marcomanni	100
NON_AGGRESSION_PACT_BROKEN	rom_cherusci	rom_marcomanni	10
TRADE_AGREEMENT	rom_cherusci	rom_marcomanni	100
TRADE_AGREEMENT_BROKEN	rom_cherusci	rom_marcomanni	10
BATTLE_ATTACK	rom_cherusci	rom_nervii	10
BATTLE_ATTACK	rom_cherusci	rom_nervii	5
TRESSPASSING	rom_cherusci	rom_nervii	5
TROOPS_ENSLAVED	rom_cherusci	rom_nervii	10
BATTLE_ATTACK	rom_cherusci	rom_suebi	1
TRESSPASSING	rom_cherusci	rom_suebi	2
TRESSPASSING	rom_cherusci	rom_suebi	6
TROOPS_ENSLAVED	rom_cherusci	rom_suebi	5
NON_AGGRESSION_PACT	rom_cimbri	rom_frisii	100
NON_AGGRESSION_PACT_BROKEN	rom_cimbri	rom_frisii	15
TRESSPASSING	rom_cimbri	rom_frisii	10
TRESSPASSING	rom_cimbri	rom_frisii	15
TRESSPASSING	rom_cimbri	rom_frisii	5
BATTLE_ATTACK	rom_cimbri	rom_rugii	2
BATTLE_ATTACK	rom_cimbri	rom_rugii	3
BATTLE_ATTACK	rom_cimbri	rom_rugii	5
TROOPS_ENSLAVED	rom_cimbri	rom_rugii	5
NON_AGGRESSION_PACT	rom_cimmeria	rom_pontus	100
NON_AGGRESSION_PACT_BROKEN	rom_cimmeria	rom_pontus	10
TRADE_AGREEMENT	rom_cimmeria	rom_pontus	100
TRADE_AGREEMENT_BROKEN	rom_cimmeria	rom_pontus	5
TRESSPASSING	rom_cimmeria	rom_pontus	15
STATE_GIFT_SMALL	rom_cimmeria	rom_scythia	4
HOSTILE_AGENT_ACTION	rom_cimmeria	rom_siraces	6
TRADE_AGREEMENT	rom_cimmeria	rom_siraces	60
TRADE_AGREEMENT_BROKEN	rom_cimmeria	rom_siraces	14
TRESSPASSING	rom_colchis	rom_armenia	5
TRESSPASSING	rom_colchis	rom_pontus	10
TRESSPASSING	rom_colchis	rom_pontus	15
BATTLE_ATTACK	rom_colchis	rom_trapezos	5
TRESSPASSING	rom_colchis	rom_trapezos	10
TRESSPASSING	rom_colchis	rom_trapezos	15
STATE_GIFT_MEDIUM	rom_cyrenaica	rom_nasamones	4
BATTLE_ATTACK	rom_cyrenaica	rom_ptolemaics	5
TRESSPASSING	rom_cyrenaica	rom_ptolemaics	10
TRESSPASSING	rom_cyrenaica	rom_ptolemaics	5
TRESSPASSING	rom_dahae	rom_baktria	10
TRESSPASSING	rom_dahae	rom_baktria	15
BATTLE_ATTACK	rom_dahae	rom_khorasmii	5
NON_AGGRESSION_PACT	rom_dahae	rom_khorasmii	100
NON_AGGRESSION_PACT_BROKEN	rom_dahae	rom_khorasmii	5
TRESSPASSING	rom_dahae	rom_khorasmii	15
HOSTILE_AGENT_ACTION	rom_daorsi	rom_delmatae	5
TRESSPASSING	rom_daorsi	rom_delmatae	10
BATTLE_ATTACK	rom_delmatae	rom_ardiaei	10
BATTLE_ATTACK	rom_delmatae	rom_ardiaei	5
TRESSPASSING	rom_delmatae	rom_ardiaei	25
TRESSPASSING	rom_delmatae	rom_ardiaei	5
TRESSPASSING	rom_delmatae	rom_daorsi	5
BATTLE_ATTACK	rom_demetae	rom_caledones	10
BATTLE_ATTACK	rom_demetae	rom_caledones	5
STATE_GIFT_MEDIUM	rom_demetae	rom_ebdani	3
STATE_GIFT_LARGE	rom_drangiana	rom_sagartia	6
STATE_GIFT_MEDIUM	rom_dumnonii	rom_iceni	10
STATE_GIFT_MEDIUM	rom_dumnonii	rom_iceni	15
STATE_GIFT_MEDIUM	rom_dumnonii	rom_iceni	5
BATTLE_ATTACK	rom_dumnonii	rom_namnetes	4
TRESSPASSING	rom_dumnonii	rom_namnetes	3
BATTLE_ATTACK	rom_ebdani	rom_caledones	10
BATTLE_ATTACK	rom_ebdani	rom_caledones	5
TROOPS_ENSLAVED	rom_ebdani	rom_caledones	10
TROOPS_ENSLAVED	rom_ebdani	rom_caledones	5
STATE_GIFT_MEDIUM	rom_ebdani	rom_demetae	7
BATTLE_ATTACK	rom_edetani	rom_cessetani	2
NON_AGGRESSION_PACT	rom_edetani	rom_cessetani	100
NON_AGGRESSION_PACT_BROKEN	rom_edetani	rom_cessetani	2
TRESSPASSING	rom_edetani	rom_cessetani	4
TRESSPASSING	rom_edetani	rom_cessetani	5
TROOPS_ENSLAVED	rom_edetani	rom_cessetani	5
BATTLE_ATTACK	rom_epirus	rom_athens	10
BATTLE_ATTACK	rom_epirus	rom_athens	5
CITY_BESIEGED	rom_epirus	rom_athens	5
TROOPS_ENSLAVED	rom_epirus	rom_athens	10
BATTLE_ATTACK	rom_epirus	rom_carthage	10
BATTLE_ATTACK	rom_epirus	rom_carthage	20
BATTLE_ATTACK	rom_epirus	rom_macedon	10
BATTLE_ATTACK	rom_epirus	rom_macedon	5
STATE_GIFT_LARGE	rom_epirus	rom_macedon	5
BATTLE_ATTACK	rom_epirus	rom_rome	3
BATTLE_ATTACK	rom_epirus	rom_rome	5
TRESSPASSING	rom_epirus	rom_rome	4
TRESSPASSING	rom_epirus	rom_rome	5
TRESSPASSING	rom_epirus	rom_rome	6
BATTLE_ATTACK	rom_epirus	rom_sparta	10
BATTLE_ATTACK	rom_epirus	rom_sparta	5
TROOPS_ENSLAVED	rom_epirus	rom_sparta	10
NON_AGGRESSION_PACT	rom_epirus	rom_syracuse	100
NON_AGGRESSION_PACT_BROKEN	rom_epirus	rom_syracuse	10
TRESSPASSING	rom_epirus	rom_syracuse	20
STATE_GIFT_MEDIUM	rom_etruscan	rom_carthage	2
TRADE_AGREEMENT	rom_etruscan	rom_delmatae	100
TRADE_AGREEMENT_BROKEN	rom_etruscan	rom_delmatae	10
TRESSPASSING	rom_etruscan	rom_delmatae	10
TRESSPASSING	rom_etruscan	rom_delmatae	15
TRESSPASSING	rom_etruscan	rom_delmatae	5
TRESSPASSING	rom_etruscan	rom_rome	1
TRESSPASSING	rom_etruscan	rom_rome	8
STATE_GIFT_MEDIUM	rom_etruscan	rom_veneti	4
STATE_GIFT_SMALL	rom_etruscan	rom_veneti	1
BATTLE_ATTACK	rom_frisii	rom_cherusci	5
TRESSPASSING	rom_frisii	rom_cherusci	10
TRESSPASSING	rom_frisii	rom_cherusci	15
BATTLE_ATTACK	rom_frisii	rom_cimbri	10
BATTLE_ATTACK	rom_frisii	rom_cimbri	5
BATTLE_ATTACK	rom_frisii	rom_nervii	15
CITY_BESIEGED	rom_frisii	rom_nervii	10
TROOPS_ENSLAVED	rom_frisii	rom_nervii	15
BATTLE_ATTACK	rom_frisii	rom_rugii	10
TROOPS_ENSLAVED	rom_frisii	rom_rugii	10
HOSTILE_AGENT_ACTION	rom_gaetuli	rom_nova_carthago	1
HOSTILE_AGENT_ACTION	rom_gaetuli	rom_nova_carthago	3
BATTLE_ATTACK	rom_galatia	rom_bithynia	10
TRESSPASSING	rom_galatia	rom_bithynia	10
TRESSPASSING	rom_galatia	rom_bithynia	15
TRESSPASSING	rom_galatia	rom_bithynia	5
BATTLE_ATTACK	rom_galatia	rom_cappadocia	6
BATTLE_ATTACK	rom_galatia	rom_cappadocia	8
HOSTILE_AGENT_ACTION	rom_galatia	rom_cappadocia	2
TRESSPASSING	rom_galatia	rom_cappadocia	3
BATTLE_ATTACK	rom_galatia	rom_pontus	10
HOSTILE_AGENT_ACTION	rom_galatia	rom_pontus	5
TRESSPASSING	rom_galatia	rom_pontus	15
HOSTILE_AGENT_ACTION	rom_galatia	rom_sardes	15
TRESSPASSING	rom_galatia	rom_sardes	10
TRESSPASSING	rom_galatia	rom_sardes	15
TRESSPASSING	rom_galatia	rom_sardes	5
STATE_GIFT_MEDIUM	rom_galatia	rom_tylis	10
STATE_GIFT_MEDIUM	rom_galatia	rom_tylis	15
STATE_GIFT_MEDIUM	rom_galatia	rom_tylis	5
TRESSPASSING	rom_garamantia	rom_carthage	1
TRESSPASSING	rom_garamantia	rom_carthage	5
BATTLE_ATTACK	rom_gerrhaea	rom_nabatea	5
TRESSPASSING	rom_gerrhaea	rom_nabatea	10
TRESSPASSING	rom_gerrhaea	rom_nabatea	15
TRESSPASSING	rom_gerrhaea	rom_nabatea	5
STATE_GIFT_MEDIUM	rom_gerrhaea	rom_qidri	3
NON_AGGRESSION_PACT	rom_gerrhaea	rom_saba	100
NON_AGGRESSION_PACT_BROKEN	rom_gerrhaea	rom_saba	10
STATE_GIFT_MEDIUM	rom_getae	rom_biephi	10
STATE_GIFT_MEDIUM	rom_getae	rom_biephi	5
HOSTILE_AGENT_ACTION	rom_getae	rom_catiaroi	25
TRESSPASSING	rom_getae	rom_catiaroi	8
HOSTILE_AGENT_ACTION	rom_getae	rom_scordisci	11
TRADE_AGREEMENT	rom_getae	rom_scordisci	30
TRADE_AGREEMENT_DISSOLVED	rom_getae	rom_scordisci	12
TRESSPASSING	rom_getae	rom_scordisci	22
TRESSPASSING	rom_getae	rom_scordisci	4
TRESSPASSING	rom_getae	rom_scordisci	7
HOSTILE_AGENT_ACTION	rom_getae	rom_scythia	18
BATTLE_ATTACK	rom_gutones	rom_aestii	5
TRESSPASSING	rom_gutones	rom_aestii	1
TRESSPASSING	rom_gutones	rom_aestii	3
TRESSPASSING	rom_gutones	rom_aestii	5
TROOPS_ENSLAVED	rom_gutones	rom_aestii	5
BATTLE_ATTACK	rom_gutones	rom_suebi	2
