key	category	model	audio_material	hit_points	gun_type	onscreen_name	ignition_threshold	radar_icon	visible_in_public_ted	fortwall_penetration_chance	collision_3d	destruct_thresholds	joiner	auxiliary	burn_rate
egyptian_city_building_add_1	generic	egyptian_city_building_add_1	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_city_building_add_2	generic	egyptian_city_building_add_2	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_column_1	generic	egyptian_column_1	stone	100		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_court_corner	generic	egyptian_court_corner	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_court_door	generic	egyptian_court_door	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_court_wall	generic	egyptian_court_wall	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_fort_angled_joiner	fort_wall	egyptian_fort_angled_joiner	stone	2000		fort_wall	100		false	0	true		true	false	1.0000
egyptian_fort_bridgingcolumn_left	fort_wall	egyptian_fort_bridgingcolumn_left	stone	2000		fort_wall	100		false	0	true		false	true	1.0000
egyptian_fort_bridgingcolumn_right	fort_wall	egyptian_fort_bridgingcolumn_right	stone	2000		fort_wall	100		false	0	true		false	true	1.0000
egyptian_fort_external_angled_to_grid_joiner	fort_wall	egyptian_fort_external_angled_to_grid_joiner	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
egyptian_fort_external_corner	fort_wall	egyptian_fort_external_corner	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
egyptian_fort_external_grid_to_angled_joiner	fort_wall	egyptian_fort_external_grid_to_angled_joiner	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
egyptian_fort_gateway_e	gate	egyptian_fort_gateway_e	stone	2800		gate	3000		false	0	true		false	false	4.0000
egyptian_fort_internal_angled_to_grid_joiner	fort_wall	egyptian_fort_internal_angled_to_grid_joiner	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
egyptian_fort_internal_corner	fort_wall	egyptian_fort_internal_corner	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
egyptian_fort_internal_grid_to_angled_joiner	fort_wall	egyptian_fort_internal_grid_to_angled_joiner	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
egyptian_fort_straight	fort_wall	egyptian_fort_straight	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
egyptian_fort_straight_stepped_down_10m_square_bastion_a	unbreachable_fort_wall	egyptian_fort_straight_stepped_down_10m_square_bastion_a	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
egyptian_fort_straight_stepped_up_10m_square_bastion_a	unbreachable_fort_wall	egyptian_fort_straight_stepped_up_10m_square_bastion_a	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
egyptian_fort_straight_with_doors_a	fort_wall	egyptian_fort_straight_with_doors_a	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
egyptian_fort_straight_with_solid_squared_bastion	unbreachable_fort_wall	egyptian_fort_straight_with_solid_squared_bastion	stone	2500		fort_wall	100		false	0	true		false	false	1.0000
egyptian_fort_tower_b_corner_with_extension	fort_tower	egyptian_fort_tower_b_corner_with_extension	stone	2200	tower_watchtower	fort_tower	100		false	0	true	0.7	false	false	1.0000
egyptian_fort_tower_c_straight_with_extension	fort_tower	egyptian_fort_tower_c_straight_with_extension	stone	2200	tower_watchtower	fort_tower	100		false	0	true	0.7	false	false	1.0000
egyptian_fort_tower_end_left	fort_tower	egyptian_fort_tower_end_left	stone	2200	tower_watchtower	fort_tower	100		false	0	true	0.7	false	false	1.0000
egyptian_fort_tower_end_right	fort_tower	egyptian_fort_tower_end_right	stone	2200	tower_watchtower	fort_tower	100		false	0	true	0.7	false	false	1.0000
egyptian_ground	ground_platform	egyptian_ground	stone	200		building	100		false	0	true		false	false	1.0000
egyptian_highfence	generic	egyptian_highfence	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_highfence_pillar	generic	egyptian_highfence_pillar	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_lowfence	incidental	egyptian_lowfence	stone	10		building	100		false	0	true		false	false	1.0000
egyptian_lowfence_pillar	incidental	egyptian_lowfence_pillar	stone	10		building	100		false	0	true		false	false	1.0000
egyptian_slum_1	generic	egyptian_slum_1	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_slum_2	generic	egyptian_slum_2	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_slum_3	generic	egyptian_slum_3	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_statue_horus	generic	egyptian_statue_horus	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_statue_sphinx	generic	egyptian_statue_sphinx	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_steps_sidewall	generic	egyptian_steps_sidewall	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_temple_corner	generic	egyptian_temple_corner	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_temple_corner_internal	generic	egyptian_temple_corner_internal	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_temple_court_building	generic	egyptian_temple_court_building	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_temple_end	generic	egyptian_temple_end	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_temple_end_left	generic	egyptian_temple_end_left	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_temple_lg_col_external	generic	egyptian_temple_lg_col_external	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_temple_lg_col_internal	generic	egyptian_temple_lg_col_internal	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_temple_lg_col_straight	generic	egyptian_temple_lg_col_straight	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_temple_longbuilding	generic	egyptian_temple_longbuilding	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_temple_pylons	generic	egyptian_temple_pylons	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_temple_small_building_a	generic	egyptian_temple_small_building_a	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_temple_steps_a	generic	egyptian_temple_steps_a	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_temple_straight	generic	egyptian_temple_straight	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_temple_straight_short	generic	egyptian_temple_straight_short	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_townhouse_1	generic	egyptian_townhouse_1	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_townhouse_2	generic	egyptian_townhouse_2	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_townhouse_3	generic	egyptian_townhouse_3	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_townhouse_4	generic	egyptian_townhouse_4	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_townhouse_add_1	generic	egyptian_townhouse_add_1	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
egyptian_townhouse_add_2	generic	egyptian_townhouse_add_2	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
elephant_african_gold	incidental	elephant_african_gold	stone	15			100		false	0	true		false	false	1.0000
elephant_african_gold_large_plinth	incidental	elephant_african_gold_large_plinth	stone	15			100		false	0	true		false	false	1.0000
etruscan_fort_straight	fort_wall	etruscan_fort_straight	stone	500		fort_wall	100		false	0	true		false	false	1.0000
fallen_tree_01	generic	fallen_tree_01	wood	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
fallen_tree_02	generic	fallen_tree_02	wood	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
fallen_tree_03	generic	fallen_tree_03	wood	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
fountain_wall	generic	fountain_wall	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
front_end_table	generic	front_end_table	stone	500			500	placeholder.tga	false	0	true		false	false	1.0000
garden_big_1	incidental	garden_big_1	stone	10		building	100		false	0	true		false	false	1.0000
garden_medium_1	incidental	garden_medium_1	stone	10		building	100		false	0	true		false	false	1.0000
garden_medium_2	incidental	garden_medium_2	stone	10		building	100		false	0	true		false	false	1.0000
garden_pool_1	incidental	garden_pool_1	stone	10		building	100		false	0	true		false	false	1.0000
garden_pot_1	incidental	garden_pot_1	stone	10		building	100		false	0	true		false	false	1.0000
garden_small_1	incidental	garden_small_1	stone	10		building	100		false	0	true		false	false	1.0000
garden_small_2	incidental	garden_small_2	stone	10		building	100		false	0	true		false	false	1.0000
gaul_rock_01	generic	gaul_rock_01	stone	500			100		false	0	true		false	false	1.0000
gaul_rock_02	generic	gaul_rock_02	stone	500			100		false	0	true		false	false	1.0000
gaul_rock_03	generic	gaul_rock_03	stone	500			100		false	0	true		false	false	1.0000
gaul_rock_04	generic	gaul_rock_04	stone	500			100		false	0	true		false	false	1.0000
gaul_rock_05	generic	gaul_rock_05	stone	500			100		false	0	true		false	false	1.0000
gaul_rock_06	generic	gaul_rock_06	stone	500			100		false	0	true		false	false	1.0000
gaul_rock_07	generic	gaul_rock_07	stone	500			100		false	0	true		false	false	1.0000
giant_ballista	incidental	giant_ballista	wood	10		building	100		false	0	true		false	false	1.0000
gr_prop_obelisk	generic	gr_prop_obelisk	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
gr_prop_statue_hera	generic	gr_prop_statue_hera	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
gr_prop_statue_hera_broken	generic	gr_prop_statue_hera_broken	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
gr_prop_statue_poseidon	generic	gr_prop_statue_poseidon	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_acropolis_wall	generic	greek_acropolis_wall	stone	500			100		false	0	true		false	false	1.0000
greek_agora_2storey_building01	generic	greek_agora_2storey_building01	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_agora_2storey_building01_pitched	generic	greek_agora_2storey_building01_pitched	stone	500			100		false	0	true		false	false	1.0000
greek_agora_2storey_building02	generic	greek_agora_2storey_building02	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_agora_2storey_building02_pitched	generic	greek_agora_2storey_building02_pitched	stone	500			100		false	0	true		false	false	1.0000
greek_agora_2storey_building03	generic	greek_agora_2storey_building03	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_agora_2storey_building03_pitched	generic	greek_agora_2storey_building03_pitched	stone	500			100		false	0	true		false	false	1.0000
greek_agora_2storey_pitched_roof	generic	greek_agora_2storey_pitched_roof	stone	500			100		false	0	true		false	false	1.0000
greek_agora_main_hall	generic	greek_agora_main_hall	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_agora_main_hall_big	generic	greek_agora_main_hall_big	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_agora_main_segment	generic	greek_agora_main_segment	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_agora_main_segment_end_detailed	generic	greek_agora_main_segment_end_detailed	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_agora_main_segment_end_detailed_flipped	generic	greek_agora_main_segment_end_detailed_flipped	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_agora_small_building01	generic	greek_agora_small_building01	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_apartment_balcony03	generic	greek_apartment_balcony03	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_apartment_building01	generic	greek_apartment_building01	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_apartment_building01_pitched	generic	greek_apartment_building01_pitched	stone	500			100		false	0	true		false	false	1.0000
greek_apartment_building01b	generic	greek_apartment_building01b	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_apartment_building02	generic	greek_apartment_building02	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_apartment_building02-2	generic	greek_apartment_building02-2	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_apartment_building02-2_pitched	generic	greek_apartment_building02-2_pitched	stone	500			100		false	0	true		false	false	1.0000
greek_apartment_building02_pitched	generic	greek_apartment_building02_pitched	stone	500			100		false	0	true		false	false	1.0000
greek_apartment_building03	generic	greek_apartment_building03	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_apartment_building03_pitched	generic	greek_apartment_building03_pitched	stone	500			100		false	0	true		false	false	1.0000
greek_bouleuterion	generic	greek_bouleuterion	stone	500			100		false	0	true		false	false	1.0000
greek_carthage_cothon_ring	generic	greek_carthage_cothon_ring	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_civic_wall_4m	generic	greek_civic_wall_4m	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_civic_wall_8m	generic	greek_civic_wall_8m	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_civic_wall_arched_door	generic	greek_civic_wall_arched_door	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_civic_wall_corner	generic	greek_civic_wall_corner	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_civic_wall_end	generic	greek_civic_wall_end	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_colonnade_corner	generic	greek_colonnade_corner	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_colonnade_pitched_roof_corner	generic	greek_colonnade_pitched_roof_corner	stone	500			100		false	0	true		false	false	1.0000
greek_colonnade_pitched_roof_straight	generic	greek_colonnade_pitched_roof_straight	stone	500			100		false	0	true		false	false	1.0000
greek_colonnade_straight	generic	greek_colonnade_straight	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_domestic_occupiable_1	generic	greek_domestic_occupiable_1	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_extras_porch01	generic	greek_extras_porch01	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_extras_tower01	generic	greek_extras_tower01	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_extras_tower02	generic	greek_extras_tower02	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_extras_tower03	generic	greek_extras_tower03	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_extras_towertop	generic	greek_extras_towertop	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_flat_roof_1_storey_a	generic	greek_flat_roof_1_storey_a	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_flat_roof_1_storey_b	generic	greek_flat_roof_1_storey_b	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_flat_roof_2_storey_a	generic	greek_flat_roof_2_storey_a	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_flat_roof_2_storey_b	generic	greek_flat_roof_2_storey_b	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_flat_roof_2_storey_d	generic	greek_flat_roof_2_storey_d	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_flat_roof_3_storey	generic	greek_flat_roof_3_storey	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_flat_roof_porch	generic	greek_flat_roof_porch	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_fort_angled_joiner	fort_wall	greek_fort_angled_joiner	stone	2000		fort_wall	100		false	0	true	0.7	true	false	1.0000
greek_fort_bridgingcolumn_left	fort_wall	greek_fort_bridgingcolumn_left	stone	2000		fort_wall	100		false	0	true	0.7	false	true	1.0000
greek_fort_bridgingcolumn_right	fort_wall	greek_fort_bridgingcolumn_right	stone	2000		fort_wall	100		false	0	true	0.7	false	true	1.0000
greek_fort_external_angled_to_grid_joiner	fort_wall	greek_fort_external_angled_to_grid_joiner	stone	2000		fort_wall	100		false	0	true	0.7	false	false	1.0000
greek_fort_external_corner	fort_wall	greek_fort_external_corner	stone	2000		fort_wall	100		false	0	true	0.7	false	false	1.0000
greek_fort_external_grid_to_angled_joiner	fort_wall	greek_fort_external_grid_to_angled_joiner	stone	2000		fort_wall	100		false	0	true	0.7	false	false	1.0000
greek_fort_gateway_e	gate	greek_fort_gateway_e	stone	2800		gate	3000		false	0	true	0.7	false	false	4.0000
greek_fort_internal_angled_to_grid_joiner	fort_wall	greek_fort_internal_angled_to_grid_joiner	stone	2000		fort_wall	100		false	0	true	0.7	false	false	1.0000
greek_fort_internal_corner	fort_wall	greek_fort_internal_corner	stone	2000		fort_wall	100		false	0	true	0.7	false	false	1.0000
greek_fort_internal_grid_to_angled_joiner	fort_wall	greek_fort_internal_grid_to_angled_joiner	stone	2000		fort_wall	100		false	0	true	0.7	false	false	1.0000
greek_fort_straight	fort_wall	greek_fort_straight	stone	2000		fort_wall	100		false	0	true	0.7	false	false	1.0000
greek_fort_straight_stepped_down_10m_square_bastion_a	unbreachable_fort_wall	greek_fort_straight_stepped_down_10m_square_bastion_a	stone	2000		fort_wall	100		false	0	true	0.7	false	false	1.0000
greek_fort_straight_stepped_up_10m_square_bastion_a	unbreachable_fort_wall	greek_fort_straight_stepped_up_10m_square_bastion_a	stone	2000		fort_wall	100		false	0	true	0.7	false	false	1.0000
greek_fort_straight_with_doors_a	fort_wall	greek_fort_straight_with_doors_a	stone	2000		fort_wall	100		false	0	true	0.7	false	false	1.0000
greek_fort_straight_with_solid_squared_bastion	unbreachable_fort_wall	greek_fort_straight_with_solid_squared_bastion	stone	2500		fort_wall	100		false	0	true	0.7	false	false	1.0000
greek_fort_tower_b_corner_with_extension	fort_tower	greek_fort_tower_b_corner_with_extension	stone	2200	tower_watchtower	fort_tower	100		false	0	true	0.7	false	false	1.0000
greek_fort_tower_c_crenelation_high_poly	generic	greek_fort_tower_c_crenelation_high_poly	stone	200		building	500	placeholder.tga	false	0	true	0.7	false	false	1.0000
greek_fort_tower_c_straight_with_extension	fort_tower	greek_fort_tower_c_straight_with_extension	stone	2200	tower_watchtower	fort_tower	100		false	0	true	0.7	false	false	1.0000
greek_fort_tower_end_left	fort_tower	greek_fort_tower_end_left	stone	2200	tower_watchtower	fort_tower	100		false	0	true	0.7	false	false	1.0000
greek_fort_tower_end_right	fort_tower	greek_fort_tower_end_right	stone	2200	tower_watchtower	fort_tower	100		false	0	true	0.7	false	false	1.0000
greek_freestanding_canopy_a	incidental	greek_freestanding_canopy_a	stone	10		building	100		false	0	true		false	false	1.0000
greek_freestanding_canopy_b	incidental	greek_freestanding_canopy_b	stone	10		building	100		false	0	true		false	false	1.0000
greek_healing_centre	generic	greek_healing_centre	stone	500			100		false	0	true		false	false	1.0000
greek_large_statue_broken	generic	greek_large_statue_broken	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_large_statue_broken_empty	generic	greek_large_statue_broken_empty	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_lowfence	incidental	greek_lowfence	stone	10		building	100		false	0	true		false	false	1.0000
greek_lowfence_pillar	incidental	greek_lowfence_pillar	stone	10		building	100		false	0	true		false	false	1.0000
greek_marchingcamp_equipment01	incidental	greek_marchingcamp_equipment01	stone	10		building	100		false	0	true		false	false	1.0000
greek_marchingcamp_table	incidental	greek_marchingcamp_table	stone	10		building	100		false	0	true		false	false	1.0000
greek_outbuilding_a	generic	greek_outbuilding_a	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_pavement_high_centre	ground_platform	greek_pavement_high_centre	stone	100		building	100		false	0	true		false	false	1.0000
greek_pavement_high_corner	ground_platform	greek_pavement_high_corner	stone	100		building	100		false	0	true		false	false	1.0000
greek_pavement_high_straight	ground_platform	greek_pavement_high_straight	stone	100		building	100		false	0	true		false	false	1.0000
greek_pergola	generic	greek_pergola	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_pillar_wall_8m	generic	greek_pillar_wall_8m	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_pillar_wall_corner	generic	greek_pillar_wall_corner	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_pillar_wall_end	generic	greek_pillar_wall_end	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_plain_wall	generic	greek_plain_wall	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_rom_agora_main_segment	generic	greek_rom_agora_main_segment	stone	500			100		false	0	true		false	false	1.0000
greek_rom_agora_main_segment_end_detailed	generic	greek_rom_agora_main_segment_end_detailed	stone	500			100		false	0	true		false	false	1.0000
greek_rom_agora_main_segment_end_detailed_flipped	generic	greek_rom_agora_main_segment_end_detailed_flipped	stone	500			100		false	0	true		false	false	1.0000
greek_ruined_wall_block	generic	greek_ruined_wall_block	stone	500			100		false	0	true		false	false	1.0000
greek_ruined_wall_corner	generic	greek_ruined_wall_corner	stone	500			100		false	0	true		false	false	1.0000
greek_single_arch	generic	greek_single_arch	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_small_domestic_1	generic	greek_small_domestic_1	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_small_domestic_2	generic	greek_small_domestic_2	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_small_domestic_3	generic	greek_small_domestic_3	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_small_domestic_4	generic	greek_small_domestic_4	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_small_domestic_5	generic	greek_small_domestic_5	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_small_domestic_6	generic	greek_small_domestic_6	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_small_domestic_7	generic	greek_small_domestic_7	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_small_domestic_8	generic	greek_small_domestic_8	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_small_domestic_9	generic	greek_small_domestic_9	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_statue_augustus	generic	greek_statue_augustus	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_statue_augustus_large	generic	greek_statue_augustus_large	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_statue_broken	generic	greek_statue_broken	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_statue_broken_empty	generic	greek_statue_broken_empty	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_statue_hera	generic	greek_statue_hera	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_statue_hera_large	generic	greek_statue_hera_large	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_statue_hera_medium	generic	greek_statue_hera_medium	stone	500			500	placeholder.tga	false	0	true		false	false	1.0000
greek_statue_poseidon	generic	greek_statue_poseidon	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_statue_poseidon_half02	generic	greek_statue_poseidon_half02	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_statue_poseidon_large	generic	greek_statue_poseidon_large	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_stoa_corner	generic	greek_stoa_corner	stone	500			100		false	0	true		false	false	1.0000
greek_stoa_straight	generic	greek_stoa_straight	stone	500			100		false	0	true		false	false	1.0000
greek_stone_steps_a	generic	greek_stone_steps_a	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_temple_1_prostyle	generic	greek_temple_1_prostyle	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_temple_1_prostyle_ruined	generic	greek_temple_1_prostyle_ruined	stone	500			100		false	0	true		false	false	1.0000
greek_temple_2_amphiprostyle	generic	greek_temple_2_amphiprostyle	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_temple_3_tholos	generic	greek_temple_3_tholos	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_temple_3_tholos_ruined	generic	greek_temple_3_tholos_ruined	stone	500			100		false	0	true		false	false	1.0000
greek_temple_4_pseudoperipteral	generic	greek_temple_4_pseudoperipteral	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_temple_5_peripteral	generic	greek_temple_5_peripteral	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_temple_6_dipteral	generic	greek_temple_6_dipteral	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_temple_7_podium	generic	greek_temple_7_podium	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_temple_columns_corner	generic	greek_temple_columns_corner	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_temple_columns_line	generic	greek_temple_columns_line	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_temple_columns_single	generic	greek_temple_columns_single	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_temple_floor_border_1	ground_platform	greek_temple_floor_border_1	stone	500		building	100		false	0	true		false	false	1.0000
greek_temple_floor_corner_1	ground_platform	greek_temple_floor_corner_1	stone	500		building	100		false	0	true		false	false	1.0000
greek_temple_floor_corner_2	ground_platform	greek_temple_floor_corner_2	stone	500		building	100		false	0	true		false	false	1.0000
greek_temple_floor_corner_3	ground_platform	greek_temple_floor_corner_3	stone	500		building	100		false	0	true		false	false	1.0000
greek_temple_floor_e3	ground_platform	greek_temple_floor_e3	stone	500		building	100		false	0	true		false	false	1.0000
greek_temple_floor_ext_1	ground_platform	greek_temple_floor_ext_1	stone	500		building	100		false	0	true		false	false	1.0000
greek_temple_floor_ext_2	ground_platform	greek_temple_floor_ext_2	stone	500		building	100		false	0	true		false	false	1.0000
greek_temple_floor_offset_r	ground_platform	greek_temple_floor_offset_r	stone	500		building	100		false	0	true		false	false	1.0000
greek_temple_floor_plaza_1	ground_platform	greek_temple_floor_plaza_1	stone	500		building	100		false	0	true		false	false	1.0000
greek_temple_floor_stairs_1	ground_platform	greek_temple_floor_stairs_1	stone	500		building	100		false	0	true		false	false	1.0000
greek_temple_floor_stairs_2	ground_platform	greek_temple_floor_stairs_2	stone	500		building	100		false	0	true		false	false	1.0000
greek_temple_floor_stairs_3	ground_platform	greek_temple_floor_stairs_3	stone	500		building	100		false	0	true		false	false	1.0000
greek_temple_floor_stairs_4	ground_platform	greek_temple_floor_stairs_4	stone	500		building	100		false	0	true		false	false	1.0000
greek_temple_heroon	generic	greek_temple_heroon	stone	500			100		false	0	true		false	false	1.0000
greek_theatre	generic	greek_theatre	stone	500			100		false	0	true		false	false	1.0000
greek_theatre_for_hillside	generic	greek_theatre_for_hillside	stone	500			100		false	0	true		false	false	1.0000
greek_torch_sconce	incidental	greek_torch_sconce	stone	10		building	100		false	0	true		false	false	1.0000
greek_villa_angled	generic	greek_villa_angled	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_villa_angled02	generic	greek_villa_angled02	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_villa_atrium	generic	greek_villa_atrium	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_villa_colonade	generic	greek_villa_colonade	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_villa_house01	generic	greek_villa_house01	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_villa_house02	generic	greek_villa_house02	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
greek_villa_stables	generic	greek_villa_stables	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
