art_set_id	level	age	season	portrait	uniform	card	info	sea_uniform	navy_uniform	land_animation	sea_animation	navy_animation
3c_Sax_General_11	0	0	none	UI\Portraits\portrait_PH.png	3c_Sax_General_11	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Sax_General_12	0	0	none	UI\Portraits\portrait_PH.png	3c_Sax_General_12	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Sax_General_13	0	0	none	UI\Portraits\portrait_PH.png	3c_Sax_General_13	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Sax_General_14	0	0	none	UI\Portraits\portrait_PH.png	3c_Sax_General_14	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Sax_General_15	0	0	none	UI\Portraits\portrait_PH.png	3c_Sax_General_15	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Sax_General_16	0	0	none	UI\Portraits\portrait_PH.png	3c_Sax_General_16	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Sax_General_17	0	0	none	UI\Portraits\portrait_PH.png	3c_Sax_General_17	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Sax_General_18	0	0	none	UI\Portraits\portrait_PH.png	3c_Sax_General_18	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Sax_General_19	0	0	none	UI\Portraits\portrait_PH.png	3c_Sax_General_19	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Sax_General_20	0	0	none	UI\Portraits\portrait_PH.png	3c_Sax_General_20	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Vaballathus	0	16	none	UI\Portraits\portrait_PH.png	3c_Vaballathus	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_agent_barbarian_champion_01	0	0	none	german_champion_female	agent_champion_female_german	3c_barbarian_champion	german_champion_female	campaign_ship_barb_agent		champion_female	ship_agent	
3c_agent_barbarian_champion_02	0	0	none	german_champion_female	agent_champion_female_briton	3c_barbarian_champion	german_champion_female	campaign_ship_barb_agent		champion_female	ship_agent	
3c_agent_barbarian_champion_03	0	0	none	german_champion_female	agent_champion_female_gaul	3c_barbarian_champion	german_champion_female	campaign_ship_barb_agent		champion_female	ship_agent	
3c_agent_barbarian_champion_eastern_01	0	0	none	parthian_champion_male	agent_champion_male_parthian_05	3c_steppe_champion	parthian_champion_male	campaign_ship_barb_agent		champion_eastern_male	ship_agent	
3c_agent_barbarian_champion_eastern_02	0	0	none	parthian_champion_male	agent_champion_male_parthian_04	3c_steppe_champion	parthian_champion_male	campaign_ship_barb_agent		champion_eastern_male	ship_agent	
3c_agent_barbarian_champion_eastern_03	0	0	none	parthian_champion_male	agent_champion_male_parthian_03	3c_steppe_champion	parthian_champion_male	campaign_ship_barb_agent		champion_eastern_male	ship_agent	
3c_agent_barbarian_champion_eastern_04	0	0	none	parthian_champion_male	agent_champion_male_parthian_01	3c_steppe_champion	parthian_champion_male	campaign_ship_barb_agent		champion_eastern_male	ship_agent	
3c_agent_barbarian_champion_eastern_05	0	0	none	parthian_champion_male	agent_champion_male_parthian_02	3c_steppe_champion	parthian_champion_male	campaign_ship_barb_agent		champion_eastern_male	ship_agent	
3c_agent_barbarian_champion_male_01	0	0	none	german_champion_male	agent_champion_male_german_01	3c_barbarian_champion_male	german_champion_male	campaign_ship_barb_agent		champion_male	ship_agent	
3c_agent_barbarian_champion_male_02	0	0	none	german_champion_male	agent_champion_male_german_02	3c_barbarian_champion_male	german_champion_male	campaign_ship_barb_agent		champion_male	ship_agent	
3c_agent_barbarian_champion_male_03	0	0	none	german_champion_male	agent_champion_male_german_03	3c_barbarian_champion_male	german_champion_male	campaign_ship_barb_agent		champion_male	ship_agent	
3c_agent_barbarian_champion_male_04	0	0	none	german_champion_male	agent_champion_male_german_04	3c_barbarian_champion_male	german_champion_male	campaign_ship_barb_agent		champion_male	ship_agent	
3c_agent_barbarian_champion_male_05	0	0	none	german_champion_male	agent_champion_male_german_05	3c_barbarian_champion_male	german_champion_male	campaign_ship_barb_agent		champion_male	ship_agent	
3c_agent_barbarian_dignitary_01	0	0	none	briton_dignatary_male	agent_dignitary_male_briton_01	3c_barbarian_dignitary	briton_dignatary_male	campaign_ship_barb_agent		dignitary_male	ship_agent	
3c_agent_barbarian_dignitary_02	0	0	none	briton_dignatary_male	agent_dignitary_male_briton_02	3c_barbarian_dignitary	briton_dignatary_male	campaign_ship_barb_agent		dignitary_male	ship_agent	
3c_agent_barbarian_dignitary_03	0	0	none	briton_dignatary_male	agent_dignitary_male_briton_03	3c_barbarian_dignitary	briton_dignatary_male	campaign_ship_barb_agent		dignitary_male	ship_agent	
3c_agent_barbarian_dignitary_04	0	0	none	briton_dignatary_male	agent_dignitary_male_briton_04	3c_barbarian_dignitary	briton_dignatary_male	campaign_ship_barb_agent		dignitary_male	ship_agent	
3c_agent_barbarian_dignitary_05	0	0	none	briton_dignatary_male	agent_dignitary_male_briton_05	3c_barbarian_dignitary	briton_dignatary_male	campaign_ship_barb_agent		dignitary_male	ship_agent	
3c_agent_barbarian_dignitary_eastern_01	0	0	none	eastern_dignitary_male	agent_dignitary_male_eastern_01	3c_steppe_dignitary	eastern_dignitary_male	campaign_ship_barb_agent		dignitary_male	ship_agent	
3c_agent_barbarian_dignitary_eastern_02	0	0	none	eastern_dignitary_male	agent_dignitary_male_eastern_02	3c_steppe_dignitary	eastern_dignitary_male	campaign_ship_barb_agent		dignitary_male	ship_agent	
3c_agent_barbarian_dignitary_eastern_03	0	0	none	eastern_dignitary_male	agent_dignitary_male_eastern_03	3c_steppe_dignitary	eastern_dignitary_male	campaign_ship_barb_agent		dignitary_male	ship_agent	
3c_agent_barbarian_dignitary_eastern_04	0	0	none	eastern_dignitary_male	agent_dignitary_male_eastern_04	3c_steppe_dignitary	eastern_dignitary_male	campaign_ship_barb_agent		dignitary_male	ship_agent	
3c_agent_barbarian_dignitary_eastern_05	0	0	none	eastern_dignitary_male	agent_dignitary_male_eastern_05	3c_steppe_dignitary	eastern_dignitary_male	campaign_ship_barb_agent		dignitary_male	ship_agent	
3c_agent_barbarian_dignitary_female_01	0	0	none	UI\CampaignUI\Agents\germanic_dignitary_female.png	agent_dignitary_female_germanic	3c_barbarian_dignitary_female	germanic_dignitary_female.	campaign_ship_barb_agent		dignitary_female	ship_agent	
3c_agent_barbarian_spy_01	0	0	none	german_spy_male	agent_spy_male_german_05	3c_barbarian_spy	german_spy_male	campaign_ship_barb_agent		spy_male	ship_agent	
3c_agent_barbarian_spy_02	0	0	none	german_spy_male	agent_spy_male_german_04	3c_barbarian_spy	german_spy_male	campaign_ship_barb_agent		spy_male	ship_agent	
3c_agent_barbarian_spy_03	0	0	none	german_spy_male	agent_spy_male_german_03	3c_barbarian_spy	german_spy_male	campaign_ship_barb_agent		spy_male	ship_agent	
3c_agent_barbarian_spy_04	0	0	none	german_spy_male	agent_spy_male_german_01	3c_barbarian_spy	german_spy_male	campaign_ship_barb_agent		spy_male	ship_agent	
3c_agent_barbarian_spy_05	0	0	none	german_spy_male	agent_spy_male_german_02	3c_barbarian_spy	german_spy_male	campaign_ship_barb_agent		spy_male	ship_agent	
3c_agent_barbarian_spy_eastern_01	0	0	none	parthian_spy_male	agent_spy_male_german_05	3c_eastern_spy	parthian_spy_male	campaign_ship_barb_agent		spy_male	ship_agent	
3c_agent_barbarian_spy_eastern_02	0	0	none	parthian_spy_male	agent_spy_male_parthian_04	3c_eastern_spy	parthian_spy_male	campaign_ship_barb_agent		spy_male	ship_agent	
3c_agent_barbarian_spy_eastern_03	0	0	none	parthian_spy_male	agent_spy_male_parthian_03	3c_eastern_spy	parthian_spy_male	campaign_ship_barb_agent		spy_male	ship_agent	
3c_agent_barbarian_spy_eastern_04	0	0	none	parthian_spy_male	agent_spy_male_parthian_02	3c_eastern_spy	parthian_spy_male	campaign_ship_barb_agent		spy_male	ship_agent	
3c_agent_barbarian_spy_eastern_05	0	0	none	parthian_spy_male	agent_spy_male_parthian_01	3c_eastern_spy	parthian_spy_male	campaign_ship_barb_agent		spy_male	ship_agent	
3c_agent_barbarian_spy_eastern_female_01	0	0	none	scythian_spy_female	agent_spy_female_skythian	3c_steppe_spy	scythian_spy_female	campaign_ship_barb_agent		spy_female	ship_agent	
3c_agent_champion_eastern_01	0	0	none	parthian_champion_male	3c_agent_champion_eastern_male_01	3c_eastern_champion	parthian_champion_male	campaign_ship_civ_agent		champion_eastern_male	ship_agent	
3c_agent_eastern_dignitary_01	0	0	none	eastern_dignitary_male	3c_agent_eastern_dignitary_01	3c_eastern_dignitary	eastern_dignitary_male	campaign_ship_civ_agent		dignitary_male	ship_agent	
3c_agent_eastern_spy_01	0	0	none	parthian_spy_male	agent_spy_male_parthian_05	3c_eastern_spy	parthian_spy_male	campaign_ship_civ_agent		spy_male	ship_agent	
3c_agent_eastern_spy_02	0	0	none	parthian_spy_male	agent_spy_male_parthian_04	3c_eastern_spy	parthian_spy_male	campaign_ship_civ_agent		spy_male	ship_agent	
3c_agent_eastern_spy_03	0	0	none	parthian_spy_male	agent_spy_male_parthian_03	3c_eastern_spy	parthian_spy_male	campaign_ship_civ_agent		spy_male	ship_agent	
3c_agent_eastern_spy_04	0	0	none	parthian_spy_male	agent_spy_male_parthian_02	3c_eastern_spy	parthian_spy_male	campaign_ship_civ_agent		spy_male	ship_agent	
3c_agent_eastern_spy_05	0	0	none	parthian_spy_male	agent_spy_male_parthian_01	3c_eastern_spy	parthian_spy_male	campaign_ship_civ_agent		spy_male	ship_agent	
3c_agent_eastern_spy_female_01	0	0	none	scythian_spy_female	agent_spy_female_skythian	3c_steppe_spy	scythian_spy_female	campaign_ship_barb_agent		spy_female	ship_agent	
3c_agent_roman_champion_01	0	0	none	roman_champion_male	3c_agent_champion_male_roman_01	3c_roman_champion	roman_champion_male	campaign_ship_civ_agent		champion_male	ship_agent	
3c_agent_roman_dignitary_01	0	0	none	roman_dignatary_male	agent_dignitary_male_roman_01	3c_roman_dignitary	roman_dignatary_male	campaign_ship_civ_agent		dignitary_roman_male	ship_agent	
3c_agent_roman_dignitary_02	0	0	none	roman_dignatary_male	agent_dignitary_male_roman_02	3c_roman_dignitary	roman_dignatary_male	campaign_ship_civ_agent		dignitary_roman_male	ship_agent	
3c_agent_roman_dignitary_03	0	0	none	roman_dignatary_male	agent_dignitary_male_roman_03	3c_roman_dignitary	roman_dignatary_male	campaign_ship_civ_agent		dignitary_roman_male	ship_agent	
3c_agent_roman_dignitary_04	0	0	none	roman_dignatary_male	agent_dignitary_male_roman_04	3c_roman_dignitary	roman_dignatary_male	campaign_ship_civ_agent		dignitary_roman_male	ship_agent	
3c_agent_roman_dignitary_05	0	0	none	roman_dignatary_male	agent_dignitary_male_roman_05	3c_roman_dignitary	roman_dignatary_male	campaign_ship_civ_agent		dignitary_roman_male	ship_agent	
3c_agent_roman_spy_01	0	0	none	roman_spy_female	agent_spy_female_roman	3c_roman_spy	roman_spy_female	campaign_ship_civ_agent		spy_female	ship_agent	
Ara_General_01	0	0	none	UI\Portraits\portrait_PH.png	Ara_General_01	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Ara_General_02	0	0	none	UI\Portraits\portrait_PH.png	Ara_General_02	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Ara_General_03	0	0	none	UI\Portraits\portrait_PH.png	Ara_General_03	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Ara_General_04	0	0	none	UI\Portraits\portrait_PH.png	Ara_General_04	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Ara_General_05	0	0	none	UI\Portraits\portrait_PH.png	Ara_General_05	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Ara_General_06	0	0	none	UI\Portraits\portrait_PH.png	Ara_General_06	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Ara_General_07	0	0	none	UI\Portraits\portrait_PH.png	Ara_General_07	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Ara_General_08	0	0	none	UI\Portraits\portrait_PH.png	Ara_General_08	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Ara_General_09	0	0	none	UI\Portraits\portrait_PH.png	Ara_General_09	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Ara_General_10	0	0	none	UI\Portraits\portrait_PH.png	Ara_General_10	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Ariovistus_General	0	0	none		Ariovistus			campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Axu_Emp_General_01	0	0	none	UI\Portraits\portrait_PH.png	Afr_General_01	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Axu_Emp_General_02	0	0	none	UI\Portraits\portrait_PH.png	Afr_General_02	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Axu_Emp_General_03	0	0	none	UI\Portraits\portrait_PH.png	Afr_General_03	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Axu_Emp_General_04	0	0	none	UI\Portraits\portrait_PH.png	Afr_General_04	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Axu_Emp_General_05	0	0	none	UI\Portraits\portrait_PH.png	Afr_General_05	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Axu_General_01	0	0	none	UI\Portraits\portrait_PH.png	Afr_General_01	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Axu_General_02	0	0	none	UI\Portraits\portrait_PH.png	Afr_General_02	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Axu_General_03	0	0	none	UI\Portraits\portrait_PH.png	Afr_General_03	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Axu_General_04	0	0	none	UI\Portraits\portrait_PH.png	Afr_General_04	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Axu_General_05	0	0	none	UI\Portraits\portrait_PH.png	Afr_General_05	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Bac_General_01	0	0	none	UI\Portraits\portrait_PH.png	Bac_General_01	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Bac_General_02	0	0	none	UI\Portraits\portrait_PH.png	Bac_General_02	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Bac_General_03	0	0	none	UI\Portraits\portrait_PH.png	Bac_General_03	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Bac_General_04	0	0	none	UI\Portraits\portrait_PH.png	Bac_General_04	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Bac_General_05	0	0	none	UI\Portraits\portrait_PH.png	Bac_General_05	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Bac_General_06	0	0	none	UI\Portraits\portrait_PH.png	Gre_General_10	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Bac_General_07	0	0	none	UI\Portraits\portrait_PH.png	Gre_General_21	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Bac_General_08	0	0	none	UI\Portraits\portrait_PH.png	Gre_General_22	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Ble_Emp_General_01	0	0	none	UI\Portraits\portrait_PH.png	Afr_General_01	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Ble_Emp_General_02	0	0	none	UI\Portraits\portrait_PH.png	Afr_General_02	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Ble_Emp_General_03	0	0	none	UI\Portraits\portrait_PH.png	Afr_General_03	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Ble_Emp_General_04	0	0	none	UI\Portraits\portrait_PH.png	Afr_General_04	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Ble_Emp_General_05	0	0	none	UI\Portraits\portrait_PH.png	Afr_General_05	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Ble_General_01	0	0	none	UI\Portraits\portrait_PH.png	Afr_General_01	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Ble_General_02	0	0	none	UI\Portraits\portrait_PH.png	Afr_General_02	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Ble_General_03	0	0	none	UI\Portraits\portrait_PH.png	Afr_General_03	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Ble_General_04	0	0	none	UI\Portraits\portrait_PH.png	Afr_General_04	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Ble_General_05	0	0	none	UI\Portraits\portrait_PH.png	Afr_General_05	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Boduognatus_General	0	0	none	UI\Portraits\portrait_PH.png	Boduognatus	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
Bri_General_01	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_01	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_02	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_02	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_03	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_03	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_04	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_04	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_05	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_05	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_06	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_06	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_07	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_07	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_08	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_08	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_09	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_09	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_10	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_10	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_11	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_11	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_12	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_12	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_13	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_13	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_14	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_14	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_15	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_15	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_16	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_16	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_17	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_17	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_18	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_18	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_19	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_19	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_20	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_20	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_21	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_21	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_22	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_22	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_23	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_23	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_24	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_24	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_25	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_25	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_26	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_26	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_27	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_27	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_28	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_28	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_29	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_29	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Bri_General_30	0	0	none	UI\Portraits\portrait_PH.png	Bri_General_30	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_barb_army	campaign_ship_barb_fleet	general	ship_general	ship_navy
Caesar_General	0	0	none	UI\Portraits\portrait_PH.png	Caesar	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
