id	incident_key	payload_key	value
12198	inv_faction_etruscans_01_C	Inv_loyalty_decr	DURATION[8]
12204	inv_faction_etruscans_01_D	Inv_loyalty_incr	DURATION[8]
12212	inv_faction_etruscans_01_D	inv_public_order_decr	DURATION[8]
12216	inv_faction_etruscans_02_A	inv_corruption_decr	DURATION[8]
12219	inv_faction_etruscans_02_B	inv_public_order_incr	DURATION[8]
12223	inv_faction_etruscans_02_C	inv_wealth_industry_incr	DURATION[8]
12227	inv_faction_etruscans_02_D	inv_morale_armies_incr	DURATION[8]
12231	inv_faction_etruscans_03_A	inv_public_order_decr	DURATION[8]
12238	inv_faction_etruscans_03_A	Inv_loyalty_incr	DURATION[8]
12241	inv_faction_etruscans_03_B	TREASURY	AMOUNT[1800]
1225	rom_subject_roman_creature_white_faun_1_i_A	TARGET	EVENT
12251	inv_faction_etruscans_03_B	inv_public_order_incr	DURATION[8]
12256	inv_faction_etruscans_03_B	Inv_loyalty_decr	DURATION[8]
12265	inv_faction_etruscans_04_A	Inv_loyalty_incr	DURATION[8]
1227	rom_subject_roman_creature_white_faun_1_i_B	TARGET	EVENT
12280	inv_faction_etruscans_04_B	inv_public_order_incr	DURATION[8]
12296	inv_faction_etruscans_04_C	inv_corruption_decr	DURATION[8]
12299	inv_faction_greek_01_A1	inv_wealth_industry_incr	DURATION[8]
12300	inv_faction_greek_01_A1	inv_growth_incr	DURATION[8]
12305	inv_faction_greek_01_A2	inv_wealth_industry_decr	DURATION[8]
12315	inv_faction_greek_01_B1	inv_public_order_incr	DURATION[8]
1232	rom_subject_roman_creature_white_faun_1_i_D	TARGET	EVENT
12320	inv_faction_greek_01_B2	DAMAGE_BUILDING	MIN[25];MAX[100]
12324	inv_faction_greek_02_A1	inv_wealth_industry_incr	DURATION[8]
12330	inv_faction_greek_02_A1	inv_slave_incr	DURATION[8]
12339	inv_faction_greek_02_A2	inv_wealth_commerce_local_decr	DURATION[8]
1234	rom_subject_roman_family_member_2_harlot_i_A	CHANGE_POLITICAL_POWER	AMOUNT[-1]
12348	inv_faction_greek_02_B1	inv_wealth_agri_incr	DURATION[8]
12357	inv_faction_greek_02_B2	inv_slave_decr	DURATION[8]
12366	inv_faction_greek_02_C1	TREASURY	AMOUNT[2300]
12372	inv_faction_greek_03_A1	inv_culture_own_incr	DURATION[8]
12378	inv_faction_greek_03_A1	inv_public_order_incr	DURATION[8]
12379	inv_faction_greek_03_A2	inv_culture_own_incr	DURATION[8]
12385	inv_faction_greek_03_A2	inv_construction_cost_temple_incr	DURATION[8]
12394	inv_faction_greek_03_B1	inv_construction_cost_temple_decr	DURATION[8]
12397	inv_faction_greek_03_B2	inv_public_order_decr	DURATION[8]
12399	inv_faction_greek_04_A1	inv_recruitment_slot_incr	DURATION[8]
12409	inv_faction_greek_04_A1	inv_recruitment_cost_all_decr	DURATION[8]
12413	inv_faction_greek_04_A2	inv_public_order_decr	DURATION[8]
12414	inv_faction_greek_04_B1	inv_recruitment_cost_merc_decr	DURATION[8]
12419	inv_faction_greek_05_A1	inv_wealth_learning_incr	DURATION[8]
1242	rom_subject_roman_family_member_3_long_lost_i_A	TARGET	EVENT
12420	inv_faction_greek_05_A1	inv_research_incr	DURATION[8]
12421	inv_faction_greek_05_A2	inv_research_decr	DURATION[8]
12422	inv_faction_greek_05_B1	inv_public_order_incr	DURATION[8]
12432	inv_faction_greek_05_B2	Inv_loyalty_decr	DURATION[8]
12440	inv_faction_iolei_02_A	inv_morale_armies_incr	DURATION[8]
12444	inv_faction_iolei_02_A	inv_melee_damage_armies_Incr	DURATION[8]
12453	inv_faction_iolei_02_B	inv_morale_navies_incr	DURATION[8]
1246	rom_subject_roman_family_member_3_long_lost_i_B	CHANGE_POLITICAL_POWER	AMOUNT[-1]
12460	inv_faction_iolei_02_B	inv_campaign_move_navies_incr	DURATION[8]
12465	inv_faction_iolei_02_C	inv_loot_incr	DURATION[8]
12466	inv_faction_iolei_02_C	inv_upkeep_cost_armies_decr	DURATION[8]
12470	inv_faction_iolei_02_D	inv_campaign_move_armies_incr	DURATION[8]
12478	inv_faction_iolei_02_D	inv_replenishment_incr	DURATION[8]
12488	inv_faction_iolei_03_A1	inv_public_order_decr	DURATION[8]
12496	inv_faction_iolei_03_A2	inv_public_order_incr	DURATION[8]
12501	inv_faction_iolei_03_B	inv_public_order_incr	DURATION[8]
12503	inv_faction_iolei_03_C	inv_morale_armies_incr	DURATION[8]
12504	inv_faction_iolei_03_D1	inv_public_order_incr	DURATION[8]
12507	inv_faction_iolei_03_D1	Inv_loyalty_incr	DURATION[8]
12512	inv_faction_iolei_03_D2	inv_public_order_decr	DURATION[8]
12515	inv_faction_iolei_03_D2	Inv_loyalty_decr	DURATION[8]
12521	inv_faction_samnite_01_A	inv_campaign_move_armies_incr	DURATION[8]
12526	inv_faction_samnite_01_B	inv_public_order_incr	DURATION[8]
12528	inv_faction_samnite_01_C	inv_wealth_commerce_local_incr	DURATION[8]
12538	inv_faction_samnite_02_A	inv_public_order_incr	DURATION[8]
1254	rom_subject_roman_family_member_8_surgeon_i_A	TARGET	EVENT
12542	inv_faction_samnite_02_A	Inv_loyalty_decr	DURATION[8]
12544	inv_faction_samnite_02_B	inv_public_order_incr	DURATION[8]
12548	inv_faction_samnite_02_C	inv_public_order_decr	DURATION[8]
12557	inv_faction_samnite_02_C	Inv_loyalty_incr	DURATION[8]
12566	inv_faction_samnite_02_D	TREASURY	AMOUNT[2500]
12572	inv_faction_samnite_02_D	inv_public_order_decr	DURATION[8]
12580	inv_faction_samnite_03_A	inv_public_order_incr	DURATION[8]
12590	inv_faction_samnite_03_A	inv_wealth_agri_decr	DURATION[8]
12596	inv_faction_samnite_03_B	inv_wealth_agri_decr	DURATION[8]
12597	inv_faction_samnite_03_B	TREASURY	AMOUNT[2100]
12605	inv_faction_samnite_03_C	inv_wealth_agri_incr	DURATION[8]
12613	inv_faction_samnite_03_C	inv_wealth_industry_decr	DURATION[8]
12622	inv_faction_samnite_03_D	inv_public_order_decr	DURATION[8]
12626	inv_faction_samnite_03_D	inv_wealth_agri_incr	DURATION[8]
12629	inv_faction_samnite_04_A	inv_recruitment_slot_incr	DURATION[8]
12634	inv_faction_samnite_04_A	inv_morale_armies_incr	DURATION[8]
12635	inv_faction_samnite_04_B	inv_recruitment_slot_incr	DURATION[8]
12642	inv_faction_samnite_04_B	inv_recruitment_cost_all_decr	DURATION[8]
12649	inv_faction_seno_insub_01_A	TREASURY	AMOUNT[2100]
12656	inv_faction_seno_insub_01_A	inv_public_order_decr	DURATION[8]
12663	inv_faction_seno_insub_01_B	inv_public_order_incr	DURATION[8]
12664	inv_faction_seno_insub_01_C	Inv_loyalty_incr	DURATION[8]
12668	inv_faction_seno_insub_01_D	inv_diplomacy_all_incr	DURATION[8]
12678	inv_faction_seno_insub_02_A	inv_culture_own_incr	DURATION[8]
12680	inv_faction_seno_insub_02_B	inv_culture_greek_incr	DURATION[8]
12686	inv_faction_seno_insub_02_B	inv_diplomacy_greek_incr	DURATION[8]
12688	inv_faction_seno_insub_03_A	inv_recruitment_cost_infantry_decr	DURATION[8]
12696	inv_faction_seno_insub_03_B	TREASURY	AMOUNT[2600]
12703	inv_faction_seno_insub_03_B	inv_diplomacy_all_decr	DURATION[8]
12712	inv_faction_seno_insub_04_A1	GIVE_ANCILLARY	ANCILLARY_KEY[inv_trophy_stag]
12717	inv_faction_seno_insub_04_A2	GIVE_ANCILLARY	ANCILLARY_KEY[inv_trophy_bear]
12725	inv_faction_seno_insub_04_A3	GIVE_ANCILLARY	ANCILLARY_KEY[inv_trophy_boar]
1273	rom_subject_roman_legate_1_Poisoner_i_A	TARGET	EVENT
12741	inv_faction_seno_insub_04_A4	GIVE_ANCILLARY	ANCILLARY_KEY[inv_trophy_wolf]
12752	inv_faction_seno_insub_04_B1	GIVE_ANCILLARY	ANCILLARY_KEY[inv_trophy_stag]
12771	inv_faction_seno_insub_04_B2	GIVE_ANCILLARY	ANCILLARY_KEY[inv_trophy_bear]
12782	inv_faction_seno_insub_04_B3	GIVE_ANCILLARY	ANCILLARY_KEY[inv_trophy_boar]
12794	inv_faction_seno_insub_04_B4	GIVE_ANCILLARY	ANCILLARY_KEY[inv_trophy_wolf]
12805	inv_faction_seno_insub_04_B5	WOUND_CHARACTER	DURATION[2]
12810	inv_faction_seno_insub_04_C1	GIVE_ANCILLARY	ANCILLARY_KEY[inv_trophy_stag]
12813	inv_faction_seno_insub_04_C2	GIVE_ANCILLARY	ANCILLARY_KEY[inv_trophy_bear]
12819	inv_faction_seno_insub_04_C3	GIVE_ANCILLARY	ANCILLARY_KEY[inv_trophy_boar]
1282	rom_subject_roman_legate_1_Poisoner_i_B	TARGET	EVENT
12829	inv_faction_seno_insub_04_C4	GIVE_ANCILLARY	ANCILLARY_KEY[inv_trophy_wolf]
1283	rom_subject_roman_legate_1_Poisoner_i_C	TARGET	EVENT
12836	inv_faction_seno_insub_04_C5	WOUND_CHARACTER	DURATION[2]
12845	inv_faction_seno_insub_04_D	Inv_loyalty_incr	DURATION[8]
12858	inv_faction_seno_insub_05_A	inv_public_order_incr	DURATION[8]
1286	rom_subject_roman_legate_2_Horned_i_A	TARGET	EVENT
12864	inv_faction_seno_insub_05_B	inv_public_order_decr	DURATION[8]
12871	inv_faction_seno_insub_05_B	Inv_loyalty_decr	DURATION[8]
12874	inv_faction_seno_insub_06_A	TREASURY	AMOUNT[2550]
12877	inv_faction_seno_insub_06_A	inv_public_order_incr	DURATION[8]
12887	inv_faction_seno_insub_06_B	inv_wealth_tariffs_incr	DURATION[8]
1289	rom_subject_roman_legate_2_Horned_i_B	TARGET	EVENT
12894	inv_faction_seno_insub_06_B	inv_public_order_decr	DURATION[8]
12896	inv_faction_veneti_01_A	inv_public_order_incr	DURATION[8]
12903	inv_faction_veneti_01_B	inv_morale_armies_incr	DURATION[8]
12912	inv_faction_veneti_01_C	inv_morale_armies_decr	DURATION[8]
12913	inv_faction_veneti_01_D	Inv_loyalty_incr	DURATION[8]
12920	inv_faction_veneti_02_A	inv_cavalry_charge_incr	DURATION[8]
12930	inv_faction_veneti_02_B	inv_wealth_industry_incr	DURATION[8]
12934	inv_faction_veneti_02_B	inv_wealth_agri_incr	DURATION[8]
12937	inv_faction_veneti_02_C	inv_public_order_incr	DURATION[8]
12939	inv_faction_veneti_02_C	inv_growth_incr	DURATION[8]
12945	inv_faction_veneti_02_D	inv_campaign_move_armies_incr	DURATION[8]
12946	inv_faction_veneti_03_A1	Inv_loyalty_decr	DURATION[8]
12949	inv_faction_veneti_03_A2	inv_public_order_decr	DURATION[8]
1295	rom_subject_roman_legate_2_Horned_i_C	TARGET	EVENT
12956	inv_faction_veneti_03_A3	TREASURY	AMOUNT[3000]
1296	rom_subject_roman_legate_3_Lack_slaves_i_A	TARGET	EVENT
12962	inv_faction_veneti_03_A4	Inv_loyalty_incr	DURATION[8]
12967	inv_faction_veneti_03_A4	inv_wealth_commerce_local_incr	DURATION[8]
12972	inv_faction_veneti_03_A5	inv_wealth_commerce_local_incr	DURATION[8]
12978	inv_faction_veneti_03_A5	inv_public_order_incr	DURATION[8]
12986	inv_faction_veneti_03_B1	inv_public_order_incr	DURATION[8]
12995	inv_faction_veneti_03_B2	Inv_loyalty_incr	DURATION[8]
12998	inv_faction_veneti_04_A	TREASURY	AMOUNT[2500]
13001	inv_faction_veneti_04_A	inv_public_order_decr	DURATION[8]
13010	inv_faction_veneti_04_B1	TREASURY	AMOUNT[2500]
13016	inv_faction_veneti_04_B2	TREASURY	AMOUNT[2500]
13019	inv_faction_veneti_04_B2	inv_diplomacy_all_decr	DURATION[8]
13020	inv_faction_veneti_04_C1	TREASURY	AMOUNT[2500]
13027	inv_faction_veneti_04_C2	inv_wealth_tariffs_incr	DURATION[8]
13031	inv_faction_veneti_04_D1	Inv_loyalty_incr	DURATION[8]
13039	inv_faction_veneti_04_D1	inv_public_order_incr	DURATION[8]
13042	inv_faction_veneti_04_D2	inv_public_order_incr	DURATION[8]
13046	inv_faction_veneti_04_D2	inv_diplomacy_all_decr	DURATION[8]
1306	rom_subject_roman_legate_3_Lack_slaves_i_B	TARGET	EVENT
13063	inv_faction_veneti_05_D	inv_public_order_decr	DURATION[5]
13066	inv_faction_veneti_05_D	inv_taxes_decr	DURATION[5]
13075	inv_faction_veneti_06_A	inv_public_order_incr	DURATION[5]
13078	inv_faction_veneti_06_B	TREASURY	AMOUNT[2800]
1308	rom_subject_roman_legate_3_Lack_slaves_i_C	TARGET	EVENT
13086	inv_faction_veneti_06_C	inv_public_order_decr	DURATION[5]
13092	inv_faction_veneti_06_D	GIVE_ANCILLARY	ANCILLARY_KEY[r2_sp_anc_all_army_master_beast]
13096	inv_faction_seno_insub_04_A1	TARGET	EVENT
13106	inv_faction_seno_insub_04_A2	TARGET	EVENT
1311	rom_subject_roman_legate_4_Plenty_slaves_i_A	TARGET	EVENT
13114	inv_faction_seno_insub_04_A3	TARGET	EVENT
13116	inv_faction_seno_insub_04_A4	TARGET	EVENT
13122	inv_faction_seno_insub_04_B1	TARGET	EVENT
13123	inv_faction_seno_insub_04_B2	TARGET	EVENT
13130	inv_faction_seno_insub_04_B3	TARGET	EVENT
13135	inv_faction_seno_insub_04_B4	TARGET	EVENT
13139	inv_faction_seno_insub_04_B5	TARGET	EVENT
1314	rom_subject_roman_legate_4_Plenty_slaves_i_B	TARGET	EVENT
13141	inv_faction_seno_insub_04_C1	TARGET	EVENT
13142	inv_faction_seno_insub_04_C2	TARGET	EVENT
13146	inv_faction_seno_insub_04_C3	TARGET	EVENT
13152	inv_faction_seno_insub_04_C4	TARGET	EVENT
13153	inv_faction_seno_insub_04_C5	TARGET	EVENT
13177	inv_faction_etruscans_01_A	TARGET	EVENT
13184	inv_faction_etruscans_01_B	TARGET	EVENT
1319	rom_subject_roman_legate_4_Plenty_slaves_i_C	TARGET	EVENT
13193	inv_faction_etruscans_01_C	TARGET	EVENT
13197	inv_faction_etruscans_01_D	TARGET	EVENT
1320	rom_subject_roman_profession_1_Stranger_i_A	TARGET	EVENT
13207	inv_faction_etruscans_02_A	TARGET	EVENT
1321	rom_subject_roman_profession_1_Stranger_i_B	TARGET	EVENT
13212	inv_faction_etruscans_02_B	TARGET	EVENT
13218	inv_faction_etruscans_02_C	TARGET	EVENT
13223	inv_faction_etruscans_02_D	TARGET	EVENT
13229	inv_faction_greek_02_C2	SPAWN_FORCE	STRENGTH[6];OWNER[inv_slaves_greek];DISTANCE[11]
13235	inv_faction_greek_04_B2	SPAWN_FORCE	STRENGTH[6];OWNER[inv_rebels_greek];DISTANCE[11]
13237	inv_plebs_01_A1	inv_plebs_angry	DURATION[8]
13245	inv_plebs_01_A1	inv_patricians_indifferent	DURATION[8]
13253	inv_plebs_01_A2	inv_plebs_grumbling	DURATION[8]
13263	inv_plebs_01_A2	inv_patricians_content	DURATION[8]
13265	inv_plebs_01_B1	inv_plebs_grumbling	DURATION[8]
13272	inv_plebs_01_B1	inv_patricians_indifferent	DURATION[8]
13277	inv_plebs_01_B2	inv_plebs_content	DURATION[8]
1328	rom_subject_roman_profession_1_Stranger_i_C	TARGET	EVENT
13284	inv_plebs_01_B2	inv_patricians_indifferent	DURATION[8]
13290	inv_plebs_01_C1	inv_plebs_happy	DURATION[8]
13296	inv_plebs_01_C1	inv_patricians_conniving	DURATION[8]
13304	inv_plebs_01_C2	inv_plebs_content	DURATION[8]
13311	inv_plebs_01_C2	inv_patricians_conspiring	DURATION[8]
13318	inv_plebs_01_D1	inv_plebs_content	DURATION[8]
13326	inv_plebs_01_D1	inv_patricians_content	DURATION[8]
13336	inv_plebs_01_D2	inv_plebs_angry	DURATION[8]
13337	inv_plebs_01_D2	inv_patricians_indifferent	DURATION[8]
13343	inv_plebs_02_A1	inv_plebs_angry	DURATION[8]
13349	inv_plebs_02_A1	inv_patricians_indifferent	DURATION[8]
13359	inv_plebs_02_A2	inv_plebs_grumbling	DURATION[8]
13365	inv_plebs_02_A2	inv_patricians_content	DURATION[8]
1337	rom_subject_roman_profession_1_Stranger_i_D	TARGET	EVENT
13372	inv_plebs_02_B1	inv_plebs_grumbling	DURATION[8]
13376	inv_plebs_02_B1	inv_patricians_indifferent	DURATION[8]
13379	inv_plebs_02_B2	inv_plebs_content	DURATION[8]
13385	inv_plebs_02_B2	inv_patricians_indifferent	DURATION[8]
1339	rom_subject_roman_profession_2_Lanista_i_A	TARGET	EVENT
13395	inv_plebs_02_C1	inv_plebs_happy	DURATION[8]
13402	inv_plebs_02_C1	inv_patricians_indifferent	DURATION[8]
13408	inv_plebs_02_C2	inv_plebs_content	DURATION[8]
13411	inv_plebs_02_C2	inv_patricians_indifferent	DURATION[8]
13416	inv_plebs_02_D1	inv_plebs_content	DURATION[8]
1342	rom_subject_roman_profession_2_Lanista_i_B	TARGET	EVENT
13425	inv_plebs_02_D1	inv_patricians_conspiring	DURATION[8]
13427	inv_plebs_02_D2	inv_plebs_happy	DURATION[8]
13430	inv_plebs_02_D2	inv_patricians_conniving	DURATION[8]
13440	inv_plebs_03_A1	inv_plebs_angry	DURATION[8]
13446	inv_plebs_03_A1	inv_patricians_indifferent	DURATION[8]
13447	inv_plebs_03_A2	inv_plebs_angry	DURATION[8]
13450	inv_plebs_03_A2	inv_patricians_content	DURATION[8]
13451	inv_plebs_03_B1	inv_plebs_angry	DURATION[8]
13457	inv_plebs_03_B1	inv_patricians_content	DURATION[8]
13467	inv_plebs_03_B2	inv_plebs_grumbling	DURATION[8]
13476	inv_plebs_03_B2	inv_patricians_indifferent	DURATION[8]
13478	inv_plebs_03_C1	inv_plebs_happy	DURATION[8]
13487	inv_plebs_03_C1	inv_patricians_conniving	DURATION[8]
13494	inv_plebs_03_C2	inv_patricians_conspiring	DURATION[8]
1350	rom_subject_roman_profession_2_Lanista_i_C	TARGET	EVENT
13501	inv_plebs_03_C2	inv_plebs_indifferent	DURATION[8]
13506	inv_plebs_03_D1	inv_plebs_content	DURATION[8]
13513	inv_plebs_03_D1	inv_patricians_content	DURATION[8]
13516	inv_plebs_03_D2	inv_plebs_angry	DURATION[8]
13521	inv_plebs_03_D2	inv_patricians_conspiring	DURATION[8]
13531	inv_plebs_04_A1	inv_plebs_angry	DURATION[8]
13532	inv_plebs_04_A1	inv_patricians_indifferent	DURATION[8]
13534	inv_plebs_04_A2	inv_plebs_grumbling	DURATION[8]
13536	inv_plebs_04_A2	inv_patricians_conspiring	DURATION[8]
13539	inv_plebs_04_B1	inv_plebs_angry	DURATION[8]
13545	inv_plebs_04_B1	inv_patricians_indifferent	DURATION[8]
1355	rom_subject_roman_profession_3_Gladiator_i_A	TARGET	EVENT
13552	inv_plebs_04_B2	inv_plebs_grumbling	DURATION[8]
13555	inv_plebs_04_B2	inv_patricians_indifferent	DURATION[8]
13563	inv_plebs_04_C1	inv_plebs_happy	DURATION[8]
13573	inv_plebs_04_C1	inv_patricians_conniving	DURATION[8]
13579	inv_plebs_04_C2	inv_plebs_content	DURATION[8]
13588	inv_plebs_04_C2	inv_patricians_conspiring	DURATION[8]
13595	inv_plebs_04_D1	inv_plebs_content	DURATION[8]
13603	inv_plebs_04_D1	inv_patricians_conspiring	DURATION[8]
1361	rom_subject_roman_profession_3_Gladiator_i_B	TARGET	EVENT
13611	inv_plebs_04_D2	inv_plebs_grumbling	DURATION[8]
13617	inv_plebs_04_D2	inv_patricians_indifferent	DURATION[8]
13620	inv_plebs_05_A1	inv_plebs_angry	DURATION[8]
13629	inv_plebs_05_A1	inv_patricians_conspiring	DURATION[8]
13638	inv_plebs_05_A2	inv_plebs_grumbling	DURATION[8]
13647	inv_plebs_05_A2	inv_patricians_indifferent	DURATION[8]
13654	inv_plebs_05_B1	inv_plebs_angry	DURATION[8]
13662	inv_plebs_05_B1	inv_patricians_content	DURATION[8]
13664	inv_plebs_05_B2	inv_plebs_grumbling	DURATION[8]
13673	inv_plebs_05_B2	inv_patricians_indifferent	DURATION[8]
13678	inv_plebs_05_C1	inv_plebs_content	DURATION[8]
13679	inv_plebs_05_C1	inv_patricians_indifferent	DURATION[8]
13686	inv_plebs_05_C2	inv_patricians_conspiring	DURATION[8]
13696	inv_plebs_05_C2	inv_plebs_indifferent	DURATION[8]
13699	inv_plebs_05_D1	inv_plebs_content	DURATION[8]
13700	inv_plebs_05_D1	inv_patricians_indifferent	DURATION[8]
13708	inv_plebs_05_D2	inv_plebs_happy	DURATION[8]
1371	rom_subject_roman_profession_3_Gladiator_i_C	TARGET	EVENT
13717	inv_plebs_05_D2	inv_patricians_conspiring	DURATION[8]
13718	inv_plebs_06_A1	inv_plebs_angry	DURATION[8]
13722	inv_plebs_06_A1	inv_patricians_indifferent	DURATION[8]
13728	inv_plebs_06_A2	inv_plebs_grumbling	DURATION[8]
13736	inv_plebs_06_A2	inv_patricians_indifferent	DURATION[8]
13743	inv_plebs_06_B1	inv_plebs_content	DURATION[8]
13746	inv_plebs_06_B2	inv_patricians_content	DURATION[8]
13755	inv_plebs_06_C1	inv_plebs_happy	DURATION[8]
13764	inv_plebs_06_C1	inv_patricians_conniving	DURATION[8]
13771	inv_plebs_06_C2	inv_patricians_conspiring	DURATION[8]
13781	inv_plebs_06_C2	inv_plebs_content	DURATION[8]
13791	inv_plebs_06_D1	inv_plebs_angry	DURATION[8]
13793	inv_plebs_06_D1	inv_patricians_indifferent	DURATION[8]
13795	inv_plebs_06_D2	inv_plebs_grumbling	DURATION[8]
1380	rom_subject_roman_profession_3_Gladiator_i_D	TARGET	EVENT
13801	inv_plebs_06_D2	inv_patricians_conspiring	DURATION[8]
13811	inv_plebs_07_A1	inv_plebs_angry	DURATION[8]
13816	inv_plebs_07_A1	inv_patricians_indifferent	DURATION[8]
13826	inv_plebs_07_A2	inv_plebs_grumbling	DURATION[8]
13835	inv_plebs_07_A2	inv_patricians_indifferent	DURATION[8]
1384	rom_subject_roman_profession_4_Charioteer_i_A	TARGET	EVENT
13843	inv_plebs_07_B1	inv_plebs_happy	DURATION[8]
13847	inv_plebs_07_B1	inv_patricians_conspiring	DURATION[8]
13853	inv_plebs_07_B2	inv_plebs_content	DURATION[8]
13860	inv_plebs_07_B2	inv_patricians_indifferent	DURATION[8]
13868	inv_plebs_07_C1	inv_plebs_angry	DURATION[8]
13873	inv_plebs_07_C1	inv_patricians_content	DURATION[8]
13874	inv_plebs_07_C2	inv_plebs_grumbling	DURATION[8]
13880	inv_plebs_07_C2	inv_patricians_conspiring	DURATION[8]
13890	inv_plebs_07_D1	inv_plebs_content	DURATION[8]
13896	inv_plebs_07_D1	inv_patricians_indifferent	DURATION[8]
13901	inv_plebs_07_D2	inv_plebs_angry	DURATION[8]
13903	inv_plebs_07_D2	inv_patricians_indifferent	DURATION[8]
13910	inv_plebs_08_A1	inv_plebs_angry	DURATION[8]
13914	inv_plebs_08_A1	inv_patricians_indifferent	DURATION[8]
13918	inv_plebs_08_A2	inv_plebs_grumbling	DURATION[8]
1392	rom_subject_roman_profession_4_Charioteer_i_B	TARGET	EVENT
13921	inv_plebs_08_A2	inv_patricians_conspiring	DURATION[8]
13931	inv_plebs_08_B1	inv_plebs_happy	DURATION[8]
13932	inv_plebs_08_B1	inv_patricians_conniving	DURATION[8]
13933	inv_plebs_08_B2	inv_plebs_content	DURATION[8]
13942	inv_plebs_08_B2	inv_patricians_conspiring	DURATION[8]
13950	inv_plebs_08_C1	inv_plebs_angry	DURATION[8]
13953	inv_plebs_08_C1	inv_patricians_happy	DURATION[8]
13955	inv_plebs_08_C2	inv_plebs_grumbling	DURATION[8]
13965	inv_plebs_08_C2	inv_patricians_content	DURATION[8]
13972	inv_plebs_08_D1	inv_plebs_content	DURATION[8]
13982	inv_plebs_08_D1	inv_patricians_content	DURATION[8]
13987	inv_plebs_08_D2	inv_plebs_angry	DURATION[8]
13997	inv_plebs_08_D2	inv_patricians_happy	DURATION[8]
1400	rom_subject_roman_profession_4_Charioteer_i_C	TARGET	EVENT
14007	inv_faction_greek_04_B2	TARGET	EVENT
14008	inv_faction_greek_02_C2	TARGET	EVENT
1405	rom_subject_roman_profession_5_Captain_i_A	TARGET	EVENT
14075	inv_geographical_massalia_resources_A_1	inv_massalia_wine	DURATION[4]
14076	inv_geographical_massalia_resources_A_1	inv_massalia_maritime_trade	DURATION[4]
1408	rom_subject_roman_profession_5_Captain_i_B	TARGET	EVENT
14085	inv_geographical_massalia_resources_A_1	TARGET	EVENT
14087	inv_geographical_massalia_resources_A_2	inv_wealth_commerce_local_incr	DURATION[4]
14089	inv_geographical_massalia_resources_A_2	inv_massalia_maritime_trade	DURATION[4]
14098	inv_geographical_massalia_resources_A_2	TARGET	EVENT
14104	inv_geographical_massalia_resources_A_3	inv_growth_incr	DURATION[4]
14107	inv_geographical_massalia_resources_A_3	inv_massalia_maritime_trade	DURATION[4]
14116	inv_geographical_massalia_resources_A_3	TARGET	EVENT
14117	inv_geographical_massalia_resources_A_4	inv_wealth_tariffs_incr	DURATION[8]
14123	inv_geographical_massalia_resources_A_4	inv_massalia_maritime_trade	DURATION[4]
1413	rom_subject_roman_profession_5_Captain_i_C	TARGET	EVENT
14132	inv_geographical_massalia_resources_A_4	TARGET	EVENT
14141	inv_geographical_massalia_resources_B	TREASURY	AMOUNT[1000]
14146	inv_geographical_massalia_resources_B	inv_wealth_commerce_local_incr	DURATION[8]
1415	rom_subject_roman_profession_5_wrecking_i_A	TARGET	EVENT
14155	inv_test_damage_building	DAMAGE_BUILDING	MIN[25];MAX[100]
14156	inv_test_damage_building	TARGET	EVENT
14164	inv_faction_greek_01_B2	TARGET	EVENT
14173	inv_family_incident_male_01	CHANGE_ZEAL	AMOUNT[1]
14176	inv_family_incident_male_01	GIVE_TRAIT	TRAIT_KEY[r2_sp_trait_roman_virtues_personal_dutifulness]
14177	inv_greek_philosophers_research_incident	GIVE_TECHNOLOGY	TECHNOLOGY_KEY[*]
14198	inv_family_incident_female_01	CHANGE_ZEAL	AMOUNT[1]
142	rom_subject_hellenic_religious_2_Dodona_i_C	rom_subject_wrath_of_gods	DURATION[4]
14200	inv_family_incident_female_01	GIVE_TRAIT	TRAIT_KEY[r2_sp_trait_female_roman_virtues_public_dutifulnes]
1426	rom_subject_roman_profession_5_wrecking_i_C	TARGET	EVENT
1427	rom_subject_roman_religious_1_haruspay_i_A	TARGET	EVENT
14340	inv_family_incident_male_02	CHANGE_ZEAL	AMOUNT[1]
14342	inv_family_incident_female_02	CHANGE_ZEAL	AMOUNT[1]
14349	inv_family_incident_male_03	CHANGE_ZEAL	AMOUNT[2]
14356	inv_family_incident_female_03	CHANGE_ZEAL	AMOUNT[2]
14366	inv_family_incident_male_04	CHANGE_ZEAL	AMOUNT[2]
1437	rom_subject_roman_religious_1_haruspay_i_B	TARGET	EVENT
14373	inv_family_incident_female_04	CHANGE_ZEAL	AMOUNT[2]
14379	inv_family_incident_male_05	GIVE_TRAIT	TRAIT_KEY[r2_sp_trait_roman_virtues_personal_gravity]
14384	inv_family_incident_female_05	GIVE_TRAIT	TRAIT_KEY[r2_sp_trait_female_roman_virtues_personal_gravity]
14392	inv_family_incident_male_06	CHANGE_ZEAL	AMOUNT[-1]
14402	inv_family_incident_male_06	CHANGE_AUTHORITY	AMOUNT[-1]
14404	inv_family_incident_female_06	CHANGE_ZEAL	AMOUNT[-1]
14410	inv_family_incident_female_06	CHANGE_AUTHORITY	AMOUNT[-1]
14411	inv_family_incident_male_07	CHANGE_POLITICAL_POWER	AMOUNT[-2]
14412	inv_family_incident_male_07	CHANGE_GRAVITAS	AMOUNT[-10]
14418	inv_family_incident_female_07	CHANGE_POLITICAL_POWER	AMOUNT[-2]
14428	inv_family_incident_female_07	CHANGE_GRAVITAS	AMOUNT[-10]
