effect	bonus_value_id	religion
rom_force_campaign_mod_happiness_own_culture	faction_public_order	rom_religion_latin
rom_force_campaign_mod_happiness_own_culture	faction_public_order	rom_religion_nomadic
rom_force_campaign_mod_happiness_own_culture	faction_public_order	rom_religion_punic
rom_general_local_province_roman_culture_public_order	faction_public_order	rom_religion_latin
rom_tech_happiness_from_celtic_culture	public_order	rom_religion_celtic
rom_tech_happiness_from_germanic_culture	public_order	rom_religion_germanic
rom_tech_happiness_from_latin_culture	public_order	rom_religion_latin
subject_culture	conversion_when_state	rom_religion_african_arabian
subject_culture	conversion_when_state	rom_religion_balkan
subject_culture	conversion_when_state	rom_religion_celtic
subject_culture	conversion_when_state	rom_religion_eastern
subject_culture	conversion_when_state	rom_religion_germanic
subject_culture	conversion_when_state	rom_religion_hellenic
subject_culture	conversion_when_state	rom_religion_iberian
subject_culture	conversion_when_state	rom_religion_italian
subject_culture	conversion_when_state	rom_religion_latin
subject_culture	conversion_when_state	rom_religion_nomadic
subject_culture	conversion_when_state	rom_religion_punic
subject_diplomacy	diplomatic_mod	rom_religion_african_arabian
subject_diplomacy	diplomatic_mod	rom_religion_balkan
subject_diplomacy	diplomatic_mod	rom_religion_celtic
subject_diplomacy	diplomatic_mod	rom_religion_eastern
subject_diplomacy	diplomatic_mod	rom_religion_etruscan
subject_diplomacy	diplomatic_mod	rom_religion_germanic
subject_diplomacy	diplomatic_mod	rom_religion_hellenic
subject_diplomacy	diplomatic_mod	rom_religion_iapygian
subject_diplomacy	diplomatic_mod	rom_religion_iberian
subject_diplomacy	diplomatic_mod	rom_religion_italian
subject_diplomacy	diplomatic_mod	rom_religion_latin
subject_diplomacy	diplomatic_mod	rom_religion_nomadic
subject_diplomacy	diplomatic_mod	rom_religion_nuragic
subject_diplomacy	diplomatic_mod	rom_religion_punic
