culture	government_type	faction	on_screen_name_faction_leader	on_screen_name_government_type	effect_bundle	is_default	faction_leader_trait	on_screen_name_faction_female_leader	faction_leader_trait_female	on_screen_name_government_actions	on_screen_descr_government_actions
rom_Roman	empire	emp_octavian	Emperor	Empire	govt_type_empire	true	r2_faction_leader_empire_default	Empress	r2_faction_leader_empire_empress		
rom_Roman	empire	emp_pompey	Emperor	Empire	govt_type_empire	true	r2_faction_leader_empire_default	Empress	r2_faction_leader_empire_empress		
rom_Roman	empire	gaul_rome	Proconsul	Republic	govt_type_republic	true	r2_faction_leader_empire_proconsulate	Empress	r2_faction_leader_empire_empress		
rom_Roman	empire	pun_rome	Emperor	Empire	govt_type_empire	false	r2_faction_leader_empire_default	Empress	r2_faction_leader_empire_empress		
rom_Roman	empire	rom_rome	Emperor	Empire	govt_type_empire	false	r2_faction_leader_empire_default	Empress	r2_faction_leader_empire_empress		
rom_Roman	hereditary_monarchy		Rex	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_rex	Queen	r2_faction_leader_kingdom_queen	Actions	
rom_Roman	hereditary_monarchy	3c_britannia	Governor	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_governor	Governess	r2_faction_leader_kingdom_governess		
rom_Roman	hereditary_monarchy	3c_egypt	Governor	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_governor	Governess	r2_faction_leader_kingdom_governess		
rom_Roman	hereditary_monarchy	3c_galatia	Governor	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_governor	Governess	r2_faction_leader_kingdom_governess		
rom_Roman	hereditary_monarchy	3c_hispania	Governor	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_governor	Governess	r2_faction_leader_kingdom_governess		
rom_Roman	hereditary_monarchy	3c_lusitania	Governor	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_governor	Governess	r2_faction_leader_kingdom_governess		
rom_Roman	hereditary_monarchy	3c_lydia	Governor	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_governor	Governess	r2_faction_leader_kingdom_governess		
rom_Roman	hereditary_monarchy	3c_mauretania	Governor	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_governor	Governess	r2_faction_leader_kingdom_governess		
rom_Roman	hereditary_monarchy	3c_numidia	Governor	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_governor	Governess	r2_faction_leader_kingdom_governess		
rom_Roman	hereditary_monarchy	3c_palmyra	Malik	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_queen_mother	Queen Mother	r2_faction_leader_kingdom_queen_mother		
rom_Roman	hereditary_monarchy	inv_veii	Lauchume	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_default	Lauchume	r2_faction_leader_kingdom_default	Actions	
rom_Roman	republic	3c_gallicemp	Dictator	Republic	govt_type_republic	false	r2_faction_leader_republic_default	Dictator	r2_faction_leader_republic_default		
rom_Roman	republic	3c_palmyra	Dictator	Republic	govt_type_republic	false	r2_faction_leader_republic_default	Dictator	r2_faction_leader_republic_default		
rom_Roman	republic	3c_rome	Dictator	Republic	govt_type_republic	false	r2_faction_leader_republic_default	Dictator	r2_faction_leader_republic_default		
rom_Roman	republic	emp_antony	Dictator	Republic	govt_type_republic	false	r2_faction_leader_republic_default	Dictator	r2_faction_leader_republic_default		
rom_Roman	republic	emp_lepidus	Dictator	Republic	govt_type_republic	false	r2_faction_leader_republic_default	Dictator	r2_faction_leader_republic_default		
rom_Roman	republic	emp_octavian	Dictator	Republic	govt_type_republic	false	r2_faction_leader_republic_default	Dictator	r2_faction_leader_republic_default		
rom_Roman	republic	emp_pompey	Dictator	Republic	govt_type_republic	false	r2_faction_leader_republic_default	Dictator	r2_faction_leader_republic_default		
rom_Roman	republic	inv_aleria	Zilath	Mech Rasnal	govt_type_inv_etruscan_league	true	r2_faction_leader_inv_etruscans_zilath	Zilath	r2_faction_leader_inv_etruscans_zilath	Actions	
rom_Roman	republic	inv_aritim	Zilath	Mech Rasnal	govt_type_inv_etruscan_league	true	r2_faction_leader_inv_etruscans_zilath	Zilath	r2_faction_leader_inv_etruscans_zilath	Actions	
rom_Roman	republic	inv_felathri	Zilath	Mech Rasnal	govt_type_inv_etruscan_league	true	r2_faction_leader_inv_etruscans_zilath	Zilath	r2_faction_leader_inv_etruscans_zilath	Actions	
rom_Roman	republic	inv_raeti	Zilath	Mech Rasnal	govt_type_inv_etruscan_league	true	r2_faction_leader_inv_etruscans_zilath	Zilath	r2_faction_leader_inv_etruscans_zilath	Actions	
rom_Roman	republic	inv_rome	Consular Tribune	Early Republic	govt_type_inv_early_republic	true	r2_faction_leader_inv_rome_consular_tribune	Consular Tribune	r2_faction_leader_inv_rome_consular_tribune	Elections	Appoint consuls or a dictator to handle affairs in Roma.
rom_Roman	republic	inv_tarchuna	Zilath	Mech Rasnal	govt_type_inv_etruscan_league	true	r2_faction_leader_inv_etruscans_zilath	Zilath	r2_faction_leader_inv_etruscans_zilath	Hold Summit	At the shrine of Fanum Voltumnae, the Etruscans resolve matters of state.
rom_Roman	republic	inv_viesul	Zilath	Mech Rasnal	govt_type_inv_etruscan_league	true	r2_faction_leader_inv_etruscans_zilath	Zilath	r2_faction_leader_inv_etruscans_zilath	Actions	
rom_Roman	republic	pun_rome	Consul Perpetuo 	Republic	govt_type_republic	true	r2_faction_leader_republic_consul_perpetuo	Consul Perpetuo 	r2_faction_leader_republic_consul_perpetuo		
rom_Roman	republic	rom_rome	Dictator	Republic	govt_type_republic	true	r2_faction_leader_republic_default	Dictator	r2_faction_leader_republic_default		
