child_key	parent_key	initial_descent_tiers	parent_link_position	child_link_position
3c_rome_military_campaign_001_organize_armatura_drill	3c_rome_military_campaign_004_set_up_fabricae	0	2	4
3c_rome_military_campaign_002_improve_mercenary_administration	3c_rome_military_campaign_004_set_up_fabricae	0	3	4
3c_rome_military_campaign_003_employ_barbarian_auxiliaries	3c_rome_military_campaign_004_set_up_fabricae	0	1	4
3c_rome_military_campaign_007_enforce_conscription	3c_rome_military_campaign_006_coordinate_military_effort	0	3	4
3c_rome_military_campaign_009_adopt_defenseindepth_strategy	3c_rome_military_campaign_006_coordinate_military_effort	0	1	4
3c_rome_military_recruitment_004_reorganize_the_cohorts	3c_rome_military_recruitment_001_apply_renumeration_reforms	0	2	4
3c_rome_military_recruitment_005_improve_harbour_infrastructure	3c_rome_military_recruitment_002_hire_skilled_engineers	0	2	4
3c_rome_military_recruitment_006_expand_tactical_exercises	3c_rome_military_recruitment_003_intensify_physical_conditioning	0	2	4
3c_rome_military_recruitment_007_form_vehillationes	3c_rome_military_recruitment_004_reorganize_the_cohorts	0	2	4
3c_rome_military_recruitment_008_restore_imperial_navalia	3c_rome_military_recruitment_005_improve_harbour_infrastructure	0	2	4
3c_rome_military_recruitment_009_practise_strategic_maneouvres	3c_rome_military_recruitment_006_expand_tactical_exercises	0	2	4
3c_rome_n_civil_culture_002_gain_frumentarii_allegiance	3c_rome_n_civil_culture_001_appease_the_masses	0	3	4
3c_rome_n_civil_culture_003_establish_sol_invictus	3c_rome_n_civil_culture_001_appease_the_masses	0	1	4
3c_rome_n_civil_culture_004_promote_roman_traditions	3c_rome_n_civil_culture_001_appease_the_masses	0	2	4
3c_rome_n_civil_culture_005_secure_border_defense	3c_rome_n_civil_culture_002_gain_frumentarii_allegiance	0	2	4
3c_rome_n_civil_culture_006_organize_religious_prosecution	3c_rome_n_civil_culture_003_establish_sol_invictus	0	2	4
3c_rome_n_civil_culture_007_elevate_roman_culture	3c_rome_n_civil_culture_004_promote_roman_traditions	0	2	4
3c_rome_n_civil_culture_008_send_gifts	3c_rome_n_civil_culture_005_secure_border_defense	0	2	4
3c_rome_n_civil_culture_009_dies_natalis_solis_invicti	3c_rome_n_civil_culture_006_organize_religious_prosecution	0	2	4
3c_rome_n_civil_economy_004_extend_labour_facilities	3c_rome_n_civil_economy_001_focus_on_local_production	0	2	4
3c_rome_n_civil_economy_003_seize_the_imperial_treasury	3c_rome_n_civil_economy_002_restore_markets	0	1	4
3c_rome_n_civil_economy_005_regulate_commerce	3c_rome_n_civil_economy_002_restore_markets	0	2	4
3c_rome_n_civil_economy_006_procure_egyptian_grain	3c_rome_n_civil_economy_004_extend_labour_facilities	0	2	1
3c_rome_n_civil_economy_007_restrict_the_coloni	3c_rome_n_civil_economy_004_extend_labour_facilities	0	3	4
3c_rome_n_civil_economy_008_implement_monetary_reformation	3c_rome_n_civil_economy_005_regulate_commerce	0	2	4
3c_rome_n_civil_economy_009_invest_in_manufacturing	3c_rome_n_civil_economy_008_implement_monetary_reformation	0	2	3
3c_rome_n_civil_governance_002_expand_city_planning	3c_rome_n_civil_governance_001_assume_power	0	3	2
3c_rome_n_civil_governance_003_ogranize_construction_projects	3c_rome_n_civil_governance_001_assume_power	0	2	1
3c_rome_n_civil_governance_004_consolidate_authority	3c_rome_n_civil_governance_001_assume_power	0	2	4
3c_rome_n_civil_governance_005_restore_city_of_rome	3c_rome_n_civil_governance_004_consolidate_authority	0	3	1
3c_rome_n_civil_governance_007_improve_administration	3c_rome_n_civil_governance_004_consolidate_authority	0	2	4
3c_rome_n_civil_governance_008_fund_communal_garbage_service	3c_rome_n_civil_governance_004_consolidate_authority	0	2	1
3c_rome_n_civil_governance_006_prosecute_official_misconduct	3c_rome_n_civil_governance_007_improve_administration	0	3	1
3c_rome_n_civil_governance_009_defend_the_empire	3c_rome_n_civil_governance_007_improve_administration	0	2	1
3c_rome_n_military_battle_003_train_boarding_parties	3c_rome_n_military_battle_001_integrate_foederati	0	3	4
3c_rome_n_military_battle_004_conscript_elite_alae	3c_rome_n_military_battle_001_integrate_foederati	0	2	4
3c_rome_n_military_battle_005_adopt_foreign_tactics	3c_rome_n_military_battle_001_integrate_foederati	0	1	4
3c_rome_n_military_battle_002_motivate_hirelings	3c_rome_n_military_battle_004_conscript_elite_alae	0	1	4
3c_rome_n_military_battle_006_refine_naval_artillery	3c_rome_n_military_battle_004_conscript_elite_alae	0	3	4
3c_rome_n_military_battle_007_issue_centurion_training	3c_rome_n_military_battle_004_conscript_elite_alae	0	2	4
3c_rome_n_military_battle_008_research_siege_equipment	3c_rome_n_military_battle_007_issue_centurion_training	0	3	4
3c_rome_n_military_battle_009_reforge_legion_aquillae	3c_rome_n_military_battle_007_issue_centurion_training	0	1	4
3c_rome_n_military_campaign_005_reinstate_comitatenses_system	3c_rome_n_military_campaign_001_organize_armatura_drill	0	1	4
3c_rome_n_military_campaign_006_coordinate_military_effort	3c_rome_n_military_campaign_001_organize_armatura_drill	0	2	4
3c_rome_n_military_campaign_008_reorganize_siege_provisions	3c_rome_n_military_campaign_001_organize_armatura_drill	0	3	4
3c_rome_n_military_campaign_001_organize_armatura_drill	3c_rome_n_military_campaign_004_set_up_fabricae	0	2	4
3c_rome_n_military_campaign_002_improve_mercenary_administration	3c_rome_n_military_campaign_004_set_up_fabricae	0	3	4
3c_rome_n_military_campaign_003_employ_barbarian_auxiliaries	3c_rome_n_military_campaign_004_set_up_fabricae	0	1	4
3c_rome_n_military_campaign_007_enforce_conscription	3c_rome_n_military_campaign_006_coordinate_military_effort	0	3	4
3c_rome_n_military_campaign_009_adopt_defenseindepth_strategy	3c_rome_n_military_campaign_006_coordinate_military_effort	0	1	4
3c_rome_n_military_recruitment_004_reorganize_the_cohorts	3c_rome_n_military_recruitment_001_apply_renumeration_reforms	0	2	4
3c_rome_n_military_recruitment_005_improve_harbour_infrastructure	3c_rome_n_military_recruitment_002_hire_skilled_engineers	0	2	4
3c_rome_n_military_recruitment_006_expand_tactical_exercises	3c_rome_n_military_recruitment_003_intensify_physical_conditioning	0	2	4
3c_rome_n_military_recruitment_007_form_vehillationes	3c_rome_n_military_recruitment_004_reorganize_the_cohorts	0	2	4
3c_rome_n_military_recruitment_008_restore_imperial_navalia	3c_rome_n_military_recruitment_005_improve_harbour_infrastructure	0	2	4
3c_rome_n_military_recruitment_009_practise_strategic_maneouvres	3c_rome_n_military_recruitment_006_expand_tactical_exercises	0	2	4
3c_sassanid_civil_culture_002_proclaim_support_kartir	3c_sassanid_civil_culture_001_preserve_zendavesta	0	3	4
3c_sassanid_civil_culture_003_expand_your_royal_harems	3c_sassanid_civil_culture_001_preserve_zendavesta	0	1	4
3c_sassanid_civil_culture_004_restructure_order_magi	3c_sassanid_civil_culture_001_preserve_zendavesta	0	2	4
3c_sassanid_civil_culture_005_impress_your_magnificence	3c_sassanid_civil_culture_002_proclaim_support_kartir	0	2	4
3c_sassanid_civil_culture_006_hire_royal_astronomers	3c_sassanid_civil_culture_003_expand_your_royal_harems	0	2	4
3c_sassanid_civil_culture_007_institute_festival_fire	3c_sassanid_civil_culture_004_restructure_order_magi	0	2	4
3c_sassanid_civil_culture_008_persecute_manicheans	3c_sassanid_civil_culture_005_impress_your_magnificence	0	2	4
3c_sassanid_civil_culture_009_venerate_Shapur_I	3c_sassanid_civil_culture_006_hire_royal_astronomers	0	2	4
3c_sassanid_civil_economy_004_plan_your_irrigation_infrastructure	3c_sassanid_civil_economy_001_reclaim_your_desert	0	2	4
3c_sassanid_civil_economy_003_tax_your_nobility	3c_sassanid_civil_economy_002_hire_roman_translators	0	1	4
3c_sassanid_civil_economy_005_extend_your_royal_benevolence	3c_sassanid_civil_economy_002_hire_roman_translators	0	2	4
3c_sassanid_civil_economy_006_plan_your_grand_canals	3c_sassanid_civil_economy_004_plan_your_irrigation_infrastructure	0	3	4
3c_sassanid_civil_economy_007_implementt_your_terraced_fields	3c_sassanid_civil_economy_004_plan_your_irrigation_infrastructure	0	3	4
3c_sassanid_civil_economy_008_create_your_royal_bazaars	3c_sassanid_civil_economy_005_extend_your_royal_benevolence	0	2	4
3c_sassanid_civil_economy_009_control_silk_roads	3c_sassanid_civil_economy_008_create_your_royal_bazaars	0	2	3
3c_sassanid_civil_governance_002_demand_zealous_labour	3c_sassanid_civil_governance_001_claim_your_crown	0	3	1
3c_sassanid_civil_governance_003_control_your_urban_development	3c_sassanid_civil_governance_001_claim_your_crown	0	2	1
3c_sassanid_civil_governance_004_compile_your_code_of_laws	3c_sassanid_civil_governance_001_claim_your_crown	0	2	4
3c_sassanid_civil_governance_005_extend_peasant_class_rights	3c_sassanid_civil_governance_004_compile_your_code_of_laws	0	3	1
3c_sassanid_civil_governance_006_glorify_illoustrous_lineage	3c_sassanid_civil_governance_004_compile_your_code_of_laws	0	2	1
3c_sassanid_civil_governance_007_establish_vigorous_administration	3c_sassanid_civil_governance_004_compile_your_code_of_laws	0	2	4
3c_sassanid_civil_governance_008_promote_your_trusted_councillors	3c_sassanid_civil_governance_007_establish_vigorous_administration	0	3	1
3c_sassanid_civil_governance_009_proclaim_your_empire_east_west	3c_sassanid_civil_governance_007_establish_vigorous_administration	0	2	1
3c_sassanid_military_battle_002_motivate_hirelings	3c_sassanid_military_battle_001_praise_the_outriders	0	1	4
3c_sassanid_military_battle_003_train_marines	3c_sassanid_military_battle_001_praise_the_outriders	0	3	4
3c_sassanid_military_battle_005_order_additional_pack_camels	3c_sassanid_military_battle_001_praise_the_outriders	0	2	4
3c_sassanid_military_battle_006_refine_naval_artillery	3c_sassanid_military_battle_005_order_additional_pack_camels	0	3	4
3c_sassanid_military_battle_007_rekindle_old_rivalry	3c_sassanid_military_battle_005_order_additional_pack_camels	0	2	4
3c_sassanid_military_battle_008_research_machines_of_war	3c_sassanid_military_battle_005_order_additional_pack_camels	0	1	4
3c_sassanid_military_battle_004_reward_the_kataphractoi	3c_sassanid_military_battle_007_rekindle_old_rivalry	0	1	4
3c_sassanid_military_battle_009_summon_the_immortals	3c_sassanid_military_battle_007_rekindle_old_rivalry	0	3	4
3c_sassanid_military_campaign_002_improve_mercenary_administration	3c_sassanid_military_campaign_001_employ_mardomard_champions	0	1	4
3c_sassanid_military_campaign_003_optimize_shahrab_system	3c_sassanid_military_campaign_001_employ_mardomard_champions	0	3	4
3c_sassanid_military_campaign_004_enforce_voluntary_service	3c_sassanid_military_campaign_001_employ_mardomard_champions	0	2	4
3c_sassanid_military_campaign_006_hasten_military_expanse	3c_sassanid_military_campaign_004_enforce_voluntary_service	0	3	4
3c_sassanid_military_campaign_007_enforce_conscription	3c_sassanid_military_campaign_004_enforce_voluntary_service	0	2	4
3c_sassanid_military_campaign_008_improve_siege_management	3c_sassanid_military_campaign_004_enforce_voluntary_service	0	1	4
3c_sassanid_military_campaign_005_hire_nisean_breeders	3c_sassanid_military_campaign_007_enforce_conscription	0	3	4
3c_sassanid_military_campaign_009_conquer_the_sands	3c_sassanid_military_campaign_007_enforce_conscription	0	1	4
3c_sassanid_military_recruitment_004_emphasize_on_cavalry	3c_sassanid_military_recruitment_001_exact_levies	0	2	4
3c_sassanid_military_recruitment_005_improve_harbour_infrastructure	3c_sassanid_military_recruitment_002_hire_skilled_engineers	0	2	4
3c_sassanid_military_recruitment_006_expand_tactical_exercises	3c_sassanid_military_recruitment_003_intensify_physical_conditioning	0	2	4
3c_sassanid_military_recruitment_007_reorganize_military_hierarchy	3c_sassanid_military_recruitment_004_emphasize_on_cavalry	0	2	4
3c_sassanid_military_recruitment_008_undertake_epic_naval_architecture	3c_sassanid_military_recruitment_005_improve_harbour_infrastructure	0	2	4
3c_sassanid_military_recruitment_009_practice_strategic_maneouvres	3c_sassanid_military_recruitment_006_expand_tactical_exercises	0	2	4
3c_saxoni_civil_culture_002_expand_elder_futhark	3c_saxoni_civil_culture_001_organize_feasts	0	3	4
3c_saxoni_civil_culture_004_organize_fairs	3c_saxoni_civil_culture_001_organize_feasts	0	2	4
3c_saxoni_civil_culture_005_incite_the_tribes	3c_saxoni_civil_culture_001_organize_feasts	0	1	4
3c_saxoni_civil_culture_008_sanction_religious_processions	3c_saxoni_civil_culture_002_expand_elder_futhark	0	2	4
3c_saxoni_civil_culture_006_send_out_traveling_bards	3c_saxoni_civil_culture_003_revive_bardic_traditions	0	2	4
3c_saxoni_civil_culture_007_venerate_the_irminsul	3c_saxoni_civil_culture_004_organize_fairs	0	2	4
3c_saxoni_civil_culture_003_revive_bardic_traditions	3c_saxoni_civil_culture_005_incite_the_tribes	0	2	4
3c_saxoni_civil_culture_009_adopt_new_ways	3c_saxoni_civil_culture_008_sanction_religious_processions	0	2	4
3c_saxoni_civil_economy_003_expand_food_storages	3c_saxoni_civil_economy_001_allocate_land	0	3	4
3c_saxoni_civil_economy_004_organize_labour	3c_saxoni_civil_economy_001_allocate_land	0	2	4
3c_saxoni_civil_economy_005_set_up_markets	3c_saxoni_civil_economy_002_oversee_natural_economy	0	2	4
3c_saxoni_civil_economy_007_improve_infrastructure	3c_saxoni_civil_economy_004_organize_labour	0	3	4
3c_saxoni_civil_economy_006_explore_trade_routes	3c_saxoni_civil_economy_005_set_up_markets	0	1	4
3c_saxoni_civil_economy_008_introduce_king_currency	3c_saxoni_civil_economy_005_set_up_markets	0	2	4
3c_saxoni_civil_economy_009_expand_harbours	3c_saxoni_civil_economy_007_improve_infrastructure	0	2	1
3c_saxoni_civil_governance_002_adopt_city_planning_practices	3c_saxoni_civil_governance_001_gain_recognition	0	3	1
3c_saxoni_civil_governance_003_promise_glory	3c_saxoni_civil_governance_001_gain_recognition	0	2	1
3c_saxoni_civil_governance_004_gather_retinue	3c_saxoni_civil_governance_001_gain_recognition	0	2	4
3c_saxoni_civil_governance_005_intimidate_the_opposition	3c_saxoni_civil_governance_004_gather_retinue	0	3	1
3c_saxoni_civil_governance_006_demand_oaths_of_fealty	3c_saxoni_civil_governance_004_gather_retinue	0	2	1
3c_saxoni_civil_governance_007_appoint_lawgivers	3c_saxoni_civil_governance_004_gather_retinue	0	2	4
3c_saxoni_civil_governance_008_command_hygiene	3c_saxoni_civil_governance_007_appoint_lawgivers	0	3	1
3c_saxoni_civil_governance_009_proclaim_legendary_kingdom	3c_saxoni_civil_governance_007_appoint_lawgivers	0	2	1
3c_saxoni_military_battle_002_issue_infantry_chainmail	3c_saxoni_military_battle_001_practice_boar_head_formation	0	1	4
3c_saxoni_military_battle_006_issue_oaken_ship_hulls	3c_saxoni_military_battle_001_practice_boar_head_formation	0	3	4
3c_saxoni_military_battle_008_practice_war_dances	3c_saxoni_military_battle_001_practice_boar_head_formation	0	2	4
3c_saxoni_military_battle_001_practice_boar_head_formation	3c_saxoni_military_battle_005_assemble_the_footmen	0	2	4
3c_saxoni_military_battle_003_train_crews	3c_saxoni_military_battle_005_assemble_the_footmen	0	3	4
3c_saxoni_military_battle_004_seek_out_rich_settlements	3c_saxoni_military_battle_005_assemble_the_footmen	0	1	4
3c_saxoni_military_battle_007_train_with_longbows	3c_saxoni_military_battle_008_practice_war_dances	0	1	4
3c_saxoni_military_battle_009_brave_the_waves	3c_saxoni_military_battle_008_practice_war_dances	0	3	4
3c_saxoni_military_campaign_002_motivate_hirelings	3c_saxoni_military_campaign_001_encourage_oneonone_training	0	1	4
3c_saxoni_military_campaign_005_copy_roman_ships_construction	3c_saxoni_military_campaign_001_encourage_oneonone_training	0	3	4
3c_saxoni_military_campaign_006_live_off_the_land	3c_saxoni_military_campaign_001_encourage_oneonone_training	0	2	4
3c_saxoni_military_campaign_003_authorize_pillaging	3c_saxoni_military_campaign_006_live_off_the_land	0	3	4
3c_saxoni_military_campaign_004_organize_forage_parties	3c_saxoni_military_campaign_006_live_off_the_land	0	1	4
3c_saxoni_military_campaign_007_expand_warleader_retinue	3c_saxoni_military_campaign_006_live_off_the_land	0	2	4
3c_saxoni_military_campaign_008_kidnap_foreign_siege_specialists	3c_saxoni_military_campaign_007_expand_warleader_retinue	0	3	4
3c_saxoni_military_campaign_009_scourge_the_seas	3c_saxoni_military_campaign_007_expand_warleader_retinue	0	1	4
3c_saxoni_military_recruitment_004_lead_by_example	3c_saxoni_military_recruitment_001_gather_brave_souls	0	2	4
3c_saxoni_military_recruitment_005_implement_iron_anchors	3c_saxoni_military_recruitment_002_enchance_boat_construction	0	2	4
3c_saxoni_military_recruitment_006_improve_cavalry_tactics	3c_saxoni_military_recruitment_003_intensify_physical_conditioning	0	2	4
3c_saxoni_military_recruitment_007_instill_military_discipline	3c_saxoni_military_recruitment_004_lead_by_example	0	2	4
3c_saxoni_military_recruitment_008_adopt_clinkerbuilt_ships	3c_saxoni_military_recruitment_005_implement_iron_anchors	0	2	4
3c_saxoni_military_recruitment_009_oversee_young_bloods	3c_saxoni_military_recruitment_006_improve_cavalry_tactics	0	2	4
dk_kush_civil_construction_002_water_sleucing	dk_kush_civil_construction_001_tax_labour	0	3	1
dk_kush_civil_construction_003_advanced_construction	dk_kush_civil_construction_001_tax_labour	0	2	1
dk_kush_civil_construction_004_sakia	dk_kush_civil_construction_003_advanced_construction	0	2	4
dk_kush_civil_construction_005_architectural_advances	dk_kush_civil_construction_004_sakia	0	1	4
dk_kush_civil_construction_006_measuring_instruments	dk_kush_civil_construction_004_sakia	0	3	4
dk_kush_civil_construction_007_improved_material	dk_kush_civil_construction_005_architectural_advances	0	2	4
dk_kush_civil_construction_008_crane_mechanics	dk_kush_civil_construction_006_measuring_instruments	0	2	4
dk_kush_civil_construction_009_monumental_architecture	dk_kush_civil_construction_007_improved_material	0	2	1
dk_kush_civil_construction_009_monumental_architecture	dk_kush_civil_construction_008_crane_mechanics	0	2	3
dk_kush_civil_economy_002_seeding_plough	dk_kush_civil_economy_001_preferred_markets	0	1	4
dk_kush_civil_economy_003_armed_escorts	dk_kush_civil_economy_001_preferred_markets	0	3	4
dk_kush_civil_economy_004_crop_rotation	dk_kush_civil_economy_002_seeding_plough	0	2	4
dk_kush_civil_economy_005_trade_language	dk_kush_civil_economy_003_armed_escorts	0	2	4
dk_kush_civil_economy_008_intensified_agriculture	dk_kush_civil_economy_004_crop_rotation	0	2	4
dk_kush_civil_economy_006_tribal_vassalage	dk_kush_civil_economy_005_trade_language	0	2	3
dk_kush_civil_economy_007_labour_organisation	dk_kush_civil_economy_006_tribal_vassalage	0	2	4
dk_kush_civil_economy_009_fixed_tariffs	dk_kush_civil_economy_007_labour_organisation	0	3	4
dk_kush_civil_philosophy_002_temple_tax	dk_kush_civil_philosophy_001_formal_government	0	1	4
dk_kush_civil_philosophy_003_foreign_customs	dk_kush_civil_philosophy_001_formal_government	0	3	4
dk_kush_civil_philosophy_004_ceremonial_rites	dk_kush_civil_philosophy_002_temple_tax	0	2	4
dk_kush_civil_philosophy_005_foreign_policy	dk_kush_civil_philosophy_003_foreign_customs	0	2	4
dk_kush_civil_philosophy_006_ritual_sacrifice	dk_kush_civil_philosophy_004_ceremonial_rites	0	2	1
dk_kush_civil_philosophy_007_cultural_assimilation	dk_kush_civil_philosophy_005_foreign_policy	0	2	4
dk_kush_civil_philosophy_008_religious_ethos	dk_kush_civil_philosophy_006_ritual_sacrifice	0	2	4
dk_kush_civil_philosophy_009_religious_tolerance	dk_kush_civil_philosophy_008_religious_ethos	0	1	4
dk_kush_military_management_002_signalling	dk_kush_military_management_001_logistics	0	1	4
dk_kush_military_management_003_naval_maneuvers	dk_kush_military_management_001_logistics	0	3	4
dk_kush_military_management_004_ammunition_supply_chain	dk_kush_military_management_002_signalling	0	2	4
dk_kush_military_management_005_marine_training	dk_kush_military_management_003_naval_maneuvers	0	2	4
dk_kush_military_management_006_shotel	dk_kush_military_management_004_ammunition_supply_chain	0	2	1
dk_kush_military_management_008_fore_and_aft_rigging	dk_kush_military_management_005_marine_training	0	2	4
dk_kush_military_management_007_nubian_bow_training	dk_kush_military_management_006_shotel	0	2	4
dk_kush_military_management_009_elephant_trading	dk_kush_military_management_007_nubian_bow_training	0	1	4
dk_kush_military_siege_002_siege_tower	dk_kush_military_siege_001_Engineering	0	1	4
dk_kush_military_siege_003_ammunition_stores	dk_kush_military_siege_001_Engineering	0	3	4
dk_kush_military_siege_004_battering_ram	dk_kush_military_siege_002_siege_tower	0	2	4
dk_kush_military_siege_005_armoured_siege_units	dk_kush_military_siege_003_ammunition_stores	0	2	4
dk_kush_military_siege_006_elephant_training	dk_kush_military_siege_004_battering_ram	0	2	1
dk_kush_military_siege_007_improved_defensive_artillery	dk_kush_military_siege_005_armoured_siege_units	0	2	4
dk_kush_military_siege_008_torsion_techniques	dk_kush_military_siege_006_elephant_training	0	2	4
dk_kush_military_siege_009_centrail_grain_house	dk_kush_military_siege_007_improved_defensive_artillery	0	1	3
dk_kush_military_tactics_002_nubian_archery	dk_kush_military_tactics_001_physical_conditioning	0	1	4
dk_kush_military_tactics_003_ship_rams	dk_kush_military_tactics_001_physical_conditioning	0	3	4
dk_kush_military_tactics_004_poison_arrows	dk_kush_military_tactics_002_nubian_archery	0	2	4
dk_kush_military_tactics_005_improved_ramming	dk_kush_military_tactics_003_ship_rams	0	2	4
dk_kush_military_tactics_006_tactical_flexibility	dk_kush_military_tactics_004_poison_arrows	0	2	1
dk_kush_military_tactics_007_tactical_drills	dk_kush_military_tactics_006_tactical_flexibility	0	2	4
dk_kush_military_tactics_008_strategic_maneuvers	dk_kush_military_tactics_007_tactical_drills	0	1	4
dk_kush_military_tactics_009_mastery_of_terrain	dk_kush_military_tactics_007_tactical_drills	0	3	4
dk_nab_civil_construction_002_water_sleucing	dk_nab_civil_construction_001_tax_labour	0	3	1
dk_nab_civil_construction_003_quarrying	dk_nab_civil_construction_001_tax_labour	0	2	1
dk_nab_civil_construction_004_advanced_construction	dk_nab_civil_construction_003_quarrying	0	2	4
dk_nab_civil_construction_005_quadag	dk_nab_civil_construction_004_advanced_construction	0	1	4
dk_nab_civil_construction_006_dioptra	dk_nab_civil_construction_004_advanced_construction	0	3	4
dk_nab_civil_construction_007_improved_material	dk_nab_civil_construction_005_quadag	0	2	4
dk_nab_civil_construction_008_crane_mechanics	dk_nab_civil_construction_006_dioptra	0	2	4
dk_nab_civil_construction_009_moulded_architecture	dk_nab_civil_construction_007_improved_material	0	2	1
dk_nab_civil_construction_009_moulded_architecture	dk_nab_civil_construction_008_crane_mechanics	0	2	3
dk_nab_civil_economy_002_seeding_plough	dk_nab_civil_economy_001_preferred_markets	0	1	2
dk_nab_civil_economy_003_armed_escorts	dk_nab_civil_economy_001_preferred_markets	0	3	2
dk_nab_civil_economy_004_crop_rotation	dk_nab_civil_economy_002_seeding_plough	0	2	4
dk_nab_civil_economy_005_trade_language	dk_nab_civil_economy_003_armed_escorts	0	2	4
dk_nab_civil_economy_006_canal_and_dam_system	dk_nab_civil_economy_004_crop_rotation	0	2	1
dk_nab_civil_economy_007_fixed_tariffs	dk_nab_civil_economy_005_trade_language	0	2	4
dk_nab_civil_economy_008_terraced_fields	dk_nab_civil_economy_006_canal_and_dam_system	0	2	4
dk_nab_civil_economy_009_intensified_agriculture	dk_nab_civil_economy_008_terraced_fields	0	1	4
dk_nab_civil_philosophy_002_foreign_customs	dk_nab_civil_philosophy_001_scholarship	0	1	4
dk_nab_civil_philosophy_003_philosophers	dk_nab_civil_philosophy_001_scholarship	0	3	4
dk_nab_civil_philosophy_004_foreign_policy	dk_nab_civil_philosophy_002_foreign_customs	0	2	4
dk_nab_civil_philosophy_005_astronomy	dk_nab_civil_philosophy_003_philosophers	0	2	4
dk_nab_civil_philosophy_006_cultural_assimilation	dk_nab_civil_philosophy_004_foreign_policy	0	2	1
dk_nab_civil_philosophy_007_natural_philosophy	dk_nab_civil_philosophy_005_astronomy	0	2	4
dk_nab_civil_philosophy_008_cultism	dk_nab_civil_philosophy_007_natural_philosophy	0	2	4
dk_nab_civil_philosophy_009_military_mint	dk_nab_civil_philosophy_008_cultism	0	1	3
dk_nab_military_management_002_mercenaries	dk_nab_military_management_001_logistics	0	1	4
dk_nab_military_management_003_naval_maneuvers	dk_nab_military_management_001_logistics	0	3	4
dk_nab_military_management_004_military_method	dk_nab_military_management_002_mercenaries	0	2	4
dk_nab_military_management_005_fore_and_aft_riggin	dk_nab_military_management_003_naval_maneuvers	0	2	4
dk_nab_military_management_006_hellenic_military_traditions	dk_nab_military_management_004_military_method	0	2	4
dk_nab_military_management_008_naval_artillery	dk_nab_military_management_005_fore_and_aft_riggin	0	2	3
dk_nab_military_management_007_professional_soldiery	dk_nab_military_management_006_hellenic_military_traditions	0	3	1
dk_nab_military_management_009_marine_training	dk_nab_military_management_008_naval_artillery	0	2	4
dk_nab_military_siege_002_siege_tower	dk_nab_military_siege_001_Engineering	0	1	4
dk_nab_military_siege_003_central_grain_warehouse	dk_nab_military_siege_001_Engineering	0	3	4
dk_nab_military_siege_004_battering_ram	dk_nab_military_siege_002_siege_tower	0	2	4
dk_nab_military_siege_005_ammunition_stores	dk_nab_military_siege_003_central_grain_warehouse	0	2	4
dk_nab_military_siege_006_armoured_siege_units	dk_nab_military_siege_004_battering_ram	0	2	1
dk_nab_military_siege_008_emergency_siege_measures	dk_nab_military_siege_005_ammunition_stores	0	2	4
dk_nab_military_siege_007_torsion_techniques	dk_nab_military_siege_006_armoured_siege_units	0	2	4
dk_nab_military_siege_009_improved_defensive_artillery	dk_nab_military_siege_008_emergency_siege_measures	0	1	3
dk_nab_military_tactics_002_ship_pumps	dk_nab_military_tactics_001_physical_conditioning	0	1	4
dk_nab_military_tactics_003_gymnasia	dk_nab_military_tactics_001_physical_conditioning	0	3	4
dk_nab_military_tactics_004_deck_artillery	dk_nab_military_tactics_002_ship_pumps	0	2	4
dk_nab_military_tactics_005_tactical_flexibility	dk_nab_military_tactics_003_gymnasia	0	2	4
dk_nab_military_tactics_006_ship_rams	dk_nab_military_tactics_004_deck_artillery	0	2	1
dk_nab_military_tactics_008_tactical_drills	dk_nab_military_tactics_005_tactical_flexibility	0	2	4
dk_nab_military_tactics_007_improved_ramming	dk_nab_military_tactics_006_ship_rams	0	2	4
dk_nab_military_tactics_009_strategic_maneuvers	dk_nab_military_tactics_008_tactical_drills	0	1	3
dk_num_civil_construction_002_water_sleucing	dk_num_civil_construction_001_tax_labour	0	3	1
dk_num_civil_construction_003_quarrying	dk_num_civil_construction_001_tax_labour	0	2	1
dk_num_civil_construction_004_advanced_construction	dk_num_civil_construction_003_quarrying	0	2	4
dk_num_civil_construction_005_architectural_advances	dk_num_civil_construction_004_advanced_construction	0	1	4
dk_num_civil_construction_006_measuring_instruments	dk_num_civil_construction_004_advanced_construction	0	3	4
dk_num_civil_construction_007_concrete	dk_num_civil_construction_005_architectural_advances	0	2	4
dk_num_civil_construction_008_crane_mechanics	dk_num_civil_construction_006_measuring_instruments	0	2	4
dk_num_civil_construction_009_monumental_architecture	dk_num_civil_construction_007_concrete	0	2	1
dk_num_civil_construction_009_monumental_architecture	dk_num_civil_construction_008_crane_mechanics	0	2	3
dk_num_civil_economy_002_fertilization	dk_num_civil_economy_001_formal_government	0	1	4
dk_num_civil_economy_003_preferred_markets	dk_num_civil_economy_001_formal_government	0	3	4
dk_num_civil_economy_006_crop_rotation	dk_num_civil_economy_002_fertilization	0	3	4
dk_num_civil_economy_005_armed_escorts	dk_num_civil_economy_003_preferred_markets	0	2	4
dk_num_civil_economy_008_intensified_agriculture	dk_num_civil_economy_004_improved_drainage	0	2	4
dk_num_civil_economy_007_trade_language	dk_num_civil_economy_005_armed_escorts	0	1	4
dk_num_civil_economy_004_improved_drainage	dk_num_civil_economy_006_crop_rotation	0	1	4
dk_num_civil_economy_009_fixed_tariffs	dk_num_civil_economy_007_trade_language	0	3	4
dk_num_civil_philosophy_002_dynastic_list	dk_num_civil_philosophy_001_temple_tax	0	1	4
