effect_bundle_key	effect_key	effect_scope	value	advancement_stage
emp_faction_trait_successors_egypt	rom_faction_trait_successor_egypt_ptolemaic_enlightenment	this_faction	20.0000	start_turn_completed
emp_faction_trait_successors	rom_faction_province_attribute_authority_unseen	in_all_your_provinces_unseen	3.0000	start_turn_completed
emp_faction_trait_successors	rom_faction_province_attribute_subterfuge_unseen	in_all_your_provinces_unseen	2.0000	start_turn_completed
emp_faction_trait_successors	rom_faction_province_attribute_zeal_unseen	in_all_your_provinces_unseen	4.0000	start_turn_completed
emp_faction_trait_successors	rom_faction_trait_black_sea_core_greek_hearts	in_all_your_forces	15.0000	start_turn_completed
emp_faction_trait_successors	rom_faction_trait_successor_core_alexander_legacy	this_faction	50.0000	start_turn_completed
female_leader_agriculture_rom_refuse	rom_event_political_party_loyalty	this_faction	6.0000	start_turn_completed
female_leader_cavalry_barb_refuse	subject_happiness	in_all_your_provinces	3.0000	start_turn_completed
female_leader_daughter_rom_refuse	rom_event_political_party_loyalty	this_faction	6.0000	start_turn_completed
female_leader_diplomat_rom_refuse	rom_event_political_party_loyalty	this_faction	6.0000	start_turn_completed
female_leader_fleet_barb_refuse	rom_building_research_points_mod	this_faction	10.0000	start_turn_completed
female_leader_trader_rom_refuse	subject_diplomacy	this_faction	6.0000	start_turn_completed
female_leader_warrior_barb_refuse	rom_force_unit_mod_morale	in_all_your_armies	5.0000	start_turn_completed
festival_lemuria	rom_building_culture_conversion_latin	in_all_your_regions	4.0000	start_turn_completed
festival_ludi_plebeii	rom_building_gdp_mod_culture_all	in_all_your_regions	20.0000	start_turn_completed
festival_ludi_plebeii	rom_faction_public_order_events	in_all_your_provinces	4.0000	start_turn_completed
festival_ludi_romani	rom_building_culture_conversion_latin	in_all_your_regions	4.0000	start_turn_completed
festival_ludi_romani	rom_faction_public_order_events	in_all_your_provinces	4.0000	start_turn_completed
festive_delphi	rom_building_gdp_mod_all	in_all_your_regions	10.0000	start_turn_completed
festive_delphi	rom_faction_public_order_events	in_all_your_provinces	4.0000	start_turn_completed
festive_eleusis	rom_building_culture_conversion_hellenic	in_all_your_regions	4.0000	start_turn_completed
festive_eleusis	rom_faction_public_order_events	in_all_your_provinces	4.0000	start_turn_completed
festive_feast	rom_building_gdp_mod_agriculture_all	in_all_your_regions	15.0000	start_turn_completed
festive_feast	rom_faction_public_order_events	in_all_your_provinces	4.0000	start_turn_completed
festive_fire	rom_building_culture_conversion_eastern	in_all_your_regions	4.0000	start_turn_completed
festive_fire	rom_faction_public_order_events	in_all_your_provinces	4.0000	start_turn_completed
festive_thesmophoria	rom_building_gdp_mod_agriculture_all	in_all_your_regions	25.0000	start_turn_completed
festive_thesmophoria	rom_faction_public_order_events	in_all_your_provinces	4.0000	start_turn_completed
festive_votive_offering	rom_faction_public_order_events	in_all_your_provinces	4.0000	start_turn_completed
festive_votive_offering	rom_force_unit_mod_morale	in_all_your_forces	5.0000	start_turn_completed
festive_waters	rom_building_research_points_mod	this_faction	10.0000	start_turn_completed
festive_waters	rom_faction_public_order_events	in_all_your_provinces	4.0000	start_turn_completed
gaul_faction_imperium_level_2	gaul_faction_imperium_diplomacy_penalty	this_faction	-5.0000	start_turn_completed
gaul_faction_imperium_level_2	rom_tech_civil_economy_tax_mod	this_faction	20.0000	start_turn_completed
gaul_faction_imperium_level_3	gaul_faction_imperium_diplomacy_penalty	this_faction	-15.0000	start_turn_completed
gaul_faction_imperium_level_3	rom_tech_civil_economy_tax_mod	this_faction	15.0000	start_turn_completed
gaul_faction_imperium_level_4	gaul_faction_imperium_diplomacy_penalty	this_faction	-40.0000	start_turn_completed
gaul_faction_imperium_level_4	rom_tech_civil_economy_tax_mod	this_faction	10.0000	start_turn_completed
gaul_faction_imperium_level_5	gaul_faction_imperium_diplomacy_penalty	this_faction	-75.0000	start_turn_completed
gaul_faction_imperium_level_5	rom_tech_civil_economy_tax_mod	this_faction	5.0000	start_turn_completed
gaul_faction_trait_belgic_friend_rome	rom_faction_province_attribute_authority_unseen	in_all_your_provinces_unseen	2.0000	start_turn_completed
gaul_faction_trait_belgic_friend_rome	rom_faction_province_attribute_subterfuge_unseen	in_all_your_provinces_unseen	3.0000	start_turn_completed
gaul_faction_trait_belgic_friend_rome	rom_faction_province_attribute_zeal_unseen	in_all_your_provinces_unseen	4.0000	start_turn_completed
gaul_faction_trait_belgic_nervii	gaul_faction_trait_gallic_nervii_core_defenders	in_all_your_forces	15.0000	start_turn_completed
gaul_faction_trait_belgic_nervii	rom_building_gdp_subsistence_faction_capital_hidden	this_faction	500.0000	start_turn_completed
gaul_faction_trait_belgic_nervii	rom_faction_province_attribute_authority_unseen	in_all_your_provinces_unseen	2.0000	start_turn_completed
gaul_faction_trait_belgic_nervii	rom_faction_province_attribute_subterfuge_unseen	in_all_your_provinces_unseen	3.0000	start_turn_completed
gaul_faction_trait_belgic_nervii	rom_faction_province_attribute_zeal_unseen	in_all_your_provinces_unseen	4.0000	start_turn_completed
gaul_faction_trait_belgic_nervii	rom_faction_trait_gallic_nervii_ambushers	in_all_your_forces	50.0000	start_turn_completed
gaul_faction_trait_belgic	rom_faction_province_attribute_authority_unseen	in_all_your_provinces_unseen	2.0000	start_turn_completed
gaul_faction_trait_belgic	rom_faction_province_attribute_subterfuge_unseen	in_all_your_provinces_unseen	3.0000	start_turn_completed
gaul_faction_trait_belgic	rom_faction_province_attribute_zeal_unseen	in_all_your_provinces_unseen	4.0000	start_turn_completed
gaul_faction_trait_britannic	rom_faction_province_attribute_authority_unseen	in_all_your_provinces_unseen	3.0000	start_turn_completed
gaul_faction_trait_britannic	rom_faction_province_attribute_subterfuge_unseen	in_all_your_provinces_unseen	2.0000	start_turn_completed
gaul_faction_trait_britannic	rom_faction_province_attribute_zeal_unseen	in_all_your_provinces_unseen	4.0000	start_turn_completed
gaul_faction_trait_gallic_arverni	gaul_faction_trait_gallic_arverni_core_champions	in_all_your_forces	15.0000	start_turn_completed
gaul_faction_trait_gallic_arverni	rom_building_gdp_subsistence_faction_capital_hidden	this_faction	500.0000	start_turn_completed
gaul_faction_trait_gallic_arverni	rom_faction_province_attribute_authority_unseen	in_all_your_provinces_unseen	3.0000	start_turn_completed
gaul_faction_trait_gallic_arverni	rom_faction_province_attribute_subterfuge_unseen	in_all_your_provinces_unseen	2.0000	start_turn_completed
gaul_faction_trait_gallic_arverni	rom_faction_province_attribute_zeal_unseen	in_all_your_provinces_unseen	4.0000	start_turn_completed
gaul_faction_trait_gallic_arverni	rom_faction_trait_gallic_arverni_tribal_hegemony	this_faction	40.0000	start_turn_completed
gaul_faction_trait_gallic_friend_rome	gaul_faction_imperium_diplomacy_gallic_penalty	this_faction	-50.0000	start_turn_completed
gaul_faction_trait_gallic_friend_rome	gaul_faction_imperium_diplomacy_roman_bonus	this_faction	50.0000	start_turn_completed
gaul_faction_trait_gallic_friend_rome	rom_faction_province_attribute_authority_unseen	in_all_your_provinces_unseen	3.0000	start_turn_completed
gaul_faction_trait_gallic_friend_rome	rom_faction_province_attribute_subterfuge_unseen	in_all_your_provinces_unseen	2.0000	start_turn_completed
gaul_faction_trait_gallic_friend_rome	rom_faction_province_attribute_zeal_unseen	in_all_your_provinces_unseen	4.0000	start_turn_completed
gaul_faction_trait_gallic	rom_faction_province_attribute_authority_unseen	in_all_your_provinces_unseen	3.0000	start_turn_completed
gaul_faction_trait_gallic	rom_faction_province_attribute_subterfuge_unseen	in_all_your_provinces_unseen	2.0000	start_turn_completed
gaul_faction_trait_gallic	rom_faction_province_attribute_zeal_unseen	in_all_your_provinces_unseen	4.0000	start_turn_completed
gaul_faction_trait_germanic_suebi	gaul_faction_trait_germanic_suebi_core_invaders	in_all_your_forces	20.0000	start_turn_completed
gaul_faction_trait_germanic_suebi	rom_building_gdp_subsistence_faction_capital_hidden	this_faction	500.0000	start_turn_completed
gaul_faction_trait_germanic_suebi	rom_faction_province_attribute_authority_unseen	in_all_your_provinces_unseen	2.0000	start_turn_completed
gaul_faction_trait_germanic_suebi	rom_faction_province_attribute_subterfuge_unseen	in_all_your_provinces_unseen	3.0000	start_turn_completed
gaul_faction_trait_germanic_suebi	rom_faction_province_attribute_zeal_unseen	in_all_your_provinces_unseen	4.0000	start_turn_completed
gaul_faction_trait_germanic_suebi	rom_faction_trait_germanic_core_marauders	in_all_your_forces	100.0000	start_turn_completed
gaul_faction_trait_rome	gaul_faction_trait_rome_julia_core_civilisation	in_all_your_forces	15.0000	start_turn_completed
gaul_faction_trait_rome	gaul_faction_trait_rome_julia_cultural_romanisers	this_faction	2.0000	start_turn_completed
gaul_faction_trait_rome	rom_building_gdp_subsistence_faction_capital_hidden	this_faction	1000.0000	start_turn_completed
gaul_faction_trait_rome	rom_faction_province_attribute_authority_unseen	in_all_your_provinces_unseen	3.0000	start_turn_completed
gaul_faction_trait_rome	rom_faction_province_attribute_subterfuge_unseen	in_all_your_provinces_unseen	3.0000	start_turn_completed
gaul_faction_trait_rome	rom_faction_province_attribute_zeal_unseen	in_all_your_provinces_unseen	3.0000	start_turn_completed
gaul_season_autumn_bad	rom_building_gdp_mod_agriculture_all	regions_in_this_province	10.0000	end_round_completed
gaul_season_autumn_bad	rom_faction_public_order_events	this_province	-2.0000	end_round_completed
gaul_season_autumn_bad	rom_force_unit_mod_morale	this_province_all_forces_any_faction	-4.0000	end_round_completed
gaul_season_autumn_good	rom_building_gdp_mod_agriculture_all	regions_in_this_province	50.0000	end_round_completed
gaul_season_autumn_good	rom_faction_public_order_events	this_province	6.0000	end_round_completed
gaul_season_autumn_good	rom_force_unit_mod_morale	this_province_all_forces_any_faction	12.0000	end_round_completed
gaul_season_autumn	rom_building_gdp_mod_agriculture_all	regions_in_this_province	30.0000	end_round_completed
gaul_season_autumn	rom_faction_public_order_events	this_province	2.0000	end_round_completed
gaul_season_autumn	rom_force_unit_mod_morale	this_province_all_forces_any_faction	4.0000	end_round_completed
gaul_season_spring_bad	rom_building_gdp_mod_agriculture_all	regions_in_this_province	-15.0000	end_round_completed
gaul_season_spring_bad	rom_faction_public_order_events	this_province	-2.0000	end_round_completed
gaul_season_spring_bad	rom_force_unit_mod_morale	this_province_all_forces_any_faction	-4.0000	end_round_completed
gaul_season_spring_good	rom_building_gdp_mod_agriculture_all	regions_in_this_province	5.0000	end_round_completed
gaul_season_spring_good	rom_faction_public_order_events	this_province	6.0000	end_round_completed
gaul_season_spring_good	rom_force_unit_mod_morale	this_province_all_forces_any_faction	12.0000	end_round_completed
gaul_season_spring	rom_building_gdp_mod_agriculture_all	regions_in_this_province	-5.0000	end_round_completed
gaul_season_spring	rom_faction_public_order_events	this_province	2.0000	end_round_completed
gaul_season_spring	rom_force_unit_mod_morale	this_province_all_forces_any_faction	4.0000	end_round_completed
gaul_season_summer_bad	rom_building_gdp_mod_agriculture_all	regions_in_this_province	-5.0000	end_round_completed
gaul_season_summer_bad	rom_faction_public_order_events	this_province	-1.0000	end_round_completed
gaul_season_summer_bad	rom_force_unit_mod_morale	this_province_all_forces_any_faction	-5.0000	end_round_completed
gaul_season_summer_good	rom_building_gdp_mod_agriculture_all	regions_in_this_province	10.0000	end_round_completed
gaul_season_summer_good	rom_faction_public_order_events	this_province	3.0000	end_round_completed
gaul_season_summer_good	rom_force_unit_mod_morale	this_province_all_forces_any_faction	9.0000	end_round_completed
gaul_season_summer	rom_building_gdp_mod_agriculture_all	regions_in_this_province	5.0000	end_round_completed
gaul_season_summer	rom_faction_public_order_events	this_province	1.0000	end_round_completed
gaul_season_summer	rom_force_unit_mod_morale	this_province_all_forces_any_faction	2.0000	end_round_completed
gaul_season_winter_bad	rom_building_gdp_mod_agriculture_all	regions_in_this_province	-50.0000	end_round_completed
gaul_season_winter_bad	rom_faction_public_order_events	this_province	-5.0000	end_round_completed
gaul_season_winter_bad	rom_force_unit_mod_morale	this_province_all_forces_any_faction	-12.0000	end_round_completed
gaul_season_winter_good	rom_building_gdp_mod_agriculture_all	regions_in_this_province	-10.0000	end_round_completed
gaul_season_winter_good	rom_faction_public_order_events	this_province	-1.0000	end_round_completed
gaul_season_winter_good	rom_force_unit_mod_morale	this_province_all_forces_any_faction	-4.0000	end_round_completed
gaul_season_winter	rom_building_gdp_mod_agriculture_all	regions_in_this_province	-30.0000	end_round_completed
gaul_season_winter	rom_faction_public_order_events	this_province	-3.0000	end_round_completed
gaul_season_winter	rom_force_unit_mod_morale	this_province_all_forces_any_faction	-8.0000	end_round_completed
gaul_tech_module_development_culture_1	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	1.0000	start_turn_completed
gaul_tech_module_development_culture_2	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	2.0000	start_turn_completed
gaul_tech_module_development_culture_3	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	3.0000	start_turn_completed
gaul_tech_module_development_infrastructure_1	rom_tech_civil_economy_growth_mod	in_all_your_provinces	1.0000	start_turn_completed
gaul_tech_module_development_infrastructure_2	rom_tech_civil_economy_growth_mod	in_all_your_provinces	2.0000	start_turn_completed
gaul_tech_module_development_infrastructure_3	rom_tech_civil_economy_growth_mod	in_all_your_provinces	3.0000	start_turn_completed
gaul_tech_module_development_military_1	rom_force_unit_mod_experience_gain_rate	in_all_your_forces	5.0000	start_turn_completed
gaul_tech_module_development_military_2	rom_force_unit_mod_experience_gain_rate	in_all_your_forces	10.0000	start_turn_completed
gaul_tech_module_development_military_3	rom_force_unit_mod_experience_gain_rate	in_all_your_forces	15.0000	start_turn_completed
gaul_tech_module_politics_aristocracy_1	rom_faction_increase_imperium	this_faction	2.0000	start_turn_completed
gaul_tech_module_politics_aristocracy_2	rom_faction_increase_imperium	this_faction	4.0000	start_turn_completed
gaul_tech_module_politics_aristocracy_3	rom_faction_increase_imperium	this_faction	6.0000	start_turn_completed
gaul_tech_module_politics_caesar_1	rom_faction_increase_imperium	this_faction	2.0000	start_turn_completed
gaul_tech_module_politics_caesar_2	rom_faction_increase_imperium	this_faction	4.0000	start_turn_completed
gaul_tech_module_politics_caesar_3	rom_faction_increase_imperium	this_faction	6.0000	start_turn_completed
gaul_tech_module_politics_crassus_1	rom_tech_civil_economy_trade_gdp_mod	in_all_your_regions	5.0000	start_turn_completed
gaul_tech_module_politics_crassus_2	rom_tech_civil_economy_trade_gdp_mod	in_all_your_regions	10.0000	start_turn_completed
gaul_tech_module_politics_crassus_3	rom_tech_civil_economy_trade_gdp_mod	in_all_your_regions	15.0000	start_turn_completed
gaul_tech_module_politics_people_1	rom_force_campaign_mod_recruitment_cost_all	in_all_your_forces	-2.0000	start_turn_completed
gaul_tech_module_politics_people_2	rom_force_campaign_mod_recruitment_cost_all	in_all_your_forces	-4.0000	start_turn_completed
gaul_tech_module_politics_people_3	rom_force_campaign_mod_recruitment_cost_all	in_all_your_forces	-6.0000	start_turn_completed
gaul_tech_module_politics_pompey_1	rom_force_campaign_mod_recruitment_cost_all	in_all_your_forces	-2.0000	start_turn_completed
gaul_tech_module_politics_pompey_2	rom_force_campaign_mod_recruitment_cost_all	in_all_your_forces	-4.0000	start_turn_completed
gaul_tech_module_politics_pompey_3	rom_force_campaign_mod_recruitment_cost_all	in_all_your_forces	-6.0000	start_turn_completed
gaul_tech_module_politics_priesthood_1	rom_tech_civil_philosophy_conversion_mod	this_faction	1.0000	start_turn_completed
gaul_tech_module_politics_priesthood_2	rom_tech_civil_philosophy_conversion_mod	this_faction	2.0000	start_turn_completed
gaul_tech_module_politics_priesthood_3	rom_tech_civil_philosophy_conversion_mod	this_faction	3.0000	start_turn_completed
govt_type_elected_monarchy	rom_building_research_points_mod_military	this_faction	20.0000	start_turn_completed
govt_type_elected_monarchy	rom_faction_political_party_loyalty	this_faction	-5.0000	start_turn_completed
govt_type_elected_monarchy	rom_tech_military_management_upkeep_mod	in_all_your_forces	-10.0000	start_turn_completed
govt_type_elected_monarchy	z_elected_monarchy_political_party_actions	this_faction	1.0000	start_turn_completed
govt_type_empire	edict_cap_bonus	this_faction	1.0000	start_turn_completed
govt_type_empire	rom_building_research_points	this_faction	20.0000	start_turn_completed
govt_type_empire	rom_faction_political_party_loyalty	this_faction	15.0000	start_turn_completed
govt_type_empire	rom_tech_military_management_recruitment_mod	in_all_your_provinces	1.0000	start_turn_completed
govt_type_empire	z_empire_political_party_actions	this_faction	1.0000	start_turn_completed
govt_type_hereditary_monarchy	rom_force_unit_mod_experience_base	in_all_your_provinces	2.0000	start_turn_completed
govt_type_hereditary_monarchy	rom_force_unit_mod_experience_base_naval	in_all_your_sea_regions	2.0000	start_turn_completed
govt_type_hereditary_monarchy	rom_tech_civil_economy_tax_mod	this_faction	5.0000	start_turn_completed
govt_type_hereditary_monarchy	rom_tech_military_management_recruitment_mod	in_all_your_provinces	1.0000	start_turn_completed
govt_type_hereditary_monarchy	z_hereditary_monarchy_political_party_actions	this_faction	1.0000	start_turn_completed
govt_type_republic	rom_building_research_points_mod_civil	this_faction	20.0000	start_turn_completed
govt_type_republic	rom_faction_political_party_loyalty	this_faction	-10.0000	start_turn_completed
govt_type_republic	rom_faction_public_order_hidden	in_all_your_provinces	10.0000	start_turn_completed
govt_type_republic	z_republic_political_party_actions	this_faction	1.0000	start_turn_completed
honouring_the_god_of_sea	rom_building_gdp_mod_culture_all	in_all_your_regions	15.0000	start_turn_completed
honouring_the_god_of_sea	rom_building_recruitment_cost_mod_naval	in_all_your_navies	-15.0000	start_turn_completed
imperium_1	dummy_political_party_loyalty	this_faction	30.0000	start_turn_completed
imperium_1	rom_faction_public_order_foreign_culture_penalty	in_all_your_provinces	2.0000	start_turn_completed
imperium_1	rom_tech_civil_philosophy_political_action_cost_mod	this_faction	4.0000	start_turn_completed
imperium_1	rom_tech_civil_philosophy_political_political_event_mod	this_faction	1.0000	start_turn_completed
imperium_1	rom_tech_military_management_upkeep_mod	in_all_your_armies	4.0000	start_turn_completed
imperium_1	rom_tech_military_navy_upkeep_mod	in_all_your_navies	4.0000	start_turn_completed
imperium_1	rom_tech_module_civil_philosophy	this_faction	1.0000	start_turn_completed
imperium_2	dummy_political_party_loyalty	this_faction	25.0000	start_turn_completed
imperium_2	rom_faction_public_order_foreign_culture_penalty	in_all_your_provinces	3.0000	start_turn_completed
imperium_2	rom_tech_civil_philosophy_political_action_cost_mod	this_faction	6.0000	start_turn_completed
imperium_2	rom_tech_civil_philosophy_political_political_event_mod	this_faction	2.0000	start_turn_completed
imperium_2	rom_tech_military_management_upkeep_mod	in_all_your_armies	8.0000	start_turn_completed
imperium_2	rom_tech_military_navy_upkeep_mod	in_all_your_navies	8.0000	start_turn_completed
imperium_2	rom_tech_module_civil_philosophy	this_faction	2.0000	start_turn_completed
imperium_3	dummy_political_party_loyalty	this_faction	20.0000	start_turn_completed
imperium_3	rom_faction_public_order_foreign_culture_penalty	in_all_your_provinces	5.0000	start_turn_completed
imperium_3	rom_imperium_power_to_ruling_party_tiny	this_faction	50.0000	start_turn_completed
imperium_3	rom_tech_civil_philosophy_political_action_cost_mod	this_faction	12.0000	start_turn_completed
imperium_3	rom_tech_civil_philosophy_political_political_event_mod	this_faction	3.0000	start_turn_completed
imperium_3	rom_tech_military_management_upkeep_mod	in_all_your_armies	12.0000	start_turn_completed
imperium_3	rom_tech_military_navy_upkeep_mod	in_all_your_navies	12.0000	start_turn_completed
imperium_3	rom_tech_module_civil_philosophy	this_faction	3.0000	start_turn_completed
imperium_4	dummy_political_party_loyalty	this_faction	10.0000	start_turn_completed
imperium_4	gaul_faction_imperium_diplomacy_penalty	this_faction	-5.0000	start_turn_completed
imperium_4	rom_faction_public_order_foreign_culture_penalty	in_all_your_provinces	10.0000	start_turn_completed
imperium_4	rom_imperium_power_to_ruling_party_tiny	this_faction	50.0000	start_turn_completed
imperium_4	rom_tech_civil_philosophy_political_action_cost_mod	this_faction	24.0000	start_turn_completed
imperium_4	rom_tech_civil_philosophy_political_political_event_mod	this_faction	6.0000	start_turn_completed
imperium_4	rom_tech_military_management_upkeep_mod	in_all_your_armies	18.0000	start_turn_completed
imperium_4	rom_tech_military_navy_upkeep_mod	in_all_your_navies	18.0000	start_turn_completed
imperium_4	rom_tech_module_civil_philosophy	this_faction	5.0000	start_turn_completed
imperium_5	gaul_faction_imperium_diplomacy_penalty	this_faction	-10.0000	start_turn_completed
imperium_5	rom_faction_public_order_foreign_culture_penalty	in_all_your_provinces	15.0000	start_turn_completed
imperium_5	rom_imperium_power_to_ruling_party_small	this_faction	100.0000	start_turn_completed
imperium_5	rom_tech_civil_philosophy_political_action_cost_mod	this_faction	48.0000	start_turn_completed
imperium_5	rom_tech_civil_philosophy_political_political_event_mod	this_faction	12.0000	start_turn_completed
imperium_5	rom_tech_military_management_upkeep_mod	in_all_your_armies	24.0000	start_turn_completed
imperium_5	rom_tech_military_navy_upkeep_mod	in_all_your_navies	24.0000	start_turn_completed
imperium_5	rom_tech_module_civil_philosophy	this_faction	10.0000	start_turn_completed
imperium_6	dummy_political_party_loyalty	this_faction	-5.0000	start_turn_completed
imperium_6	gaul_faction_imperium_diplomacy_penalty	this_faction	-25.0000	start_turn_completed
imperium_6	rom_faction_public_order_foreign_culture_penalty	in_all_your_provinces	20.0000	start_turn_completed
imperium_6	rom_imperium_power_to_ruling_party_minor	this_faction	150.0000	start_turn_completed
imperium_6	rom_tech_civil_philosophy_political_action_cost_mod	this_faction	96.0000	start_turn_completed
imperium_6	rom_tech_civil_philosophy_political_political_event_mod	this_faction	24.0000	start_turn_completed
imperium_6	rom_tech_military_management_upkeep_mod	in_all_your_armies	30.0000	start_turn_completed
imperium_6	rom_tech_military_navy_upkeep_mod	in_all_your_navies	30.0000	start_turn_completed
imperium_6	rom_tech_module_civil_philosophy	this_faction	15.0000	start_turn_completed
imperium_7	dummy_political_party_loyalty	this_faction	-10.0000	start_turn_completed
imperium_7	gaul_faction_imperium_diplomacy_penalty	this_faction	-50.0000	start_turn_completed
imperium_7	rom_faction_public_order_foreign_culture_penalty	in_all_your_provinces	30.0000	start_turn_completed
imperium_7	rom_imperium_power_to_ruling_party_large	this_faction	250.0000	start_turn_completed
imperium_7	rom_tech_civil_philosophy_political_action_cost_mod	this_faction	144.0000	start_turn_completed
imperium_7	rom_tech_civil_philosophy_political_political_event_mod	this_faction	36.0000	start_turn_completed
imperium_7	rom_tech_military_management_upkeep_mod	in_all_your_armies	40.0000	start_turn_completed
imperium_7	rom_tech_military_navy_upkeep_mod	in_all_your_navies	40.0000	start_turn_completed
imperium_7	rom_tech_module_civil_philosophy	this_faction	20.0000	start_turn_completed
imperium_8	dummy_political_party_loyalty	this_faction	-15.0000	start_turn_completed
imperium_8	gaul_faction_imperium_diplomacy_penalty	this_faction	-100.0000	start_turn_completed
imperium_8	rom_faction_public_order_foreign_culture_penalty	in_all_your_provinces	50.0000	start_turn_completed
imperium_8	rom_imperium_power_to_ruling_party_huge	this_faction	500.0000	start_turn_completed
imperium_8	rom_tech_civil_philosophy_political_action_cost_mod	this_faction	192.0000	start_turn_completed
imperium_8	rom_tech_civil_philosophy_political_political_event_mod	this_faction	48.0000	start_turn_completed
imperium_8	rom_tech_military_management_upkeep_mod	in_all_your_armies	50.0000	start_turn_completed
imperium_8	rom_tech_military_navy_upkeep_mod	in_all_your_navies	50.0000	start_turn_completed
imperium_8	rom_tech_module_civil_philosophy	this_faction	30.0000	start_turn_completed
imv_wealth_entertainment_incr	rom_building_gdp_mod_culture_entertainment	in_all_your_regions	20.0000	start_turn_completed
inv_campaign_move_armies_incr	inv_event_army_movement_range	in_all_your_armies	15.0000	end_round_completed
inv_campaign_move_navies_incr	inv_event_navy_movement_range	in_all_your_navies	15.0000	end_round_completed
inv_cavalry_charge_incr	rom_force_unit_mod_cavalry_charge_bonus	in_all_your_armies	20.0000	start_turn_completed
inv_colony_discovered_1	rom_building_resource_timber_production	this_region	20.0000	start_turn_completed
inv_colony_discovered_1	rom_general_local_mod_construction_costs	in_all_your_regions	-15.0000	start_turn_completed
inv_colony_discovered_2	rom_building_gdp_mod_trade_local	in_all_your_regions	18.0000	start_turn_completed
inv_colony_discovered_2	rom_building_resource_leather_production	this_region	20.0000	start_turn_completed
inv_colony_discovered_3	rom_building_research_points_mod	this_faction	25.0000	start_turn_completed
inv_colony_discovered_3	rom_building_resource_amber_production	this_region	20.0000	start_turn_completed
inv_colony_discovered_4	inv_building_resource_wine_production	this_region	20.0000	start_turn_completed
inv_colony_discovered_4	rom_event_political_party_loyalty	this_faction	10.0000	start_turn_completed
inv_colony_discovered_5	rom_building_resource_iron_production	this_region	20.0000	start_turn_completed
inv_colony_discovered_5	rom_building_unit_equipment_armour_silver	in_all_your_provinces	10.0000	start_turn_completed
inv_colony_discovered_5	rom_building_unit_equipment_weapon_silver	in_all_your_provinces	10.0000	start_turn_completed
inv_colony_discovered_5	rom_force_campaign_mod_recruitment_cost_all	in_all_your_forces	-5.0000	start_turn_completed
inv_colony_discovered_fail_gods	rom_faction_public_order_events	in_all_your_provinces	-2.0000	start_turn_completed
inv_colony_discovered_fail_man	rom_event_political_party_loyalty	this_faction	-5.0000	start_turn_completed
inv_construction_cost_temple_decr	rom_tech_engineering_construction_temple_cost_mod	in_all_your_regions	-30.0000	start_turn_completed
inv_construction_cost_temple_incr	rom_tech_engineering_construction_temple_cost_mod	in_all_your_regions	30.0000	start_turn_completed
inv_corruption_decr	3c_event_tax_rate	in_all_your_provinces	10.0000	start_turn_completed
inv_corruption_decr	rom_any_corruption_mod_global	this_faction	-15.0000	start_turn_completed
inv_culture_celtic_incr	inv_event_culture_conversion_celtic	in_all_your_regions	2.0000	start_turn_completed
inv_culture_greek_incr	rom_building_culture_conversion_hellenic	this_faction	2.0000	start_turn_completed
inv_diplomacy_all_decr	rom_diplomacy_all	this_faction	-15.0000	start_turn_completed
inv_diplomacy_all_incr	rom_diplomacy_all	this_faction	15.0000	start_turn_completed
inv_diplomacy_greek_incr	dk_diplomacy_hellenic	this_faction	15.0000	start_turn_completed
inv_etruscan_summit_effect_bundle_1	rom_building_recruitment_points	in_all_your_provinces	2.0000	start_turn_completed
inv_etruscan_summit_effect_bundle_1	rom_force_campaign_mod_recruitment_cost_all	in_all_your_forces	-20.0000	start_turn_completed
inv_etruscan_summit_effect_bundle_2	rom_building_trade_tariffs_all	this_faction	15.0000	start_turn_completed
inv_etruscan_summit_effect_bundle_2	rom_faction_diplomacy_positive_moderate	this_faction	30.0000	start_turn_completed
inv_etruscan_summit_effect_bundle_3	3c_event_faction_replenishment	in_all_your_forces	10.0000	start_turn_completed
inv_etruscan_summit_effect_bundle_3	rom_force_campaign_mod_upkeep_land	in_all_your_forces	-20.0000	start_turn_completed
inv_etruscan_summit_effect_bundle_4	rom_force_campaign_mod_line_of_sight	all_your_generals	20.0000	start_turn_completed
inv_etruscan_summit_effect_bundle_4	rom_force_campaign_mod_movement_range	in_all_your_forces	20.0000	start_turn_completed
inv_etruscan_summit_effect_bundle_5	rom_building_building_cost_mod	in_all_your_regions	-30.0000	start_turn_completed
inv_etruscan_summit_effect_bundle_6	inv_tech_civil_experience_rate_agents	all_agents	5.0000	start_turn_completed
inv_etruscan_summit_effect_bundle_6	rom_building_research_points_mod	this_faction	30.0000	start_turn_completed
inv_faction_group_gallic	3c_hidden_enable_champion_recruitment	in_all_your_provinces	1.0000	start_turn_completed
inv_faction_group_gallic	3c_hidden_enable_dignitary_recruitment	in_all_your_provinces	1.0000	start_turn_completed
inv_faction_group_gallic	3c_hidden_enable_siege_tower	in_all_your_forces	1.0000	start_turn_completed
inv_faction_group_gallic	inv_faction_group_gallic_fearsome_gauls	in_all_your_forces	15.0000	start_turn_completed
inv_faction_group_gallic	rom_faction_province_attribute_authority_unseen	in_all_your_provinces_unseen	3.0000	start_turn_completed
