key	playable	ui_icon	effect_bundle	initial_power	r	g	b	trait1	trait2
inv_politics_veneti_party3	false	x	rom_dummy_effect_bundle	35	0.0000	158.0000	115.0000		
inv_politics_veneti_party4	false	x	rom_dummy_effect_bundle	35	254.0000	229.0000	216.0000		
inv_politics_veneti_party5	false	x	rom_dummy_effect_bundle	35	34.0000	112.0000	177.0000		
inv_politics_veneti_party6	false	x	rom_dummy_effect_bundle	35	229.0000	161.0000	44.0000		
inv_politics_veneti_party7	false	x	rom_dummy_effect_bundle	35	237.0000	231.0000	73.0000		
inv_politics_veneti_ruler	true	x	inv_faction_trait_veneti	35	210.0000	99.0000	43.0000		
pel_politics_athenai_alkmaionid	true	x	pel_faction_athenai	29	210.0000	99.0000	43.0000		
pel_politics_athenai_apollo	false	x	rom_dummy_effect_bundle	24	237.0000	231.0000	73.0000	polit_trait_expansionist	
pel_politics_athenai_ares	false	x	rom_dummy_effect_bundle	24	229.0000	161.0000	44.0000	polit_trait_militarist	
pel_politics_athenai_aristocratic	false	x	rom_dummy_effect_bundle	26	98.0000	176.0000	228.0000	polit_trait_thirst_for_power	polit_trait_traditionalist
pel_politics_athenai_athena	false	x	rom_dummy_effect_bundle	24	34.0000	112.0000	177.0000	polit_trait_xenophile	
pel_politics_athenai_philaedae	false	x	rom_dummy_effect_bundle	21	0.0000	158.0000	115.0000		
pel_politics_athenai_populist	false	x	rom_dummy_effect_bundle	24	254.0000	229.0000	216.0000	polit_trait_populist	
pel_politics_boiotia_apollo	false	x	rom_dummy_effect_bundle	26	34.0000	112.0000	177.0000	polit_trait_xenophile	
pel_politics_boiotia_ares	false	x	rom_dummy_effect_bundle	26	229.0000	161.0000	44.0000	polit_trait_militarist	
pel_politics_boiotia_athena	false	x	rom_dummy_effect_bundle	26	237.0000	231.0000	73.0000	polit_trait_expansionist	
pel_politics_boiotia_orchomenos	false	x	rom_dummy_effect_bundle	22	98.0000	176.0000	228.0000	polit_trait_thirst_for_power	polit_trait_traditionalist
pel_politics_boiotia_plataea	false	x	rom_dummy_effect_bundle	26	0.0000	158.0000	115.0000		
pel_politics_boiotia_thebai	true	x	pel_faction_boiotia	29	210.0000	99.0000	43.0000		
pel_politics_boiotia_thespiae	false	x	rom_dummy_effect_bundle	23	254.0000	229.0000	216.0000	polit_trait_populist	
pel_politics_korinthos_apollo	false	x	rom_dummy_effect_bundle	23	34.0000	112.0000	177.0000	polit_trait_xenophile	
pel_politics_korinthos_ares	false	x	rom_dummy_effect_bundle	23	229.0000	161.0000	44.0000	polit_trait_militarist	
pel_politics_korinthos_athena	false	x	rom_dummy_effect_bundle	23	237.0000	231.0000	73.0000	polit_trait_expansionist	
pel_politics_korinthos_autocratic	false	x	rom_dummy_effect_bundle	18	98.0000	176.0000	228.0000	polit_trait_thirst_for_power	polit_trait_traditionalist
pel_politics_korinthos_conservative	true	x	pel_faction_korinthos	32	210.0000	99.0000	43.0000		
pel_politics_korinthos_populist	false	x	rom_dummy_effect_bundle	27	0.0000	158.0000	115.0000		
pel_politics_korinthos_tyrannic	false	x	rom_dummy_effect_bundle	23	254.0000	229.0000	216.0000	polit_trait_populist	
pel_politics_sparta_agiad	true	x	pel_faction_sparta	52	210.0000	99.0000	43.0000		
pel_politics_sparta_apollo	false	x	rom_dummy_effect_bundle	48	34.0000	112.0000	177.0000	polit_trait_xenophile	
pel_politics_sparta_ares	false	x	rom_dummy_effect_bundle	48	229.0000	161.0000	44.0000	polit_trait_militarist	
pel_politics_sparta_athena	false	x	rom_dummy_effect_bundle	48	237.0000	231.0000	73.0000	polit_trait_expansionist	
pel_politics_sparta_eurypontid	false	x	rom_dummy_effect_bundle	48	98.0000	176.0000	228.0000	polit_trait_thirst_for_power	polit_trait_traditionalist
pel_politics_sparta_hera	false	x	rom_dummy_effect_bundle	48	254.0000	229.0000	216.0000	polit_trait_populist	
pel_politics_sparta_poseidon	false	x	rom_dummy_effect_bundle	48	0.0000	158.0000	115.0000		
pro_politics_rome_council	true	x	pro_faction_trait_senate	0	98.0000	176.0000	228.0000	polit_trait_bigot	polit_trait_subversive
pun_politics_arevaci_angry_beast	false	x	rom_dummy_effect_bundle	40	229.0000	161.0000	44.0000	polit_trait_militarist	polit_trait_xenophobe
pun_politics_arevaci_council	false	x	rom_dummy_effect_bundle	40	98.0000	176.0000	228.0000	polit_trait_pacifist	
pun_politics_arevaci_hill_warriors	false	x	rom_dummy_effect_bundle	40	0.0000	158.0000	115.0000		
pun_politics_arevaci_iron_axe	false	x	rom_dummy_effect_bundle	40	254.0000	229.0000	216.0000	polit_trait_thirst_for_power	
pun_politics_arevaci_ruler	true	x	pun_faction_trait_arevaci	60	210.0000	99.0000	43.0000		
pun_politics_arevaci_warhorse	false	x	rom_dummy_effect_bundle	40	237.0000	231.0000	73.0000		
pun_politics_arevaci_wooden_shield	false	x	rom_dummy_effect_bundle	40	34.0000	112.0000	177.0000	polit_trait_pacifist	
pun_politics_carthage_barcid	true	x	pun_faction_trait_carthage	60	210.0000	99.0000	43.0000	polit_trait_hates_romans	polit_trait_militarist
pun_politics_carthage_council	false	x	rom_dummy_effect_bundle	40	98.0000	176.0000	228.0000	polit_trait_mercantile	polit_trait_diplomat
pun_politics_carthage_party3	false	x	rom_dummy_effect_bundle	40	0.0000	158.0000	115.0000	polit_trait_patriot	polit_trait_bigot
pun_politics_carthage_party4	false	x	rom_dummy_effect_bundle	40	254.0000	229.0000	216.0000	polit_trait_mogul	
pun_politics_carthage_party5	false	x	rom_dummy_effect_bundle	40	34.0000	112.0000	177.0000	polit_trait_mercantile	
pun_politics_carthage_party6	false	x	rom_dummy_effect_bundle	40	229.0000	161.0000	44.0000	polit_trait_xenophobe	
pun_politics_carthage_party7	false	x	rom_dummy_effect_bundle	40	237.0000	231.0000	73.0000	polit_trait_populist	
pun_politics_lusitani_angry_beast	false	x	rom_dummy_effect_bundle	40	229.0000	161.0000	44.0000	polit_trait_militarist	polit_trait_xenophobe
pun_politics_lusitani_council	false	x	rom_dummy_effect_bundle	40	98.0000	176.0000	228.0000	polit_trait_hates_romans	polit_trait_hates_greeks
pun_politics_lusitani_hill_warriors	false	x	rom_dummy_effect_bundle	40	0.0000	158.0000	115.0000		
pun_politics_lusitani_iron_axe	false	x	rom_dummy_effect_bundle	40	254.0000	229.0000	216.0000	polit_trait_thirst_for_power	
pun_politics_lusitani_ruler	true	x	pun_faction_trait_lusitani	60	210.0000	99.0000	43.0000		
pun_politics_lusitani_warhorse	false	x	rom_dummy_effect_bundle	40	237.0000	231.0000	73.0000		
pun_politics_lusitani_wooden_shield	false	x	rom_dummy_effect_bundle	40	34.0000	112.0000	177.0000	polit_trait_pacifist	
pun_politics_rome_claudia	false	x	rom_dummy_effect_bundle	40	34.0000	112.0000	177.0000	polit_trait_thirst_for_power	polit_trait_subversive
pun_politics_rome_cornelia	true	x	pun_faction_trait_rome	60	210.0000	99.0000	43.0000	polit_trait_thirst_for_power	
pun_politics_rome_council	false	x	rom_dummy_effect_bundle	40	98.0000	176.0000	228.0000	polit_trait_agriculturalist	polit_trait_traditionalist
pun_politics_rome_fabia	false	x	rom_dummy_effect_bundle	40	229.0000	161.0000	44.0000	polit_trait_traditionalist	polit_trait_xenophobe
pun_politics_rome_julia	false	x	rom_dummy_effect_bundle	40	0.0000	158.0000	115.0000	polit_trait_expansionist	polit_trait_hates_barbarians
pun_politics_rome_servilia	false	x	rom_dummy_effect_bundle	40	237.0000	231.0000	73.0000		
pun_politics_rome_valeria	false	x	rom_dummy_effect_bundle	40	254.0000	229.0000	216.0000	polit_trait_thirst_for_power	polit_trait_traditionalist
pun_politics_syracuse_apollo	false	x	rom_dummy_effect_bundle	40	34.0000	112.0000	177.0000	polit_trait_xenophile	
pun_politics_syracuse_ares	false	x	rom_dummy_effect_bundle	40	229.0000	161.0000	44.0000	polit_trait_militarist	
pun_politics_syracuse_athena	false	x	rom_dummy_effect_bundle	40	237.0000	231.0000	73.0000	polit_trait_expansionist	
pun_politics_syracuse_council	false	x	rom_dummy_effect_bundle	40	98.0000	176.0000	228.0000	polit_trait_thirst_for_power	polit_trait_traditionalist
pun_politics_syracuse_hera	false	x	rom_dummy_effect_bundle	40	254.0000	229.0000	216.0000	polit_trait_populist	
pun_politics_syracuse_poseidon	false	x	rom_dummy_effect_bundle	40	0.0000	158.0000	115.0000		
pun_politics_syracuse_ruler	true	x	pun_faction_trait_syracuse	60	210.0000	99.0000	43.0000		
rom_politics_ardiaei_bull	false	x	rom_dummy_effect_bundle	40	237.0000	231.0000	73.0000	polit_trait_hates_greeks	
rom_politics_ardiaei_council	false	x	rom_dummy_effect_bundle	40	98.0000	176.0000	228.0000	polit_trait_pacifist	
rom_politics_ardiaei_earth	false	x	rom_dummy_effect_bundle	40	229.0000	161.0000	44.0000	polit_trait_agriculturalist	
rom_politics_ardiaei_golden_eagle	false	x	rom_dummy_effect_bundle	40	254.0000	229.0000	216.0000	polit_trait_likes_romans	
rom_politics_ardiaei_ruler	true	x	rom_faction_trait_ardiaei	60	210.0000	99.0000	43.0000		
rom_politics_ardiaei_sky	false	x	rom_dummy_effect_bundle	40	34.0000	112.0000	177.0000		
rom_politics_ardiaei_sun	false	x	rom_dummy_effect_bundle	40	0.0000	158.0000	115.0000		
rom_politics_arevaci_angry_beast	false	x	rom_dummy_effect_bundle	40	229.0000	161.0000	44.0000	polit_trait_militarist	polit_trait_xenophobe
rom_politics_arevaci_council	false	x	rom_dummy_effect_bundle	40	98.0000	176.0000	228.0000	polit_trait_hates_barbarians	polit_trait_pacifist
rom_politics_arevaci_hill_warriors	false	x	rom_dummy_effect_bundle	40	0.0000	158.0000	115.0000		
rom_politics_arevaci_iron_axe	false	x	rom_dummy_effect_bundle	40	254.0000	229.0000	216.0000	polit_trait_thirst_for_power	
rom_politics_arevaci_ruler	true	x	pun_faction_trait_arevaci	60	210.0000	99.0000	43.0000		
rom_politics_arevaci_warhorse	false	x	rom_dummy_effect_bundle	40	237.0000	231.0000	73.0000	polit_trait_militarist	
rom_politics_arevaci_wooden_shield	false	x	rom_dummy_effect_bundle	40	34.0000	112.0000	177.0000	polit_trait_pacifist	
rom_politics_armenia_artsakh	false	x	rom_dummy_effect_bundle	22	229.0000	161.0000	44.0000	polit_trait_likes_greeks	
rom_politics_armenia_ayrarat	false	x	rom_dummy_effect_bundle	22	0.0000	158.0000	115.0000	polit_trait_hates_easterners	
rom_politics_armenia_council	false	x	rom_dummy_effect_bundle	22	98.0000	176.0000	228.0000	polit_trait_populist	polit_trait_thirst_for_power
rom_politics_armenia_ruler	true	x	rom_faction_trait_armenia	78	210.0000	99.0000	43.0000		
rom_politics_armenia_tayk	false	x	rom_dummy_effect_bundle	22	237.0000	231.0000	73.0000	polit_trait_hates_greeks	
rom_politics_armenia_turuberan	false	x	rom_dummy_effect_bundle	22	254.0000	229.0000	216.0000	polit_trait_xenophobe	
rom_politics_armenia_utik	false	x	rom_dummy_effect_bundle	22	34.0000	112.0000	177.0000	polit_trait_xenophile	polit_trait_diplomat
rom_politics_arverni_angry_beast	false	x	rom_dummy_effect_bundle	45	229.0000	161.0000	44.0000	polit_trait_militarist	polit_trait_xenophobe
rom_politics_arverni_council	false	x	rom_dummy_effect_bundle	45	98.0000	176.0000	228.0000	polit_trait_hates_barbarians	polit_trait_thirst_for_power
rom_politics_arverni_hill_warriors	false	x	rom_dummy_effect_bundle	45	0.0000	158.0000	115.0000		
rom_politics_arverni_iron_axe	false	x	rom_dummy_effect_bundle	45	254.0000	229.0000	216.0000	polit_trait_thirst_for_power	
rom_politics_arverni_ruler	true	x	rom_faction_trait_gallic_arverni	65	210.0000	99.0000	43.0000		
rom_politics_arverni_warhorse	false	x	rom_dummy_effect_bundle	45	237.0000	231.0000	73.0000	polit_trait_militarist	
rom_politics_arverni_wooden_shield	false	x	rom_dummy_effect_bundle	45	34.0000	112.0000	177.0000	polit_trait_pacifist	
rom_politics_athens_apollo	false	x	rom_dummy_effect_bundle	60	34.0000	112.0000	177.0000	polit_trait_xenophile	
rom_politics_athens_ares	false	x	rom_dummy_effect_bundle	60	229.0000	161.0000	44.0000	polit_trait_militarist	
rom_politics_athens_athena	false	x	rom_dummy_effect_bundle	60	237.0000	231.0000	73.0000	polit_trait_expansionist	
rom_politics_athens_council	false	x	rom_dummy_effect_bundle	60	98.0000	176.0000	228.0000	polit_trait_traditionalist	polit_trait_thirst_for_power
rom_politics_athens_hera	false	x	rom_dummy_effect_bundle	60	254.0000	229.0000	216.0000	polit_trait_populist	
rom_politics_athens_poseidon	false	x	rom_dummy_effect_bundle	60	0.0000	158.0000	115.0000		
rom_politics_athens_ruler	true	x	rom_faction_trait_greek_athens	50	210.0000	99.0000	43.0000		
rom_politics_baktria_carthage	false	x	rom_dummy_effect_bundle	45	237.0000	231.0000	73.0000	polit_trait_mercantile	
rom_politics_baktria_council	false	x	rom_dummy_effect_bundle	45	98.0000	176.0000	228.0000	polit_trait_likes_greeks	
rom_politics_baktria_egyptian	false	x	rom_dummy_effect_bundle	45	254.0000	229.0000	216.0000	polit_trait_likes_greeks	
rom_politics_baktria_indian	false	x	rom_dummy_effect_bundle	45	0.0000	158.0000	115.0000		
rom_politics_baktria_jewish	false	x	rom_dummy_effect_bundle	45	34.0000	112.0000	177.0000	polit_trait_hates_greeks	
rom_politics_baktria_parthian	false	x	rom_dummy_effect_bundle	45	229.0000	161.0000	44.0000	polit_trait_likes_easterners	
rom_politics_baktria_ruler	true	x	rom_faction_trait_successors_baktria	65	210.0000	99.0000	43.0000		
rom_politics_boii_council	false	x	rom_dummy_effect_bundle	45	98.0000	176.0000	228.0000	polit_trait_militarist	
rom_politics_boii_giant_deer	false	x	rom_dummy_effect_bundle	45	34.0000	112.0000	177.0000	polit_trait_pacifist	
rom_politics_boii_golden_beast	false	x	rom_dummy_effect_bundle	45	229.0000	161.0000	44.0000		
rom_politics_boii_red_eagle	false	x	rom_dummy_effect_bundle	45	0.0000	158.0000	115.0000		
rom_politics_boii_ruler	true	x	rom_faction_trait_gallic_boii	65	210.0000	99.0000	43.0000		
rom_politics_boii_steppe_lords	false	x	rom_dummy_effect_bundle	45	254.0000	229.0000	216.0000	polit_trait_militarist	
rom_politics_boii_wooden_bow	false	x	rom_dummy_effect_bundle	45	237.0000	231.0000	73.0000		
rom_politics_carthage_barcid	true	x	rom_faction_trait_carthage_barcid	35	210.0000	99.0000	43.0000	polit_trait_hates_romans	polit_trait_militarist
rom_politics_carthage_conservative	false	x	rom_dummy_effect_bundle	55	229.0000	161.0000	44.0000	polit_trait_xenophobe	
rom_politics_carthage_council	false	x	rom_dummy_effect_bundle	55	254.0000	229.0000	216.0000	polit_trait_mogul	
rom_politics_carthage_hannonid	true	x	rom_faction_trait_carthage_hannonid	35	98.0000	176.0000	228.0000	polit_trait_mercantile	polit_trait_diplomat
rom_politics_carthage_magonid	true	x	rom_faction_trait_carthage_magonid	35	0.0000	158.0000	115.0000	polit_trait_patriot	polit_trait_bigot
rom_politics_carthage_maritime	false	x	rom_dummy_effect_bundle	55	237.0000	231.0000	73.0000	polit_trait_mercantile	
rom_politics_carthage_populist	false	x	rom_dummy_effect_bundle	55	34.0000	112.0000	177.0000	polit_trait_populist	
rom_politics_cimmeria_apollo	false	x	rom_dummy_effect_bundle	65	34.0000	112.0000	177.0000	polit_trait_xenophile	
rom_politics_cimmeria_ares	false	x	rom_dummy_effect_bundle	65	229.0000	161.0000	44.0000	polit_trait_militarist	
rom_politics_cimmeria_athena	false	x	rom_dummy_effect_bundle	65	237.0000	231.0000	73.0000	polit_trait_expansionist	
rom_politics_cimmeria_council	false	x	rom_dummy_effect_bundle	65	98.0000	176.0000	228.0000	polit_trait_traditionalist	polit_trait_thirst_for_power
rom_politics_cimmeria_hera	false	x	rom_dummy_effect_bundle	65	254.0000	229.0000	216.0000	polit_trait_populist	
rom_politics_cimmeria_poseidon	false	x	rom_dummy_effect_bundle	65	0.0000	158.0000	115.0000		
rom_politics_cimmeria_ruler	true	x	rom_faction_trait_black_sea_cimmeria	35	210.0000	99.0000	43.0000		
rom_politics_colchis_amazon	false	x	rom_dummy_effect_bundle	55	237.0000	231.0000	73.0000	polit_trait_xenophobe	
rom_politics_colchis_council	false	x	rom_dummy_effect_bundle	55	98.0000	176.0000	228.0000	polit_trait_militarist	polit_trait_patriot
rom_politics_colchis_descendants	false	x	rom_dummy_effect_bundle	55	254.0000	229.0000	216.0000		
rom_politics_colchis_keepers	false	x	rom_dummy_effect_bundle	55	34.0000	112.0000	177.0000	polit_trait_patriot	
rom_politics_colchis_medea	false	x	rom_dummy_effect_bundle	55	229.0000	161.0000	44.0000		
rom_politics_colchis_ruler	true	x	rom_faction_trait_black_sea_colchis	45	210.0000	99.0000	43.0000		
rom_politics_colchis_watchers	false	x	rom_dummy_effect_bundle	55	0.0000	158.0000	115.0000		
rom_politics_egypt_carthage	false	x	rom_dummy_effect_bundle	35	237.0000	231.0000	73.0000	polit_trait_mercantile	
rom_politics_egypt_council	false	x	rom_dummy_effect_bundle	35	98.0000	176.0000	228.0000	polit_trait_likes_greeks	polit_trait_thirst_for_power
rom_politics_egypt_egyptian	false	x	rom_dummy_effect_bundle	35	254.0000	229.0000	216.0000	polit_trait_traditionalist	polit_trait_xenophobe
rom_politics_egypt_indian	false	x	rom_dummy_effect_bundle	35	0.0000	158.0000	115.0000		
rom_politics_egypt_jewish	false	x	rom_dummy_effect_bundle	35	34.0000	112.0000	177.0000	polit_trait_hates_greeks	polit_trait_hates_romans
rom_politics_egypt_parthian	false	x	rom_dummy_effect_bundle	35	229.0000	161.0000	44.0000	polit_trait_likes_easterners	
rom_politics_egypt_ptolemaic	true	x	rom_faction_trait_successors_egypt	70	210.0000	99.0000	43.0000		
rom_politics_epirus_apollo	false	x	rom_dummy_effect_bundle	40	34.0000	112.0000	177.0000	polit_trait_xenophile	
rom_politics_epirus_ares	false	x	rom_dummy_effect_bundle	40	229.0000	161.0000	44.0000	polit_trait_militarist	
rom_politics_epirus_athena	false	x	rom_dummy_effect_bundle	40	237.0000	231.0000	73.0000	polit_trait_expansionist	
rom_politics_epirus_council	false	x	rom_dummy_effect_bundle	40	98.0000	176.0000	228.0000	polit_trait_thirst_for_power	polit_trait_traditionalist
rom_politics_epirus_hera	false	x	rom_dummy_effect_bundle	40	254.0000	229.0000	216.0000	polit_trait_populist	
rom_politics_epirus_poseidon	false	x	rom_dummy_effect_bundle	40	0.0000	158.0000	115.0000		
rom_politics_epirus_ruler	true	x	rom_faction_trait_greek_epirus	65	210.0000	99.0000	43.0000		
rom_politics_galatia_angry_beast	false	x	rom_dummy_effect_bundle	45	229.0000	161.0000	44.0000	polit_trait_militarist	polit_trait_xenophobe
rom_politics_galatia_council	false	x	rom_dummy_effect_bundle	45	98.0000	176.0000	228.0000		
rom_politics_galatia_hill_warriors	false	x	rom_dummy_effect_bundle	45	0.0000	158.0000	115.0000		
rom_politics_galatia_iron_axe	false	x	rom_dummy_effect_bundle	45	254.0000	229.0000	216.0000	polit_trait_thirst_for_power	
rom_politics_galatia_ruler	true	x	rom_faction_trait_gallic_galatia	65	210.0000	99.0000	43.0000		
rom_politics_galatia_warhorse	false	x	rom_dummy_effect_bundle	45	237.0000	231.0000	73.0000		
rom_politics_galatia_wooden_shield	false	x	rom_dummy_effect_bundle	45	34.0000	112.0000	177.0000	polit_trait_pacifist	
rom_politics_getae_bull	false	x	rom_dummy_effect_bundle	40	237.0000	231.0000	73.0000	polit_trait_hates_greeks	
rom_politics_getae_council	false	x	rom_dummy_effect_bundle	40	98.0000	176.0000	228.0000	polit_trait_xenophobe	polit_trait_subversive
rom_politics_getae_earth	false	x	rom_dummy_effect_bundle	40	229.0000	161.0000	44.0000	polit_trait_agriculturalist	
rom_politics_getae_golden_eagle	false	x	rom_dummy_effect_bundle	40	254.0000	229.0000	216.0000		
rom_politics_getae_ruler	true	x	rom_faction_trait_getae	60	210.0000	99.0000	43.0000		
rom_politics_getae_sky	false	x	rom_dummy_effect_bundle	40	34.0000	112.0000	177.0000		
rom_politics_getae_sun	false	x	rom_dummy_effect_bundle	40	0.0000	158.0000	115.0000		
rom_politics_iceni_angry_beast	false	x	rom_dummy_effect_bundle	45	229.0000	161.0000	44.0000	polit_trait_militarist	polit_trait_xenophobe
rom_politics_iceni_council	false	x	rom_dummy_effect_bundle	45	98.0000	176.0000	228.0000	polit_trait_xenophile	polit_trait_diplomat
rom_politics_iceni_hill_warriors	false	x	rom_dummy_effect_bundle	45	0.0000	158.0000	115.0000		
rom_politics_iceni_iron_axe	false	x	rom_dummy_effect_bundle	45	254.0000	229.0000	216.0000	polit_trait_thirst_for_power	
rom_politics_iceni_ruler	true	x	rom_faction_trait_britannic_iceni	65	210.0000	99.0000	43.0000		
rom_politics_iceni_warhorse	false	x	rom_dummy_effect_bundle	45	237.0000	231.0000	73.0000		
rom_politics_iceni_wooden_shield	false	x	rom_dummy_effect_bundle	45	34.0000	112.0000	177.0000	polit_trait_pacifist	
rom_politics_kush_party2	false	x	rom_dummy_effect_bundle	35	0.0000	158.0000	115.0000	polit_trait_thirst_for_power	
rom_politics_kush_party3	false	x	rom_dummy_effect_bundle	35	34.0000	112.0000	177.0000	polit_trait_militarist	
rom_politics_kush_party4	false	x	rom_dummy_effect_bundle	35	229.0000	161.0000	44.0000	polit_trait_traditionalist	polit_trait_xenophile
rom_politics_kush_party5	false	x	rom_dummy_effect_bundle	35	210.0000	99.0000	43.0000	polit_trait_hates_greeks	
rom_politics_kush_party6	false	x	rom_dummy_effect_bundle	35	237.0000	231.0000	73.0000	polit_trait_likes_greeks	
rom_politics_kush_party7	false	x	rom_dummy_effect_bundle	35	254.0000	229.0000	216.0000		
rom_politics_kush_ruler	true	x	rom_faction_trait_desert_kush	35	98.0000	176.0000	228.0000		
rom_politics_lusitani_angry_beast	false	x	rom_dummy_effect_bundle	40	229.0000	161.0000	44.0000	polit_trait_xenophobe	polit_trait_militarist
rom_politics_lusitani_council	false	x	rom_dummy_effect_bundle	40	98.0000	176.0000	228.0000	polit_trait_hates_romans	polit_trait_hates_greeks
rom_politics_lusitani_hill_warriors	false	x	rom_dummy_effect_bundle	40	0.0000	158.0000	115.0000		
rom_politics_lusitani_iron_axe	false	x	rom_dummy_effect_bundle	40	254.0000	229.0000	216.0000	polit_trait_thirst_for_power	
rom_politics_lusitani_ruler	true	x	pun_faction_trait_lusitani	60	210.0000	99.0000	43.0000		
rom_politics_lusitani_warhorse	false	x	rom_dummy_effect_bundle	40	237.0000	231.0000	73.0000		
rom_politics_lusitani_wooden_shield	false	x	rom_dummy_effect_bundle	40	34.0000	112.0000	177.0000	polit_trait_pacifist	
rom_politics_macedon_antigonid	true	x	rom_faction_trait_successors_macedon	70	210.0000	99.0000	43.0000	polit_trait_expansionist	polit_trait_thirst_for_power
rom_politics_macedon_carthage	false	x	rom_dummy_effect_bundle	40	237.0000	231.0000	73.0000	polit_trait_mercantile	polit_trait_hates_romans
rom_politics_macedon_council	false	x	rom_dummy_effect_bundle	40	98.0000	176.0000	228.0000	polit_trait_likes_greeks	
rom_politics_macedon_egyptian	false	x	rom_dummy_effect_bundle	40	254.0000	229.0000	216.0000	polit_trait_xenophile	
rom_politics_macedon_indian	false	x	rom_dummy_effect_bundle	40	0.0000	158.0000	115.0000		
rom_politics_macedon_jewish	false	x	rom_dummy_effect_bundle	40	34.0000	112.0000	177.0000	polit_trait_hates_greeks	
rom_politics_macedon_parthian	false	x	rom_dummy_effect_bundle	40	229.0000	161.0000	44.0000	polit_trait_likes_easterners	
rom_politics_masaesyli_party2	false	x	rom_dummy_effect_bundle	35	98.0000	176.0000	228.0000	polit_trait_thirst_for_power	polit_trait_xenophobe
rom_politics_masaesyli_party3	false	x	rom_dummy_effect_bundle	35	0.0000	158.0000	115.0000	polit_trait_likes_greeks	polit_trait_hates_romans
rom_politics_masaesyli_party4	false	x	rom_dummy_effect_bundle	35	254.0000	229.0000	216.0000	polit_trait_likes_romans	polit_trait_hates_greeks
rom_politics_masaesyli_party5	false	x	rom_dummy_effect_bundle	35	34.0000	112.0000	177.0000	polit_trait_thirst_for_power	
rom_politics_masaesyli_party6	false	x	rom_dummy_effect_bundle	35	229.0000	161.0000	44.0000	polit_trait_militarist	
rom_politics_masaesyli_party7	false	x	rom_dummy_effect_bundle	35	237.0000	231.0000	73.0000	polit_trait_agriculturalist	
rom_politics_masaesyli_ruler	true	x	rom_faction_trait_desert_numidia	35	210.0000	99.0000	43.0000		
rom_politics_massagetae_council	false	x	rom_dummy_effect_bundle	50	98.0000	176.0000	228.0000	polit_trait_thirst_for_power	
rom_politics_massagetae_giant_deer	false	x	rom_dummy_effect_bundle	50	34.0000	112.0000	177.0000	polit_trait_pacifist	
rom_politics_massagetae_golden_beast	false	x	rom_dummy_effect_bundle	50	229.0000	161.0000	44.0000		
rom_politics_massagetae_red_eagle	false	x	rom_dummy_effect_bundle	50	0.0000	158.0000	115.0000		
rom_politics_massagetae_ruler	true	x	rom_faction_trait_nomadic_massagetae	70	210.0000	99.0000	43.0000		
rom_politics_massagetae_steppe_lords	false	x	rom_dummy_effect_bundle	50	254.0000	229.0000	216.0000	polit_trait_militarist	
rom_politics_massagetae_wooden_bow	false	x	rom_dummy_effect_bundle	50	237.0000	231.0000	73.0000		
rom_politics_massalia_apollo	false	x	rom_dummy_effect_bundle	40	34.0000	112.0000	177.0000	polit_trait_xenophile	
rom_politics_massalia_ares	false	x	rom_dummy_effect_bundle	40	229.0000	161.0000	44.0000	polit_trait_militarist	
rom_politics_massalia_athena	false	x	rom_dummy_effect_bundle	40	237.0000	231.0000	73.0000	polit_trait_expansionist	
rom_politics_massalia_council	false	x	rom_dummy_effect_bundle	40	98.0000	176.0000	228.0000	polit_trait_traditionalist	polit_trait_thirst_for_power
rom_politics_massalia_hera	false	x	rom_dummy_effect_bundle	40	254.0000	229.0000	216.0000	polit_trait_populist	
rom_politics_massalia_poseidon	false	x	rom_dummy_effect_bundle	40	0.0000	158.0000	115.0000		
rom_politics_massalia_ruler	true	x	rom_faction_trait_greek_massilia	60	210.0000	99.0000	43.0000		
rom_politics_nabatea_party2	false	x	rom_dummy_effect_bundle	35	210.0000	99.0000	43.0000	polit_trait_likes_greeks	
rom_politics_nabatea_party3	false	x	rom_dummy_effect_bundle	35	229.0000	161.0000	44.0000	polit_trait_hates_greeks	
rom_politics_nabatea_party4	false	x	rom_dummy_effect_bundle	35	0.0000	158.0000	115.0000	polit_trait_hates_romans	polit_trait_hates_greeks
rom_politics_nabatea_party5	false	x	rom_dummy_effect_bundle	35	254.0000	229.0000	216.0000	polit_trait_likes_romans	
rom_politics_nabatea_party6	false	x	rom_dummy_effect_bundle	35	34.0000	112.0000	177.0000	polit_trait_mercantile	
rom_politics_nabatea_party7	false	x	rom_dummy_effect_bundle	35	98.0000	176.0000	228.0000	polit_trait_mogul	polit_trait_diplomat
rom_politics_nabatea_ruler	true	x	rom_faction_trait_desert_nabatea	35	237.0000	231.0000	73.0000		
rom_politics_nervii_angry_beast	false	x	rom_dummy_effect_bundle	45	229.0000	161.0000	44.0000	polit_trait_militarist	polit_trait_xenophobe
rom_politics_nervii_council	false	x	rom_dummy_effect_bundle	45	98.0000	176.0000	228.0000		
rom_politics_nervii_hill_warriors	false	x	rom_dummy_effect_bundle	45	0.0000	158.0000	115.0000		
rom_politics_nervii_iron_axe	false	x	rom_dummy_effect_bundle	45	254.0000	229.0000	216.0000	polit_trait_thirst_for_power	
rom_politics_nervii_ruler	true	x	rom_faction_trait_gallic_nervii	65	210.0000	99.0000	43.0000		
rom_politics_nervii_warhorse	false	x	rom_dummy_effect_bundle	45	237.0000	231.0000	73.0000		
