building_key	economic_value	prestige_value	happiness_value	military_value	education_value	existing_buildings_apply_discount_over_limit	existing_buildings_discount_per_building	existing_buildings_maximum_discount
rom_ROMAN_military_equipment_siege_3	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_military_equipment_weapon_2	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_military_equipment_weapon_3	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_military_main_1	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_military_main_aux_2	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_military_main_aux_3	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_military_main_aux_4	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_military_main_heavy_2	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_military_main_heavy_3	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_military_main_heavy_4	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_outskirts_1	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_outskirts_industry_2	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_outskirts_industry_3	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_outskirts_industry_4	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_outskirts_pottery_2	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_outskirts_pottery_3	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_outskirts_pottery_4	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_port_1	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_port_food_2	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_port_food_3	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_port_food_4	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_port_large_military_2	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_port_large_military_3	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_port_large_military_4	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_port_small_military_2	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_port_small_military_3	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_port_small_military_4	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_port_trade_2	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_port_trade_3	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_port_trade_4	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_temple_1	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_temple_Jupiter_2	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_temple_Jupiter_3	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_temple_Jupiter_4	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_temple_Mars_2	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_temple_Mars_3	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_temple_Mars_4	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_temple_Mercury_2	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_temple_Mercury_3	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_temple_Mercury_4	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_temple_Minerva_2	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_temple_Minerva_3	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_temple_Minerva_4	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_temple_Neptune_2	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_temple_Neptune_3	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_temple_Neptune_4	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_temple_Nymphs_2	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_temple_Nymphs_3	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_temple_Nymphs_4	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_temple_Pantheon_5	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_temple_Vulcan_2	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_temple_Vulcan_3	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_temple_Vulcan_4	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_water_1	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_water_bath_2	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_water_bath_3	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_water_bath_4	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_water_firefighter_2	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_water_firefighter_3	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_water_firefighter_4	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_water_sanitation_2	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_water_sanitation_3	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_water_sanitation_4	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
rom_ROMAN_water_sanitation_5	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	10.0000	100.0000
