key	building_level_key	culture	faction	sprawl_piece_level	sprawl_piece_type	sub_culture
barb_agriculture_farm_3	barb_agriculture_farm_3			0		
barb_agriculture_farm_4	barb_agriculture_farm_4			0		
barb_agriculture_horse_2	barb_agriculture_horse_2			0		
barb_agriculture_horse_3	barb_agriculture_horse_3			0		
barb_agriculture_horse_4	barb_agriculture_horse_4			0		
barb_agriculture_minor_1	barb_agriculture_minor_1			0		
barb_agriculture_minor_cattle_2	barb_agriculture_minor_cattle_2			0		
barb_agriculture_minor_cattle_3	barb_agriculture_minor_cattle_3			0		
barb_agriculture_minor_cattle_4	barb_agriculture_minor_cattle_4			0		
barb_agriculture_minor_farm_2	barb_agriculture_minor_farm_2			0		
barb_agriculture_minor_farm_3	barb_agriculture_minor_farm_3			0		
barb_agriculture_minor_farm_4	barb_agriculture_minor_farm_4			0		
barb_agriculture_minor_horse_2	barb_agriculture_minor_horse_2			0		
barb_agriculture_minor_horse_3	barb_agriculture_minor_horse_3			0		
barb_agriculture_minor_horse_4	barb_agriculture_minor_horse_4			0		
barb_agriculture_minor_nomad_1	barb_agriculture_minor_nomad_1			0		
barb_agriculture_minor_nomad_camp_2	barb_agriculture_minor_nomad_camp_2			0		
barb_agriculture_minor_nomad_camp_3	barb_agriculture_minor_nomad_camp_3			0		
barb_agriculture_minor_nomad_camp_4	barb_agriculture_minor_nomad_camp_4			0		
barb_agriculture_minor_nomad_herd_2	barb_agriculture_minor_nomad_herd_2			0		
barb_agriculture_minor_nomad_herd_3	barb_agriculture_minor_nomad_herd_3			0		
barb_agriculture_minor_nomad_herd_4	barb_agriculture_minor_nomad_herd_4			0		
barb_agriculture_minor_nomad_weaver_2	barb_agriculture_minor_nomad_weaver_2			0		
barb_agriculture_minor_nomad_weaver_3	barb_agriculture_minor_nomad_weaver_3			0		
barb_agriculture_minor_nomad_weaver_4	barb_agriculture_minor_nomad_weaver_4			0		
barb_agriculture_nomad_1	barb_agriculture_nomad_1			0		
barb_agriculture_nomad_camp_2	barb_agriculture_nomad_camp_2			0		
barb_agriculture_nomad_camp_3	barb_agriculture_nomad_camp_3			0		
barb_agriculture_nomad_camp_4	barb_agriculture_nomad_camp_4			0		
barb_agriculture_nomad_herd_2	barb_agriculture_nomad_herd_2			0		
barb_agriculture_nomad_herd_3	barb_agriculture_nomad_herd_3			0		
barb_agriculture_nomad_herd_4	barb_agriculture_nomad_herd_4			0		
barb_agriculture_nomad_weaver_2	barb_agriculture_nomad_weaver_2			0		
barb_agriculture_nomad_weaver_3	barb_agriculture_nomad_weaver_3			0		
barb_agriculture_nomad_weaver_4	barb_agriculture_nomad_weaver_4			0		
barb_amber_1	barb_amber_1			0		
barb_amber_2	barb_amber_2			0		
barb_amber_3	barb_amber_3			0		
barb_amber_4	barb_amber_4			0		
barb_artisan_1	barb_artisan_1			0		
barb_artisan_bronze_2	barb_artisan_bronze_2			0		
barb_artisan_bronze_3	barb_artisan_bronze_3			0		
barb_artisan_bronze_4	barb_artisan_bronze_4			0		
barb_artisan_coin_2	barb_artisan_coin_2			0		
barb_artisan_coin_3	barb_artisan_coin_3			0		
barb_artisan_coin_4	barb_artisan_coin_4			0		
barb_artisan_maker_2	barb_artisan_maker_2			0		
barb_artisan_maker_3	barb_artisan_maker_3			0		
barb_artisan_maker_4	barb_artisan_maker_4			0		
barb_city_1	barb_city_1			0		
barb_city_2	barb_city_2			0		
barb_city_3	barb_city_3			0		
barb_city_industry_4	barb_city_industry_4			0		
barb_city_trade_4	barb_city_trade_4			0		
barb_city_tribal_4	barb_city_tribal_4			0		
barb_commons_1	barb_commons_1			0		
barb_commons_chieftan_2	barb_commons_chieftan_2			0		
barb_commons_chieftan_3	barb_commons_chieftan_3			0		
barb_commons_chieftan_4	barb_commons_chieftan_4			0		
barb_commons_chieftan_5	barb_commons_chieftan_5			0		
barb_commons_lore_2	barb_commons_lore_2			0		
barb_commons_lore_3	barb_commons_lore_3			0		
barb_commons_lore_4	barb_commons_lore_4			0		
barb_commons_market_2	barb_commons_market_2			0		
barb_commons_market_3	barb_commons_market_3			0		
barb_commons_market_4	barb_commons_market_4			0		
barb_commons_nomad_1	barb_commons_nomad_1			0		
barb_commons_nomad_chieftan_2	barb_commons_nomad_chieftan_2			0		
barb_commons_nomad_chieftan_3	barb_commons_nomad_chieftan_3			0		
barb_commons_nomad_chieftan_4	barb_commons_nomad_chieftan_4			0		
barb_commons_nomad_lore_2	barb_commons_nomad_lore_2			0		
barb_commons_nomad_lore_3	barb_commons_nomad_lore_3			0		
barb_commons_nomad_lore_4	barb_commons_nomad_lore_4			0		
barb_commons_nomad_market_2	barb_commons_nomad_market_2			0		
barb_commons_nomad_market_3	barb_commons_nomad_market_3			0		
barb_commons_nomad_market_4	barb_commons_nomad_market_4			0		
barb_commons_nomad_slave_2	barb_commons_nomad_slave_2			0		
barb_commons_nomad_slave_3	barb_commons_nomad_slave_3			0		
barb_commons_nomad_storage_2	barb_commons_nomad_storage_2			0		
barb_commons_nomad_storage_3	barb_commons_nomad_storage_3			0		
barb_commons_nomad_storage_4	barb_commons_nomad_storage_4			0		
barb_commons_slave_2	barb_commons_slave_2			0		
barb_commons_slave_3	barb_commons_slave_3			0		
barb_commons_storage_2	barb_commons_storage_2			0		
barb_commons_storage_3	barb_commons_storage_3			0		
barb_commons_storage_4	barb_commons_storage_4			0		
barb_craftsmen_1	barb_craftsmen_1			0		
barb_craftsmen_pot_2	barb_craftsmen_pot_2			0		
barb_craftsmen_pot_3	barb_craftsmen_pot_3			0		
barb_craftsmen_pot_4	barb_craftsmen_pot_4			0		
barb_craftsmen_salt_2	barb_craftsmen_salt_2			0		
barb_craftsmen_salt_3	barb_craftsmen_salt_3			0		
barb_craftsmen_salt_4	barb_craftsmen_salt_4			0		
barb_craftsmen_wood_2	barb_craftsmen_wood_2			0		
barb_craftsmen_wood_3	barb_craftsmen_wood_3			0		
barb_craftsmen_wood_4	barb_craftsmen_wood_4			0		
barb_glass_1	barb_glass_1			0		
barb_glass_2	barb_glass_2			0		
barb_glass_3	barb_glass_3			0		
barb_glass_4	barb_glass_4			0		
barb_gold_1	barb_gold_1			0		
barb_gold_2	barb_gold_2			0		
barb_gold_3	barb_gold_3			0		
barb_gold_4	barb_gold_4			0		
barb_grain_1	barb_grain_1			0		
barb_grain_2	barb_grain_2			0		
barb_grain_3	barb_grain_3			0		
barb_grain_4	barb_grain_4			0		
barb_horse_1	barb_horse_1			0		
barb_horse_2	barb_horse_2			0		
barb_horse_3	barb_horse_3			0		
barb_iron_1	barb_iron_1			0		
barb_iron_armour_2	barb_iron_armour_2			0		
barb_iron_armour_3	barb_iron_armour_3			0		
barb_iron_weapon_2	barb_iron_weapon_2			0		
barb_iron_weapon_3	barb_iron_weapon_3			0		
barb_lead_1	barb_lead_1			0		
barb_lead_2	barb_lead_2			0		
barb_lead_3	barb_lead_3			0		
barb_lead_4	barb_lead_4			0		
barb_leather_1	barb_leather_1			0		
barb_leather_2	barb_leather_2			0		
barb_leather_3	barb_leather_3			0		
barb_leather_4	barb_leather_4			0		
barb_lumber_1	barb_lumber_1			0		
barb_lumber_2	barb_lumber_2			0		
barb_lumber_3	barb_lumber_3			0		
barb_lumber_4	barb_lumber_4			0		
barb_marble_1	barb_marble_1			0		
barb_marble_2	barb_marble_2			0		
barb_marble_3	barb_marble_3			0		
barb_marble_4	barb_marble_4			0		
barb_military_buff_1	barb_military_buff_1			0		
barb_military_buff_gold_2	barb_military_buff_gold_2			0		
barb_military_buff_gold_3	barb_military_buff_gold_3			0		
barb_military_buff_gold_4	barb_military_buff_gold_4			0		
barb_military_buff_grounds_2	barb_military_buff_grounds_2			0		
barb_military_buff_grounds_3	barb_military_buff_grounds_3			0		
barb_military_buff_grounds_4	barb_military_buff_grounds_4			0		
barb_military_buff_tavern_2	barb_military_buff_tavern_2			0		
barb_military_buff_tavern_3	barb_military_buff_tavern_3			0		
barb_military_buff_tavern_4	barb_military_buff_tavern_4			0		
barb_mine_1	all_mine_1			0		
barb_mine_2	all_mine_2			0		
barb_mine_3	all_mine_3			0		
barb_mine_4	all_mine_4			0		
barb_olive_1	barb_olive_1			0		
barb_olive_2	barb_olive_2			0		
barb_olive_3	barb_olive_3			0		
barb_olive_4	barb_olive_4			0		
barb_port_1	barb_port_1			0		
barb_port_fishing_2	barb_port_fishing_2			0		
barb_port_fishing_3	barb_port_fishing_3			0		
barb_port_fishing_4	barb_port_fishing_4			0		
barb_port_military_2	barb_port_military_2			0		
barb_port_military_3	barb_port_military_3			0		
barb_port_military_4	barb_port_military_4			0		
barb_purple_dye_1	barb_purple_dye_1			0		
barb_purple_dye_2	barb_purple_dye_2			0		
barb_purple_dye_3	barb_purple_dye_3			0		
barb_purple_dye_4	barb_purple_dye_4			0		
barb_religious_1	barb_religious_1			0		
barb_religious_briton_1	barb_religious_briton_1			0		
barb_religious_briton_andraste_2	barb_religious_briton_andraste_2			0		
barb_religious_briton_andraste_3	barb_religious_briton_andraste_3			0		
barb_religious_briton_andraste_4	barb_religious_briton_andraste_4			0		
barb_religious_briton_andraste_5	barb_religious_briton_andraste_5			0		
barb_religious_briton_epona_2	barb_religious_briton_epona_2			0		
barb_religious_briton_epona_3	barb_religious_briton_epona_3			0		
barb_religious_briton_epona_4	barb_religious_briton_epona_4			0		
barb_religious_briton_nodens_2	barb_religious_briton_nodens_2			0		
barb_religious_briton_nodens_3	barb_religious_briton_nodens_3			0		
barb_religious_briton_nodens_4	barb_religious_briton_nodens_4			0		
barb_religious_briton_rosmerta_2	barb_religious_briton_rosmerta_2			0		
barb_religious_briton_rosmerta_3	barb_religious_briton_rosmerta_3			0		
barb_religious_briton_rosmerta_4	barb_religious_briton_rosmerta_4			0		
barb_religious_briton_toutatis_2	barb_religious_briton_toutatis_2			0		
barb_religious_briton_toutatis_3	barb_religious_briton_toutatis_3			0		
barb_religious_briton_toutatis_4	barb_religious_briton_toutatis_4			0		
barb_religious_cernunnos_2	barb_religious_cernunnos_2			0		
barb_religious_cernunnos_3	barb_religious_cernunnos_3			0		
barb_religious_cernunnos_4	barb_religious_cernunnos_4			0		
barb_religious_dacian_1	barb_religious_dacian_1			0		
barb_religious_dacian_derzerlas_2	barb_religious_dacian_derzerlas_2			0		
barb_religious_dacian_derzerlas_3	barb_religious_dacian_derzerlas_3			0		
barb_religious_dacian_derzerlas_4	barb_religious_dacian_derzerlas_4			0		
barb_religious_dacian_gebelizis_2	barb_religious_dacian_gebelizis_2			0		
barb_religious_dacian_gebelizis_3	barb_religious_dacian_gebelizis_3			0		
barb_religious_dacian_gebelizis_4	barb_religious_dacian_gebelizis_4			0		
barb_religious_dacian_kotys_2	barb_religious_dacian_kotys_2			0		
barb_religious_dacian_kotys_3	barb_religious_dacian_kotys_3			0		
barb_religious_dacian_kotys_4	barb_religious_dacian_kotys_4			0		
barb_religious_dacian_pleistoros_2	barb_religious_dacian_pleistoros_2			0		
barb_religious_dacian_pleistoros_3	barb_religious_dacian_pleistoros_3			0		
barb_religious_dacian_pleistoros_4	barb_religious_dacian_pleistoros_4			0		
barb_religious_dacian_zalmoxis_2	barb_religious_dacian_zalmoxis_2			0		
barb_religious_dacian_zalmoxis_3	barb_religious_dacian_zalmoxis_3			0		
barb_religious_dacian_zalmoxis_4	barb_religious_dacian_zalmoxis_4			0		
barb_religious_epona_2	barb_religious_epona_2			0		
barb_religious_epona_3	barb_religious_epona_3			0		
barb_religious_epona_4	barb_religious_epona_4			0		
barb_religious_gaul_1	barb_religious_gaul_1			0		
barb_religious_gaul_cernunnos_2	barb_religious_gaul_cernunnos_2			0		
barb_religious_gaul_cernunnos_3	barb_religious_gaul_cernunnos_3			0		
barb_religious_gaul_cernunnos_4	barb_religious_gaul_cernunnos_4			0		
barb_religious_gaul_epona_2	barb_religious_gaul_epona_2			0		
barb_religious_gaul_epona_3	barb_religious_gaul_epona_3			0		
barb_religious_gaul_epona_4	barb_religious_gaul_epona_4			0		
barb_religious_gaul_gobannus_2	barb_religious_gaul_gobannus_2			0		
barb_religious_gaul_gobannus_3	barb_religious_gaul_gobannus_3			0		
barb_religious_gaul_gobannus_4	barb_religious_gaul_gobannus_4			0		
barb_religious_gaul_rosmerta_2	barb_religious_gaul_rosmerta_2			0		
barb_religious_gaul_rosmerta_3	barb_religious_gaul_rosmerta_3			0		
barb_religious_gaul_rosmerta_4	barb_religious_gaul_rosmerta_4			0		
barb_religious_gaul_toutatis_2	barb_religious_gaul_toutatis_2			0		
barb_religious_gaul_toutatis_3	barb_religious_gaul_toutatis_3			0		
barb_religious_gaul_toutatis_4	barb_religious_gaul_toutatis_4			0		
barb_religious_gaul_toutatis_5	barb_religious_gaul_toutatis_5			0		
barb_religious_german_1	barb_religious_german_1			0		
barb_religious_german_austro_2	barb_religious_german_austro_2			0		
barb_religious_german_austro_3	barb_religious_german_austro_3			0		
barb_religious_german_austro_4	barb_religious_german_austro_4			0		
barb_religious_german_frijjo_2	barb_religious_german_frijjo_2			0		
barb_religious_german_frijjo_3	barb_religious_german_frijjo_3			0		
barb_religious_german_frijjo_4	barb_religious_german_frijjo_4			0		
barb_religious_german_teiwaz_2	barb_religious_german_teiwaz_2			0		
barb_religious_german_teiwaz_3	barb_religious_german_teiwaz_3			0		
barb_religious_german_teiwaz_4	barb_religious_german_teiwaz_4			0		
barb_religious_german_teiwaz_5	barb_religious_german_teiwaz_5			0		
barb_religious_german_thunaraz_2	barb_religious_german_thunaraz_2			0		
barb_religious_german_thunaraz_3	barb_religious_german_thunaraz_3			0		
barb_religious_german_thunaraz_4	barb_religious_german_thunaraz_4			0		
barb_religious_german_wodanaz_2	barb_religious_german_wodanaz_2			0		
barb_religious_german_wodanaz_3	barb_religious_german_wodanaz_3			0		
barb_religious_german_wodanaz_4	barb_religious_german_wodanaz_4			0		
barb_religious_iberian_1	barb_religious_iberian_1			0		
barb_religious_iberian_5	barb_religious_iberian_5			0		
barb_religious_iberian_ataegina_2	barb_religious_iberian_ataegina_2			0		
barb_religious_iberian_ataegina_3	barb_religious_iberian_ataegina_3			0		
barb_religious_iberian_ataegina_4	barb_religious_iberian_ataegina_4			0		
barb_religious_iberian_bandua_2	barb_religious_iberian_bandua_2			0		
barb_religious_iberian_bandua_3	barb_religious_iberian_bandua_3			0		
barb_religious_iberian_bandua_4	barb_religious_iberian_bandua_4			0		
barb_religious_iberian_endovelicus_2	barb_religious_iberian_endovelicus_2			0		
barb_religious_iberian_endovelicus_3	barb_religious_iberian_endovelicus_3			0		
barb_religious_iberian_endovelicus_4	barb_religious_iberian_endovelicus_4			0		
barb_religious_iberian_epona_2	barb_religious_iberian_epona_2			0		
barb_religious_iberian_epona_3	barb_religious_iberian_epona_3			0		
barb_religious_iberian_epona_4	barb_religious_iberian_epona_4			0		
barb_religious_iberian_nabia_2	barb_religious_iberian_nabia_2			0		
barb_religious_iberian_nabia_3	barb_religious_iberian_nabia_3			0		
barb_religious_iberian_nabia_4	barb_religious_iberian_nabia_4			0		
barb_religious_illyrian_1	barb_religious_illyrian_1			0		
barb_religious_illyrian_anzotica_2	barb_religious_illyrian_anzotica_2			0		
barb_religious_illyrian_anzotica_3	barb_religious_illyrian_anzotica_3			0		
barb_religious_illyrian_anzotica_4	barb_religious_illyrian_anzotica_4			0		
barb_religious_illyrian_armatus_2	barb_religious_illyrian_armatus_2			0		
barb_religious_illyrian_armatus_3	barb_religious_illyrian_armatus_3			0		
barb_religious_illyrian_armatus_4	barb_religious_illyrian_armatus_4			0		
barb_religious_illyrian_bindus_2	barb_religious_illyrian_bindus_2			0		
barb_religious_illyrian_bindus_3	barb_religious_illyrian_bindus_3			0		
barb_religious_illyrian_bindus_4	barb_religious_illyrian_bindus_4			0		
barb_religious_illyrian_medaurus_2	barb_religious_illyrian_medaurus_2			0		
barb_religious_illyrian_medaurus_3	barb_religious_illyrian_medaurus_3			0		
barb_religious_illyrian_medaurus_4	barb_religious_illyrian_medaurus_4			0		
barb_religious_illyrian_vidasus_2	barb_religious_illyrian_vidasus_2			0		
barb_religious_illyrian_vidasus_3	barb_religious_illyrian_vidasus_3			0		
barb_religious_illyrian_vidasus_4	barb_religious_illyrian_vidasus_4			0		
barb_religious_nomad_1	barb_religious_nomad_1			0		
barb_religious_nomad_agrimpasa_2	barb_religious_nomad_agrimpasa_2			0		
barb_religious_nomad_agrimpasa_3	barb_religious_nomad_agrimpasa_3			0		
barb_religious_nomad_agrimpasa_4	barb_religious_nomad_agrimpasa_4			0		
barb_religious_nomad_api_2	barb_religious_nomad_api_2			0		
barb_religious_nomad_api_3	barb_religious_nomad_api_3			0		
barb_religious_nomad_api_4	barb_religious_nomad_api_4			0		
barb_religious_nomad_api_5	barb_religious_nomad_api_5			0		
barb_religious_nomad_goitosyros_2	barb_religious_nomad_goitosyros_2			0		
barb_religious_nomad_goitosyros_3	barb_religious_nomad_goitosyros_3			0		
barb_religious_nomad_goitosyros_4	barb_religious_nomad_goitosyros_4			0		
barb_religious_nomad_papaios_2	barb_religious_nomad_papaios_2			0		
barb_religious_nomad_papaios_3	barb_religious_nomad_papaios_3			0		
barb_religious_nomad_papaios_4	barb_religious_nomad_papaios_4			0		
barb_religious_nomad_tabiti_2	barb_religious_nomad_tabiti_2			0		
barb_religious_nomad_tabiti_3	barb_religious_nomad_tabiti_3			0		
barb_religious_nomad_tabiti_4	barb_religious_nomad_tabiti_4			0		
barb_religious_rosmerta_2	barb_religious_rosmerta_2			0		
barb_religious_rosmerta_3	barb_religious_rosmerta_3			0		
barb_religious_rosmerta_4	barb_religious_rosmerta_4			0		
barb_religious_thrace_1	barb_religious_thrace_1			0		
barb_religious_thrace_bendis_2	barb_religious_thrace_bendis_2			0		
barb_religious_thrace_bendis_3	barb_religious_thrace_bendis_3			0		
barb_religious_thrace_bendis_4	barb_religious_thrace_bendis_4			0		
barb_religious_thrace_cabeiri_2	barb_religious_thrace_cabeiri_2			0		
barb_religious_thrace_cabeiri_3	barb_religious_thrace_cabeiri_3			0		
barb_religious_thrace_cabeiri_4	barb_religious_thrace_cabeiri_4			0		
barb_religious_thrace_cabeiri_5	barb_religious_thrace_cabeiri_5			0		
barb_religious_thrace_kotys_2	barb_religious_thrace_kotys_2			0		
barb_religious_thrace_kotys_3	barb_religious_thrace_kotys_3			0		
barb_religious_thrace_kotys_4	barb_religious_thrace_kotys_4			0		
barb_religious_thrace_sabazios_2	barb_religious_thrace_sabazios_2			0		
barb_religious_thrace_sabazios_3	barb_religious_thrace_sabazios_3			0		
barb_religious_thrace_sabazios_4	barb_religious_thrace_sabazios_4			0		
barb_religious_thrace_zibelthiurdos_2	barb_religious_thrace_zibelthiurdos_2			0		
barb_religious_thrace_zibelthiurdos_3	barb_religious_thrace_zibelthiurdos_3			0		
barb_religious_thrace_zibelthiurdos_4	barb_religious_thrace_zibelthiurdos_4			0		
barb_religious_toutatis_2	barb_religious_toutatis_2			0		
barb_religious_toutatis_3	barb_religious_toutatis_3			0		
barb_religious_toutatis_4	barb_religious_toutatis_4			0		
barb_silk_1	barb_silk_1			0		
barb_silk_2	barb_silk_2			0		
barb_silk_3	barb_silk_3			0		
barb_silk_4	barb_silk_4			0		
barb_spice_1	barb_spice_1			0		
barb_spice_2	barb_spice_2			0		
barb_spice_3	barb_spice_3			0		
barb_spice_4	barb_spice_4			0		
barb_town_1	barb_town_1			0		
barb_town_2	barb_town_2			0		
barb_town_3	barb_town_3			0		
barb_town_farm_4	barb_town_farm_4			0		
barb_town_tribal_4	barb_town_tribal_4			0		
barb_water_1	barb_water_1			0		
barb_water_canal_2	barb_water_canal_2			0		
barb_water_canal_3	barb_water_canal_3			0		
barb_water_spring_2	barb_water_spring_2			0		
barb_water_spring_3	barb_water_spring_3			0		
barb_wine_1	barb_wine_1			0		
barb_wine_2	barb_wine_2			0		
barb_wine_3	barb_wine_3			0		
barb_wine_4	barb_wine_4			0		
barbarian_damaged_slot_addition		rom_Barbarian		1	damaged_slot_addition	
barbarian_empty_slot_lvl1		rom_Barbarian		1	empty_slot	
barbarian_empty_slot_lvl2		rom_Barbarian		2	empty_slot	
barbarian_empty_slot_lvl3		rom_Barbarian		3	empty_slot	
barbarian_end_tower_lvl1		rom_Barbarian		1	end_tower	
barbarian_end_tower_lvl2		rom_Barbarian		2	end_tower	
barbarian_end_tower_lvl3		rom_Barbarian		3	end_tower	
barbarian_gatehouse_13_inverse_lvl1		rom_Barbarian		1	gatehouse_13_inverse	
barbarian_gatehouse_13_inverse_lvl2		rom_Barbarian		2	gatehouse_13_inverse	
barbarian_gatehouse_13_inverse_lvl3		rom_Barbarian		3	gatehouse_13_inverse	
barbarian_gatehouse_13_lvl1		rom_Barbarian		1	gatehouse_13	
barbarian_gatehouse_13_lvl2		rom_Barbarian		2	gatehouse_13	
barbarian_gatehouse_13_lvl3		rom_Barbarian		3	gatehouse_13	
barbarian_gatehouse_14_lvl1		rom_Barbarian		1	gatehouse_14	
barbarian_gatehouse_14_lvl2		rom_Barbarian		2	gatehouse_14	
barbarian_gatehouse_14_lvl3		rom_Barbarian		3	gatehouse_14	
barbarian_river_gatehouse_13_inverse_lvl1		rom_Barbarian		1	river_gatehouse_13_inverse	
barbarian_river_gatehouse_13_inverse_lvl2		rom_Barbarian		2	river_gatehouse_13_inverse	
barbarian_river_gatehouse_13_inverse_lvl3		rom_Barbarian		3	river_gatehouse_13_inverse	
barbarian_river_gatehouse_13_lvl1		rom_Barbarian		1	river_gatehouse_13	
barbarian_river_gatehouse_13_lvl2		rom_Barbarian		2	river_gatehouse_13	
barbarian_river_gatehouse_13_lvl3		rom_Barbarian		3	river_gatehouse_13	
barbarian_river_gatehouse_14_lvl1		rom_Barbarian		1	river_gatehouse_14	
barbarian_river_gatehouse_14_lvl2		rom_Barbarian		2	river_gatehouse_14	
barbarian_river_gatehouse_14_lvl3		rom_Barbarian		3	river_gatehouse_14	
barbarian_ruined_slot_addition		rom_Barbarian		1	ruined_slot_addition	
barbarian_sea_sprawl_default_lvl1		rom_Barbarian		1	sea_sprawl_default	
barbarian_sea_sprawl_default_lvl2		rom_Barbarian		2	sea_sprawl_default	
barbarian_sea_sprawl_default_lvl3		rom_Barbarian		3	sea_sprawl_default	
barbarian_sea_sprawl_edge_12345_lvl1		rom_Barbarian		1	sea_sprawl_edge_12345	
barbarian_sea_sprawl_edge_12345_lvl2		rom_Barbarian		2	sea_sprawl_edge_12345	
barbarian_sea_sprawl_edge_12345_lvl3		rom_Barbarian		3	sea_sprawl_edge_12345	
barbarian_sea_sprawl_edge_1234_lvl1		rom_Barbarian		1	sea_sprawl_edge_1234	
barbarian_sea_sprawl_edge_1234_lvl2		rom_Barbarian		2	sea_sprawl_edge_1234	
barbarian_sea_sprawl_edge_1234_lvl3		rom_Barbarian		3	sea_sprawl_edge_1234	
barbarian_sea_sprawl_edge_123_lvl1		rom_Barbarian		1	sea_sprawl_edge_123	
barbarian_sea_sprawl_edge_123_lvl2		rom_Barbarian		2	sea_sprawl_edge_123	
barbarian_sea_sprawl_edge_123_lvl3		rom_Barbarian		3	sea_sprawl_edge_123	
barbarian_sea_sprawl_edge_12_lvl1		rom_Barbarian		1	sea_sprawl_edge_12	
barbarian_sea_sprawl_edge_12_lvl2		rom_Barbarian		2	sea_sprawl_edge_12	
barbarian_sea_sprawl_edge_12_lvl3		rom_Barbarian		3	sea_sprawl_edge_12	
barbarian_sea_sprawl_navy_dock_lvl1		rom_Barbarian		1	sea_sprawl_navy_dock	
barbarian_sea_sprawl_navy_dock_lvl2		rom_Barbarian		2	sea_sprawl_navy_dock	
barbarian_sea_sprawl_navy_dock_lvl3		rom_Barbarian		3	sea_sprawl_navy_dock	
barbarian_slum_0	rom_slum_0	rom_Barbarian		0		
barbarian_sprawl_edge_0_lvl1		rom_Barbarian		1	sprawl_edge_0	
barbarian_sprawl_edge_0_lvl2		rom_Barbarian		2	sprawl_edge_0	
barbarian_sprawl_edge_0_lvl3		rom_Barbarian		3	sprawl_edge_0	
barbarian_sprawl_edge_123456_lvl1		rom_Barbarian		1	sprawl_edge_123456	
barbarian_sprawl_edge_123456_lvl2		rom_Barbarian		2	sprawl_edge_123456	
barbarian_sprawl_edge_123456_lvl3		rom_Barbarian		3	sprawl_edge_123456	
barbarian_sprawl_edge_12345_lvl1		rom_Barbarian		1	sprawl_edge_12345	
barbarian_sprawl_edge_12345_lvl2		rom_Barbarian		2	sprawl_edge_12345	
barbarian_sprawl_edge_12345_lvl3		rom_Barbarian		3	sprawl_edge_12345	
barbarian_sprawl_edge_1234_lvl1		rom_Barbarian		1	sprawl_edge_1234	
barbarian_sprawl_edge_1234_lvl2		rom_Barbarian		2	sprawl_edge_1234	
barbarian_sprawl_edge_1234_lvl3		rom_Barbarian		3	sprawl_edge_1234	
barbarian_sprawl_edge_1235_lvl1		rom_Barbarian		1	sprawl_edge_1235	
barbarian_sprawl_edge_1235_lvl2		rom_Barbarian		2	sprawl_edge_1235	
barbarian_sprawl_edge_1235_lvl3		rom_Barbarian		3	sprawl_edge_1235	
barbarian_sprawl_edge_123_lvl1		rom_Barbarian		1	sprawl_edge_123	
barbarian_sprawl_edge_123_lvl2		rom_Barbarian		2	sprawl_edge_123	
barbarian_sprawl_edge_123_lvl3		rom_Barbarian		3	sprawl_edge_123	
barbarian_sprawl_edge_1245_lvl1		rom_Barbarian		1	sprawl_edge_1245	
barbarian_sprawl_edge_1245_lvl2		rom_Barbarian		2	sprawl_edge_1245	
barbarian_sprawl_edge_1245_lvl3		rom_Barbarian		3	sprawl_edge_1245	
barbarian_sprawl_edge_124_lvl1		rom_Barbarian		1	sprawl_edge_124	
barbarian_sprawl_edge_124_lvl2		rom_Barbarian		2	sprawl_edge_124	
barbarian_sprawl_edge_124_lvl3		rom_Barbarian		3	sprawl_edge_124	
barbarian_sprawl_edge_125_lvl1		rom_Barbarian		1	sprawl_edge_125	
barbarian_sprawl_edge_125_lvl2		rom_Barbarian		2	sprawl_edge_125	
barbarian_sprawl_edge_125_lvl3		rom_Barbarian		3	sprawl_edge_125	
barbarian_sprawl_edge_12_lvl1		rom_Barbarian		1	sprawl_edge_12	
barbarian_sprawl_edge_12_lvl2		rom_Barbarian		2	sprawl_edge_12	
barbarian_sprawl_edge_12_lvl3		rom_Barbarian		3	sprawl_edge_12	
barbarian_sprawl_edge_135_lvl1		rom_Barbarian		1	sprawl_edge_135	
barbarian_sprawl_edge_135_lvl2		rom_Barbarian		2	sprawl_edge_135	
barbarian_sprawl_edge_135_lvl3		rom_Barbarian		3	sprawl_edge_135	
barbarian_sprawl_edge_13_lvl1		rom_Barbarian		1	sprawl_edge_13	
barbarian_sprawl_edge_13_lvl2		rom_Barbarian		2	sprawl_edge_13	
barbarian_sprawl_edge_13_lvl3		rom_Barbarian		3	sprawl_edge_13	
barbarian_sprawl_edge_14_lvl1		rom_Barbarian		1	sprawl_edge_14	
barbarian_sprawl_edge_14_lvl2		rom_Barbarian		2	sprawl_edge_14	
barbarian_sprawl_edge_14_lvl3		rom_Barbarian		3	sprawl_edge_14	
barbarian_sprawl_edge_1_lvl1		rom_Barbarian		1	sprawl_edge_1	
barbarian_sprawl_edge_1_lvl2		rom_Barbarian		2	sprawl_edge_1	
barbarian_sprawl_edge_1_lvl3		rom_Barbarian		3	sprawl_edge_1	
barbarian_tower_lvl1		rom_Barbarian		1	tower	
barbarian_tower_lvl2		rom_Barbarian		2	tower	
barbarian_tower_lvl3		rom_Barbarian		3	tower	
barbarian_wall_12_inverse_lvl1		rom_Barbarian		1	wall_12_inverse	
barbarian_wall_12_inverse_lvl2		rom_Barbarian		2	wall_12_inverse	
barbarian_wall_12_inverse_lvl3		rom_Barbarian		3	wall_12_inverse	
barbarian_wall_12_lvl1		rom_Barbarian		1	wall_12	
