trait_level	effect	effect_scope	value
pel_hero_army_1	rom_character_gravitas_per_turn_mod	this_agent	2.0000
pel_hero_army_1	rom_character_province_public_order	this_character_local_province	2.0000
pel_hero_army_1	rom_force_unit_mod_morale	this_general_force	10.0000
pel_hero_city_1	rom_character_gravitas_per_turn_mod	this_agent	3.0000
pel_hero_city_1	rom_character_province_public_order	this_character_local_province	4.0000
pel_hero_city_1	rom_force_unit_mod_morale	this_general_force	20.0000
pel_kleon_1	rom_character_province_public_order	this_character_local_province	4.0000
pel_lysander_1	rom_general_attribute_mod_authority	this_agent	4.0000
pel_nikias_1	pel_diplomatic_greek	this_faction	10.0000
pel_perikles_1	rom_general_attribute_mod_authority	this_agent	4.0000
pel_sokrates_1	rom_building_research_points	this_faction	2.0000
pel_thukydides_1	rom_building_gdp_mod_culture_learning	in_all_your_regions	5.0000
r2_cig_trait_arverni_vercingetorix_1	gaul_general_ability_vercingetorix_relentless	this_general	1.0000
r2_cig_trait_arverni_vercingetorix_1	gaul_general_dummy_invincible	this_general	1.0000
r2_cig_trait_arverni_vercingetorix_2	gaul_general_ability_vercingetorix_relentless	this_general	1.0000
r2_cig_trait_arverni_vercingetorix_2	gaul_general_ability_vercingetorix_unity	this_general	1.0000
r2_cig_trait_arverni_vercingetorix_2	gaul_general_dummy_invincible	this_general	1.0000
r2_cig_trait_arverni_vercingetorix_3	gaul_general_ability_vercingetorix_relentless	this_general	1.0000
r2_cig_trait_arverni_vercingetorix_3	gaul_general_ability_vercingetorix_unity	this_general	1.0000
r2_cig_trait_arverni_vercingetorix_3	gaul_general_dummy_invincible	this_general	1.0000
r2_cig_trait_caesar_1	gaul_general_ability_caesar_presence	this_general	1.0000
r2_cig_trait_caesar_1	gaul_general_dummy_invincible	this_general	1.0000
r2_cig_trait_caesar_2	gaul_general_ability_caesar_loyalty	this_general	1.0000
r2_cig_trait_caesar_2	gaul_general_ability_caesar_presence	this_general	1.0000
r2_cig_trait_caesar_2	gaul_general_dummy_invincible	this_general	1.0000
r2_cig_trait_caesar_3	gaul_general_ability_caesar_loyalty	this_general	1.0000
r2_cig_trait_caesar_3	gaul_general_ability_caesar_presence	this_general	1.0000
r2_cig_trait_caesar_3	gaul_general_dummy_invincible	this_general	1.0000
r2_cig_trait_ch_roman_1	rom_character_political_party_loyalty	this_agent	2.0000
r2_cig_trait_ch_roman_1	rom_force_campaign_mod_upkeep_land	this_general_army	-1.0000
r2_cig_trait_ch_roman_2	rom_character_political_party_loyalty	this_agent	4.0000
r2_cig_trait_ch_roman_2	rom_force_campaign_mod_upkeep_land	this_general_army	-2.0000
r2_cig_trait_ch_roman_3	rom_character_political_party_loyalty	this_agent	6.0000
r2_cig_trait_ch_roman_3	rom_force_campaign_mod_upkeep_land	this_general_army	-3.0000
r2_cig_trait_ch_roman_4	rom_character_political_party_loyalty	this_agent	8.0000
r2_cig_trait_ch_roman_4	rom_force_campaign_mod_upkeep_land	this_general_army	-4.0000
r2_cig_trait_ch_roman_5	rom_character_political_party_loyalty	this_agent	10.0000
r2_cig_trait_ch_roman_5	rom_force_campaign_mod_upkeep_land	this_general_army	-5.0000
r2_cig_trait_ch_roman_6	rom_character_political_party_loyalty	this_agent	12.0000
r2_cig_trait_ch_roman_6	rom_force_campaign_mod_upkeep_land	this_general_army	-6.0000
r2_cig_trait_nervii_boduognatus_1	gaul_general_ability_boduognatos_spirit	this_general	1.0000
r2_cig_trait_nervii_boduognatus_1	gaul_general_dummy_invincible	this_general	1.0000
r2_cig_trait_nervii_boduognatus_2	gaul_general_ability_boduognatos_force_concentration	this_general	1.0000
r2_cig_trait_nervii_boduognatus_2	gaul_general_ability_boduognatos_spirit	this_general	1.0000
r2_cig_trait_nervii_boduognatus_2	gaul_general_dummy_invincible	this_general	1.0000
r2_cig_trait_nervii_boduognatus_3	gaul_general_ability_boduognatos_force_concentration	this_general	1.0000
r2_cig_trait_nervii_boduognatus_3	gaul_general_ability_boduognatos_spirit	this_general	1.0000
r2_cig_trait_nervii_boduognatus_3	gaul_general_dummy_invincible	this_general	1.0000
r2_cig_trait_suebi_ariovistus_1	gaul_general_ability_ariovistus_pride	this_general	1.0000
r2_cig_trait_suebi_ariovistus_1	gaul_general_dummy_invincible	this_general	1.0000
r2_cig_trait_suebi_ariovistus_2	gaul_general_ability_ariovistus_fast_charge	this_general	1.0000
r2_cig_trait_suebi_ariovistus_2	gaul_general_ability_ariovistus_pride	this_general	1.0000
r2_cig_trait_suebi_ariovistus_2	gaul_general_dummy_invincible	this_general	1.0000
r2_cig_trait_suebi_ariovistus_3	gaul_general_ability_ariovistus_fast_charge	this_general	1.0000
r2_cig_trait_suebi_ariovistus_3	gaul_general_ability_ariovistus_pride	this_general	1.0000
r2_cig_trait_suebi_ariovistus_3	gaul_general_dummy_invincible	this_general	1.0000
r2_faction_leader_empire_default_1	rom_building_tax_level	this_character_local_province	15.0000
r2_faction_leader_empire_default_1	rom_character_faction_leader_global_public_order	in_all_your_provinces	3.0000
r2_faction_leader_empire_default_1	rom_character_gravitas_per_turn_mod	this_agent	6.0000
r2_faction_leader_empire_default_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	3.0000
r2_faction_leader_empire_default_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_empire_empress_1	rom_building_tax_level	this_character_local_province	15.0000
r2_faction_leader_empire_empress_1	rom_character_faction_leader_global_public_order	in_all_your_provinces	3.0000
r2_faction_leader_empire_empress_1	rom_character_gravitas_per_turn_mod	this_agent	6.0000
r2_faction_leader_empire_empress_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	3.0000
r2_faction_leader_empire_empress_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_empire_megas_basileus_1	rom_building_tax_level	this_character_local_province	15.0000
r2_faction_leader_empire_megas_basileus_1	rom_character_faction_leader_global_public_order	in_all_your_provinces	3.0000
r2_faction_leader_empire_megas_basileus_1	rom_character_gravitas_per_turn_mod	this_agent	6.0000
r2_faction_leader_empire_megas_basileus_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	3.0000
r2_faction_leader_empire_megas_basileus_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_empire_pharaoh_1	rom_building_tax_level	this_character_local_province	15.0000
r2_faction_leader_empire_pharaoh_1	rom_character_faction_leader_global_public_order	in_all_your_provinces	3.0000
r2_faction_leader_empire_pharaoh_1	rom_character_gravitas_per_turn_mod	this_agent	6.0000
r2_faction_leader_empire_pharaoh_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	3.0000
r2_faction_leader_empire_pharaoh_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_empire_proconsulate_1	rom_building_tax_level	this_character_local_province	15.0000
r2_faction_leader_empire_proconsulate_1	rom_character_faction_leader_global_public_order	in_all_your_provinces	3.0000
r2_faction_leader_empire_proconsulate_1	rom_character_gravitas_per_turn_mod	this_agent	6.0000
r2_faction_leader_empire_proconsulate_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	3.0000
r2_faction_leader_empire_proconsulate_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_empire_shahanshah_1	rom_building_tax_level	this_character_local_province	15.0000
r2_faction_leader_empire_shahanshah_1	rom_character_faction_leader_global_public_order	in_all_your_provinces	3.0000
r2_faction_leader_empire_shahanshah_1	rom_character_gravitas_per_turn_mod	this_agent	6.0000
r2_faction_leader_empire_shahanshah_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	3.0000
r2_faction_leader_empire_shahanshah_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_inv_etruscans_zilath_1	age_agent_enemy_action_success_chance_mod	this_agent	-20.0000
r2_faction_leader_inv_etruscans_zilath_1	inv_tech_civil_build_time_mod_all	this_character_local_region_province	-1.0000
r2_faction_leader_inv_etruscans_zilath_1	rom_building_tax_level	this_character_local_province	20.0000
r2_faction_leader_inv_etruscans_zilath_1	rom_character_gravitas_per_turn_mod	this_agent	6.0000
r2_faction_leader_inv_etruscans_zilath_1	rom_force_unit_mod_melee_defence	this_general_force	10.0000
r2_faction_leader_inv_gauls_chief_1	age_agent_enemy_action_success_chance_mod	this_agent	-20.0000
r2_faction_leader_inv_gauls_chief_1	rom_character_faction_leader_global_public_order	this_character_local_province	6.0000
r2_faction_leader_inv_gauls_chief_1	rom_character_gravitas_per_turn_mod	this_agent	6.0000
r2_faction_leader_inv_gauls_chief_1	rom_force_campaign_mod_loot_income	this_general_force	50.0000
r2_faction_leader_inv_gauls_chief_1	rom_force_enemy_unit_mod_morale	this_character_enemy_forces	-10.0000
r2_faction_leader_inv_nuragic_chief_1	age_agent_enemy_action_success_chance_mod	this_agent	-20.0000
r2_faction_leader_inv_nuragic_chief_1	rom_character_faction_leader_global_public_order	this_character_local_province	6.0000
r2_faction_leader_inv_nuragic_chief_1	rom_character_gravitas_per_turn_mod	this_agent	6.0000
r2_faction_leader_inv_nuragic_chief_1	rom_force_campaign_mod_movement_range	this_general_force	10.0000
r2_faction_leader_inv_nuragic_chief_1	rom_force_unit_mod_movement_speed	this_general_force	10.0000
r2_faction_leader_inv_rome_consular_tribune_1	age_agent_enemy_action_success_chance_mod	this_agent	-20.0000
r2_faction_leader_inv_rome_consular_tribune_1	rom_agent_action_passive_culture_spread	this_agent	4.0000
r2_faction_leader_inv_rome_consular_tribune_1	rom_character_gravitas_per_turn_mod	this_agent	6.0000
r2_faction_leader_inv_rome_consular_tribune_1	rom_force_unit_mod_morale	this_general_force	10.0000
r2_faction_leader_inv_rome_consular_tribune_1	rom_tech_military_management_recruitment_mod	this_character_local_province	1.0000
r2_faction_leader_inv_samnites_medix_tuticus_1	age_agent_enemy_action_success_chance_mod	this_agent	-20.0000
r2_faction_leader_inv_samnites_medix_tuticus_1	inv_tech_agriculture_food_from_farms	this_character_local_province	2.0000
r2_faction_leader_inv_samnites_medix_tuticus_1	rom_character_gravitas_per_turn_mod	this_agent	6.0000
r2_faction_leader_inv_samnites_medix_tuticus_1	rom_force_campaign_mod_movement_range	this_general_force	10.0000
r2_faction_leader_inv_samnites_medix_tuticus_1	rom_tech_military_management_recruitment_mod	this_character_local_province	1.0000
r2_faction_leader_inv_syracuse_tyrant_1	age_agent_enemy_action_success_chance_mod	this_agent	-20.0000
r2_faction_leader_inv_syracuse_tyrant_1	rom_character_gravitas_per_turn_mod	this_agent	6.0000
r2_faction_leader_inv_syracuse_tyrant_1	rom_force_campaign_mod_upkeep_land	this_general_force	-10.0000
r2_faction_leader_inv_syracuse_tyrant_1	rom_force_unit_mod_melee_defence	this_general_force	10.0000
r2_faction_leader_inv_syracuse_tyrant_1	rom_tech_civil_economy_trade_gdp_mod	regions_in_this_province	20.0000
r2_faction_leader_inv_taras_archon_1	age_agent_enemy_action_success_chance_mod	this_agent	-20.0000
r2_faction_leader_inv_taras_archon_1	age_agent_xp_gain_characters	this_agent	2.0000
r2_faction_leader_inv_taras_archon_1	rom_agent_action_passive_culture_spread	this_agent	4.0000
r2_faction_leader_inv_taras_archon_1	rom_character_gravitas_per_turn_mod	this_agent	6.0000
r2_faction_leader_inv_taras_archon_1	rom_tech_civil_economy_trade_gdp_mod	regions_in_this_province	20.0000
r2_faction_leader_inv_veneti_chief_1	age_agent_enemy_action_success_chance_mod	this_agent	-20.0000
r2_faction_leader_inv_veneti_chief_1	rom_character_faction_leader_global_public_order	this_character_local_province	6.0000
r2_faction_leader_inv_veneti_chief_1	rom_character_gravitas_per_turn_mod	this_agent	6.0000
r2_faction_leader_inv_veneti_chief_1	rom_force_unit_mod_cavalry_morale	this_general_force	10.0000
r2_faction_leader_inv_veneti_chief_1	rom_force_unit_mod_movement_speed	this_general_force	10.0000
r2_faction_leader_kingdom_agellid_1	rom_character_gravitas_per_turn_mod	this_agent	4.0000
r2_faction_leader_kingdom_agellid_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	3.0000
r2_faction_leader_kingdom_agellid_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_kingdom_agellid_1	rom_force_unit_mod_morale	this_general_force	10.0000
r2_faction_leader_kingdom_basileus_1	rom_character_gravitas_per_turn_mod	this_agent	4.0000
r2_faction_leader_kingdom_basileus_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	3.0000
r2_faction_leader_kingdom_basileus_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_kingdom_basileus_1	rom_force_unit_mod_morale	this_general_force	10.0000
r2_faction_leader_kingdom_default_1	rom_character_gravitas_per_turn_mod	this_agent	4.0000
r2_faction_leader_kingdom_default_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	3.0000
r2_faction_leader_kingdom_default_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_kingdom_default_1	rom_force_unit_mod_morale	this_general_force	10.0000
r2_faction_leader_kingdom_governess_1	rom_character_gravitas_per_turn_mod	this_agent	4.0000
r2_faction_leader_kingdom_governess_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	3.0000
r2_faction_leader_kingdom_governess_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_kingdom_governess_1	rom_force_unit_mod_morale	this_general_force	10.0000
r2_faction_leader_kingdom_governor_1	rom_character_gravitas_per_turn_mod	this_agent	4.0000
r2_faction_leader_kingdom_governor_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	3.0000
r2_faction_leader_kingdom_governor_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_kingdom_governor_1	rom_force_unit_mod_morale	this_general_force	10.0000
r2_faction_leader_kingdom_kandake_1	rom_character_gravitas_per_turn_mod	this_agent	4.0000
r2_faction_leader_kingdom_kandake_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	3.0000
r2_faction_leader_kingdom_kandake_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_kingdom_kandake_1	rom_force_unit_mod_morale	this_general_force	10.0000
r2_faction_leader_kingdom_malik_1	rom_character_gravitas_per_turn_mod	this_agent	4.0000
r2_faction_leader_kingdom_malik_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	3.0000
r2_faction_leader_kingdom_malik_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_kingdom_malik_1	rom_force_unit_mod_morale	this_general_force	10.0000
r2_faction_leader_kingdom_nigiste_negestatt_1	rom_character_gravitas_per_turn_mod	this_agent	4.0000
r2_faction_leader_kingdom_nigiste_negestatt_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	3.0000
r2_faction_leader_kingdom_nigiste_negestatt_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_kingdom_nigiste_negestatt_1	rom_force_unit_mod_morale	this_general_force	10.0000
r2_faction_leader_kingdom_nigusa_nagast_1	rom_character_gravitas_per_turn_mod	this_agent	4.0000
r2_faction_leader_kingdom_nigusa_nagast_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	3.0000
r2_faction_leader_kingdom_nigusa_nagast_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_kingdom_nigusa_nagast_1	rom_force_unit_mod_morale	this_general_force	10.0000
r2_faction_leader_kingdom_qore_1	rom_character_gravitas_per_turn_mod	this_agent	4.0000
r2_faction_leader_kingdom_qore_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	3.0000
r2_faction_leader_kingdom_qore_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_kingdom_qore_1	rom_force_unit_mod_morale	this_general_force	10.0000
r2_faction_leader_kingdom_queen_1	rom_character_gravitas_per_turn_mod	this_agent	4.0000
r2_faction_leader_kingdom_queen_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	3.0000
r2_faction_leader_kingdom_queen_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_kingdom_queen_1	rom_force_unit_mod_morale	this_general_force	10.0000
r2_faction_leader_kingdom_queen_mother_1	rom_character_gravitas_per_turn_mod	this_agent	4.0000
r2_faction_leader_kingdom_queen_mother_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	3.0000
r2_faction_leader_kingdom_queen_mother_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_kingdom_queen_mother_1	rom_force_unit_mod_morale	this_general_force	10.0000
r2_faction_leader_kingdom_reiks_1	rom_character_gravitas_per_turn_mod	this_agent	4.0000
r2_faction_leader_kingdom_reiks_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	3.0000
r2_faction_leader_kingdom_reiks_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_kingdom_reiks_1	rom_force_unit_mod_morale	this_general_force	10.0000
r2_faction_leader_kingdom_rex_1	rom_character_gravitas_per_turn_mod	this_agent	4.0000
r2_faction_leader_kingdom_rex_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	3.0000
r2_faction_leader_kingdom_rex_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_kingdom_rex_1	rom_force_unit_mod_morale	this_general_force	10.0000
r2_faction_leader_kingdom_shah_1	rom_character_gravitas_per_turn_mod	this_agent	4.0000
r2_faction_leader_kingdom_shah_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	3.0000
r2_faction_leader_kingdom_shah_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_kingdom_shah_1	rom_force_unit_mod_morale	this_general_force	10.0000
r2_faction_leader_republic_archon_1	rom_building_tax_level	this_character_local_province	15.0000
r2_faction_leader_republic_archon_1	rom_character_faction_leader_global_public_order	in_all_your_provinces	3.0000
r2_faction_leader_republic_archon_1	rom_character_gravitas_per_turn_mod	this_agent	4.0000
r2_faction_leader_republic_archon_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_republic_commanding_general_1	rom_building_tax_level	this_character_local_province	15.0000
r2_faction_leader_republic_commanding_general_1	rom_character_faction_leader_global_public_order	in_all_your_provinces	3.0000
r2_faction_leader_republic_commanding_general_1	rom_character_gravitas_per_turn_mod	this_agent	4.0000
r2_faction_leader_republic_commanding_general_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_republic_consul_perpetuo_1	rom_building_tax_level	this_character_local_province	15.0000
r2_faction_leader_republic_consul_perpetuo_1	rom_character_faction_leader_global_public_order	in_all_your_provinces	3.0000
r2_faction_leader_republic_consul_perpetuo_1	rom_character_gravitas_per_turn_mod	this_agent	4.0000
r2_faction_leader_republic_consul_perpetuo_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_republic_default_1	rom_building_tax_level	this_character_local_province	15.0000
r2_faction_leader_republic_default_1	rom_character_faction_leader_global_public_order	in_all_your_provinces	3.0000
r2_faction_leader_republic_default_1	rom_character_gravitas_per_turn_mod	this_agent	4.0000
r2_faction_leader_republic_default_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_republic_shophet_1	rom_building_tax_level	this_character_local_province	15.0000
r2_faction_leader_republic_shophet_1	rom_character_faction_leader_global_public_order	in_all_your_provinces	3.0000
r2_faction_leader_republic_shophet_1	rom_character_gravitas_per_turn_mod	this_agent	4.0000
r2_faction_leader_republic_shophet_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_union_default_1	rom_building_tax_level	this_character_local_province	15.0000
r2_faction_leader_union_default_1	rom_character_gravitas_per_turn_mod	this_agent	4.0000
r2_faction_leader_union_default_1	rom_character_province_public_order	this_character_local_province	10.0000
r2_faction_leader_union_default_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_union_hegemon_1	rom_building_tax_level	this_character_local_province	15.0000
r2_faction_leader_union_hegemon_1	rom_character_gravitas_per_turn_mod	this_agent	4.0000
r2_faction_leader_union_hegemon_1	rom_character_province_public_order	this_character_local_province	10.0000
r2_faction_leader_union_hegemon_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_union_high_queen_1	rom_building_tax_level	this_character_local_province	15.0000
r2_faction_leader_union_high_queen_1	rom_character_gravitas_per_turn_mod	this_agent	4.0000
r2_faction_leader_union_high_queen_1	rom_character_province_public_order	this_character_local_province	10.0000
r2_faction_leader_union_high_queen_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_faction_leader_union_kindins_1	rom_building_tax_level	this_character_local_province	15.0000
r2_faction_leader_union_kindins_1	rom_character_gravitas_per_turn_mod	this_agent	4.0000
r2_faction_leader_union_kindins_1	rom_character_province_public_order	this_character_local_province	10.0000
r2_faction_leader_union_kindins_1	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_family_heir	rom_character_gravitas_per_turn_mod	this_agent	1.0000
r2_family_heir	rom_force_unit_mod_morale	this_general_force	5.0000
r2_family_leader	rom_agent_attribute_authority_mod	this_agent	1.0000
r2_family_leader	rom_character_gravitas_per_turn_mod	this_agent	3.0000
r2_family_leader	rom_force_unit_mod_morale	this_general_force	10.0000
r2_sp_trait_all_admin_good_1	rom_building_tax_level	this_character_local_province	5.0000
r2_sp_trait_all_admin_good_2	rom_building_tax_level	this_character_local_province	10.0000
r2_sp_trait_all_admin_good_3	rom_building_tax_level	this_character_local_province	15.0000
r2_sp_trait_all_agent_army_assault_unit_1	age_agent_success_chance_against_agents_generals	this_agent	5.0000
r2_sp_trait_all_agent_army_assault_unit_2	age_agent_success_chance_against_agents_generals	this_agent	10.0000
r2_sp_trait_all_agent_army_assault_unit_3	age_agent_success_chance_against_agents_generals	this_agent	15.0000
r2_sp_trait_all_agent_army_intercept_orders_1	age_spy_reveal_targets_mod_reconnoitre	this_agent	1.0000
r2_sp_trait_all_agent_army_intercept_orders_1	rom_agent_attribute_authority_mod	this_agent	1.0000
r2_sp_trait_all_agent_army_intercept_orders_2	age_spy_reveal_targets_mod_reconnoitre	this_agent	2.0000
r2_sp_trait_all_agent_army_intercept_orders_2	rom_agent_attribute_authority_mod	this_agent	2.0000
r2_sp_trait_all_agent_army_intercept_orders_3	age_spy_reveal_targets_mod_reconnoitre	this_agent	3.0000
r2_sp_trait_all_agent_army_intercept_orders_3	rom_agent_attribute_authority_mod	this_agent	3.0000
r2_sp_trait_all_agent_army_mislead_command_1	rom_agent_skill_action_mod_dignitary_obstruct_mislead_command	this_agent	-5.0000
r2_sp_trait_all_agent_army_mislead_command_2	rom_agent_skill_action_mod_dignitary_obstruct_mislead_command	this_agent	-10.0000
r2_sp_trait_all_agent_army_mislead_command_3	rom_agent_skill_action_mod_dignitary_obstruct_mislead_command	this_agent	-15.0000
r2_sp_trait_all_agent_army_poison_provisions_1	age_spy_increase_sabotage_supplies	this_agent	5.0000
r2_sp_trait_all_agent_army_poison_provisions_1	rom_agent_attribute_subterfuge_mod	this_agent	1.0000
r2_sp_trait_all_agent_army_poison_provisions_2	age_spy_increase_sabotage_supplies	this_agent	10.0000
r2_sp_trait_all_agent_army_poison_provisions_2	rom_agent_attribute_subterfuge_mod	this_agent	2.0000
r2_sp_trait_all_agent_army_poison_provisions_3	age_spy_increase_sabotage_supplies	this_agent	15.0000
r2_sp_trait_all_agent_army_poison_provisions_3	rom_agent_attribute_subterfuge_mod	this_agent	3.0000
r2_sp_trait_all_agent_army_show_force_1	rom_agent_attribute_authority_mod	this_agent	1.0000
r2_sp_trait_all_agent_army_show_force_1	rom_agent_attribute_subterfuge_mod	this_agent	1.0000
r2_sp_trait_all_agent_army_show_force_1	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_trait_all_agent_army_show_force_2	rom_agent_attribute_authority_mod	this_agent	2.0000
r2_sp_trait_all_agent_army_show_force_2	rom_agent_attribute_subterfuge_mod	this_agent	2.0000
r2_sp_trait_all_agent_army_show_force_2	rom_agent_attribute_zeal_mod	this_agent	2.0000
r2_sp_trait_all_agent_army_show_force_3	rom_agent_attribute_authority_mod	this_agent	3.0000
r2_sp_trait_all_agent_army_show_force_3	rom_agent_attribute_subterfuge_mod	this_agent	3.0000
r2_sp_trait_all_agent_army_show_force_3	rom_agent_attribute_zeal_mod	this_agent	3.0000
r2_sp_trait_all_agent_army_threaten_1	rom_agent_attribute_authority_mod	this_agent	-1.0000
r2_sp_trait_all_agent_army_threaten_1	rom_agent_attribute_subterfuge_mod	this_agent	1.0000
r2_sp_trait_all_agent_army_threaten_1	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_trait_all_agent_army_threaten_2	rom_agent_attribute_authority_mod	this_agent	-2.0000
r2_sp_trait_all_agent_army_threaten_2	rom_agent_attribute_subterfuge_mod	this_agent	2.0000
r2_sp_trait_all_agent_army_threaten_2	rom_agent_attribute_zeal_mod	this_agent	2.0000
r2_sp_trait_all_agent_army_threaten_3	rom_agent_attribute_authority_mod	this_agent	-3.0000
r2_sp_trait_all_agent_army_threaten_3	rom_agent_attribute_subterfuge_mod	this_agent	3.0000
r2_sp_trait_all_agent_army_threaten_3	rom_agent_attribute_zeal_mod	this_agent	3.0000
r2_sp_trait_all_agent_army_undermine_authority_1	age_agent_success_chance_against_agents_generals	this_agent	5.0000
r2_sp_trait_all_agent_army_undermine_authority_2	age_agent_success_chance_against_agents_generals	this_agent	10.0000
r2_sp_trait_all_agent_army_undermine_authority_3	age_agent_success_chance_against_agents_generals	this_agent	15.0000
r2_sp_trait_all_agent_army_wreck_supplies_1	rom_agent_attribute_subterfuge_mod	this_agent	2.0000
r2_sp_trait_all_agent_army_wreck_supplies_2	rom_agent_attribute_subterfuge_mod	this_agent	4.0000
r2_sp_trait_all_agent_army_wreck_supplies_3	rom_agent_attribute_subterfuge_mod	this_agent	6.0000
r2_sp_trait_all_agent_character_concealed_blade_1	age_agent_success_chance_against_agents_generals	this_agent	10.0000
r2_sp_trait_all_agent_character_concealed_blade_2	age_agent_success_chance_against_agents_generals	this_agent	20.0000
r2_sp_trait_all_agent_character_concealed_blade_3	age_agent_success_chance_against_agents_generals	this_agent	30.0000
r2_sp_trait_all_agent_character_kill_betrayal_1	rom_agent_skill_action_mod_dignitary_assassinate_betray	this_agent	5.0000
r2_sp_trait_all_agent_character_kill_betrayal_2	rom_agent_skill_action_mod_dignitary_assassinate_betray	this_agent	10.0000
r2_sp_trait_all_agent_character_kill_betrayal_3	rom_agent_skill_action_mod_dignitary_assassinate_betray	this_agent	15.0000
r2_sp_trait_all_agent_character_kill_hire_assassin	rom_agent_skill_action_mod_dignitary_assassinate_hire_assassins	this_agent	5.0000
r2_sp_trait_all_agent_character_kill_poison_1	rom_agent_skill_action_mod_spy_assassinate_poison	this_agent	5.0000
r2_sp_trait_all_agent_character_kill_poison_2	rom_agent_skill_action_mod_spy_assassinate_poison	this_agent	10.0000
r2_sp_trait_all_agent_character_kill_poison_3	rom_agent_skill_action_mod_spy_assassinate_poison	this_agent	15.0000
r2_sp_trait_all_agent_character_kill_provocation_1	rom_agent_attribute_authority_mod	this_agent	1.0000
r2_sp_trait_all_agent_character_kill_provocation_1	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_trait_all_agent_character_kill_provocation_2	rom_agent_attribute_authority_mod	this_agent	2.0000
r2_sp_trait_all_agent_character_kill_provocation_2	rom_agent_attribute_zeal_mod	this_agent	2.0000
r2_sp_trait_all_agent_character_kill_provocation_3	rom_agent_attribute_authority_mod	this_agent	3.0000
r2_sp_trait_all_agent_character_kill_provocation_3	rom_agent_attribute_zeal_mod	this_agent	3.0000
